GEO_ID,NAME,Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force,Percent!!EMPLOYMENT STATUS!!Civilian labor force!!Unemployment Rate
08059,"Jefferson County, Colorado",332391,5.4
08069,"Larimer County, Colorado",201491,4.4
08077,"Mesa County, Colorado",77045,5.7
08101,"Pueblo County, Colorado",75714,6.6
08123,"Weld County, Colorado",181543,4.7
09001,"Fairfield County, Connecticut",525397,6.2
09003,"Hartford County, Connecticut",478232,6.7
09005,"Litchfield County, Connecticut",99890,6.4
09007,"Middlesex County, Connecticut",93960,5.1
09009,"New Haven County, Connecticut",465923,8.0
09011,"New London County, Connecticut",142283,5.2
09013,"Tolland County, Connecticut",81820,5.7
09015,"Windham County, Connecticut",62654,7.5
10001,"Kent County, Delaware",85331,5.2
10003,"New Castle County, Delaware",299132,5.8
10005,"Sussex County, Delaware",107919,5.1
11001,"District of Columbia, District of Columbia",391439,8.2
12001,"Alachua County, Florida",140948,3.9
12005,"Bay County, Florida",93267,4.4
12009,"Brevard County, Florida",292685,5.0
12011,"Broward County, Florida",1041512,6.3
12015,"Charlotte County, Florida",74000,6.2
12017,"Citrus County, Florida",50681,10.4
12019,"Clay County, Florida",109195,2.1
12021,"Collier County, Florida",170426,4.8
12023,"Columbia County, Florida",31001,5.9
12031,"Duval County, Florida",519636,4.6
12033,"Escambia County, Florida",162348,6.6
12035,"Flagler County, Florida",50022,5.7
12053,"Hernando County, Florida",86807,5.1
12055,"Highlands County, Florida",39199,9.3
12057,"Hillsborough County, Florida",780336,5.2
12061,"Indian River County, Florida",68255,5.5
12069,"Lake County, Florida",171618,6.7
12071,"Lee County, Florida",356939,5.2
12073,"Leon County, Florida",163423,5.2
12081,"Manatee County, Florida",191859,5.5
12083,"Marion County, Florida",159100,5.7
12085,"Martin County, Florida",70529,5.7
12086,"Miami-Dade County, Florida",1385234,6.1
12087,"Monroe County, Florida",45260,3.2
12089,"Nassau County, Florida",44820,1.9
12091,"Okaloosa County, Florida",107642,3.6
12095,"Orange County, Florida",756008,7.4
12097,"Osceola County, Florida",208995,6.3
12099,"Palm Beach County, Florida",740726,6.6
12101,"Pasco County, Florida",273811,5.1
12103,"Pinellas County, Florida",481904,5.0
12105,"Polk County, Florida",339319,5.1
12107,"Putnam County, Florida",25161,13.7
12109,"St. Johns County, Florida",143354,3.5
12111,"St. Lucie County, Florida",159469,6.5
12113,"Santa Rosa County, Florida",91582,2.7
12115,"Sarasota County, Florida",197638,3.4
12117,"Seminole County, Florida",255020,4.1
12119,"Sumter County, Florida",31369,6.9
12127,"Volusia County, Florida",253815,4.3
12131,"Walton County, Florida",38510,3.5
13013,"Barrow County, Georgia",43028,3.0
13015,"Bartow County, Georgia",54372,5.4
13021,"Bibb County, Georgia",71544,8.2
13031,"Bulloch County, Georgia",41950,9.3
13045,"Carroll County, Georgia",59669,6.5
13047,"Catoosa County, Georgia",35965,3.9
13051,"Chatham County, Georgia",153447,6.3
13057,"Cherokee County, Georgia",152952,4.1
13059,"Clarke County, Georgia",70751,4.2
13063,"Clayton County, Georgia",145781,7.4
13067,"Cobb County, Georgia",431519,5.5
13073,"Columbia County, Georgia",79698,7.2
13077,"Coweta County, Georgia",78744,3.8
13089,"DeKalb County, Georgia",410621,6.4
13095,"Dougherty County, Georgia",37205,8.6
13097,"Douglas County, Georgia",73723,6.9
13103,"Effingham County, Georgia",33016,3.3
13113,"Fayette County, Georgia",55764,5.0
13115,"Floyd County, Georgia",45879,3.1
13117,"Forsyth County, Georgia",140414,4.9
13121,"Fulton County, Georgia",598526,4.8
13127,"Glynn County, Georgia",40271,2.5
13135,"Gwinnett County, Georgia",495247,4.5
13139,"Hall County, Georgia",104855,4.0
13151,"Henry County, Georgia",121701,7.5
13153,"Houston County, Georgia",84656,6.1
13157,"Jackson County, Georgia",37784,5.8
13179,"Liberty County, Georgia",28681,7.8
13185,"Lowndes County, Georgia",53833,7.8
13215,"Muscogee County, Georgia",94969,7.1
13217,"Newton County, Georgia",59560,6.7
13223,"Paulding County, Georgia",87197,3.8
13245,"Richmond County, Georgia",103804,9.7
13247,"Rockdale County, Georgia",47096,5.1
13255,"Spalding County, Georgia",30526,9.7
13285,"Troup County, Georgia",34090,5.5
13295,"Walker County, Georgia",31631,4.6
13297,"Walton County, Georgia",48045,6.5
13313,"Whitfield County, Georgia",50159,8.6
15001,"Hawaii County, Hawaii",94071,10.6
15003,"Honolulu County, Hawaii",522748,7.2
15007,"Kauai County, Hawaii",37894,9.8
15009,"Maui County, Hawaii",84623,6.7
16001,"Ada County, Idaho",265885,2.9
16005,"Bannock County, Idaho",41514,4.1
16019,"Bonneville County, Idaho",60167,4.0
16027,"Canyon County, Idaho",117699,4.3
16055,"Kootenai County, Idaho",88521,2.6
16083,"Twin Falls County, Idaho",44029,6.4
17019,"Champaign County, Illinois",106656,4.5
17031,"Cook County, Illinois",2746345,8.8
17037,"DeKalb County, Illinois",56733,9.6
17043,"DuPage County, Illinois",506620,6.1
17089,"Kane County, Illinois",281517,6.2
17091,"Kankakee County, Illinois",52758,5.0
17093,"Kendall County, Illinois",72269,3.9
17097,"Lake County, Illinois",381374,6.5
17099,"LaSalle County, Illinois",55066,7.2
17111,"McHenry County, Illinois",174112,6.2
17113,"McLean County, Illinois",90055,3.7
17115,"Macon County, Illinois",46710,11.1
17119,"Madison County, Illinois",132592,5.7
17143,"Peoria County, Illinois",86581,6.8
17161,"Rock Island County, Illinois",67754,8.6
17163,"St. Clair County, Illinois",128695,6.7
17167,"Sangamon County, Illinois",95213,7.2
17179,"Tazewell County, Illinois",65729,4.3
17183,"Vermilion County, Illinois",29882,6.6
17197,"Will County, Illinois",377380,6.6
17199,"Williamson County, Illinois",28095,6.0
17201,"Winnebago County, Illinois",137486,9.9
18003,"Allen County, Indiana",197025,5.0
18005,"Bartholomew County, Indiana",44184,4.0
18011,"Boone County, Indiana",39348,1.4
18019,"Clark County, Indiana",62853,4.8
18035,"Delaware County, Indiana",54693,8.7
18039,"Elkhart County, Indiana",98699,5.0
18043,"Floyd County, Indiana",42089,4.3
18053,"Grant County, Indiana",31124,8.9
18057,"Hamilton County, Indiana",198150,3.3
18059,"Hancock County, Indiana",45420,2.7
18063,"Hendricks County, Indiana",95639,2.0
18067,"Howard County, Indiana",40769,7.4
18081,"Johnson County, Indiana",86588,2.8
18085,"Kosciusko County, Indiana",40290,2.5
18089,"Lake County, Indiana",240304,7.1
18091,"LaPorte County, Indiana",50687,4.4
18095,"Madison County, Indiana",62361,6.6
18097,"Marion County, Indiana",512792,5.8
18105,"Monroe County, Indiana",68802,4.6
18109,"Morgan County, Indiana",32157,1.0
18127,"Porter County, Indiana",87240,3.0
18141,"St. Joseph County, Indiana",135437,5.3
18157,"Tippecanoe County, Indiana",96471,3.0
18163,"Vanderburgh County, Indiana",93179,4.7
18167,"Vigo County, Indiana",51159,6.8
18177,"Wayne County, Indiana",29798,4.5
19013,"Black Hawk County, Iowa",69211,3.3
19049,"Dallas County, Iowa",60568,1.3
19061,"Dubuque County, Iowa",54229,4.1
19103,"Johnson County, Iowa",92796,2.7
19113,"Linn County, Iowa",122212,4.2
19153,"Polk County, Iowa",273230,4.0
19155,"Pottawattamie County, Iowa",46447,4.2
19163,"Scott County, Iowa",91457,4.6
19169,"Story County, Iowa",54373,3.9
19193,"Woodbury County, Iowa",55832,3.4
20015,"Butler County, Kansas",33045,1.3
20045,"Douglas County, Kansas",66461,5.5
20091,"Johnson County, Kansas",345575,2.8
20103,"Leavenworth County, Kansas",39058,2.5
20161,"Riley County, Kansas",43485,5.6
20173,"Sedgwick County, Kansas",269304,6.8
20177,"Shawnee County, Kansas",87197,2.9
20209,"Wyandotte County, Kansas",81732,6.3
21015,"Boone County, Kentucky",74444,3.8
21029,"Bullitt County, Kentucky",42490,3.5
21037,"Campbell County, Kentucky",51283,5.1
21047,"Christian County, Kentucky",31438,4.6
21059,"Daviess County, Kentucky",48418,5.1
21067,"Fayette County, Kentucky",177699,5.4
21093,"Hardin County, Kentucky",56309,5.7
21111,"Jefferson County, Kentucky",403215,4.9
21117,"Kenton County, Kentucky",89972,4.7
21145,"McCracken County, Kentucky",29384,4.5
21151,"Madison County, Kentucky",47563,4.2
21185,"Oldham County, Kentucky",34827,3.3
21199,"Pulaski County, Kentucky",27320,9.1
21227,"Warren County, Kentucky",71773,4.3
22005,"Ascension Parish, Louisiana",65597,4.4
22015,"Bossier Parish, Louisiana",59648,5.6
22017,"Caddo Parish, Louisiana",103119,11.1
22019,"Calcasieu Parish, Louisiana",95253,4.1
22033,"East Baton Rouge Parish, Louisiana",223539,9.4
22045,"Iberia Parish, Louisiana",28499,10.5
22051,"Jefferson Parish, Louisiana",216130,8.0
22055,"Lafayette Parish, Louisiana",123995,5.8
22057,"Lafourche Parish, Louisiana",42957,6.2
22063,"Livingston Parish, Louisiana",68309,3.9
22071,"Orleans Parish, Louisiana",185959,9.4
22073,"Ouachita Parish, Louisiana",74270,8.2
22079,"Rapides Parish, Louisiana",56052,7.9
22097,"St. Landry Parish, Louisiana",34980,10.5
22103,"St. Tammany Parish, Louisiana",132027,6.8
22105,"Tangipahoa Parish, Louisiana",64748,5.0
22109,"Terrebonne Parish, Louisiana",48464,5.3
23001,"Androscoggin County, Maine",58088,4.8
23003,"Aroostook County, Maine",32035,7.6
23005,"Cumberland County, Maine",171912,3.9
23011,"Kennebec County, Maine",61354,4.6
23019,"Penobscot County, Maine",79183,5.4
23031,"York County, Maine",115072,5.3
24001,"Allegany County, Maryland",28509,5.6
24003,"Anne Arundel County, Maryland",327600,4.6
24005,"Baltimore County, Maryland",450403,5.8
24009,"Calvert County, Maryland",49842,2.3
24013,"Carroll County, Maryland",95287,2.6
24015,"Cecil County, Maryland",51662,6.7
24017,"Charles County, Maryland",91102,5.3
24021,"Frederick County, Maryland",154926,4.3
24025,"Harford County, Maryland",143889,3.8
24027,"Howard County, Maryland",180285,3.5
24031,"Montgomery County, Maryland",585827,6.1
24033,"Prince George's County, Maryland",524632,7.8
24037,"St. Mary's County, Maryland",62511,6.5
24043,"Washington County, Maryland",69747,4.1
24045,"Wicomico County, Maryland",54612,10.7
24510,"Baltimore city, Maryland",294220,7.9
25001,"Barnstable County, Massachusetts",121455,6.0
25003,"Berkshire County, Massachusetts",68042,6.9
25005,"Bristol County, Massachusetts",309678,7.0
25009,"Essex County, Massachusetts",446411,6.7
25011,"Franklin County, Massachusetts",37599,6.2
25013,"Hampden County, Massachusetts",219097,8.1
25015,"Hampshire County, Massachusetts",85067,7.3
25017,"Middlesex County, Massachusetts",931674,5.2
25021,"Norfolk County, Massachusetts",405362,7.0
25023,"Plymouth County, Massachusetts",291399,4.9
25025,"Suffolk County, Massachusetts",455884,7.9
25027,"Worcester County, Massachusetts",473465,7.9
26005,"Allegan County, Michigan",59487,3.4
26017,"Bay County, Michigan",52214,5.2
26021,"Berrien County, Michigan",74589,5.6
26025,"Calhoun County, Michigan",63622,7.8
26037,"Clinton County, Michigan",39669,3.7
26045,"Eaton County, Michigan",54937,7.0
26049,"Genesee County, Michigan",188082,10.2
26055,"Grand Traverse County, Michigan",48766,5.4
26065,"Ingham County, Michigan",146673,8.4
26067,"Ionia County, Michigan",29733,3.8
26075,"Jackson County, Michigan",73533,4.2
26077,"Kalamazoo County, Michigan",138110,5.6
26081,"Kent County, Michigan",357836,4.8
26087,"Lapeer County, Michigan",44671,6.2
26091,"Lenawee County, Michigan",45045,5.9
26093,"Livingston County, Michigan",104070,5.3
26099,"Macomb County, Michigan",459006,7.6
26103,"Marquette County, Michigan",31995,4.9
26111,"Midland County, Michigan",39919,6.0
26115,"Monroe County, Michigan",73042,5.7
26117,"Montcalm County, Michigan",29438,3.6
26121,"Muskegon County, Michigan",79929,7.6
26125,"Oakland County, Michigan",689779,5.6
26139,"Ottawa County, Michigan",158473,3.9
26145,"Saginaw County, Michigan",85747,8.1
26147,"St. Clair County, Michigan",79458,6.4
26155,"Shiawassee County, Michigan",32675,6.8
26159,"Van Buren County, Michigan",34066,6.1
26161,"Washtenaw County, Michigan",198581,4.8
26163,"Wayne County, Michigan",824236,10.9
27003,"Anoka County, Minnesota",202192,4.4
27013,"Blue Earth County, Minnesota",41050,4.8
27019,"Carver County, Minnesota",59392,4.1
27027,"Clay County, Minnesota",35343,5.2
27035,"Crow Wing County, Minnesota",31673,6.9
27037,"Dakota County, Minnesota",251469,5.0
27053,"Hennepin County, Minnesota",733769,6.0
27109,"Olmsted County, Minnesota",90488,4.4
27123,"Ramsey County, Minnesota",295010,6.1
27131,"Rice County, Minnesota",35656,3.9
27137,"St. Louis County, Minnesota",99286,4.5
27139,"Scott County, Minnesota",90523,4.0
27141,"Sherburne County, Minnesota",57320,3.5
27145,"Stearns County, Minnesota",89841,4.9
27163,"Washington County, Minnesota",148453,3.7
27171,"Wright County, Minnesota",78651,2.1
28033,"DeSoto County, Mississippi",97303,4.3
28035,"Forrest County, Mississippi",39351,6.8
28047,"Harrison County, Mississippi",97163,8.8
28049,"Hinds County, Mississippi",102381,8.8
28059,"Jackson County, Mississippi",72569,7.1
28067,"Jones County, Mississippi",26346,6.4
28073,"Lamar County, Mississippi",32460,3.8
28075,"Lauderdale County, Mississippi",31840,7.1
28081,"Lee County, Mississippi",39514,4.8
28089,"Madison County, Mississippi",57964,3.6
28121,"Rankin County, Mississippi",80130,2.7
29019,"Boone County, Missouri",102211,5.0
29021,"Buchanan County, Missouri",39731,4.3
29031,"Cape Girardeau County, Missouri",42395,2.4
29037,"Cass County, Missouri",58168,3.7
29043,"Christian County, Missouri",46460,3.5
29047,"Clay County, Missouri",142574,5.8
29051,"Cole County, Missouri",38856,1.6
29071,"Franklin County, Missouri",52610,3.3
29077,"Greene County, Missouri",157030,3.7
29095,"Jackson County, Missouri",379493,5.3
29097,"Jasper County, Missouri",59359,3.4
29099,"Jefferson County, Missouri",121192,3.5
29165,"Platte County, Missouri",61295,5.5
29183,"St. Charles County, Missouri",229526,3.9
29187,"St. Francois County, Missouri",28275,2.5
29189,"St. Louis County, Missouri",514858,5.1
29510,"St. Louis city, Missouri",158800,6.3
30013,"Cascade County, Montana",41455,3.5
30029,"Flathead County, Montana",56115,2.4
30031,"Gallatin County, Montana",68646,0.9
30049,"Lewis and Clark County, Montana",36928,3.9
30063,"Missoula County, Montana",69104,5.1
30111,"Yellowstone County, Montana",84669,4.5
31055,"Douglas County, Nebraska",318232,3.6
31109,"Lancaster County, Nebraska",184712,2.8
31153,"Sarpy County, Nebraska",106641,1.8
32003,"Clark County, Nevada",1163306,11.0
32031,"Washoe County, Nevada",262374,5.1
33005,"Cheshire County, New Hampshire",40439,3.2
33009,"Grafton County, New Hampshire",48778,3.1
33011,"Hillsborough County, New Hampshire",246844,3.6
33013,"Merrimack County, New Hampshire",84470,4.3
33015,"Rockingham County, New Hampshire",184940,4.0
33017,"Strafford County, New Hampshire",76343,3.3
34001,"Atlantic County, New Jersey",139060,10.3
34003,"Bergen County, New Jersey",524412,8.3
34005,"Burlington County, New Jersey",251326,6.8
34007,"Camden County, New Jersey",274565,8.6
34009,"Cape May County, New Jersey",46030,6.3
34011,"Cumberland County, New Jersey",65708,5.8
34013,"Essex County, New Jersey",438239,10.9
34015,"Gloucester County, New Jersey",160576,6.8
34017,"Hudson County, New Jersey",397154,7.6
34019,"Hunterdon County, New Jersey",70597,5.3
34021,"Mercer County, New Jersey",199269,7.6
34023,"Middlesex County, New Jersey",466324,7.6
34025,"Monmouth County, New Jersey",350863,7.2
34027,"Morris County, New Jersey",284795,7.0
34029,"Ocean County, New Jersey",301425,7.3
34031,"Passaic County, New Jersey",269701,10.8
34033,"Salem County, New Jersey",31508,8.9
34035,"Somerset County, New Jersey",195819,7.0
34037,"Sussex County, New Jersey",81966,6.4
34039,"Union County, New Jersey",307130,8.2
34041,"Warren County, New Jersey",58368,6.2
35001,"Bernalillo County, New Mexico",343566,6.0
35013,"Doña Ana County, New Mexico",101045,7.2
35025,"Lea County, New Mexico",30392,15.1
35031,"McKinley County, New Mexico",25706,8.5
35035,"Otero County, New Mexico",28448,12.6
35043,"Sandoval County, New Mexico",71474,7.9
35045,"San Juan County, New Mexico",48661,10.6
35049,"Santa Fe County, New Mexico",76603,7.5
35061,"Valencia County, New Mexico",30033,10.2
36001,"Albany County, New York",166462,6.7
36005,"Bronx County, New York",647816,16.1
36007,"Broome County, New York",99042,6.9
36009,"Cattaraugus County, New York",34588,4.8
36011,"Cayuga County, New York",34568,4.0
36013,"Chautauqua County, New York",51651,6.0
36015,"Chemung County, New York",36951,6.9
36019,"Clinton County, New York",37875,4.8
36027,"Dutchess County, New York",156868,6.4
36029,"Erie County, New York",490675,6.8
36045,"Jefferson County, New York",58567,6.7
36047,"Kings County, New York",1340454,11.2
36053,"Madison County, New York",31364,5.5
36055,"Monroe County, New York",395823,6.6
36059,"Nassau County, New York",744550,6.6
36061,"New York County, New York",902598,10.6
36063,"Niagara County, New York",108344,7.5
36065,"Oneida County, New York",105733,5.7
36067,"Onondaga County, New York",237494,5.8
36069,"Ontario County, New York",58226,5.6
36071,"Orange County, New York",201451,6.7
36075,"Oswego County, New York",57516,8.7
36079,"Putnam County, New York",49245,5.1
36081,"Queens County, New York",1186973,11.8
36083,"Rensselaer County, New York",82827,6.2
36085,"Richmond County, New York",233558,7.5
36087,"Rockland County, New York",156851,8.5
36089,"St. Lawrence County, New York",46635,7.5
36091,"Saratoga County, New York",129269,3.9
36093,"Schenectady County, New York",79689,6.6
36101,"Steuben County, New York",44454,7.4
36103,"Suffolk County, New York",831714,5.7
36105,"Sullivan County, New York",38064,6.5
36109,"Tompkins County, New York",54828,7.1
36111,"Ulster County, New York",93406,6.6
36113,"Warren County, New York",33167,4.7
36117,"Wayne County, New York",47291,5.3
36119,"Westchester County, New York",528313,7.9
37001,"Alamance County, North Carolina",86242,5.7
37019,"Brunswick County, North Carolina",62863,5.1
37021,"Buncombe County, North Carolina",135237,6.3
37023,"Burke County, North Carolina",42388,5.6
37025,"Cabarrus County, North Carolina",123309,5.6
37027,"Caldwell County, North Carolina",38533,8.3
37031,"Carteret County, North Carolina",32386,5.8
37035,"Catawba County, North Carolina",78217,6.3
37037,"Chatham County, North Carolina",34697,3.0
37045,"Cleveland County, North Carolina",48208,6.4
37049,"Craven County, North Carolina",48916,4.9
37051,"Cumberland County, North Carolina",171379,9.2
37057,"Davidson County, North Carolina",77108,5.0
37063,"Durham County, North Carolina",176127,5.6
37067,"Forsyth County, North Carolina",191077,6.0
37069,"Franklin County, North Carolina",35324,6.1
37071,"Gaston County, North Carolina",114798,5.8
37081,"Guilford County, North Carolina",281722,5.6
37085,"Harnett County, North Carolina",62259,5.5
37089,"Henderson County, North Carolina",54298,4.5
37097,"Iredell County, North Carolina",99901,6.0
37101,"Johnston County, North Carolina",113725,3.4
37109,"Lincoln County, North Carolina",44366,4.6
37119,"Mecklenburg County, North Carolina",640275,4.7
37125,"Moore County, North Carolina",48033,6.1
37127,"Nash County, North Carolina",48290,5.7
37129,"New Hanover County, North Carolina",124401,5.6
37133,"Onslow County, North Carolina",109830,6.5
37135,"Orange County, North Carolina",77574,5.0
37147,"Pitt County, North Carolina",86719,9.3
37151,"Randolph County, North Carolina",69615,4.3
37155,"Robeson County, North Carolina",47270,5.2
37157,"Rockingham County, North Carolina",40711,7.9
37159,"Rowan County, North Carolina",69475,7.1
37171,"Surry County, North Carolina",32984,5.0
37179,"Union County, North Carolina",127477,5.1
37183,"Wake County, North Carolina",634149,5.3
37191,"Wayne County, North Carolina",55846,4.9
37193,"Wilkes County, North Carolina",28160,9.8
37195,"Wilson County, North Carolina",35030,5.0
38015,"Burleigh County, North Dakota",53633,2.6
38017,"Cass County, North Dakota",112334,3.1
38035,"Grand Forks County, North Dakota",41670,2.5
38101,"Ward County, North Dakota",38055,3.9
39003,"Allen County, Ohio",46549,8.2
39007,"Ashtabula County, Ohio",45101,7.8
39013,"Belmont County, Ohio",27852,4.9
39017,"Butler County, Ohio",197028,6.4
39023,"Clark County, Ohio",67289,6.1
39025,"Clermont County, Ohio",107524,5.3
39029,"Columbiana County, Ohio",48144,5.9
39035,"Cuyahoga County, Ohio",644578,7.6
39041,"Delaware County, Ohio",122612,3.7
39043,"Erie County, Ohio",35551,6.6
39045,"Fairfield County, Ohio",79524,4.3
39049,"Franklin County, Ohio",722117,5.7
39055,"Geauga County, Ohio",47793,4.7
39057,"Greene County, Ohio",85261,2.8
39061,"Hamilton County, Ohio",434964,5.2
39063,"Hancock County, Ohio",39377,3.8
39085,"Lake County, Ohio",127873,4.5
39089,"Licking County, Ohio",89402,3.8
39093,"Lorain County, Ohio",156241,6.3
39095,"Lucas County, Ohio",218984,7.4
39099,"Mahoning County, Ohio",107253,7.3
39101,"Marion County, Ohio",27054,5.8
39103,"Medina County, Ohio",98811,2.9
39109,"Miami County, Ohio",56206,4.3
39113,"Montgomery County, Ohio",269261,6.0
39119,"Muskingum County, Ohio",41136,5.2
39133,"Portage County, Ohio",85238,5.5
39139,"Richland County, Ohio",58873,5.2
39141,"Ross County, Ohio",34957,6.2
39145,"Scioto County, Ohio",26421,8.2
39151,"Stark County, Ohio",186093,4.7
39153,"Summit County, Ohio",277341,5.2
39155,"Trumbull County, Ohio",89282,4.8
39157,"Tuscarawas County, Ohio",44124,3.8
39165,"Warren County, Ohio",124792,3.8
39169,"Wayne County, Ohio",56064,4.5
39173,"Wood County, Ohio",70528,6.5
40017,"Canadian County, Oklahoma",86255,4.8
40027,"Cleveland County, Oklahoma",156727,5.6
40031,"Comanche County, Oklahoma",58527,9.1
40037,"Creek County, Oklahoma",32923,4.1
40101,"Muskogee County, Oklahoma",28660,6.6
40109,"Oklahoma County, Oklahoma",408256,6.0
40119,"Payne County, Oklahoma",39982,4.9
40125,"Pottawatomie County, Oklahoma",32873,4.4
40131,"Rogers County, Oklahoma",47737,6.4
40143,"Tulsa County, Oklahoma",338567,6.5
40145,"Wagoner County, Oklahoma",41689,5.1
41003,"Benton County, Oregon",48072,6.7
41005,"Clackamas County, Oregon",215825,5.9
41017,"Deschutes County, Oregon",105466,4.8
41019,"Douglas County, Oregon",46048,6.5
41029,"Jackson County, Oregon",102763,7.7
41033,"Josephine County, Oregon",36766,9.7
41035,"Klamath County, Oregon",29519,11.2
41039,"Lane County, Oregon",192989,7.2
41043,"Linn County, Oregon",62799,6.9
41047,"Marion County, Oregon",164386,5.9
41051,"Multnomah County, Oregon",467475,7.0
41053,"Polk County, Oregon",43947,3.7
41059,"Umatilla County, Oregon",34975,6.9
41067,"Washington County, Oregon",325341,5.4
41071,"Yamhill County, Oregon",55390,5.9
42001,"Adams County, Pennsylvania",54503,4.3
42003,"Allegheny County, Pennsylvania",666083,6.2
42005,"Armstrong County, Pennsylvania",31456,8.3
42007,"Beaver County, Pennsylvania",85328,5.4
42011,"Berks County, Pennsylvania",217000,6.2
42013,"Blair County, Pennsylvania",57446,5.5
42017,"Bucks County, Pennsylvania",350373,5.7
42019,"Butler County, Pennsylvania",100363,4.2
42021,"Cambria County, Pennsylvania",58931,6.7
42025,"Carbon County, Pennsylvania",33727,12.6
42027,"Centre County, Pennsylvania",78691,5.7
42029,"Chester County, Pennsylvania",298206,4.4
42033,"Clearfield County, Pennsylvania",34519,4.8
42039,"Crawford County, Pennsylvania",35895,7.0
42041,"Cumberland County, Pennsylvania",138315,4.7
42043,"Dauphin County, Pennsylvania",146441,5.3
42045,"Delaware County, Pennsylvania",304453,8.6
42049,"Erie County, Pennsylvania",129527,7.6
42051,"Fayette County, Pennsylvania",56946,8.8
42055,"Franklin County, Pennsylvania",78051,4.4
