GEO_ID,NAME,Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force,Percent!!EMPLOYMENT STATUS!!Civilian labor force!!Unemployment Rate
42063,"Indiana County, Pennsylvania",40333,5.4
42069,"Lackawanna County, Pennsylvania",106937,7.0
42071,"Lancaster County, Pennsylvania",288284,3.8
42073,"Lawrence County, Pennsylvania",42031,7.7
42075,"Lebanon County, Pennsylvania",72349,5.0
42077,"Lehigh County, Pennsylvania",191451,6.4
42079,"Luzerne County, Pennsylvania",160783,6.9
42081,"Lycoming County, Pennsylvania",55098,5.2
42085,"Mercer County, Pennsylvania",49594,5.7
42089,"Monroe County, Pennsylvania",87066,6.7
42091,"Montgomery County, Pennsylvania",475853,5.0
42095,"Northampton County, Pennsylvania",164835,5.5
42097,"Northumberland County, Pennsylvania",44653,5.3
42101,"Philadelphia County, Pennsylvania",799104,10.5
42107,"Schuylkill County, Pennsylvania",64792,7.5
42111,"Somerset County, Pennsylvania",33756,7.4
42125,"Washington County, Pennsylvania",108419,4.2
42129,"Westmoreland County, Pennsylvania",177862,6.1
42133,"York County, Pennsylvania",242261,4.5
44003,"Kent County, Rhode Island",95043,5.5
44005,"Newport County, Rhode Island",46165,7.1
44007,"Providence County, Rhode Island",355433,8.9
44009,"Washington County, Rhode Island",70732,6.0
45003,"Aiken County, South Carolina",78774,7.1
45007,"Anderson County, South Carolina",95753,5.3
45013,"Beaufort County, South Carolina",86396,3.3
45015,"Berkeley County, South Carolina",122381,4.0
45019,"Charleston County, South Carolina",223025,5.4
45035,"Dorchester County, South Carolina",82721,6.6
45041,"Florence County, South Carolina",60386,4.9
45045,"Greenville County, South Carolina",273688,5.1
45047,"Greenwood County, South Carolina",31079,4.4
45051,"Horry County, South Carolina",161449,6.9
45055,"Kershaw County, South Carolina",29379,2.3
45057,"Lancaster County, South Carolina",47057,2.3
45059,"Laurens County, South Carolina",31642,4.7
45063,"Lexington County, South Carolina",152269,5.0
45073,"Oconee County, South Carolina",34115,8.1
45075,"Orangeburg County, South Carolina",34741,7.4
45077,"Pickens County, South Carolina",62073,4.0
45079,"Richland County, South Carolina",220730,7.5
45083,"Spartanburg County, South Carolina",166395,4.4
45085,"Sumter County, South Carolina",49527,8.6
45091,"York County, South Carolina",148276,5.4
46083,"Lincoln County, South Dakota",39585,1.8
46099,"Minnehaha County, South Dakota",113918,1.7
46103,"Pennington County, South Dakota",57400,3.0
47001,"Anderson County, Tennessee",37081,7.2
47009,"Blount County, Tennessee",68704,2.5
47011,"Bradley County, Tennessee",51734,8.1
47037,"Davidson County, Tennessee",400415,4.2
47059,"Greene County, Tennessee",32783,5.9
47065,"Hamilton County, Tennessee",191423,5.0
47093,"Knox County, Tennessee",253198,4.5
47113,"Madison County, Tennessee",46950,5.6
47119,"Maury County, Tennessee",53805,3.0
47125,"Montgomery County, Tennessee",112498,4.5
47141,"Putnam County, Tennessee",44119,4.4
47147,"Robertson County, Tennessee",35298,5.1
47149,"Rutherford County, Tennessee",193305,3.7
47155,"Sevier County, Tennessee",46798,4.9
47157,"Shelby County, Tennessee",464244,8.1
47163,"Sullivan County, Tennessee",72961,7.2
47165,"Sumner County, Tennessee",105018,4.9
47179,"Washington County, Tennessee",67510,5.8
47187,"Williamson County, Tennessee",135793,2.6
47189,"Wilson County, Tennessee",79087,5.2
48005,"Angelina County, Texas",36963,5.9
48021,"Bastrop County, Texas",49656,6.1
48027,"Bell County, Texas",184978,7.9
48029,"Bexar County, Texas",1035760,6.6
48037,"Bowie County, Texas",40177,3.8
48039,"Brazoria County, Texas",187224,5.7
48041,"Brazos County, Texas",117455,5.4
48061,"Cameron County, Texas",182771,8.1
48085,"Collin County, Texas",601128,5.2
48091,"Comal County, Texas",89852,3.6
48099,"Coryell County, Texas",38262,6.3
48113,"Dallas County, Texas",1364907,5.6
48121,"Denton County, Texas",539480,5.4
48135,"Ector County, Texas",78212,10.9
48139,"Ellis County, Texas",104659,5.4
48141,"El Paso County, Texas",418089,8.3
48157,"Fort Bend County, Texas",426791,5.9
48167,"Galveston County, Texas",179448,6.4
48181,"Grayson County, Texas",67581,3.3
48183,"Gregg County, Texas",58902,4.8
48187,"Guadalupe County, Texas",87427,4.1
48201,"Harris County, Texas",2434506,8.2
48203,"Harrison County, Texas",30619,8.8
48209,"Hays County, Texas",134088,4.3
48213,"Henderson County, Texas",33842,6.2
48215,"Hidalgo County, Texas",361711,9.0
48231,"Hunt County, Texas",49697,9.2
48245,"Jefferson County, Texas",114198,5.7
48251,"Johnson County, Texas",91904,3.5
48257,"Kaufman County, Texas",75366,4.5
48291,"Liberty County, Texas",38351,6.7
48303,"Lubbock County, Texas",165702,5.3
48309,"McLennan County, Texas",129554,4.9
48329,"Midland County, Texas",92933,4.8
48339,"Montgomery County, Texas",314501,4.7
48355,"Nueces County, Texas",168558,5.7
48361,"Orange County, Texas",38981,7.3
48367,"Parker County, Texas",78276,4.4
48375,"Potter County, Texas",50929,4.0
48381,"Randall County, Texas",76255,2.8
48397,"Rockwall County, Texas",61577,3.7
48409,"San Patricio County, Texas",32527,3.9
48423,"Smith County, Texas",114099,5.1
48427,"Starr County, Texas",24205,14.8
48439,"Tarrant County, Texas",1122720,5.2
48441,"Taylor County, Texas",70134,2.2
48451,"Tom Green County, Texas",59298,3.9
48453,"Travis County, Texas",778459,5.0
48469,"Victoria County, Texas",44571,6.0
48471,"Walker County, Texas",29313,13.9
48479,"Webb County, Texas",114435,6.4
48485,"Wichita County, Texas",65368,3.7
48491,"Williamson County, Texas",358659,4.8
48497,"Wise County, Texas",36652,7.8
49005,"Cache County, Utah",70913,1.6
49011,"Davis County, Utah",187656,2.9
49035,"Salt Lake County, Utah",651797,4.1
49045,"Tooele County, Utah",40885,2.8
49049,"Utah County, Utah",348912,2.9
49053,"Washington County, Utah",83958,4.4
49057,"Weber County, Utah",139016,3.3
50007,"Chittenden County, Vermont",97186,3.3
51003,"Albemarle County, Virginia",56887,2.9
51013,"Arlington County, Virginia",149126,3.4
51015,"Augusta County, Virginia",39207,3.1
51019,"Bedford County, Virginia",38781,2.7
51041,"Chesterfield County, Virginia",198474,5.9
51059,"Fairfax County, Virginia",636804,5.0
51061,"Fauquier County, Virginia",39964,2.7
51069,"Frederick County, Virginia",49043,6.6
51085,"Hanover County, Virginia",58982,2.9
51087,"Henrico County, Virginia",181424,4.5
51095,"James City County, Virginia",38593,4.4
51107,"Loudoun County, Virginia",238927,2.9
51121,"Montgomery County, Virginia",46300,4.2
51153,"Prince William County, Virginia",266450,5.0
51161,"Roanoke County, Virginia",48292,4.0
51165,"Rockingham County, Virginia",46647,3.9
51177,"Spotsylvania County, Virginia",76071,5.0
51179,"Stafford County, Virginia",86245,5.0
51199,"York County, Virginia",36985,3.6
51510,"Alexandria city, Virginia",101416,4.3
51550,"Chesapeake city, Virginia",135598,4.6
51650,"Hampton city, Virginia",74636,5.8
51680,"Lynchburg city, Virginia",41406,6.9
51700,"Newport News city, Virginia",99355,7.1
51710,"Norfolk city, Virginia",136081,4.6
51740,"Portsmouth city, Virginia",49770,7.6
51760,"Richmond city, Virginia",126432,7.4
51770,"Roanoke city, Virginia",49752,5.7
51800,"Suffolk city, Virginia",50181,5.7
51810,"Virginia Beach city, Virginia",255431,4.1
53005,"Benton County, Washington",96330,4.9
53007,"Chelan County, Washington",37947,4.9
53009,"Clallam County, Washington",32690,7.5
53011,"Clark County, Washington",253905,6.2
53015,"Cowlitz County, Washington",48925,5.2
53021,"Franklin County, Washington",47834,2.8
53025,"Grant County, Washington",47238,4.9
53027,"Grays Harbor County, Washington",31269,7.7
53029,"Island County, Washington",41341,6.1
53033,"King County, Washington",1279178,5.7
53035,"Kitsap County, Washington",136167,6.0
53041,"Lewis County, Washington",39135,7.5
53045,"Mason County, Washington",30142,6.1
53053,"Pierce County, Washington",490785,5.6
53057,"Skagit County, Washington",59777,6.2
53061,"Snohomish County, Washington",443934,5.3
53063,"Spokane County, Washington",271074,6.3
53067,"Thurston County, Washington",146891,6.5
53073,"Whatcom County, Washington",119419,6.3
53077,"Yakima County, Washington",116848,9.5
54003,"Berkeley County, West Virginia",64377,3.5
54011,"Cabell County, West Virginia",44216,6.6
54033,"Harrison County, West Virginia",29259,5.6
54039,"Kanawha County, West Virginia",81198,6.0
54061,"Monongalia County, West Virginia",55076,6.1
54081,"Raleigh County, West Virginia",28698,7.4
54107,"Wood County, West Virginia",38855,6.9
55009,"Brown County, Wisconsin",144120,4.0
55017,"Chippewa County, Wisconsin",32396,3.5
55025,"Dane County, Wisconsin",324330,2.8
55027,"Dodge County, Wisconsin",49026,3.7
55035,"Eau Claire County, Wisconsin",59728,2.6
55039,"Fond du Lac County, Wisconsin",55818,2.3
55055,"Jefferson County, Wisconsin",47918,4.7
55059,"Kenosha County, Wisconsin",88955,4.4
55063,"La Crosse County, Wisconsin",65811,2.4
55071,"Manitowoc County, Wisconsin",40348,1.9
55073,"Marathon County, Wisconsin",74939,3.7
55079,"Milwaukee County, Wisconsin",472510,5.4
55087,"Outagamie County, Wisconsin",104319,3.3
55089,"Ozaukee County, Wisconsin",47958,3.4
55097,"Portage County, Wisconsin",39654,3.4
55101,"Racine County, Wisconsin",98978,4.6
55105,"Rock County, Wisconsin",85912,3.9
55109,"St. Croix County, Wisconsin",52416,2.7
55111,"Sauk County, Wisconsin",35276,2.9
55117,"Sheboygan County, Wisconsin",62041,2.7
55127,"Walworth County, Wisconsin",56028,5.5
55131,"Washington County, Wisconsin",77173,2.2
55133,"Waukesha County, Wisconsin",221597,2.5
55139,"Winnebago County, Wisconsin",94416,2.2
55141,"Wood County, Wisconsin",35596,4.5
56021,"Laramie County, Wyoming",51664,2.5
56025,"Natrona County, Wyoming",40507,3.7
72013,"Arecibo Municipio, Puerto Rico",28953,14.8
72021,"Bayamón Municipio, Puerto Rico",68964,8.6
72025,"Caguas Municipio, Puerto Rico",52533,8.2
72031,"Carolina Municipio, Puerto Rico",69864,14.1
72061,"Guaynabo Municipio, Puerto Rico",38341,8.0
72097,"Mayagüez Municipio, Puerto Rico",26442,22.7
72113,"Ponce Municipio, Puerto Rico",47568,16.0
72127,"San Juan Municipio, Puerto Rico",152413,14.6
72135,"Toa Alta Municipio, Puerto Rico",31381,14.8
72137,"Toa Baja Municipio, Puerto Rico",35145,10.5
72139,"Trujillo Alto Municipio, Puerto Rico",33051,12.7
