GEO_ID,NAME,Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force,Percent!!EMPLOYMENT STATUS!!Civilian labor force!!Unemployment Rate
42007,"Beaver County, Pennsylvania",84416,5.5
42011,"Berks County, Pennsylvania",217043,6.2
42013,"Blair County, Pennsylvania",58233,5.3
42017,"Bucks County, Pennsylvania",349377,3.7
42019,"Butler County, Pennsylvania",99018,3.8
42021,"Cambria County, Pennsylvania",60049,5.8
42025,"Carbon County, Pennsylvania",30820,6.9
42027,"Centre County, Pennsylvania",79502,4.1
42029,"Chester County, Pennsylvania",286623,4.3
42033,"Clearfield County, Pennsylvania",37059,9.8
42037,"Columbia County, Pennsylvania",32651,4.3
42039,"Crawford County, Pennsylvania",42544,6.1
42041,"Cumberland County, Pennsylvania",129709,3.0
42043,"Dauphin County, Pennsylvania",145895,4.2
42045,"Delaware County, Pennsylvania",297835,5.1
42049,"Erie County, Pennsylvania",131211,6.1
42051,"Fayette County, Pennsylvania",58637,5.8
42055,"Franklin County, Pennsylvania",76972,4.2
42063,"Indiana County, Pennsylvania",42415,8.7
42069,"Lackawanna County, Pennsylvania",102598,4.4
42071,"Lancaster County, Pennsylvania",284943,3.4
42073,"Lawrence County, Pennsylvania",43694,7.2
42075,"Lebanon County, Pennsylvania",69782,4.0
42077,"Lehigh County, Pennsylvania",190253,6.1
42079,"Luzerne County, Pennsylvania",162508,5.5
42081,"Lycoming County, Pennsylvania",56280,4.7
42085,"Mercer County, Pennsylvania",52431,5.4
42089,"Monroe County, Pennsylvania",88030,6.7
42091,"Montgomery County, Pennsylvania",458966,3.9
42095,"Northampton County, Pennsylvania",158112,4.9
42097,"Northumberland County, Pennsylvania",42418,3.7
42101,"Philadelphia County, Pennsylvania",742014,9.1
42107,"Schuylkill County, Pennsylvania",67032,6.5
42111,"Somerset County, Pennsylvania",34457,5.3
42125,"Washington County, Pennsylvania",105846,4.6
42129,"Westmoreland County, Pennsylvania",182345,3.9
42133,"York County, Pennsylvania",236634,4.9
44003,"Kent County, Rhode Island",92419,4.5
44005,"Newport County, Rhode Island",47025,3.7
44007,"Providence County, Rhode Island",338410,6.7
44009,"Washington County, Rhode Island",70301,4.9
45003,"Aiken County, South Carolina",77829,7.9
45007,"Anderson County, South Carolina",94768,4.2
45013,"Beaufort County, South Carolina",85141,6.5
45015,"Berkeley County, South Carolina",111061,5.0
45019,"Charleston County, South Carolina",219467,3.3
45031,"Darlington County, South Carolina",30697,4.9
45035,"Dorchester County, South Carolina",78761,4.3
45041,"Florence County, South Carolina",63773,7.5
45045,"Greenville County, South Carolina",260172,3.9
45047,"Greenwood County, South Carolina",32898,8.1
45051,"Horry County, South Carolina",154704,6.7
45055,"Kershaw County, South Carolina",29729,5.9
45057,"Lancaster County, South Carolina",41171,5.8
45059,"Laurens County, South Carolina",28473,7.3
45063,"Lexington County, South Carolina",148540,5.3
45073,"Oconee County, South Carolina",34874,6.0
45075,"Orangeburg County, South Carolina",40681,9.2
45077,"Pickens County, South Carolina",59846,5.2
45079,"Richland County, South Carolina",223118,5.4
45083,"Spartanburg County, South Carolina",150916,5.2
45085,"Sumter County, South Carolina",52933,10.4
45091,"York County, South Carolina",138263,5.2
46099,"Minnehaha County, South Dakota",109719,2.7
46103,"Pennington County, South Dakota",57014,4.5
47001,"Anderson County, Tennessee",34861,4.3
47009,"Blount County, Tennessee",61206,5.0
47011,"Bradley County, Tennessee",52587,5.7
47037,"Davidson County, Tennessee",403368,3.9
47059,"Greene County, Tennessee",28375,5.9
47065,"Hamilton County, Tennessee",178305,3.7
47093,"Knox County, Tennessee",245090,3.7
47113,"Madison County, Tennessee",45146,4.8
47119,"Maury County, Tennessee",N,N
47125,"Montgomery County, Tennessee",104264,5.6
47141,"Putnam County, Tennessee",36643,5.0
47147,"Robertson County, Tennessee",37048,6.9
47149,"Rutherford County, Tennessee",178837,2.7
47155,"Sevier County, Tennessee",51202,5.5
47157,"Shelby County, Tennessee",468423,7.0
47163,"Sullivan County, Tennessee",71949,6.5
47165,"Sumner County, Tennessee",97525,2.6
47179,"Washington County, Tennessee",63019,4.0
47187,"Williamson County, Tennessee",118975,2.6
47189,"Wilson County, Tennessee",70094,2.6
48005,"Angelina County, Texas",39152,7.6
48021,"Bastrop County, Texas",N,N
48027,"Bell County, Texas",168990,6.6
48029,"Bexar County, Texas",967787,5.4
48037,"Bowie County, Texas",40748,5.5
48039,"Brazoria County, Texas",178457,5.1
48041,"Brazos County, Texas",108748,4.1
48061,"Cameron County, Texas",172514,5.4
48085,"Collin County, Texas",529001,3.6
48091,"Comal County, Texas",70625,3.7
48099,"Coryell County, Texas",33592,8.3
48113,"Dallas County, Texas",1375047,5.0
48121,"Denton County, Texas",468218,3.7
48135,"Ector County, Texas",80365,7.1
48139,"Ellis County, Texas",87035,3.6
48141,"El Paso County, Texas",396488,6.2
48157,"Fort Bend County, Texas",381503,5.8
48167,"Galveston County, Texas",163924,4.4
48181,"Grayson County, Texas",63184,4.2
48183,"Gregg County, Texas",58052,4.5
48187,"Guadalupe County, Texas",77177,4.6
48201,"Harris County, Texas",2364027,6.2
48203,"Harrison County, Texas",27202,5.7
48209,"Hays County, Texas",115679,5.0
48213,"Henderson County, Texas",34046,6.2
48215,"Hidalgo County, Texas",358011,6.6
48231,"Hunt County, Texas",43386,4.7
48245,"Jefferson County, Texas",111614,5.9
48251,"Johnson County, Texas",81032,2.9
48257,"Kaufman County, Texas",60666,4.9
48291,"Liberty County, Texas",31728,7.2
48303,"Lubbock County, Texas",158268,5.0
48309,"McLennan County, Texas",123114,5.0
48329,"Midland County, Texas",82643,2.8
48339,"Montgomery County, Texas",286220,4.8
48347,"Nacogdoches County, Texas",30219,9.4
48355,"Nueces County, Texas",175904,6.4
48361,"Orange County, Texas",38700,4.8
48367,"Parker County, Texas",63534,4.3
48375,"Potter County, Texas",52828,3.1
48381,"Randall County, Texas",73820,3.9
48397,"Rockwall County, Texas",48772,4.5
48409,"San Patricio County, Texas",30158,6.0
48423,"Smith County, Texas",104884,5.3
48439,"Tarrant County, Texas",1073408,4.6
48441,"Taylor County, Texas",72643,3.6
48451,"Tom Green County, Texas",61133,5.5
48453,"Travis County, Texas",716465,3.4
48469,"Victoria County, Texas",46215,4.4
48471,"Walker County, Texas",N,N
48479,"Webb County, Texas",114088,3.7
48485,"Wichita County, Texas",64326,3.9
48491,"Williamson County, Texas",283751,3.7
48497,"Wise County, Texas",31105,4.5
49005,"Cache County, Utah",61949,2.0
49011,"Davis County, Utah",171091,2.2
49035,"Salt Lake County, Utah",617267,3.7
49045,"Tooele County, Utah",34734,4.8
49049,"Utah County, Utah",289233,3.7
49053,"Washington County, Utah",72640,3.7
49057,"Weber County, Utah",127226,4.0
50007,"Chittenden County, Vermont",94866,4.1
51003,"Albemarle County, Virginia",55319,2.7
51013,"Arlington County, Virginia",155650,2.5
51015,"Augusta County, Virginia",35493,3.1
51019,"Bedford County, Virginia",38544,3.7
51041,"Chesterfield County, Virginia",184126,3.5
51059,"Fairfax County, Virginia",649209,3.6
51061,"Fauquier County, Virginia",36001,4.7
51069,"Frederick County, Virginia",N,N
51085,"Hanover County, Virginia",58027,4.1
51087,"Henrico County, Virginia",180789,5.6
51095,"James City County, Virginia",36311,5.5
51107,"Loudoun County, Virginia",225096,3.3
51121,"Montgomery County, Virginia",48046,2.9
51153,"Prince William County, Virginia",258821,4.8
51161,"Roanoke County, Virginia",47009,3.6
51165,"Rockingham County, Virginia",41274,3.5
51177,"Spotsylvania County, Virginia",70657,6.4
51179,"Stafford County, Virginia",79375,4.9
51199,"York County, Virginia",37181,5.4
51510,"Alexandria city, Virginia",104246,3.3
51550,"Chesapeake city, Virginia",123878,4.8
51650,"Hampton city, Virginia",70734,6.5
51680,"Lynchburg city, Virginia",39860,7.1
51700,"Newport News city, Virginia",94837,6.5
51710,"Norfolk city, Virginia",141119,7.3
51740,"Portsmouth city, Virginia",48190,8.1
51760,"Richmond city, Virginia",122367,6.2
51770,"Roanoke city, Virginia",50769,5.9
51800,"Suffolk city, Virginia",46044,5.2
51810,"Virginia Beach city, Virginia",252093,4.0
53005,"Benton County, Washington",93868,4.2
53007,"Chelan County, Washington",N,N
53009,"Clallam County, Washington",29577,9.1
53011,"Clark County, Washington",242131,5.3
53015,"Cowlitz County, Washington",48245,8.8
53021,"Franklin County, Washington",44573,4.7
53025,"Grant County, Washington",43520,3.6
53027,"Grays Harbor County, Washington",30345,5.9
53029,"Island County, Washington",39095,4.3
53033,"King County, Washington",1255340,4.3
53035,"Kitsap County, Washington",134529,3.8
53041,"Lewis County, Washington",34975,9.5
53053,"Pierce County, Washington",445295,5.1
53057,"Skagit County, Washington",61107,4.8
53061,"Snohomish County, Washington",433297,4.0
53063,"Spokane County, Washington",253109,5.1
53067,"Thurston County, Washington",144504,7.8
53073,"Whatcom County, Washington",117311,4.9
53077,"Yakima County, Washington",109756,7.3
54003,"Berkeley County, West Virginia",58411,6.5
54011,"Cabell County, West Virginia",39548,3.4
54033,"Harrison County, West Virginia",32890,4.6
54039,"Kanawha County, West Virginia",83988,6.7
54061,"Monongalia County, West Virginia",55969,6.6
54081,"Raleigh County, West Virginia",30567,8.8
54107,"Wood County, West Virginia",37841,4.6
55009,"Brown County, Wisconsin",142183,3.0
55025,"Dane County, Wisconsin",312843,2.5
55027,"Dodge County, Wisconsin",47274,6.0
55035,"Eau Claire County, Wisconsin",58452,3.2
55039,"Fond du Lac County, Wisconsin",56768,3.9
55055,"Jefferson County, Wisconsin",48314,3.9
55059,"Kenosha County, Wisconsin",92625,6.0
55063,"La Crosse County, Wisconsin",64935,2.1
55071,"Manitowoc County, Wisconsin",42184,2.4
55073,"Marathon County, Wisconsin",74319,3.8
55079,"Milwaukee County, Wisconsin",480611,5.3
55087,"Outagamie County, Wisconsin",104303,2.4
55089,"Ozaukee County, Wisconsin",47994,1.9
55097,"Portage County, Wisconsin",38900,2.9
55101,"Racine County, Wisconsin",100155,3.9
55105,"Rock County, Wisconsin",81915,5.5
55109,"St. Croix County, Wisconsin",48732,2.4
55117,"Sheboygan County, Wisconsin",61962,2.3
55127,"Walworth County, Wisconsin",57917,4.7
55131,"Washington County, Wisconsin",76233,1.5
55133,"Waukesha County, Wisconsin",219821,2.8
55139,"Winnebago County, Wisconsin",91070,2.6
55141,"Wood County, Wisconsin",37320,2.7
56021,"Laramie County, Wyoming",52641,5.8
56025,"Natrona County, Wyoming",42524,7.6
72013,"Arecibo Municipio, Puerto Rico",28733,15.1
72021,"Bayamón Municipio, Puerto Rico",73543,12.3
72025,"Caguas Municipio, Puerto Rico",52500,15.7
72031,"Carolina Municipio, Puerto Rico",70130,12.9
72061,"Guaynabo Municipio, Puerto Rico",N,N
72097,"Mayagüez Municipio, Puerto Rico",25626,27.2
72113,"Ponce Municipio, Puerto Rico",38792,12.0
72127,"San Juan Municipio, Puerto Rico",144688,14.8
72135,"Toa Alta Municipio, Puerto Rico",29697,15.8
72137,"Toa Baja Municipio, Puerto Rico",33543,18.6
72139,"Trujillo Alto Municipio, Puerto Rico",N,N
