GEO_ID,NAME,Estimate!!EMPLOYMENT STATUS!!In labor force,Percent!!EMPLOYMENT STATUS!!Percent Unemployed
42077,"Lehigh County, Pennsylvania",188164,8.7
42079,"Luzerne County, Pennsylvania",158961,8.1
42081,"Lycoming County, Pennsylvania",60847,9.6
42085,"Mercer County, Pennsylvania",53345,7.3
42089,"Monroe County, Pennsylvania",88456,13.8
42091,"Montgomery County, Pennsylvania",445361,7.1
42095,"Northampton County, Pennsylvania",153225,8.9
42097,"Northumberland County, Pennsylvania",44926,11.3
42101,"Philadelphia County, Pennsylvania",730715,15.9
42107,"Schuylkill County, Pennsylvania",71804,10.3
42111,"Somerset County, Pennsylvania",35775,8.1
42125,"Washington County, Pennsylvania",107722,6.7
42129,"Westmoreland County, Pennsylvania",187788,6.1
42133,"York County, Pennsylvania",231541,8.3
44003,"Kent County, Rhode Island",93382,8.8
44005,"Newport County, Rhode Island",46019,8.9
44007,"Providence County, Rhode Island",332704,10.2
44009,"Washington County, Rhode Island",70096,7.0
45003,"Aiken County, South Carolina",76167,11.9
45007,"Anderson County, South Carolina",87519,11.8
45013,"Beaufort County, South Carolina",79477,7.6
45015,"Berkeley County, South Carolina",97183,12.9
45019,"Charleston County, South Carolina",197219,9.7
45031,"Darlington County, South Carolina",30940,16.1
45035,"Dorchester County, South Carolina",71865,9.2
45041,"Florence County, South Carolina",66881,11.6
45045,"Greenville County, South Carolina",232817,8.9
45047,"Greenwood County, South Carolina",30450,18.4
45051,"Horry County, South Carolina",139278,10.5
45057,"Lancaster County, South Carolina",34299,14.5
45059,"Laurens County, South Carolina",30738,14.4
45063,"Lexington County, South Carolina",144928,9.4
45073,"Oconee County, South Carolina",30901,14.1
45075,"Orangeburg County, South Carolina",41271,16.2
45077,"Pickens County, South Carolina",56348,11.0
45079,"Richland County, South Carolina",211808,10.2
45083,"Spartanburg County, South Carolina",136194,10.9
45085,"Sumter County, South Carolina",53043,14.2
45091,"York County, South Carolina",119731,11.0
46099,"Minnehaha County, South Dakota",100484,4.3
46103,"Pennington County, South Dakota",55967,4.8
47001,"Anderson County, Tennessee",33563,7.7
47009,"Blount County, Tennessee",59894,9.0
47011,"Bradley County, Tennessee",47435,14.9
47037,"Davidson County, Tennessee",356470,8.7
47059,"Greene County, Tennessee",30533,9.1
47065,"Hamilton County, Tennessee",175634,8.1
47093,"Knox County, Tennessee",229068,6.8
47113,"Madison County, Tennessee",47466,10.5
47119,"Maury County, Tennessee",39757,9.5
47125,"Montgomery County, Tennessee",93377,10.2
47141,"Putnam County, Tennessee",32494,8.9
47147,"Robertson County, Tennessee",34139,8.3
47149,"Rutherford County, Tennessee",147695,8.1
47155,"Sevier County, Tennessee",48813,6.6
47157,"Shelby County, Tennessee",474250,11.5
47163,"Sullivan County, Tennessee",73033,9.4
47165,"Sumner County, Tennessee",84074,5.9
47179,"Washington County, Tennessee",61477,6.5
47187,"Williamson County, Tennessee",101266,3.9
47189,"Wilson County, Tennessee",59692,6.4
48005,"Angelina County, Texas",38047,11.2
48021,"Bastrop County, Texas",36066,6.0
48027,"Bell County, Texas",153455,8.8
48029,"Bexar County, Texas",899118,8.4
48037,"Bowie County, Texas",40508,8.6
48039,"Brazoria County, Texas",158418,6.7
48041,"Brazos County, Texas",102815,8.4
48061,"Cameron County, Texas",164369,12.1
48085,"Collin County, Texas",452273,4.5
48091,"Comal County, Texas",56299,5.4
48099,"Coryell County, Texas",33881,6.4
48113,"Dallas County, Texas",1268147,8.6
48121,"Denton County, Texas",394230,6.9
48135,"Ector County, Texas",71274,4.7
48139,"Ellis County, Texas",78474,7.9
48141,"El Paso County, Texas",372396,10.4
48157,"Fort Bend County, Texas",314657,5.8
48167,"Galveston County, Texas",149954,7.9
48181,"Grayson County, Texas",58281,9.2
48183,"Gregg County, Texas",58849,8.3
48187,"Guadalupe County, Texas",71790,7.0
48201,"Harris County, Texas",2200438,9.0
48203,"Harrison County, Texas",32649,9.5
48209,"Hays County, Texas",87950,8.5
48213,"Henderson County, Texas",33956,8.5
48215,"Hidalgo County, Texas",325529,11.6
48231,"Hunt County, Texas",39524,16.8
48245,"Jefferson County, Texas",114389,11.2
48251,"Johnson County, Texas",77005,9.2
48257,"Kaufman County, Texas",51673,8.3
48291,"Liberty County, Texas",31660,14.0
48303,"Lubbock County, Texas",148389,7.4
48309,"McLennan County, Texas",112143,7.7
48329,"Midland County, Texas",76296,3.5
48339,"Montgomery County, Texas",233250,7.2
48347,"Nacogdoches County, Texas",30770,8.6
48355,"Nueces County, Texas",172719,6.4
48361,"Orange County, Texas",38888,11.7
48367,"Parker County, Texas",58608,5.9
48375,"Potter County, Texas",55868,5.8
48381,"Randall County, Texas",64607,2.9
48397,"Rockwall County, Texas",41794,6.1
48409,"San Patricio County, Texas",31886,7.0
48423,"Smith County, Texas",102728,6.3
48439,"Tarrant County, Texas",974221,7.6
48441,"Taylor County, Texas",64560,7.4
48451,"Tom Green County, Texas",57999,6.2
48453,"Travis County, Texas",619974,7.0
48469,"Victoria County, Texas",45011,7.0
48471,"Walker County, Texas",23581,9.9
48479,"Webb County, Texas",100179,5.3
48485,"Wichita County, Texas",65109,5.8
48491,"Williamson County, Texas",240344,7.0
49005,"Cache County, Utah",57339,6.5
49011,"Davis County, Utah",153266,3.7
49035,"Salt Lake County, Utah",562571,7.4
49049,"Utah County, Utah",258248,6.7
49053,"Washington County, Utah",60259,9.2
49057,"Weber County, Utah",116205,6.1
50007,"Chittenden County, Vermont",94997,6.3
51003,"Albemarle County, Virginia",50652,3.9
51013,"Arlington County, Virginia",149428,4.2
51015,"Augusta County, Virginia",35681,5.6
51019,"Bedford County, Virginia",34662,5.0
51041,"Chesterfield County, Virginia",173651,7.9
51059,"Fairfax County, Virginia",646270,4.4
51061,"Fauquier County, Virginia",36240,4.7
51069,"Frederick County, Virginia",43764,6.2
51085,"Hanover County, Virginia",54667,5.9
51087,"Henrico County, Virginia",177178,8.1
51095,"James City County, Virginia",32762,5.7
51107,"Loudoun County, Virginia",190107,3.9
51121,"Montgomery County, Virginia",47141,4.9
51153,"Prince William County, Virginia",244364,5.8
51161,"Roanoke County, Virginia",48493,3.9
51165,"Rockingham County, Virginia",38728,6.3
51177,"Spotsylvania County, Virginia",66140,6.5
51179,"Stafford County, Virginia",71442,5.6
51199,"York County, Virginia",33919,4.0
51510,"Alexandria city, Virginia",95680,4.4
51550,"Chesapeake city, Virginia",121446,7.8
51650,"Hampton city, Virginia",71359,11.8
51680,"Lynchburg city, Virginia",35305,7.8
51700,"Newport News city, Virginia",100196,10.1
51710,"Norfolk city, Virginia",138564,12.8
51740,"Portsmouth city, Virginia",48142,14.2
51760,"Richmond city, Virginia",111999,8.9
51770,"Roanoke city, Virginia",49669,8.8
51800,"Suffolk city, Virginia",43552,8.1
51810,"Virginia Beach city, Virginia",249297,7.1
53005,"Benton County, Washington",89428,7.5
53007,"Chelan County, Washington",35172,9.3
53009,"Clallam County, Washington",30215,12.8
53011,"Clark County, Washington",217967,10.1
53015,"Cowlitz County, Washington",45709,14.9
53021,"Franklin County, Washington",40503,8.6
53025,"Grant County, Washington",42716,12.5
53027,"Grays Harbor County, Washington",31514,16.4
53029,"Island County, Washington",39265,8.3
53033,"King County, Washington",1131542,6.7
53035,"Kitsap County, Washington",128757,10.3
53041,"Lewis County, Washington",33316,11.4
53053,"Pierce County, Washington",418736,9.8
53057,"Skagit County, Washington",55699,7.8
53061,"Snohomish County, Washington",394095,8.1
53063,"Spokane County, Washington",233746,9.4
53067,"Thurston County, Washington",134475,9.9
53073,"Whatcom County, Washington",108390,9.9
53077,"Yakima County, Washington",111398,10.9
54003,"Berkeley County, West Virginia",54015,9.8
54011,"Cabell County, West Virginia",46436,6.5
54033,"Harrison County, West Virginia",32147,8.1
54039,"Kanawha County, West Virginia",93374,6.9
54061,"Monongalia County, West Virginia",51752,7.4
54081,"Raleigh County, West Virginia",29980,6.1
54107,"Wood County, West Virginia",40795,10.9
55009,"Brown County, Wisconsin",138235,6.5
55025,"Dane County, Wisconsin",297642,5.3
55027,"Dodge County, Wisconsin",44927,5.5
55035,"Eau Claire County, Wisconsin",58451,6.8
55039,"Fond du Lac County, Wisconsin",56102,6.8
55055,"Jefferson County, Wisconsin",47729,6.3
55059,"Kenosha County, Wisconsin",89155,10.2
55063,"La Crosse County, Wisconsin",64339,4.0
55071,"Manitowoc County, Wisconsin",43484,8.0
55073,"Marathon County, Wisconsin",75205,8.3
55079,"Milwaukee County, Wisconsin",489813,10.4
55087,"Outagamie County, Wisconsin",99823,5.1
55089,"Ozaukee County, Wisconsin",47500,4.9
55097,"Portage County, Wisconsin",39028,9.1
55101,"Racine County, Wisconsin",99109,11.3
55105,"Rock County, Wisconsin",80666,10.2
55109,"St. Croix County, Wisconsin",48300,6.1
55117,"Sheboygan County, Wisconsin",64226,7.7
55127,"Walworth County, Wisconsin",55787,7.7
55131,"Washington County, Wisconsin",74313,4.8
55133,"Waukesha County, Wisconsin",217805,4.6
55139,"Winnebago County, Wisconsin",90799,6.8
55141,"Wood County, Wisconsin",39743,7.1
56021,"Laramie County, Wyoming",49972,7.6
56025,"Natrona County, Wyoming",44276,4.7
72013,"Arecibo Municipio, Puerto Rico",30287,18.8
72021,"Bayamón Municipio, Puerto Rico",84278,16.6
72025,"Caguas Municipio, Puerto Rico",58137,15.7
72031,"Carolina Municipio, Puerto Rico",77999,14.2
72061,"Guaynabo Municipio, Puerto Rico",44051,14.3
72097,"Mayagüez Municipio, Puerto Rico",27349,15.4
72113,"Ponce Municipio, Puerto Rico",55174,20.9
72127,"San Juan Municipio, Puerto Rico",167725,16.1
72135,"Toa Alta Municipio, Puerto Rico",34055,21.3
72137,"Toa Baja Municipio, Puerto Rico",39835,18.1
72139,"Trujillo Alto Municipio, Puerto Rico",28588,5.5
