GEO_ID,NAME,Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force,Percent!!EMPLOYMENT STATUS!!Civilian labor force!!Unemployment Rate
08031,"Denver County, Colorado",402363,4.3
08035,"Douglas County, Colorado",184288,3.4
08041,"El Paso County, Colorado",365222,6.0
08059,"Jefferson County, Colorado",324239,4.3
08069,"Larimer County, Colorado",188497,5.5
08077,"Mesa County, Colorado",75737,9.2
08101,"Pueblo County, Colorado",73879,7.4
08123,"Weld County, Colorado",147375,4.5
09001,"Fairfield County, Connecticut",511904,6.9
09003,"Hartford County, Connecticut",474321,6.1
09005,"Litchfield County, Connecticut",104019,5.1
09007,"Middlesex County, Connecticut",93452,3.1
09009,"New Haven County, Connecticut",460614,7.0
09011,"New London County, Connecticut",152448,6.4
09013,"Tolland County, Connecticut",83818,6.7
09015,"Windham County, Connecticut",63038,7.3
10001,"Kent County, Delaware",85988,8.0
10003,"New Castle County, Delaware",287458,5.7
10005,"Sussex County, Delaware",100082,3.5
11001,"District of Columbia, District of Columbia",395244,6.9
12001,"Alachua County, Florida",126997,5.5
12005,"Bay County, Florida",90540,5.7
12009,"Brevard County, Florida",258340,6.0
12011,"Broward County, Florida",1014569,5.7
12015,"Charlotte County, Florida",64608,8.8
12017,"Citrus County, Florida",50586,11.3
12019,"Clay County, Florida",103649,4.7
12021,"Collier County, Florida",161245,3.7
12023,"Columbia County, Florida",27106,7.3
12031,"Duval County, Florida",482000,5.9
12033,"Escambia County, Florida",153127,6.2
12035,"Flagler County, Florida",40903,4.9
12053,"Hernando County, Florida",71374,6.9
12055,"Highlands County, Florida",35876,15.4
12057,"Hillsborough County, Florida",715021,5.8
12061,"Indian River County, Florida",57340,5.5
12069,"Lake County, Florida",144428,5.7
12071,"Lee County, Florida",321483,6.1
12073,"Leon County, Florida",154043,6.6
12081,"Manatee County, Florida",167937,6.4
12083,"Marion County, Florida",134087,6.3
12085,"Martin County, Florida",69369,4.2
12086,"Miami-Dade County, Florida",1372153,5.9
12087,"Monroe County, Florida",44829,3.3
12089,"Nassau County, Florida",38542,5.8
12091,"Okaloosa County, Florida",102885,5.8
12095,"Orange County, Florida",699141,6.3
12097,"Osceola County, Florida",165196,5.4
12099,"Palm Beach County, Florida",712545,6.3
12101,"Pasco County, Florida",221117,7.5
12103,"Pinellas County, Florida",470136,5.8
12105,"Polk County, Florida",292894,6.1
12107,"Putnam County, Florida",28824,7.9
12109,"St. Johns County, Florida",114425,3.1
12111,"St. Lucie County, Florida",134455,5.6
12113,"Santa Rosa County, Florida",78520,5.4
12115,"Sarasota County, Florida",173227,4.8
12117,"Seminole County, Florida",238210,5.0
12119,"Sumter County, Florida",26881,2.8
12127,"Volusia County, Florida",233682,6.4
12131,"Walton County, Florida",32957,6.4
13013,"Barrow County, Georgia",36530,5.2
13015,"Bartow County, Georgia",48025,7.7
13021,"Bibb County, Georgia",66052,5.7
13031,"Bulloch County, Georgia",37363,11.0
13045,"Carroll County, Georgia",53212,6.7
13047,"Catoosa County, Georgia",N,N
13051,"Chatham County, Georgia",153639,7.7
13057,"Cherokee County, Georgia",128281,3.9
13059,"Clarke County, Georgia",64437,5.6
13063,"Clayton County, Georgia",137979,7.7
13067,"Cobb County, Georgia",411224,4.5
13073,"Columbia County, Georgia",72328,4.2
13077,"Coweta County, Georgia",73888,5.7
13089,"DeKalb County, Georgia",399781,6.7
13095,"Dougherty County, Georgia",41136,13.7
13097,"Douglas County, Georgia",76145,7.5
13113,"Fayette County, Georgia",56776,4.6
13115,"Floyd County, Georgia",45861,6.3
13117,"Forsyth County, Georgia",114266,2.4
13121,"Fulton County, Georgia",554239,6.2
13127,"Glynn County, Georgia",40812,5.4
13135,"Gwinnett County, Georgia",475638,3.5
13139,"Hall County, Georgia",94537,2.7
13151,"Henry County, Georgia",112921,5.4
13153,"Houston County, Georgia",77526,5.5
13179,"Liberty County, Georgia",30481,11.5
13185,"Lowndes County, Georgia",52949,6.0
13215,"Muscogee County, Georgia",94000,7.7
13217,"Newton County, Georgia",49015,8.6
13223,"Paulding County, Georgia",77574,3.0
13245,"Richmond County, Georgia",95769,10.4
13247,"Rockdale County, Georgia",41758,7.3
13285,"Troup County, Georgia",34129,7.7
13295,"Walker County, Georgia",29698,6.6
13297,"Walton County, Georgia",43534,7.0
13313,"Whitfield County, Georgia",50388,7.2
15001,"Hawaii County, Hawaii",91641,6.5
15003,"Honolulu County, Hawaii",537502,4.1
15007,"Kauai County, Hawaii",38566,5.9
15009,"Maui County, Hawaii",88807,3.6
16001,"Ada County, Idaho",231632,3.7
16005,"Bannock County, Idaho",38319,6.1
16019,"Bonneville County, Idaho",51831,2.7
16027,"Canyon County, Idaho",100966,7.8
16055,"Kootenai County, Idaho",72785,6.1
16083,"Twin Falls County, Idaho",40434,2.4
17001,"Adams County, Illinois",34049,5.5
17019,"Champaign County, Illinois",110427,3.6
17031,"Cook County, Illinois",2756520,7.3
17037,"DeKalb County, Illinois",59348,5.6
17043,"DuPage County, Illinois",512282,4.2
17089,"Kane County, Illinois",279631,6.2
17091,"Kankakee County, Illinois",52650,4.2
17093,"Kendall County, Illinois",69034,4.0
17097,"Lake County, Illinois",385908,5.6
17099,"LaSalle County, Illinois",54793,8.2
17111,"McHenry County, Illinois",169076,4.0
17113,"McLean County, Illinois",95738,3.6
17115,"Macon County, Illinois",51258,8.6
17119,"Madison County, Illinois",133294,6.9
17143,"Peoria County, Illinois",91257,8.0
17161,"Rock Island County, Illinois",72991,6.5
17163,"St. Clair County, Illinois",133060,5.9
17167,"Sangamon County, Illinois",100046,6.5
17179,"Tazewell County, Illinois",68890,5.1
17183,"Vermilion County, Illinois",32299,5.0
17197,"Will County, Illinois",364378,4.9
17199,"Williamson County, Illinois",29554,7.8
17201,"Winnebago County, Illinois",145139,9.1
18003,"Allen County, Indiana",187712,4.8
18005,"Bartholomew County, Indiana",41926,5.1
18019,"Clark County, Indiana",58572,6.1
18035,"Delaware County, Indiana",55390,7.9
18039,"Elkhart County, Indiana",103505,6.2
18043,"Floyd County, Indiana",40890,3.9
18053,"Grant County, Indiana",30434,8.7
18057,"Hamilton County, Indiana",174902,2.2
18059,"Hancock County, Indiana",N,N
18063,"Hendricks County, Indiana",86715,5.8
18067,"Howard County, Indiana",38660,5.2
18081,"Johnson County, Indiana",80420,3.7
18085,"Kosciusko County, Indiana",39833,4.5
18089,"Lake County, Indiana",236361,6.4
18091,"LaPorte County, Indiana",52136,6.7
18095,"Madison County, Indiana",60963,5.7
18097,"Marion County, Indiana",489344,5.9
18105,"Monroe County, Indiana",78127,6.1
18109,"Morgan County, Indiana",36247,5.5
18127,"Porter County, Indiana",83618,4.0
18141,"St. Joseph County, Indiana",130175,6.4
18157,"Tippecanoe County, Indiana",97865,4.3
18163,"Vanderburgh County, Indiana",95140,5.0
18167,"Vigo County, Indiana",51629,4.3
18177,"Wayne County, Indiana",31617,5.3
19013,"Black Hawk County, Iowa",74734,4.6
19049,"Dallas County, Iowa",46268,2.9
19061,"Dubuque County, Iowa",54512,5.0
19103,"Johnson County, Iowa",84856,3.5
19113,"Linn County, Iowa",122322,3.7
19153,"Polk County, Iowa",266717,4.7
19155,"Pottawattamie County, Iowa",50529,5.0
19163,"Scott County, Iowa",85636,3.0
19169,"Story County, Iowa",57581,4.6
19193,"Woodbury County, Iowa",53236,3.5
20015,"Butler County, Kansas",33507,4.2
20045,"Douglas County, Kansas",71634,3.6
20091,"Johnson County, Kansas",327838,3.2
20103,"Leavenworth County, Kansas",38790,4.3
20161,"Riley County, Kansas",43218,6.3
20173,"Sedgwick County, Kansas",264578,5.3
20177,"Shawnee County, Kansas",89849,4.0
20209,"Wyandotte County, Kansas",82723,8.0
21015,"Boone County, Kentucky",68405,3.5
21029,"Bullitt County, Kentucky",N,N
21037,"Campbell County, Kentucky",48942,4.7
21047,"Christian County, Kentucky",33263,4.9
21059,"Daviess County, Kentucky",47668,6.4
21067,"Fayette County, Kentucky",178191,6.1
21093,"Hardin County, Kentucky",55000,7.0
21111,"Jefferson County, Kentucky",405868,5.7
21117,"Kenton County, Kentucky",90160,3.6
21145,"McCracken County, Kentucky",31464,3.6
21151,"Madison County, Kentucky",43558,6.5
21185,"Oldham County, Kentucky",33000,2.8
21227,"Warren County, Kentucky",65781,3.9
22005,"Ascension Parish, Louisiana",61656,5.8
22015,"Bossier Parish, Louisiana",62187,5.5
22017,"Caddo Parish, Louisiana",113720,6.9
22019,"Calcasieu Parish, Louisiana",93038,7.1
22033,"East Baton Rouge Parish, Louisiana",232869,6.6
22045,"Iberia Parish, Louisiana",33227,10.6
22051,"Jefferson Parish, Louisiana",224068,5.7
22055,"Lafayette Parish, Louisiana",125383,4.9
22057,"Lafourche Parish, Louisiana",45103,5.9
22063,"Livingston Parish, Louisiana",63982,5.2
22071,"Orleans Parish, Louisiana",199071,8.2
22073,"Ouachita Parish, Louisiana",67277,7.1
22079,"Rapides Parish, Louisiana",59865,6.4
22097,"St. Landry Parish, Louisiana",31849,4.1
22103,"St. Tammany Parish, Louisiana",126924,5.9
22105,"Tangipahoa Parish, Louisiana",61550,8.2
22109,"Terrebonne Parish, Louisiana",50813,6.3
23001,"Androscoggin County, Maine",56167,4.4
23003,"Aroostook County, Maine",30278,3.3
23005,"Cumberland County, Maine",164800,2.1
23011,"Kennebec County, Maine",59242,4.8
23019,"Penobscot County, Maine",79414,7.4
23031,"York County, Maine",108856,4.6
24001,"Allegany County, Maryland",30884,9.4
24003,"Anne Arundel County, Maryland",319200,4.8
24005,"Baltimore County, Maryland",447731,4.6
24009,"Calvert County, Maryland",49054,7.3
24013,"Carroll County, Maryland",91260,3.7
24015,"Cecil County, Maryland",55265,5.0
24017,"Charles County, Maryland",84221,3.4
24021,"Frederick County, Maryland",139053,4.1
24025,"Harford County, Maryland",136582,5.6
24027,"Howard County, Maryland",181417,3.6
24031,"Montgomery County, Maryland",589359,4.8
24033,"Prince George's County, Maryland",520388,6.3
24037,"St. Mary's County, Maryland",58055,3.1
24043,"Washington County, Maryland",70335,5.0
24045,"Wicomico County, Maryland",54581,9.8
24510,"Baltimore city, Maryland",312075,8.9
25001,"Barnstable County, Massachusetts",108597,5.0
25003,"Berkshire County, Massachusetts",68904,6.4
25005,"Bristol County, Massachusetts",301314,5.8
25009,"Essex County, Massachusetts",422011,5.3
25011,"Franklin County, Massachusetts",39857,4.8
25013,"Hampden County, Massachusetts",233963,6.2
25015,"Hampshire County, Massachusetts",90242,7.7
25017,"Middlesex County, Massachusetts",921663,4.1
25021,"Norfolk County, Massachusetts",380858,4.5
25023,"Plymouth County, Massachusetts",285255,5.5
25025,"Suffolk County, Massachusetts",461426,7.2
25027,"Worcester County, Massachusetts",445598,5.0
26005,"Allegan County, Michigan",58049,2.9
26017,"Bay County, Michigan",51476,7.2
26021,"Berrien County, Michigan",74963,5.3
26025,"Calhoun County, Michigan",63291,5.7
26037,"Clinton County, Michigan",39771,3.7
26045,"Eaton County, Michigan",55977,5.7
26049,"Genesee County, Michigan",186201,10.5
26055,"Grand Traverse County, Michigan",47588,3.9
26065,"Ingham County, Michigan",153681,7.6
26073,"Isabella County, Michigan",36696,6.8
26075,"Jackson County, Michigan",72953,6.4
26077,"Kalamazoo County, Michigan",139146,4.1
26081,"Kent County, Michigan",343165,4.2
26087,"Lapeer County, Michigan",42498,7.9
26091,"Lenawee County, Michigan",47175,4.5
26093,"Livingston County, Michigan",101525,4.3
26099,"Macomb County, Michigan",442063,5.4
26103,"Marquette County, Michigan",31763,3.7
26111,"Midland County, Michigan",40325,4.1
26115,"Monroe County, Michigan",72655,4.4
26121,"Muskegon County, Michigan",80425,7.7
26125,"Oakland County, Michigan",670754,4.8
26139,"Ottawa County, Michigan",150640,4.2
26145,"Saginaw County, Michigan",88785,6.8
26147,"St. Clair County, Michigan",77311,6.3
26155,"Shiawassee County, Michigan",32827,5.5
26159,"Van Buren County, Michigan",36236,6.1
26161,"Washtenaw County, Michigan",194529,4.2
26163,"Wayne County, Michigan",817061,9.7
27003,"Anoka County, Minnesota",195582,3.2
27013,"Blue Earth County, Minnesota",39838,6.6
27019,"Carver County, Minnesota",58239,2.1
27037,"Dakota County, Minnesota",244685,3.6
27053,"Hennepin County, Minnesota",710025,4.0
27109,"Olmsted County, Minnesota",84769,4.5
27123,"Ramsey County, Minnesota",294069,5.0
27131,"Rice County, Minnesota",35659,3.1
27137,"St. Louis County, Minnesota",102471,4.6
27139,"Scott County, Minnesota",82323,3.2
27141,"Sherburne County, Minnesota",50677,1.8
27145,"Stearns County, Minnesota",89118,4.6
27163,"Washington County, Minnesota",138905,1.9
27171,"Wright County, Minnesota",73026,3.3
28033,"DeSoto County, Mississippi",89611,4.3
28035,"Forrest County, Mississippi",36404,7.2
28047,"Harrison County, Mississippi",100738,8.9
28049,"Hinds County, Mississippi",119984,10.6
28059,"Jackson County, Mississippi",70303,8.6
28067,"Jones County, Mississippi",28759,6.3
28075,"Lauderdale County, Mississippi",32837,6.9
28081,"Lee County, Mississippi",40328,5.9
28089,"Madison County, Mississippi",55549,6.6
28121,"Rankin County, Mississippi",76804,4.4
29019,"Boone County, Missouri",95046,3.3
29021,"Buchanan County, Missouri",42307,4.7
29031,"Cape Girardeau County, Missouri",38351,6.1
29037,"Cass County, Missouri",53912,3.6
29043,"Christian County, Missouri",42756,5.4
29047,"Clay County, Missouri",132108,4.0
29051,"Cole County, Missouri",39476,3.6
29071,"Franklin County, Missouri",52205,3.7
29077,"Greene County, Missouri",144925,4.3
29095,"Jackson County, Missouri",366876,5.5
29097,"Jasper County, Missouri",59436,6.5
29099,"Jefferson County, Missouri",117321,5.5
29165,"Platte County, Missouri",55710,3.6
29183,"St. Charles County, Missouri",217331,2.6
29187,"St. Francois County, Missouri",N,N
29189,"St. Louis County, Missouri",527427,5.3
29510,"St. Louis city, Missouri",168134,7.0
30013,"Cascade County, Montana",40670,6.1
30029,"Flathead County, Montana",48874,5.6
30031,"Gallatin County, Montana",62187,2.8
30049,"Lewis and Clark County, Montana",35914,4.2
30063,"Missoula County, Montana",67256,5.1
30111,"Yellowstone County, Montana",83387,3.4
31055,"Douglas County, Nebraska",298785,4.2
31109,"Lancaster County, Nebraska",177986,3.4
31153,"Sarpy County, Nebraska",100724,3.0
32003,"Clark County, Nevada",1089359,6.9
32031,"Washoe County, Nevada",242099,5.8
33005,"Cheshire County, New Hampshire",40625,5.4
33009,"Grafton County, New Hampshire",46909,3.6
33011,"Hillsborough County, New Hampshire",233839,3.5
33013,"Merrimack County, New Hampshire",80357,4.1
33015,"Rockingham County, New Hampshire",180077,2.6
33017,"Strafford County, New Hampshire",75125,3.7
34001,"Atlantic County, New Jersey",139665,10.6
34003,"Bergen County, New Jersey",504202,4.6
34005,"Burlington County, New Jersey",245387,6.2
34007,"Camden County, New Jersey",271078,6.7
34009,"Cape May County, New Jersey",47916,8.5
34011,"Cumberland County, New Jersey",65125,6.0
34013,"Essex County, New Jersey",400289,8.4
34015,"Gloucester County, New Jersey",160250,5.9
34017,"Hudson County, New Jersey",381659,6.3
34019,"Hunterdon County, New Jersey",69683,3.6
34021,"Mercer County, New Jersey",192872,6.7
34023,"Middlesex County, New Jersey",434912,6.4
34025,"Monmouth County, New Jersey",337527,4.9
34027,"Morris County, New Jersey",273692,4.8
34029,"Ocean County, New Jersey",267148,5.9
34031,"Passaic County, New Jersey",258644,5.0
34033,"Salem County, New Jersey",31299,5.4
34035,"Somerset County, New Jersey",183458,4.1
34037,"Sussex County, New Jersey",78518,5.6
34039,"Union County, New Jersey",299209,6.0
34041,"Warren County, New Jersey",60057,6.1
35001,"Bernalillo County, New Mexico",339630,5.4
35005,"Chaves County, New Mexico",29464,6.3
35013,"Doña Ana County, New Mexico",97426,9.1
35025,"Lea County, New Mexico",29198,8.5
35031,"McKinley County, New Mexico",28151,16.1
35035,"Otero County, New Mexico",28826,5.1
35043,"Sandoval County, New Mexico",66279,8.5
35045,"San Juan County, New Mexico",52036,11.4
35049,"Santa Fe County, New Mexico",73755,3.8
35061,"Valencia County, New Mexico",31640,8.2
36001,"Albany County, New York",169508,4.8
36005,"Bronx County, New York",678285,10.0
36007,"Broome County, New York",92961,7.3
36009,"Cattaraugus County, New York",36239,5.5
36011,"Cayuga County, New York",40074,7.5
36013,"Chautauqua County, New York",58133,7.8
36015,"Chemung County, New York",39856,5.4
36019,"Clinton County, New York",39985,5.0
36027,"Dutchess County, New York",152785,5.3
36029,"Erie County, New York",464632,4.6
36045,"Jefferson County, New York",57529,6.7
36047,"Kings County, New York",1331700,7.1
36051,"Livingston County, New York",30165,3.1
36053,"Madison County, New York",36556,4.0
36055,"Monroe County, New York",390097,5.8
36059,"Nassau County, New York",711668,4.2
36061,"New York County, New York",955916,5.5
36063,"Niagara County, New York",106151,4.4
36065,"Oneida County, New York",106326,4.5
36067,"Onondaga County, New York",238081,5.3
36069,"Ontario County, New York",56034,2.9
36071,"Orange County, New York",189560,4.7
36075,"Oswego County, New York",56256,7.3
36079,"Putnam County, New York",51845,4.8
36081,"Queens County, New York",1228957,6.0
36083,"Rensselaer County, New York",86478,4.8
36085,"Richmond County, New York",221694,5.1
36087,"Rockland County, New York",155605,5.6
36089,"St. Lawrence County, New York",46953,11.6
36091,"Saratoga County, New York",124656,2.9
36093,"Schenectady County, New York",80532,7.8
36101,"Steuben County, New York",46743,6.2
36103,"Suffolk County, New York",786174,5.0
36105,"Sullivan County, New York",35849,7.4
36109,"Tompkins County, New York",54921,5.2
36111,"Ulster County, New York",91862,6.3
36113,"Warren County, New York",34408,4.6
36117,"Wayne County, New York",48026,5.2
36119,"Westchester County, New York",507324,5.9
37001,"Alamance County, North Carolina",81073,4.6
37019,"Brunswick County, North Carolina",50125,8.4
37021,"Buncombe County, North Carolina",128682,3.7
37023,"Burke County, North Carolina",40817,9.2
37025,"Cabarrus County, North Carolina",106110,6.4
37027,"Caldwell County, North Carolina",37963,8.1
37031,"Carteret County, North Carolina",31711,8.7
37035,"Catawba County, North Carolina",78533,7.1
37037,"Chatham County, North Carolina",31625,6.2
37045,"Cleveland County, North Carolina",43580,8.2
37049,"Craven County, North Carolina",50300,9.0
37051,"Cumberland County, North Carolina",161437,9.7
37057,"Davidson County, North Carolina",80416,6.7
37063,"Durham County, North Carolina",168720,5.2
37067,"Forsyth County, North Carolina",180741,5.2
37071,"Gaston County, North Carolina",107752,7.0
37081,"Guilford County, North Carolina",262991,6.2
37085,"Harnett County, North Carolina",61258,6.5
37089,"Henderson County, North Carolina",53685,2.5
37097,"Iredell County, North Carolina",87782,5.1
37101,"Johnston County, North Carolina",95341,4.7
37109,"Lincoln County, North Carolina",40538,7.2
37119,"Mecklenburg County, North Carolina",583897,5.2
37125,"Moore County, North Carolina",41879,5.4
37127,"Nash County, North Carolina",47629,6.5
37129,"New Hanover County, North Carolina",110546,5.8
37133,"Onslow County, North Carolina",99075,10.1
37135,"Orange County, North Carolina",75895,4.2
37147,"Pitt County, North Carolina",90020,8.2
37151,"Randolph County, North Carolina",69044,4.7
37155,"Robeson County, North Carolina",54416,6.6
37157,"Rockingham County, North Carolina",40603,8.5
37159,"Rowan County, North Carolina",66513,7.5
37161,"Rutherford County, North Carolina",28840,8.7
37171,"Surry County, North Carolina",30774,6.2
37179,"Union County, North Carolina",116675,5.9
37183,"Wake County, North Carolina",582846,4.5
37191,"Wayne County, North Carolina",55832,9.7
37193,"Wilkes County, North Carolina",32142,6.7
37195,"Wilson County, North Carolina",38897,8.7
38015,"Burleigh County, North Dakota",53957,2.0
38017,"Cass County, North Dakota",106637,3.5
38035,"Grand Forks County, North Dakota",42537,3.4
38101,"Ward County, North Dakota",41123,1.8
39003,"Allen County, Ohio",52037,6.7
39007,"Ashtabula County, Ohio",42441,6.6
39009,"Athens County, Ohio",29628,5.6
39013,"Belmont County, Ohio",31500,6.3
39017,"Butler County, Ohio",190560,5.2
39023,"Clark County, Ohio",66204,6.9
39025,"Clermont County, Ohio",106752,3.8
39029,"Columbiana County, Ohio",50779,8.4
39035,"Cuyahoga County, Ohio",641650,7.6
39041,"Delaware County, Ohio",102723,2.3
39043,"Erie County, Ohio",36173,7.5
39045,"Fairfield County, Ohio",75150,3.9
39049,"Franklin County, Ohio",700079,5.5
39055,"Geauga County, Ohio",49395,3.3
39057,"Greene County, Ohio",79274,3.9
39061,"Hamilton County, Ohio",429461,6.5
39063,"Hancock County, Ohio",39414,3.7
39081,"Jefferson County, Ohio",28609,4.9
39085,"Lake County, Ohio",123962,3.9
39089,"Licking County, Ohio",87823,4.3
39093,"Lorain County, Ohio",151849,7.2
39095,"Lucas County, Ohio",218242,7.1
39099,"Mahoning County, Ohio",111064,8.4
39101,"Marion County, Ohio",27756,6.1
39103,"Medina County, Ohio",97526,3.2
39109,"Miami County, Ohio",53406,4.3
39113,"Montgomery County, Ohio",265366,7.0
39119,"Muskingum County, Ohio",41392,6.8
39133,"Portage County, Ohio",86520,6.2
39139,"Richland County, Ohio",54566,7.3
39141,"Ross County, Ohio",33770,6.7
39145,"Scioto County, Ohio",31830,6.8
39151,"Stark County, Ohio",191788,6.3
39153,"Summit County, Ohio",277487,5.0
39155,"Trumbull County, Ohio",93186,5.4
39157,"Tuscarawas County, Ohio",45684,4.5
39165,"Warren County, Ohio",115001,3.2
39169,"Wayne County, Ohio",58202,3.9
39173,"Wood County, Ohio",73979,3.9
40017,"Canadian County, Oklahoma",71588,5.2
40027,"Cleveland County, Oklahoma",147811,4.9
40031,"Comanche County, Oklahoma",60267,7.2
40037,"Creek County, Oklahoma",30122,4.5
40101,"Muskogee County, Oklahoma",28993,8.7
40109,"Oklahoma County, Oklahoma",391005,5.3
40119,"Payne County, Oklahoma",38241,4.1
40125,"Pottawatomie County, Oklahoma",31169,8.1
40131,"Rogers County, Oklahoma",45782,5.5
40143,"Tulsa County, Oklahoma",330474,5.9
40145,"Wagoner County, Oklahoma",39559,6.2
41003,"Benton County, Oregon",44249,5.8
41005,"Clackamas County, Oregon",212532,3.9
41017,"Deschutes County, Oregon",93810,5.1
41019,"Douglas County, Oregon",45387,7.3
41029,"Jackson County, Oregon",102091,6.0
41033,"Josephine County, Oregon",35054,10.7
41035,"Klamath County, Oregon",29156,11.7
41039,"Lane County, Oregon",183156,7.4
41043,"Linn County, Oregon",56421,6.7
41047,"Marion County, Oregon",161368,5.2
41051,"Multnomah County, Oregon",456094,5.0
41053,"Polk County, Oregon",38264,6.5
41059,"Umatilla County, Oregon",35696,9.9
41067,"Washington County, Oregon",318293,4.5
41071,"Yamhill County, Oregon",50356,3.9
42001,"Adams County, Pennsylvania",53083,6.1
42003,"Allegheny County, Pennsylvania",664379,5.3
42005,"Armstrong County, Pennsylvania",30644,5.7
42007,"Beaver County, Pennsylvania",86386,4.2
42011,"Berks County, Pennsylvania",216380,5.9
42013,"Blair County, Pennsylvania",58572,4.9
42017,"Bucks County, Pennsylvania",338126,3.7
42019,"Butler County, Pennsylvania",96200,3.6
42021,"Cambria County, Pennsylvania",60983,7.7
42025,"Carbon County, Pennsylvania",31484,6.0
42027,"Centre County, Pennsylvania",80371,4.8
42029,"Chester County, Pennsylvania",280918,4.7
42033,"Clearfield County, Pennsylvania",36436,8.0
42037,"Columbia County, Pennsylvania",32923,4.7
42039,"Crawford County, Pennsylvania",40152,5.9
42041,"Cumberland County, Pennsylvania",130305,4.1
42043,"Dauphin County, Pennsylvania",143570,5.0
42045,"Delaware County, Pennsylvania",294178,6.3
42049,"Erie County, Pennsylvania",135856,5.8
42051,"Fayette County, Pennsylvania",59018,8.9
42055,"Franklin County, Pennsylvania",75961,4.9
42063,"Indiana County, Pennsylvania",40604,10.1
42069,"Lackawanna County, Pennsylvania",102950,4.8
42071,"Lancaster County, Pennsylvania",280728,3.9
42073,"Lawrence County, Pennsylvania",41981,5.6
