GEO_ID,NAME,Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force,Percent!!EMPLOYMENT STATUS!!Civilian labor force!!Unemployment Rate
42075,"Lebanon County, Pennsylvania",70195,6.2
42077,"Lehigh County, Pennsylvania",189419,6.2
42079,"Luzerne County, Pennsylvania",156693,7.0
42081,"Lycoming County, Pennsylvania",57238,6.3
42085,"Mercer County, Pennsylvania",53544,5.2
42089,"Monroe County, Pennsylvania",82743,7.1
42091,"Montgomery County, Pennsylvania",447718,4.9
42095,"Northampton County, Pennsylvania",158839,4.6
42097,"Northumberland County, Pennsylvania",44934,3.8
42101,"Philadelphia County, Pennsylvania",751127,9.6
42107,"Schuylkill County, Pennsylvania",66219,5.6
42111,"Somerset County, Pennsylvania",33512,6.0
42125,"Washington County, Pennsylvania",103292,5.6
42129,"Westmoreland County, Pennsylvania",178555,5.2
42133,"York County, Pennsylvania",230806,4.3
44003,"Kent County, Rhode Island",91198,4.4
44005,"Newport County, Rhode Island",44590,6.3
44007,"Providence County, Rhode Island",328525,6.4
44009,"Washington County, Rhode Island",68475,7.5
45003,"Aiken County, South Carolina",75770,8.0
45007,"Anderson County, South Carolina",93309,5.9
45013,"Beaufort County, South Carolina",86579,5.5
45015,"Berkeley County, South Carolina",105434,4.3
45019,"Charleston County, South Carolina",209171,4.2
45031,"Darlington County, South Carolina",31681,11.3
45035,"Dorchester County, South Carolina",75545,5.9
45041,"Florence County, South Carolina",64633,6.1
45045,"Greenville County, South Carolina",254276,4.7
45047,"Greenwood County, South Carolina",32847,7.6
45051,"Horry County, South Carolina",155780,6.8
45057,"Lancaster County, South Carolina",39072,9.7
45059,"Laurens County, South Carolina",31706,5.7
45063,"Lexington County, South Carolina",146773,6.0
45073,"Oconee County, South Carolina",34344,4.3
45075,"Orangeburg County, South Carolina",39707,10.4
45077,"Pickens County, South Carolina",58875,6.8
45079,"Richland County, South Carolina",218225,7.0
45083,"Spartanburg County, South Carolina",146592,4.9
45085,"Sumter County, South Carolina",50180,11.7
45091,"York County, South Carolina",134978,6.1
46099,"Minnehaha County, South Dakota",107761,2.7
46103,"Pennington County, South Dakota",56852,7.2
47001,"Anderson County, Tennessee",34956,8.6
47009,"Blount County, Tennessee",61847,3.1
47011,"Bradley County, Tennessee",50293,4.2
47037,"Davidson County, Tennessee",389570,4.3
47059,"Greene County, Tennessee",29883,5.2
47065,"Hamilton County, Tennessee",174546,4.6
47093,"Knox County, Tennessee",240662,4.7
47113,"Madison County, Tennessee",41987,5.7
47119,"Maury County, Tennessee",42929,5.2
47125,"Montgomery County, Tennessee",95886,7.2
47141,"Putnam County, Tennessee",37128,7.6
47147,"Robertson County, Tennessee",35978,4.4
47149,"Rutherford County, Tennessee",168687,4.1
47155,"Sevier County, Tennessee",48813,4.7
47157,"Shelby County, Tennessee",465457,7.2
47163,"Sullivan County, Tennessee",71912,6.5
47165,"Sumner County, Tennessee",92126,3.0
47179,"Washington County, Tennessee",64575,5.2
47187,"Williamson County, Tennessee",112483,3.5
47189,"Wilson County, Tennessee",67499,3.0
48005,"Angelina County, Texas",35672,9.5
48021,"Bastrop County, Texas",N,N
48027,"Bell County, Texas",168845,7.3
48029,"Bexar County, Texas",960449,5.7
48037,"Bowie County, Texas",38687,6.0
48039,"Brazoria County, Texas",171437,5.7
48041,"Brazos County, Texas",111566,5.3
48061,"Cameron County, Texas",167847,7.4
48085,"Collin County, Texas",504604,3.7
48091,"Comal County, Texas",66618,4.0
48099,"Coryell County, Texas",32871,9.8
48113,"Dallas County, Texas",1350256,4.8
48121,"Denton County, Texas",456996,4.2
48135,"Ector County, Texas",80962,11.9
48139,"Ellis County, Texas",85356,3.6
48141,"El Paso County, Texas",388449,5.8
48157,"Fort Bend County, Texas",370825,6.5
48167,"Galveston County, Texas",166183,7.3
48181,"Grayson County, Texas",62896,6.2
48183,"Gregg County, Texas",56993,5.3
48187,"Guadalupe County, Texas",75519,3.3
48201,"Harris County, Texas",2359353,6.5
48203,"Harrison County, Texas",29525,5.1
48209,"Hays County, Texas",112630,4.8
48213,"Henderson County, Texas",33291,4.4
48215,"Hidalgo County, Texas",339743,7.1
48231,"Hunt County, Texas",45740,5.1
48245,"Jefferson County, Texas",112995,4.9
48251,"Johnson County, Texas",77739,5.0
48257,"Kaufman County, Texas",56924,4.6
48291,"Liberty County, Texas",30492,6.9
48303,"Lubbock County, Texas",150393,3.9
48309,"McLennan County, Texas",120495,3.7
48329,"Midland County, Texas",84614,5.2
48339,"Montgomery County, Texas",270357,4.7
48347,"Nacogdoches County, Texas",30762,10.9
48355,"Nueces County, Texas",176870,5.2
48361,"Orange County, Texas",39003,4.7
48367,"Parker County, Texas",63699,6.1
48375,"Potter County, Texas",52460,3.2
48381,"Randall County, Texas",74831,3.8
48397,"Rockwall County, Texas",47248,4.5
48409,"San Patricio County, Texas",32188,7.2
48423,"Smith County, Texas",104957,6.9
48439,"Tarrant County, Texas",1043050,4.4
48441,"Taylor County, Texas",66643,3.5
48451,"Tom Green County, Texas",61497,3.8
48453,"Travis County, Texas",701116,3.9
48469,"Victoria County, Texas",47304,5.7
48471,"Walker County, Texas",27585,3.1
48479,"Webb County, Texas",106254,4.7
48485,"Wichita County, Texas",66246,4.3
48491,"Williamson County, Texas",280556,5.5
49005,"Cache County, Utah",61940,2.8
49011,"Davis County, Utah",168976,3.3
49035,"Salt Lake County, Utah",605102,3.6
49049,"Utah County, Utah",283189,4.2
49053,"Washington County, Utah",69319,6.0
49057,"Weber County, Utah",122194,2.9
50007,"Chittenden County, Vermont",92794,3.3
51003,"Albemarle County, Virginia",54967,3.3
51013,"Arlington County, Virginia",151826,2.8
51015,"Augusta County, Virginia",37304,3.5
51019,"Bedford County, Virginia",38790,4.0
51041,"Chesterfield County, Virginia",186634,6.4
51059,"Fairfax County, Virginia",641767,4.0
51061,"Fauquier County, Virginia",37437,3.0
51069,"Frederick County, Virginia",45624,5.3
51085,"Hanover County, Virginia",56177,2.9
51087,"Henrico County, Virginia",179310,4.9
51095,"James City County, Virginia",N,N
51107,"Loudoun County, Virginia",220621,3.8
51121,"Montgomery County, Virginia",52052,3.4
51153,"Prince William County, Virginia",247190,5.0
51161,"Roanoke County, Virginia",48836,5.2
51165,"Rockingham County, Virginia",39900,4.4
51177,"Spotsylvania County, Virginia",68618,4.9
51179,"Stafford County, Virginia",75929,3.1
51199,"York County, Virginia",34555,7.1
51510,"Alexandria city, Virginia",99939,3.1
51550,"Chesapeake city, Virginia",125363,4.9
51650,"Hampton city, Virginia",70522,6.9
51680,"Lynchburg city, Virginia",40707,7.3
51700,"Newport News city, Virginia",99077,7.1
51710,"Norfolk city, Virginia",140092,8.0
51740,"Portsmouth city, Virginia",49803,6.0
51760,"Richmond city, Virginia",122559,7.5
51770,"Roanoke city, Virginia",49640,7.3
51800,"Suffolk city, Virginia",45255,4.1
51810,"Virginia Beach city, Virginia",259147,4.7
53005,"Benton County, Washington",90308,5.8
53007,"Chelan County, Washington",N,N
53009,"Clallam County, Washington",30818,8.5
53011,"Clark County, Washington",234289,5.3
53015,"Cowlitz County, Washington",46682,8.9
53021,"Franklin County, Washington",42276,6.3
53025,"Grant County, Washington",41347,9.1
53027,"Grays Harbor County, Washington",30364,7.5
53029,"Island County, Washington",39822,6.1
53033,"King County, Washington",1227628,4.4
53035,"Kitsap County, Washington",131662,5.4
53041,"Lewis County, Washington",31065,4.8
53053,"Pierce County, Washington",432432,6.2
53057,"Skagit County, Washington",58934,7.2
53061,"Snohomish County, Washington",425135,4.5
53063,"Spokane County, Washington",245751,5.4
53067,"Thurston County, Washington",136419,7.8
53073,"Whatcom County, Washington",113062,6.8
53077,"Yakima County, Washington",115399,6.9
54003,"Berkeley County, West Virginia",57839,7.1
54011,"Cabell County, West Virginia",42430,6.0
54033,"Harrison County, West Virginia",33267,7.0
54039,"Kanawha County, West Virginia",86866,6.2
54061,"Monongalia County, West Virginia",53357,6.6
54081,"Raleigh County, West Virginia",32924,7.8
54107,"Wood County, West Virginia",38514,6.3
55009,"Brown County, Wisconsin",143279,3.3
55025,"Dane County, Wisconsin",316496,3.0
55027,"Dodge County, Wisconsin",47316,3.4
55035,"Eau Claire County, Wisconsin",58040,4.1
55039,"Fond du Lac County, Wisconsin",55283,2.6
55055,"Jefferson County, Wisconsin",46545,2.5
55059,"Kenosha County, Wisconsin",90676,7.0
55063,"La Crosse County, Wisconsin",65511,5.4
55071,"Manitowoc County, Wisconsin",42325,3.1
55073,"Marathon County, Wisconsin",73600,3.1
55079,"Milwaukee County, Wisconsin",491498,6.3
55087,"Outagamie County, Wisconsin",104144,3.5
55089,"Ozaukee County, Wisconsin",46887,2.3
55097,"Portage County, Wisconsin",39261,3.6
55101,"Racine County, Wisconsin",97229,5.0
55105,"Rock County, Wisconsin",82579,4.7
55109,"St. Croix County, Wisconsin",50374,2.3
55117,"Sheboygan County, Wisconsin",62113,3.4
55127,"Walworth County, Wisconsin",54201,4.3
55131,"Washington County, Wisconsin",73888,3.4
55133,"Waukesha County, Wisconsin",220063,3.3
55139,"Winnebago County, Wisconsin",90894,3.5
55141,"Wood County, Wisconsin",39335,3.5
56021,"Laramie County, Wyoming",52037,7.2
56025,"Natrona County, Wyoming",44231,5.7
72013,"Arecibo Municipio, Puerto Rico",26788,14.1
72021,"Bayamón Municipio, Puerto Rico",77486,14.6
72025,"Caguas Municipio, Puerto Rico",53917,16.6
72031,"Carolina Municipio, Puerto Rico",72607,15.7
72061,"Guaynabo Municipio, Puerto Rico",43006,10.3
72097,"Mayagüez Municipio, Puerto Rico",26127,27.7
72113,"Ponce Municipio, Puerto Rico",45508,12.1
72127,"San Juan Municipio, Puerto Rico",150866,14.9
72135,"Toa Alta Municipio, Puerto Rico",32640,13.8
72137,"Toa Baja Municipio, Puerto Rico",31727,14.7
72139,"Trujillo Alto Municipio, Puerto Rico",29682,7.8
