GEO_ID,NAME,B25075_001E,B25075_001M,B25075_002E,B25075_002M,B25075_003E,B25075_003M,B25075_004E,B25075_004M,B25075_005E,B25075_005M,B25075_006E,B25075_006M,B25075_007E,B25075_007M,B25075_008E,B25075_008M,B25075_009E,B25075_009M,B25075_010E,B25075_010M,B25075_011E,B25075_011M,B25075_012E,B25075_012M,B25075_013E,B25075_013M,B25075_014E,B25075_014M,B25075_015E,B25075_015M,B25075_016E,B25075_016M,B25075_017E,B25075_017M,B25075_018E,B25075_018M,B25075_019E,B25075_019M,B25075_020E,B25075_020M,B25075_021E,B25075_021M,B25075_022E,B25075_022M,B25075_023E,B25075_023M,B25075_024E,B25075_024M,B25075_025E,B25075_025M,Unnamed: 52,B25077_001E,B25077_001M
0500000US01077,"Lauderdale County, Alabama",25928,1407,497,369,575,320,206,195,340,236,111,140,677,443,732,462,825,414,1162,508,1180,402,1931,593,1521,659,1344,505,3319,833,2195,714,2047,683,1367,594,1897,752,1998,541,917,378,361,275,322,267,200,225,204,184,,114000,7745
0500000US01081,"Lee County, Alabama",33558,1740,1551,575,1025,536,743,470,723,453,517,498,439,353,30,52,279,263,1063,636,837,382,1312,605,1214,566,756,423,2253,726,3195,804,3499,856,2905,858,3447,731,2089,576,3398,1066,1166,567,953,365,66,105,98,124,,156000,9896
0500000US01083,"Limestone County, Alabama",23727,1605,423,315,264,188,720,473,169,163,0,189,362,269,38,67,217,169,499,322,962,509,1113,525,914,481,651,341,3320,1015,3062,1047,2153,747,997,471,2593,820,2100,721,1663,626,766,464,591,445,95,116,55,96,,143100,8749
0500000US01089,"Madison County, Alabama",96158,2611,2800,799,702,365,313,238,583,400,194,173,911,507,505,320,1290,543,1354,427,2643,769,3117,870,4144,909,3655,1006,9023,1410,8357,1501,9839,1478,8197,1374,12846,1743,8965,1325,10276,1598,3813,1087,1798,651,419,229,414,331,,171600,6361
0500000US01095,"Marshall County, Alabama",23474,1392,910,340,517,289,623,472,852,548,108,102,430,260,110,117,496,318,941,453,822,458,1899,641,1678,641,1669,566,2681,609,2203,633,1756,512,1384,423,1489,482,1215,524,812,351,426,330,280,134,173,174,0,189,,106400,9049
0500000US01097,"Mobile County, Alabama",100101,2897,2277,748,1169,479,982,450,1602,808,775,349,1313,484,894,407,3604,888,3575,756,6545,1395,5048,1076,5725,1052,5169,920,13706,1735,10462,1387,10462,1536,4955,1195,8208,1418,5571,1248,4282,908,1187,482,1198,454,575,358,817,395,,120700,3640
0500000US01101,"Montgomery County, Alabama",52186,2457,1871,612,230,141,375,300,404,304,324,198,916,400,892,486,2442,722,1237,424,2591,770,2870,924,3750,850,3112,929,4975,980,6170,1237,3529,853,3400,905,4829,979,2798,709,2628,780,1460,458,1103,513,120,140,160,117,,125400,7582
0500000US01103,"Morgan County, Alabama",30778,1989,1240,489,194,158,189,136,887,426,145,165,455,272,470,376,863,433,1142,517,1302,520,1545,537,1958,649,1892,584,3720,905,2777,885,2759,739,1738,566,3097,852,2146,663,1546,540,474,271,108,142,19,31,112,129,,120900,7645
0500000US01115,"St. Clair County, Alabama",24376,1624,1336,574,263,268,257,236,396,270,383,321,835,570,202,229,1022,500,665,361,663,343,1549,648,2158,761,316,207,1730,673,2922,782,2744,856,1959,822,1627,630,1602,706,1214,540,301,260,163,207,0,189,69,116,,128500,10980
0500000US01117,"Shelby County, Alabama",59130,2015,1769,610,367,239,422,355,419,249,410,242,597,306,118,129,620,283,1028,562,686,325,560,261,991,384,919,416,4451,1021,5540,1084,7491,1076,4758,947,7691,1318,5677,940,7062,1092,4165,976,2128,569,901,370,360,216,,191700,9337
0500000US01121,"Talladega County, Alabama",22176,1432,2051,731,707,461,264,296,396,329,44,74,1073,577,327,219,747,384,1722,809,1730,705,1003,507,854,375,612,301,2143,752,975,411,2294,835,1287,544,1418,520,1020,467,1099,443,240,153,46,83,0,189,124,177,,92800,16532
0500000US01125,"Tuscaloosa County, Alabama",43484,2228,1730,519,902,425,506,286,309,240,450,288,412,233,343,252,1359,554,468,349,450,309,1259,459,1014,375,1225,452,4174,852,6099,1361,5414,1026,3238,806,5941,1170,2741,778,2740,599,1084,343,1110,466,230,181,286,281,,154800,7651
0500000US01127,"Walker County, Alabama",18414,1084,1899,667,886,490,363,282,490,263,557,280,359,206,574,345,949,433,1157,430,1314,546,737,324,1407,554,635,256,1124,431,816,342,786,334,719,337,1918,612,669,374,566,297,167,198,246,304,76,100,0,189,,78900,10411
0500000US02020,"Anchorage Municipality, Alaska",61152,2579,1716,601,299,357,258,220,738,492,520,366,151,148,328,295,629,459,292,294,240,205,239,237,718,393,364,256,946,416,769,432,2009,835,3380,937,8509,1384,10749,1519,16012,1559,6080,1035,4715,933,1142,494,349,299,,289400,7305
0500000US02090,"Fairbanks North Star Borough, Alaska",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237400,25375
0500000US02170,"Matanuska-Susitna Borough, Alaska",23317,852,491,234,35,40,91,83,158,140,172,114,49,53,120,106,184,118,250,135,218,147,135,107,159,133,154,124,1033,263,1038,326,2347,439,2395,470,4869,670,2999,509,3843,706,1651,409,709,263,138,107,79,83,,227000,6632
0500000US04001,"Apache County, Arizona",13936,863,1543,360,403,157,509,234,296,127,230,138,1012,245,86,62,250,145,1155,381,445,330,781,369,900,397,1485,258,743,397,1105,295,1604,444,458,298,216,152,320,202,189,130,92,92,86,102,0,200,28,49,,82900,7047
0500000US04003,"Cochise County, Arizona",31958,1695,819,387,311,172,70,73,385,251,240,254,587,505,206,151,939,390,1110,437,833,362,1241,446,2111,616,1847,562,2568,778,3427,868,2889,775,2735,866,4142,1015,2587,675,1908,622,649,514,331,184,0,200,23,27,,144800,8832
0500000US04005,"Coconino County, Arizona",28322,1375,819,296,425,221,357,204,251,134,195,129,446,329,154,191,434,235,1222,345,682,280,430,277,1007,304,596,270,1493,636,1588,518,1247,490,1442,447,2495,734,3054,735,4715,828,2108,723,2144,744,681,433,337,246,,227500,22240
0500000US04013,"Maricopa County, Arizona",858340,9916,28436,2151,6922,1175,6736,1167,5383,991,5031,1169,4279,817,3494,833,9923,1495,11060,1405,12228,1425,15849,1778,22124,2203,19173,2070,52356,3253,60497,3176,91096,4066,60897,3831,107936,5059,86068,3987,109666,3993,55339,3710,51632,2931,15600,1627,16615,1787,,206300,2488
0500000US04015,"Mohave County, Arizona",54634,2471,2107,789,808,357,1138,630,1602,619,626,388,998,495,1044,592,2216,729,2219,734,3227,928,2248,867,2548,713,2035,624,5573,1103,4068,1023,4658,1059,3036,950,5295,1127,4058,1014,3245,754,883,392,706,428,145,176,151,154,,120200,8462
0500000US04017,"Navajo County, Arizona",23235,1596,964,335,1015,432,1267,491,1130,332,567,320,434,327,21,34,726,303,705,387,1402,387,555,268,1794,615,515,236,2986,623,2078,599,1145,344,697,275,1750,487,1197,369,727,374,833,504,344,231,286,320,97,100,,104400,7076
0500000US04019,"Pima County, Arizona",234179,3665,10273,1469,3748,1036,3205,909,1861,637,1050,388,1585,620,819,368,3139,792,3840,899,5952,1047,7220,1049,8528,1274,9376,1516,26357,2354,21797,2040,24754,1876,15409,1763,24345,1995,18369,1826,19048,1673,9429,1036,9047,1252,2965,709,2063,616,,158400,2632
0500000US04021,"Pinal County, Arizona",88980,3616,4012,963,897,357,1182,395,846,330,1232,440,1104,461,1277,631,3220,817,1972,635,2529,685,3046,675,2729,737,3417,743,7992,1370,10783,1698,11426,1518,6081,1194,9368,1711,6121,1179,4611,955,2242,643,1462,585,922,504,509,436,,145900,5083
0500000US04025,"Yavapai County, Arizona",64645,2525,1307,490,747,454,389,315,361,258,540,359,794,497,232,179,1531,694,1268,695,1531,618,1452,576,1514,544,924,478,5571,1415,4246,1156,6591,1218,4696,1099,6852,1411,5713,1265,8880,1489,3165,856,3649,906,1410,679,1282,553,,192700,11500
0500000US04027,"Yuma County, Arizona",46670,1827,2984,746,329,172,756,399,830,375,900,377,614,314,798,477,1049,398,1187,418,2451,629,2114,648,3932,881,2818,755,7191,1122,3182,850,5200,1121,1979,647,2897,756,2021,758,2077,618,518,309,473,302,122,120,248,260,,108900,5291
0500000US05007,"Benton County, Arkansas",57319,2286,1235,504,575,264,181,146,505,366,180,151,430,223,169,155,533,256,924,363,1220,445,1427,568,2726,648,2452,844,7804,1391,6331,1052,6863,1120,4649,942,6039,1179,4795,1113,3133,806,2238,640,1858,592,532,378,520,357,,157200,5960
0500000US05031,"Craighead County, Arkansas",22523,1964,364,266,450,307,213,209,82,102,395,325,175,200,338,238,512,286,841,349,955,558,939,423,1000,412,1409,595,2195,936,3040,847,1854,663,2012,863,1367,622,1467,593,1254,603,597,436,524,317,140,128,400,259,,136500,9288
0500000US05045,"Faulkner County, Arkansas",26783,1565,634,336,74,52,323,249,482,402,266,270,297,246,22,38,576,295,497,402,670,404,432,247,769,349,1486,512,3508,952,3673,833,3886,897,1932,641,3007,710,2109,593,1319,569,535,338,168,151,72,84,46,74,,147800,6905
0500000US05051,"Garland County, Arkansas",26249,1829,449,269,252,179,1030,551,473,299,264,204,612,483,305,392,656,510,907,353,1188,456,798,415,1833,686,1941,928,2436,891,2395,843,2545,878,1126,476,2345,723,1277,576,1264,428,640,421,899,474,257,247,357,301,,124800,12459
0500000US05069,"Jefferson County, Arkansas",18186,1368,998,482,301,221,499,309,836,328,1181,506,527,276,418,273,945,439,1074,561,628,301,1203,458,1248,528,786,385,2124,777,1323,635,882,450,1281,557,927,416,525,321,269,240,79,83,29,54,103,130,0,190,,83900,7206
0500000US05085,"Lonoke County, Arkansas",18342,1330,392,253,91,122,108,124,162,181,56,67,358,221,61,99,588,335,530,333,567,355,1255,446,797,351,725,303,3234,774,2711,801,1988,591,1103,601,2040,654,430,216,1062,450,62,103,22,38,0,190,0,190,,127300,7268
0500000US05119,"Pulaski County, Arkansas",88824,3738,2543,759,957,363,763,359,897,545,690,323,718,414,730,325,2215,678,2309,745,4102,1174,2750,700,6139,1242,4939,1049,9667,1818,8227,1558,10706,1515,5358,1046,8364,1313,4861,910,6643,1220,1940,502,2087,584,625,361,594,283,,140200,6175
0500000US05125,"Saline County, Arkansas",30556,1672,1091,431,498,286,159,146,476,310,442,369,396,365,370,240,790,422,660,374,853,431,922,356,910,436,2649,971,3173,1029,3460,1150,3016,864,2593,806,3165,810,1834,608,1922,649,550,372,431,265,106,122,90,159,,138600,8333
0500000US05131,"Sebastian County, Arkansas",31869,1979,469,340,204,231,309,216,342,292,45,59,361,371,586,478,1230,559,1275,648,1491,483,1859,692,2999,779,2328,863,3896,929,3773,930,2529,787,1850,889,2091,705,1414,675,1299,600,682,346,321,249,204,211,312,213,,115600,8072
0500000US05143,"Washington County, Arkansas",44605,2413,1194,482,606,539,27,44,357,268,152,143,250,209,386,329,562,394,562,287,448,236,1578,623,3281,1165,1602,536,3835,844,5177,1041,5854,1264,4278,1190,4058,907,3430,949,4074,932,953,438,1162,590,145,163,634,450,,159800,6436
0500000US05145,"White County, Arkansas",19812,1253,537,327,1307,662,254,160,428,227,104,86,191,188,414,310,648,375,622,440,768,356,687,423,858,455,785,347,1906,581,1606,602,2860,873,1243,578,2208,712,1160,661,637,367,157,200,224,232,126,149,82,130,,131200,14232
0500000US06001,"Alameda County, California",292164,4935,4754,909,138,128,337,267,347,234,831,346,741,377,258,206,1367,506,459,238,1134,476,877,321,1145,373,895,339,2146,577,1881,604,3169,677,1688,560,7845,1186,7717,1145,33541,2580,41716,3084,94466,3737,49422,2589,35290,2105,,587600,7606
0500000US06007,"Butte County, California",50643,1908,1803,587,865,312,531,409,552,380,443,404,634,305,347,252,527,351,736,426,137,126,979,514,970,462,550,291,2809,690,1976,659,4022,976,3274,895,8206,1279,6074,1205,8461,1324,4004,1017,1538,457,965,466,240,163,,225400,9034
0500000US06013,"Contra Costa County, California",246986,4733,6100,1103,381,251,292,236,559,331,737,499,887,434,358,190,224,189,1069,446,404,270,516,324,1101,519,712,451,2810,796,3376,961,5633,1105,3878,984,15838,1919,17860,1697,35981,2278,33461,2623,48198,2684,33483,2691,33128,2241,,474000,9578
0500000US06017,"El Dorado County, California",50682,2268,1129,433,69,116,88,148,0,200,254,315,463,364,65,109,216,204,140,143,158,179,157,176,554,337,432,370,326,203,1033,548,1173,646,1500,604,3732,882,4886,888,11672,1533,8100,1295,10843,1369,2295,624,1397,407,,376800,14113
0500000US06019,"Fresno County, California",152699,4600,3936,888,1383,416,1761,636,890,510,1078,548,764,364,1284,705,1626,610,1260,530,2858,751,2856,892,3786,772,5205,1070,10048,1391,10053,1327,15396,1757,9958,1404,23590,2329,17803,1912,19339,1578,8493,1116,6074,1051,1521,417,1737,685,,204700,5079
0500000US06023,"Humboldt County, California",28681,1717,905,382,352,383,268,240,287,217,190,188,182,167,408,264,318,193,356,241,102,92,132,136,290,200,348,204,676,335,1028,535,936,357,809,498,4508,912,5066,791,5436,966,2856,784,2526,666,385,212,317,160,,272200,8783
0500000US06025,"Imperial County, California",24760,1914,765,314,0,200,432,316,312,190,137,185,152,157,218,173,230,167,531,287,207,192,646,352,719,306,1359,504,3018,914,2811,777,3523,916,2605,779,3268,915,2070,704,1246,531,6,11,367,267,72,101,66,113,,156000,7947
0500000US06029,"Kern County, California",147728,4468,3879,937,1238,589,1202,485,847,373,1657,629,1297,562,718,465,1652,723,2854,775,2918,857,3774,1066,4252,933,3423,897,14453,1958,10748,1703,15503,2033,10621,1674,21971,2454,15333,1991,16567,1978,6590,1280,4383,950,1303,531,545,268,,183100,7201
0500000US06031,"Kings County, California",21384,1667,757,450,31,56,34,60,89,152,306,252,74,126,191,199,161,151,684,510,787,415,658,311,203,190,497,387,2291,692,1688,619,2912,897,1278,512,4700,1149,1363,465,1503,457,749,481,276,178,0,200,152,158,,169200,10344
0500000US06033,"Lake County, California",17872,1313,671,383,81,98,0,200,399,295,384,314,545,446,370,260,782,420,459,262,306,252,447,309,423,332,830,422,1653,555,666,428,2472,658,740,375,2122,676,1116,525,1771,605,307,211,903,416,285,198,140,167,,159300,9159
0500000US06037,"Los Angeles County, California",1486800,12895,30528,2262,2504,666,3010,916,2639,576,3383,596,4759,928,4945,1016,7626,1097,6711,1180,4239,841,4879,791,4779,1008,4516,773,13395,1513,11979,1468,23156,2005,20477,2209,69944,3570,86993,3599,274805,6669,245608,6544,342922,7710,138783,4799,174220,5315,,464400,3012
0500000US06039,"Madera County, California",26312,1788,487,327,120,140,360,293,365,277,65,108,106,125,0,200,342,253,190,211,555,379,527,343,543,341,565,377,2902,1009,1919,704,2299,772,1729,547,3834,1006,2316,634,4129,1022,1644,639,524,281,365,378,426,314,,201100,18658
0500000US06041,"Marin County, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,862800,27449
0500000US06045,"Mendocino County, California",19242,1497,977,499,114,116,216,185,451,277,312,296,43,59,236,245,35,62,38,41,505,337,135,203,108,116,44,64,506,417,226,156,724,398,379,253,1623,585,2207,724,3957,727,2138,512,2108,699,1277,524,883,440,,318800,21674
0500000US06047,"Merced County, California",39437,2256,934,348,277,239,387,255,187,151,213,186,182,178,153,115,29,36,204,179,709,364,494,235,941,379,1225,515,3892,843,3697,997,6730,1449,2922,808,4437,1153,3633,1020,5078,1144,1254,473,702,266,655,360,502,338,,173000,7060
0500000US06053,"Monterey County, California",63113,2302,1592,546,585,376,329,227,201,237,477,371,267,233,74,79,638,317,299,294,50,48,339,231,439,250,21,35,1007,437,1113,465,1525,551,1790,740,4699,1009,6638,1184,10386,1344,7899,1217,10214,1273,5759,1133,6772,1096,,391200,13752
0500000US06055,"Napa County, California",31992,1595,629,304,32,59,153,211,37,61,209,291,71,85,92,150,370,304,265,169,85,97,243,142,371,230,325,316,583,264,227,172,393,229,291,231,1077,470,963,379,3626,747,5520,852,9210,1144,3269,551,3951,658,,511800,27022
0500000US06057,"Nevada County, California",30329,1506,902,504,440,391,199,307,0,200,189,174,253,220,271,333,430,237,0,200,173,154,186,204,77,126,207,202,374,204,204,179,564,386,1087,624,2711,661,3672,914,6764,1343,4662,1051,4397,818,1746,654,821,456,,347700,17544
0500000US06059,"Orange County, California",584974,7380,11633,1475,838,384,1231,437,1296,507,1401,576,1246,406,707,324,3430,749,3778,830,3094,794,2076,637,1555,510,1358,458,3163,810,2281,811,5383,1061,3692,868,12314,1614,17011,2191,62243,3086,82130,3879,192300,5463,97119,4137,73695,3952,,591800,5613
0500000US06061,"Placer County, California",96084,2550,2315,658,298,241,247,237,508,283,142,144,198,149,468,355,587,374,300,184,93,111,104,127,189,173,145,145,859,507,795,347,1327,552,2048,587,5934,1178,9401,1301,25632,1907,19206,1887,17953,1449,3935,703,3400,815,,386200,6913
0500000US06065,"Riverside County, California",447219,7125,14058,1517,4340,948,4168,890,2852,778,2954,748,3290,767,1842,483,4696,1035,3276,788,3210,700,3868,1027,5280,1020,3402,687,14809,1616,15097,1724,25725,2509,20473,1761,55804,3538,58419,3648,92626,4195,50796,2942,39557,2655,9410,1513,7267,1044,,279500,3361
0500000US06067,"Sacramento County, California",283741,5199,8323,1246,1650,585,1823,507,1162,373,1611,524,883,476,720,392,1567,554,1171,458,1479,457,1618,460,1846,561,2545,688,9012,1486,9305,1262,20917,1974,16695,1771,41385,2708,38154,2427,56607,3357,31196,2288,24309,1944,6710,1261,3053,849,,273800,4640
0500000US06071,"San Bernardino County, California",355094,5381,10218,1093,2635,828,2885,811,2598,699,3664,755,2259,725,2047,569,3967,1092,2933,671,2606,757,3801,886,4590,845,6603,1295,17367,2224,15908,1752,22546,2016,17557,2122,44118,2897,39906,3143,67963,3288,34932,2799,31434,2297,7161,1331,5396,1084,,261600,4513
0500000US06073,"San Diego County, California",574323,8467,11272,1259,1619,663,1606,760,2794,798,2537,745,2024,672,2422,810,3481,894,3044,740,3008,751,2456,989,1868,613,2028,609,5409,896,4465,1007,6407,1140,5690,952,25146,2531,30930,2566,108388,4591,105681,4237,139162,5193,56853,3491,46033,3313,,457300,4402
0500000US06075,"San Francisco County, California",132837,4293,2134,655,199,211,69,86,0,200,0,200,104,104,0,200,44,71,363,295,0,200,96,98,267,259,65,74,332,200,59,98,1079,557,446,307,653,293,1412,620,4840,1025,6821,1228,33278,2571,36579,2628,43997,2722,,846800,15662
0500000US06077,"San Joaquin County, California",118695,3696,3362,825,916,503,689,306,635,433,330,210,833,425,508,348,1111,556,1136,416,713,308,1161,443,1567,466,2060,545,6372,981,5591,1042,10751,1384,6635,1276,14724,1971,14984,1860,20758,1841,12058,1800,7144,1102,2286,574,2371,751,,250800,7802
0500000US06079,"San Luis Obispo County, California",61202,2341,1123,441,185,167,45,75,191,187,70,118,500,428,0,200,50,82,126,182,122,143,762,513,323,226,333,246,555,317,315,231,358,246,635,461,3970,883,2618,669,12113,1744,10360,1571,16903,1663,5803,1075,3742,866,,459900,16287
0500000US06081,"San Mateo County, California",150602,3529,2441,609,145,148,298,272,35,57,0,200,0,200,91,106,98,114,230,181,622,314,496,339,360,211,195,198,370,241,402,233,840,353,371,230,649,325,1405,554,4398,944,8453,1299,42073,2963,32833,2120,53797,2359,,836300,16872
0500000US06083,"Santa Barbara County, California",74653,2805,1449,447,206,145,243,202,445,247,116,112,157,155,290,281,735,469,179,156,657,451,343,251,294,223,552,442,686,263,493,269,1253,493,1749,569,6807,1072,5964,1122,10681,1442,5271,950,11561,1480,10172,1292,14350,1401,,476400,30325
0500000US06085,"Santa Clara County, California",349130,5744,4802,808,410,262,600,375,1006,509,604,474,199,149,369,347,1331,631,1484,619,948,398,1478,602,1252,447,790,310,2527,793,1154,464,2033,539,1393,609,2671,547,3691,804,17756,1582,27965,1980,101504,3817,71549,3438,101614,4153,,746500,10217
0500000US06087,"Santa Cruz County, California",54393,2317,950,386,0,200,151,153,20,35,0,200,287,387,40,67,270,204,95,149,175,179,221,222,385,266,246,253,225,228,380,279,968,454,508,278,876,415,1809,660,5488,1057,6471,1284,16562,1781,12104,1519,6162,936,,615200,19803
0500000US06089,"Shasta County, California",42173,1797,1450,424,374,193,466,215,527,384,179,134,15,25,0,200,344,314,509,357,90,101,612,400,516,278,434,204,2244,713,2047,728,3822,724,3725,716,6936,1006,5490,1106,6830,991,2483,586,1935,527,738,416,407,229,,226900,8934
0500000US06095,"Solano County, California",84070,2738,1883,486,601,362,387,290,192,150,661,404,325,213,553,367,177,143,436,250,258,154,427,303,546,354,449,313,1662,597,2206,687,3985,859,2968,818,10786,1346,12739,1476,19255,1660,13227,1516,7976,1064,1516,513,855,388,,304100,9075
0500000US06097,"Sonoma County, California",111446,3699,2177,586,475,405,384,257,847,480,49,84,624,340,339,200,1520,533,1002,356,434,242,981,630,453,290,774,598,1039,374,898,516,661,383,1137,478,3041,708,4633,787,18494,1980,22718,2212,30042,2585,10530,1239,8194,1149,,469400,9259
0500000US06099,"Stanislaus County, California",93436,3001,2820,716,469,300,873,449,708,390,304,225,466,306,42,72,372,214,619,339,582,334,855,438,1200,522,1155,415,7122,1232,5281,1161,10515,1527,9133,1526,13151,1681,11807,1755,14849,2247,4095,920,3894,914,1714,502,1410,451,,216000,7912
0500000US06101,"Sutter County, California",18855,1549,640,427,218,152,34,56,76,78,64,79,59,68,0,200,228,174,181,154,0,200,286,211,281,177,593,406,1437,667,1117,391,2376,773,1725,562,2859,720,2588,667,1677,500,758,284,1055,427,194,156,409,246,,202000,15194
0500000US06107,"Tulare County, California",75875,2913,1413,394,872,424,476,225,174,139,392,246,457,214,375,250,1015,522,1066,554,1506,544,1620,527,2724,823,3786,895,7044,1360,6120,1118,10984,1686,6553,1318,9065,1564,7246,1290,6518,1188,2094,703,2672,809,931,502,772,356,,170300,4346
0500000US06111,"Ventura County, California",170193,3624,2876,616,156,121,581,290,487,268,357,220,769,405,217,202,1227,493,969,417,649,305,1039,496,684,359,612,277,1429,525,638,290,1905,635,1917,697,5885,1262,8156,1358,28359,2345,31520,2084,50771,3075,17667,1502,11323,1356,,483100,8779
