GEO_ID,NAME,B25075_001E,B25075_001M,B25075_002E,B25075_002M,B25075_003E,B25075_003M,B25075_004E,B25075_004M,B25075_005E,B25075_005M,B25075_006E,B25075_006M,B25075_007E,B25075_007M,B25075_008E,B25075_008M,B25075_009E,B25075_009M,B25075_010E,B25075_010M,B25075_011E,B25075_011M,B25075_012E,B25075_012M,B25075_013E,B25075_013M,B25075_014E,B25075_014M,B25075_015E,B25075_015M,B25075_016E,B25075_016M,B25075_017E,B25075_017M,B25075_018E,B25075_018M,B25075_019E,B25075_019M,B25075_020E,B25075_020M,B25075_021E,B25075_021M,B25075_022E,B25075_022M,B25075_023E,B25075_023M,B25075_024E,B25075_024M,B25075_025E,B25075_025M,B25075_026E,B25075_026M,B25075_027E,B25075_027M,Unnamed: 56,B25077_001E,B25077_001M
Geography,Geographic Area Name,Estimate!!Total:,Margin of Error!!Total:,"Estimate!!Total:!!Less than $10,000","Margin of Error!!Total:!!Less than $10,000","Estimate!!Total:!!$10,000 to $14,999","Margin of Error!!Total:!!$10,000 to $14,999","Estimate!!Total:!!$15,000 to $19,999","Margin of Error!!Total:!!$15,000 to $19,999","Estimate!!Total:!!$20,000 to $24,999","Margin of Error!!Total:!!$20,000 to $24,999","Estimate!!Total:!!$25,000 to $29,999","Margin of Error!!Total:!!$25,000 to $29,999","Estimate!!Total:!!$30,000 to $34,999","Margin of Error!!Total:!!$30,000 to $34,999","Estimate!!Total:!!$35,000 to $39,999","Margin of Error!!Total:!!$35,000 to $39,999","Estimate!!Total:!!$40,000 to $49,999","Margin of Error!!Total:!!$40,000 to $49,999","Estimate!!Total:!!$50,000 to $59,999","Margin of Error!!Total:!!$50,000 to $59,999","Estimate!!Total:!!$60,000 to $69,999","Margin of Error!!Total:!!$60,000 to $69,999","Estimate!!Total:!!$70,000 to $79,999","Margin of Error!!Total:!!$70,000 to $79,999","Estimate!!Total:!!$80,000 to $89,999","Margin of Error!!Total:!!$80,000 to $89,999","Estimate!!Total:!!$90,000 to $99,999","Margin of Error!!Total:!!$90,000 to $99,999","Estimate!!Total:!!$100,000 to $124,999","Margin of Error!!Total:!!$100,000 to $124,999","Estimate!!Total:!!$125,000 to $149,999","Margin of Error!!Total:!!$125,000 to $149,999","Estimate!!Total:!!$150,000 to $174,999","Margin of Error!!Total:!!$150,000 to $174,999","Estimate!!Total:!!$175,000 to $199,999","Margin of Error!!Total:!!$175,000 to $199,999","Estimate!!Total:!!$200,000 to $249,999","Margin of Error!!Total:!!$200,000 to $249,999","Estimate!!Total:!!$250,000 to $299,999","Margin of Error!!Total:!!$250,000 to $299,999","Estimate!!Total:!!$300,000 to $399,999","Margin of Error!!Total:!!$300,000 to $399,999","Estimate!!Total:!!$400,000 to $499,999","Margin of Error!!Total:!!$400,000 to $499,999","Estimate!!Total:!!$500,000 to $749,999","Margin of Error!!Total:!!$500,000 to $749,999","Estimate!!Total:!!$750,000 to $999,999","Margin of Error!!Total:!!$750,000 to $999,999","Estimate!!Total:!!$1,000,000 to $1,499,999","Margin of Error!!Total:!!$1,000,000 to $1,499,999","Estimate!!Total:!!$1,500,000 to $1,999,999","Margin of Error!!Total:!!$1,500,000 to $1,999,999","Estimate!!Total:!!$2,000,000 or more","Margin of Error!!Total:!!$2,000,000 or more",,Estimate!!Median value (dollars),Margin of Error!!Median value (dollars)
0100000US,United States,84649084,252966,1177660,21396,497154,10619,448155,10789,499783,12380,427152,10731,478719,11681,327714,9902,805352,12993,996276,17484,1004843,15832,1161458,17821,1363039,20282,1089352,18499,3456068,30641,2714173,29491,4478670,37707,3439343,33372,7808270,59604,7455171,54303,12917007,65172,9149857,51107,12095277,49182,5303156,39004,2964972,27565,1097575,17856,1492888,17732,,320900,622
0500000US01003,"Baldwin County, Alabama",76213,4078,2364,1409,589,567,668,593,370,359,316,316,397,384,108,181,664,802,2142,1168,563,383,512,413,315,277,421,298,2589,977,2903,1217,2559,969,2883,1063,7297,1503,9812,1893,13820,2147,8552,1552,10758,2029,3328,1023,972,431,628,419,683,452,,304600,18879
0500000US01015,"Calhoun County, Alabama",32866,1865,1514,730,444,298,523,470,1074,589,268,216,411,327,324,180,430,237,1418,725,354,271,740,344,2176,1173,641,371,3085,1020,3274,1038,2784,899,3466,1059,3642,920,3063,1002,1349,459,1224,706,240,192,311,293,0,208,0,208,111,183,,148100,13290
0500000US01043,"Cullman County, Alabama",28214,1670,631,374,151,179,717,564,44,76,499,347,500,353,87,94,333,292,476,293,1101,544,92,105,531,302,651,364,2681,897,1650,862,3423,1058,1375,681,3247,1052,2119,659,3560,829,2313,873,1278,635,224,197,142,110,218,238,171,141,,184800,27909
0500000US01049,"DeKalb County, Alabama",19244,1430,595,468,159,131,358,243,359,331,88,89,299,263,336,271,923,465,435,243,623,354,403,260,858,296,505,310,1786,644,1233,606,2154,770,910,445,2389,645,1349,495,1713,841,513,250,940,437,139,128,68,127,109,149,0,208,,157700,10736
0500000US01051,"Elmore County, Alabama",26127,1528,1269,610,579,279,275,262,258,311,84,125,21,35,0,208,295,270,187,155,704,497,468,272,1083,621,393,293,1787,635,1239,493,2170,695,1919,780,3519,850,3786,1008,4027,927,799,356,459,310,607,373,52,91,0,208,147,206,,204700,18078
0500000US01055,"Etowah County, Alabama",29272,1694,488,245,197,257,55,93,590,460,532,388,749,384,532,305,638,424,1025,496,912,437,759,324,1151,569,499,290,2631,854,2261,726,2318,719,2788,1086,3625,1048,2160,639,3107,1135,558,340,731,397,740,544,113,145,0,208,113,147,,167400,14438
0500000US01069,"Houston County, Alabama",27900,1223,468,221,222,145,203,141,109,71,367,237,52,54,100,76,203,117,434,208,891,323,1070,345,1331,319,689,276,2147,391,2072,450,2978,546,2254,430,2970,528,3093,753,3423,702,1078,258,887,389,497,460,336,368,26,30,0,208,,181800,11444
0500000US01073,"Jefferson County, Alabama",171088,3618,1998,670,1117,527,943,409,1053,561,1121,630,849,411,1442,839,2897,964,3075,922,4075,1272,4951,1454,4465,1120,4280,1043,13282,1892,8764,1648,9614,1645,10552,1851,14858,2208,16667,2435,24844,2561,15241,2008,14311,1737,6110,1265,2436,625,1030,530,1113,594,,237200,11713
