GEO_ID,NAME,B25075_001E,B25075_001M,B25075_002E,B25075_002M,B25075_003E,B25075_003M,B25075_004E,B25075_004M,B25075_005E,B25075_005M,B25075_006E,B25075_006M,B25075_007E,B25075_007M,B25075_008E,B25075_008M,B25075_009E,B25075_009M,B25075_010E,B25075_010M,B25075_011E,B25075_011M,B25075_012E,B25075_012M,B25075_013E,B25075_013M,B25075_014E,B25075_014M,B25075_015E,B25075_015M,B25075_016E,B25075_016M,B25075_017E,B25075_017M,B25075_018E,B25075_018M,B25075_019E,B25075_019M,B25075_020E,B25075_020M,B25075_021E,B25075_021M,B25075_022E,B25075_022M,B25075_023E,B25075_023M,B25075_024E,B25075_024M,B25075_025E,B25075_025M,B25075_026E,B25075_026M,B25075_027E,B25075_027M,Unnamed: 56,B25077_001E,B25077_001M
0500000US01077,"Lauderdale County, Alabama",27670,1413,772,490,184,196,189,149,227,326,42,58,207,180,75,129,444,374,443,312,293,317,1210,569,361,267,577,428,2605,1197,1844,888,1505,502,1816,631,4439,915,2997,801,3531,995,1221,431,1539,648,440,294,95,105,411,365,203,229,,211700,14191
0500000US01081,"Lee County, Alabama",47427,2248,1177,530,133,146,345,376,691,549,412,338,274,292,219,211,393,258,912,557,629,480,777,424,201,184,534,381,1760,917,2188,920,2336,789,1552,621,5058,1080,6680,1488,8314,1434,6065,1475,3830,1083,2026,657,445,408,308,214,168,200,,280900,14319
0500000US01083,"Limestone County, Alabama",33561,1707,521,368,45,75,141,197,226,233,323,260,64,104,74,124,333,343,160,208,88,107,345,435,479,296,653,343,2255,774,1068,598,1406,509,925,379,4110,1276,4196,1259,5112,1077,4451,928,5759,1360,471,392,187,171,104,180,65,107,,292500,20642
0500000US01089,"Madison County, Alabama",116256,3179,1702,660,703,467,498,312,354,269,272,240,289,233,222,223,807,556,908,441,692,545,784,656,2486,954,847,435,3177,946,3311,1082,6236,1353,3310,804,13554,1864,13881,1661,25322,2808,14715,1615,15432,1915,4563,1331,1210,501,355,271,626,345,,316200,8563
0500000US01095,"Marshall County, Alabama",27186,1311,405,271,656,462,205,148,91,62,106,110,118,123,40,69,311,223,93,67,613,350,568,322,813,358,1510,798,3353,933,1269,437,1949,602,1557,441,2826,772,2476,699,3065,767,2356,647,1743,514,675,472,174,160,65,56,149,154,,199000,20594
0500000US01097,"Mobile County, Alabama",109510,3032,1307,514,697,486,667,404,1322,599,768,437,2299,943,1623,685,2293,839,3442,1060,3213,912,2572,1009,2877,912,2780,804,7262,1454,5447,1086,11064,1718,7724,1507,15366,2101,10504,1472,14544,1722,5811,1109,3546,810,1188,450,710,436,70,87,414,317,,191600,8176
0500000US01101,"Montgomery County, Alabama",53334,2539,411,245,925,622,317,243,689,497,336,263,61,71,101,124,1087,517,1094,534,1864,688,1960,731,3065,1242,1628,835,5053,1186,3735,1142,5231,1433,2087,650,5652,1177,4509,1113,5217,1006,3884,989,3122,937,244,193,305,266,126,189,631,688,,170700,8092
0500000US01103,"Morgan County, Alabama",35986,2111,851,648,371,305,422,343,20,34,112,117,0,210,304,414,404,231,1609,661,240,247,293,228,1443,825,459,269,1935,654,939,384,3634,1125,2594,933,5366,1038,4689,986,6146,1095,2274,843,1212,496,337,272,190,193,0,210,142,243,,222000,12670
0500000US01115,"St. Clair County, Alabama",30395,1658,802,528,333,226,222,203,133,176,30,53,479,375,211,228,432,354,926,542,325,273,922,568,913,559,449,319,1541,627,704,461,2760,1023,2094,901,4103,1158,3683,898,4297,1011,2203,826,2033,765,607,327,42,55,78,120,73,120,,223400,16063
0500000US01117,"Shelby County, Alabama",72903,2330,518,385,497,323,430,309,354,289,454,376,198,175,544,415,326,325,254,193,478,409,95,111,251,232,207,224,1234,578,1087,592,1825,587,3473,1029,9631,1580,10539,1572,15250,2039,10641,1749,10850,1506,2351,676,810,455,459,489,147,177,,326600,12314
0500000US01121,"Talladega County, Alabama",25034,2078,961,503,947,685,602,473,308,244,147,148,513,566,301,258,546,428,741,445,1174,744,511,466,912,620,450,387,2171,740,1848,961,2174,789,1056,449,2610,743,1632,657,2216,781,1428,505,903,518,471,375,99,120,189,280,124,148,,154400,15476
0500000US01125,"Tuscaloosa County, Alabama",58586,2763,1536,694,288,208,291,214,472,335,351,428,418,356,466,403,196,177,1773,842,346,266,1133,639,473,400,1006,569,2049,836,1731,737,4292,1204,4453,881,8320,1594,8345,1512,9785,1676,4773,1364,3827,1135,1168,559,300,227,245,302,549,412,,248200,12003
0500000US02020,"Anchorage Municipality, Alaska",68761,3158,463,336,313,290,170,153,350,233,499,439,210,251,100,126,500,346,370,355,0,170,0,170,0,170,608,614,1287,612,1245,688,902,538,2147,1070,3249,930,6667,1431,17818,2206,13037,1861,13412,2071,3418,915,1457,652,176,219,363,463,,385900,11025
0500000US02090,"Fairbanks North Star Borough, Alaska",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285700,21591
0500000US02170,"Matanuska-Susitna Borough, Alaska",30991,1102,456,262,71,114,68,80,260,183,57,69,240,198,168,162,376,189,142,175,404,261,218,183,55,86,0,170,716,293,455,255,529,269,445,250,3169,744,4197,705,8401,967,3880,687,4228,835,1997,609,459,289,0,170,0,170,,341300,11265
0500000US04001,"Apache County, Arizona",18749,933,1030,406,1487,467,1352,363,1625,430,1237,396,1083,565,155,111,1003,334,1473,666,1315,392,293,154,482,228,916,442,856,446,225,154,387,344,160,205,1317,659,384,397,1310,853,111,131,445,427,103,215,0,232,0,232,0,232,,52700,6163
0500000US04003,"Cochise County, Arizona",35283,1997,287,330,270,204,538,330,480,369,94,119,252,192,294,292,557,360,985,601,1306,616,545,314,1029,542,167,156,1509,638,1116,478,2677,831,1954,700,5082,1290,4528,1238,5759,1225,2497,880,2286,844,780,513,55,70,13,22,223,216,,235200,12459
0500000US04005,"Coconino County, Arizona",34174,1643,1036,438,811,437,457,406,605,260,144,143,341,227,177,168,722,497,887,454,465,280,404,185,337,187,142,79,1166,519,94,85,753,547,452,234,1150,479,838,486,3353,765,3882,964,8885,1289,4821,995,1361,421,510,273,381,252,,470900,32234
0500000US04013,"Maricopa County, Arizona",1147475,11541,13290,1980,2597,1020,3230,942,3933,1195,4655,1408,6515,1420,3677,996,8927,1903,6969,1593,3422,981,3113,825,3432,1060,2993,1235,7963,1657,4379,1180,11754,2402,8229,1502,39410,3707,56472,4968,214164,8099,239455,8746,295554,8521,110564,6422,51941,4064,18308,2327,22529,2348,,468700,3665
0500000US04015,"Mohave County, Arizona",74113,3056,1084,563,549,365,166,167,368,333,316,256,495,439,129,159,898,451,887,397,1605,821,966,566,1248,544,719,458,3618,1060,2285,861,4613,1189,2653,1195,8282,1727,7048,1417,13406,1863,9287,1443,9697,1317,2316,568,777,404,125,152,576,612,,293800,13556
0500000US04017,"Navajo County, Arizona",30162,1932,1092,463,766,533,1281,616,175,206,269,338,900,504,282,156,279,198,450,265,247,230,534,299,67,107,892,421,1864,610,216,174,2684,1230,685,382,2893,780,1789,843,5147,1370,2910,886,3375,867,646,422,166,185,0,232,553,472,,241400,29328
0500000US04019,"Pima County, Arizona",292307,5350,4715,1229,1570,784,2032,943,1691,725,2430,950,2634,654,599,407,3047,738,2146,850,1758,643,851,449,2675,885,1377,549,5949,1355,5511,1273,10319,1930,8194,1724,27955,2383,33655,3055,71542,3960,43883,3643,37170,2710,13392,1675,4271,999,999,424,1942,601,,337800,5172
0500000US04021,"Pinal County, Arizona",138215,4734,2077,802,350,257,861,635,1341,620,591,321,1047,510,870,440,1019,503,1014,394,1524,1221,885,541,1445,557,1421,587,3053,1037,1205,570,2737,946,3004,975,7503,1544,11788,2146,35919,3109,29022,2904,20337,2529,6029,1579,2237,1355,66,113,870,634,,370600,8304
0500000US04025,"Yavapai County, Arizona",86364,3068,784,492,432,500,256,237,405,409,638,361,146,164,431,300,724,454,728,515,556,266,772,571,492,328,416,365,1625,960,936,391,1747,660,1653,634,4479,1380,4414,1283,13042,1740,15682,2140,19491,2038,10353,1584,4087,1093,630,295,1445,586,,454200,12826
0500000US04027,"Yuma County, Arizona",59183,2938,1314,573,1053,446,347,259,1465,828,891,469,852,538,642,484,1731,745,997,541,404,249,524,372,835,460,618,470,2440,788,1894,849,3757,992,3061,982,7219,1800,13103,2743,9373,1564,3839,1000,1811,642,318,199,204,222,120,125,371,354,,246900,13770
0500000US05007,"Benton County, Arkansas",76471,2874,256,203,367,274,437,370,471,431,44,68,89,106,42,70,719,470,292,223,72,116,248,251,281,271,88,111,2049,848,1725,724,1739,738,2076,841,8682,1726,8530,1742,14887,2165,11823,1750,11393,1691,5438,1113,3100,1067,1136,599,487,325,,367400,14521
0500000US05031,"Craighead County, Arkansas",26857,1675,393,389,241,204,77,96,398,546,18,31,139,163,21,37,149,201,192,176,79,77,579,423,892,844,802,405,1862,726,2054,878,3670,1083,3161,996,3295,1024,1637,741,3807,1251,1731,815,1528,739,61,109,71,121,0,208,0,208,,189700,12784
0500000US05045,"Faulkner County, Arkansas",33182,1830,407,276,111,215,92,120,76,93,215,235,355,389,0,208,57,74,255,194,210,190,761,517,1051,671,407,268,1378,455,1587,711,2556,853,3205,870,4996,1019,3323,1000,5194,1246,3208,964,2860,686,310,221,119,186,267,322,182,224,,238700,15079
0500000US05051,"Garland County, Arkansas",30319,2000,173,156,103,133,220,230,159,150,351,308,221,178,153,149,535,268,769,437,1887,916,662,318,755,376,614,439,2117,783,1193,447,2579,770,900,446,4232,976,4737,1124,3249,993,1795,812,1624,546,469,320,302,291,129,157,391,277,,220900,14464
0500000US05069,"Jefferson County, Arkansas",14419,1341,645,381,765,401,15,28,486,324,482,368,233,188,204,282,526,309,930,515,1144,472,615,365,1085,692,397,235,1292,529,755,470,902,470,259,206,1256,538,423,284,776,405,1084,548,145,163,0,208,0,208,0,208,0,208,,92000,18461
0500000US05085,"Lonoke County, Arkansas",23435,1294,131,117,30,40,74,131,125,134,86,101,0,208,135,136,370,327,509,402,591,339,508,256,572,471,607,479,1651,699,1768,667,3161,970,2442,825,3513,943,3274,1046,2211,544,785,400,299,246,379,315,0,208,169,228,45,76,,189300,11777
0500000US05119,"Pulaski County, Arkansas",99235,3732,1156,637,290,391,1478,825,364,242,381,421,808,621,388,263,1208,538,569,414,1592,713,2392,824,2036,576,3002,1051,6591,1529,6103,1471,8708,1738,6672,1332,13093,1756,11364,1537,13930,2095,6736,1397,6266,1306,2461,822,978,463,157,194,512,325,,222500,9119
0500000US05125,"Saline County, Arkansas",38561,2014,379,320,129,150,424,354,381,345,246,208,345,264,262,300,569,362,743,539,371,286,1019,821,854,526,293,246,1071,493,1499,744,4260,905,2295,863,5824,1475,3955,1006,7367,1399,2909,848,2503,978,462,363,343,369,58,100,0,208,,235500,14093
0500000US05131,"Sebastian County, Arkansas",31301,1822,283,314,250,215,10,18,87,96,517,439,74,137,174,162,511,422,467,315,862,505,796,368,673,406,953,661,2288,736,3248,760,3087,1058,2080,666,5229,1236,2784,795,3795,908,1597,661,1154,531,210,207,103,128,0,208,69,89,,191500,17783
0500000US05143,"Washington County, Arkansas",54653,2421,638,425,100,120,453,535,488,347,82,100,146,122,109,193,478,364,240,193,329,408,153,145,273,244,317,322,1971,1115,927,632,1936,730,2031,682,6973,1252,6178,1200,13646,1703,6288,1172,6583,1314,1877,539,1738,768,372,326,327,278,,325700,13008
0500000US05145,"White County, Arkansas",22998,1576,297,254,364,263,286,288,167,186,8,14,182,180,25,47,302,187,1112,535,628,438,1524,797,466,296,387,313,2271,1059,625,332,2848,970,1577,1012,3358,1166,3012,1102,1583,587,916,408,611,438,236,205,85,158,44,71,84,112,,175100,15665
0500000US06001,"Alameda County, California",328166,5417,2983,847,686,349,353,309,74,88,92,109,334,284,0,221,658,512,373,333,518,326,772,553,336,211,1046,523,2014,978,856,428,1543,824,1003,583,2189,882,1523,599,4519,1052,8040,1529,46015,3344,71877,3405,90305,4024,52577,3692,37480,2294,,1067800,16227
0500000US06007,"Butte County, California",48755,2401,772,483,250,257,226,174,114,135,252,198,89,107,130,159,805,360,186,170,283,201,141,149,275,216,1221,675,377,314,70,83,1106,617,357,240,2811,1009,3451,865,9295,1622,10562,1399,10771,1511,3581,1090,968,432,300,336,362,343,,420500,14694
0500000US06013,"Contra Costa County, California",285285,4735,3538,1160,150,170,400,234,222,250,0,221,658,376,170,162,802,429,499,264,630,309,709,430,604,271,660,495,1705,705,500,380,756,392,304,198,3151,1075,2186,826,7525,1309,14764,2225,82991,4563,61915,3932,42462,3031,26908,2122,31076,2332,,829600,14445
0500000US06017,"El Dorado County, California",59619,2497,710,536,159,151,117,153,0,221,0,221,0,221,360,497,109,134,194,173,23,40,142,165,132,147,190,242,216,181,175,166,52,83,216,229,737,474,464,321,4788,1309,6837,1373,18515,2304,13267,1945,7604,1662,1788,595,2824,997,,691600,25156
0500000US06019,"Fresno County, California",191496,5276,2253,707,399,325,803,462,617,376,1456,689,881,446,386,336,1850,943,740,523,680,435,765,424,1099,540,421,327,2873,996,1651,655,2804,723,3777,1219,10317,1584,16905,2516,47171,3528,39286,3630,39111,2978,8018,1520,5220,1324,816,414,1197,735,,395500,8062
0500000US06023,"Humboldt County, California",30673,1855,350,304,68,101,0,221,196,196,274,217,152,186,147,128,190,182,233,188,61,100,117,161,44,74,303,350,283,212,247,238,344,312,282,206,684,405,1573,630,4965,1182,7093,1365,9131,1484,1955,515,1196,675,447,426,338,217,,468000,17665
0500000US06025,"Imperial County, California",28111,2084,507,334,0,221,20,22,224,206,273,239,326,256,93,157,236,284,128,153,78,112,277,242,57,83,459,405,464,340,298,223,783,442,298,220,2966,944,3491,1031,9642,1624,5284,1055,1750,890,272,203,136,146,49,83,0,221,,331900,12202
0500000US06029,"Kern County, California",173197,4524,2498,723,641,457,583,348,1426,595,1166,552,682,347,425,225,849,519,556,324,1169,562,573,426,1181,555,578,377,4056,1130,2114,692,4473,931,4272,1032,15468,1977,21516,2576,48014,3195,31852,3293,22307,1938,3749,1154,1573,660,482,331,994,487,,346600,5349
0500000US06031,"Kings County, California",24291,1998,405,306,83,132,199,213,304,283,300,281,222,206,0,221,0,221,65,81,0,221,67,82,49,83,28,36,257,251,50,72,953,513,292,264,2408,876,3132,1144,6826,1485,5073,1394,2582,947,425,364,119,158,299,253,153,225,,348800,17563
0500000US06033,"Lake County, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336700,20854
0500000US06037,"Los Angeles County, California",1567302,14234,17848,2341,3154,1010,1961,680,2225,888,895,381,1476,522,740,370,3981,931,4628,1017,8662,1645,6179,1344,5423,1181,4016,938,11899,1713,4166,1405,7660,1482,3430,917,10494,1880,9492,1627,39966,3471,87816,4910,422530,9752,397307,9404,256448,8083,98726,4876,156180,6058,,828700,5564
0500000US06039,"Madera County, California",30755,1602,565,488,164,226,153,173,159,156,306,235,11,20,386,241,0,221,94,157,206,354,0,221,58,100,50,62,710,328,175,164,351,256,89,118,1733,594,2660,718,7620,1627,7578,1381,6007,1084,585,380,444,447,159,225,492,380,,398500,18116
0500000US06041,"Marin County, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1512200,54140
0500000US06045,"Mendocino County, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510400,41701
0500000US06047,"Merced County, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409000,13979
0500000US06053,"Monterey County, California",70057,2792,301,171,60,63,28,45,42,71,52,85,0,221,178,205,314,270,426,361,105,131,0,221,267,252,83,91,933,545,770,449,796,428,181,130,1022,523,393,302,3140,937,4720,894,20681,1847,14766,1821,9045,1314,4284,1018,7470,1298,,759100,28206
0500000US06055,"Napa County, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,831800,42710
0500000US06057,"Nevada County, California",31428,1861,92,127,0,221,0,221,0,221,38,68,0,221,264,340,0,221,192,178,341,364,207,179,38,64,107,97,556,342,251,250,0,221,54,92,307,202,721,365,2472,779,3655,931,10904,1509,6441,1118,3254,765,777,485,757,525,,647200,24503
0500000US06059,"Orange County, California",622600,9581,6832,1556,1060,451,970,653,396,241,239,229,199,151,314,280,769,402,1506,606,1611,664,1867,556,2626,777,1698,557,6874,1543,2390,854,4416,1239,1380,601,5082,1141,4627,1282,12875,2024,21246,2499,94959,5216,162465,6744,162668,5876,59529,4043,64002,4070,,961400,10625
0500000US06061,"Placer County, California",117474,3745,618,347,0,221,0,221,25,41,77,131,165,202,218,270,211,290,633,589,210,177,518,517,450,287,748,669,1067,676,224,176,462,311,249,240,553,403,906,420,4700,919,10749,1742,51700,3444,26806,2259,10479,1443,3030,789,2676,851,,673900,9140
0500000US06065,"Riverside County, California",547302,7282,6468,1435,1928,785,635,296,1354,624,828,484,1443,757,1366,505,2959,865,4647,1157,4040,1070,2751,773,3293,964,2029,700,6560,1481,3080,759,5953,1135,2105,736,11719,1474,13359,1876,48936,3534,81244,4567,220192,7004,83853,4166,21942,2244,6394,1216,8224,1390,,576000,5406
0500000US06067,"Sacramento County, California",344969,6664,4965,1451,193,159,94,161,1080,711,457,383,652,418,1336,606,2722,1019,2107,727,907,373,402,375,1347,619,445,296,1702,569,1315,612,2115,880,1129,510,7112,1431,7394,1411,43907,3311,74112,3633,125305,5410,44861,3218,13475,1987,3602,1081,2233,683,,533900,8371
0500000US06069,"San Benito County, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,761600,42419
0500000US06071,"San Bernardino County, California",428535,6643,5336,1502,913,564,442,366,739,422,770,397,2567,941,1321,593,2511,837,2835,963,2388,753,1051,399,3591,1083,1951,682,5218,1202,2687,863,4861,1289,2573,838,11824,1897,12775,2218,58387,3769,80540,4461,144912,5111,54231,3351,17664,2244,2747,922,3701,915,,515500,8524
0500000US06073,"San Diego County, California",643311,8981,8243,1662,1534,718,494,356,1260,658,342,211,695,423,312,265,1050,441,2380,1154,2169,761,3025,818,2558,892,1561,578,4548,1095,1516,634,4263,1091,1318,507,4146,919,5868,1382,14746,1880,30730,3124,145870,5444,180648,6293,120300,5479,46777,3241,56958,3777,,864900,7906
0500000US06075,"San Francisco County, California",138176,4935,715,462,151,142,293,192,170,272,0,221,44,73,76,116,0,221,0,221,0,221,344,299,252,185,54,80,761,412,421,327,235,202,144,145,711,341,725,464,1880,832,2261,937,8941,1391,17968,2218,41314,3075,27467,2770,33249,2590,,1348000,48299
0500000US06077,"San Joaquin County, California",158580,4138,2566,1151,453,425,207,190,611,382,364,356,403,284,200,168,956,413,1462,679,611,496,256,246,497,394,277,183,1780,686,689,354,1049,529,585,455,2871,731,4194,1042,22248,2803,30330,2962,53014,3771,22235,2764,9135,1609,453,256,1134,452,,531500,15350
0500000US06079,"San Luis Obispo County, California",68908,2537,637,423,145,169,0,221,0,221,142,158,74,103,0,221,144,117,212,208,845,532,49,84,329,306,186,158,305,231,27,46,211,220,245,150,728,547,805,419,2770,903,4044,984,17551,2398,18516,2444,12165,1593,4589,869,4189,999,,817600,27830
0500000US06081,"San Mateo County, California",156693,4242,1430,562,739,429,0,221,0,221,0,221,107,177,0,221,229,202,0,221,42,68,0,221,220,270,103,122,900,305,191,162,773,377,461,439,889,519,545,474,1373,705,1298,579,7354,1350,21709,2457,40448,3056,27203,2682,50679,3070,,1492600,54475
0500000US06083,"Santa Barbara County, California",76637,3101,1216,627,185,186,0,221,283,223,342,304,2,4,88,106,218,190,179,182,236,239,273,245,283,347,50,88,1287,568,334,328,624,323,185,218,896,448,1084,382,3724,1018,7440,1548,18335,1932,8601,1367,10068,1245,6831,1058,13873,1481,,780700,55371
0500000US06085,"Santa Clara County, California",360190,5723,3669,1037,308,179,45,75,376,292,154,150,158,171,473,462,221,164,404,231,314,198,431,322,832,467,632,359,3373,1022,1117,420,2357,753,1069,457,3173,1072,3643,985,5095,1115,4149,893,20996,2082,41007,2519,93473,4072,65585,3572,107136,4434,,1443100,31167
0500000US06087,"Santa Cruz County, California",59582,2489,431,292,0,221,13,23,0,221,305,352,30,51,50,84,0,221,77,63,138,127,9,16,76,96,46,78,611,316,229,262,183,123,46,57,1094,518,444,408,2286,819,1889,556,9927,1657,11434,1558,15467,2015,8684,1464,6113,1196,,1011300,43233
0500000US06089,"Shasta County, California",49199,2503,891,567,0,221,195,166,286,249,441,324,273,262,324,271,797,460,439,385,947,662,66,109,420,394,179,133,887,455,425,273,423,265,1137,597,3764,1053,5974,1286,12216,1637,8359,1359,7490,1270,2232,725,692,376,35,60,307,230,,355100,14462
0500000US06095,"Solano County, California",101526,3363,797,476,214,332,0,221,39,66,41,63,70,121,0,221,378,452,395,229,323,223,206,181,186,149,53,93,752,513,220,198,264,200,155,186,508,253,509,419,5633,1347,13720,2048,54351,3149,15563,1611,4715,1059,881,370,1553,625,,621000,7207
0500000US06097,"Sonoma County, California",124529,3082,1337,707,71,83,121,150,57,93,295,278,85,146,0,221,317,385,823,593,322,278,512,428,696,415,202,188,1280,624,555,507,1102,444,913,511,1328,579,1138,473,3946,982,5648,1367,36442,2796,36306,2439,18281,2240,6379,1146,6373,1114,,784900,16445
0500000US06099,"Stanislaus County, California",109538,4059,1016,545,465,448,96,89,525,453,0,221,197,212,561,423,989,618,647,367,463,396,144,145,286,183,82,135,1085,572,371,220,903,477,290,210,2016,693,4866,1194,19925,2293,35013,2609,28881,2861,5958,1307,2467,892,1100,599,1192,391,,456700,7344
