GEO_ID,NAME,B25075_001E,B25075_001M,B25075_002E,B25075_002M,B25075_003E,B25075_003M,B25075_004E,B25075_004M,B25075_005E,B25075_005M,B25075_006E,B25075_006M,B25075_007E,B25075_007M,B25075_008E,B25075_008M,B25075_009E,B25075_009M,B25075_010E,B25075_010M,B25075_011E,B25075_011M,B25075_012E,B25075_012M,B25075_013E,B25075_013M,B25075_014E,B25075_014M,B25075_015E,B25075_015M,B25075_016E,B25075_016M,B25075_017E,B25075_017M,B25075_018E,B25075_018M,B25075_019E,B25075_019M,B25075_020E,B25075_020M,B25075_021E,B25075_021M,B25075_022E,B25075_022M,B25075_023E,B25075_023M,B25075_024E,B25075_024M,B25075_025E,B25075_025M,B25075_026E,B25075_026M,B25075_027E,B25075_027M,Unnamed: 56,B25077_001E,B25077_001M
Geography,Geographic Area Name,Estimate!!Total,Margin of Error!!Total,"Estimate!!Total!!Less than $10,000","Margin of Error!!Total!!Less than $10,000","Estimate!!Total!!$10,000 to $14,999","Margin of Error!!Total!!$10,000 to $14,999","Estimate!!Total!!$15,000 to $19,999","Margin of Error!!Total!!$15,000 to $19,999","Estimate!!Total!!$20,000 to $24,999","Margin of Error!!Total!!$20,000 to $24,999","Estimate!!Total!!$25,000 to $29,999","Margin of Error!!Total!!$25,000 to $29,999","Estimate!!Total!!$30,000 to $34,999","Margin of Error!!Total!!$30,000 to $34,999","Estimate!!Total!!$35,000 to $39,999","Margin of Error!!Total!!$35,000 to $39,999","Estimate!!Total!!$40,000 to $49,999","Margin of Error!!Total!!$40,000 to $49,999","Estimate!!Total!!$50,000 to $59,999","Margin of Error!!Total!!$50,000 to $59,999","Estimate!!Total!!$60,000 to $69,999","Margin of Error!!Total!!$60,000 to $69,999","Estimate!!Total!!$70,000 to $79,999","Margin of Error!!Total!!$70,000 to $79,999","Estimate!!Total!!$80,000 to $89,999","Margin of Error!!Total!!$80,000 to $89,999","Estimate!!Total!!$90,000 to $99,999","Margin of Error!!Total!!$90,000 to $99,999","Estimate!!Total!!$100,000 to $124,999","Margin of Error!!Total!!$100,000 to $124,999","Estimate!!Total!!$125,000 to $149,999","Margin of Error!!Total!!$125,000 to $149,999","Estimate!!Total!!$150,000 to $174,999","Margin of Error!!Total!!$150,000 to $174,999","Estimate!!Total!!$175,000 to $199,999","Margin of Error!!Total!!$175,000 to $199,999","Estimate!!Total!!$200,000 to $249,999","Margin of Error!!Total!!$200,000 to $249,999","Estimate!!Total!!$250,000 to $299,999","Margin of Error!!Total!!$250,000 to $299,999","Estimate!!Total!!$300,000 to $399,999","Margin of Error!!Total!!$300,000 to $399,999","Estimate!!Total!!$400,000 to $499,999","Margin of Error!!Total!!$400,000 to $499,999","Estimate!!Total!!$500,000 to $749,999","Margin of Error!!Total!!$500,000 to $749,999","Estimate!!Total!!$750,000 to $999,999","Margin of Error!!Total!!$750,000 to $999,999","Estimate!!Total!!$1,000,000 to $1,499,999","Margin of Error!!Total!!$1,000,000 to $1,499,999","Estimate!!Total!!$1,500,000 to $1,999,999","Margin of Error!!Total!!$1,500,000 to $1,999,999","Estimate!!Total!!$2,000,000 or more","Margin of Error!!Total!!$2,000,000 or more",,Estimate!!Median value (dollars),Margin of Error!!Median value (dollars)
0100000US,United States,74506512,228238,1045716,13633,560168,11116,500762,10364,553744,12543,523598,11473,654975,12830,485347,9623,1274745,15303,1614674,18987,1874444,20511,2160730,19708,2564686,22702,2218228,25423,5842517,39281,5344324,37990,6487224,41429,4540023,35851,7825963,44403,6209502,35851,8274205,47076,4649695,31096,5243219,33833,2012603,17766,1102169,12720,387386,8047,555865,8576,,194500,290
0500000US01003,"Baldwin County, Alabama",53232,2779,1237,576,466,369,659,443,372,322,417,304,352,270,361,348,504,305,980,730,392,293,1082,546,1686,817,1763,625,5450,1385,4611,1162,5783,1278,4449,1060,5674,1139,5351,1273,5826,1183,1384,547,2724,804,783,482,411,297,230,267,285,227,,177800,9143
0500000US01015,"Calhoun County, Alabama",30753,1570,1169,591,624,455,661,544,783,410,147,145,404,277,39,65,998,437,2114,713,994,466,2286,620,1638,578,1344,539,4765,1278,2429,688,2704,724,2029,853,2043,764,1453,456,1091,471,282,202,533,417,91,116,15,27,62,101,55,72,,111400,6618
0500000US01043,"Cullman County, Alabama",23054,1355,427,265,423,285,455,323,492,266,233,182,124,143,82,89,628,343,804,401,868,419,777,347,2401,872,913,436,2608,741,2027,630,1694,558,1363,631,1976,693,978,427,1897,550,579,286,957,510,118,114,16,27,0,192,214,286,,128600,11989
0500000US01049,"DeKalb County, Alabama",17833,1510,240,189,427,347,719,525,96,101,641,366,424,301,237,187,699,390,449,281,1275,503,1090,496,1486,572,1035,430,2408,825,1107,397,1212,552,874,432,817,330,674,385,972,572,269,252,427,295,202,292,53,71,0,192,0,192,,101000,9249
0500000US01051,"Elmore County, Alabama",21365,1521,161,132,582,394,1318,590,220,221,37,63,0,192,97,135,340,269,548,435,615,405,851,533,504,319,474,289,1400,511,2351,683,3025,984,1322,414,2653,673,1812,566,1627,585,581,430,470,322,126,161,185,210,24,41,42,72,,159800,7668
0500000US01055,"Etowah County, Alabama",29301,1346,540,191,290,228,374,253,717,399,553,278,688,348,327,185,2163,605,1342,528,2288,750,2431,867,1528,641,1533,557,3661,973,2769,581,2319,600,853,355,1886,591,1272,456,1224,488,203,162,218,173,40,70,0,192,0,192,82,98,,99200,7143
0500000US01069,"Houston County, Alabama",24860,1023,559,216,259,146,533,322,250,107,349,169,201,94,406,172,747,201,1171,271,804,236,1492,256,1355,292,1121,214,2409,376,3248,591,2162,367,2002,388,1864,353,1497,398,1207,229,294,159,437,187,331,222,43,29,10,18,109,99,,131000,5302
0500000US01073,"Jefferson County, Alabama",163628,4409,1434,490,853,368,911,506,1347,503,603,307,2125,696,2148,682,4005,805,6228,1301,7229,1433,7026,1460,8189,1399,7957,1160,15485,1933,13380,1777,14388,1740,10761,1398,16265,1671,12327,1743,12495,1718,7146,1346,7481,1053,1920,558,1239,433,327,231,359,225,,155000,4907
