GEO_ID,NAME,B25075_001E,B25075_001M,B25075_002E,B25075_002M,B25075_003E,B25075_003M,B25075_004E,B25075_004M,B25075_005E,B25075_005M,B25075_006E,B25075_006M,B25075_007E,B25075_007M,B25075_008E,B25075_008M,B25075_009E,B25075_009M,B25075_010E,B25075_010M,B25075_011E,B25075_011M,B25075_012E,B25075_012M,B25075_013E,B25075_013M,B25075_014E,B25075_014M,B25075_015E,B25075_015M,B25075_016E,B25075_016M,B25075_017E,B25075_017M,B25075_018E,B25075_018M,B25075_019E,B25075_019M,B25075_020E,B25075_020M,B25075_021E,B25075_021M,B25075_022E,B25075_022M,B25075_023E,B25075_023M,B25075_024E,B25075_024M,B25075_025E,B25075_025M,Unnamed: 52,B25077_001M,B25077_001E
Geography,Geographic Area Name,Estimate!!Total,Margin of Error!!Total,"Estimate!!Total!!Less than $10,000","Margin of Error!!Total!!Less than $10,000","Estimate!!Total!!$10,000 to $14,999","Margin of Error!!Total!!$10,000 to $14,999","Estimate!!Total!!$15,000 to $19,999","Margin of Error!!Total!!$15,000 to $19,999","Estimate!!Total!!$20,000 to $24,999","Margin of Error!!Total!!$20,000 to $24,999","Estimate!!Total!!$25,000 to $29,999","Margin of Error!!Total!!$25,000 to $29,999","Estimate!!Total!!$30,000 to $34,999","Margin of Error!!Total!!$30,000 to $34,999","Estimate!!Total!!$35,000 to $39,999","Margin of Error!!Total!!$35,000 to $39,999","Estimate!!Total!!$40,000 to $49,999","Margin of Error!!Total!!$40,000 to $49,999","Estimate!!Total!!$50,000 to $59,999","Margin of Error!!Total!!$50,000 to $59,999","Estimate!!Total!!$60,000 to $69,999","Margin of Error!!Total!!$60,000 to $69,999","Estimate!!Total!!$70,000 to $79,999","Margin of Error!!Total!!$70,000 to $79,999","Estimate!!Total!!$80,000 to $89,999","Margin of Error!!Total!!$80,000 to $89,999","Estimate!!Total!!$90,000 to $99,999","Margin of Error!!Total!!$90,000 to $99,999","Estimate!!Total!!$100,000 to $124,999","Margin of Error!!Total!!$100,000 to $124,999","Estimate!!Total!!$125,000 to $149,999","Margin of Error!!Total!!$125,000 to $149,999","Estimate!!Total!!$150,000 to $174,999","Margin of Error!!Total!!$150,000 to $174,999","Estimate!!Total!!$175,000 to $199,999","Margin of Error!!Total!!$175,000 to $199,999","Estimate!!Total!!$200,000 to $249,999","Margin of Error!!Total!!$200,000 to $249,999","Estimate!!Total!!$250,000 to $299,999","Margin of Error!!Total!!$250,000 to $299,999","Estimate!!Total!!$300,000 to $399,999","Margin of Error!!Total!!$300,000 to $399,999","Estimate!!Total!!$400,000 to $499,999","Margin of Error!!Total!!$400,000 to $499,999","Estimate!!Total!!$500,000 to $749,999","Margin of Error!!Total!!$500,000 to $749,999","Estimate!!Total!!$750,000 to $999,999","Margin of Error!!Total!!$750,000 to $999,999","Estimate!!Total!!$1,000,000 or more","Margin of Error!!Total!!$1,000,000 or more",,Margin of Error!!Median value (dollars),Estimate!!Median value (dollars)
0500000US17099,"LaSalle County, Illinois",32942,1446,668,364,140,132,418,413,154,141,184,147,74,81,80,97,879,393,984,421,1237,441,1885,558,3271,854,1727,570,4100,935,3247,852,4095,771,1947,565,3101,668,1750,536,1428,501,580,281,433,237,251,171,309,336,,8350,130200
0500000US17111,"McHenry County, Illinois",90367,2266,346,302,457,243,208,318,333,246,63,109,49,82,72,118,385,378,403,410,294,287,405,232,694,387,491,309,3690,999,6252,1139,10829,1460,8411,1363,18604,1708,12931,1503,13861,1652,6727,1112,3430,900,566,291,866,455,,4939,231700
0500000US17113,"McLean County, Illinois",42229,1793,1154,393,427,193,238,181,0,267,123,106,437,234,129,154,90,83,372,189,933,407,1490,594,934,304,1695,613,5550,1030,4965,829,6730,1082,4057,876,5102,963,3467,786,2688,703,875,360,457,230,222,189,94,150,,4475,159600
0500000US17115,"Macon County, Illinois",30870,1292,829,424,224,174,440,368,207,153,966,419,751,290,693,264,1406,542,1486,515,1988,562,2656,644,3469,707,1740,544,3911,966,2746,664,2232,646,961,384,1231,459,1240,393,1021,482,229,203,239,178,96,129,109,129,,5134,91800
0500000US17119,"Madison County, Illinois",78850,2323,677,421,1034,450,1036,460,663,321,356,236,1344,567,664,325,2116,738,3010,769,3596,811,3729,882,5829,1159,5390,1082,10131,1650,7096,1050,9035,1299,5254,1014,8207,1303,4237,912,3472,852,1081,467,680,331,112,124,101,121,,5953,124700
0500000US17143,"Peoria County, Illinois",50983,3073,209,221,812,492,687,364,290,201,520,343,352,215,702,384,1060,411,1680,634,1633,530,3509,932,3930,868,3171,695,7473,1568,5530,985,4688,945,3214,847,3842,769,3370,615,2563,579,731,313,659,341,243,197,115,143,,4921,123200
0500000US17161,"Rock Island County, Illinois",43622,1794,583,352,539,369,114,114,294,223,128,102,836,409,119,195,852,441,1346,435,2685,674,3589,740,3380,745,3855,944,6752,1126,4439,1093,3307,723,2711,772,2984,618,1812,519,1592,603,974,391,409,247,65,89,257,350,,4763,113000
0500000US17163,"St. Clair County, Illinois",67600,2278,1223,492,1232,503,1424,537,539,342,600,290,1055,400,639,469,2608,645,2393,716,2816,622,3730,1044,4494,1044,3544,806,7522,1274,5559,925,6296,1231,5184,1065,6398,1148,4181,858,3896,1003,1214,537,441,261,163,164,449,347,,6506,124900
0500000US17167,"Sangamon County, Illinois",57033,2226,1309,473,489,294,441,290,610,290,312,217,496,307,1073,466,1617,637,1428,466,1886,581,3723,842,4432,1025,4112,856,7816,1215,6896,1222,4520,979,3310,764,5039,925,3049,567,2382,583,589,275,889,408,294,272,321,218,,5389,121100
0500000US17179,"Tazewell County, Illinois",42253,1739,157,200,339,274,158,173,139,137,121,126,95,113,204,185,1034,607,636,343,1038,399,2387,817,2998,697,3406,832,6747,1128,4319,851,5152,984,3338,674,4788,907,1988,634,2497,844,403,304,238,199,0,267,71,95,,7122,134700
0500000US17183,"Vermilion County, Illinois",21883,1224,773,411,104,96,858,514,733,395,487,413,306,236,859,376,2046,583,1701,438,2455,620,1545,451,1170,285,1296,391,2397,569,1773,491,1246,508,569,308,735,399,492,323,138,132,118,122,0,267,0,267,82,102,,6454,74000
0500000US17197,"Will County, Illinois",182449,3150,510,280,465,280,1432,602,556,298,566,422,396,310,186,231,697,329,832,486,898,442,1473,525,1694,641,2290,761,8805,1370,11603,1575,20645,1958,19514,1978,34354,2535,23899,2276,27073,1950,12290,1478,9772,1187,1815,726,684,369,,3880,227200
0500000US17199,"Williamson County, Illinois",19346,1233,627,367,310,305,118,106,1052,430,656,375,492,273,107,131,1047,385,1380,523,1410,480,1340,602,1102,515,972,466,2250,567,1457,542,1541,539,512,340,1280,448,522,304,747,421,311,308,0,267,0,267,113,186,,8430,90300
0500000US17201,"Winnebago County, Illinois",75730,2353,1222,602,567,324,286,261,604,371,392,269,138,134,255,208,891,382,1910,588,3453,941,3797,799,4887,1073,6451,1178,10749,1421,11527,1235,11116,1390,4843,887,5451,1020,3491,883,2096,625,931,448,284,240,235,173,154,152,,3473,129900
0500000US18003,"Allen County, Indiana",95499,2798,1992,576,1034,431,1063,571,748,302,1327,574,817,344,483,303,1768,554,3816,941,4267,886,6536,976,8433,1442,9250,1210,12883,1645,11965,1486,8023,1206,4896,1159,6160,1112,3123,796,3990,908,1403,543,1122,444,175,162,225,209,,4041,112100
0500000US18005,"Bartholomew County, Indiana",20877,1526,572,341,327,247,52,92,180,211,200,199,237,198,0,267,162,133,633,439,458,206,875,374,1166,535,1206,390,2765,628,2952,877,2963,827,955,422,1971,556,958,365,1346,549,346,213,439,274,59,95,55,87,,8871,138600
0500000US18019,"Clark County, Indiana",30944,1492,262,185,209,182,458,302,213,188,91,114,200,168,85,139,202,172,60,102,922,417,930,432,2387,964,1858,537,6207,1066,4529,1016,4760,1039,2124,571,2088,547,1344,416,1023,338,400,279,326,314,140,162,126,198,,6440,132700
0500000US18035,"Delaware County, Indiana",29648,1402,699,338,464,247,542,299,722,410,772,337,383,209,346,227,998,345,1872,665,1796,600,1823,607,2923,689,3102,889,4094,907,3367,916,1790,614,1203,427,1297,551,714,324,614,313,54,96,73,120,0,267,0,267,,3171,94800
0500000US18039,"Elkhart County, Indiana",48734,2312,547,331,487,350,354,253,768,458,104,138,343,361,45,78,897,508,1340,513,1940,718,2807,911,3375,924,4790,1096,6254,1324,6748,1314,6148,1134,2587,816,4056,893,1775,546,1648,517,972,581,374,242,168,199,207,200,,5975,126200
0500000US18043,"Floyd County, Indiana",20333,1772,41,64,0,267,22,38,94,130,175,172,0,267,131,168,239,233,435,283,553,317,977,503,1033,451,1426,532,2765,657,2138,607,2869,658,1830,630,2339,729,1487,532,1328,604,192,190,107,166,59,133,93,169,,7525,151200
0500000US18053,"Grant County, Indiana",19260,1206,645,317,461,400,618,369,403,278,362,238,221,200,209,160,1066,391,1719,597,2476,663,1956,599,1518,485,1295,411,2058,655,1394,510,1249,472,404,285,429,224,381,328,272,234,65,104,0,267,0,267,59,101,,4357,77400
0500000US18057,"Hamilton County, Indiana",79865,2155,427,358,222,213,226,218,0,267,67,73,414,426,210,285,155,181,437,281,480,264,488,315,989,420,1915,805,4829,895,7568,1379,9772,1591,7302,1179,12953,1468,9033,1555,11185,1475,4387,965,4794,1045,1246,499,766,322,,7847,217300
0500000US18059,"Hancock County, Indiana",20450,950,152,114,152,178,0,267,251,184,0,267,41,49,213,333,152,135,226,235,391,292,476,273,589,364,1085,468,2360,668,2411,700,3020,664,2165,652,2768,810,1938,656,1365,676,351,259,164,145,180,175,0,267,,7518,164500
0500000US18063,"Hendricks County, Indiana",43183,1502,274,239,431,289,212,196,75,127,0,267,126,158,0,267,42,51,483,291,96,98,70,116,1221,484,1362,550,7606,1177,6336,1279,6550,1315,4890,916,5103,803,3662,743,2871,749,869,413,662,316,121,152,121,173,,4597,162400
0500000US18067,"Howard County, Indiana",23627,1358,637,321,107,138,268,248,393,403,111,106,290,229,230,172,1199,572,1124,330,1446,521,1971,563,1705,603,2355,692,3484,742,2286,728,2003,516,972,465,1623,681,443,178,524,345,192,166,93,113,171,155,0,267,,6621,99900
0500000US18081,"Johnson County, Indiana",39911,1914,885,429,387,273,187,280,119,141,157,249,250,296,314,313,181,171,62,103,917,504,1469,657,2356,725,2652,697,7224,1387,4877,1009,5061,1059,3357,897,3375,918,1891,620,2489,769,1252,486,361,292,0,267,88,153,,7036,139300
0500000US18085,"Kosciusko County, Indiana",21572,1499,521,309,434,439,700,365,35,45,169,174,405,310,12,20,284,210,95,105,565,255,1062,448,1208,502,1321,529,2668,758,2114,631,2264,613,1731,560,2202,695,1059,495,1699,546,320,218,340,278,122,156,242,242,,12246,140500
0500000US18089,"Lake County, Indiana",126032,3572,1388,560,1164,508,881,342,1261,470,870,493,727,389,937,481,4195,991,4353,851,5011,1226,4441,1003,6463,1174,7078,1258,15381,1949,13475,1467,16268,1751,10180,1533,13797,1771,8014,1135,6984,990,1480,626,1379,588,0,267,305,232,,4319,141400
0500000US18091,"LaPorte County, Indiana",31367,2043,503,329,165,164,459,280,189,156,129,139,43,74,141,161,384,250,778,357,1772,573,2022,862,2909,752,1881,642,4194,872,3713,747,4138,779,1644,543,2376,572,1553,559,1204,387,611,445,398,202,76,74,85,111,,7751,125800
0500000US18095,"Madison County, Indiana",35707,1745,847,359,768,501,158,154,472,317,860,608,824,406,123,132,1791,600,2049,599,2807,791,3125,811,3625,804,2618,643,4470,811,4559,954,2431,521,756,360,1643,541,565,284,597,293,172,135,428,319,0,267,19,31,,4268,91600
0500000US18097,"Marion County, Indiana",204452,4337,2899,941,2410,697,1510,608,1001,389,751,421,3171,858,1572,559,4609,1022,8047,1300,10401,1288,10542,1403,12356,1534,15896,1674,37121,2682,27749,2566,20242,2108,12153,1642,12097,1376,6623,998,5426,1072,2879,791,2948,820,1059,413,990,368,,2028,118200
0500000US18105,"Monroe County, Indiana",29354,1576,673,406,523,391,180,168,109,124,242,271,0,267,0,267,0,267,217,187,891,513,543,290,1224,523,2038,575,4023,921,3400,845,2712,642,2106,583,3546,916,1822,562,2785,783,905,431,1028,493,44,74,343,258,,10967,155700
0500000US18109,"Morgan County, Indiana",19645,1274,299,373,201,191,109,136,209,198,75,128,173,165,52,89,214,219,213,221,500,336,661,330,718,306,1460,536,2952,984,2291,759,3004,854,1366,544,1645,482,1714,724,628,365,370,246,199,279,46,79,546,474,,10261,146700
0500000US18127,"Porter County, Indiana",46879,1474,837,403,815,547,361,278,181,180,165,161,217,171,176,167,214,204,248,209,268,169,469,318,784,466,2286,751,5389,1076,5147,1115,8032,1181,4796,927,5862,1003,5118,793,2584,600,1323,481,965,454,234,163,408,256,,4044,168300
0500000US18141,"St. Joseph County, Indiana",68898,2305,581,293,564,377,290,192,436,242,554,362,991,408,437,255,1627,592,2932,800,3319,768,4910,864,4874,863,5098,929,9025,1200,8061,1187,7873,1121,5477,1049,5205,987,2639,744,2481,655,489,270,854,441,32,54,149,148,,4651,121700
0500000US18157,"Tippecanoe County, Indiana",36718,1690,1313,652,205,168,124,140,109,123,69,112,0,267,0,267,160,226,484,315,1341,527,2189,612,1888,616,2882,759,6793,1160,4922,1043,2570,723,2731,663,3203,760,1837,527,1917,521,660,344,1024,649,140,170,157,183,,6879,129100
0500000US18163,"Vanderburgh County, Indiana",48864,2121,453,286,457,272,572,330,257,189,423,235,751,363,418,276,1565,528,1416,519,2998,866,3595,692,3210,731,3914,942,6344,1243,5179,956,5447,924,3164,681,4371,1004,1564,474,1695,536,566,304,170,153,210,186,125,131,,5208,117400
0500000US18167,"Vigo County, Indiana",24687,1567,666,361,184,145,308,306,699,387,725,434,480,342,94,114,1635,482,1186,481,1965,600,1740,513,2008,581,1986,559,2940,714,1984,519,2388,794,899,655,734,363,753,393,347,266,209,183,757,526,0,267,0,267,,5756,93300
0500000US18177,"Wayne County, Indiana",18105,1179,216,169,443,355,297,304,433,337,96,122,393,232,402,243,866,427,863,343,1292,463,1778,547,1139,419,1604,549,2069,575,2237,629,1074,478,608,359,993,343,556,299,293,284,250,229,56,90,0,267,147,170,,4981,95200
0500000US19013,"Black Hawk County, Iowa",33430,1785,362,228,577,292,182,226,169,160,196,167,425,256,219,207,1105,368,1263,526,1387,417,1881,641,2226,620,2014,513,5641,832,4050,914,3508,702,1642,610,3216,790,1191,381,1183,378,485,243,318,269,83,134,107,125,,4303,120900
0500000US19049,"Dallas County, Iowa",20130,1184,191,159,234,222,155,160,131,141,63,86,71,106,211,243,338,310,273,267,373,315,346,230,975,382,944,355,2264,576,2365,763,1271,427,1658,449,2666,699,1792,659,2103,547,741,356,648,303,317,255,0,228,,15081,172900
0500000US19061,"Dubuque County, Iowa",27610,1083,309,210,440,348,162,166,295,203,104,114,148,150,109,129,539,399,433,274,180,156,852,385,1634,551,1388,428,3965,664,3239,768,3861,878,2416,625,2812,697,2671,684,1285,481,175,140,508,396,33,54,52,89,,6262,150100
0500000US19103,"Johnson County, Iowa",30680,1547,615,496,527,378,442,342,448,349,119,144,153,156,45,76,0,228,127,153,191,179,270,233,527,271,682,334,2563,696,2998,857,3646,789,3271,686,4852,971,3050,636,3714,845,1435,462,526,326,153,148,326,242,,7792,190200
0500000US19113,"Linn County, Iowa",63062,2124,1148,573,1014,436,765,335,265,225,590,356,425,344,141,167,589,365,810,439,939,469,2130,523,2523,716,3495,827,10756,1319,10739,1585,6584,927,5029,1036,6911,1055,3243,626,2800,636,1139,457,670,331,166,195,191,175,,3275,138800
0500000US19153,"Polk County, Iowa",119271,2714,1058,566,1014,481,1502,507,514,264,632,368,295,223,479,428,1335,653,1782,737,2239,820,3505,946,4744,1015,5881,1102,17091,1800,17116,1871,15186,1661,12451,1609,14135,1646,7351,1315,5885,1001,2164,685,1953,662,360,305,599,426,,3251,150800
0500000US19155,"Pottawattamie County, Iowa",26380,1226,135,122,375,363,408,368,175,148,75,92,321,197,83,126,580,383,666,312,1029,461,1349,576,2029,605,2518,641,2738,707,3152,681,2267,618,2483,639,1938,577,1372,387,1441,517,335,217,823,457,47,79,41,41,,7848,130600
0500000US19163,"Scott County, Iowa",47675,1644,337,170,534,306,409,289,268,199,60,101,240,240,294,247,712,273,735,292,1347,522,1451,538,1937,644,2965,840,7553,1100,7090,1026,4739,980,3182,743,5174,938,3371,876,3257,664,893,347,834,355,0,228,293,183,,4555,142600
0500000US19169,"Story County, Iowa",18667,1170,316,250,398,294,113,111,61,46,78,100,62,96,149,147,342,315,121,91,332,194,414,286,518,234,906,312,2217,579,2179,573,3149,616,1381,401,2692,590,1141,403,1416,385,248,163,434,308,0,228,0,228,,5276,159000
0500000US19193,"Woodbury County, Iowa",25577,1497,730,471,393,236,307,221,415,341,473,255,195,178,453,291,755,341,1180,549,1536,508,2597,823,2148,622,1881,586,3512,794,2844,688,1667,528,865,363,1631,497,838,367,763,369,145,133,169,172,38,65,42,70,,6224,98500
0500000US20015,"Butler County, Kansas",18844,1253,231,161,208,196,152,141,69,83,302,337,321,287,316,225,653,319,658,314,610,274,1168,446,1241,571,920,400,2416,606,1546,502,2442,610,1792,558,1383,493,766,360,514,267,215,225,416,314,93,116,412,410,,15527,127500
0500000US20045,"Douglas County, Kansas",20918,1616,566,441,238,257,116,129,35,66,0,248,0,248,0,248,0,248,0,248,216,180,459,390,165,203,560,347,1878,560,2310,619,2607,666,2600,611,3469,778,2002,641,2166,589,840,383,417,292,226,192,48,79,,8686,187600
0500000US20091,"Johnson County, Kansas",150631,2888,703,419,278,185,1041,452,540,371,174,165,60,99,360,300,547,334,290,293,319,232,761,401,756,303,1817,759,7095,1271,12358,1838,22208,1777,21847,2044,26859,2107,17641,1815,17192,1703,8734,1293,5286,937,2252,595,1513,534,,4050,207700
0500000US20103,"Leavenworth County, Kansas",16669,1309,232,190,247,283,0,248,0,248,136,226,537,332,0,248,85,98,564,401,272,163,548,314,516,370,549,282,1235,531,2166,672,1929,600,1852,656,2760,728,1043,430,896,417,424,279,640,550,0,248,38,67,,11807,166200
0500000US20161,"Riley County, Kansas",10867,1062,190,180,40,74,329,257,137,178,0,248,26,56,82,130,531,491,161,194,365,273,146,147,195,152,217,184,1087,493,1540,580,1273,437,849,395,1618,597,932,377,462,244,452,306,170,167,0,248,65,108,,15064,157600
0500000US20173,"Sedgwick County, Kansas",125023,3391,1395,697,1069,456,899,606,935,386,1115,679,993,397,1355,648,3217,860,5992,1292,4694,1008,8683,1559,8919,1408,9500,1487,15591,1959,15713,1616,14311,2022,6667,1197,10102,1450,5273,950,4477,814,1825,611,1207,406,571,323,520,311,,3377,122000
0500000US20177,"Shawnee County, Kansas",46484,2080,1401,731,361,237,326,230,610,416,580,461,534,282,674,410,1155,394,2387,643,2142,607,2424,659,3170,720,2456,659,5986,1031,5966,1045,4603,1026,3270,754,3630,686,2534,723,1270,490,517,301,476,369,12,21,0,248,,5643,121000
0500000US20209,"Wyandotte County, Kansas",33557,1935,1155,423,255,179,302,237,257,242,797,276,615,350,565,311,1491,566,2014,663,1821,732,2832,688,2715,820,2658,739,5464,910,3753,885,2010,521,1262,470,1318,569,1021,389,450,232,190,304,130,170,65,110,417,292,,4478,97400
0500000US21015,"Boone County, Kentucky",31971,1686,320,298,309,233,205,284,260,199,123,150,0,271,40,66,42,71,200,322,339,297,623,434,766,510,570,353,2923,807,3961,859,4376,939,3198,839,5739,904,3012,810,2777,803,1056,478,899,406,41,74,192,190,,8639,182300
0500000US21029,"Bullitt County, Kentucky",23283,1035,280,247,489,330,372,285,324,224,372,348,111,129,0,271,306,202,409,359,50,84,732,394,450,231,1581,642,3194,852,2881,821,2893,754,2619,749,2649,769,1761,450,1077,401,418,308,84,99,106,180,125,145,,8712,150800
0500000US21037,"Campbell County, Kentucky",24042,1570,371,242,325,213,64,108,311,235,0,271,101,127,32,53,168,146,293,243,742,279,714,378,1365,511,1014,395,3198,625,3785,707,2981,738,1818,630,2837,656,2019,596,911,398,288,211,459,354,100,89,146,148,,5771,147300
0500000US21047,"Christian County, Kentucky",15334,1312,328,251,149,167,0,271,0,271,474,338,132,209,180,154,619,386,525,240,1464,699,941,498,1399,623,1070,478,2223,762,1531,534,1186,442,647,323,1257,527,519,282,388,286,218,227,84,103,0,271,0,271,,9634,104300
0500000US21059,"Daviess County, Kentucky",25481,1598,410,265,232,178,290,202,139,174,459,309,336,248,0,271,754,362,1200,439,1656,631,1772,497,2495,598,1858,600,3340,793,2910,727,1796,668,1600,564,1962,596,717,391,613,339,591,334,213,181,46,66,92,108,,6713,108500
0500000US21067,"Fayette County, Kentucky",65391,2792,485,250,303,204,365,261,300,249,256,281,165,172,120,187,239,191,272,302,787,501,1163,519,1673,642,2402,657,7946,1045,11913,1478,9054,1229,4056,995,7173,1062,6505,1087,5049,1002,1872,550,2322,643,390,257,581,295,,4351,161900
0500000US21093,"Hardin County, Kentucky",25737,1806,404,207,113,143,120,139,249,215,256,242,335,247,519,357,611,374,431,294,911,493,1313,663,1059,429,1526,717,3013,785,2722,825,3428,920,1946,596,2556,660,1769,694,1332,510,463,334,581,499,38,65,42,67,,9834,143400
0500000US21111,"Jefferson County, Kentucky",191794,4172,1440,651,1973,587,1521,580,1488,483,451,250,731,342,483,300,1782,568,2767,820,4218,985,6068,1070,8638,1115,10283,1427,28049,2426,25903,2152,23494,2288,12978,1469,19115,1924,13887,1432,13103,1434,6248,1022,3791,681,1764,488,1619,613,,2442,150100
0500000US21117,"Kenton County, Kentucky",42093,1899,515,356,391,244,222,172,115,142,0,271,183,257,360,332,677,301,390,271,595,297,1729,531,2590,647,2004,716,6754,1300,5532,951,5278,1033,3192,717,4633,967,2734,756,2492,568,889,376,471,251,299,270,48,79,,6030,145400
0500000US21145,"McCracken County, Kentucky",19202,1403,1016,458,271,294,319,249,668,487,310,317,226,202,185,194,943,422,424,286,1059,487,891,475,841,347,723,419,1915,812,2650,793,1539,528,1383,487,1378,526,863,488,844,366,449,266,207,201,0,271,98,121,,10414,122500
0500000US21151,"Madison County, Kentucky",18864,1711,554,470,343,281,289,273,309,401,450,385,361,298,251,198,244,192,808,520,252,206,320,203,613,373,967,512,1845,590,2289,735,2305,738,1986,821,1912,837,734,407,1053,449,362,211,427,304,130,138,60,104,,12189,144900
0500000US21195,"Pike County, Kentucky",17895,1149,1622,603,957,405,479,239,1042,454,874,529,998,389,309,278,1723,590,1294,500,1143,502,1520,521,926,493,579,318,1376,561,464,241,705,331,151,154,683,342,590,346,265,211,92,123,87,106,0,271,16,30,,8755,57300
0500000US21227,"Warren County, Kentucky",25045,1516,431,240,130,137,242,224,51,84,195,187,98,177,319,305,36,58,915,389,876,421,902,469,993,363,1100,468,3875,903,3768,868,3307,694,1591,524,1700,479,1927,515,1148,470,574,264,255,226,221,202,391,393,,6803,140700
0500000US22005,"Ascension Parish, Louisiana",29696,1965,291,236,658,540,663,467,414,390,242,262,515,370,94,165,741,534,288,202,755,565,1118,555,916,485,835,487,1922,666,2008,726,4754,1300,2220,909,3847,977,1638,676,3253,962,1371,679,278,248,597,377,278,252,,6024,167800
0500000US22015,"Bossier Parish, Louisiana",29602,1892,1721,644,632,543,641,478,233,303,479,371,298,221,445,411,611,411,737,440,735,548,1166,574,926,420,1454,582,3306,714,3035,872,2781,880,2319,773,3347,898,1618,621,1756,610,636,455,442,239,0,281,284,262,,10124,136700
0500000US22017,"Caddo Parish, Louisiana",60686,2497,1384,627,1479,712,781,365,1118,413,754,329,2019,779,1235,453,3486,778,2283,760,1927,492,2293,675,3114,944,2939,845,6676,1400,5888,1141,6484,1252,4019,1001,4851,1127,2829,751,2261,581,861,376,1157,592,352,214,496,447,,6769,120700
0500000US22019,"Calcasieu Parish, Louisiana",54555,2069,854,399,1294,735,705,431,829,486,1348,717,699,404,829,447,2284,696,1808,679,1736,526,3157,838,4315,912,3092,902,5697,994,4736,1183,4897,925,4465,1027,5082,1065,2962,887,2191,742,703,379,525,307,0,281,347,253,,7520,119000
0500000US22033,"East Baton Rouge Parish, Louisiana",101199,3198,1234,619,884,466,1167,416,731,375,177,146,831,419,604,439,1518,577,1712,684,1940,569,3265,801,3571,923,3658,832,9480,1566,11248,1637,12774,1572,8819,1351,13522,1558,8102,1359,7728,1440,4112,1009,2407,805,1259,459,456,297,,4401,166800
0500000US22045,"Iberia Parish, Louisiana",18398,1374,852,558,459,377,739,496,581,461,78,102,366,385,281,339,186,186,284,233,795,444,1303,520,1076,576,1851,789,1942,766,1283,618,1893,713,971,503,1436,740,854,379,723,419,188,233,135,137,69,116,53,95,,13141,104500
0500000US22051,"Jefferson Parish, Louisiana",106180,2843,776,389,808,491,814,379,631,365,203,257,164,233,233,173,477,302,727,460,1178,553,2632,632,2059,594,3350,898,10288,1504,12214,1566,18318,1778,11175,1641,15252,1641,8518,1172,9379,1450,2870,733,2513,762,894,483,707,463,,3013,172600
0500000US22055,"Lafayette Parish, Louisiana",53650,2380,1143,569,404,295,1147,553,291,306,459,305,897,449,423,346,1083,422,1649,705,822,363,2097,698,1607,658,1852,817,3744,962,5793,1186,6540,1346,6210,1166,5367,1246,4683,979,3858,711,1826,701,927,470,357,267,471,304,,5723,163100
0500000US22057,"Lafourche Parish, Louisiana",27744,1610,1217,461,656,382,373,250,376,323,106,147,415,416,560,400,432,310,840,397,1467,603,904,418,1329,603,1371,567,3284,900,2477,719,3257,1024,1455,653,2341,638,2007,734,1636,602,186,153,342,223,236,362,477,439,,13841,130500
0500000US22063,"Livingston Parish, Louisiana",37246,1946,941,407,556,536,293,287,1022,465,725,423,758,500,272,366,1055,680,832,527,205,183,1004,518,2061,770,895,383,4403,1261,3493,818,5477,1032,3697,1143,4812,1013,2044,759,1443,585,628,509,630,370,0,281,0,281,,8902,150500
0500000US22071,"Orleans Parish, Louisiana",71457,2896,302,191,424,341,717,410,366,229,289,240,384,239,58,99,679,396,572,354,1726,589,2330,758,2498,836,2889,854,6866,1158,5954,1049,9412,1371,6038,1075,7858,1311,5971,1119,6394,974,3501,734,3897,747,1601,620,731,431,,6495,176200
0500000US22073,"Ouachita Parish, Louisiana",34722,2256,1103,455,396,245,1455,705,1027,538,814,457,564,305,135,133,2165,709,1793,818,1930,696,1729,628,1161,483,962,356,3571,825,3601,975,3424,946,2090,626,2901,798,1489,522,726,323,556,280,466,302,142,132,522,450,,9555,114900
0500000US22079,"Rapides Parish, Louisiana",30866,2197,401,255,897,463,560,332,745,424,656,365,116,107,308,215,871,420,1622,718,949,635,2157,783,1593,496,1199,429,4155,982,2569,749,2987,921,2192,738,2989,1040,1507,509,1471,675,128,132,327,212,352,394,115,164,,8137,120200
0500000US22097,"St. Landry Parish, Louisiana",22060,1405,938,475,877,448,1194,520,651,334,487,252,950,435,359,302,1229,541,1721,663,1443,513,1522,653,1464,606,1012,397,1794,649,1121,386,1290,476,997,521,1519,559,507,290,545,290,366,304,0,281,40,69,34,57,,7619,77800
0500000US22103,"St. Tammany Parish, Louisiana",67942,2310,760,402,197,208,617,327,328,256,420,322,865,555,69,90,823,420,495,301,710,395,646,453,1664,731,966,470,3407,988,5720,950,7738,1417,6074,1175,12362,1504,8926,1515,8924,1460,3313,896,2152,727,242,218,524,358,,7304,210000
0500000US22105,"Tangipahoa Parish, Louisiana",28350,2141,1631,822,1327,606,611,509,347,288,207,173,738,516,464,531,298,265,550,326,898,421,2192,945,1963,705,335,355,2749,904,1704,658,2698,819,1433,602,3563,1077,2172,744,1338,591,564,369,380,309,0,281,188,246,,15480,124000
0500000US22109,"Terrebonne Parish, Louisiana",28270,1879,740,490,807,517,644,651,485,346,356,315,392,316,597,382,753,467,744,435,1404,614,1706,662,1453,588,1329,451,2757,780,2763,955,2682,737,1203,547,3276,937,1881,587,787,490,837,577,407,262,80,129,187,219,,11935,124900
