GEO_ID,NAME,B25075_001E,B25075_001M,B25075_002E,B25075_002M,B25075_003E,B25075_003M,B25075_004E,B25075_004M,B25075_005E,B25075_005M,B25075_006E,B25075_006M,B25075_007E,B25075_007M,B25075_008E,B25075_008M,B25075_009E,B25075_009M,B25075_010E,B25075_010M,B25075_011E,B25075_011M,B25075_012E,B25075_012M,B25075_013E,B25075_013M,B25075_014E,B25075_014M,B25075_015E,B25075_015M,B25075_016E,B25075_016M,B25075_017E,B25075_017M,B25075_018E,B25075_018M,B25075_019E,B25075_019M,B25075_020E,B25075_020M,B25075_021E,B25075_021M,B25075_022E,B25075_022M,B25075_023E,B25075_023M,B25075_024E,B25075_024M,B25075_025E,B25075_025M,Unnamed: 52,B25077_001M,B25077_001E
Geography,Geographic Area Name,Estimate!!Total,Margin of Error!!Total,"Estimate!!Total!!Less than $10,000","Margin of Error!!Total!!Less than $10,000","Estimate!!Total!!$10,000 to $14,999","Margin of Error!!Total!!$10,000 to $14,999","Estimate!!Total!!$15,000 to $19,999","Margin of Error!!Total!!$15,000 to $19,999","Estimate!!Total!!$20,000 to $24,999","Margin of Error!!Total!!$20,000 to $24,999","Estimate!!Total!!$25,000 to $29,999","Margin of Error!!Total!!$25,000 to $29,999","Estimate!!Total!!$30,000 to $34,999","Margin of Error!!Total!!$30,000 to $34,999","Estimate!!Total!!$35,000 to $39,999","Margin of Error!!Total!!$35,000 to $39,999","Estimate!!Total!!$40,000 to $49,999","Margin of Error!!Total!!$40,000 to $49,999","Estimate!!Total!!$50,000 to $59,999","Margin of Error!!Total!!$50,000 to $59,999","Estimate!!Total!!$60,000 to $69,999","Margin of Error!!Total!!$60,000 to $69,999","Estimate!!Total!!$70,000 to $79,999","Margin of Error!!Total!!$70,000 to $79,999","Estimate!!Total!!$80,000 to $89,999","Margin of Error!!Total!!$80,000 to $89,999","Estimate!!Total!!$90,000 to $99,999","Margin of Error!!Total!!$90,000 to $99,999","Estimate!!Total!!$100,000 to $124,999","Margin of Error!!Total!!$100,000 to $124,999","Estimate!!Total!!$125,000 to $149,999","Margin of Error!!Total!!$125,000 to $149,999","Estimate!!Total!!$150,000 to $174,999","Margin of Error!!Total!!$150,000 to $174,999","Estimate!!Total!!$175,000 to $199,999","Margin of Error!!Total!!$175,000 to $199,999","Estimate!!Total!!$200,000 to $249,999","Margin of Error!!Total!!$200,000 to $249,999","Estimate!!Total!!$250,000 to $299,999","Margin of Error!!Total!!$250,000 to $299,999","Estimate!!Total!!$300,000 to $399,999","Margin of Error!!Total!!$300,000 to $399,999","Estimate!!Total!!$400,000 to $499,999","Margin of Error!!Total!!$400,000 to $499,999","Estimate!!Total!!$500,000 to $749,999","Margin of Error!!Total!!$500,000 to $749,999","Estimate!!Total!!$750,000 to $999,999","Margin of Error!!Total!!$750,000 to $999,999","Estimate!!Total!!$1,000,000 or more","Margin of Error!!Total!!$1,000,000 or more",,Margin of Error!!Median value (dollars),Estimate!!Median value (dollars)
0100000US,United States,74873372,216091,1048918,15006,756419,13731,679896,13107,678048,13709,613570,12987,734025,14538,517469,10837,1410871,17590,1711458,22237,1971432,22035,2357938,23900,2793708,27929,2535156,26050,6395681,43204,5597338,35580,6726744,45166,4647865,35627,7948462,44256,6001587,41544,7756303,45366,4163942,29610,4626486,27883,1641595,17969,1558461,16254,,292,179900
0500000US01003,"Baldwin County, Alabama",48864,2663,1431,675,699,496,722,590,1239,742,468,286,825,458,67,108,965,480,405,236,983,490,1477,598,768,411,1667,688,3313,933,3920,989,5279,1233,4595,1043,5655,1045,4378,1144,4017,920,2594,701,2368,728,512,329,517,300,,9484,176100
0500000US01015,"Calhoun County, Alabama",30941,1595,1707,722,653,352,1048,507,404,393,1182,621,1235,433,383,338,964,362,1282,466,1522,663,2105,643,1297,659,1314,577,3723,958,3601,783,2396,655,1486,592,1622,627,1717,668,814,389,167,172,158,181,78,166,83,137,,8268,102500
0500000US01043,"Cullman County, Alabama",22316,1615,608,371,616,353,588,456,302,220,340,285,421,287,915,501,1576,755,879,428,1065,465,2473,896,1957,784,1206,552,1483,564,1634,583,1761,622,1567,518,1011,313,759,405,709,340,50,86,218,187,121,149,57,85,,6443,87000
0500000US01049,"DeKalb County, Alabama",20516,1443,374,294,577,401,541,392,616,364,300,283,555,462,486,391,584,345,2350,826,1759,703,1279,465,1272,495,723,504,2307,772,1837,670,1450,574,296,209,1272,688,685,375,640,335,0,273,258,403,243,221,112,131,,9306,86600
0500000US01051,"Elmore County, Alabama",22505,1706,331,226,684,419,319,188,429,331,559,373,175,165,55,63,462,387,799,515,968,494,1014,467,895,492,500,279,1193,400,3255,808,2121,768,1973,707,2447,735,2052,627,1206,552,447,289,117,128,355,277,149,148,,9054,147000
0500000US01055,"Etowah County, Alabama",29389,1369,510,303,597,481,706,447,555,275,983,465,1203,642,973,460,1528,489,1347,577,2029,669,2268,652,1865,613,770,315,3747,873,2880,874,2624,563,694,321,1727,628,1032,531,682,328,185,148,256,208,83,103,145,156,,12646,91700
0500000US01069,"Houston County, Alabama",25760,1022,664,364,240,175,499,186,242,94,662,243,588,360,446,226,511,219,1117,314,1251,325,1329,353,1403,256,1560,372,2347,285,2301,412,3074,679,1737,419,2293,497,1256,312,1242,434,369,158,410,196,142,82,77,50,,8711,125300
0500000US01073,"Jefferson County, Alabama",166240,3976,1603,547,1193,447,1705,634,1724,634,1995,693,1756,698,1870,778,5411,1085,6716,1137,6792,1253,9817,1399,9090,1711,7615,1344,15916,1555,15033,1772,14424,1540,11008,1455,15150,1823,11412,1528,11893,1636,3942,789,5078,989,2873,838,2224,637,,3691,141500
0500000US01077,"Lauderdale County, Alabama",27957,1394,923,469,531,439,311,219,411,351,142,140,123,136,233,208,563,302,708,338,2885,862,1550,653,2143,757,1795,627,4127,881,1959,741,2339,564,1127,524,2433,855,1126,464,1066,523,583,394,466,285,109,135,304,233,,7352,110100
0500000US01081,"Lee County, Alabama",35050,1625,2146,886,564,304,1043,615,308,250,253,303,574,445,195,191,987,447,271,223,824,397,1303,681,1054,430,1178,501,2940,836,3633,944,3367,791,2997,668,4208,906,2104,591,2812,645,977,394,960,445,235,240,117,151,,9106,151900
0500000US01083,"Limestone County, Alabama",25138,1466,872,553,330,252,330,313,407,315,229,228,464,319,508,380,944,505,803,584,1101,696,1472,533,936,418,1809,666,2307,662,1929,673,1871,610,1714,634,2967,785,1263,451,1553,521,698,444,592,387,0,273,39,67,,15756,125700
0500000US01089,"Madison County, Alabama",91760,2339,1181,581,379,306,943,399,426,376,390,279,638,248,359,249,1328,519,1776,498,3759,902,2567,772,4346,967,4012,1022,8788,1272,7641,1067,10095,1430,7344,1253,12017,1403,7645,1086,8215,1227,3365,941,2986,909,894,386,666,293,,4864,168200
0500000US01095,"Marshall County, Alabama",24796,1580,784,485,446,421,843,486,431,327,412,318,616,291,90,112,796,447,1211,502,967,483,1799,685,1391,638,1544,644,2644,705,2621,870,2680,634,856,399,1213,505,1197,552,1453,497,245,211,336,256,120,148,101,130,,12254,110100
0500000US01097,"Mobile County, Alabama",103152,3526,1928,707,1053,441,1407,461,962,379,2242,857,1136,486,1100,682,2316,734,4214,1010,3684,870,4810,1118,5537,1110,6198,1268,11671,1472,12292,1582,12243,1664,7423,1367,8070,1373,5283,1088,4415,940,2010,576,1863,660,404,239,891,521,,4737,131800
0500000US01101,"Montgomery County, Alabama",52533,1922,915,382,678,340,693,413,708,387,446,246,199,244,602,342,1072,443,2437,753,2153,592,2352,744,3150,864,3581,976,6382,1104,5312,1029,3652,812,3304,649,4556,950,1939,711,3907,831,2170,692,1500,575,291,220,534,324,,6335,129300
0500000US01103,"Morgan County, Alabama",33280,1514,882,488,265,269,329,342,601,308,0,273,355,328,382,270,717,376,1015,608,1389,551,1830,567,2250,741,2374,609,3836,870,3281,717,3482,856,2021,763,3516,989,1957,696,1238,479,569,337,275,204,0,273,716,490,,8225,128200
0500000US01115,"St. Clair County, Alabama",27740,1778,752,460,593,406,228,220,203,140,667,404,670,488,493,405,1232,506,1531,800,1676,790,1082,686,822,414,388,262,3176,1006,1995,747,3500,929,1629,627,2433,662,1716,651,1947,831,525,272,230,232,0,273,252,245,,15928,129500
0500000US01117,"Shelby County, Alabama",57836,1831,149,149,588,405,819,573,212,200,702,466,515,339,181,227,313,239,922,634,496,393,598,349,677,406,673,417,3961,844,6478,1140,7038,1124,5394,1070,8853,1279,6529,1225,6072,1080,3050,670,2550,594,345,259,721,421,,7228,196300
0500000US01121,"Talladega County, Alabama",20436,1773,648,317,886,404,644,342,491,332,307,299,555,318,303,245,582,338,1647,876,757,474,1115,593,1482,590,924,431,2073,718,1299,493,2336,664,1002,516,1092,490,699,381,453,316,320,246,231,241,0,273,590,481,,11203,98700
0500000US01125,"Tuscaloosa County, Alabama",43295,2078,738,385,1356,532,824,517,286,264,178,155,1103,427,54,70,667,309,1052,425,477,258,725,351,1976,628,2023,699,4727,1213,4423,972,5477,955,3508,829,4037,811,4204,986,2724,739,1257,492,1191,465,124,150,164,158,,6564,154700
0500000US01127,"Walker County, Alabama",18436,1502,979,476,397,406,564,344,946,476,926,484,230,199,320,204,1937,641,1087,587,915,369,1076,490,505,220,497,317,1458,513,1510,525,1249,523,887,417,1789,616,514,316,50,83,236,208,135,141,120,148,109,132,,12619,78500
0500000US02020,"Anchorage Municipality, Alaska",64018,2242,381,233,86,143,221,219,441,244,490,289,468,412,280,224,293,214,182,222,65,110,101,125,71,120,371,336,1915,765,1555,609,3425,1072,3659,969,10767,1496,11236,1527,16185,1630,4689,873,5434,1212,1037,654,666,400,,7203,282200
0500000US02090,"Fairbanks North Star Borough, Alaska",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15649,212200
0500000US02170,"Matanuska-Susitna Borough, Alaska",24238,1237,110,107,29,36,79,87,84,79,186,164,0,246,183,212,480,249,152,147,149,122,334,260,356,238,418,261,1211,493,2383,670,3231,708,1836,570,4699,1014,3280,745,3090,628,824,285,769,358,255,230,100,100,,11295,209600
0500000US04001,"Apache County, Arizona",14160,936,1175,386,919,322,256,131,696,302,944,493,633,313,173,128,518,252,2908,531,157,130,464,313,956,507,219,152,806,367,701,394,740,336,68,70,470,260,722,485,341,222,65,113,168,216,42,70,19,33,,2487,56100
0500000US04003,"Cochise County, Arizona",33663,1801,984,480,638,456,422,326,513,383,313,246,263,214,214,216,1134,559,1695,695,1272,521,1340,569,1451,575,741,349,3810,901,3721,1001,2721,760,2617,763,3355,884,2772,912,1739,562,1359,563,493,394,76,107,20,33,,10556,138700
0500000US04005,"Coconino County, Arizona",27265,1644,1143,553,492,234,195,196,347,300,93,99,118,126,214,225,139,138,1502,484,46,81,1304,558,820,497,87,98,710,450,661,383,1119,414,1908,826,4040,907,3368,1079,3859,927,2879,856,1455,499,202,184,564,347,,14300,233800
0500000US04013,"Maricopa County, Arizona",873099,9983,10449,1418,9535,1537,6196,1217,5267,1156,3498,1059,6299,1372,4262,1006,10982,1625,14972,1697,19838,2299,20493,2372,29681,2459,31072,2464,85706,5302,71971,4340,92137,4911,61862,4078,110163,4687,75728,3725,88031,4319,42795,3641,38604,2953,15509,2004,18049,2020,,2591,180800
0500000US04015,"Mohave County, Arizona",58114,2658,874,426,280,231,229,188,692,422,265,266,1118,583,332,386,2046,853,2748,939,2738,847,3366,864,2210,759,1987,627,6415,1382,5198,1093,5955,1044,5525,1386,5056,1153,4489,959,4049,947,988,607,709,463,384,253,461,292,,8234,143100
0500000US04017,"Navajo County, Arizona",25760,1944,1062,479,586,294,521,337,498,361,458,266,804,414,262,179,674,399,1131,447,507,304,1373,643,782,309,345,301,2819,797,3050,991,2235,564,1398,652,3313,1053,1379,662,1240,614,359,326,783,422,69,120,112,116,,9767,133700
0500000US04019,"Pima County, Arizona",243436,5797,6440,1273,3707,824,2507,713,1221,513,1721,534,1738,575,1054,519,2835,1079,2206,660,2773,849,5196,1018,7539,1353,6492,1307,25411,2433,22576,2282,30532,2651,19579,2241,30253,2789,20301,2011,24293,2486,10639,1608,8677,1432,3684,791,2062,707,,2564,173200
0500000US04021,"Pinal County, Arizona",92915,3289,3214,1114,894,500,893,504,1272,631,637,447,1694,726,1176,673,2090,951,2534,814,2957,1031,4195,1093,6824,1421,6213,1440,12629,1746,10350,2026,11731,2135,5499,1450,6313,1523,2354,670,4943,1169,1870,579,1974,692,471,445,188,309,,5726,123500
0500000US04025,"Yavapai County, Arizona",62501,2576,1617,759,772,662,631,429,803,391,338,221,246,206,48,82,605,347,1591,656,1276,514,1690,756,2232,1047,1718,728,4873,1112,4314,1014,5810,1145,4987,1279,7980,1504,4784,1096,6206,1182,4129,887,4196,1031,986,400,669,370,,9974,188600
0500000US04027,"Yuma County, Arizona",48719,2324,2065,798,834,485,1030,566,678,408,416,355,219,183,476,245,1543,730,1159,488,1289,551,1263,605,2837,929,1907,714,6936,1527,6260,1474,5331,1083,3245,909,4460,1127,3497,1177,2125,609,524,306,534,369,47,79,44,72,,6750,131800
0500000US05007,"Benton County, Arkansas",54894,2522,442,287,512,353,327,230,327,479,664,380,106,142,178,190,847,518,815,314,448,248,1354,553,3509,1007,1922,941,6592,1115,9343,1666,7480,1487,3539,1023,4316,1015,4626,1059,3953,915,1489,580,1540,621,260,211,305,372,,5835,150200
0500000US05031,"Craighead County, Arkansas",21761,1346,570,353,223,263,462,408,148,211,174,153,302,263,97,138,791,320,875,392,1302,485,709,404,1733,562,982,403,2878,751,3408,734,1772,566,903,425,1267,508,1580,561,1021,461,386,336,96,148,0,273,82,150,,8156,121800
0500000US05045,"Faulkner County, Arkansas",26961,1550,698,354,209,203,516,465,159,158,439,366,437,300,288,269,406,218,598,294,1196,460,958,447,980,371,2238,594,4140,1021,3550,758,3546,869,1433,546,1680,488,1339,399,1372,493,337,263,328,218,114,137,0,273,,8172,126700
0500000US05051,"Garland County, Arkansas",26145,1716,563,330,314,401,528,358,1034,766,876,500,640,461,128,163,917,386,597,305,1318,616,619,299,1269,536,763,454,2432,647,3010,837,2678,744,1358,485,2309,622,1819,734,1287,461,527,307,527,306,179,180,453,300,,10566,133900
0500000US05069,"Jefferson County, Arkansas",17481,1808,230,186,771,452,273,291,540,435,460,283,851,447,602,312,1911,736,1577,602,1031,519,1145,530,1050,459,1441,533,1277,463,1279,541,803,460,304,197,799,462,525,624,346,221,266,220,0,273,0,273,0,273,,9524,74300
0500000US05085,"Lonoke County, Arkansas",19062,1156,248,240,320,246,68,115,200,191,232,228,147,127,120,132,834,425,618,385,734,428,1260,654,1292,514,1612,669,3378,934,2448,761,1898,593,452,234,1421,690,755,416,631,352,133,136,126,172,75,120,60,102,,6968,113700
0500000US05119,"Pulaski County, Arkansas",91253,2770,1668,734,701,341,760,404,1021,460,486,317,898,418,857,514,2400,688,2624,704,2984,922,3806,799,6051,1365,3626,1055,9788,1498,9930,1533,10782,1525,6575,1186,8547,1529,5539,991,4682,946,3512,863,2540,719,382,267,1094,541,,4537,145100
0500000US05125,"Saline County, Arkansas",32275,1718,649,346,757,379,840,514,407,270,406,273,678,507,381,326,822,387,813,381,859,402,1164,419,1768,761,1561,715,3627,940,3258,768,2941,689,2978,820,3518,661,1694,708,1384,460,1018,591,461,275,130,140,161,160,,10425,135800
0500000US05131,"Sebastian County, Arkansas",32043,1939,715,475,182,155,637,452,108,132,491,300,652,342,338,258,1391,546,1593,620,1587,659,1972,654,2038,536,2288,804,5058,1168,2698,807,3600,873,1529,598,2365,765,931,481,637,342,645,347,342,265,169,173,77,132,,6591,110000
0500000US05143,"Washington County, Arkansas",43247,2376,968,496,838,402,174,146,84,146,68,79,759,409,119,151,873,383,848,411,656,414,1211,660,2527,787,1838,635,6038,1287,4583,1049,5463,1088,3803,980,3650,842,2319,793,2826,709,1272,563,1472,539,469,315,389,234,,7739,150200
0500000US05145,"White County, Arkansas",19645,1460,827,442,213,199,200,193,382,248,415,362,594,341,214,181,1168,593,717,373,1515,718,1859,630,2412,644,898,411,2472,710,1457,594,1015,439,1377,661,918,426,274,226,461,377,59,102,0,273,46,83,152,185,,4429,87100
0500000US06001,"Alameda County, California",286780,5237,941,377,304,207,115,138,497,289,698,351,597,299,452,237,998,414,1285,555,774,420,981,408,611,262,988,496,3015,777,2957,871,4487,1008,4127,1044,12033,1505,15976,1881,50604,3292,42133,3181,84870,3913,34226,2291,23111,1849,,8918,497200
0500000US06007,"Butte County, California",50325,2185,784,379,945,453,1099,667,226,191,718,316,154,193,343,242,186,140,667,370,688,351,941,366,782,389,864,474,2029,685,2544,833,3722,798,3222,773,7762,1116,7044,1402,8229,1144,2816,763,3180,859,786,398,594,306,,10826,233800
0500000US06013,"Contra Costa County, California",243026,4695,752,446,205,202,305,228,815,407,1152,430,222,247,507,304,1337,526,562,338,789,462,1122,486,1270,529,1103,456,6445,1445,5597,1337,10359,1744,9037,1636,19370,2337,20080,1930,36692,3085,24083,2306,45839,2640,31933,2589,23450,1777,,17153,416000
0500000US06017,"El Dorado County, California",51155,2734,323,398,384,247,118,140,104,121,73,128,437,254,43,73,162,154,275,235,260,320,0,294,160,154,296,205,489,334,253,221,1431,794,1357,677,5203,1337,5193,1166,11773,1577,10238,1492,9023,1325,2419,698,1141,492,,13964,376600
0500000US06019,"Fresno County, California",154283,4108,585,452,1563,640,1290,620,902,388,746,352,542,348,261,217,1595,725,1671,700,2689,799,3106,932,3602,965,3109,876,12317,1774,8530,1320,17264,2174,11164,1691,24832,2483,18252,2084,20194,1951,9671,1652,6869,1172,1911,601,1618,543,,4546,212500
0500000US06023,"Humboldt County, California",31560,1850,349,281,329,182,243,168,75,128,412,387,138,130,254,214,530,454,143,118,244,176,306,270,604,379,368,266,736,344,468,278,623,266,1141,512,4389,1037,5020,921,6297,1042,4255,792,2992,835,926,434,718,352,,12602,294100
0500000US06025,"Imperial County, California",27947,1648,290,248,98,123,438,352,155,214,244,233,306,192,203,175,435,329,509,334,489,321,1249,621,793,369,821,391,3441,907,3644,975,5247,1120,2607,879,3579,808,1513,575,996,402,321,176,132,136,128,225,309,329,,5495,154100
0500000US06029,"Kern County, California",148939,3532,2255,945,1289,503,1610,601,505,364,1460,631,1105,596,605,477,2327,705,2432,718,4706,1157,5869,1343,6136,1341,5336,1136,13674,1656,14907,1735,18144,2200,14294,1890,19563,2165,11588,1705,11013,1544,3767,958,4173,879,584,293,1597,645,,3666,164200
0500000US06031,"Kings County, California",20953,1516,27,47,92,119,118,121,0,294,0,294,244,178,52,87,285,193,269,208,436,301,338,245,622,279,222,228,1270,553,1491,566,4155,1184,2236,680,2877,745,1922,629,2841,799,856,392,250,182,116,117,234,168,,9771,184600
0500000US06033,"Lake County, California",15970,1551,436,286,243,351,0,294,151,201,428,453,333,366,444,453,254,222,304,381,81,138,530,354,416,319,146,186,1389,634,890,592,1056,437,1044,656,2031,641,1537,564,1549,639,1503,609,818,468,200,193,187,195,,23892,196200
0500000US06037,"Los Angeles County, California",1501448,14839,6564,1081,2895,826,2348,756,4994,1305,3470,849,4623,893,3293,929,7022,1300,6390,1175,6944,1453,5938,1019,6489,1228,5967,1162,23842,2011,18755,2124,38400,2981,29607,2371,98721,4226,118918,5831,288121,8148,229179,6991,313705,7408,132051,5767,143212,4633,,4088,429500
0500000US06039,"Madera County, California",25469,1872,254,197,302,244,43,79,52,89,92,120,0,294,0,294,254,240,99,117,338,327,394,238,786,449,564,366,2071,745,1796,824,3728,888,1715,779,3147,811,2639,827,2859,813,1431,706,1390,701,793,439,722,393,,20534,203900
0500000US06041,"Marin County, California",66429,2772,157,180,155,187,65,108,0,294,59,100,56,94,58,100,132,156,192,198,114,140,289,284,193,188,479,460,612,510,177,168,503,384,611,482,1022,428,1414,716,4071,1102,4477,1059,16725,1748,16401,2015,18467,1963,,25501,775200
0500000US06045,"Mendocino County, California",18318,1755,315,260,143,180,63,107,363,450,45,79,14,24,237,205,437,227,266,211,204,196,84,128,109,125,208,250,277,237,113,141,563,374,223,202,1140,464,1804,578,4236,942,2425,779,3213,774,528,384,1308,587,,22336,360200
0500000US06047,"Merced County, California",40334,2510,1023,646,280,274,370,311,0,294,494,347,142,141,103,129,463,386,1320,574,1447,496,1573,622,2372,681,2042,768,5212,1243,3932,907,4267,1105,2577,698,4338,993,1848,652,2637,811,878,439,1933,685,441,296,642,341,,10127,146100
0500000US06053,"Monterey County, California",63894,2982,536,358,389,290,299,232,428,337,71,121,253,214,348,223,85,79,450,339,145,133,643,363,335,315,652,455,2221,727,1676,632,2302,692,1466,490,6402,1284,4341,1074,10895,1581,6138,842,11951,1548,6455,972,5413,995,,12839,381700
0500000US06055,"Napa County, California",30948,1999,185,148,227,203,25,42,89,170,108,132,208,202,0,294,341,261,66,94,95,130,284,239,639,507,148,133,588,401,62,104,901,421,896,560,2177,662,1818,646,5600,1210,4220,923,5262,1148,3688,910,3321,747,,34194,424100
0500000US06057,"Nevada County, California",28278,1771,371,323,233,233,439,397,0,294,0,294,171,163,248,205,73,119,105,138,448,384,141,136,56,105,55,92,466,339,46,57,558,383,896,531,2112,720,2539,639,7476,1186,4764,1069,4121,896,2152,661,808,365,,14132,369300
0500000US06059,"Orange County, California",584314,7164,2170,647,1106,454,836,543,1602,613,1367,470,1915,549,1348,537,4397,842,2915,683,2344,645,2178,646,3256,768,1969,590,6846,1347,4694,1074,8118,1350,5379,1091,21012,2221,24591,2071,83414,4371,90090,4317,183240,5051,74540,3855,54987,2534,,6500,528200
0500000US06061,"Placer County, California",93350,3170,361,233,420,383,279,197,377,277,253,193,227,210,625,525,298,229,311,234,239,162,79,98,62,105,523,417,1244,478,1699,741,1427,463,2780,838,9174,1341,15520,2150,24481,2521,13495,1666,12387,1436,3797,988,3292,848,,8339,344100
0500000US06065,"Riverside County, California",458273,6812,6514,1335,4470,1037,3896,792,3911,1112,1727,590,2765,910,2027,623,3726,854,4665,1044,4851,1285,5209,1044,8418,1274,6849,1346,31366,3007,25476,2076,41985,3074,30832,3196,72569,4380,53958,3649,71948,3920,29594,2167,27632,2576,7957,1395,5928,1352,,2802,227900
0500000US06067,"Sacramento County, California",294365,5847,2204,604,1648,544,1696,504,1167,489,871,367,923,420,1153,465,1372,474,2180,774,2572,832,3539,923,4230,1015,4284,1131,14410,1940,17083,1675,27641,2565,21527,1884,48176,3467,38696,2943,50366,3193,21492,2099,19301,2062,4213,913,3621,962,,3460,240200
0500000US06071,"San Bernardino County, California",372535,7382,4392,1063,4056,1140,3425,977,2146,803,2188,804,3341,690,968,509,3587,933,4785,1035,6101,1079,7991,1540,8796,1499,8346,1325,24112,2273,23377,2450,37618,2997,22070,2220,43789,3373,40878,3087,59166,3851,28394,2826,25424,2228,4740,1029,2845,807,,5300,221700
0500000US06073,"San Diego County, California",572400,8785,3968,797,1764,617,1650,611,2384,774,1904,664,2212,596,1345,497,2323,548,3226,936,3393,795,2404,634,2164,641,3152,955,7609,1391,6974,1260,13923,1793,12607,2083,37191,3007,44290,3595,125289,4747,92000,4812,120122,4992,45210,3219,35296,2557,,5547,407000
0500000US06075,"San Francisco County, California",123128,4317,131,156,0,294,754,611,0,294,0,294,0,294,139,164,203,196,607,403,226,191,56,90,79,133,114,133,833,483,264,241,524,304,786,501,1586,659,2260,721,4096,890,8447,1347,38130,2789,32323,2558,31570,2690,,19204,768000
0500000US06077,"San Joaquin County, California",124244,4141,1090,616,569,389,965,457,371,238,639,401,276,213,389,310,1258,536,1809,584,1579,540,2705,762,2969,971,2587,583,9806,1351,9145,1556,11283,1494,9500,1425,19294,2053,14128,1905,18636,2161,4774,898,6745,1216,2207,684,1520,611,,4739,213400
0500000US06079,"San Luis Obispo County, California",59862,2141,315,263,275,208,0,294,66,110,258,220,112,121,0,294,850,374,520,420,299,226,573,332,256,249,326,240,975,519,730,406,1508,622,986,526,2790,742,3869,990,12780,1798,9794,1478,12860,1577,7216,1012,2504,747,,16140,425200
0500000US06081,"San Mateo County, California",152358,4237,630,296,233,167,50,84,179,222,136,157,34,58,98,116,209,154,574,342,238,175,365,217,293,215,455,296,1189,525,420,333,1161,432,342,215,1443,468,2949,848,8231,1329,11287,1513,49818,2993,35839,2653,36185,2456,,14036,729500
0500000US06083,"Santa Barbara County, California",75146,2601,331,320,181,176,216,183,742,468,280,196,71,119,84,141,897,468,153,159,610,289,415,231,1022,404,379,282,1887,722,778,448,2059,691,2282,807,6711,1151,5660,1245,10094,1454,5856,1180,11997,1212,9989,1097,12452,1389,,28795,446800
0500000US06085,"Santa Clara County, California",342955,4963,1169,636,908,504,1394,639,834,415,747,470,475,374,492,273,1503,568,2195,710,1325,436,1526,611,2570,876,1539,659,2652,679,1710,523,2421,747,3191,878,8288,1563,8214,1428,28237,2424,42618,2815,103195,3621,58708,3635,67044,3106,,8631,639400
0500000US06087,"Santa Cruz County, California",54209,3225,270,188,328,240,0,294,0,294,0,294,0,294,0,294,0,294,1182,766,0,294,212,182,114,192,189,178,1398,587,539,317,344,223,1014,563,2094,742,3113,806,6707,1241,5717,923,16897,1622,8352,1132,5739,915,,16351,558000
0500000US06089,"Shasta County, California",44695,2085,1521,690,674,356,230,209,251,222,279,193,68,95,64,108,349,351,725,413,424,358,640,349,609,355,317,175,2181,650,2818,815,3294,816,4282,1163,7084,1256,5450,1105,6383,1122,2535,718,2587,859,813,354,1117,551,,11214,225600
0500000US06095,"Solano County, California",87615,2945,248,208,137,136,550,321,488,289,340,247,924,552,96,117,473,422,424,308,636,443,1025,568,685,521,1212,668,3831,935,3900,928,6676,1165,5782,1187,13601,1492,11248,1465,16632,1768,9260,1590,7485,1257,657,359,1305,507,,9034,262600
0500000US06097,"Sonoma County, California",110953,3114,601,449,532,425,260,187,1070,612,205,194,769,384,287,206,1427,628,495,275,327,231,659,337,525,366,581,338,2464,838,2005,774,2449,785,1781,667,5085,1015,6466,1141,24875,2246,19171,2068,20890,1917,9592,1371,8437,1185,,11680,414000
0500000US06099,"Stanislaus County, California",98598,3087,1642,611,1090,528,580,310,561,249,581,372,377,221,102,122,1101,518,1100,502,1468,604,1266,476,2973,853,2965,928,8439,1436,11509,1744,12903,1632,9603,1313,12536,1307,8969,1332,9275,1472,3412,787,3584,1084,1048,394,1514,640,,5404,176800
0500000US06101,"Sutter County, California",17958,1234,223,269,210,143,52,88,293,188,102,114,67,112,104,155,39,67,57,96,180,186,142,146,250,219,351,347,1010,469,1090,500,2832,796,1533,579,3783,963,2223,572,1667,492,491,261,854,332,226,163,179,159,,11044,206600
0500000US06107,"Tulare County, California",75913,2391,950,365,376,227,925,406,371,228,154,155,96,114,661,399,497,297,784,479,1155,473,2399,884,2883,730,2698,686,8572,1163,7036,1183,10375,1588,6034,1098,9746,1445,6391,1221,5961,1125,4201,1025,2302,646,513,275,833,442,,4846,170300
0500000US06111,"Ventura County, California",170124,4279,604,328,594,334,388,241,700,442,388,283,283,185,863,596,936,414,997,552,1044,498,557,337,716,462,793,391,1386,541,1391,595,2431,847,3107,804,7248,1236,11327,1605,32543,2847,28794,2399,46414,2845,15172,1661,11448,1642,,8696,458200
0500000US06113,"Yolo County, California",37863,2183,401,361,0,294,385,339,101,114,501,378,83,133,124,153,472,303,88,104,120,153,516,359,533,497,329,248,1545,520,978,555,1784,699,1467,570,3429,740,4440,909,6603,1102,4384,796,6226,1157,2341,686,1013,520,,19017,324800
0500000US06115,"Yuba County, California",14982,1451,68,113,463,363,433,293,64,87,105,122,0,294,0,294,0,294,78,133,79,106,196,210,685,466,703,402,1903,760,714,367,2112,840,1780,653,1903,610,1562,672,1000,412,456,295,556,359,122,190,0,294,,11509,173700
