GEO_ID,Label (Grouping),Total population,Male,Female,20 to 24 years,25 to 34 years,35 to 44 years,45 to 54 years,55 to 59 years,60 to 64 years,Median age (years),HISPANIC OR LATINO AND RACEHispanic or Latino (of any race),HISPANIC OR LATINO AND RACENot Hispanic or LatinoWhite alone,HISPANIC OR LATINO AND RACENot Hispanic or LatinoBlack or African American alone,HISPANIC OR LATINO AND RACENot Hispanic or LatinoAmerican Indian and Alaska Native alone,HISPANIC OR LATINO AND RACENot Hispanic or LatinoAsian alone,HISPANIC OR LATINO AND RACENot Hispanic or LatinoNative Hawaiian and Other Pacific Islander alone,Total housing units,Median income (dollars)!!Estimate!!Households,Total!!Estimate!!Households,Median income (dollars)!!Estimate!!One race!!Black or African American,Median income (dollars)!!Estimate!!One race!!American Indian and Alaska Native,Median income (dollars)!!Estimate!!One race!!Asian,Median income (dollars)!!Estimate!!Hispanic or Latino origin (of any race),"Median income (dollars)!!Estimate!!White alone, not Hispanic or Latino",Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!15 to 24 years,Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!25 to 44 years,Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!45 to 64 years,Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!65 years and over,Median income (dollars)!!Estimate!!FAMILIES!!Families,Median income (dollars)!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households,SINGLE_FAMILY_PERMITS
34027,"Morris County, New Jersey","494,228","241,619","252,609","30,923","53,395","61,017","75,741","37,920","34,945",42.7,"67,765","348,635","16,562",426,"51,676",102,"194,256",112288,181738,70945,N,142880,84569,118292,42162,120591,138947,73007,140781,60721,771.0
34029,"Ocean County, New Jersey","601,651","290,185","311,466","32,203","66,301","60,303","70,028","39,075","41,769",42.7,"56,862","507,448","16,854",531,"11,494",0,"284,918",68551,228622,67922,-,67022,70682,68686,35505,81137,93509,46380,86114,39119,2003.0
34031,"Passaic County, New Jersey","503,310","245,652","257,658","34,491","67,113","64,637","65,832","33,431","30,569",37.4,"212,823","204,369","52,511",194,"26,637",0,"177,277",75259,169521,57571,N,105526,57680,91335,50695,77322,90653,49998,84553,41009,135.0
34033,"Salem County, New Jersey","62,607","30,819","31,788","3,338","7,665","7,451","8,318","4,330","4,926",41.6,"5,938","46,245","8,842",346,450,0,"27,608",65733,23952,40132,26067,-,N,76690,11307,66712,78191,60583,81399,35088,63.0
34035,"Somerset County, New Jersey","331,164","161,936","169,228","19,964","36,719","44,330","49,692","24,523","24,429",41.7,"49,623","183,424","30,050",330,"61,124",0,"127,016",121378,118729,87983,-,156776,74420,129574,26657,124013,152424,67178,141588,55322,290.0
34037,"Sussex County, New Jersey","140,799","70,186","70,613","8,351","15,815","15,713","21,491","12,508","11,925",44.6,"12,168","120,749","3,025",61,"2,938",0,"62,472",92818,53749,85682,-,139375,94391,92770,56123,93512,110382,67165,110557,55077,88.0
34039,"Union County, New Jersey","558,067","272,272","285,795","33,732","71,713","76,709","79,069","39,199","33,521",38.8,"180,440","217,560","113,305",479,"30,554",0,"202,668",82186,192021,68022,140625,129729,60185,108024,51006,90935,96998,48821,98341,43828,305.0
34041,"Warren County, New Jersey","105,779","52,001","53,778","6,077","11,653","11,793","16,415","8,571","8,507",44.8,"10,277","85,706","4,792",191,"2,525",0,"45,558",77452,41742,N,-,118358,62661,78175,29801,90560,95016,39408,106182,40919,90.0
35001,"Bernalillo County, New Mexico","678,701","333,250","345,451","45,647","100,100","87,474","82,327","46,380","41,885",37.8,"341,701","259,631","16,642","27,909","17,777",176,"295,208",51208,270655,40441,51518,64057,42628,61500,30417,51876,61067,44441,65701,32271,1282.0
35005,"Chaves County, New Mexico","64,689","32,254","32,435","4,085","8,312","7,341","7,692","3,419","4,487",36.9,"37,003",N,N,N,N,N,"27,428",43941,22616,13649,N,-,42981,52577,36853,51245,44501,33984,51155,24369,57.0
35013,"Doña Ana County, New Mexico","217,522","106,963","110,559","22,577","28,055","24,386","22,848","12,347","11,825",33.6,"149,162","57,996","3,860","1,949","1,924",0,"89,060",35262,80409,24581,N,87145,30142,56899,19263,36906,42719,36765,47815,22144,843.0
35025,"Lea County, New Mexico","69,611","35,698","33,913","4,763","9,731","10,461","5,954","3,526","3,772",32.2,"41,323","24,273","2,397",546,732,0,"26,765",50871,23215,N,95393,-,48473,56720,41488,71260,52177,31787,58952,31893,166.0
35031,"McKinley County, New Mexico","72,290","34,525","37,765","4,822","10,238","8,244","8,512","2,635","5,395",32.3,"10,419","6,101",239,"54,220",797,66,"26,344",34080,21449,72992,29152,111250,29348,80844,19076,36082,33796,34031,37837,20484,4.0
35035,"Otero County, New Mexico","66,781","34,882","31,899","4,367","10,030","7,901","7,108","4,554","4,375",36.2,"25,857","32,240","1,921","3,928",751,462,"31,843",42591,23747,N,28247,41017,40101,50363,40750,47340,39640,39711,52029,28405,
35043,"Sandoval County, New Mexico","145,179","71,165","74,014","7,940","18,236","18,245","18,300","10,624","9,626",40.9,"57,157","62,556","3,496","17,240","2,055",645,"57,318",54338,53996,N,28004,35880,50559,62987,21369,51888,65404,47922,65536,36846,686.0
35045,"San Juan County, New Mexico","125,043","61,679","63,364","6,680","16,918","16,191","13,323","8,593","7,523",36.0,"25,663","47,303",857,"48,261",968,42,"51,273",44841,43707,N,35065,36837,40351,57390,11745,52888,49111,38127,51806,30354,67.0
35049,"Santa Fe County, New Mexico","150,056","72,779","77,277","7,466","16,579","17,106","18,728","11,233","11,980",47.8,"76,649","64,458","1,356","3,540","1,674",102,"73,463",60193,62707,82791,56250,138558,47890,73106,43717,51649,68345,57495,69809,45027,243.0
35061,"Valencia County, New Mexico","76,456","39,134","37,322","3,813","10,006","9,789","8,419","4,401","6,028",39.7,"46,654","24,375","1,036","1,768",429,0,"31,409",46493,28379,N,N,-,37117,54933,16715,54941,48973,33879,57424,23721,118.0
36001,"Albany County, New York","307,117","149,679","157,438","31,561","40,393","34,783","37,943","19,766","20,281",37.9,"18,738","219,970","35,120",282,"21,445",834,"142,306",64435,126578,34160,58418,102936,36864,74534,33055,65832,86053,52994,91290,40760,247.0
36005,"Bronx County, New York","1,432,132","673,951","758,181","104,329","230,160","181,132","179,609","85,317","75,008",34.4,"807,228","127,874","413,932","2,888","51,634",0,"532,509",38467,507370,40575,19079,56597,33646,58898,23102,44747,41548,27351,46815,23109,7.0
36007,"Broome County, New York","191,659","93,150","98,509","16,868","22,983","19,934","22,191","13,207","14,123",40.2,"8,322","158,956","10,435",551,"9,341",0,"91,258",51125,75539,37958,N,N,51929,52362,21747,55649,61922,42493,66517,29902,61.0
36009,"Cattaraugus County, New York","76,840","38,067","38,773","4,737","8,445","8,630","10,083","5,672","5,899",42.4,"1,631","69,440","1,018","2,463",481,0,"41,648",48179,32079,-,40739,96075,44063,49216,26826,47904,59066,38669,57886,27339,83.0
36011,"Cayuga County, New York","77,145","39,764","37,381","4,008","10,239","9,328","10,250","6,553","5,377",42.4,"2,348","69,361","3,423",92,580,0,"37,162",52376,30083,27083,-,100847,35131,53831,49560,56617,71472,39176,74075,35189,114.0
36013,"Chautauqua County, New York","127,939","63,814","64,125","7,752","15,435","13,759","15,620","10,433","9,480",42.4,"10,006","111,243","3,062",338,716,157,"67,661",45479,53429,N,N,-,23828,47258,21468,44354,58068,34639,62799,26044,133.0
36015,"Chemung County, New York","84,254","40,747","43,507","4,974","9,789","9,483","10,979","7,197","5,567",43.1,"2,684","72,555","4,999",15,"1,174",0,"38,924",53005,34325,28084,-,113044,N,55719,29723,61912,62776,40295,64644,29719,25.0
36019,"Clinton County, New York","80,695","42,358","38,337","7,667","10,736","8,927","10,269","5,501","6,356",39.5,"3,304","72,326","3,468",54,962,0,"36,732",56704,31392,32360,-,55671,67580,57052,37255,56940,71865,41069,68710,34931,88.0
36027,"Dutchess County, New York","293,718","146,156","147,562","21,801","34,866","33,956","41,268","22,670","21,926",42.5,"36,670","208,199","29,738",265,"9,769",0,"121,187",80227,108071,53901,N,148832,52256,84517,30903,87124,97728,59005,99301,39619,257.0
36029,"Erie County, New York","919,719","444,847","474,872","58,010","131,523","102,997","116,781","67,872","64,628",40.3,"52,409","690,760","118,598","3,682","34,043",22,"429,704",56369,390341,33728,16273,52083,28462,63482,24438,63348,70514,41643,75761,35103,810.0
36045,"Jefferson County, New York","111,755","58,729","53,026","11,377","18,072","12,942","12,009","5,976","6,383",33.0,"8,700","90,724","6,357",53,"1,516",217,"60,041",53146,44657,50505,-,N,54167,53168,27474,60240,62211,39128,62103,31650,138.0
36047,"Kings County, New York","2,582,830","1,223,278","1,359,552","159,102","474,567","360,310","303,300","147,328","141,021",35.4,"492,700","935,684","771,373","3,883","298,567","1,141","1,053,667",61220,969317,47515,55395,68714,45842,83910,41693,80149,64461,32386,71054,42345,50.0
36051,"Livingston County, New York","63,227","32,028","31,199","5,232","6,989","6,600","8,505","4,829","4,871",42.3,"2,310","57,347","1,879",180,515,0,"27,616",61609,23746,66033,-,-,36641,62330,12470,70406,69925,48765,76427,32442,27.0
36053,"Madison County, New York","70,795","34,819","35,976","5,654","7,055","7,205","9,372","5,222","5,764",42.4,"1,653","65,756","1,053",62,"1,485",0,"32,391",59678,26127,-,-,112423,87825,59047,47807,68413,70612,42102,71219,35673,84.0
36055,"Monroe County, New York","742,474","358,147","384,327","51,462","104,660","85,044","94,181","48,050","54,583",39.2,"67,065","521,002","106,371","1,330","27,607",133,"329,236",60222,301668,31796,30125,70431,27282,68322,30653,64749,74167,42241,80944,34799,735.0
36059,"Nassau County, New York","1,358,343","661,642","696,701","86,361","159,096","163,265","189,199","100,421","94,443",41.7,"234,061","800,985","155,056","1,626","134,761",96,"473,454",116304,447123,109705,110151,135834,81187,122458,40604,132544,140619,72205,133326,54638,816.0
36061,"New York County, New York","1,628,701","770,362","858,339","111,359","364,144","233,082","199,097","93,224","91,457",37.6,"421,023","762,501","202,788","2,631","198,113",407,"886,282",85066,752258,39639,35487,82107,39704,126091,50341,115846,87477,42404,107493,72804,
36063,"Niagara County, New York","210,433","102,743","107,690","12,336","25,584","23,381","28,445","14,789","19,096",43.7,"6,562","179,411","15,083","1,496","2,764",0,"100,617",55306,89765,26718,38578,77865,28444,57769,28191,63986,67427,37743,74285,31771,165.0
36065,"Oneida County, New York","229,577","113,987","115,590","13,912","30,285","24,998","29,494","15,652","17,119",41.0,"13,916","187,252","14,821",565,"9,598",0,"105,447",54593,88871,28534,-,54186,38877,57750,30511,56007,68791,40400,67161,32127,122.0
36067,"Onondaga County, New York","461,809","222,736","239,073","32,733","60,838","51,934","58,434","31,972","32,990",39.3,"23,429","353,347","53,225","2,701","15,880",74,"209,344",59883,185046,32506,37966,52125,32735,67589,31202,69408,76528,43021,78918,36823,353.0
36069,"Ontario County, New York","109,864","53,729","56,135","7,042","12,114","12,076","15,508","8,104","8,523",43.7,"5,517","98,391","2,199",230,"1,317",0,"51,224",62522,44079,61396,N,N,N,64024,60223,71198,83537,46449,82194,38188,237.0
36071,"Orange County, New York","381,951","192,029","189,922","27,763","45,386","45,399","52,407","24,771","23,886",36.9,"80,031","242,321","39,486",122,"10,823",217,"144,234",75825,128259,65093,58221,101339,66938,80826,33704,76701,94099,49589,93743,35365,472.0
36075,"Oswego County, New York","117,898","59,222","58,676","8,771","14,844","12,574","16,103","9,824","7,490",39.4,"3,158","110,605","1,383",158,821,0,"54,624",54264,46270,N,N,59154,57664,54020,30571,59158,71746,37428,70374,29751,133.0
36079,"Putnam County, New York","98,892","49,528","49,364","6,135","11,523","10,716","15,885","7,635","7,991",43.7,"15,645","76,743","3,047",56,"1,949",0,"38,679",102525,35425,156431,-,96371,80998,104365,94119,108112,118740,64787,114383,58117,48.0
36081,"Queens County, New York","2,278,906","1,105,577","1,173,329","130,400","366,269","313,311","308,299","159,360","141,673",39.2,"639,612","563,400","392,589","6,153","585,745",822,"865,809",69320,788110,68205,52978,65665,61080,80552,49233,79346,77130,42468,75797,48292,119.0
36083,"Rensselaer County, New York","159,442","78,766","80,676","11,114","22,408","18,678","20,559","11,897","11,103",39.4,"8,342","131,779","9,662",192,"4,342",0,"73,266",71648,64614,45828,-,70670,36491,74860,39787,75520,78871,59098,83266,46585,115.0
36085,"Richmond County, New York","476,179","230,765","245,414","27,976","64,892","59,313","65,569","32,166","33,657",40.1,"88,888","286,360","42,991",41,"48,553",0,"181,186",82166,167441,56859,N,90358,62716,90754,40390,85817,101713,50738,102436,42793,241.0
36087,"Rockland County, New York","325,695","160,230","165,465","21,799","36,801","36,443","39,698","19,836","19,658",35.9,"58,839","203,967","36,123",301,"19,432",0,"106,723",89812,99502,83668,-,117572,78969,88442,20948,86238,121246,71840,108053,40630,102.0
36089,"St. Lawrence County, New York","108,047","55,626","52,421","8,883","12,367","11,597","14,073","7,759","7,227",39.8,"2,585","98,974","2,777",841,"1,028",262,"53,374",49681,41680,88566,N,N,57170,49223,17426,62961,64803,33354,63087,26528,142.0
36091,"Saratoga County, New York","230,163","113,339","116,824","14,118","26,485","28,238","34,499","18,971","14,234",42.8,"7,719","207,287","4,145",499,"6,005",0,"107,379",83765,94156,123275,-,104526,113409,81937,41176,98351,99007,57710,103182,49591,768.0
36093,"Schenectady County, New York","155,350","76,212","79,138","11,470","17,988","20,252","19,447","9,945","11,269",39.8,"11,449","113,356","13,751","1,502","6,931",220,"69,948",64847,55262,38483,61597,66533,N,71606,29219,73283,76864,44250,84579,40238,69.0
36101,"Steuben County, New York","95,796","48,423","47,373","5,151","10,970","11,318","12,561","7,346","7,273",42.9,"1,629","89,611","1,302",37,"1,564",0,"49,684",55569,40578,N,36563,46761,58663,55484,32732,62467,59517,42400,68538,28491,89.0
36103,"Suffolk County, New York","1,481,093","729,779","751,314","95,867","175,556","173,904","219,165","114,650","100,797",41.8,"292,889","992,720","109,202","1,547","58,610",101,"576,845",100468,496784,77970,98732,103739,85622,104030,48036,104892,122004,63326,116089,51066,798.0
36105,"Sullivan County, New York","75,498","38,858","36,640","3,693","8,462","8,507","11,018","5,987","5,211",42.7,"12,550","53,256","6,427",295,"1,297",0,"50,941",52274,28900,27308,-,97061,60597,56378,40144,63524,59396,44047,68170,30557,307.0
36109,"Tompkins County, New York","102,793","51,465","51,328","17,285","13,162","10,505","10,480","4,164","7,239",30.8,"5,472","78,960","4,139",97,"10,518",0,"43,883",57276,40250,41024,-,36451,53404,64089,13560,60418,85393,51306,85745,37154,155.0
36111,"Ulster County, New York","178,599","88,542","90,057","12,870","22,521","21,087","23,993","13,136","14,295",43.3,"18,785","139,988","9,713",155,"2,954",0,"85,431",63889,69154,40970,-,53236,39423,69405,27114,78549,78295,50562,86208,38808,191.0
36113,"Warren County, New York","64,265","31,907","32,358","3,034","7,316","7,081","8,857","4,399","6,276",47.1,"1,741",N,N,N,N,N,"40,207",56482,28007,N,-,N,N,56243,36284,55533,68002,49860,80079,35490,137.0
36117,"Wayne County, New York","90,064","44,790","45,274","4,799","10,314","9,704","12,297","7,606","6,927",44.0,"4,029","80,904","2,042",7,640,0,"41,788",61515,35927,N,-,76589,N,62564,31446,64310,74470,43581,76792,30138,96.0
36119,"Westchester County, New York","967,612","468,837","498,775","60,610","111,221","123,159","138,580","69,293","62,980",40.9,"243,261","511,494","130,197","1,270","58,582",0,"375,864",94811,352498,60653,N,126519,63466,117798,36905,100751,115464,63919,121990,47297,322.0
37001,"Alamance County, North Carolina","166,436","78,955","87,481","10,860","19,797","19,543","21,867","11,259","10,541",39.8,"21,498","105,471","32,605",409,"2,709",190,"71,655",49979,64700,39733,34267,N,43115,58293,28969,50510,61598,38522,65163,29444,1084.0
37019,"Brunswick County, North Carolina","136,744","65,320","71,424","5,691","11,840","11,715","16,092","9,886","14,178",54.7,"6,663","112,034","14,475","1,087",513,0,"92,284",60496,56752,35683,98125,N,N,62224,27073,69702,66590,53228,73557,28633,2607.0
37021,"Buncombe County, North Carolina","259,103","123,775","135,328","14,897","34,995","34,717","33,705","17,546","18,824",42.5,"17,326","215,962","16,083",983,"2,654",385,"126,577",53980,108411,30837,76502,143426,37392,56129,36296,60490,61523,43866,72958,33962,1429.0
37023,"Burke County, North Carolina","90,382","45,015","45,367","4,540","10,969","11,433","12,359","7,007","7,116",44.4,"5,648","73,229","5,663",111,"3,257",57,"41,316",43663,36157,37452,-,53228,31335,46195,28639,43327,59394,37438,57276,27121,161.0
37025,"Cabarrus County, North Carolina","211,342","103,559","107,783","11,245","26,666","30,120","31,063","14,160","10,307",37.6,"22,787","135,112","38,204",116,"8,764",115,"80,867",69679,73751,43235,-,133397,60243,74685,37060,81020,82280,41506,81038,39413,1809.0
37027,"Caldwell County, North Carolina","82,029","41,480","40,549","4,306","10,058","9,187","11,582","6,831","5,813",43.7,"4,644",N,N,N,N,N,"38,062",42257,31544,17222,-,-,41132,43766,30957,41548,60158,32203,52565,22913,146.0
37031,"Carteret County, North Carolina","69,524","34,225","35,299","2,933","7,179","7,071","9,412","5,789","5,762",48.9,"2,965","60,096","3,291",80,"1,092",0,"50,719",54833,28720,44855,-,43935,N,55393,44314,68812,54346,47978,68145,31008,364.0
37035,"Catawba County, North Carolina","158,652","76,611","82,041","8,346","19,279","19,311","21,972","11,534","10,967",41.3,"15,748","119,364","12,980",230,"6,575",0,"69,249",53454,62861,43310,-,50939,33298,57022,38026,55685,61350,39714,62855,29039,494.0
37037,"Chatham County, North Carolina","73,139","35,221","37,918","3,925","6,599","7,622","10,501","5,260","5,359",46.9,"9,011","52,433","8,910",74,"1,222",0,"33,007",74959,28343,50258,-,194854,47042,84255,67597,59880,97245,64834,84795,36639,666.0
37045,"Cleveland County, North Carolina","97,645","46,759","50,886","5,511","11,705","10,310","13,519","5,803","8,084",42.0,"3,573","70,383","20,951",240,"1,103",0,"43,673",40690,34574,27191,-,N,N,44831,28239,42389,53532,29942,52444,24649,165.0
37049,"Craven County, North Carolina","102,912","52,488","50,424","9,253","13,584","10,691","11,932","5,583","7,218",38.4,"7,590","67,484","22,402",226,"2,269",463,"47,453",50509,40412,34860,-,N,73939,53395,35691,51942,65631,34723,60991,25912,330.0
37051,"Cumberland County, North Carolina","332,330","164,324","168,006","33,010","56,920","38,739","36,195","18,200","16,888",31.5,"39,430","141,279","121,927","4,089","8,121","1,062","147,123",46716,127911,40053,22596,44234,40384,56435,30957,46821,56839,40785,56991,32448,563.0
37057,"Davidson County, North Carolina","166,614","81,141","85,473","9,029","19,836","20,018","24,049","11,096","12,849",42.2,"12,183","132,699","15,289",275,"2,673",0,"75,593",45320,68761,33363,-,60263,36645,49783,25938,50479,52396,34303,54962,27405,583.0
37063,"Durham County, North Carolina","316,739","151,423","165,316","22,327","57,668","44,590","38,870","18,296","17,969",35.6,"43,428","134,772","111,573","1,101","15,698",0,"138,960",58073,127527,42083,N,65697,43637,80222,29350,54845,75029,48974,76640,39679,2023.0
37067,"Forsyth County, North Carolina","379,099","180,429","198,670","25,400","49,298","45,203","50,182","26,495","23,080",38.5,"49,429","212,093","96,398","1,239","9,574","1,307","166,941",49166,150437,32157,36452,83205,37988,62759,24581,50466,62353,39644,65486,31745,2261.0
37069,"Franklin County, North Carolina","67,560","32,424","35,136","3,630","8,682","8,159","9,379","5,707","4,456",40.6,"5,763","42,810","16,766",148,435,0,"29,018",60598,26380,49389,-,N,71250,62972,29951,63381,71451,44270,70785,35634,674.0
37071,"Gaston County, North Carolina","222,846","107,209","115,637","12,823","29,309","27,999","32,289","15,362","14,035",40.2,"16,180","159,867","36,764",363,"3,573",104,"93,885",52741,84999,40315,63805,N,40932,57512,35082,60304,62990,33894,65805,28331,1050.0
37081,"Guilford County, North Carolina","533,670","252,785","280,885","38,375","73,398","65,553","70,507","33,414","33,451",37.0,"43,495","265,176","178,755","2,688","26,999",51,"230,468",51803,209842,37869,46102,43214,41733,67744,21801,51916,64539,42272,65924,33601,1413.0
37085,"Harnett County, North Carolina","134,214","66,838","67,376","8,640","20,122","18,632","16,693","7,945","6,679",34.9,"17,464","81,951","25,226",978,"1,757",513,"52,561",51022,46015,36685,85028,55446,43911,59299,35385,57533,55785,37090,60313,30153,597.0
37089,"Henderson County, North Carolina","116,748","56,330","60,418","5,186","10,673","11,901","17,240","8,447","8,277",48.3,"12,113","96,950","4,109",286,"1,758",0,"58,099",53706,49514,32249,-,80093,37482,57669,35734,61599,59092,41580,70738,29546,504.0
37097,"Iredell County, North Carolina","178,435","87,384","91,051","10,176","20,993","23,617","26,238","14,059","10,704",40.0,"13,936","135,113","16,376","1,392","4,624",0,"75,611",59341,68328,35273,54988,120573,44985,63559,52104,63799,66358,46513,66671,34227,1395.0
37101,"Johnston County, North Carolina","202,675","98,113","104,562","11,036","25,117","28,200","30,653","12,580","11,344",38.0,"28,310","136,250","31,975",352,"1,159",323,"77,354",60132,70001,45847,N,N,37956,63639,46645,60309,75892,41188,64899,37153,2539.0
37109,"Lincoln County, North Carolina","83,770","41,363","42,407","3,632","9,004","10,064","14,360","7,512","5,365",44.7,"5,999","70,859","4,754",0,181,65,"36,768",63782,34233,43239,-,-,54057,67217,46541,68937,70278,47340,74327,36637,754.0
37119,"Mecklenburg County, North Carolina","1,093,901","526,422","567,479","71,303","186,303","160,122","147,265","63,731","56,900",35.2,"148,350","505,438","341,063","3,113","67,332",263,"454,104",63967,418135,46663,37405,85343,46435,86009,39341,69449,75297,47101,80720,45771,5813.0
37125,"Moore County, North Carolina","98,682","48,150","50,532","4,064","10,991","10,670","12,663","5,786","7,537",45.5,"6,709","76,129","10,406",379,"1,672","1,407","47,931",58531,40756,38148,-,N,34920,60523,42006,61790,61547,51536,73155,38231,762.0
37127,"Nash County, North Carolina","94,016","45,889","48,127","5,191","10,855","12,078","12,270","6,314","7,320",41.8,"6,658","46,318","37,027",613,854,86,"43,152",51601,37767,43003,26226,-,41453,65978,50657,59671,58638,38871,63268,33429,196.0
37129,"New Hanover County, North Carolina","232,274","112,021","120,253","22,465","31,629","28,018","28,715","15,441","14,290",39.3,"13,024","179,260","31,482",374,"3,612",0,"113,231",52239,98151,23264,-,40786,45956,62860,17706,63082,64655,47259,72896,34865,1336.0
37133,"Onslow County, North Carolina","197,683","108,587","89,096","32,441","35,575","20,559","16,593","8,932","6,875",26.5,"25,261","129,882","26,860",850,"3,713",178,"80,259",50639,66834,39329,N,N,60194,51773,35804,57697,58841,43431,56808,36190,1018.0
37135,"Orange County, North Carolina","146,027","66,535","79,492","17,035","16,522","16,375","18,987","9,151","8,429",35.6,"12,584","100,702","16,080",627,"11,390",0,"59,198",72563,53959,38377,-,97563,38077,80930,24087,63041,91179,71164,103354,41740,495.0
37147,"Pitt County, North Carolina","179,914","83,813","96,101","21,238","26,668","21,651","19,768","8,738","10,806",32.2,"11,419","97,636","62,442",579,"3,697",0,"80,244",42481,69288,30626,8956,98054,25799,54276,20401,46400,51964,36786,56857,29497,610.0
37151,"Randolph County, North Carolina","143,351","70,559","72,792","8,060","17,266","17,396","19,837","11,241","9,329",40.7,"16,774","112,387","7,944",501,"1,805",54,"62,628",47653,54783,30591,N,35398,47992,48783,28107,61169,52272,36237,55268,26969,332.0
37155,"Robeson County, North Carolina","131,831","64,164","67,667","8,731","16,865","16,135","15,868","7,858","9,155",36.9,"11,874","33,023","30,826","52,926",840,0,"53,186",35037,46026,27470,34348,46537,33625,43257,23216,41152,38590,26869,42513,20629,102.0
37157,"Rockingham County, North Carolina","90,690","43,957","46,733","4,530","11,092","9,479","12,091","6,710","7,379",44.3,"5,661","65,432","16,571",110,387,0,"44,290",40688,37476,30339,-,-,31544,47437,20340,42917,50702,36538,52624,18903,204.0
37159,"Rowan County, North Carolina","141,262","71,297","69,965","7,360","16,403","18,653","18,800","10,766","8,348",40.3,"12,997","101,160","21,369",381,"1,630",86,"61,973",46035,53806,32563,58160,71411,31772,52108,18149,47626,60664,35849,59598,31685,447.0
37161,"Rutherford County, North Carolina","66,826","31,983","34,843","3,425","6,990","7,328","8,748","4,380","6,249",45.0,"3,049",N,N,N,N,N,"34,473",43111,26305,N,-,-,52185,44430,42857,56917,44723,32969,46322,20467,150.0
37171,"Surry County, North Carolina","71,948","35,224","36,724","4,147","8,280","7,526","10,467","4,288","5,278",44.2,"7,764",N,N,N,N,N,"34,263",48398,29230,N,-,-,38868,51942,30923,52378,62158,28772,66438,21804,99.0
37179,"Union County, North Carolina","235,908","115,848","120,060","14,593","22,323","31,786","38,293","16,023","12,101",37.9,"26,958","168,567","27,175",174,"7,860",34,"82,559",80337,77696,62500,-,147762,58321,84807,38539,90067,97551,53453,95029,39088,1634.0
37183,"Wake County, North Carolina","1,092,305","531,608","560,697","69,280","160,749","162,889","156,345","68,382","56,023",36.4,"112,797","649,332","212,601","1,716","77,923",331,"441,828",79970,408473,53193,56729,113889,52967,92061,43367,82655,93714,61338,99529,48867,7947.0
37191,"Wayne County, North Carolina","123,248","60,885","62,363","8,724","17,363","13,948","14,766","6,043","9,986",38.5,"15,211","65,107","37,652",22,"1,615",74,"54,467",40791,49019,29239,-,145506,32034,51107,40221,42083,41384,32024,48295,27212,269.0
37193,"Wilkes County, North Carolina","68,557","33,260","35,297","3,793","7,752","7,306","9,768","4,306","5,914",45.4,"4,637",N,N,N,N,N,"33,642",43466,30123,N,-,-,45172,43853,35184,49823,51355,32310,53914,22897,94.0
37195,"Wilson County, North Carolina","81,455","37,267","44,188","3,801","9,536","9,674","9,937","5,484","5,946",40.7,"8,793","38,136","30,824",181,787,0,"36,316",42769,31817,25753,-,-,20365,62651,33616,41040,47878,34868,61548,23006,234.0
38015,"Burleigh County, North Dakota","95,273","48,205","47,068","6,768","13,718","12,187","10,777","6,880","5,373",37.4,"2,469","84,427","2,208","4,028",572,0,"43,159",71172,40736,61179,N,-,33520,76278,38521,86129,88506,49946,99026,38856,271.0
38017,"Cass County, North Dakota","181,516","93,155","88,361","18,882","31,822","24,471","18,395","8,250","10,868",32.4,"5,008","152,958","12,097","1,720","6,669",0,"83,903",62418,74343,41375,69218,60588,47160,68963,28643,75728,72887,52304,87222,39690,879.0
38035,"Grand Forks County, North Dakota","70,770","37,447","33,323","10,457","11,158","7,088","7,330","3,524","3,968",30.3,"3,101","57,547","3,458","1,777","2,235",107,"33,393",52853,30916,53138,21402,N,31560,55038,27022,61910,79741,36000,78005,38210,163.0
38101,"Ward County, North Dakota","67,744","36,023","31,721","7,127","12,494","8,671","6,537","3,787","3,211",31.4,"4,259","55,869","2,751","1,268","1,174",167,"33,203",65719,27887,33613,80950,69587,38582,68007,38476,72313,74913,39576,81340,34509,88.0
39003,"Allen County, Ohio","102,663","52,122","50,541","7,334","12,169","11,515","12,463","7,033","7,397",40.0,"3,248","82,751","11,915",109,752,0,"45,192",49063,41204,27772,110900,"250,000+",70712,53493,40140,53360,64522,34450,61267,30098,75.0
39007,"Ashtabula County, Ohio","97,493","49,312","48,181","5,759","11,139","10,564","13,418","6,912","7,932",43.1,"4,214",N,N,N,N,N,"46,198",46349,35445,25553,-,-,61220,47901,36581,49827,60118,31814,60447,22191,92.0
39009,"Athens County, Ohio","65,818","33,319","32,499","12,430","8,099","6,331","6,472","4,132","3,508",30.1,"1,279","58,743","1,655",231,"1,699",86,"26,681",36944,22533,28139,-,60586,N,37605,11725,51397,39451,36701,59553,22155,4.0
39013,"Belmont County, Ohio","67,505","34,519","32,986","3,340","8,216","7,821","8,749","5,003","5,738",45.1,679,N,N,N,N,N,"32,159",50250,24742,43832,-,-,N,50600,46471,74396,60739,32928,61660,34903,8.0
