GEO_ID,Label (Grouping),Total population,Male,Female,20 to 24 years,25 to 34 years,35 to 44 years,45 to 54 years,55 to 59 years,60 to 64 years,Median age (years),HISPANIC OR LATINO AND RACEHispanic or Latino (of any race),HISPANIC OR LATINO AND RACENot Hispanic or LatinoWhite alone,HISPANIC OR LATINO AND RACENot Hispanic or LatinoBlack or African American alone,HISPANIC OR LATINO AND RACENot Hispanic or LatinoAmerican Indian and Alaska Native alone,HISPANIC OR LATINO AND RACENot Hispanic or LatinoAsian alone,HISPANIC OR LATINO AND RACENot Hispanic or LatinoNative Hawaiian and Other Pacific Islander alone,Total housing units,Median income (dollars)!!Estimate!!Households,Total!!Estimate!!Households,Median income (dollars)!!Estimate!!One race!!Black or African American,Median income (dollars)!!Estimate!!One race!!American Indian and Alaska Native,Median income (dollars)!!Estimate!!One race!!Asian,Median income (dollars)!!Estimate!!Hispanic or Latino origin (of any race),"Median income (dollars)!!Estimate!!White alone, not Hispanic or Latino",Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!15 to 24 years,Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!25 to 44 years,Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!45 to 64 years,Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!65 years and over,Median income (dollars)!!Estimate!!FAMILIES!!Families,Median income (dollars)!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households,SINGLE_FAMILY_PERMITS
1083,"Limestone County, Alabama","94,402","47,911","46,491","6,293","12,776","12,020","13,594","6,392","5,724",39.2,"5,737","72,190","12,971",901,"1,677",0,"36,249",55817,32816,N,91445,110888,34115,56233,30694,60365,74831,42198,70324,30391,162.0
1089,"Madison County, Alabama","361,046","176,730","184,316","24,537","50,080","44,610","50,223","26,984","22,446",38.7,"17,728","232,703","87,291","2,357","10,146",0,"161,780",62312,147892,36563,107965,76378,30722,73964,25772,59765,93081,50156,81897,35213,2415.0
1095,"Marshall County, Alabama","95,548","46,197","49,351","6,302","11,924","11,176","11,962","6,800","4,948",38.1,"13,299","77,127","2,140",653,687,149,"40,700",41476,34083,39528,N,131045,22597,43667,21534,48542,46526,33513,50875,22137,66.0
1097,"Mobile County, Alabama","413,955","196,427","217,528","27,658","56,688","49,489","51,330","27,581","27,719",38.2,"11,943","235,701","146,827","3,302","7,504",79,"183,912",46023,154683,27486,68598,N,41019,57307,22541,45268,57316,39349,57863,26004,660.0
1101,"Montgomery County, Alabama","226,646","106,660","119,986","15,839","32,474","28,793","27,741","15,506","12,963",36.6,"7,858","76,680","131,215",311,"6,747",51,"104,865",45724,88554,35629,-,72425,35846,67746,26554,41639,56760,42669,59645,30623,489.0
1103,"Morgan County, Alabama","118,818","59,890","58,928","6,513","14,949","14,964","15,687","7,656","8,066",39.9,"9,851","89,992","15,143",678,760,283,"52,089",48563,45360,27963,85859,-,34048,53942,18992,46325,59663,41997,61116,24720,158.0
1115,"St. Clair County, Alabama","88,199","43,920","44,279","5,114","11,413","11,543","12,626","6,366","5,358",40.7,"2,107",N,N,N,N,N,"36,983",50934,33241,39243,-,-,-,51288,24569,54405,47220,43603,59216,32345,164.0
1117,"Shelby County, Alabama","213,605","104,267","109,338","12,754","25,294","29,940","30,181","12,337","14,853",39.3,"12,305","165,908","25,790",571,"3,167",69,"87,250",73031,78666,61422,140889,95291,47257,76074,23688,81385,86900,52947,93095,39187,1023.0
1121,"Talladega County, Alabama","80,065","39,033","41,032","4,752","9,992","10,263","10,687","4,976","6,340",40.3,"1,851",N,N,N,N,N,"37,781",39731,31759,25602,-,-,N,50616,35400,35365,51494,31460,53430,24983,35.0
1125,"Tuscaloosa County, Alabama","207,811","100,874","106,937","20,896","30,197","24,274","23,101","10,486","14,211",32.6,"7,793","127,725","66,689",88,"3,522",115,"91,820",52313,72243,39063,-,N,60075,61074,16804,59874,60257,46995,65420,29873,554.0
1127,"Walker County, Alabama","64,058","30,846","33,212","3,624","7,676","6,914","8,616","4,715","4,858",43.2,"1,650","56,974","3,778",97,353,0,"31,132",41973,25231,30980,34091,-,32179,44802,33701,50549,42968,35500,60331,19062,9.0
2020,"Anchorage Municipality, Alaska","294,356","149,386","144,970","21,943","50,018","41,496","34,426","18,713","16,852",34.0,"26,948","169,583","14,256","19,988","31,262","7,725","117,298",79166,107373,56857,63248,68208,62543,88495,44189,74315,98053,66000,91590,53445,800.0
2090,"Fairbanks North Star Borough, Alaska","99,703","52,701","47,002","11,080","19,456","12,194","9,933","5,825","4,977",30.7,"8,073","69,554","4,379","7,068","2,883",126,"44,302",76747,35046,86204,49085,65082,70508,82489,33290,72519,97545,86314,87717,49629,7.0
2170,"Matanuska-Susitna Borough, Alaska","106,532","55,528","51,004","7,109","14,308","14,151","13,533","7,578","6,242",35.2,"5,223","84,362","1,415","6,388","1,522",141,"41,889",69121,29443,N,52146,N,N,70067,35567,84120,80160,50919,86057,37358,51.0
4001,"Apache County, Arizona","71,606","35,700","35,906","4,502","8,975","7,860","8,059","4,515","4,410",34.8,"4,480",N,N,N,N,N,"32,864",31671,20550,-,22807,-,22117,62171,15547,36643,32730,25301,40667,14282,44.0
4003,"Cochise County, Arizona","124,756","63,763","60,993","8,352","15,800","13,156","13,711","7,345","9,983",41.6,"44,397","68,628","4,671","1,692","2,258",473,"61,064",51816,48939,51217,N,60014,40208,58122,32468,53982,61828,48529,62433,32038,192.0
4005,"Coconino County, Arizona","140,776","70,219","70,557","15,424","19,077","15,580","14,907","9,171","8,025",31.6,"19,903","76,159","1,657","35,425","3,259",633,"66,057",54893,47977,N,31522,56603,40589,63806,17062,62732,57710,55560,70773,29781,434.0
4013,"Maricopa County, Arizona","4,307,033","2,130,646","2,176,387","285,415","623,248","560,348","548,032","261,413","232,799",36.4,"1,339,574","2,377,103","223,530","69,639","175,696","9,337","1,738,201",62223,1536579,45405,46487,81304,50270,69922,35876,65998,75687,48955,74473,41312,16996.0
4015,"Mohave County, Arizona","207,200","103,960","103,240","7,225","20,950","18,501","24,598","17,066","16,115",51.4,"34,063","160,138","2,392","4,028","2,468",72,"114,497",42311,87565,26576,65476,41416,49624,42079,37436,48617,50562,37246,52417,24691,889.0
4017,"Navajo County, Arizona","108,956","55,149","53,807","6,311","11,803","11,791","13,035","7,321","7,687",38.1,"12,283","45,204","1,241","45,534",638,"1,811","57,836",41295,36094,N,27670,N,32243,51501,32534,41412,42515,41766,50109,22205,315.0
4019,"Pima County, Arizona","1,022,769","502,603","520,166","88,636","128,248","116,606","114,177","65,540","63,339",38.5,"381,290","529,053","33,277","27,124","28,150","1,428","459,912",51425,403574,37060,32943,60214,42657,57580,25512,52357,61001,47509,64449,32823,2888.0
4021,"Pinal County, Arizona","430,237","224,093","206,144","23,029","56,470","56,805","48,034","23,527","26,669",39.6,"129,482","244,073","16,779","16,400","6,669","1,020","173,676",52788,139097,32174,25955,58648,47292,56565,31572,56248,61773,45578,62741,28875,3475.0
4025,"Yavapai County, Arizona","228,168","111,901","116,267","9,852","21,016","20,243","24,557","17,131","22,704",53.6,"33,172","183,748","1,314","2,322","2,666",0,"116,534",50041,98369,N,50088,N,47610,50525,36440,54791,55660,43870,60859,32721,1493.0
4027,"Yuma County, Arizona","207,534","106,351","101,183","17,152","28,471","22,505","22,119","9,788","10,639",34.7,"132,705","63,868","3,660","2,353","2,593",76,"92,441",46798,74620,60328,53317,81575,43558,51400,40647,51870,56225,34956,53205,25652,1005.0
5007,"Benton County, Arkansas","266,300","132,118","134,182","15,208","39,291","38,065","33,193","15,438","13,324",35.5,"44,438","195,171","5,199","4,455","10,452","1,486","105,272",63746,97134,62971,61567,91689,50090,68459,43559,69207,75710,44614,74706,34869,2219.0
5031,"Craighead County, Arkansas","107,115","52,837","54,278","7,787","16,245","14,267","12,382","6,450","4,967",34.6,"5,545","81,640","13,398",103,"1,533",37,"45,492",50422,42115,47749,-,"2,500-",37292,52832,22419,54901,56611,41514,61414,27048,472.0
5045,"Faulkner County, Arkansas","123,654","60,358","63,296","12,105","17,082","14,358","16,208","7,322","5,731",33.0,"5,016","97,803","15,116",210,"1,830",0,"50,101",47964,44870,34905,-,61381,16747,55653,16531,51497,63450,44089,66053,27359,270.0
5051,"Garland County, Arkansas","98,658","47,436","51,222","4,511","11,426","10,393","12,185","7,115","6,717",45.2,"5,624","80,841","8,358",537,271,0,"50,977",46101,38594,22314,15957,-,N,48033,38014,43367,49981,43839,60179,24630,38.0
5069,"Jefferson County, Arkansas","69,115","34,875","34,240","4,908","8,657","7,849","8,740","4,999","4,503",38.8,"1,457",N,N,N,N,N,"33,337",37678,26537,31620,-,-,N,46646,22799,35105,51182,32490,47466,27864,36.0
5085,"Lonoke County, Arkansas","72,898","34,973","37,925","4,487","10,447","9,723","9,427","4,562","4,287",35.9,"3,438","62,542","4,949",504,69,0,"29,377",51835,27121,21543,N,-,57822,53564,53953,55974,65867,32773,60131,23284,346.0
5119,"Pulaski County, Arkansas","393,956","188,053","205,903","25,236","58,707","50,140","48,532","27,763","23,467",37.4,"24,325","205,775","143,961",781,"8,778",0,"184,205",52450,156546,34994,N,74595,50405,62773,26821,55173,62250,43526,70261,33323,1066.0
5125,"Saline County, Arkansas","119,323","59,762","59,561","6,363","15,708","16,134","15,075","7,553","7,559",38.9,"5,731","100,477","8,837",76,"1,505",194,"48,885",59633,44420,62643,-,71882,48822,60305,42104,71308,68082,38639,69789,33814,311.0
5131,"Sebastian County, Arkansas","128,107","61,989","66,118","8,263","15,518","14,980","18,335","7,462","9,397",37.9,"18,442","88,748","7,586","1,073","5,082",0,"56,858",41917,50734,35718,60313,44558,30747,43875,35447,40342,51856,32545,53089,25734,174.0
5143,"Washington County, Arkansas","231,996","116,584","115,412","24,917","33,837","32,084","24,906","11,361","11,470",32.3,"39,076","164,994","7,881","1,525","5,993","4,358","93,743",50169,85290,32857,N,33873,42145,54553,26218,52588,60783,47214,62718,26777,1297.0
5145,"White County, Arkansas","79,016","38,518","40,498","6,961","9,288","9,401","10,347","4,827","4,936",37.4,"3,439","69,622","3,371",339,500,0,"33,821",42443,29067,N,88244,-,16964,43594,32002,48395,63633,32232,53871,23536,98.0
6001,"Alameda County, California","1,663,190","818,161","845,029","101,870","277,096","248,521","225,121","105,179","97,965",37.6,"373,672","520,664","169,718","5,495","499,513","12,454","606,053",96296,573589,49781,62521,120926,76738,108188,52454,106533,110459,59046,115386,59277,2595.0
6007,"Butte County, California","229,294","113,399","115,895","24,295","29,298","25,783","24,752","14,109","15,736",37.3,"37,569","165,106","4,123","2,047","11,287",157,"99,405",49061,88797,46568,32027,38795,42006,51735,29594,49076,60561,46204,62247,28497,457.0
6013,"Contra Costa County, California","1,147,439","560,717","586,722","68,882","146,524","153,578","164,563","80,631","70,151",39.7,"294,584","500,221","89,378","2,545","191,489","5,282","414,055",95339,392046,62956,82558,110804,70367,106649,49629,98566,118454,68811,108124,56982,1683.0
6017,"El Dorado County, California","188,987","94,491","94,496","9,553","18,976","21,815","25,663","16,037","16,334",45.7,"24,278","146,964","1,624","1,035","8,245",0,"90,311",79414,69368,126278,N,137884,83875,77270,42202,92010,98450,56781,99287,39214,805.0
6019,"Fresno County, California","989,255","493,189","496,066","72,114","151,781","123,214","112,141","50,401","52,476",32.3,"525,935","289,646","44,638","3,703","100,253","1,526","330,958",51800,305819,29215,46341,57097,42057,69482,29884,51899,64765,40963,58078,32729,1796.0
6023,"Humboldt County, California","136,754","67,579","69,175","12,947","16,864","18,262","15,075","9,819","9,162",39.9,"16,015","101,537","1,821","5,032","4,363","1,432","63,012",46494,53446,-,27810,58371,42146,49694,22583,46657,53679,48466,67780,26137,155.0
6025,"Imperial County, California","182,830","93,017","89,813","14,143","26,875","22,081","19,747","9,385","9,562",32.5,"154,058","19,006","4,013","1,142","1,990",763,"57,742",47211,44478,15812,N,84089,44132,77889,30290,65275,52644,30554,52321,30410,179.0
6029,"Kern County, California","893,119","456,997","436,122","65,714","139,012","113,052","101,516","49,160","44,722",31.6,"477,237","302,870","44,601","4,629","42,735","1,395","297,873",49854,269147,36075,60652,71184,42142,60267,31712,51738,59060,37739,53277,32283,2378.0
6031,"Kings County, California","150,101","82,876","67,225","11,553","26,108","20,181","17,563","7,098","7,263",32.2,"82,293","47,647","8,653","1,016","5,753",23,"46,399",57555,43029,N,42075,64412,42037,79128,29774,61624,56022,55833,58581,46613,272.0
6033,"Lake County, California","64,246","32,225","32,021","2,189","6,788","7,792","8,419","4,760","6,031",47.3,"13,209","45,240",995,"2,528","1,062",49,"35,943",48930,27399,N,32726,"2,500-",63110,49883,35519,46943,52213,48053,61981,24004,153.0
6037,"Los Angeles County, California","10,163,507","5,009,571","5,153,936","721,661","1,639,556","1,388,427","1,375,896","634,012","573,267",36.6,"4,939,605","2,644,767","794,235","23,470","1,482,797","24,573","3,542,835",65006,3311231,45676,61418,75236,54013,83133,36478,68744,74458,46376,72816,45376,5683.0
6039,"Madera County, California","156,890","76,090","80,800","11,015","22,530","20,099","18,130","8,402","9,043",34.1,"90,920","52,859","5,545","2,299","3,246",25,"50,582",51283,46282,70056,N,62380,44312,62316,31307,45928,70170,47142,55957,31486,415.0
6041,"Marin County, California","260,955","127,518","133,437","11,150","22,840","31,176","41,081","20,958","18,780",46.7,"42,076","183,502","4,379",468,"15,533",93,"113,128",113908,104219,83569,N,150186,66339,120877,37274,132888,134470,82397,150028,62293,94.0
6045,"Mendocino County, California","88,018","43,723","44,295","4,706","10,706","10,288","10,081","7,090","5,661",42.7,"22,335","57,034",775,"2,462","1,796",289,"41,111",53024,32599,-,78332,N,46279,58608,36493,52009,58708,49727,66592,31136,132.0
6047,"Merced County, California","272,673","138,191","134,482","20,679","39,802","33,294","30,999","15,390","12,674",31.4,"162,490","75,083","7,432","1,157","20,825",233,"85,267",47735,80969,46046,N,54561,41665,58610,23888,46598,58462,38396,49229,34133,546.0
6053,"Monterey County, California","437,907","222,781","215,126","31,483","63,128","57,309","51,252","24,635","24,372",34.3,"257,466","130,362","10,551",582,"23,741","1,678","141,653",71274,125518,61132,N,82238,58051,81624,40800,68047,83154,61031,76863,45372,534.0
6055,"Napa County, California","140,973","69,965","71,008","9,113","17,295","17,973","18,326","9,524","9,436",41.4,"48,325","73,702","3,045",380,"11,209",365,"55,858",86562,47848,94909,72105,107213,70784,94495,77865,86335,100730,63955,102824,49162,83.0
6057,"Nevada County, California","99,814","49,725","50,089","3,805","9,666","11,253","11,628","8,437","9,512",51.3,"9,438","84,694",394,512,504,150,"53,869",65385,41638,76416,N,-,40215,67498,40545,81092,85170,53067,87003,41166,403.0
6059,"Orange County, California","3,190,400","1,575,092","1,615,308","215,720","461,007","414,137","455,398","216,984","182,781",37.9,"1,091,887","1,287,395","52,246","5,735","649,015","7,426","1,102,088",86217,1037312,77490,65811,85937,66541,98552,41942,89882,101543,62701,97012,56682,4904.0
6061,"Placer County, California","386,166","188,031","198,135","20,425","42,555","49,674","52,804","27,317","25,009",42.1,"54,239","280,586","5,951","1,762","29,242",211,"163,927",80728,143659,117319,N,117707,70331,81022,43980,94659,102083,54949,98262,44418,2500.0
6065,"Riverside County, California","2,423,266","1,206,077","1,217,189","169,777","336,737","308,515","306,752","146,229","129,007",35.6,"1,188,993","851,484","147,495","11,358","155,732","4,664","840,273",63944,718733,58955,50255,78654,54834,72538,31415,67210,78099,44725,75349,31828,6703.0
6067,"Sacramento County, California","1,530,615","748,070","782,545","97,826","240,672","201,246","195,465","95,612","92,125",36.3,"355,942","683,662","142,022","4,611","233,337","18,072","569,768",63045,543250,46265,52440,71098,55533,70336,32679,62136,79265,51249,74899,43990,3159.0
6071,"San Bernardino County, California","2,157,404","1,073,651","1,083,753","167,212","327,565","276,420","267,486","132,592","111,178",33.4,"1,152,510","613,549","167,255","8,031","152,274","6,271","719,259",60420,626223,47040,46841,76239,57902,64309,38418,63271,69921,39768,66646,36241,4252.0
6073,"San Diego County, California","3,337,685","1,679,410","1,658,275","256,682","549,650","444,445","419,286","209,581","185,250",35.8,"1,129,970","1,512,229","153,740","12,699","394,340","12,808","1,214,271",76207,1126419,46866,63092,95631,57334,86790,39434,78433,92487,56087,87281,51928,4056.0
6075,"San Francisco County, California","884,363","450,429","433,934","49,281","207,492","138,769","118,360","51,475","50,204",38.3,"134,705","355,706","44,460","1,617","303,501","3,158","397,566",110816,360323,31073,N,93021,81071,138214,69592,152235,105665,46567,131244,89046,43.0
6077,"San Joaquin County, California","745,424","370,466","374,958","51,533","104,130","96,899","92,897","42,239","40,967",34.3,"310,067","235,440","50,693","1,337","111,968","3,987","242,821",61164,226624,47987,57358,69197,51916,72432,41137,61536,73446,44183,70615,32533,2107.0
6079,"San Luis Obispo County, California","283,405","143,319","140,086","28,938","32,239","30,008","31,876","19,495","20,287",39.6,"64,128","194,713","4,419","1,809","10,108",254,"121,918",71880,104544,46894,49565,74245,61077,75607,25722,85211,81630,64138,91611,41764,693.0
6081,"San Mateo County, California","771,410","380,541","390,869","41,187","114,948","110,336","108,492","51,664","47,913",39.9,"188,954","300,727","17,251","1,365","217,702","10,821","278,093",116653,264185,72991,63217,127950,75435,133640,90183,133914,132849,78494,133877,74881,362.0
6083,"Santa Barbara County, California","448,150","224,368","223,782","50,132","59,383","50,396","49,690","25,084","26,174",33.8,"204,559","197,611","7,136","1,264","23,819",262,"157,049",71106,147466,50481,N,85844,53624,86651,46439,72218,86604,56572,82634,50523,832.0
6085,"Santa Clara County, California","1,938,153","979,156","958,997","119,882","311,887","280,115","270,160","121,747","105,247",37.1,"496,020","607,855","47,234","3,797","702,503","5,388","671,151",119035,633811,78770,51637,141946,74767,127805,58711,134584,136644,67126,133345,75451,2023.0
6087,"Santa Cruz County, California","275,897","137,241","138,656","28,063","33,348","32,770","34,642","19,608","18,041",37.8,"93,586","157,205","2,324",423,"12,970",85,"106,329",79705,95940,N,N,75917,57027,91434,12229,81519,107759,56083,103539,45009,218.0
6089,"Shasta County, California","179,921","88,734","91,187","10,050","22,294","19,255","21,990","12,750","13,572",42.2,"18,190","143,115","2,809","5,413","5,435",141,"78,846",52439,71968,36315,47959,65094,38945,54461,37348,60015,61404,45233,64543,28070,382.0
6095,"Solano County, California","445,458","221,435","224,023","29,530","65,557","55,779","57,436","28,611","31,971",37.8,"118,198","168,646","59,298","1,080","69,578","4,091","157,915",77133,151127,62307,N,89960,65129,85289,51198,84136,84882,59007,89815,44980,840.0
6097,"Sonoma County, California","504,217","245,852","258,365","28,899","66,635","62,955","64,552","34,894","38,753",41.8,"136,100","313,301","8,133","3,324","20,079","1,755","209,308",80409,188829,59757,96068,72696,72208,83530,33859,85641,95126,58430,96745,47850,840.0
6099,"Stanislaus County, California","547,899","272,365","275,534","37,741","80,217","68,288","66,482","33,916","27,425",34.1,"253,776","229,491","16,199","1,774","28,738","3,406","181,595",59514,173573,38823,54346,64723,52100,64980,36556,61645,72384,40691,65227,34423,644.0
6101,"Sutter County, California","96,648","49,288","47,360","5,704","14,657","11,319","11,517","6,235","5,589",35.8,"29,999","44,416","1,955","1,032","15,996",407,"34,404",55062,31945,51817,38824,61146,46752,62212,47155,60172,67370,39329,64699,39432,74.0
6107,"Tulare County, California","464,493","232,455","232,038","33,580","66,334","57,893","51,551","26,327","20,971",30.9,"300,646","131,717","6,308","3,058","13,483",334,"148,986",46266,137576,25148,37950,90553,38454,59220,33685,44047,55537,37964,49815,31987,1162.0
6111,"Ventura County, California","854,223","423,228","430,995","58,719","113,653","105,819","115,495","62,069","49,627",38.2,"366,266","385,085","14,356","2,094","61,477",837,"288,778",82857,272085,52026,96154,100713,67669,91662,50841,83490,98433,58726,92061,51888,1070.0
6113,"Yolo County, California","219,116","106,261","112,855","30,023","29,511","25,976","23,386","12,691","10,125",31.0,"69,602","101,875","5,378",705,"28,846","1,078","77,948",65729,73495,N,45647,65067,50227,81766,21734,73066,82671,51759,87092,39583,351.0
6115,"Yuba County, California","77,031","39,729","37,302","4,380","12,374","10,362","8,495","5,412","4,435",34.0,"21,808","41,978","3,296","1,057","4,593",297,"28,604",63120,26228,92337,N,72620,51617,63130,49922,68491,66979,42639,75743,30658,225.0
8001,"Adams County, Colorado","503,167","253,680","249,487","31,866","81,747","74,053","63,255","31,370","22,057",33.8,"201,501","252,143","16,476","2,263","22,085",0,"173,142",66517,165730,48934,57059,68534,56786,75793,46658,72104,72058,50863,75417,45763,1899.0
8005,"Arapahoe County, Colorado","643,052","318,773","324,279","39,849","99,666","91,408","85,077","40,077","39,190",36.7,"123,957","387,830","68,219","2,266","37,630","1,305","251,714",75357,240774,55479,39955,64590,60506,81923,57438,76192,85937,57519,91364,48728,2327.0
8013,"Boulder County, Colorado","322,514","162,166","160,348","32,552","43,996","40,514","42,626","20,071","20,888",36.5,"44,954","250,422","2,687",929,"14,820",61,"135,931",80834,128497,66427,79263,105812,43284,85309,27553,79389,115312,63897,108380,47308,808.0
8014,"Broomfield County, Colorado","68,341","34,183","34,158","4,323","9,990","10,010","10,331","4,322","3,680",38.4,"8,476","52,502",918,230,"4,591",0,"28,534",90939,27665,56659,125259,117407,120072,91064,53304,100539,116772,53641,120435,53735,398.0
8031,"Denver County, Colorado","704,621","352,865","351,756","42,752","161,633","111,783","81,841","37,770","32,762",34.5,"210,821","382,735","63,110","3,470","26,595",746,"320,551",65224,296938,47529,43796,77839,48458,79505,41808,76431,72602,41084,85166,51754,2370.0
8035,"Douglas County, Colorado","335,299","166,955","168,344","16,392","36,930","50,763","54,722","24,314","16,829",38.9,"29,218","275,203","4,676",616,"16,709",116,"124,470",111482,119151,76960,116006,101596,108254,113173,61696,111621,131956,66513,126053,60619,2395.0
8041,"El Paso County, Colorado","699,232","353,407","345,825","57,404","109,108","89,883","83,840","42,735","39,682",34.4,"119,283","483,233","40,534","3,067","17,986","2,419","271,817",65370,258158,54041,49669,77544,55357,69511,38538,66518,81297,52074,76869,39909,3742.0
8059,"Jefferson County, Colorado","574,613","287,093","287,520","32,113","83,051","77,210","78,357","44,636","39,908",40.4,"88,333","449,392","5,649","2,918","16,166",294,"241,114",80616,231651,93490,60478,101575,66279,82589,37927,88992,96075,57671,97801,48546,1222.0
8069,"Larimer County, Colorado","343,976","171,948","172,028","36,060","50,343","41,501","38,826","21,134","22,627",36.0,"39,371","284,126","3,778","1,841","7,315",488,"148,552",69102,134709,47647,N,85744,48530,71559,35606,77072,89775,49950,93647,38261,2027.0
8077,"Mesa County, Colorado","151,616","75,252","76,364","10,124","18,495","18,690","16,581","10,289","10,381",39.0,"22,078","123,181","1,110",826,"1,802",626,"66,404",52742,61763,-,"2,500-",68093,48341,54288,40928,51801,64413,40135,63742,33639,665.0
8101,"Pueblo County, Colorado","166,475","81,861","84,614","10,702","21,897","18,881","19,966","11,945","10,875",38.6,"71,585","86,685","2,400","1,122","1,327",160,"71,116",43148,65098,22641,29852,90650,37272,48758,26352,44657,51704,35999,57591,24732,352.0
8123,"Weld County, Colorado","304,633","153,229","151,404","19,328","46,408","40,703","37,351","17,965","17,363",34.1,"89,303","200,567","3,396",821,"4,658",377,"109,893",68884,104611,52358,63705,53507,48587,77029,40942,79557,74327,43844,79403,38495,2777.0
9001,"Fairfield County, Connecticut","949,921","462,717","487,204","61,553","108,583","117,937","142,541","69,243","61,908",40.4,"189,042","582,723","98,596","1,705","51,698",58,"373,039",91198,336433,51022,N,121727,46773,113605,60205,91309,114895,58692,112574,52365,765.0
9003,"Hartford County, Connecticut","895,388","435,142","460,246","58,181","118,202","109,091","123,714","63,240","60,748",40.3,"161,377","546,617","116,255","1,618","48,114",0,"379,764",70429,347565,44945,26903,81985,39782,82437,34330,74600,89406,47983,90024,42246,455.0
