GEO_ID,Label (Grouping),Total population,Male,Female,20 to 24 years,25 to 34 years,35 to 44 years,45 to 54 years,55 to 59 years,60 to 64 years,Median age (years),HISPANIC OR LATINO AND RACEHispanic or Latino (of any race),HISPANIC OR LATINO AND RACENot Hispanic or LatinoWhite alone,HISPANIC OR LATINO AND RACENot Hispanic or LatinoBlack or African American alone,HISPANIC OR LATINO AND RACENot Hispanic or LatinoAmerican Indian and Alaska Native alone,HISPANIC OR LATINO AND RACENot Hispanic or LatinoAsian alone,HISPANIC OR LATINO AND RACENot Hispanic or LatinoNative Hawaiian and Other Pacific Islander alone,Total housing units,Median income (dollars)!!Estimate!!Households,Total!!Estimate!!Households,Median income (dollars)!!Estimate!!One race!!Black or African American,Median income (dollars)!!Estimate!!One race!!American Indian and Alaska Native,Median income (dollars)!!Estimate!!One race!!Asian,Median income (dollars)!!Estimate!!Hispanic or Latino origin (of any race),"Median income (dollars)!!Estimate!!White alone, not Hispanic or Latino",Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!15 to 24 years,Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!25 to 44 years,Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!45 to 64 years,Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!65 years and over,Median income (dollars)!!Estimate!!FAMILIES!!Families,Median income (dollars)!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households,SINGLE_FAMILY_PERMITS
16027,"Canyon County, Idaho","216,699","107,268","109,431","14,824","28,821","27,282","24,728","12,439","11,004",34.0,"54,873","152,081","1,292","1,209","1,033",439,"76,122",47324,72684,N,59925,57908,41073,50221,30508,46879,55808,39832,53872,27018,1637.0
16055,"Kootenai County, Idaho","157,637","78,125","79,512","8,612","20,151","19,336","18,620","10,353","11,498",39.9,"7,272","142,587",155,"2,335","1,231",137,"70,758",57219,60383,-,60518,-,64140,57368,47297,58204,68113,46257,66328,37802,1415.0
16083,"Twin Falls County, Idaho","85,124","41,782","43,342","4,700","11,361","12,149","8,968","5,085","4,610",35.5,"14,005",N,N,N,N,N,"33,259",51589,30845,-,N,N,46612,53142,35697,57929,63662,35058,57162,31583,365.0
17001,"Adams County, Illinois","66,234","32,860","33,374","4,103","7,997","7,437","8,114","4,039","5,003",41.6,"1,043","60,761","2,505",170,436,8,"30,229",48679,27160,34268,-,-,75474,49470,21015,60017,64673,33162,63396,29321,62.0
17019,"Champaign County, Illinois","209,399","104,601","104,798","34,177","29,088","23,834","19,506","9,622","12,356",29.9,"12,501","140,973","28,419",185,"21,586",102,"92,736",50281,83080,24150,N,22601,36701,60637,14699,51346,75959,55778,80289,25895,354.0
17031,"Cook County, Illinois","5,211,263","2,531,052","2,680,211","344,532","848,731","700,528","663,369","333,775","307,318",36.8,"1,327,941","2,197,267","1,203,390","4,083","375,437",957,"2,193,202",61405,1948373,37045,41376,75528,51461,79475,33178,68913,71958,40877,75419,41853,1707.0
17037,"DeKalb County, Illinois","104,733","50,737","53,996","13,939","15,574","11,962","11,191","6,097","5,447",31.2,"11,691","80,372","8,282",93,"1,679",0,"41,205",59942,38324,43575,-,N,50870,65221,25469,59517,78894,51431,78779,36378,90.0
17043,"DuPage County, Illinois","930,128","457,033","473,095","58,336","117,557","119,705","129,949","69,893","60,347",39.3,"134,167","622,024","43,973",750,"107,779",155,"360,199",89521,341845,52285,105131,97102,64456,94107,55202,91618,107057,59254,107585,50943,988.0
17089,"Kane County, Illinois","534,667","267,637","267,030","35,046","61,504","73,615","75,318","37,034","29,398",37.4,"171,881","303,664","27,744",306,"22,745",957,"187,801",75628,180787,57638,87417,91794,57348,87539,43655,74198,95903,55591,87696,43618,969.0
17091,"Kankakee County, Illinois","109,605","53,697","55,908","7,295","12,591","13,341","14,244","7,258","7,242",38.8,"11,613","78,644","16,980",49,650,0,"45,495",58539,39628,31301,50845,-,50995,65680,23407,63780,70598,38798,72034,27385,88.0
17093,"Kendall County, Illinois","126,218","63,564","62,654","5,655","16,550","19,728","18,561","6,321","6,368",35.5,"23,801","87,590","8,714",100,"4,362",0,"41,926",91250,40930,94221,-,125145,60314,92021,53352,98201,106027,54026,101004,66324,236.0
17097,"Lake County, Illinois","703,520","351,554","351,966","50,132","78,275","87,564","101,987","50,589","44,673",38.1,"153,833","431,852","46,372",899,"53,834",245,"263,790",85895,247720,45467,58242,117192,56283,97069,31964,80930,106985,62320,102528,45863,697.0
17099,"LaSalle County, Illinois","110,067","54,913","55,154","6,774","12,918","13,331","14,037","8,779","8,010",41.2,"10,792","93,838","2,983",82,"1,063",0,"50,134",56896,44625,N,20319,59709,48018,58248,24555,59708,63478,44842,65223,34284,94.0
17111,"McHenry County, Illinois","309,122","153,865","155,257","18,099","34,262","39,186","47,851","23,692","21,091",40.0,"40,554","250,016","4,124",151,"7,349",0,"118,501",86348,112193,46099,-,140301,57516,89471,44675,92794,101069,51611,98415,42712,304.0
17113,"McLean County, Illinois","172,290","83,176","89,114","21,912","22,026","20,510","20,313","9,846","9,750",33.4,"8,521","137,411","14,045",438,"9,441",0,"72,378",68274,65146,17206,N,88723,50831,70117,13448,77226,90489,47226,92697,33573,198.0
17115,"Macon County, Illinois","105,801","50,685","55,116","6,890","12,121","12,525","12,174","7,635","7,442",41.1,"2,426","80,753","15,562",288,"1,044",19,"50,433",51970,42977,30923,33247,80630,38211,54406,22582,55734,63750,42508,67128,27901,39.0
17119,"Madison County, Illinois","265,428","129,511","135,917","15,591","36,094","32,568","34,440","18,600","18,892",39.9,"8,753","225,508","22,084",487,"2,447",66,"119,352",57890,107212,24053,71317,N,42602,62950,28623,66704,70363,41464,73414,31040,410.0
17143,"Peoria County, Illinois","183,011","89,233","93,778","11,335","24,353","22,305","22,445","11,750","11,491",37.6,"8,827","127,896","32,492",373,"7,286",0,"83,739",53843,71371,25609,-,101108,47344,57705,25941,58289,56877,46015,69428,34017,46.0
17161,"Rock Island County, Illinois","144,808","70,646","74,162","8,254","17,358","18,044","16,652","9,264","11,022",39.7,"18,765","103,741","14,769",288,"3,753",219,"66,179",51711,60438,28984,61653,66165,54558,52396,42628,61174,54276,43929,64527,33342,85.0
17163,"St. Clair County, Illinois","262,479","127,417","135,062","16,365","34,140","32,829","34,301","18,925","17,381",38.1,"10,810","160,936","76,997",293,"2,869",0,"120,210",51670,102793,28670,-,N,54509,62163,16023,53102,62978,41750,68481,30109,464.0
17167,"Sangamon County, Illinois","196,452","94,373","102,079","11,313","24,664","23,901","26,430","14,300","13,723",40.6,"4,508","158,030","25,433",136,"4,279",161,"91,745",61542,84583,22315,-,86667,N,66652,46443,54797,79389,54914,80190,36849,189.0
17179,"Tazewell County, Illinois","133,526","65,347","68,179","7,094","15,805","17,127","17,270","9,171","9,570",40.6,"3,099","125,475","1,885",68,"1,415",49,"59,002",60306,54253,N,-,-,N,61191,42607,78311,67562,44883,75856,36259,113.0
17183,"Vermilion County, Illinois","77,909","38,986","38,923","4,835","9,053","8,925","9,434","4,977","5,460",39.8,"3,942","60,897","10,770",84,756,0,"36,084",42345,30241,21315,-,N,39329,47210,25046,48842,51097,38741,52374,29413,53.0
17197,"Will County, Illinois","692,661","344,088","348,573","45,155","81,769","94,418","104,959","46,835","38,997",37.6,"121,150","440,192","77,025",176,"38,914",209,"243,986",82196,228366,60784,113912,120038,66932,89129,51593,86860,98646,49943,96034,43721,1219.0
17199,"Williamson County, Illinois","67,328","33,573","33,755","3,152","9,150","8,862","8,317","5,110","4,245",41.4,"1,783","60,325","2,056",90,711,0,"31,276",50408,26845,N,-,N,71306,52174,31154,60455,61878,35996,68732,27851,77.0
17201,"Winnebago County, Illinois","284,778","138,814","145,964","17,108","36,007","33,458","37,474","20,287","18,939",40.0,"36,408","197,391","35,446",635,"7,398",44,"125,730",53337,113789,26195,N,88350,45898,59422,35672,54836,63835,43969,62521,34317,188.0
18003,"Allen County, Indiana","372,877","182,538","190,339","24,536","51,676","45,729","46,109","22,343","23,771",36.1,"28,041","274,992","41,814",745,"14,879",0,"157,976",52484,143105,25955,26569,53518,41841,58020,36642,57796,62430,39363,66490,31211,1046.0
18005,"Bartholomew County, Indiana","82,040","40,956","41,084","5,003","12,947","9,448","10,601","5,981","3,924",37.4,"5,493","67,595","1,338",163,"5,991",0,"34,350",61533,31498,66311,-,102150,65007,58727,26639,68196,74107,40761,76568,33894,204.0
18011,"Boone County, Indiana","65,875","32,496","33,379","3,562","7,716","8,998","9,603","5,090","3,562",37.4,"2,005","59,729","1,347",0,"2,314",0,"27,046",81785,25699,N,-,135161,67603,81946,56611,76324,107696,49016,100254,44316,421.0
18019,"Clark County, Indiana","116,973","56,697","60,276","6,980","16,250","16,077","15,322","8,818","6,707",38.6,"6,364","97,224","7,787",0,"1,316",0,"50,578",52036,44957,49621,-,N,33995,52568,33212,54133,63897,38765,62394,35636,554.0
18035,"Delaware County, Indiana","115,184","55,826","59,358","16,444","13,421","11,315","13,430","6,893","6,998",35.5,"2,897","99,763","8,285",0,859,0,"52,728",41255,46588,28525,-,N,21538,44073,18656,42039,60797,38201,60830,22457,68.0
18039,"Elkhart County, Indiana","205,032","101,522","103,510","12,993","25,615","25,774","25,042","12,817","11,460",35.7,"32,821","153,113","11,503",104,"1,666",0,"79,000",58960,73363,26551,-,N,50443,63306,35976,59639,75385,39918,66131,33185,366.0
18043,"Floyd County, Indiana","77,071","38,405","38,666","4,383","9,383","9,728","10,547","5,248","5,782",39.4,"2,522","67,691","4,314",0,922,0,"32,838",60690,28614,38757,-,110804,N,61657,35267,68006,81123,38135,77140,32335,231.0
18053,"Grant County, Indiana","66,491","31,505","34,986","6,028","6,688","7,195","8,501","4,402","4,475",41.1,"2,913","56,470","4,822",0,165,0,"30,473",44768,25878,22442,-,-,N,45967,26382,45639,52314,36563,55054,27259,54.0
18057,"Hamilton County, Indiana","323,747","158,588","165,159","15,118","39,920","48,677","48,683","20,821","15,770",37.3,"13,131","270,522","13,388",887,"19,179",85,"126,621",93604,118666,81463,-,127005,69244,94003,34699,96948,114675,57675,109401,52794,2457.0
18059,"Hancock County, Indiana","74,985","37,195","37,790","3,689","8,597","9,749","11,073","6,565","3,614",40.8,"1,770","69,360","2,140",0,407,0,"30,102",70473,29239,N,-,91044,-,70347,24730,78551,80343,48465,82092,36605,470.0
18063,"Hendricks County, Indiana","163,685","81,404","82,281","9,885","20,833","22,266","23,244","8,955","10,739",37.7,"6,387","138,174","10,824",0,"4,290",0,"61,743",70991,58285,44009,-,N,93451,73790,36558,82398,88211,46232,80587,45608,1117.0
18067,"Howard County, Indiana","82,363","39,589","42,774","4,795","9,464","9,426","11,113","5,629","5,746",41.8,"2,791","69,661","6,679",24,777,0,"39,521",49346,34243,36210,-,-,N,50870,36127,53463,56102,41311,60217,29153,90.0
18081,"Johnson County, Indiana","153,897","76,020","77,877","9,105","21,338","21,183","19,823","9,966","8,762",38.0,"5,622","137,112","4,189",209,"4,720",0,"60,756",70339,58648,54434,-,122215,N,70101,37782,79199,88100,41916,87382,40673,805.0
18085,"Kosciusko County, Indiana","79,206","40,231","38,975","5,216","11,012","8,293","10,206","6,543","4,272",38.2,"6,325","69,815",355,73,"1,141",60,"38,489",63463,30000,-,-,97124,50366,64225,55499,73215,75740,39493,70389,37598,179.0
18089,"Lake County, Indiana","485,640","234,680","250,960","30,214","59,376","60,862","62,405","35,760","31,642",39.4,"92,823","262,848","114,036",875,"6,545",130,"212,708",54981,184206,33320,51699,76987,54668,65414,27277,57863,71488,40705,66888,33456,1324.0
18091,"LaPorte County, Indiana","110,029","55,702","54,327","6,637","15,463","13,041","14,741","7,326","8,068",39.6,"7,301","87,275","12,061",283,804,0,"49,126",50736,42385,28025,-,-,72300,52089,32101,48520,59137,39180,61396,26932,147.0
18095,"Madison County, Indiana","129,498","64,822","64,676","7,683","15,787","16,683","17,806","9,021","8,448",41.1,"5,323","109,970","10,034",279,832,0,"59,041",43060,50751,29447,-,54154,42075,44420,28337,40813,55656,36344,54580,27726,109.0
18097,"Marion County, Indiana","950,082","457,571","492,511","65,396","159,449","121,940","113,720","59,057","55,312",34.4,"99,920","525,590","259,207","1,262","29,177",198,"423,414",47344,369122,33834,27630,42241,38120,57513,27272,47008,58413,40359,60236,32871,987.0
18105,"Monroe County, Indiana","146,986","73,646","73,340","26,292","21,036","15,343","14,357","8,437","7,445",29.6,"5,148","122,672","3,923",189,"9,374",47,"61,550",48713,57047,37167,-,N,27312,52027,16086,56156,63131,47481,70527,25829,266.0
18109,"Morgan County, Indiana","69,713","34,502","35,211","3,832","7,966","8,190","10,337","5,153","5,419",42.6,"1,089",N,N,N,N,N,"28,340",60946,26441,-,-,N,N,61049,32271,64042,69065,42341,67821,41442,142.0
18127,"Porter County, Indiana","168,404","84,391","84,013","11,175","19,816","22,482","21,914","12,580","11,324",38.8,"16,894","139,874","5,999",154,"2,424",0,"68,787",65747,64722,N,-,108448,58063,66329,26760,75729,81513,46669,80682,39241,515.0
18141,"St. Joseph County, Indiana","270,434","131,479","138,955","20,262","35,769","32,053","32,009","15,488","18,930",36.9,"23,753","196,440","34,393",675,"5,835",395,"116,475",52106,98705,25261,33906,50786,40030,56627,30347,60285,59404,36967,66644,31954,345.0
18157,"Tippecanoe County, Indiana","190,587","96,997","93,590","32,747","26,362","20,260","19,434","10,246","8,046",28.0,"16,141","143,940","9,460",353,"15,739",94,"75,907",52183,69502,23924,-,38312,48469,58326,18726,55639,76802,51731,76031,26686,490.0
18163,"Vanderburgh County, Indiana","181,616","87,892","93,724","12,805","26,767","20,831","21,498","13,145","12,446",37.5,"4,912","152,018","16,722",372,"2,895",0,"84,328",46681,77174,33494,-,N,N,49137,31023,55477,56536,30449,69291,26614,299.0
18167,"Vigo County, Indiana","107,516","54,568","52,948","10,521","13,495","12,050","13,167","6,811","5,979",36.2,"2,891","91,962","6,300",269,"2,363",98,"47,357",41125,41933,11050,-,N,-,42672,17435,52473,48768,31757,55546,26645,25.0
18177,"Wayne County, Indiana","66,185","32,187","33,998","4,277","7,500","7,794","8,791","3,985","5,427",40.9,"1,938","58,406","3,717",76,633,0,"31,391",45017,26521,34127,-,-,N,45764,29643,51448,52425,31771,58051,25270,41.0
19013,"Black Hawk County, Iowa","132,648","64,890","67,758","15,043","17,103","14,372","15,217","7,905","8,267",35.3,"5,716","108,285","11,852",175,"3,250",162,"57,864",49779,52928,28030,32608,N,67303,51543,35453,52463,61799,43238,66375,31914,225.0
19049,"Dallas County, Iowa","87,235","43,348","43,887","4,727","12,087","14,334","11,897","4,712","3,563",35.8,"5,320","74,444","1,643",0,"4,065",0,"36,847",88561,34197,81667,-,126235,32627,90535,54556,108100,106466,50063,111842,54541,743.0
19061,"Dubuque County, Iowa","97,041","47,635","49,406","6,842","12,261","10,451","11,567","7,138","6,241",38.3,"2,391","88,027","2,538",35,"1,132","1,726","41,331",61497,37785,N,-,56284,N,63965,41630,70514,73121,45112,78083,35818,221.0
19103,"Johnson County, Iowa","149,210","73,865","75,345","24,633","21,846","17,413","15,612","6,857","7,522",29.9,"8,506","117,180","8,711",243,"9,499",0,"63,867",61011,59190,34975,-,25250,43016,64930,17472,65159,100078,54119,95339,36474,585.0
19113,"Linn County, Iowa","224,115","109,958","114,157","14,836","30,335","27,718","28,978","15,705","12,620",37.9,"7,363","191,604","12,709",299,"5,593",456,"97,260",63149,89183,44591,N,97531,54857,65114,35551,65806,80673,45777,80215,38332,492.0
19153,"Polk County, Iowa","481,830","237,554","244,276","29,945","74,029","65,328","60,989","32,746","24,448",35.5,"40,637","373,623","29,900","1,015","23,346",740,"200,638",65995,186777,35735,24921,63410,50551,71270,41497,73974,79894,42957,80783,44486,2497.0
19155,"Pottawattamie County, Iowa","93,386","45,728","47,658","5,025","10,788","11,636","11,382","6,102","7,264",39.7,"7,357","81,854","1,022",447,320,0,"39,963",58633,36662,N,-,-,44702,60113,38066,71807,65646,38890,77943,33237,127.0
19163,"Scott County, Iowa","172,509","84,926","87,583","10,608","22,352","21,591","22,429","12,270","10,689",39.0,"11,553","138,090","12,677",274,"4,986",0,"74,196",58129,64251,28341,-,71682,51340,61124,48125,62490,71685,43599,76832,37066,321.0
19169,"Story County, Iowa","97,502","51,068","46,434","20,205","13,718","9,354","7,906","4,437","5,327",27.3,"3,420","81,394","2,724",175,"8,477",0,"39,931",60351,37689,N,-,92014,56916,57031,22249,72004,95415,61838,98224,29906,257.0
19193,"Woodbury County, Iowa","102,429","50,589","51,840","7,179","13,322","12,461","11,950","6,212","6,545",35.8,"17,051","75,052","2,385","1,647","2,845",584,"42,337",55273,39020,N,35466,57665,45948,57959,43750,60723,61397,40278,67894,32049,163.0
20015,"Butler County, Kansas","66,878","34,563","32,315","3,697","8,022","7,900","8,910","4,814","4,632",39.1,"3,200","59,440","1,241",669,971,0,"26,912",64149,24385,N,N,N,N,67560,48281,85373,78047,40154,79912,31313,174.0
20045,"Douglas County, Kansas","120,793","58,854","61,939","19,622","19,333","14,399","11,086","5,852","6,032",29.9,"7,746","94,468","4,687","3,199","6,496",0,"50,841",55646,47643,N,27377,37509,N,62512,26958,54384,82020,51760,83655,32331,288.0
20091,"Johnson County, Kansas","591,178","290,297","300,881","34,160","80,648","82,940","78,360","36,971","38,013",37.7,"45,274","471,993","28,845","2,308","30,949",280,"241,416",82855,229030,54843,63766,94177,47958,87853,42320,89400,101395,55118,103813,46483,2045.0
20103,"Leavenworth County, Kansas","81,095","44,154","36,941","4,602","10,439","11,394","11,257","5,970","4,442",37.8,"5,597","63,912","6,262",431,600,0,"29,790",70920,27350,51294,-,37809,N,74328,32114,74818,75062,54492,81621,37446,257.0
20161,"Riley County, Kansas","74,172","38,604","35,568","18,628","13,306","6,176","4,716","2,997","2,619",24.8,"6,168","56,885","3,568",439,"3,816",290,"31,217",50067,27067,22280,N,39780,42509,52462,30501,51462,73243,53580,65210,37467,121.0
20173,"Sedgwick County, Kansas","513,687","253,813","259,874","35,150","74,256","63,213","59,601","33,692","31,436",35.5,"75,146","348,238","43,687","1,907","22,820",81,"218,980",53923,196053,30856,24226,73153,42394,58168,25994,59023,63946,41505,67079,31870,1304.0
20177,"Shawnee County, Kansas","178,187","87,190","90,997","11,076","23,338","20,107","21,468","12,415","12,465",39.2,"22,136","131,633","15,265",834,"2,970",0,"80,088",57095,73724,28060,N,95599,56388,60234,28595,65643,67372,46694,74554,34117,210.0
20209,"Wyandotte County, Kansas","165,288","81,477","83,811","10,416","24,513","21,303","19,508","9,894","9,723",34.0,"47,883","67,631","36,051",280,"6,764",0,"68,103",46310,60737,29315,44485,N,49478,54759,25979,50274,50151,35716,56234,26822,285.0
21015,"Boone County, Kentucky","130,728","64,681","66,047","7,591","16,213","18,509","18,760","8,265","7,542",37.7,"5,619","114,725","4,920",126,"2,285",0,"49,455",78415,46388,40449,-,N,41477,81242,41055,85165,98353,46763,90477,38114,423.0
21029,"Bullitt County, Kentucky","80,246","40,167","40,079","4,637","10,565","10,156","11,952","5,567","5,352",40.0,"1,589","75,885",732,131,692,36,"31,513",62319,29715,-,-,-,N,62778,45849,72689,70566,34048,69804,31529,432.0
21037,"Campbell County, Kentucky","92,488","45,561","46,927","6,414","14,015","11,430","11,637","6,826","6,318",37.9,"1,861","85,168","3,082",0,"1,142",0,"40,392",61379,35740,29234,-,89875,45156,62873,33187,75619,78656,35628,81942,31333,177.0
21047,"Christian County, Kentucky","70,416","37,969","32,447","9,709","10,657","7,597","6,383","3,726","2,972",27.8,"5,474","45,805","15,445",100,"1,327",137,"29,963",43940,25584,34809,-,N,55203,47563,30612,50140,46548,40667,49884,31959,70.0
21059,"Daviess County, Kentucky","100,374","48,548","51,826","6,098","12,574","11,868","13,177","6,627","6,652",38.8,"3,049","88,605","4,200",150,"1,358",0,"43,212",49507,40920,40563,-,-,35918,52135,30826,54781,67770,34585,59518,30090,247.0
21067,"Fayette County, Kentucky","321,959","158,325","163,634","32,115","50,494","42,447","37,737","20,891","16,251",34.3,"23,136","227,988","45,622",814,"11,729",145,"141,630",56137,129140,28904,-,51690,37715,64170,20381,61193,67873,49214,75756,35303,743.0
21093,"Hardin County, Kentucky","108,071","53,451","54,620","6,600","14,967","14,233","14,202","9,381","5,205",37.2,"6,250","81,968","12,801",99,"2,392",195,"46,698",51167,42911,48879,-,36024,35864,53597,34345,50868,63623,41882,66344,31920,315.0
21111,"Jefferson County, Kentucky","771,158","373,431","397,727","48,633","114,136","96,315","97,273","54,717","49,339",38.1,"41,220","520,626","166,506",891,"23,165",338,"344,854",55044,312747,37122,17454,68750,46658,61913,32962,57362,69125,42576,72502,35026,1260.0
21117,"Kenton County, Kentucky","165,399","82,333","83,066","9,457","25,665","21,302","21,121","11,895","9,908",37.1,"5,400","146,308","7,039",79,"1,962",0,"69,742",58595,63679,32339,N,93870,44858,60501,31712,65231,67421,45052,80196,33199,281.0
21145,"McCracken County, Kentucky","65,385","31,705","33,680","2,723","7,762","7,473","9,049","4,779","4,849",43.1,"1,578",N,N,N,N,N,"32,207",49436,26803,30808,-,-,91436,50961,31676,61242,58971,40336,75325,26411,111.0
21151,"Madison County, Kentucky","91,226","44,475","46,751","11,582","11,303","11,656","10,558","4,739","5,342",34.3,"2,226","81,609","3,377",78,588,0,"36,801",50893,33104,N,-,-,31034,52256,19431,54883,65852,40771,66485,27817,171.0
21185,"Oldham County, Kentucky","66,415","34,094","32,321","3,644","6,577","9,235","10,537","4,668","3,483",38.5,"2,633","58,590","1,554",131,"1,271",0,"22,013",96576,20840,N,-,123322,56875,100157,75561,114426,106647,67984,108986,40132,317.0
21227,"Warren County, Kentucky","128,845","62,152","66,693","13,061","18,010","14,694","15,754","6,927","7,132",32.5,"6,978","101,138","11,030",0,"4,229","1,786","52,808",48962,47996,40680,-,41406,50491,52119,27185,49549,62598,38718,61594,30512,734.0
22005,"Ascension Parish, Louisiana","122,948","59,493","63,455","6,551","16,984","18,660","15,870","8,087","5,903",35.4,"6,834","84,445","27,238",0,"1,558",0,"47,533",70561,44319,32976,-,N,60402,83920,38658,80540,82219,42012,81971,37089,1046.0
22015,"Bossier Parish, Louisiana","127,634","62,912","64,722","9,099","18,426","17,971","14,455","7,929","6,727",35.2,"8,642","84,995","29,032",844,"1,477",114,"57,092",49038,49615,35130,N,77688,34981,53226,28881,53547,56560,47256,59257,34610,660.0
22017,"Caddo Parish, Louisiana","246,581","117,342","129,239","15,226","35,329","29,267","28,957","15,673","16,536",37.2,"7,144","110,535","117,349",982,"3,507",0,"113,298",36165,95793,24106,36109,56753,54663,53967,24747,35189,47544,34632,48709,21456,314.0
22019,"Calcasieu Parish, Louisiana","202,445","98,110","104,335","13,213","29,986","24,386","23,908","14,251","11,842",35.9,"7,305","136,569","50,917",234,"3,077",0,"90,198",52319,78305,36698,122849,41444,32528,61199,20523,52464,66622,42887,66334,31181,993.0
22033,"East Baton Rouge Parish, Louisiana","446,268","214,721","231,547","46,598","65,744","52,156","50,176","27,961","25,520",33.8,"18,766","199,232","204,250",517,"16,138",267,"194,380",55326,162627,35828,71343,69875,43477,76802,12340,53884,71110,44816,75868,31547,1163.0
22045,"Iberia Parish, Louisiana","72,176","34,272","37,904","4,095","10,100","7,734","8,764","4,662","4,928",35.3,"3,094","42,401","23,816",0,"1,658",0,"30,679",40019,26345,24984,-,49890,25970,51682,19027,39494,41817,36479,51598,27205,70.0
22051,"Jefferson Parish, Louisiana","439,036","212,697","226,339","26,556","64,038","54,493","55,923","29,993","30,658",39.1,"65,580","228,030","117,034",973,"19,210",0,"188,645",51494,168031,37279,44443,67826,42802,61246,39702,53991,59881,40799,63483,33330,457.0
22055,"Lafayette Parish, Louisiana","242,485","119,132","123,353","15,367","39,265","32,116","29,111","14,455","15,821",35.1,"11,608","158,188","62,873",430,"5,158",0,"102,771",52265,89465,26408,N,N,44360,62373,27581,58820,60916,30268,68599,29279,1253.0
22057,"Lafourche Parish, Louisiana","98,426","48,833","49,593","5,962","13,812","11,450","13,524","6,475","6,604",37.3,"4,425","75,430","13,503","2,697",826,0,"41,298",52283,36420,29432,N,N,66541,59601,26376,70664,54803,34964,68323,25640,298.0
22063,"Livingston Parish, Louisiana","138,228","67,779","70,449","7,612","19,971","18,657","18,616","8,203","7,606",36.4,"5,093",N,N,N,N,N,"57,265",60471,47992,24952,-,-,N,62747,59556,79119,60664,33933,67005,24870,821.0
22071,"Orleans Parish, Louisiana","393,292","186,954","206,338","26,124","71,100","52,551","47,679","25,751","26,256",36.7,"22,324","120,505","229,961",549,"11,447",28,"191,688",36999,154560,24418,N,49768,37120,67075,19767,41808,40737,28924,55138,25921,447.0
22073,"Ouachita Parish, Louisiana","155,874","74,655","81,219","11,528","22,165","18,973","18,783","9,938","9,226",35.6,"3,600","90,501","58,500",56,"1,760",0,"68,443",40161,58232,24668,-,93369,35403,52313,35938,35883,48578,30663,52612,25754,520.0
22079,"Rapides Parish, Louisiana","131,648","63,860","67,788","7,846","16,707","15,813","16,758","8,683","8,112",37.5,"4,179","80,378","41,836","1,170","2,268",0,"58,172",41646,48473,28291,N,N,25801,46274,33230,43560,47785,36605,55968,23282,236.0
22097,"St. Landry Parish, Louisiana","83,497","41,733","41,764","3,912","10,198","9,395","10,198","4,967","5,906",36.5,"1,826",N,N,N,N,N,"36,793",34462,30136,26106,-,-,38647,41159,37557,34518,41953,23401,41253,21124,121.0
22103,"St. Tammany Parish, Louisiana","256,327","123,949","132,378","12,955","28,633","33,019","34,825","17,612","18,449",40.2,"14,758","200,602","31,150","1,522","4,495",0,"103,370",67396,94499,46208,N,138130,46642,70735,48434,74563,80716,46091,82090,33398,1428.0
22105,"Tangipahoa Parish, Louisiana","132,497","64,759","67,738","9,505","19,224","17,114","15,286","7,503","8,733",35.2,"5,854","83,539","40,033",246,991,0,"55,288",44861,49272,27132,-,N,N,51555,26882,55057,50211,29061,50929,24674,796.0
22109,"Terrebonne Parish, Louisiana","112,086","54,992","57,094","7,355","15,180","14,023","14,358","7,797","5,896",35.8,"5,785","74,675","21,573","5,297",769,36,"45,558",42857,40882,22912,21720,N,32981,54995,21361,61190,49451,25012,58332,20543,133.0
23001,"Androscoggin County, Maine","107,651","52,970","54,681","6,770","12,827","12,877","14,852","8,251","7,277",41.2,"2,063","97,530","1,435",381,764,0,"49,824",48286,45979,N,N,N,71250,49168,30755,62484,59189,35614,71436,29752,165.0
23003,"Aroostook County, Maine","67,653","33,647","34,006","3,620","6,847","6,912","9,203","6,613","4,691",47.3,818,"63,665",528,"1,282",426,0,"39,913",43015,28921,48477,38509,"2,500-",34125,42974,40799,51739,56718,27279,51806,21113,65.0
23005,"Cumberland County, Maine","292,500","141,779","150,721","17,819","40,799","35,191","40,792","23,155","19,271",41.6,"6,210","264,390","9,369",210,"6,805",0,"144,464",71975,117844,23109,100858,N,55629,74563,35640,81120,87061,47585,95665,41977,977.0
23011,"Kennebec County, Maine","121,821","59,151","62,670","7,366","14,042","13,496","17,063","9,986","9,548",44.3,"1,888","115,219",727,960,975,83,"62,665",53073,49616,18964,27180,60935,58344,53262,30523,60439,63760,36976,73179,27217,255.0
23019,"Penobscot County, Maine","151,957","75,389","76,568","9,687","20,662","16,874","20,909","10,618","12,149",42.2,"2,018","142,376","1,479","1,414","1,239",19,"75,864",50349,60620,38212,N,N,N,51463,21994,58101,58940,35269,60627,28551,248.0
23031,"York County, Maine","204,191","100,183","104,008","11,527","23,587","24,057","29,236","17,359","15,429",45.1,"3,477","192,624",643,945,"2,930",85,"110,107",66391,82970,11547,58135,49326,27937,67209,39763,75212,80461,43919,79438,39538,874.0
