GEO_ID,NAME,Median income (dollars)!!Estimate!!Households,Total!!Estimate!!Households,Median income (dollars)!!Estimate!!One race!!Black or African American,Median income (dollars)!!Estimate!!One race!!American Indian and Alaska Native,Median income (dollars)!!Estimate!!One race!!Asian,Median income (dollars)!!Estimate!!Hispanic or Latino origin (of any race),"Median income (dollars)!!Estimate!!White alone, not Hispanic or Latino",Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!15 to 24 years,Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!25 to 44 years,Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!45 to 64 years,Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!65 years and over,Median income (dollars)!!Estimate!!FAMILIES!!Families,Median income (dollars)!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households
04017,"Navajo County, Arizona",36998,33587,N,23175,20613,36516,47177,8778,36465,39538,38516,44872,21941
04019,"Pima County, Arizona",47560,400835,43154,31583,45648,40394,53722,25402,50672,56625,42716,60136,30540
04021,"Pinal County, Arizona",52555,132352,61039,29215,61517,43332,54217,36434,56604,58850,44533,61226,29819
04025,"Yavapai County, Arizona",50420,94962,51300,N,74112,59694,49174,37949,53448,56764,44729,62235,25314
04027,"Yuma County, Arizona",43518,73072,32816,40575,46809,41323,48306,30877,53213,46540,37419,47931,27314
05007,"Benton County, Arkansas",63631,94494,75036,57979,79712,50634,65904,44896,72367,71648,45007,71811,41393
05031,"Craighead County, Arkansas",43678,39813,31875,-,N,32370,47372,20470,47157,52145,33533,51630,24536
05045,"Faulkner County, Arkansas",48506,43964,31862,-,85992,N,52735,25965,53610,56117,34728,62015,28624
05051,"Garland County, Arkansas",42826,39309,24049,41371,-,N,47191,25870,45864,51987,36352,56445,24438
05069,"Jefferson County, Arkansas",37712,26750,32175,-,-,N,49512,24420,45494,40485,32465,47402,20206
05085,"Lonoke County, Arkansas",55837,26327,42202,N,51178,65055,58297,40446,55814,63155,46333,66353,34541
05119,"Pulaski County, Arkansas",47387,161291,34505,41056,85211,40164,61725,25976,47168,56518,41928,61233,31666
05125,"Saline County, Arkansas",64932,43371,63333,N,N,87843,64848,32102,73002,76605,51140,80274,31639
05131,"Sebastian County, Arkansas",42053,51055,32155,60318,44389,34861,45112,25508,40569,47259,37666,49680,24316
05143,"Washington County, Arkansas",45679,88690,28718,82250,46686,37669,49013,21007,49123,56932,37905,58292,27349
05145,"White County, Arkansas",42844,28221,32337,-,-,N,45052,47875,51992,45506,30440,52917,22108
06001,"Alameda County, California",89979,572012,46554,67168,108545,72253,107303,42658,100305,101490,55978,106761,54801
06007,"Butte County, California",45177,85531,30420,51325,41469,41713,46720,17838,52537,64180,34873,62593,27363
06013,"Contra Costa County, California",91045,391288,61243,79482,106138,66971,102621,45986,93568,105627,63044,103280,54866
06017,"El Dorado County, California",75772,69653,N,N,100625,52598,76148,39598,71836,96950,50257,91109,41553
06019,"Fresno County, California",48715,303216,29203,35526,55140,38327,62392,23851,48226,59329,40844,53951,30545
06023,"Humboldt County, California",43130,54230,N,21910,60206,36442,45134,29509,48278,48991,36619,57721,26720
06025,"Imperial County, California",49095,44855,40925,72575,72473,46182,62237,47950,59166,54864,27260,57130,20090
06029,"Kern County, California",49903,270359,32411,34291,69223,42302,57380,31930,51143,59349,36429,54475,32989
06031,"Kings County, California",53234,43090,57292,49141,44802,43892,63514,31570,52167,62649,46285,54641,35824
06033,"Lake County, California",42029,24593,"2,500-",N,-,33107,46684,12772,40359,52638,39585,53156,30434
06037,"Los Angeles County, California",61338,3305589,43973,46307,70790,50078,80776,32281,64666,70923,44784,68803,42296
06039,"Madera County, California",51657,44369,N,95321,87607,41595,66427,41340,45525,67440,46820,55588,32255
06041,"Marin County, California",103845,106333,30768,-,89548,58451,117804,77217,130462,130588,66387,142090,58350
06045,"Mendocino County, California",43809,35439,-,N,70658,36631,48867,44126,46265,40683,46784,51422,30390
06047,"Merced County, California",47739,77713,N,N,46512,41619,61057,38944,46948,56626,39859,52241,24875
06053,"Monterey County, California",63876,125740,62824,49217,81866,54005,77846,40394,60898,76560,51601,69706,43366
06055,"Napa County, California",75077,49561,N,81481,112052,63463,81880,55596,81844,98194,51863,94458,45103
06057,"Nevada County, California",59022,38708,-,N,N,46957,58272,-,56904,73863,54338,80053,32398
06059,"Orange County, California",81837,1032218,65105,58258,90440,63959,91423,41813,86128,97458,58607,92063,53326
06061,"Placer County, California",85426,139104,49769,N,129623,76640,83911,60315,102085,100592,57895,106221,42624
06065,"Riverside County, California",60134,715040,58223,45804,80115,51376,65868,30377,62622,71592,43323,67839,32845
06067,"Sacramento County, California",59780,535090,41736,48862,64702,50110,66200,29096,60973,72332,47887,69492,42533
06071,"San Bernardino County, California",56337,633173,41414,56861,75637,52399,63064,31983,56841,66866,43075,62586,32623
06073,"San Diego County, California",70824,1110568,52715,46077,82136,53076,81431,41431,72788,85120,54562,81222,50111
06075,"San Francisco County, California",103801,358703,27656,135038,89100,75628,132378,69023,146613,97584,48629,123326,81776
06077,"San Joaquin County, California",59518,227186,34484,41250,71361,51468,68955,36711,60190,71171,41198,67163,32509
06079,"San Luis Obispo County, California",70564,106312,50192,65156,60812,60490,72319,18486,72625,88818,58408,82368,39776
06081,"San Mateo County, California",108627,263445,52781,68827,126307,69141,127900,46833,131179,130743,69312,129939,69314
06083,"Santa Barbara County, California",67436,142449,56414,40807,58051,53404,77990,36043,68255,80372,58274,74643,42907
06085,"Santa Clara County, California",111069,635687,65542,88743,128321,71207,121916,42743,124656,126996,63887,123613,70575
06087,"Santa Cruz County, California",77613,96257,N,80359,71721,55653,82094,18763,77205,96314,57185,92200,48306
06089,"Shasta County, California",46724,72095,34316,47464,71233,34831,48242,33212,48213,57983,37330,58264,27391
06095,"Solano County, California",73900,149172,65044,54441,95846,59052,79445,49240,73597,93402,52943,80665,49867
06097,"Sonoma County, California",73929,187504,55852,81525,79127,63793,76826,49488,74653,84203,58385,87812,44299
06099,"Stanislaus County, California",54305,172881,43554,N,67023,46949,60437,33641,60176,65009,37163,60689,28489
06101,"Sutter County, California",51397,32345,93821,N,50230,41525,59673,26355,53479,65228,41250,58440,27858
06107,"Tulare County, California",45881,135648,59643,36193,46656,39844,59153,22708,45831,57611,38339,47906,31429
06111,"Ventura County, California",80135,268091,69215,77563,108414,61511,91264,46079,82359,95528,59838,92027,46248
06113,"Yolo County, California",64904,73055,18562,42443,65751,50624,77436,12230,65553,85958,57732,82670,36835
06115,"Yuba County, California",49259,26699,98440,21516,N,48521,47247,25378,52800,57299,41355,53950,27418
08001,"Adams County, Colorado",66033,163122,41670,55098,55435,52434,77351,48897,68546,78682,47408,74110,47014
08005,"Arapahoe County, Colorado",70950,235942,52735,80449,75512,57418,78232,38296,71322,86783,52463,84135,47381
08013,"Boulder County, Colorado",74615,123820,N,35632,89294,46027,80493,24822,85873,96171,54150,106908,41218
08014,"Broomfield County, Colorado",84349,26269,85841,66551,79218,63489,88186,36133,95064,101511,54876,105397,50690
08031,"Denver County, Colorado",61105,292003,41859,21691,57334,45334,72054,40958,69429,64757,44001,78641,46593
08035,"Douglas County, Colorado",109292,120125,123581,83333,106149,74740,113610,49650,116059,127031,65371,125143,60784
08041,"El Paso County, Colorado",63882,257508,45041,27296,74698,52491,67316,38147,63747,77386,52803,76561,37798
08059,"Jefferson County, Colorado",74186,230890,60502,47485,65322,52951,78801,42042,83342,84409,52975,92359,47099
08069,"Larimer County, Colorado",66469,131407,42333,35188,67917,48069,68761,26351,72773,82352,55480,82073,38078
08077,"Mesa County, Colorado",48846,60188,-,N,45313,32131,51273,17202,55109,58488,43615,65617,24908
08101,"Pueblo County, Colorado",44677,62275,36315,46491,35925,40985,49007,26475,51255,53584,35467,61361,29408
08123,"Weld County, Colorado",63400,102087,102922,N,63827,49900,71589,22753,71638,74355,42981,74468,31031
09001,"Fairfield County, Connecticut",90123,335318,43336,50750,108823,52146,108067,40631,93059,108729,62562,111950,47819
09003,"Hartford County, Connecticut",69433,350369,48863,43799,83307,40788,81579,45625,71716,84392,48469,88507,40465
09005,"Litchfield County, Connecticut",76993,74105,41672,-,105738,63415,77726,24649,82629,93041,50203,94911,40698
09007,"Middlesex County, Connecticut",79739,66002,46138,-,104432,91569,81186,38281,81956,94319,57451,99611,50129
09009,"New Haven County, Connecticut",66176,327560,40272,60941,87592,44151,78640,30258,66741,80930,47357,85330,40252
09011,"New London County, Connecticut",70699,105113,43943,35904,75159,53059,75112,54309,71750,88179,53381,90528,39985
09013,"Tolland County, Connecticut",81252,54068,17873,-,80401,70335,84195,25223,82359,103081,58875,110615,40858
09015,"Windham County, Connecticut",61608,44734,24194,N,N,22696,66251,22728,69856,74424,43426,77393,32124
10001,"Kent County, Delaware",54140,64452,54400,N,107520,34542,55605,45196,55043,67626,42410,62117,34729
10003,"New Castle County, Delaware",67274,203782,42237,N,83762,43200,77733,26276,67327,81279,46467,81856,39797
10005,"Sussex County, Delaware",57734,82851,38431,N,148058,52315,62909,63958,53355,68749,50425,67829,36066
11001,"District of Columbia, District of Columbia",75506,281241,37891,N,99385,64930,127369,33979,87180,80460,48536,98498,61948
12001,"Alachua County, Florida",45304,94428,26058,N,51476,31752,50784,14252,47105,51657,48706,68717,26381
12005,"Bay County, Florida",49157,70330,40539,-,N,32378,51284,26534,51342,60593,38587,60504,31200
12009,"Brevard County, Florida",51184,226021,36173,46331,70231,48026,52466,25894,55661,61107,40653,62029,31164
12011,"Broward County, Florida",54212,681474,41931,32405,65130,52235,62815,35789,58165,65540,38078,64535,37130
12015,"Charlotte County, Florida",44200,75147,37897,-,N,52492,44631,29770,55938,49954,40882,53956,31180
12017,"Citrus County, Florida",39206,63581,N,-,74005,33435,37293,44112,46282,41699,35676,49613,26549
12019,"Clay County, Florida",56315,74130,55283,-,56587,48720,56893,49685,63107,65251,41323,65805,34259
12021,"Collier County, Florida",61228,139522,50994,N,67222,42123,69052,57054,52739,67096,63787,73678,40569
12023,"Columbia County, Florida",42019,24215,43733,-,-,55061,40954,35893,49319,45050,38766,55375,27382
12031,"Duval County, Florida",51980,353946,40558,66569,58648,54638,59146,33371,55474,60585,41064,62432,37100
12033,"Escambia County, Florida",44788,118702,32171,92931,46924,42345,50228,32070,43982,51533,41687,60398,31405
12035,"Flagler County, Florida",49395,41311,37153,-,63571,53183,50292,47030,46859,54461,44610,58526,31280
12053,"Hernando County, Florida",47253,74262,65246,-,N,36658,47782,46677,58492,53850,40570,56948,27918
12055,"Highlands County, Florida",36490,38808,21720,-,N,29368,39140,19357,42228,35675,35515,43546,22339
12057,"Hillsborough County, Florida",54588,514487,40387,51026,72795,41859,65131,32052,60089,64122,38820,65430,36772
12061,"Indian River County, Florida",49072,55427,21968,-,N,39549,50919,40965,45084,52500,46112,61155,28855
12069,"Lake County, Florida",50226,128888,35983,30181,97007,43096,52133,26490,51744,62073,43540,62066,31728
12071,"Lee County, Florida",52909,261735,36439,69561,69908,42225,56905,45350,52994,62435,46973,63133,33336
12073,"Leon County, Florida",51107,112119,33714,57157,69842,57261,58030,19149,53983,68153,54010,69467,34544
12081,"Manatee County, Florida",51748,142465,38732,N,63728,41469,55170,30233,58856,56238,46223,64140,30660
12083,"Marion County, Florida",39383,134239,26897,-,73538,42944,39836,24307,45224,41253,36397,47213,25184
12085,"Martin County, Florida",54620,62976,27301,60907,105867,41968,57579,53561,60884,65292,48938,66671,39826
12086,"Miami-Dade County, Florida",45935,880766,35271,28548,69153,43399,71600,33149,49847,55768,26442,51694,28747
12087,"Monroe County, Florida",65717,30318,27174,-,65426,47490,77457,31457,65401,78718,50498,78067,40981
12089,"Nassau County, Florida",71515,30547,N,-,102381,82956,75977,46738,81373,80507,64385,83246,37816
12091,"Okaloosa County, Florida",60026,76102,52051,N,35802,50030,62740,32494,60531,71963,52217,71360,38321
12095,"Orange County, Florida",51335,468515,38405,N,75308,41947,64682,22268,51490,61649,40764,60150,35815
12097,"Osceola County, Florida",51436,97569,40962,51863,72675,44200,58109,33842,54858,58598,35612,54599,36317
12099,"Palm Beach County, Florida",57580,536446,42754,90189,74354,47361,65060,25710,60467,69859,45756,70930,37466
12101,"Pasco County, Florida",46264,195628,50612,N,91325,41464,46538,33408,56372,55943,36878,57551,27263
12103,"Pinellas County, Florida",50036,407268,36726,35169,59526,42297,51263,39552,54800,60350,37675,64677,32320
12105,"Polk County, Florida",46355,226429,31708,51698,75212,39642,50889,35199,50850,54360,38678,54718,30485
12107,"Putnam County, Florida",38239,28025,25515,-,-,22171,40854,21500,37978,48506,35450,43013,24207
12109,"St. Johns County, Florida",78581,84187,47390,-,124139,75616,79017,41650,87296,89880,53732,91488,45014
12111,"St. Lucie County, Florida",44804,111617,35641,N,63107,41578,47474,31282,45510,50712,39242,50930,28732
12113,"Santa Rosa County, Florida",63619,61817,58390,N,41465,82178,64943,24271,73037,67780,52347,71644,33390
12115,"Sarasota County, Florida",54989,176191,49201,88302,31243,54956,55451,41657,64426,63080,47234,70007,34688
12117,"Seminole County, Florida",61311,167549,32050,N,87971,46634,68369,35336,66196,72035,45899,73663,39962
12119,"Sumter County, Florida",54562,51781,17480,-,-,38070,57534,18750,49482,42177,57738,67063,31339
12127,"Volusia County, Florida",45366,214039,31241,50522,63101,33527,48085,21784,51184,50996,39447,55638,27253
12131,"Walton County, Florida",56246,27207,28819,25345,N,59718,57320,33471,60182,66962,41540,70549,31222
13013,"Barrow County, Georgia",54256,24865,45000,-,45603,42287,57714,22234,61892,55870,45196,58589,34115
13015,"Bartow County, Georgia",51405,36430,32200,41445,-,43596,57821,32055,61602,55187,40196,58218,31262
13021,"Bibb County, Georgia",36724,57692,27411,-,56782,24578,47321,20449,42049,41795,30433,49342,24911
13031,"Bulloch County, Georgia",43982,26411,27252,-,-,45599,48645,18300,49481,44629,47819,51715,22648
13045,"Carroll County, Georgia",51228,40516,36641,-,N,61399,51989,25531,62039,52714,39239,61157,32291
13047,"Catoosa County, Georgia",55717,24743,N,-,-,83582,55556,42604,67306,65607,41743,70858,25851
13051,"Chatham County, Georgia",53964,110185,41033,33088,66341,58949,66954,33587,53027,68203,46287,65484,38514
13057,"Cherokee County, Georgia",77950,84088,63254,-,146493,52120,84002,35623,87506,94162,51915,91403,46182
13059,"Clarke County, Georgia",34999,47563,25522,-,29797,N,42340,14862,40044,43662,41992,55845,23068
13063,"Clayton County, Georgia",45252,94346,44668,-,75807,44275,46020,27403,45633,49112,39530,50046,31189
13067,"Cobb County, Georgia",70947,277949,58358,36067,79971,51130,82731,37386,69634,88425,53033,87542,44659
13073,"Columbia County, Georgia",72737,47513,77783,-,70301,85619,69091,27703,75613,81958,48000,79554,45642
13077,"Coweta County, Georgia",71220,50503,41419,-,"250,000+",76475,74268,31024,73390,82112,48737,76975,42327
13089,"DeKalb County, Georgia",56109,281356,45483,18110,52234,50525,88344,22155,53870,63695,45276,64624,42351
13095,"Dougherty County, Georgia",37222,34264,31110,-,N,24351,52781,16250,38464,45308,37450,46433,26760
13097,"Douglas County, Georgia",62445,48901,64957,-,90738,71715,59279,44976,67921,71453,42817,75046,35134
13113,"Fayette County, Georgia",80626,40046,78224,-,72422,51771,86906,-,88396,94601,59954,93704,50766
13115,"Floyd County, Georgia",49865,35411,36880,-,N,33780,53521,35909,48543,62430,33540,61248,25674
13117,"Forsyth County, Georgia",100909,72208,150145,-,143429,61088,100053,47040,110495,116110,52411,111150,48190
13121,"Fulton County, Georgia",63510,396184,38516,39137,95867,52116,97017,31055,67390,75673,42180,86567,45347
13127,"Glynn County, Georgia",48926,31757,44438,-,86023,31083,50742,11839,52488,54128,39548,59380,31594
13135,"Gwinnett County, Georgia",67155,290405,61403,N,62948,48529,81378,29928,60110,81748,49975,75832,41186
13139,"Hall County, Georgia",54917,62038,36640,N,51402,47316,60660,30785,51346,64299,50194,62802,29194
13151,"Henry County, Georgia",66905,74473,66566,-,84502,68903,66097,14362,69671,74551,44849,75245,36819
13153,"Houston County, Georgia",62493,55901,46521,-,N,60648,70094,39211,61695,70906,49558,70854,38883
13179,"Liberty County, Georgia",45138,22952,39607,53897,-,48411,49540,30845,45929,54553,35009,49343,37149
13185,"Lowndes County, Georgia",41449,40835,31302,-,-,42131,50550,25254,46119,49557,40549,51973,21517
13215,"Muscogee County, Georgia",40060,73051,30555,N,N,39550,55577,23760,43652,48713,31566,52628,24434
13217,"Newton County, Georgia",48628,35825,42186,-,-,43864,51533,41457,40511,64522,32392,51722,32059
13223,"Paulding County, Georgia",60856,53249,63490,N,-,N,60983,30374,67149,70298,36424,68825,36300
13245,"Richmond County, Georgia",41419,75909,38243,24703,49500,40670,46685,25667,42145,45644,37572,46640,32240
13247,"Rockdale County, Georgia",56820,30381,57110,-,N,28042,60031,63202,56544,66652,46665,62786,36928
13285,"Troup County, Georgia",42371,24493,30200,-,70106,18907,52152,18573,46319,51312,30876,51564,24993
13295,"Walker County, Georgia",39209,25110,41156,-,N,39434,38347,45660,31371,49929,27437,52353,20652
13297,"Walton County, Georgia",53202,30715,36189,-,92775,43881,59164,48564,58045,62379,36931,59177,27198
13313,"Whitfield County, Georgia",46399,35858,31989,-,51667,45041,50231,27031,49122,51239,31283,51142,24447
15001,"Hawaii County, Hawaii",55750,69818,65365,-,60977,57909,52354,34777,61226,60669,42335,65993,31765
15003,"Honolulu County, Hawaii",80513,309169,74808,N,81432,62489,88827,42003,79506,94473,69427,93131,47117
15007,"Kauai County, Hawaii",71344,23214,N,N,78825,56385,69594,43856,71497,85224,64151,84633,39354
15009,"Maui County, Hawaii",72257,53612,-,-,79005,74583,71722,93203,77894,74010,61250,78797,42419
16001,"Ada County, Idaho",61301,167026,49220,105572,37116,39312,63219,30398,65302,74786,40010,77866,34468
16005,"Bannock County, Idaho",48429,30106,-,N,16060,35504,51475,35758,48503,52115,48030,59198,31238
16019,"Bonneville County, Idaho",59706,38464,-,N,82214,53434,61773,30239,65559,68182,43583,68570,31490
16027,"Canyon County, Idaho",48437,69859,-,36326,N,42946,49424,26158,52957,55117,37641,56321,27160
16055,"Kootenai County, Idaho",51765,58875,-,54611,35969,63789,51756,36483,54957,58603,42486,60784,34035
16083,"Twin Falls County, Idaho",51210,30119,-,-,68583,50721,50517,24836,52344,63579,37189,61316,25846
17001,"Adams County, Illinois",51624,27414,24946,-,N,N,52338,21824,55768,64032,39656,62324,30320
17019,"Champaign County, Illinois",50335,81856,31209,80050,24465,40952,57151,10918,52349,79003,52272,75204,30381
17031,"Cook County, Illinois",60046,1963973,36477,38150,76554,51017,77170,29993,67676,70142,37257,73913,40443
17037,"DeKalb County, Illinois",59285,36690,30182,-,N,42545,64472,27050,58071,80129,48859,72853,34420
17043,"DuPage County, Illinois",84908,341320,50730,N,104261,61797,89243,47016,87650,102027,53674,105790,46466
17089,"Kane County, Illinois",73347,175360,28273,80959,118347,55741,84791,54787,72311,92358,45223,88243,35924
17091,"Kankakee County, Illinois",54911,39314,32121,-,101194,45285,63140,35750,61405,64220,41707,65122,36396
17093,"Kendall County, Illinois",90482,40752,90266,-,N,86426,94690,-,90236,113177,38773,97266,40421
17097,"Lake County, Illinois",83152,244390,39815,N,119054,56495,95225,39232,80400,107019,57466,103143,40724
17099,"LaSalle County, Illinois",57476,44753,N,-,-,44500,59180,29345,61907,70243,36456,70536,26649
17111,"McHenry County, Illinois",81063,110717,127969,27433,94375,57008,83635,40221,84887,96130,48399,92349,41138
17113,"McLean County, Illinois",62156,65644,40339,-,101336,47318,63886,22056,66907,81165,46942,83103,40086
17115,"Macon County, Illinois",46198,44002,21297,N,64834,N,51026,27879,47908,54633,40487,62985,28217
17119,"Madison County, Illinois",56035,105465,34144,-,34486,40659,60631,30970,64227,69421,40784,74099,32333
17143,"Peoria County, Illinois",51975,73209,25918,86069,90415,N,58620,25536,60966,58700,42792,69747,29476
17161,"Rock Island County, Illinois",50948,60206,37157,N,N,40440,53029,28940,51786,62810,45243,61608,34596
17163,"St. Clair County, Illinois",50267,104782,31771,16513,62286,72808,60024,30716,48972,62891,41912,67796,30234
17167,"Sangamon County, Illinois",53782,82959,25771,N,61191,59464,57527,33634,53415,68349,46960,72490,36182
17179,"Tazewell County, Illinois",60152,56051,32862,20441,N,44944,60892,56137,71995,63478,44785,72555,39040
17183,"Vermilion County, Illinois",45481,31928,20574,-,61645,62623,47850,25658,50276,50783,40615,55811,28566
17197,"Will County, Illinois",81438,228068,53885,85076,111607,70175,85508,47569,87840,98289,48550,94774,40964
17199,"Williamson County, Illinois",48409,26761,N,-,-,44654,49439,10013,62235,56656,37028,65434,27057
17201,"Winnebago County, Illinois",49749,114996,29192,-,45860,35915,56092,35649,51259,56081,41879,59584,28922
18003,"Allen County, Indiana",51173,142762,24769,N,52955,41253,55606,27844,53957,61706,39755,64760,31784
18005,"Bartholomew County, Indiana",59102,31626,N,-,87133,33059,57058,52963,66557,74194,38911,67945,37669
18019,"Clark County, Indiana",51401,42498,45929,-,-,39459,54163,40267,54878,55284,42094,68393,30780
18035,"Delaware County, Indiana",41041,46720,26806,N,N,N,41601,19355,43285,55906,34254,56569,24768
18039,"Elkhart County, Indiana",54216,72487,30318,N,65633,47428,56989,42070,62313,55352,44703,65003,29710
18043,"Floyd County, Indiana",58586,29199,40212,-,89750,32581,60188,20014,59237,71152,41754,72474,31313
18053,"Grant County, Indiana",37117,26528,25719,-,-,64974,38091,23004,35339,45453,34394,46111,24509
18057,"Hamilton County, Indiana",89823,118521,69208,-,92145,91300,90072,53189,98008,103755,54099,104798,50659
18059,"Hancock County, Indiana",67799,27968,-,-,-,N,64413,40660,76786,81732,41592,76788,37229
18063,"Hendricks County, Indiana",78307,58677,32242,N,91129,84158,80394,34503,85890,83348,48923,88866,37278
18067,"Howard County, Indiana",45702,34195,30562,N,-,95801,45079,57582,41856,56407,37675,61385,27964
18081,"Johnson County, Indiana",65991,54542,68814,-,53539,36410,66775,42658,75121,76409,47641,80784,34349
18085,"Kosciusko County, Indiana",53963,30494,N,-,-,25016,58795,41250,59054,62646,38975,62527,31407
18089,"Lake County, Indiana",53681,185575,34768,111535,N,49625,65287,26053,58901,64515,40768,65636,30657
18091,"LaPorte County, Indiana",53507,42074,46830,N,46830,58425,54096,32708,59792,66010,38997,66243,30736
18095,"Madison County, Indiana",45495,50964,17462,-,-,40070,49359,33629,47307,50619,40322,57878,26957
18097,"Marion County, Indiana",44874,368349,32088,N,40911,31617,52466,27640,46575,55087,35532,57089,31925
18105,"Monroe County, Indiana",43582,54513,20664,-,9506,37023,45709,14676,46148,61117,46891,69419,27832
18109,"Morgan County, Indiana",60530,25881,-,-,-,-,61374,42524,64480,66578,50492,69206,35479
18127,"Porter County, Indiana",66196,62986,40615,142536,N,54343,66919,31970,83557,72366,43100,82464,36364
18141,"St. Joseph County, Indiana",48358,97071,26683,51204,N,44159,53706,28389,53289,59686,33071,61748,25719
18157,"Tippecanoe County, Indiana",51361,68405,30286,15353,23415,51431,55044,19198,55827,65062,49985,67529,30067
18163,"Vanderburgh County, Indiana",46064,74968,26052,-,60769,37262,49069,28753,45689,57436,36303,57214,30503
18167,"Vigo County, Indiana",43910,40328,27897,N,N,75819,45267,20072,53167,54469,34401,55316,25004
18177,"Wayne County, Indiana",43401,26538,28717,-,-,N,43321,32312,46304,57554,32138,57121,21976
19013,"Black Hawk County, Iowa",50470,52479,25920,N,N,31645,53113,27835,67520,55789,34757,69489,30314
19049,"Dallas County, Iowa",75899,33180,52144,-,136509,41397,80167,45616,95910,93553,41590,107538,41635
19061,"Dubuque County, Iowa",60456,37710,10715,-,N,N,63017,32786,66729,74856,44712,79158,30450
