GEO_ID,NAME,Median income (dollars)!!Estimate!!Households,Total!!Estimate!!Households,Median income (dollars)!!Estimate!!One race!!Black or African American,Median income (dollars)!!Estimate!!One race!!American Indian and Alaska Native,Median income (dollars)!!Estimate!!One race!!Asian,Median income (dollars)!!Estimate!!Hispanic or Latino origin (of any race),"Median income (dollars)!!Estimate!!White alone, not Hispanic or Latino",Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!15 to 24 years,Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!25 to 44 years,Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!45 to 64 years,Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!65 years and over,Median income (dollars)!!Estimate!!FAMILIES!!Families,Median income (dollars)!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households
02090,"Fairbanks North Star Borough, Alaska",75448,36378,88191,44984,60882,61154,78755,53744,81634,82326,74368,88528,50984
02170,"Matanuska-Susitna Borough, Alaska",72667,32198,61494,54693,N,71996,73498,44201,88248,79794,44906,87657,33682
04001,"Apache County, Arizona",30207,21936,-,21945,N,40764,51174,"2,500-",31338,31712,29064,40887,13149
04003,"Cochise County, Arizona",50495,49751,67527,50602,70789,39073,54579,50957,55709,54429,39478,64012,28140
04005,"Coconino County, Arizona",61843,47275,20300,48692,N,62662,68394,17054,71755,66348,61858,73454,38141
04013,"Maricopa County, Arizona",65252,1582464,50212,47229,93892,52455,72205,39121,69670,80699,48809,76923,42552
04015,"Mohave County, Arizona",46060,90270,29401,62131,51250,48317,45449,44503,51907,46954,41844,53244,27060
04017,"Navajo County, Arizona",40463,34285,-,30417,N,35790,47510,21007,43533,42251,36983,48056,27252
04019,"Pima County, Arizona",53464,402323,43768,35157,56672,43762,60734,29298,57178,63253,48961,65641,35574
04021,"Pinal County, Arizona",59058,147936,85136,37945,63611,52315,61536,32159,69133,65039,46508,64161,34011
04025,"Yavapai County, Arizona",48148,100836,118912,N,N,42958,49765,29312,56162,57299,41657,61041,29887
04027,"Yuma County, Arizona",43403,74532,50152,28359,60327,40658,46742,30756,50407,56943,33236,49190,29631
05007,"Benton County, Arkansas",67164,100128,70121,42850,114032,61620,66791,55947,79136,84418,42240,80637,40623
05031,"Craighead County, Arkansas",44810,42631,24495,-,N,32374,51941,18327,46505,55201,38386,56383,28217
05045,"Faulkner County, Arkansas",51437,43701,42878,-,40819,26692,53864,20481,59371,64618,40120,71916,28236
05051,"Garland County, Arkansas",42779,40407,28353,-,42381,27344,50421,41250,39572,57396,47454,59245,30693
05069,"Jefferson County, Arkansas",35652,25689,31627,-,N,N,51098,26679,45027,42563,29648,54378,24088
05085,"Lonoke County, Arkansas",53782,28132,50918,-,115844,N,56300,25444,54368,66006,43170,67744,25898
05119,"Pulaski County, Arkansas",49613,157678,35316,93222,46136,39008,65174,22619,51388,60807,44832,64997,36081
05125,"Saline County, Arkansas",63084,43496,68013,150716,N,67769,63140,32679,74036,74180,45888,76051,30127
05131,"Sebastian County, Arkansas",46826,51739,31046,24911,59944,46753,48387,40161,48580,54393,36444,52692,27673
05143,"Washington County, Arkansas",50342,90001,23368,N,N,45946,53162,24952,57768,62069,44084,63063,30883
05145,"White County, Arkansas",42270,29577,22825,-,"2,500-",N,47537,13025,50852,50516,35995,57141,20987
06001,"Alameda County, California",102125,575410,55824,75900,128582,77151,116140,47244,120246,117986,61059,123476,61686
06007,"Butte County, California",51652,88636,20875,55846,50813,46701,55382,35033,59813,62904,41708,65419,31945
06013,"Contra Costa County, California",101618,396133,68496,76817,130132,75204,111611,61407,102088,123572,70271,113973,64309
06017,"El Dorado County, California",82742,72774,N,N,120907,81413,80288,32510,81304,101129,65525,100420,45644
06019,"Fresno County, California",52629,309519,47962,46837,66421,44662,64245,27553,53381,64116,42085,60114,31045
06023,"Humboldt County, California",50294,55773,30222,52182,46156,50433,50284,30146,51001,58592,52090,62151,32557
06025,"Imperial County, California",48984,41764,N,N,N,46479,70493,"2,500-",47026,51945,43996,53797,24660
06029,"Kern County, California",51579,273167,36992,33464,56279,44301,63132,27709,55384,58970,39933,57105,30238
06031,"Kings County, California",61663,43727,72677,55446,72972,52353,73860,46760,60476,73669,49177,62931,48665
06033,"Lake County, California",48554,26774,61182,24784,44469,41912,51392,38315,58597,53089,41092,64197,28977
06037,"Los Angeles County, California",68093,3313908,48519,65518,78972,57125,87393,41869,72083,78049,47509,76551,46861
06039,"Madera County, California",56305,44484,N,37469,63619,51677,61266,33045,56081,64853,46088,60189,35650
06041,"Marin County, California",126373,104954,98750,-,120368,85055,131172,63883,140811,150596,86917,155890,60930
06045,"Mendocino County, California",51830,33794,-,52780,46442,48687,54852,42182,50063,56478,48551,63009,31598
06047,"Merced County, California",57745,79487,27452,24395,68924,51314,74226,30521,59268,67402,42311,63472,31420
06053,"Monterey County, California",70681,126299,59575,68354,71151,60646,90069,47068,66264,86868,62802,77394,44104
06055,"Napa County, California",87025,47315,80156,N,124242,57036,97856,55703,90313,103993,66096,97069,56561
06057,"Nevada County, California",66299,41447,-,-,N,69785,65422,-,75779,74613,55269,85930,36367
06059,"Orange County, California",89759,1040394,76167,87590,91372,68002,101714,44041,94516,106673,63253,102047,56926
06061,"Placer County, California",88592,144691,104975,39277,130750,69837,87952,65650,94500,113828,56777,102462,46420
06065,"Riverside County, California",66964,728103,66006,63895,84827,56969,75531,32138,70182,79123,47839,76938,33989
06067,"Sacramento County, California",69767,543560,52063,49141,79290,57765,76783,40612,71701,81787,52515,81058,46855
06071,"San Bernardino County, California",63857,638647,54321,57357,83570,61213,67341,38105,66111,77111,45396,70981,36572
06073,"San Diego County, California",79079,1130911,55810,68294,94688,60309,89415,41270,82091,94333,59367,90981,53133
06075,"San Francisco County, California",112376,362827,30650,108677,88235,75829,153182,88494,162234,104138,51999,131253,88771
06077,"San Joaquin County, California",64119,231917,50032,57007,82123,53797,74777,43044,64673,76361,51137,70745,38087
06079,"San Luis Obispo County, California",71148,106198,100497,108247,52317,56785,75264,27061,80976,92391,65113,93540,44116
06081,"San Mateo County, California",124425,259654,98905,101675,143984,84160,138288,78119,152668,143141,80772,144622,76920
06083,"Santa Barbara County, California",77472,146224,N,62269,86509,61630,93805,25565,73725,92659,75494,86170,50377
06085,"Santa Clara County, California",126606,645108,78419,85907,153244,84287,134098,51960,147254,147722,69974,144690,76088
06087,"Santa Cruz County, California",86941,94994,92091,81909,61150,56169,101402,35165,86872,111654,64052,107017,49040
06089,"Shasta County, California",56280,68198,68475,30726,N,48404,58080,49274,62775,64795,44086,66468,29470
06095,"Solano County, California",84395,152291,61443,101610,98394,81916,91772,41516,83743,100039,68900,94974,58341
06097,"Sonoma County, California",81395,187434,73043,105195,92467,57287,85838,39447,89351,99472,57797,98849,50032
06099,"Stanislaus County, California",60321,175171,66512,49212,66410,54058,65487,31242,66411,69646,43614,65936,37044
06101,"Sutter County, California",59121,31989,113403,53891,56441,50819,66008,45047,58850,71458,44529,65511,38658
06107,"Tulare County, California",48817,139197,40797,46990,51790,42252,61466,35917,49007,56016,40377,55369,25387
06111,"Ventura County, California",84566,271980,88478,80321,107328,70042,92482,53823,86168,99922,61641,94483,50398
06113,"Yolo County, California",68670,74428,55187,77470,67188,49716,79096,22090,77856,86481,64710,84770,37352
06115,"Yuba County, California",46574,26191,86632,N,73595,41449,53994,35230,72649,46578,41697,61931,30672
08001,"Adams County, Colorado",70743,168361,59785,73322,71869,59963,77749,35291,75227,79221,49110,78329,44672
08005,"Arapahoe County, Colorado",76768,242141,57805,56419,76583,56252,86341,38353,79104,89706,56507,94416,47284
08013,"Boulder County, Colorado",83755,128295,49244,N,91086,61950,87735,22644,91014,110151,63254,111828,47151
08014,"Broomfield County, Colorado",95800,28530,N,-,156840,66064,98350,34114,88681,114955,64367,120022,60963
08031,"Denver County, Colorado",68377,310324,35973,32330,71773,54168,82078,41229,79170,70497,45728,90020,54571
08035,"Douglas County, Colorado",119615,125035,59887,131729,121644,109856,120313,51883,122818,142486,77274,138080,57487
08041,"El Paso County, Colorado",68119,260851,52181,61410,67793,53492,72023,44522,70601,81914,52601,78805,39703
08059,"Jefferson County, Colorado",85890,233272,49660,64241,90577,62216,89453,49770,95736,99322,59836,107501,51060
08069,"Larimer County, Colorado",71091,139382,51048,N,60449,60986,73330,35142,82792,91543,50962,91755,46504
08077,"Mesa County, Colorado",49848,61848,116366,N,N,27906,53496,40164,60160,62274,40594,67031,31930
08101,"Pueblo County, Colorado",48468,64954,73365,27232,43594,44832,50537,17868,55020,55837,35054,58695,25869
08123,"Weld County, Colorado",75938,107929,20922,86127,61167,65650,81749,47636,80891,91921,46519,85818,41870
09001,"Fairfield County, Connecticut",91079,345634,55117,N,108144,49391,114927,41830,90983,120295,61304,115811,50179
09003,"Hartford County, Connecticut",73151,348049,49884,34012,98476,35777,85270,45976,74702,89222,49734,93319,40807
09005,"Litchfield County, Connecticut",76043,73598,55570,-,61174,70421,78282,40885,75088,99091,53134,98389,41332
09007,"Middlesex County, Connecticut",89131,66983,69010,-,65812,51269,90976,45781,96077,110377,58322,112105,53076
09009,"New Haven County, Connecticut",67845,335539,42082,N,92469,39324,81775,40853,70265,83349,50825,87632,41835
09011,"New London County, Connecticut",67197,108098,56581,41491,79342,41694,71871,55049,76019,77188,53268,87990,41471
09013,"Tolland County, Connecticut",91646,55619,140663,N,85831,86341,93811,17844,98431,117372,62599,115732,48481
09015,"Windham County, Connecticut",65765,44571,N,-,N,41293,68633,10408,59606,75332,55450,79614,43893
10001,"Kent County, Delaware",54419,67841,39861,N,72726,66600,57493,44583,61144,56723,50495,66016,35419
10003,"New Castle County, Delaware",69479,206351,48582,75491,91785,60450,81189,21277,69181,82270,56325,86149,40071
10005,"Sussex County, Delaware",60277,93479,41155,48554,86911,49769,64929,37452,67372,66249,55293,71807,34289
11001,"District of Columbia, District of Columbia",85203,287476,45193,56797,116382,72284,142544,52618,102160,88825,50873,117713,71189
12001,"Alachua County, Florida",51241,97782,29498,20873,62862,51903,58977,9877,51877,70739,50442,79427,30621
12005,"Bay County, Florida",52107,73856,37267,58252,50793,57460,54593,45321,60133,57976,43403,64238,35357
12009,"Brevard County, Florida",57888,226363,44183,N,39651,51274,60718,41577,66667,70004,44377,74529,35602
12011,"Broward County, Florida",57278,694980,46787,N,63731,55723,66314,38750,60802,67591,40980,70232,36950
12015,"Charlotte County, Florida",52927,74975,52358,-,57103,47274,53203,50984,55096,60084,48467,63766,30648
12017,"Citrus County, Florida",39964,62293,16422,-,39459,37767,42207,33262,46225,41977,38779,51557,26045
12019,"Clay County, Florida",61825,75958,49982,-,74230,61917,65020,28750,70005,68867,46923,70738,31276
12021,"Collier County, Florida",69867,144172,43004,135148,N,46202,79936,41353,60112,75078,71418,80597,44166
12023,"Columbia County, Florida",48848,25678,36549,-,-,62887,55398,21828,61921,51607,33484,67065,30125
12031,"Duval County, Florida",55832,367238,40000,N,76929,53885,65120,35140,57751,66005,45289,64923,38749
12033,"Escambia County, Florida",51050,118820,35614,88536,45979,52806,58289,31025,55455,61537,42471,65766,35611
12035,"Flagler County, Florida",58963,41274,60550,-,62942,58385,59392,45062,73676,58975,56133,68105,30930
12053,"Hernando County, Florida",45977,76163,50183,-,N,50597,45170,45579,52703,54871,34568,53251,25633
12055,"Highlands County, Florida",39796,40573,26073,-,N,31967,42645,37041,52663,47552,35723,48812,25372
12057,"Hillsborough County, Florida",58480,540142,40410,44003,90192,46109,70507,32682,63734,69270,42103,72646,37136
12061,"Indian River County, Florida",57508,57636,21628,-,112732,54085,64386,50042,71509,61372,52635,74249,32220
12069,"Lake County, Florida",52096,136366,32132,N,46212,48989,55012,38501,60703,62503,44406,63437,29571
12071,"Lee County, Florida",56129,281222,44952,85134,49784,44831,60762,37000,57182,66786,48650,68820,35304
12073,"Leon County, Florida",50682,113390,32534,N,77960,51855,65152,19104,53031,70777,55324,76722,31466
12081,"Manatee County, Florida",59956,150814,42800,48599,N,47669,62331,42468,67054,72176,47595,72296,35533
12083,"Marion County, Florida",44576,143441,35983,-,52526,43008,46429,32679,51236,51967,36821,53142,26611
12085,"Martin County, Florida",59978,63070,55166,-,103870,46125,62021,46046,62086,78872,51140,81137,33682
12086,"Miami-Dade County, Florida",52205,895801,38015,69965,61777,50910,81863,34022,58521,60785,31109,58389,32695
12087,"Monroe County, Florida",71973,31362,67520,-,"250,000+",47769,81031,47478,66981,79137,73185,80695,49633
12089,"Nassau County, Florida",63913,32624,33125,-,N,53628,66086,47292,63256,68036,59725,80146,36453
12091,"Okaloosa County, Florida",63997,79570,41541,-,51110,54463,66903,34243,66587,81933,46319,75171,35114
12095,"Orange County, Florida",58588,458157,42315,43970,65229,47286,75893,30983,61382,70724,41055,67012,40117
12097,"Osceola County, Florida",50546,102705,54363,-,77061,43062,64973,28800,52252,60906,41746,58867,32185
12099,"Palm Beach County, Florida",61691,552286,46782,108263,75411,52050,69019,33926,68060,72194,49628,76753,40457
12101,"Pasco County, Florida",54208,205128,61769,46913,61219,57664,52381,35573,61422,70559,39287,67776,31456
12103,"Pinellas County, Florida",52198,405892,41200,34570,54599,46445,54429,31736,64859,63156,39443,71151,34751
12105,"Polk County, Florida",51670,241171,40412,N,58135,48117,56001,41266,55948,61205,40291,59360,30973
12107,"Putnam County, Florida",41608,27927,22329,-,-,51584,47746,20048,53780,42384,34967,53294,22000
12109,"St. Johns County, Florida",80712,90109,51204,-,127908,63258,82600,43875,90080,106557,55809,100557,41186
12111,"St. Lucie County, Florida",54098,118768,51071,-,N,48961,56007,44178,65431,59473,41290,64682,33086
12113,"Santa Rosa County, Florida",70787,63891,60825,51913,57452,65122,72325,42220,70570,86521,57146,77578,45494
12115,"Sarasota County, Florida",61683,183721,40000,40781,80500,52995,62683,52688,70444,68922,55150,75495,39199
12117,"Seminole County, Florida",67470,179274,58205,59139,81196,56517,74836,31377,75435,81274,52315,81684,42424
12119,"Sumter County, Florida",53895,62854,N,-,-,53024,54532,-,55215,49793,54324,64332,35021
12127,"Volusia County, Florida",50361,218423,41209,40286,63939,45749,51766,36192,51331,58276,44182,62520,31502
12131,"Walton County, Florida",62914,28770,N,27939,-,57177,62549,40879,85939,65044,46364,77399,32055
13013,"Barrow County, Georgia",61225,27525,47065,-,60959,N,64908,41297,77397,66721,41774,73223,33063
13015,"Bartow County, Georgia",57380,35506,54034,-,-,N,60380,32261,63435,68017,32988,67558,35622
13021,"Bibb County, Georgia",40495,57905,29961,-,N,51141,56659,24216,40578,42852,40435,55071,25069
13031,"Bulloch County, Georgia",44179,27097,23160,-,44710,25597,54536,21997,46584,52766,45150,53183,28330
13045,"Carroll County, Georgia",51545,41197,33750,-,-,52985,56216,42171,62439,62099,39000,68393,26461
13047,"Catoosa County, Georgia",56364,24722,N,-,N,36563,60625,29959,64786,75880,36481,69816,33111
13051,"Chatham County, Georgia",55308,107921,40157,31277,56250,50617,70628,21465,60779,60236,49365,73390,35557
13057,"Cherokee County, Georgia",82069,89974,67889,50825,75457,55616,85865,50982,80578,104632,50913,93862,45265
13059,"Clarke County, Georgia",42232,49698,31327,-,40203,32175,50339,19512,43099,61301,43825,59103,29972
13063,"Clayton County, Georgia",46646,96286,45435,-,56295,47823,48351,41664,43095,60352,38723,52117,35777
13067,"Cobb County, Georgia",78894,283094,66562,N,83099,57631,92398,41039,78907,97927,57919,96448,50989
13073,"Columbia County, Georgia",82024,47167,69312,-,80911,75760,84639,73643,79375,105762,57555,94055,50403
13077,"Coweta County, Georgia",69240,52114,43112,-,101280,N,77300,82647,70509,75246,57001,85147,39751
13089,"DeKalb County, Georgia",64461,287001,50901,22129,67407,48807,100256,27669,67278,73327,51220,80332,46174
13095,"Dougherty County, Georgia",39659,33717,35370,N,-,25093,56182,22314,38030,42044,42619,46607,24189
13097,"Douglas County, Georgia",60829,49534,55855,-,112725,41414,67687,37917,56502,66553,55038,67245,35551
13113,"Fayette County, Georgia",93468,39366,93219,-,94053,95906,90995,-,94199,136030,61769,116995,41471
13115,"Floyd County, Georgia",38462,34672,26205,-,N,29429,51974,37951,32234,56938,32760,51147,18723
13117,"Forsyth County, Georgia",104687,81353,85282,-,134880,72046,102985,102990,111039,117210,59687,115901,53870
13121,"Fulton County, Georgia",70930,417157,48035,79924,100401,52162,104994,41392,72194,88242,47505,89964,52391
13127,"Glynn County, Georgia",55196,34634,28039,-,N,N,69598,27055,65433,67681,52148,71458,27293
13135,"Gwinnett County, Georgia",72184,297658,67379,28436,67857,56229,86903,46277,68430,87410,46985,81018,44367
13139,"Hall County, Georgia",61699,64990,34678,N,N,48712,70608,38972,59576,76041,49653,73760,36341
13151,"Henry County, Georgia",73541,75926,70513,-,100377,52226,79229,70095,70773,90157,50810,82425,44616
13153,"Houston County, Georgia",58965,58155,49825,-,230719,46261,66219,27363,52421,77590,46302,78470,38115
13157,"Jackson County, Georgia",73150,23640,N,-,79200,82958,73594,74452,79237,85890,47192,82363,47257
13185,"Lowndes County, Georgia",34886,41734,21876,N,N,60776,52385,21817,36373,53929,27337,57457,21565
13215,"Muscogee County, Georgia",47288,72862,36608,-,62683,52583,58471,26974,49697,56168,40542,60347,29720
13217,"Newton County, Georgia",57344,38436,61385,-,187034,46904,55739,"2,500-",59430,64293,48227,61104,42351
13223,"Paulding County, Georgia",73084,53630,78956,-,-,71620,73329,40497,75925,80579,41350,79171,39617
13245,"Richmond County, Georgia",39413,70534,32257,30511,31136,42105,51513,28319,40557,45911,32653,50533,28541
13247,"Rockdale County, Georgia",61222,31460,62797,-,46476,46531,62877,"250,000+",55519,81415,49464,72124,33409
13255,"Spalding County, Georgia",42920,25659,30583,-,90826,42024,52231,34617,42508,52557,43231,50568,25811
13285,"Troup County, Georgia",44260,25417,31801,-,150810,35654,56934,17520,56106,45471,37904,56368,28183
13295,"Walker County, Georgia",42609,26895,N,-,-,N,42381,30734,58686,46905,25584,52011,19841
13297,"Walton County, Georgia",66640,32624,44118,-,N,106449,71763,22070,70360,76750,45932,76387,30547
13313,"Whitfield County, Georgia",45028,36658,38264,-,N,43502,46159,43432,54690,50611,26077,57110,25851
15001,"Hawaii County, Hawaii",57571,71565,91753,N,69949,52431,55489,50820,76119,69580,47733,75348,33209
15003,"Honolulu County, Hawaii",84423,308208,70314,N,88782,73370,91128,36572,81451,105300,73837,101386,46985
15007,"Kauai County, Hawaii",80921,22685,-,N,102101,51689,78919,49167,86279,86734,66461,89383,31396
15009,"Maui County, Hawaii",82885,52794,N,-,86594,76477,80422,41983,91500,94620,59979,91725,42597
16001,"Ada County, Idaho",66405,178712,40087,45871,61367,31704,70539,26180,72114,80984,46227,81101,37550
16005,"Bannock County, Idaho",50748,30635,N,20704,N,31309,54145,31644,50809,70015,37118,62400,30641
16019,"Bonneville County, Idaho",58729,40224,-,N,65250,46971,59850,36612,55725,83323,45137,71430,32296
16027,"Canyon County, Idaho",53374,74520,40947,N,30574,57126,54375,46853,55040,60696,42249,61540,31672
16055,"Kootenai County, Idaho",55236,64955,44004,N,46253,51781,56611,42846,61834,61421,46860,62640,35755
16083,"Twin Falls County, Idaho",51196,32041,-,N,N,44326,51928,55824,49075,61404,39445,62587,29748
17001,"Adams County, Illinois",56699,26397,22313,-,110513,N,59492,44045,68025,71438,36825,71521,27648
17019,"Champaign County, Illinois",52725,84290,32617,N,27155,36544,59568,18710,54358,70933,60019,83664,30694
17031,"Cook County, Illinois",63353,1981796,39825,60340,77224,52109,83623,36227,72458,73593,41726,77744,44068
17037,"DeKalb County, Illinois",63085,38849,29005,-,12139,65992,65990,19735,64615,84963,47219,84518,36565
17043,"DuPage County, Illinois",93750,345714,69883,N,107134,72421,99224,28589,99792,117537,62068,114695,50481
17089,"Kane County, Illinois",79818,183633,46987,32481,91931,58680,93977,49619,80263,104424,51536,91813,43242
17091,"Kankakee County, Illinois",51404,40642,26038,-,86507,44726,57464,32222,57837,65308,32112,71271,27809
17093,"Kendall County, Illinois",89862,40716,74449,-,44670,82391,90414,83130,95259,91055,58960,93846,46630
17097,"Lake County, Illinois",87133,246620,44926,38396,110914,62360,98071,32755,87706,110021,59919,103975,45940
17099,"LaSalle County, Illinois",51838,44714,50318,-,51003,49488,55619,35651,57855,69341,36282,66340,32109
17111,"McHenry County, Illinois",85275,114544,131804,N,107143,68408,87854,54879,89993,102391,53225,98925,46836
17113,"McLean County, Illinois",66256,65998,24609,N,84292,31842,67027,10772,68143,93687,54886,89121,32967
17115,"Macon County, Illinois",50066,44562,26952,-,N,N,55448,29386,52759,63511,42393,65716,30094
17119,"Madison County, Illinois",59987,108977,34532,-,N,N,64530,19409,68582,73381,45635,75013,32109
17143,"Peoria County, Illinois",56138,71506,40042,32144,126743,37354,59550,30577,58808,63199,45497,72677,31464
17161,"Rock Island County, Illinois",52148,61009,44037,-,48881,41856,56792,25229,57932,63469,42720,67468,32216
17163,"St. Clair County, Illinois",59141,104803,34767,143194,71453,37401,68184,32019,62382,65968,41865,77298,31923
17167,"Sangamon County, Illinois",61997,83006,23546,-,94250,78128,69223,30660,60994,79587,52751,81327,37860
17179,"Tazewell County, Illinois",60857,54123,N,-,63814,39478,61650,30000,61359,77993,47892,72147,37626
17183,"Vermilion County, Illinois",43655,30166,21413,-,43390,62553,46602,32294,49601,47412,36581,56717,27950
17197,"Will County, Illinois",85818,231647,59793,71843,129609,72020,94848,41694,89983,105015,58677,100865,48196
17199,"Williamson County, Illinois",43568,27815,21462,-,N,18696,45282,21864,51529,51826,32166,56009,26179
17201,"Winnebago County, Illinois",53345,114337,31648,-,71076,34319,60460,32524,52286,67760,41250,65799,31541
18003,"Allen County, Indiana",54260,147638,31458,N,51483,45891,59148,35486,56856,65483,40383,67373,34304
18005,"Bartholomew County, Indiana",62047,31891,N,-,80726,56303,57936,52389,73481,67192,39720,73874,36115
18011,"Boone County, Indiana",81145,24808,95902,-,77051,68920,81539,58786,93024,104564,49917,96610,43943
18019,"Clark County, Indiana",56307,45905,36029,-,73784,50524,59234,45641,60000,74470,44228,70990,35014
18035,"Delaware County, Indiana",41662,45311,32590,-,23694,N,43506,18361,47141,57536,38031,57486,25340
18039,"Elkhart County, Indiana",58350,73660,24030,51961,N,58660,61035,49019,58902,67676,43503,64589,36619
18043,"Floyd County, Indiana",66391,30300,45080,-,-,N,69810,39263,61723,86005,51151,85214,41273
18053,"Grant County, Indiana",44839,26923,31321,-,-,50618,45908,16644,53742,49295,37365,52804,27740
18057,"Hamilton County, Indiana",100209,122876,75665,-,104651,114292,100897,47750,108092,120346,56254,112397,51471
18059,"Hancock County, Indiana",71653,29605,N,-,N,-,73315,52485,84190,92437,37546,83358,40087
18063,"Hendricks County, Indiana",80582,60368,51250,-,115492,51970,82398,32056,86662,89355,54496,90372,49000
18067,"Howard County, Indiana",55868,35139,75245,31836,-,34092,55667,24706,53378,66225,51294,66795,33855
18081,"Johnson County, Indiana",68209,57504,22348,-,104773,58891,68990,50362,70167,86500,47235,81844,33548
18085,"Kosciusko County, Indiana",55253,30798,36450,-,53066,52067,56190,41375,54232,69387,49604,70378,32384
18089,"Lake County, Indiana",55154,186769,35231,N,51427,53990,66617,45100,56749,70380,39970,67822,32807
18091,"LaPorte County, Indiana",51584,43122,27174,140943,-,48866,54047,19259,55772,60673,38730,66448,27592
18095,"Madison County, Indiana",49615,50426,23057,-,-,40579,51714,32109,59318,51276,41135,60187,29448
18097,"Marion County, Indiana",47780,373634,33290,45642,56365,40120,60313,27647,50227,55974,40266,61579,33994
18105,"Monroe County, Indiana",47369,57102,10848,50745,21669,43998,51663,18326,52165,63808,52015,72983,29785
18109,"Morgan County, Indiana",68338,25968,-,-,-,83989,68214,32354,85286,76809,49803,75511,31091
18127,"Porter County, Indiana",66476,66144,40210,-,N,60166,70591,35708,71575,85307,49622,83072,39915
18141,"St. Joseph County, Indiana",54434,107730,32512,N,49083,47235,60169,27666,58081,72220,36552,70331,29959
18157,"Tippecanoe County, Indiana",50256,70446,38466,N,29009,46321,53185,22858,56908,62329,52843,71088,28349
18163,"Vanderburgh County, Indiana",50325,75058,27055,-,109503,N,52383,30521,58023,55752,36911,66991,31265
18167,"Vigo County, Indiana",48961,43262,34727,-,86261,31709,49657,24364,50331,56808,48681,62641,31921
18177,"Wayne County, Indiana",44928,28338,37172,-,N,N,47385,44591,45972,51167,32414,51730,27450
