GEO_ID,NAME,Median income (dollars)!!Estimate!!Households,Total!!Estimate!!Households,Median income (dollars)!!Estimate!!One race!!Black or African American,Median income (dollars)!!Estimate!!One race!!American Indian and Alaska Native,Median income (dollars)!!Estimate!!One race!!Asian,Median income (dollars)!!Estimate!!Hispanic or Latino origin (of any race),"Median income (dollars)!!Estimate!!White alone, not Hispanic or Latino",Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!15 to 24 years,Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!25 to 44 years,Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!45 to 64 years,Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!65 years and over,Median income (dollars)!!Estimate!!FAMILIES!!Families,Median income (dollars)!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households
19113,"Linn County, Iowa",62984,88216,23822,-,73462,47446,64824,27891,71458,76825,43964,77435,35219
19153,"Polk County, Iowa",60978,179188,37263,N,62244,47299,64301,37861,67098,75747,39329,77356,38603
19155,"Pottawattamie County, Iowa",52239,37321,N,-,N,45602,52795,39172,61615,66421,35946,67034,27994
19163,"Scott County, Iowa",54679,67822,33140,N,71333,56390,55509,30532,60774,60315,40574,66509,35977
19169,"Story County, Iowa",46091,35880,N,-,N,30212,53007,15141,51869,80777,54447,77595,23312
19193,"Woodbury County, Iowa",44721,38898,N,21508,56763,46364,45566,31960,54741,50195,29738,56348,25156
20015,"Butler County, Kansas",58791,23088,83264,135713,-,56467,57801,41667,67626,83295,45603,72491,32470
20045,"Douglas County, Kansas",48565,45224,57667,N,N,35967,50469,20638,51143,62562,48433,66369,28831
20091,"Johnson County, Kansas",75679,220587,51145,49412,97028,41280,78829,39385,81215,90480,51116,92698,43037
20103,"Leavenworth County, Kansas",66779,26305,48393,-,228574,N,71565,23934,80412,71629,51609,80357,34134
20161,"Riley County, Kansas",44825,26265,47385,13454,N,43639,45451,19918,48901,74340,64393,62336,24953
20173,"Sedgwick County, Kansas",50996,191636,28597,50208,61735,40182,56494,29790,51344,64951,36790,62959,30316
20177,"Shawnee County, Kansas",53507,70857,30950,80551,80772,44669,55155,22576,57722,68707,40612,66722,31391
20209,"Wyandotte County, Kansas",36637,60106,26224,N,33273,35294,45648,22592,41360,37212,32509,45097,23657
21015,"Boone County, Kentucky",65736,44988,N,-,61655,43336,67124,41674,67034,84207,35151,80243,40118
21029,"Bullitt County, Kentucky",54690,28682,-,-,-,N,55314,42525,58747,65331,37014,61794,29745
21037,"Campbell County, Kentucky",50872,35602,N,-,-,-,53903,22674,66243,65846,33400,73324,30609
21047,"Christian County, Kentucky",35755,25855,23418,-,37789,18819,41128,23292,41097,41110,33165,42431,23073
21059,"Daviess County, Kentucky",41685,39638,N,-,N,26971,45497,27063,40614,53987,33594,54890,25283
21067,"Fayette County, Kentucky",47968,127412,24601,N,66013,37553,53220,19877,54559,60015,37379,64119,31207
21093,"Hardin County, Kentucky",50900,39314,54161,-,46959,44202,51540,31697,51081,63925,38429,62240,33731
21111,"Jefferson County, Kentucky",48210,307676,28573,40797,63704,40957,54231,21012,52250,56837,38132,61659,30799
21117,"Kenton County, Kentucky",54300,62900,17974,-,91694,46020,57723,22129,58925,64227,36945,65374,32369
21145,"McCracken County, Kentucky",36712,28659,19073,-,-,N,40799,7498,46647,43838,28497,49965,21757
21151,"Madison County, Kentucky",43973,33257,N,-,N,23733,46366,19535,51216,60544,32028,58536,24312
21195,"Pike County, Kentucky",31426,26477,-,-,-,N,31400,30369,36628,36023,22995,39963,15181
21227,"Warren County, Kentucky",50752,44846,46361,-,18933,41643,53401,26680,54278,61166,40042,61211,27063
22005,"Ascension Parish, Louisiana",66576,41433,49040,-,N,N,77544,23009,75335,77841,37522,78913,35906
22015,"Bossier Parish, Louisiana",50704,47072,29657,-,87996,46886,56742,35906,52449,61887,40257,61657,32427
22017,"Caddo Parish, Louisiana",39315,94854,29004,N,50506,34492,52219,16876,44632,41871,33313,50533,23558
22019,"Calcasieu Parish, Louisiana",45742,73873,33079,97892,62060,43898,50053,22574,48101,52967,32686,55995,25053
22033,"East Baton Rouge Parish, Louisiana",46778,170572,33011,46083,66922,52370,65349,21355,53142,60264,38874,64115,30081
22045,"Iberia Parish, Louisiana",46290,25855,33221,-,116246,N,48934,29500,53592,49400,31784,52343,29656
22051,"Jefferson Parish, Louisiana",46961,169033,35061,43323,76146,43345,53716,30508,47366,58558,34035,61166,29684
22055,"Lafayette Parish, Louisiana",51060,88611,26606,-,62989,39510,61083,28417,58897,57757,39762,65687,32413
22057,"Lafourche Parish, Louisiana",41842,34564,21754,N,N,53330,48465,17917,46952,51611,32888,54746,24035
22063,"Livingston Parish, Louisiana",60466,48943,59433,-,-,41103,61212,53755,71808,61868,35998,66224,32263
22071,"Orleans Parish, Louisiana",35504,152788,24065,N,51958,38744,67824,15918,39156,40138,28790,48431,26169
22073,"Ouachita Parish, Louisiana",41139,57766,22227,-,N,44213,51686,17753,38615,53578,31750,50803,22457
22079,"Rapides Parish, Louisiana",40434,46738,25494,N,N,53080,50738,38710,42575,50511,31106,52750,20044
22097,"St. Landry Parish, Louisiana",27753,28739,20008,-,-,31298,35064,20898,31747,32362,22766,36641,15180
22103,"St. Tammany Parish, Louisiana",63210,88123,38165,28492,64057,43765,68223,31332,69676,70486,48072,72008,36187
22105,"Tangipahoa Parish, Louisiana",40689,45786,30012,-,42333,N,52172,15602,47543,45089,27034,54847,22421
22109,"Terrebonne Parish, Louisiana",46678,39975,31093,72644,N,45632,53926,25611,50723,50654,35142,53262,31720
23001,"Androscoggin County, Maine",48007,44267,16892,-,56083,N,48931,30343,58341,54295,34263,63114,26933
23003,"Aroostook County, Maine",35439,30146,-,18424,31382,N,35998,17618,38039,41431,27076,43831,20224
23005,"Cumberland County, Maine",61992,117186,15291,N,81073,48864,63428,21630,64162,78923,39263,80646,38014
23011,"Kennebec County, Maine",44633,50219,N,-,41128,64563,44161,30214,45993,54297,33280,60123,27686
23019,"Penobscot County, Maine",42242,61218,N,43390,N,40144,42404,25585,46634,52860,31124,54636,23336
23031,"York County, Maine",55509,83504,N,26847,N,85933,55847,42702,61700,69116,39815,70705,34719
24001,"Allegany County, Maryland",39653,29348,44167,-,-,30845,40281,17371,52301,44276,33228,53162,22694
24003,"Anne Arundel County, Maryland",87217,203775,80553,54693,124100,64748,91377,43995,91870,104273,66313,100626,58227
24005,"Baltimore County, Maryland",68257,311099,60316,N,80254,63327,73700,29675,75468,83715,46370,84474,41933
24009,"Calvert County, Maryland",95110,31200,64059,-,103943,106236,101298,-,88052,114935,60838,100751,60033
24013,"Carroll County, Maryland",85274,59430,82440,-,87133,41227,85401,37313,96612,105298,47568,101333,38254
24015,"Cecil County, Maryland",61940,36857,44143,-,72930,78073,62869,45131,70090,68347,42361,72809,31769
24017,"Charles County, Maryland",88803,54600,75188,54310,141231,85562,98187,50968,88167,102040,58097,99740,52054
24021,"Frederick County, Maryland",84203,89084,64721,N,86953,83453,86108,56457,87270,100394,52373,98717,50193
24025,"Harford County, Maryland",79649,92304,61073,-,63517,102857,81846,31742,85244,99920,49455,94672,42991
24027,"Howard County, Maryland",107490,109651,87992,N,110413,89052,120872,71603,110233,131190,73804,127223,67362
24031,"Montgomery County, Maryland",97765,364854,72258,64125,100064,67209,115128,50023,91171,118513,77934,115150,62426
24033,"Prince George's County, Maryland",72290,307022,72652,53956,79491,58254,84621,39511,66584,87503,61023,83167,52198
24037,"St. Mary's County, Maryland",86417,39179,57279,-,N,57623,90660,30612,89371,100850,46791,96595,50858
24043,"Washington County, Maryland",55471,54722,46161,-,73618,57103,55220,25434,60942,67512,32725,65538,33673
24045,"Wicomico County, Maryland",53432,37036,37476,-,83412,50918,57052,24242,52354,66938,42407,66668,32583
24510,"Baltimore city, Maryland",42665,238897,33965,N,64016,40976,67682,20381,51186,45433,33205,50408,32252
25001,"Barnstable County, Massachusetts",65384,95697,51488,40882,45113,78244,66252,47756,81149,78839,48516,87405,38587
25003,"Berkshire County, Massachusetts",50211,54706,N,N,102972,N,51010,25322,51324,59201,41554,66938,29726
25005,"Bristol County, Massachusetts",58057,212901,43402,16330,93427,26995,62176,30165,68299,76446,33801,75279,28250
25009,"Essex County, Massachusetts",70366,287808,52125,N,93286,37818,76666,35813,77153,89940,40706,89752,37366
25011,"Franklin County, Massachusetts",55572,29859,N,-,N,47540,56689,18635,57703,67816,36604,73750,25174
25013,"Hampden County, Massachusetts",49211,176742,40517,7132,61711,23262,60405,31077,51898,62500,34038,60564,29682
25015,"Hampshire County, Massachusetts",56079,58332,29526,-,N,54958,59362,25055,63388,72953,42070,81236,31613
25017,"Middlesex County, Massachusetts",84464,585634,44889,N,95942,48858,89694,39873,93880,102735,50568,108728,51557
25021,"Norfolk County, Massachusetts",90506,260058,67102,N,90913,68558,92205,46250,103204,103549,49925,114285,49754
25023,"Plymouth County, Massachusetts",74936,183251,37635,-,105292,22368,80365,58037,77666,95509,48173,92236,40099
25025,"Suffolk County, Massachusetts",54585,295187,35092,N,46270,36540,75563,26457,66224,60920,28532,60977,46558
25027,"Worcester County, Massachusetts",65407,299841,47058,67971,84706,30347,70114,33816,69407,83903,36149,83178,33699
26005,"Allegan County, Michigan",53796,41779,59870,35528,43185,52232,54015,32484,61260,60139,37086,62691,29496
26017,"Bay County, Michigan",46844,42706,N,-,-,N,47500,28266,50922,62862,35086,63858,26265
26021,"Berrien County, Michigan",44031,62984,22294,N,58589,41463,50636,18512,43428,58431,38680,59131,26360
26025,"Calhoun County, Michigan",46088,52385,26029,50208,41912,45727,49348,26622,50958,54860,32818,54022,29181
26037,"Clinton County, Michigan",58453,28448,14892,N,23467,49562,60321,14916,62093,70368,43387,73770,31180
26045,"Eaton County, Michigan",57087,44115,31291,N,N,56934,59535,42365,64030,68211,41055,67650,31978
26049,"Genesee County, Michigan",41682,167096,25571,39415,90673,35101,46901,17849,42204,48742,37890,52091,26972
26055,"Grand Traverse County, Michigan",57312,35935,N,69321,-,64534,57009,27441,65558,68063,38349,68741,30097
26065,"Ingham County, Michigan",45616,110794,33767,51657,43116,45251,48024,24127,47551,58900,40844,61624,31358
26073,"Isabella County, Michigan",41931,24999,"2,500-",39781,50688,13935,43537,15566,51756,60694,38154,58757,23889
26075,"Jackson County, Michigan",45371,61686,23467,N,N,63954,47926,17243,55118,54952,34788,58797,26643
26077,"Kalamazoo County, Michigan",45148,100171,25662,22730,51635,42086,50494,24334,51750,60819,39282,62253,29076
26081,"Kent County, Michigan",53304,231986,25833,54807,61977,35220,59117,25733,60642,62252,40104,64259,30763
26087,"Lapeer County, Michigan",50860,31395,-,69761,-,41078,50956,28013,50513,63746,39334,59668,29275
26091,"Lenawee County, Michigan",46739,38483,24658,-,-,37243,48444,28295,49516,59505,37938,58340,28533
26093,"Livingston County, Michigan",73819,69272,-,-,100201,104012,73268,40749,75607,91039,50143,82674,43241
26099,"Macomb County, Michigan",54792,337712,35953,69958,56015,51066,57706,31327,59223,66618,39437,66897,33959
26103,"Marquette County, Michigan",44267,26250,51205,12134,143553,28833,44734,15586,51226,47594,38868,58750,23076
26111,"Midland County, Michigan",49194,33579,-,16406,N,50345,49544,28750,66651,59260,37344,63892,29130
26115,"Monroe County, Michigan",57275,57879,49068,58125,75144,32691,57928,35723,61974,70166,36305,69423,29543
26121,"Muskegon County, Michigan",42600,64646,24094,N,-,39359,45007,21388,43234,51302,36777,51896,23482
26125,"Oakland County, Michigan",69293,492063,47048,58431,102116,45210,73016,29956,73916,84099,47238,89478,40378
26139,"Ottawa County, Michigan",60343,97198,N,43418,62246,50007,62012,27346,69876,72543,37677,70676,26784
26145,"Saginaw County, Michigan",44931,78000,25562,N,54462,44075,50359,23571,46540,54658,40449,55566,28718
26147,"St. Clair County, Michigan",50319,62728,20287,N,143327,48962,50913,21186,54425,57397,37011,62526,28433
26155,"Shiawassee County, Michigan",48523,27285,-,26587,-,43477,49155,26291,48560,58261,35993,57702,29501
26159,"Van Buren County, Michigan",47435,28584,22059,44200,N,34473,51921,33274,49207,52190,37346,54320,30315
26161,"Washtenaw County, Michigan",62845,137240,39626,43571,63470,42274,68535,25786,64825,81626,53338,85556,39837
26163,"Wayne County, Michigan",41435,661414,26973,45045,66389,43816,54607,20756,42839,49220,34064,51870,25584
27003,"Anoka County, Minnesota",70915,124579,42839,61217,74709,44846,72772,46342,73443,86124,43308,84460,41458
27013,"Blue Earth County, Minnesota",48850,24986,N,-,124700,N,49620,31387,53597,69388,34453,76006,29171
27019,"Carver County, Minnesota",83594,34298,N,63304,104104,81719,83301,36726,96675,103325,35857,102535,40018
27037,"Dakota County, Minnesota",76213,157153,46484,N,75341,41904,80166,49833,81704,92503,47708,92482,44394
27053,"Hennepin County, Minnesota",64433,493219,26031,22880,76096,42309,73800,26036,71679,80481,42755,87410,41402
27109,"Olmsted County, Minnesota",69731,58607,28769,-,62487,52568,75370,31334,75917,86286,53745,86973,40471
27123,"Ramsey County, Minnesota",55101,207243,24190,25151,45676,33750,63251,26262,57695,66495,41259,73896,36333
27131,"Rice County, Minnesota",60527,22933,18006,-,83386,37833,61279,35856,62644,82221,32743,73663,27564
27137,"St. Louis County, Minnesota",50040,85475,12982,28053,34073,56418,51214,19898,60188,59747,36848,66147,26952
27139,"Scott County, Minnesota",92107,46741,87342,65767,97216,68833,93152,42306,101202,100810,49309,102808,46240
27141,"Sherburne County, Minnesota",77532,30571,N,-,35902,N,80170,60810,89653,90044,47617,86510,44762
27145,"Stearns County, Minnesota",56040,57226,28351,38714,48036,27881,58465,33702,64462,70832,34979,70052,35103
27163,"Washington County, Minnesota",83545,91281,58247,N,77098,N,85455,43969,88750,100420,51600,100858,45814
27171,"Wright County, Minnesota",77442,44435,36345,-,108148,111946,76703,64251,88252,85776,40833,87691,36545
28033,"DeSoto County, Mississippi",58073,60534,50114,-,-,44779,62642,38699,61387,70523,39708,68649,34571
28035,"Forrest County, Mississippi",38904,26683,26735,-,-,21005,51103,18308,41508,50259,32132,47969,22465
28047,"Harrison County, Mississippi",40846,78512,23939,N,45417,44991,46765,22889,43775,42356,39669,48126,27238
28049,"Hinds County, Mississippi",38543,88660,32298,19082,81122,45857,64286,21406,39277,45107,33253,49459,23653
28059,"Jackson County, Mississippi",47822,49410,27407,N,N,48337,50880,25177,50730,52974,36792,54276,35164
28067,"Jones County, Mississippi",36374,24132,19868,N,-,21390,52380,16187,52950,43862,31336,46656,20485
28075,"Lauderdale County, Mississippi",40333,28683,22552,-,-,N,52153,45351,44243,44627,25863,51023,21138
28081,"Lee County, Mississippi",43204,31006,30293,-,-,67917,49270,24323,51298,43105,37848,53777,25221
28089,"Madison County, Mississippi",67746,36629,47120,-,107761,37356,82208,28750,66656,82678,50256,78574,35529
28121,"Rankin County, Mississippi",58755,54093,50703,-,87188,45390,60964,46002,62392,73048,37411,70513,31505
29019,"Boone County, Missouri",50085,67198,34371,-,N,56862,52754,11573,51661,78120,43817,72913,27566
29021,"Buchanan County, Missouri",46764,33015,57193,N,N,46331,46525,30976,49554,53509,37665,58166,27494
29031,"Cape Girardeau County, Missouri",47438,29949,28184,38030,"2,500-",28221,50418,13379,51255,58933,38608,60391,22639
29037,"Cass County, Missouri",60849,38241,59253,60974,91991,68458,61221,38776,71427,68036,37655,72061,36559
29043,"Christian County, Missouri",51692,30525,-,11790,-,72816,51581,35862,56294,59902,30909,58488,24825
29047,"Clay County, Missouri",61384,88345,33497,N,47999,47846,64786,30244,70471,74975,41416,73816,34150
29051,"Cole County, Missouri",51210,29184,29746,23826,80428,-,52489,30339,55351,53121,48692,61844,29806
29071,"Franklin County, Missouri",51682,40748,-,-,-,50990,51212,36543,56165,60142,33592,61343,27971
29077,"Greene County, Missouri",39611,117910,25977,45596,19540,44478,39806,16030,50169,49109,33088,53854,25068
29095,"Jackson County, Missouri",45874,272945,30808,38485,41834,30857,55926,21547,50179,54270,36078,62918,29182
29097,"Jasper County, Missouri",39886,44377,21595,51220,N,27008,41454,32835,42868,45684,33909,51985,27546
29099,"Jefferson County, Missouri",59327,83045,N,N,103178,66821,60020,33147,67859,62407,38890,66179,36541
29165,"Platte County, Missouri",69787,36951,47069,-,58783,80258,70785,42115,68726,81597,48427,81824,42254
29183,"St. Charles County, Missouri",73989,140043,55154,121302,105060,73257,74554,29244,80241,90589,45930,88592,38971
29187,"St. Francois County, Missouri",41713,24915,-,-,-,N,41599,10890,53161,55996,30020,52026,23045
29189,"St. Louis County, Missouri",59993,398531,37835,42179,110429,74840,69389,24865,65072,74854,44180,79456,35076
29510,"St. Louis city, Missouri",35959,137784,20820,28290,47995,41195,50334,12968,40175,40110,26511,45324,26201
30013,"Cascade County, Montana",42170,34018,30432,28186,N,50410,43596,31359,51924,50431,35155,55844,24567
30029,"Flathead County, Montana",47362,36820,-,46216,-,22621,48896,20614,51563,55527,38979,57589,32286
30031,"Gallatin County, Montana",50238,39067,9745,N,N,38780,51172,31484,51243,69548,38449,68877,32373
30049,"Lewis and Clark County, Montana",53435,26593,-,N,N,72074,54560,21537,58087,59120,40511,67949,32689
30063,"Missoula County, Montana",44289,46407,23675,N,"2,500-",40376,45745,24660,50261,60247,38121,68982,29021
30111,"Yellowstone County, Montana",51508,61936,-,44221,-,28329,52989,35858,63731,56189,38633,66078,31166
31055,"Douglas County, Nebraska",52505,209520,28230,N,44818,38007,60958,30171,55143,65547,37769,68776,32442
31109,"Lancaster County, Nebraska",51766,119205,24394,N,46696,34438,54847,26356,51925,70525,43804,69836,32584
31153,"Sarpy County, Nebraska",73775,63029,54529,-,61563,57228,76427,30007,78241,87472,52520,83975,43859
32003,"Clark County, Nevada",51214,731322,35977,52080,60584,44125,57510,33124,52379,59219,40332,60023,34430
32031,"Washoe County, Nevada",52618,166641,38413,50064,47472,41783,56152,27353,57447,60396,41771,65917,31156
33005,"Cheshire County, New Hampshire",56652,31305,-,-,66833,29759,57672,22260,70330,68242,37494,67558,34385
33009,"Grafton County, New Hampshire",57210,35436,N,N,71218,N,57818,36227,64527,61953,46174,67334,36797
33011,"Hillsborough County, New Hampshire",71422,153482,46710,30948,92082,44012,73022,33551,76401,88037,44838,84553,42438
33013,"Merrimack County, New Hampshire",62418,57023,61250,-,N,60319,63211,50825,71145,77625,38854,79185,34552
33015,"Rockingham County, New Hampshire",79922,119020,47455,N,96121,N,80521,47985,91415,95080,47353,96921,43279
33017,"Strafford County, New Hampshire",58976,46859,-,-,51961,57230,59319,34271,64786,70109,40188,77754,32103
34001,"Atlantic County, New Jersey",55313,101937,28387,N,56227,41882,67822,42409,54343,69857,42911,65151,35141
34003,"Bergen County, New Jersey",84677,337469,70366,31356,98820,60505,91189,43819,88932,101512,53419,102642,45009
34005,"Burlington County, New Jersey",80896,165424,70116,63635,120315,68958,82307,52660,90286,97474,48493,96665,41229
34007,"Camden County, New Jersey",62330,188064,38768,22327,70792,42771,72733,28707,65907,76794,40163,76705,34451
34009,"Cape May County, New Jersey",56899,40779,47796,-,18614,N,58039,26710,57710,76517,41250,71130,33229
34011,"Cumberland County, New Jersey",45339,50593,35011,N,N,37080,55137,26237,44848,55484,37523,52541,26949
34013,"Essex County, New Jersey",54754,277735,39828,33467,101550,43845,90722,28638,55600,67312,34660,71102,32446
34015,"Gloucester County, New Jersey",79704,104305,60683,-,112806,52326,82816,22455,93984,93196,46457,98478,37986
34017,"Hudson County, New Jersey",58479,253300,44317,33949,93030,41468,75340,38737,75465,56747,30482,61218,47232
34019,"Hunterdon County, New Jersey",103605,47387,N,-,132268,90804,103835,30500,112092,135901,56374,131311,53827
34021,"Mercer County, New Jersey",74961,131564,44336,55106,136522,44020,93583,33329,69078,92076,60196,92443,42601
34023,"Middlesex County, New Jersey",77682,282860,70887,77530,111377,52398,78015,46257,86750,88735,50236,93517,44758
34025,"Monmouth County, New Jersey",88413,230391,46300,-,130019,57696,93000,29382,92233,108276,54217,110805,45226
34027,"Morris County, New Jersey",100579,179654,69158,-,111604,77111,102464,61231,110660,121327,60498,121522,51943
34029,"Ocean County, New Jersey",63653,220941,52065,-,118580,55205,64359,33346,69567,85282,43005,74501,35298
34031,"Passaic County, New Jersey",58804,159309,36479,65902,94682,40907,82517,36605,52771,80660,39545,72922,31878
34033,"Salem County, New Jersey",57377,23832,29527,17132,"250,000+",30793,67188,22404,72066,70257,39689,73971,31299
34035,"Somerset County, New Jersey",100301,117482,69439,-,133351,62900,104992,48508,100876,122853,54302,117587,52862
34037,"Sussex County, New Jersey",82075,54174,84565,-,93456,105677,81083,26234,98680,90885,58288,96958,48172
34039,"Union County, New Jersey",69032,186037,51918,90224,131034,49698,93912,37298,66295,88085,47457,82704,38580
34041,"Warren County, New Jersey",71444,41607,N,-,101530,50234,72971,"2,500-",87168,84415,43938,91572,42994
35001,"Bernalillo County, New Mexico",47134,261279,37577,36473,62061,40312,56177,23366,47883,55560,40685,60359,30992
35005,"Chaves County, New Mexico",39696,23747,N,35551,-,36233,47482,34755,36682,49118,27828,49520,19696
35013,"Doña Ana County, New Mexico",39502,75530,N,25811,40700,32338,48582,22285,39686,44114,44600,45497,25545
35025,"Lea County, New Mexico",61351,21805,N,198375,-,54963,74053,41195,62134,77216,34281,66346,40511
35031,"McKinley County, New Mexico",27041,18148,-,21788,21528,45593,64078,6250,25106,31190,23918,36955,12327
35035,"Otero County, New Mexico",42603,23190,50794,21167,N,28293,45311,35755,43653,45636,42896,46959,28960
35043,"Sandoval County, New Mexico",55398,49357,N,38788,67770,55899,59678,46154,56078,67939,38037,63929,36378
35045,"San Juan County, New Mexico",48773,40378,-,32874,71298,45778,64770,24126,43980,61265,40483,57023,29874
35049,"Santa Fe County, New Mexico",52809,60565,33962,39224,58758,42228,61632,44230,46296,61888,48046,60314,41901
35061,"Valencia County, New Mexico",37628,26595,-,N,"2,500-",34219,47157,13094,32376,52880,35279,47959,22453
36001,"Albany County, New York",60655,124716,32280,-,69653,46544,67682,32468,66197,80202,45194,85220,41190
36005,"Bronx County, New York",33712,492481,37876,35040,41776,26979,57129,27781,36247,37398,22118,37041,21911
36007,"Broome County, New York",46776,78810,17633,15448,46353,14716,50125,21727,51865,54652,38135,62655,28808
36009,"Cattaraugus County, New York",44320,30735,95873,22261,"250,000+",36773,44612,29397,48532,57902,31408,57523,25121
36011,"Cayuga County, New York",53780,31290,29744,60278,-,61517,53949,39818,55904,62555,37563,63570,30367
36013,"Chautauqua County, New York",41808,52916,10876,N,-,28807,42722,33022,41189,49522,36538,54329,24297
36015,"Chemung County, New York",50232,34617,N,-,"250,000+",N,51426,25424,52364,71361,34625,62595,30393
36019,"Clinton County, New York",53575,31426,69124,-,"2,500-",16622,54402,35547,61606,62982,36237,67170,30166
36027,"Dutchess County, New York",71165,104190,44691,N,99878,58183,73744,27489,72448,86885,49034,88738,40971
36029,"Erie County, New York",50132,383657,29402,22657,46468,25186,56523,25900,53514,66015,35858,66374,31095
36045,"Jefferson County, New York",51086,43516,31376,N,44146,34781,54038,32907,53058,61007,40851,60496,32676
36047,"Kings County, New York",47966,942402,39943,33568,50217,36396,65618,33606,59816,52351,25418,54206,35963
36051,"Livingston County, New York",48456,25334,18561,-,-,45823,50489,29263,54063,58743,35368,61146,30385
36053,"Madison County, New York",51873,25932,-,45294,77192,"250,000+",52475,31588,50147,63134,36404,59541,31820
36055,"Monroe County, New York",51217,298271,24758,18898,57438,31406,58775,21480,55574,65356,36377,67371,32946
36059,"Nassau County, New York",99035,440168,82448,N,118316,75920,103119,57792,106904,120868,62171,114233,45508
36061,"New York County, New York",76089,762228,35275,50134,72329,34893,111967,41913,101316,68300,39197,90457,66582
36063,"Niagara County, New York",49700,86907,27439,30297,36250,40752,52629,18237,53180,63886,31131,65536,26661
36065,"Oneida County, New York",48803,90583,27517,50205,30524,21085,51520,24890,50690,58845,35625,61147,29428
36067,"Onondaga County, New York",52947,185474,27409,46742,28188,26458,57409,27171,53526,69513,37860,69270,32692
36069,"Ontario County, New York",59093,43581,29651,-,N,41228,60432,50587,67343,70759,35984,71980,33599
36071,"Orange County, New York",70240,124587,60963,77569,68654,54953,75977,31352,66287,89621,46293,84611,38594
36075,"Oswego County, New York",47013,45646,23615,N,66750,N,48761,36181,47240,60938,37594,59579,29157
36079,"Putnam County, New York",97483,34234,78601,-,N,65263,103474,-,109574,111927,54566,110144,44021
36081,"Queens County, New York",57241,785985,56756,56148,55129,49676,66125,34399,64306,63943,37607,63896,40616
36083,"Rensselaer County, New York",61457,63289,22585,-,63122,34315,64600,22973,54758,74051,47876,72018,39291
36085,"Richmond County, New York",71121,164971,37509,N,57224,62615,80346,30805,79968,81639,43578,80937,35517
36087,"Rockland County, New York",85037,98873,69149,167043,110506,55532,90759,29773,71591,105141,60160,100463,47163
36089,"St. Lawrence County, New York",43758,40286,-,N,23915,84688,43802,27482,48942,53408,30000,55911,26147
36091,"Saratoga County, New York",72354,90964,81058,-,90407,76132,71607,34561,81236,82293,47894,86633,48652
36093,"Schenectady County, New York",57587,56255,32178,-,74535,33045,61573,20129,56777,71638,45040,76369,34922
36101,"Steuben County, New York",46889,41046,N,-,86946,N,46902,33750,50775,55669,32537,57579,27148
36103,"Suffolk County, New York",86266,493287,67498,74672,94798,69606,91298,47323,95603,104716,54690,102002,44335
36105,"Sullivan County, New York",53219,27524,N,-,"250,000+",47224,54415,49808,55756,62902,35960,62298,26122
36109,"Tompkins County, New York",52885,38120,N,-,26661,38648,59921,11011,52998,72231,50299,73273,31373
36111,"Ulster County, New York",58093,69522,27401,N,N,36057,61595,28316,60532,70051,38553,76072,30600
36113,"Warren County, New York",57294,26193,-,-,-,N,57947,18473,70080,62317,46658,70931,31727
36117,"Wayne County, New York",45951,35577,28003,-,N,55758,46596,28788,60695,54087,32736,61365,28733
36119,"Westchester County, New York",83477,342557,51653,53666,120102,54860,103378,32177,90340,104765,53829,107995,43777
37001,"Alamance County, North Carolina",39576,62799,35912,N,63175,36396,42641,14945,41491,50258,30729,51269,23449
37019,"Brunswick County, North Carolina",46721,49842,40982,28940,58011,N,49149,18098,38534,56736,44666,55682,31481
37021,"Buncombe County, North Carolina",47671,103299,34409,50773,51890,N,49051,27797,51501,54562,37884,62095,29283
37023,"Burke County, North Carolina",37086,33214,21641,-,34263,21232,40726,13390,30327,48985,29090,50528,21929
37025,"Cabarrus County, North Carolina",54347,69144,41013,-,92214,39133,63347,36977,63880,68335,37092,65469,34570
37027,"Caldwell County, North Carolina",37876,30458,N,N,-,23634,40351,7115,37566,49254,27510,47111,21906
37031,"Carteret County, North Carolina",48881,28773,31293,N,36319,26592,50591,22917,46226,53518,44144,63104,28044
37035,"Catawba County, North Carolina",44677,56304,24260,-,55042,28722,47693,42446,44521,59639,33708,52068,27762
37037,"Chatham County, North Carolina",54229,28264,23578,-,200994,30760,65417,27375,43189,66387,52378,70241,29733
37045,"Cleveland County, North Carolina",37433,37038,25073,42872,N,25642,44628,12818,34025,52053,29814,47998,21318
37049,"Craven County, North Carolina",43380,40109,31362,40481,22245,45000,47011,39199,51037,46356,38164,49403,31992
37051,"Cumberland County, North Carolina",42248,122359,37512,41308,50960,38639,47019,29664,41301,51619,39058,50746,30004
37057,"Davidson County, North Carolina",42201,61896,31642,N,N,31538,45486,14324,49315,49204,31624,54394,25766
37063,"Durham County, North Carolina",50504,118565,38014,-,64780,37135,67266,25221,50165,63666,47951,64883,36943
37067,"Forsyth County, North Carolina",45220,146198,30331,60015,67081,27490,54325,20120,45228,53790,39954,57175,30859
37071,"Gaston County, North Carolina",41011,76610,31277,N,N,33803,45152,19752,45966,48346,32587,51904,22671
