GEO_ID,NAME,Median income (dollars)!!Estimate!!Households,Total!!Estimate!!Households,Median income (dollars)!!Estimate!!One race!!Black or African American,Median income (dollars)!!Estimate!!One race!!American Indian and Alaska Native,Median income (dollars)!!Estimate!!One race!!Asian,Median income (dollars)!!Estimate!!Hispanic or Latino origin (of any race),"Median income (dollars)!!Estimate!!White alone, not Hispanic or Latino",Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!15 to 24 years,Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!25 to 44 years,Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!45 to 64 years,Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!65 years and over,Median income (dollars)!!Estimate!!FAMILIES!!Families,Median income (dollars)!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households
12073,"Leon County, Florida",54929,116283,36989,69909,73633,47616,69039,28015,56028,65994,61609,76565,32786
12081,"Manatee County, Florida",64499,145171,35340,-,71262,51914,68894,25731,66292,81398,56473,79352,42531
12083,"Marion County, Florida",49576,145622,34856,N,47108,41098,52752,31636,53534,52869,44942,58615,30962
12085,"Martin County, Florida",70842,65014,35790,-,117697,64383,75446,21799,69750,95069,57587,87659,40821
12086,"Miami-Dade County, Florida",55171,912805,39846,N,60292,53753,87181,36954,61765,64507,31508,61413,32130
12087,"Monroe County, Florida",68589,32839,53953,-,75709,59417,77629,76267,77203,71094,58800,90367,46388
12089,"Nassau County, Florida",70939,35212,63655,-,-,61800,74600,80670,72500,73331,64733,77896,41367
12091,"Okaloosa County, Florida",64222,76097,56178,47814,76190,49182,65929,36975,60509,85906,54337,81517,43063
12095,"Orange County, Florida",63461,457949,50667,N,78006,51334,76978,41394,65551,72162,50551,72065,42918
12097,"Osceola County, Florida",51760,111539,46532,-,75481,47169,61296,34171,52280,60931,42991,57308,34062
12099,"Palm Beach County, Florida",66623,568915,49904,N,81042,54365,77094,41370,69266,81819,54629,81212,43088
12101,"Pasco County, Florida",55828,212856,57952,82922,77454,54759,54575,35974,69787,63461,41595,69590,32066
12103,"Pinellas County, Florida",56737,395286,39097,N,66624,49322,61582,36680,67871,69687,44219,79797,38797
12105,"Polk County, Florida",51833,238629,39256,43322,65281,49366,54831,42436,52341,62769,42825,60761,31037
12107,"Putnam County, Florida",42899,30866,35729,-,N,30663,44684,10221,48818,46781,35373,49177,26720
12109,"St. Johns County, Florida",90356,94761,85340,-,143750,85555,91219,50787,99342,109039,65501,106096,47948
12111,"St. Lucie County, Florida",58039,116900,43224,"250,000+",91773,51541,62368,40640,67660,61069,50820,70255,32412
12113,"Santa Rosa County, Florida",64930,66187,N,-,N,95024,66296,30695,77063,70788,50233,81619,31612
12115,"Sarasota County, Florida",66342,187411,43950,-,62427,59603,67756,56504,72952,72652,61433,82469,45382
12117,"Seminole County, Florida",70190,181142,52798,46179,87085,52652,75369,45293,72952,78237,58108,81857,44674
12119,"Sumter County, Florida",60287,59458,23809,N,-,53339,61527,-,57255,50406,62679,74976,33510
12127,"Volusia County, Florida",53766,219451,47116,N,46287,46995,56289,31530,58928,60611,48460,65904,31930
12131,"Walton County, Florida",60457,26475,98423,N,-,N,62419,31133,62401,57054,63835,76703,35358
13013,"Barrow County, Georgia",69890,27765,56807,-,88710,57135,73442,67932,72794,79493,40124,76055,38798
13015,"Bartow County, Georgia",59911,39742,25952,-,-,40584,62490,41053,67257,63083,31265,68139,25683
13021,"Bibb County, Georgia",42140,56726,31785,-,56778,42184,66707,26614,41157,50833,38663,55526,31197
13031,"Bulloch County, Georgia",50436,28660,38656,-,N,67894,53758,23900,60812,62616,40865,62194,29747
13045,"Carroll County, Georgia",61133,42798,56753,24075,N,51603,66425,9555,70851,67115,43155,70575,36873
13047,"Catoosa County, Georgia",61487,24130,-,-,96082,-,61327,55425,62157,82065,43563,67945,34688
13051,"Chatham County, Georgia",57611,107987,39800,95213,62194,75025,66334,32787,67281,64218,45835,71935,37108
13057,"Cherokee County, Georgia",86404,93441,68659,N,125587,53759,95010,61821,91353,103776,62243,99250,47431
13059,"Clarke County, Georgia",39799,52124,30909,-,42805,36217,51651,18027,42973,50128,52328,66725,30072
13063,"Clayton County, Georgia",51093,97030,49799,-,47974,58556,50449,43286,46547,59901,43642,54658,40423
13067,"Cobb County, Georgia",79601,286952,69200,N,93032,58517,90300,41606,80679,91959,66563,97396,50932
13073,"Columbia County, Georgia",88761,46890,78634,-,110633,109183,90449,78631,88538,113221,59026,95776,60777
13077,"Coweta County, Georgia",78423,53640,53873,-,101425,50491,84451,38672,72454,98929,55723,93872,46351
13089,"DeKalb County, Georgia",63652,289829,51484,27944,55401,45456,99394,23784,62129,75873,52048,85420,43377
13095,"Dougherty County, Georgia",35062,32630,30217,-,-,32172,49602,42934,32199,44641,28340,46232,20481
13097,"Douglas County, Georgia",62669,48899,55593,-,70827,60823,62904,35559,67369,71499,39112,78746,39427
13113,"Fayette County, Georgia",92172,41253,79050,-,71975,109627,97951,73288,91009,127667,63803,108553,50703
13115,"Floyd County, Georgia",50880,35443,26431,-,58194,32047,61028,36294,59911,52145,46367,63562,26150
13117,"Forsyth County, Georgia",112108,81765,73932,66203,161375,63958,110483,66521,117802,139608,65370,125028,52429
13121,"Fulton County, Georgia",80013,439578,49822,62086,111623,66808,118708,35910,82317,100971,55960,109818,55624
13127,"Glynn County, Georgia",59004,34614,42620,-,-,34692,63616,27422,58815,63867,50952,68104,34190
13135,"Gwinnett County, Georgia",72109,301471,66999,N,68541,50338,95410,44323,67353,87858,62322,80954,46498
13139,"Hall County, Georgia",67467,65625,71529,-,89264,53035,71154,37061,60917,79082,58101,78870,36327
13151,"Henry County, Georgia",71939,79550,68525,-,79234,69823,80043,113267,67173,90485,58625,81290,43928
13153,"Houston County, Georgia",66740,58417,50331,-,36790,68552,76734,27265,61351,93271,51549,75512,36448
13157,"Jackson County, Georgia",65063,25180,18464,-,-,N,66485,80970,84106,66451,40056,81255,30633
13185,"Lowndes County, Georgia",45683,42639,31598,8988,37800,29186,60253,21825,50215,59928,35530,57050,30235
13215,"Muscogee County, Georgia",46934,73134,33834,N,67885,61120,61051,28721,49865,49982,38390,60420,33262
13217,"Newton County, Georgia",57254,37867,41911,-,-,67983,66221,35086,61231,63084,39711,61017,31926
13223,"Paulding County, Georgia",75800,56476,86849,-,N,51880,75302,65507,86219,82019,46159,85763,39285
13245,"Richmond County, Georgia",44973,68361,40386,-,N,80152,57128,42985,41139,50109,46603,52580,31274
13247,"Rockdale County, Georgia",60560,32792,63559,-,N,44769,59742,-,57634,72534,62101,66640,41182
13255,"Spalding County, Georgia",51677,25339,39780,-,-,51142,63137,-,48181,67353,36885,59654,34404
13285,"Troup County, Georgia",46198,24436,26889,-,88608,45851,63865,23069,47369,50574,45781,62837,25000
13295,"Walker County, Georgia",47856,26760,61931,-,-,-,47347,51286,60326,43665,34051,61720,22170
13297,"Walton County, Georgia",66176,33350,42088,-,N,47090,73440,54486,95387,76903,44692,77198,38172
13313,"Whitfield County, Georgia",52198,34518,41193,N,52018,60976,49675,27410,57603,61080,40885,60429,27445
15001,"Hawaii County, Hawaii",67075,71193,N,N,82437,75326,64054,30319,76913,70835,63119,82400,41821
15003,"Honolulu County, Hawaii",87470,316456,69971,54118,89214,75042,99359,58493,84477,107016,74441,101922,57554
15007,"Kauai County, Hawaii",81971,22898,195100,-,96236,70884,85611,92997,70830,101015,74704,96284,48182
15009,"Maui County, Hawaii",80754,54744,52344,N,103569,72235,76549,53543,81159,91388,65027,90983,50666
16001,"Ada County, Idaho",72021,184160,60693,N,58463,60766,74401,40418,76357,88857,54419,88299,43341
16005,"Bannock County, Idaho",51989,32010,-,27191,78056,47529,53364,19235,59348,61275,45521,65688,30956
16019,"Bonneville County, Idaho",64618,40776,40589,N,36625,31200,68895,46312,70909,67793,52137,72463,34622
16027,"Canyon County, Idaho",58945,77449,N,39214,N,56765,60064,55325,60214,71140,47042,66387,32472
16055,"Kootenai County, Idaho",62579,65283,-,31041,100392,73292,62749,44336,67393,66464,51713,73909,39680
16083,"Twin Falls County, Idaho",56276,31850,-,-,-,52867,57770,40879,65674,62931,36961,67233,28531
17001,"Adams County, Illinois",55727,26993,11955,-,-,N,56601,53941,51544,75320,46454,73917,38390
17019,"Champaign County, Illinois",52405,81764,25966,-,33724,40185,62465,17510,53739,76830,53826,82467,34505
17031,"Cook County, Illinois",69429,1985613,40585,49489,87414,56748,89223,37137,78800,80263,45364,86915,45497
17037,"DeKalb County, Illinois",64131,39330,N,-,175483,66566,67451,25317,67214,94353,51810,87104,30303
17043,"DuPage County, Illinois",96403,342195,62221,N,115800,68010,100395,51536,101538,114565,66460,118053,52399
17089,"Kane County, Illinois",84368,182223,48435,95063,102886,68729,92565,56223,86452,98229,57045,99224,46687
17091,"Kankakee County, Illinois",60923,39583,38890,-,-,55722,69739,41611,67673,79834,44658,76663,38094
17093,"Kendall County, Illinois",104858,41364,72159,-,"250,000+",102481,106966,91778,102911,122836,72338,121597,62917
17097,"Lake County, Illinois",92511,247661,52581,71179,129379,62172,105095,40080,94558,110605,66261,112189,45645
17099,"LaSalle County, Illinois",59130,45411,N,-,71941,40987,60369,32270,61959,69611,45658,75108,34974
17111,"McHenry County, Illinois",88879,112669,54387,-,114722,79314,90580,70377,94899,112257,58152,102325,48791
17113,"McLean County, Illinois",68784,65118,N,-,98170,46690,72071,13527,77302,86467,58297,97607,34599
17115,"Macon County, Illinois",50839,42741,35174,N,N,49674,54914,29542,49928,61190,45651,75694,32940
17119,"Madison County, Illinois",67440,108104,29631,-,101534,50625,71629,31143,78838,80313,50202,83190,38043
17143,"Peoria County, Illinois",57247,73666,24371,-,121281,46648,61975,16312,58541,67596,48930,77209,34336
17161,"Rock Island County, Illinois",58313,60618,24847,16144,61275,68229,62152,26307,54749,76742,46374,74780,35433
17163,"St. Clair County, Illinois",57169,106156,33234,N,57260,103764,72765,19197,60652,75265,44719,77640,32909
17167,"Sangamon County, Illinois",61280,83263,26969,31066,68704,44070,66321,30703,59378,74126,54940,85077,41145
17179,"Tazewell County, Illinois",65848,53127,-,-,68536,160833,64984,49203,75144,71433,54061,81868,38949
17183,"Vermilion County, Illinois",43111,31154,32950,-,"2,500-",27917,46846,28273,51020,41366,39691,56233,32034
17197,"Will County, Illinois",90134,230136,56111,N,126946,77685,97098,57975,95434,107893,58087,103382,47776
17199,"Williamson County, Illinois",58097,27650,33789,-,N,N,58983,66719,60908,74543,37876,71472,34357
17201,"Winnebago County, Illinois",59455,114833,31130,-,95404,45238,66856,45436,59956,71228,50075,70619,34387
18003,"Allen County, Indiana",56519,146280,38360,N,62102,47691,61976,37327,60569,67248,46211,70249,33912
18005,"Bartholomew County, Indiana",72555,30383,90792,-,87512,83372,70248,48945,80726,80952,51880,85504,41948
18011,"Boone County, Indiana",70813,26803,47895,-,N,N,78970,31194,76679,100558,54928,88914,46492
18019,"Clark County, Indiana",59064,43704,35468,-,83718,55811,61903,30176,68149,67950,42597,67694,34442
18035,"Delaware County, Indiana",45065,45640,21943,-,95948,75000,46353,23171,51281,52003,44078,62160,26910
18039,"Elkhart County, Indiana",54531,68553,24078,73645,82728,49565,58257,30560,55125,70350,40206,75244,30517
18043,"Floyd County, Indiana",63219,28544,26565,-,N,19296,67136,28683,62058,77288,56343,84369,37294
18053,"Grant County, Indiana",47206,27127,39764,-,N,29048,50105,45482,44722,57257,38040,65468,30142
18057,"Hamilton County, Indiana",105062,125328,100240,-,121199,62707,106888,46247,110351,132962,60452,125903,51908
18059,"Hancock County, Indiana",69392,28985,-,-,126885,N,68378,61135,89699,100634,39435,98705,40754
18063,"Hendricks County, Indiana",85381,61105,84248,-,N,N,86215,52442,86293,114801,58575,96409,49602
18067,"Howard County, Indiana",53440,34151,N,-,71676,76848,53140,35385,56152,65202,40914,65189,34019
18081,"Johnson County, Indiana",73651,57160,51617,-,N,41901,76003,60861,82736,88935,52910,89426,41346
18085,"Kosciusko County, Indiana",64099,30991,18911,-,150721,56099,65293,36333,71336,78545,47054,72084,30651
18089,"Lake County, Indiana",57081,190135,35068,28778,72259,51003,70157,31065,64158,68905,43078,72199,31682
18091,"LaPorte County, Indiana",56019,43100,30784,-,"2,500-",58166,60808,31134,57675,76845,42439,71066,31913
18095,"Madison County, Indiana",55142,51164,32165,-,-,55633,56414,33393,64391,63027,43496,67712,33575
18097,"Marion County, Indiana",50458,379451,36546,N,60862,46007,59527,29224,51373,57839,42325,67242,35636
18105,"Monroe County, Indiana",52453,54053,55603,-,20422,28109,57295,15639,58517,69705,55554,82201,27265
18109,"Morgan County, Indiana",62862,25863,-,-,-,-,63063,36587,64985,80396,51152,75094,36673
18127,"Porter County, Indiana",72483,65305,101058,-,92473,61861,73193,27010,76742,92251,56893,86168,45402
18141,"St. Joseph County, Indiana",53456,105250,31364,54830,81567,55429,57869,32215,57886,66514,39588,70149,31477
18157,"Tippecanoe County, Indiana",49352,73916,27271,N,24124,35557,55811,17807,51195,73829,48735,71821,27950
18163,"Vanderburgh County, Indiana",51350,75522,33693,-,48997,41980,53639,32204,59469,59217,42004,67232,31473
18167,"Vigo County, Indiana",48013,42193,24783,-,N,23750,50761,18498,53040,61129,40943,62877,28276
18177,"Wayne County, Indiana",47944,27561,24723,-,N,-,48982,31254,47547,60634,40008,58052,34266
19013,"Black Hawk County, Iowa",60506,51869,33725,-,N,61830,66546,34742,70206,71628,54609,80514,40218
19049,"Dallas County, Iowa",94885,36878,N,-,84324,87527,99158,56516,112917,104087,62538,110124,57046
19061,"Dubuque County, Iowa",62178,38345,N,-,79000,80711,62546,31548,73581,80730,44029,78750,39167
19103,"Johnson County, Iowa",66011,60782,38373,25587,50824,47921,73085,17213,80855,91457,67549,98099,33380
19113,"Linn County, Iowa",63559,93843,30467,97905,73138,40525,66138,31562,70157,78950,47271,80428,41094
19153,"Polk County, Iowa",66918,197731,32431,N,71753,49261,72545,46458,71095,81837,48662,81970,45157
19155,"Pottawattamie County, Iowa",60056,37344,N,62691,N,46914,60893,46869,66491,66549,41018,68783,36393
19163,"Scott County, Iowa",65122,68534,41557,N,89041,55533,67555,29475,77047,77010,48520,84554,36178
19169,"Story County, Iowa",63107,39168,40176,N,17629,73588,67025,31011,67813,87876,64171,99913,35346
19193,"Woodbury County, Iowa",58945,39733,18596,8533,87083,55094,67739,44764,60810,76732,43445,72779,31349
20015,"Butler County, Kansas",61951,25004,-,-,N,N,59469,26605,69438,84072,43976,82115,31259
20045,"Douglas County, Kansas",64233,48508,44644,N,43441,50380,70651,26887,71831,94533,49444,89158,36783
20091,"Johnson County, Kansas",91771,231960,58979,N,85625,63735,95473,53038,94264,110989,71080,111665,56694
20103,"Leavenworth County, Kansas",77070,27860,N,N,-,55094,83453,45446,92477,82704,69272,93439,34291
20161,"Riley County, Kansas",50920,25662,N,-,22130,36932,53890,22692,65809,49086,61798,73201,31727
20173,"Sedgwick County, Kansas",59716,199517,31434,130127,71351,51041,64391,33930,62313,71926,48282,78281,34621
20177,"Shawnee County, Kansas",59441,73172,41630,N,84068,50223,62317,41095,67401,68446,44850,76777,37223
20209,"Wyandotte County, Kansas",46964,61248,30335,N,37878,45015,57273,26304,47474,57389,37802,56042,30019
21015,"Boone County, Kentucky",76443,48770,N,-,N,106526,77798,32256,82751,94668,54329,93245,42162
21029,"Bullitt County, Kentucky",65560,30553,-,-,-,85960,66210,36158,65224,86622,48954,75052,37642
21037,"Campbell County, Kentucky",66439,38110,N,-,41905,68750,69059,27045,78113,79208,38058,91685,38629
21047,"Christian County, Kentucky",47445,26209,35885,-,"250,000+",N,51730,23263,59091,47606,46078,52828,37554
21059,"Daviess County, Kentucky",50964,40800,61589,-,35085,30651,52174,31461,65563,63475,33414,66568,30228
21067,"Fayette County, Kentucky",58356,131929,46238,-,61324,44527,63415,33049,60437,71638,52491,82055,40100
21093,"Hardin County, Kentucky",57463,42644,57780,-,N,81305,56136,41582,64160,67781,37916,71610,35057
21111,"Jefferson County, Kentucky",59049,316174,39489,N,76306,53808,65546,25686,61863,69048,46406,75337,38250
21117,"Kenton County, Kentucky",68849,65362,22137,-,64670,40262,73112,45659,76128,84930,45329,90817,45484
21145,"McCracken County, Kentucky",45084,28363,22397,-,"250,000+",N,49684,29235,62677,52399,35307,64567,25990
21151,"Madison County, Kentucky",49421,34270,38976,15895,-,90980,49039,26719,65890,59173,33058,68429,21410
21185,"Oldham County, Kentucky",97968,20761,96656,-,"250,000+",75693,100502,55526,101720,114479,72963,108185,42403
21227,"Warren County, Kentucky",52645,50489,33999,-,55952,50344,56397,26772,52893,66791,57236,67747,31337
22005,"Ascension Parish, Louisiana",85425,44267,85809,-,-,44638,86771,99930,94959,106662,45198,94502,44913
22015,"Bossier Parish, Louisiana",49962,49735,31086,81667,33153,N,56031,22214,49636,59942,38308,61595,29264
22017,"Caddo Parish, Louisiana",45537,92589,29620,N,N,71096,63525,18053,49178,48076,43198,58115,24466
22019,"Calcasieu Parish, Louisiana",51246,77232,31501,-,N,N,60947,22379,51582,63924,39027,67045,28089
22033,"East Baton Rouge Parish, Louisiana",56451,161536,39502,N,82938,46362,78307,21362,66422,64057,46473,74520,33373
22045,"Iberia Parish, Louisiana",50991,26185,36800,-,N,18898,62491,41729,58031,57493,38260,53940,32401
22051,"Jefferson Parish, Louisiana",56069,171991,42397,32796,54708,48144,64386,36799,58878,62836,43762,68907,35857
22055,"Lafayette Parish, Louisiana",60567,94490,38708,N,58791,66579,70021,33389,67045,73316,41327,78586,32102
22057,"Lafourche Parish, Louisiana",51339,36759,19169,45882,-,28584,61868,26125,76067,50919,37622,61723,28850
22063,"Livingston Parish, Louisiana",62187,47014,50881,-,-,55486,63284,52400,79251,80543,38695,80178,42652
22071,"Orleans Parish, Louisiana",45615,151753,29522,N,86898,43929,85476,15102,52917,45422,38851,67322,30271
22073,"Ouachita Parish, Louisiana",41137,57835,30125,-,107145,30565,60565,45581,36971,46320,41937,53414,26744
22079,"Rapides Parish, Louisiana",50490,48975,37785,N,91200,16872,57842,20284,55923,61280,36458,57444,31177
22097,"St. Landry Parish, Louisiana",38681,30441,32068,-,-,36330,46394,20774,45881,44480,30703,46231,18765
22103,"St. Tammany Parish, Louisiana",69076,94988,52104,N,118298,51325,71574,50369,86536,72234,49285,83092,37259
22105,"Tangipahoa Parish, Louisiana",47825,46526,29877,-,N,N,59525,39727,77123,34437,34747,62684,26984
22109,"Terrebonne Parish, Louisiana",48446,40173,27338,28054,92093,N,65542,29336,36989,71216,37347,63587,23914
23001,"Androscoggin County, Maine",63813,45924,57738,-,97194,57561,65041,62216,67654,75482,41918,75183,40440
23003,"Aroostook County, Maine",38768,30197,208286,20592,-,N,39067,24732,49418,56545,25350,57503,21427
23005,"Cumberland County, Maine",76059,124925,34898,150400,87934,70142,76611,53734,86007,94266,52901,101075,48165
23011,"Kennebec County, Maine",55389,54480,195890,-,N,N,55071,37793,61498,67783,39848,76956,35208
23019,"Penobscot County, Maine",50449,64096,27646,38757,35581,N,50910,28756,61467,59612,36568,73899,31516
23031,"York County, Maine",66648,86227,41662,-,N,69807,66447,56227,81222,76842,46389,85168,40642
24001,"Allegany County, Maryland",48867,26549,N,-,105313,-,48686,30667,54374,61639,35215,63327,27527
24003,"Anne Arundel County, Maryland",101147,216200,91784,N,103048,93475,104458,73942,100576,128418,69612,116535,61743
24005,"Baltimore County, Maryland",77358,312466,66639,97172,79401,65109,85929,42589,83043,94052,57022,96502,49712
24009,"Calvert County, Maryland",112380,32780,59360,-,120923,113556,122096,62283,124282,129350,73202,124633,56013
24013,"Carroll County, Maryland",103014,60617,89698,-,86119,106750,103430,96056,112384,123990,59965,123231,47321
24015,"Cecil County, Maryland",76441,38547,63311,-,84499,33242,80485,35485,79913,94490,42042,91368,34980
24017,"Charles County, Maryland",103932,57732,103064,-,128382,64400,106026,62330,102078,121268,73873,114652,68549
24021,"Frederick County, Maryland",103516,93768,59685,81145,104147,103750,107147,35927,102789,126313,71559,116728,60033
24025,"Harford County, Maryland",92331,96203,73822,-,112354,101233,95380,70179,99801,116866,68677,109733,51226
24027,"Howard County, Maryland",121618,115772,93575,N,143827,81523,132051,80028,122772,156788,83075,148680,72346
24031,"Montgomery County, Maryland",110389,368897,72617,N,121004,75547,141454,60716,102095,137188,90182,135141,71314
24033,"Prince George's County, Maryland",86290,316361,86118,10653,99951,73874,93650,37997,81575,100648,69322,100654,59261
24037,"St. Mary's County, Maryland",87947,40320,51075,-,141617,N,92138,78463,78885,119129,62733,102798,57151
24043,"Washington County, Maryland",59140,56225,44316,-,89733,59478,59986,48802,61315,75156,40110,76075,29935
24045,"Wicomico County, Maryland",54402,38088,51031,-,66413,31580,62201,24479,52933,67437,47246,73356,34265
24510,"Baltimore city, Maryland",50177,242694,39101,N,69309,52486,82452,38117,62063,54968,35384,65518,37905
25001,"Barnstable County, Massachusetts",85042,96509,71689,N,71274,80262,87129,45925,80268,112857,71206,104007,51921
25003,"Berkshire County, Massachusetts",58895,53792,39575,-,N,57992,60156,30742,61421,77238,45145,78546,37146
25005,"Bristol County, Massachusetts",70402,220528,55197,N,77106,42227,75584,32787,75208,93695,41504,90077,33718
25009,"Essex County, Massachusetts",83810,297898,72933,11944,101807,53235,94397,53227,89360,105642,55040,103994,46659
25011,"Franklin County, Massachusetts",60018,30927,-,-,N,N,60636,48288,59132,77912,51727,82932,38336
25013,"Hampden County, Massachusetts",60161,179970,38750,17746,80227,32916,69524,21588,61781,71893,38633,75745,33516
25015,"Hampshire County, Massachusetts",74778,60002,91754,-,41807,N,78135,29436,86997,92942,63168,99354,43430
25017,"Middlesex County, Massachusetts",107056,612366,73185,29095,126516,62126,112217,48750,121426,131444,65305,136187,65229
25021,"Norfolk County, Massachusetts",107361,269717,65061,N,117207,95335,112050,70109,121344,130405,61535,132217,57478
25023,"Plymouth County, Massachusetts",90880,191041,60470,41609,102532,56923,94846,60512,100268,106330,63819,107594,45827
25025,"Suffolk County, Massachusetts",77558,309945,50352,N,54831,52546,110103,36655,100983,83811,39167,92491,61641
25027,"Worcester County, Massachusetts",78345,316162,64599,N,115306,51246,81647,49804,83436,100223,50358,100652,41953
26005,"Allegan County, Michigan",66278,43667,75808,115761,-,55618,67208,53810,70816,80637,46571,75200,36116
26017,"Bay County, Michigan",49610,44887,31223,-,-,N,50155,30912,51232,60315,45825,67327,32127
26021,"Berrien County, Michigan",50153,61809,24479,60469,N,23502,58751,24253,56011,63781,43383,66322,30262
26025,"Calhoun County, Michigan",49055,53827,30236,N,80152,44580,51610,40222,51770,60166,38530,66013,30238
26037,"Clinton County, Michigan",69651,30070,N,-,N,30613,72012,30026,80024,95096,52292,91372,32855
26045,"Eaton County, Michigan",65409,44420,70055,48774,132516,50781,65482,45781,75414,78059,52121,83121,45944
26049,"Genesee County, Michigan",50389,169247,32604,58236,78548,38306,56114,34780,57259,55920,42320,64374,31113
26055,"Grand Traverse County, Michigan",65266,37408,-,55478,33080,55550,66581,29160,69953,78006,51847,79611,42094
26065,"Ingham County, Michigan",54395,114534,37211,66280,52013,45698,57474,23538,56211,67988,53282,74319,35336
26073,"Isabella County, Michigan",45201,24690,36754,36550,80241,31023,45764,16654,47036,65603,39598,62795,24955
26075,"Jackson County, Michigan",55124,61403,21557,36538,N,22042,59411,27108,61440,70624,41428,75845,31064
26077,"Kalamazoo County, Michigan",56441,103196,31242,-,61228,45088,62658,30749,63638,73612,48783,77904,34354
26081,"Kent County, Michigan",66532,245437,36030,60841,70268,52028,71873,40640,72133,84419,46877,80671,40857
26087,"Lapeer County, Michigan",66263,33902,-,-,-,46523,66976,40115,80504,79557,53915,78430,36155
26091,"Lenawee County, Michigan",53865,38499,N,N,-,27187,56305,40187,57346,64482,44020,63438,31958
26093,"Livingston County, Michigan",86512,73502,108111,57541,100804,62555,86168,47296,100082,101409,57292,102339,46709
26099,"Macomb County, Michigan",64947,351666,50732,50400,83750,65482,66632,46041,68644,79432,48464,79318,38665
26103,"Marquette County, Michigan",55148,27981,N,N,-,-,56421,32928,62728,66558,51276,70511,34920
26111,"Midland County, Michigan",69872,34350,-,29056,100955,56330,69328,47393,80926,76318,48094,84768,34875
26115,"Monroe County, Michigan",62839,60875,22245,64458,91360,82269,63055,22922,81292,79536,44030,77207,36530
26121,"Muskegon County, Michigan",50366,66148,30382,25898,N,37207,54758,36715,61152,53922,39126,63502,28993
26125,"Oakland County, Michigan",81190,508464,50412,51144,116746,67947,85969,40427,86277,101066,57019,106556,46949
26139,"Ottawa County, Michigan",68817,105004,N,N,48222,48147,71759,41085,79291,90105,49652,84638,39301
26145,"Saginaw County, Michigan",48303,79050,29878,N,N,48275,53616,34301,49781,56582,41733,61301,31805
26147,"St. Clair County, Michigan",59837,63806,24770,-,N,48958,62435,42923,68571,72239,42013,76262,34168
26155,"Shiawassee County, Michigan",55249,26830,-,-,-,N,56170,28219,67248,58478,42031,67834,31008
26159,"Van Buren County, Michigan",60549,30974,N,N,N,39472,64666,48542,66872,72611,39914,72411,31599
26161,"Washtenaw County, Michigan",76576,141680,52446,69182,74111,45911,84128,27886,81569,98341,71869,105960,47835
26163,"Wayne County, Michigan",50753,689270,35118,42764,92715,44515,64079,29755,51497,61063,41514,65526,32280
27003,"Anoka County, Minnesota",83353,131858,57200,83556,105430,76790,86476,48421,95222,99502,54320,99071,51898
27013,"Blue Earth County, Minnesota",61133,26461,38837,41393,N,N,64505,30262,67198,77044,53362,83908,40265
27019,"Carver County, Minnesota",101434,38860,-,N,118837,62216,101765,23849,111908,124379,57940,117452,46274
27035,"Crow Wing County, Minnesota",60534,28012,N,62921,31295,N,60903,26136,70403,66822,50777,73398,34115
27037,"Dakota County, Minnesota",88864,162895,59991,N,101340,62049,92483,67374,97773,111764,54828,109606,50569
27053,"Hennepin County, Minnesota",82369,517091,38358,36099,93862,60321,90610,42739,86880,101958,58701,110666,51724
27109,"Olmsted County, Minnesota",80096,65635,33934,-,67182,50792,86687,36752,85310,100877,55695,101732,44741
27123,"Ramsey County, Minnesota",68871,206124,40118,N,67500,46770,76703,40054,72337,79929,51684,90653,44814
27131,"Rice County, Minnesota",72469,22861,N,-,126250,71546,72095,44177,90586,85992,46294,90504,40258
27137,"St. Louis County, Minnesota",60434,86448,34710,29506,77386,55577,61729,31363,73718,65943,47955,81808,34713
27139,"Scott County, Minnesota",108761,51474,105853,N,128055,64414,111272,106118,120361,131503,60359,125610,52175
27141,"Sherburne County, Minnesota",96210,32686,N,-,N,59861,97387,66988,110484,106490,49921,109993,60514
27145,"Stearns County, Minnesota",66558,59776,32217,-,43768,48530,69894,43121,76006,80526,43998,80251,43148
27163,"Washington County, Minnesota",100596,97059,60381,N,108356,76467,102946,49858,111203,120321,64506,117505,51600
27171,"Wright County, Minnesota",91707,49443,N,-,104805,100544,90467,60370,107119,115269,49372,112789,50829
28033,"DeSoto County, Mississippi",66078,65220,56483,-,98929,95600,71803,30958,67237,85648,46969,75239,44477
28035,"Forrest County, Mississippi",39063,27340,30350,-,-,71136,47204,22972,51273,30698,42395,48439,30825
28047,"Harrison County, Mississippi",50119,74628,27190,-,85677,52277,59378,24095,49136,65492,46131,60685,27301
28049,"Hinds County, Mississippi",44964,88471,40495,15240,38352,27466,64171,18047,47610,50387,37090,54985,26969
28059,"Jackson County, Mississippi",52476,56323,39368,N,N,42500,59140,40786,53571,67255,39814,70273,31570
28067,"Jones County, Mississippi",37594,24178,20675,-,-,28060,53389,73033,34233,52406,33762,51262,22547
28075,"Lauderdale County, Mississippi",37497,29367,21143,-,94688,18875,57257,21962,37623,39906,35250,50186,19611
