"GEO_ID","NAME","S1903_C01_001M","S1903_C02_001E","S1903_C02_001M","S1903_C01_001E","S1903_C01_002E","S1903_C01_002M","S1903_C02_002E","S1903_C02_002M","S1903_C01_003M","S1903_C01_003E","S1903_C02_003E","S1903_C02_003M","S1903_C01_004E","S1903_C01_004M","S1903_C02_004E","S1903_C02_004M","S1903_C01_005E","S1903_C01_005M","S1903_C02_005M","S1903_C02_005E","S1903_C01_006E","S1903_C01_006M","S1903_C02_006E","S1903_C02_006M","S1903_C02_007E","S1903_C02_007M","S1903_C01_007M","S1903_C01_007E","S1903_C01_008M","S1903_C01_008E","S1903_C02_008E","S1903_C02_008M","S1903_C01_009M","S1903_C01_009E","S1903_C02_009E","S1903_C02_009M","S1903_C01_010E","S1903_C01_010M","S1903_C02_010E","S1903_C02_010M","S1903_C01_012E","S1903_C01_012M","S1903_C02_012M","S1903_C02_012E","S1903_C01_013M","S1903_C01_013E","S1903_C02_013E","S1903_C02_013M","S1903_C01_014M","S1903_C01_014E","S1903_C02_014E","S1903_C02_014M","S1903_C01_015E","S1903_C01_015M","S1903_C02_015M","S1903_C02_015E","S1903_C01_016E","S1903_C01_016M","S1903_C02_016E","S1903_C02_016M","S1903_C01_017M","S1903_C01_017E","S1903_C02_017E","S1903_C02_017M","S1903_C01_018E","S1903_C01_018M","S1903_C02_018M","S1903_C02_018E","S1903_C01_019E","S1903_C01_019M","S1903_C02_019E","S1903_C02_019M","S1903_C01_020M","S1903_C01_020E","S1903_C02_020E","S1903_C02_020M","S1903_C01_021E","S1903_C01_021M","S1903_C02_021E","S1903_C02_021M","S1903_C01_022E","S1903_C01_022M","S1903_C02_022M","S1903_C02_022E","S1903_C01_023E","S1903_C01_023M","S1903_C02_023E","S1903_C02_023M","S1903_C01_024E","S1903_C01_024M","S1903_C02_024M","S1903_C02_024E","S1903_C01_025M","S1903_C01_025E","S1903_C02_025E","S1903_C02_025M","S1903_C01_026E","S1903_C01_026M","S1903_C02_026M","S1903_C02_026E","S1903_C01_027E","S1903_C01_027M","S1903_C02_027E","S1903_C02_027M","S1903_C01_028M","S1903_C01_028E","S1903_C02_028E","S1903_C02_028M","S1903_C01_029E","S1903_C01_029M","S1903_C02_029E","S1903_C02_029M","S1903_C01_030E","S1903_C01_030M","S1903_C02_030M","S1903_C02_030E","S1903_C01_031E","S1903_C01_031M","S1903_C02_031E","S1903_C02_031M",
"0500000US02020","Anchorage Municipality, Alaska","2002","72128","3531","104993","73.1","1.3","81095","4198","0.8","5.7","55319","17805","7.7","1.0","39089","11494","5.7","0.9","14409","51471","N","N","N","N","55679","16699","N","N","1.1","5.3","47561","6989","0.7","5.6","63078","17324","69.8","1.3","81652","4633","6.9","1.3","7403","33526","1.5","37.7","71485","3322","1.6","44.1","92353","4613","11.3","1.1","8016","46757","70087","2693","85829","6993","2.6","55.5","76741","6831","44.5","2.6","8057","97079","74.5","2.7","101278","6328","2.4","18.3","33767","4197","7.2","1.5","62229","17207","34906","2834","4887","49671","49.1","3.9","44550","7531","36.0","3.8","8434","37306","2.7","13.0","74422","27451","50.9","3.9","8241","55060","35.4","3.7","46679","5759","3.0","15.5","76835","10822","22.4","(X)","(X)","(X)","23.0","(X)","(X)","(X)","19.4","(X)","(X)","(X)",
"0500000US02090","Fairbanks North Star Borough, Alaska","1464","60785","3557","37413","82.9","2.8","62155","5153","N","N","72289","68410","N","N","37669","31641","N","N","N","N","N","N","-","**","N","N","N","N","N","N","N","N","N","N","51049","12163","80.2","3.1","62460","6239","9.3","2.5","5953","31173","2.9","39.7","70663","4061","2.6","41.7","62231","13711","9.2","1.3","17300","50355","24777","1953","73768","8336","N","N","72371","11514","N","N","17719","74740","N","N","85906","7263","N","N","33010","6175","N","N","70596","37282","12636","1664","3599","39319","48.1","7.0","40420","5484","37.9","7.0","4729","38968","4.6","10.3","44217","26977","51.9","7.0","9483","38626","39.6","6.5","36110","6767","5.3","12.3","60730","17492","15.0","(X)","(X)","(X)","15.6","(X)","(X)","(X)","13.3","(X)","(X)","(X)",
"0500000US02170","Matanuska-Susitna Borough, Alaska","1321","68940","5038","30327","91.1","1.7","69813","5644","N","N","91091","34557","N","N","56442","18635","N","N","40616","70400","N","N","155918","80111","N","N","N","N","N","N","43598","24619","N","N","81422","61175","89.5","2.0","69314","6010","1.5","0.9","21381","43893","2.5","38.8","72588","4719","2.8","45.9","75180","6175","13.8","2.0","7617","40109","21671","1455","77612","5788","N","N","76580","8046","N","N","7146","78314","N","N","91731","11098","N","N","29135","11203","N","N","70025","29781","8656","1021","7172","31446","37.2","6.4","23901","4751","29.1","5.9","6308","17190","4.2","8.1","95855","92473","62.8","6.4","11191","38221","51.6","8.7","30468","8905","5.1","11.2","66758","35844","22.8","(X)","(X)","(X)","21.1","(X)","(X)","(X)","26.4","(X)","(X)","(X)",
"0500000US04001","Apache County, Arizona","974","30744","4198","18669","34.1","3.2","41061","7022","N","N","-","**","64.7","3.3","23034","3612","N","N","19179","21738","N","N","-","**","-","**","N","N","N","N","53135","2889","N","N","30179","6131","29.6","3.1","44732","8703","1.8","0.9","23900","21094","3.0","22.8","27439","11547","3.0","47.7","34315","6702","27.7","2.8","7342","27615","12273","1088","34499","5000","4.4","36.1","32787","7117","63.9","4.4","6376","35335","57.9","4.7","43887","10804","4.8","34.0","24713","6069","8.1","2.7","21500","16195","6396","1067","5731","18361","57.6","7.5","19278","10710","45.1","7.2","7823","14468","6.0","12.4","33451","8181","42.4","7.5","7377","17632","39.2","7.3","16932","9452","2.2","3.2","33321","26447","34.4","(X)","(X)","(X)","42.0","(X)","(X)","(X)","19.0","(X)","(X)","(X)",
"0500000US04003","Cochise County, Arizona","1947","45213","4085","49834","85.8","2.1","45647","3479","N","N","36681","27505","N","N","49649","6578","N","N","13253","50858","N","N","N","N","26170","3454","1.6","5.5","N","N","59465","20078","2.4","23.0","34063","10618","69.7","2.7","46814","3702","4.1","1.7","18822","25691","2.1","30.4","51909","7862","1.9","37.3","46286","5447","28.3","1.9","7468","34512","34558","1958","50873","3142","4.2","45.9","48198","5289","54.1","4.2","3536","54458","74.0","3.7","58509","3263","3.6","18.2","34212","11532","7.8","2.6","38339","19243","15276","1738","7286","26221","56.0","5.8","23384","5606","49.3","6.2","5696","22759","3.4","6.7","34500","25035","44.0","5.8","11777","32845","38.2","6.5","32124","11822","3.5","5.8","38686","23771","26.2","(X)","(X)","(X)","26.9","(X)","(X)","(X)","24.1","(X)","(X)","(X)",
"0500000US04005","Coconino County, Arizona","2895","42130","2888","44276","73.1","2.5","50253","5529","N","N","65675","55437","18.9","2.1","31951","5410","N","N","24325","31190","N","N","-","**","26443","4884","N","N","N","N","31613","30063","1.7","9.4","33688","7927","69.0","2.3","50425","5733","8.9","2.1","4298","20896","2.9","30.1","51489","7611","3.1","44.2","42201","6431","16.8","2.2","10889","49526","28428","2694","53187","7498","3.7","44.7","42274","11007","55.3","3.7","6818","57486","68.9","4.1","65504","7539","3.6","22.9","32377","5769","8.2","2.6","40170","7035","15848","1949","3289","31141","52.3","5.7","26557","4300","39.2","5.9","6788","23697","3.9","13.1","31561","14878","47.7","5.7","4753","33520","33.3","6.3","31282","9815","4.8","14.4","40588","12907","28.0","(X)","(X)","(X)","31.1","(X)","(X)","(X)","20.9","(X)","(X)","(X)",
"0500000US04013","Maricopa County, Arizona","10054","50410","472","1384358","85.0","0.4","51629","512","0.2","5.0","35102","3479","1.5","0.1","33176","5239","2.8","0.2","5590","69830","N","N","44910","6032","36684","1454","0.3","4.1","0.2","1.5","51702","5562","0.3","20.6","36743","1043","69.2","0.4","56123","804","5.3","0.3","2048","27256","0.3","38.0","51946","784","0.4","36.5","61457","1108","20.2","0.3","1122","38566","918383","9799","59067","1114","0.8","47.0","52000","880","53.0","0.8","1357","64667","73.0","0.8","70875","925","0.8","18.8","31510","1265","8.2","0.5","41467","2445","465975","10140","1111","33932","51.0","1.1","31197","879","41.3","1.2","1216","27240","0.7","9.7","51874","2992","49.0","1.1","1581","37320","36.4","1.2","32221","1326","0.9","12.6","56397","6475","32.8","(X)","(X)","(X)","32.7","(X)","(X)","(X)","30.8","(X)","(X)","(X)",
"0500000US04015","Mohave County, Arizona","2898","36456","1583","82166","93.5","1.4","36486","1619","N","N","N","N","N","N","16968","14196","N","N","16324","63679","N","N","65446","55339","39345","14803","N","N","N","N","27215","5132","1.1","9.6","29866","6933","86.6","1.4","37020","1793","3.1","1.1","11816","35867","1.7","21.9","35111","4560","1.6","40.8","41807","2221","34.2","1.5","1815","33006","53603","3030","42582","1994","2.9","30.0","34380","4959","70.0","2.9","2824","46318","75.7","3.2","49359","2936","2.9","17.5","25213","5872","6.8","2.2","29953","13031","28563","2196","3927","23370","49.6","4.0","21886","2961","41.0","4.4","3581","20082","2.8","8.6","35184","10016","50.4","4.0","6184","26340","42.8","4.6","23841","8290","2.8","7.6","38192","9220","27.7","(X)","(X)","(X)","30.3","(X)","(X)","(X)","21.0","(X)","(X)","(X)",
"0500000US04017","Navajo County, Arizona","1951","40623","3872","34891","58.4","2.4","53467","3751","N","N","-","**","38.0","2.3","21500","2435","N","N","**","-","N","N","53528","5991","N","N","N","N","N","N","N","N","N","N","66923","24386","53.7","2.5","51999","3783","2.3","1.5","56668","9897","2.4","25.6","40776","5630","2.2","47.6","53792","5560","24.5","2.3","1431","26667","25870","2064","46734","5924","4.9","40.2","46775","7044","59.8","4.9","11302","46630","66.6","4.2","60190","6141","3.7","25.8","21866","5469","7.6","2.2","15797","10846","9021","1347","9295","19932","54.0","7.2","15981","4455","47.3","7.3","6393","15464","4.7","6.7","40318","35931","46.0","7.2","18532","35069","41.3","7.1","33906","28693","3.8","4.7","35229","12945","37.1","(X)","(X)","(X)","40.3","(X)","(X)","(X)","27.5","(X)","(X)","(X)",
"0500000US04019","Pima County, Arizona","5257","44274","1576","382574","83.9","0.9","45735","1322","0.3","3.5","40158","14161","2.8","0.3","28605","6556","2.5","0.3","14637","60260","N","N","N","N","31388","6518","0.7","5.4","0.3","1.7","41404","6122","0.7","25.9","35848","1983","64.5","0.7","49145","2071","6.1","0.8","2342","21808","0.9","30.8","45049","2651","0.8","38.7","56210","1959","24.3","0.7","2042","36500","240497","5497","56317","1403","1.4","39.8","47130","3352","60.2","1.4","1863","60729","72.5","1.5","66928","1579","1.3","20.2","28028","3252","7.4","1.0","34931","3616","142077","4588","2000","28410","51.8","2.0","25912","1476","42.4","2.0","1260","23922","1.2","9.4","41456","6090","48.2","2.0","2343","31572","38.6","2.2","28162","2768","1.4","9.6","45988","8396","24.3","(X)","(X)","(X)","25.2","(X)","(X)","(X)","21.6","(X)","(X)","(X)",
"0500000US04021","Pinal County, Arizona","3687","50110","2330","118749","82.8","2.2","51682","3003","0.9","4.0","40875","17363","N","N","41250","21665","N","N","27608","36894","N","N","-","**","40464","7685","1.7","6.9","N","N","53209","18569","1.6","18.5","40954","4286","71.8","1.8","53654","3100","1.7","0.7","9974","20968","1.8","34.8","55847","2255","1.9","38.4","51690","4375","25.2","1.4","5594","40633","84147","4138","54896","2523","2.4","43.4","52555","3884","56.6","2.4","3298","56511","76.8","2.7","61569","2291","2.3","15.0","29484","3582","8.2","1.8","44100","10698","34602","2661","5007","34368","52.3","4.5","29151","5866","44.5","4.5","4782","24979","2.4","7.8","71844","9495","47.7","4.5","4879","37354","38.0","4.0","33466","7148","2.7","9.7","63679","15585","31.0","(X)","(X)","(X)","30.6","(X)","(X)","(X)","29.8","(X)","(X)","(X)",
"0500000US04025","Yavapai County, Arizona","4023","40274","2060","90607","95.4","1.4","40197","2176","N","N","83368","42920","N","N","N","N","N","N","31131","41790","N","N","-","**","38802","7944","N","N","N","N","46038","31269","1.3","8.5","37171","3992","88.5","1.7","40507","2164","2.5","1.2","13516","20462","1.7","20.8","40765","5032","1.7","40.3","43249","2703","36.4","1.9","2040","38872","56658","3336","47435","3897","3.2","29.7","43154","6418","70.3","3.2","3806","48722","81.3","3.1","54039","5343","2.8","13.2","21570","4590","5.6","2.0","25474","17022","33949","3031","2583","27369","52.2","4.0","28182","1906","43.5","4.1","1927","26050","2.8","8.8","49276","16373","47.8","4.0","6146","25377","35.4","4.8","22139","2513","4.0","12.4","43303","9662","26.6","(X)","(X)","(X)","26.5","(X)","(X)","(X)","25.1","(X)","(X)","(X)",
"0500000US04027","Yuma County, Arizona","2331","42240","2726","67750","80.8","2.5","41538","2583","N","N","50251","15800","N","N","N","N","N","N","27232","70258","N","N","-","**","47066","16748","2.2","12.4","N","N","36802","8430","1.5","48.2","38840","5503","46.6","1.6","45300","7301","4.6","1.4","8456","28561","2.1","32.6","50149","8707","2.0","36.3","47862","7709","26.5","1.5","4800","35729","51790","2639","44468","3760","3.4","46.1","39651","4464","53.9","3.4","4103","51255","72.9","3.6","52374","3144","2.8","16.0","25652","4249","11.1","2.8","37668","7298","15960","2035","3081","28277","43.3","5.5","22506","5294","36.6","5.2","3355","19273","2.9","6.6","34538","37565","56.7","5.5","10496","36505","38.7","6.0","28996","10825","6.2","18.0","53011","20428","25.9","(X)","(X)","(X)","25.0","(X)","(X)","(X)","24.9","(X)","(X)","(X)",
"0500000US05007","Benton County, Arkansas","2350","52368","2369","79186","90.8","1.7","51867","2444","N","N","71549","27034","N","N","81199","55792","N","N","31018","69875","N","N","-","**","46696","15567","N","N","N","N","68033","33967","1.0","9.7","46308","9028","84.2","1.8","52544","2791","4.1","1.2","4539","28471","1.8","38.2","60364","8157","2.0","36.7","60938","10677","21.1","1.2","3995","40856","58229","2654","59738","5851","2.9","46.5","61217","9749","53.5","2.9","6147","57451","80.2","3.0","67563","4033","2.5","15.2","31553","5346","4.6","1.6","34872","13352","20957","2139","4303","28060","53.2","5.4","24481","2887","46.4","5.3","3366","23004","3.1","6.8","51091","13906","46.8","5.4","11777","35568","35.2","5.9","30996","7108","4.2","11.7","63936","41771","23.8","(X)","(X)","(X)","24.7","(X)","(X)","(X)","19.9","(X)","(X)","(X)",
"0500000US05031","Craighead County, Arkansas","1324","36320","3202","37167","87.8","1.7","39107","3722","1.7","10.1","24726","4715","N","N","N","N","N","N","23784","24625","N","N","-","**","N","N","N","N","N","N","N","N","N","N","35936","16382","85.7","1.9","39439","3754","10.5","2.3","7249","19099","2.1","35.1","44826","13207","2.8","35.1","41944","6705","19.3","2.2","4094","31563","25782","1892","45607","7374","N","N","37970","7621","N","N","8875","51971","N","N","58155","6009","N","N","19879","4590","N","N","36530","16158","11385","1618","4001","21229","51.6","7.1","20499","5591","42.9","6.9","5433","15125","4.5","8.6","46539","4994","48.4","7.1","9235","24261","34.8","7.2","19635","7847","6.0","13.6","35014","31824","26.6","(X)","(X)","(X)","25.9","(X)","(X)","(X)","25.4","(X)","(X)","(X)",
"0500000US05045","Faulkner County, Arkansas","1555","43033","5762","42159","86.1","1.9","50017","4363","1.8","11.0","25261","9121","N","N","N","N","N","N","***","2,500-","N","N","-","**","N","N","N","N","N","N","N","N","N","N","33619","10376","84.0","1.9","50482","3856","12.5","2.4","3461","20265","2.4","35.9","52457","7230","2.2","36.4","53619","5294","15.2","1.6","4296","33718","27396","1713","57853","5598","N","N","58252","8406","N","N","6259","57722","N","N","68103","5256","N","N","27068","4201","N","N","40911","17876","14763","1671","3301","22977","45.3","5.3","27706","8507","36.1","4.6","9177","27418","3.7","9.2","28787","20935","54.7","5.3","2140","21924","42.2","7.0","21482","3305","5.6","12.5","24023","22068","26.7","(X)","(X)","(X)","27.5","(X)","(X)","(X)","24.3","(X)","(X)","(X)",
"0500000US05051","Garland County, Arkansas","1790","36482","2213","38369","86.6","1.8","38769","3001","N","N","18780","10437","N","N","46250","42642","N","N","29651","30987","N","N","-","**","13613","3776","N","N","N","N","21088","19571","N","N","16576","16090","85.9","1.8","38521","2968","3.5","1.7","11494","18362","2.8","24.0","38572","5043","2.7","38.6","41921","4993","33.9","2.3","3025","34636","24628","1709","43935","4461","N","N","32890","14248","N","N","6638","49472","N","N","53084","5930","N","N","23781","8122","N","N","19905","17070","13741","1549","2318","24493","56.2","6.1","20920","5157","51.0","5.4","4157","18727","3.3","5.1","37600","25996","43.8","6.1","7752","31070","34.8","6.4","27224","9521","3.7","9.1","34659","25385","27.8","(X)","(X)","(X)","28.3","(X)","(X)","(X)","25.3","(X)","(X)","(X)",
"0500000US05069","Jefferson County, Arkansas","2252","33474","4021","28392","45.0","2.5","48964","5353","2.7","53.7","24882","3168","N","N","-","**","N","N","25739","59223","N","N","-","**","-","**","N","N","N","N","102316","11568","N","N","N","N","44.8","2.5","49189","5313","4.0","2.0","8976","12218","2.7","30.6","30643","5627","2.4","42.1","44564","13303","23.3","2.6","5845","31540","18277","1946","39277","7000","N","N","30314","8274","N","N","12761","50455","N","N","62016","5264","N","N","25174","3422","N","N","23707","9075","10115","1236","4270","21735","45.3","7.7","23220","5114","43.4","7.3","5576","23128","1.7","1.8","35568","25232","54.7","7.7","4904","20843","45.4","7.9","20556","4259","4.7","9.3","30164","37199","33.8","(X)","(X)","(X)","34.1","(X)","(X)","(X)","31.7","(X)","(X)","(X)",
"0500000US05085","Lonoke County, Arkansas","937","49367","5607","24702","91.1","1.6","48627","7202","N","N","43861","30439","N","N","-","**","N","N","**","-","N","N","-","**","-","**","N","N","N","N","62150","54457","N","N","51950","17078","90.5","1.6","48234","6645","4.8","2.1","14991","21090","3.1","38.8","51915","9236","2.5","38.0","59851","7266","18.4","1.9","5800","36214","18893","1312","59664","4719","N","N","57525","12234","N","N","8983","63942","N","N","71876","3458","N","N","24962","7332","N","N","24405","19717","5809","1111","6686","33778","46.4","8.9","21043","10698","37.1","8.5","8771","20738","5.7","9.3","30451","56310","53.6","8.9","3147","38420","45.5","9.1","37381","3399","5.0","8.1","50968","5913","25.8","(X)","(X)","(X)","26.5","(X)","(X)","(X)","23.1","(X)","(X)","(X)",
"0500000US05119","Pulaski County, Arkansas","3428","44482","2108","154943","64.0","1.0","54744","3114","1.1","33.1","30684","2283","N","N","87723","46404","N","N","25049","65761","N","N","-","**","N","N","N","N","N","N","45045","27109","N","N","32090","5001","60.0","1.2","56821","2653","5.4","1.0","3805","17829","1.6","37.2","44293","4226","1.3","38.9","53894","5110","18.5","0.9","4226","36488","98112","3420","56650","3256","2.2","44.2","42405","4874","55.8","2.2","2897","63608","64.7","2.3","73001","3251","1.9","28.7","27500","2883","6.6","1.4","35756","8797","56831","3164","1455","31059","53.2","2.8","26100","1538","44.3","3.0","2195","25243","2.2","8.9","37468","13167","46.8","2.8","4357","37023","39.1","2.9","32348","2946","2.1","7.7","65240","4070","35.9","(X)","(X)","(X)","38.1","(X)","(X)","(X)","30.7","(X)","(X)","(X)",
"0500000US05125","Saline County, Arkansas","1750","52664","3619","40315","93.6","1.3","53746","3868","N","N","31217","10337","N","N","84664","16018","N","N","19147","41766","N","N","-","**","-","**","N","N","N","N","N","N","N","N","N","N","91.7","1.6","53399","3967","3.4","1.5","11555","34953","2.8","33.6","60635","8335","2.2","40.0","54910","5863","23.0","1.8","10591","44415","29529","1897","62122","4085","N","N","63051","9230","N","N","5572","61422","N","N","73062","4414","N","N","27921","7442","N","N","38142","14923","10786","1443","2915","26826","52.3","7.3","26024","2202","46.8","7.1","2570","25230","3.4","5.5","44711","20078","47.7","7.3","7713","30535","42.2","7.5","26375","8036","4.0","5.5","44765","27041","27.4","(X)","(X)","(X)","25.5","(X)","(X)","(X)","29.7","(X)","(X)","(X)",
