GEO_ID,NAME,Median income (dollars)!!Estimate!!Households,Total!!Estimate!!Households,Median income (dollars)!!Estimate!!One race!!Black or African American,Median income (dollars)!!Estimate!!One race!!American Indian and Alaska Native,Median income (dollars)!!Estimate!!One race!!Asian,Median income (dollars)!!Estimate!!Hispanic or Latino origin (of any race),"Median income (dollars)!!Estimate!!White alone, not Hispanic or Latino",Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!15 to 24 years,Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!25 to 44 years,Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!45 to 64 years,Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!65 years and over,Median income (dollars)!!Estimate!!FAMILIES!!Families,Median income (dollars)!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households
01101,"Montgomery County, Alabama",57509,90527,49521,N,70456,73460,78096,29684,58642,70173,52347,77829,40466
01103,"Morgan County, Alabama",62201,49140,45175,N,-,64976,64310,54794,65716,78854,48497,79462,32482
01115,"St. Clair County, Alabama",70301,35558,52643,-,-,71099,70423,66369,82699,81034,47092,81544,31102
01117,"Shelby County, Alabama",98212,87755,82489,-,152092,61310,101760,49870,104839,123412,66211,115599,48410
01121,"Talladega County, Alabama",56876,34679,45357,-,-,N,59741,59357,49627,64528,47178,63323,32427
01125,"Tuscaloosa County, Alabama",61097,89075,52626,-,133710,N,68137,19795,67310,79014,50418,86189,32272
02020,"Anchorage Municipality, Alaska",100751,109856,N,57902,98679,85389,109209,63302,103280,118937,77856,114091,67609
02090,"Fairbanks North Star Borough, Alaska",83519,37356,90599,49339,83352,106236,86495,55889,100683,84991,74004,103643,49990
02170,"Matanuska-Susitna Borough, Alaska",84636,39942,109063,69457,135250,64313,83285,54994,94412,101594,57260,98070,52696
04001,"Apache County, Arizona",37663,20690,-,34224,N,75972,44701,"2,500-",43566,48314,26064,49290,17142
04003,"Cochise County, Arizona",55031,49981,N,88750,N,41272,60029,43045,60244,70396,44171,66588,37799
04005,"Coconino County, Arizona",62622,53988,21253,57951,N,54450,71518,43117,71645,71945,61189,80934,41344
04013,"Maricopa County, Arizona",83747,1726554,58132,71466,99947,70902,91013,56679,87310,102033,62945,96908,54804
04015,"Mohave County, Arizona",54786,99512,65935,38554,29863,59453,54445,55102,67011,62810,44271,64245,35374
04017,"Navajo County, Arizona",49487,41415,-,31471,113062,53971,62089,60979,53799,55956,42081,60347,25192
04019,"Pima County, Arizona",64014,436469,50160,39182,60232,59871,68043,35350,64923,82182,56269,84982,38860
04021,"Pinal County, Arizona",76377,164281,92494,90423,114879,65538,78490,75855,81922,85140,62296,82469,51790
04025,"Yavapai County, Arizona",63936,110928,45633,64928,90700,71222,62898,46929,65632,76003,54973,80342,40831
04027,"Yuma County, Arizona",53994,80857,26851,57741,N,55114,54168,43588,56802,66611,46037,60173,31811
05007,"Benton County, Arkansas",85917,112045,108742,71781,128744,65468,86859,57332,101889,94877,57634,100805,56440
05031,"Craighead County, Arkansas",61871,44528,19873,-,51232,46926,75476,31482,74980,84461,44219,81797,21798
05045,"Faulkner County, Arkansas",62993,49270,46934,-,81313,48125,63855,37634,68942,72074,50622,80082,34538
05051,"Garland County, Arkansas",53145,45340,28631,243383,63456,61816,57450,47667,58574,61637,40519,66805,32473
05069,"Jefferson County, Arkansas",44584,24326,35000,-,-,64162,55974,59654,37453,50186,40444,55232,21381
05085,"Lonoke County, Arkansas",63766,28268,43717,-,-,64505,65754,23867,64227,78856,47038,76009,40297
05119,"Pulaski County, Arkansas",56308,174628,38999,N,124034,36793,76325,24767,61391,65928,49672,82191,36547
05125,"Saline County, Arkansas",67632,50237,52689,-,N,50988,68837,41386,81573,92679,55429,85108,43073
05131,"Sebastian County, Arkansas",51491,52078,31090,16961,62738,40976,54927,28602,61587,53528,44681,64367,31274
05143,"Washington County, Arkansas",61194,98935,42265,63249,56487,54700,67144,42137,67050,74747,47954,78502,36532
05145,"White County, Arkansas",57015,29805,36786,-,60291,55509,58561,64653,53839,74357,48669,68679,25549
06001,"Alameda County, California",122159,596614,61655,118619,162266,90761,139306,37478,149325,146342,76743,152015,76118
06007,"Butte County, California",64426,82494,58253,41189,56875,58716,66367,41060,76032,91127,51255,90979,41099
06013,"Contra Costa County, California",120061,415194,77202,80275,160862,96497,127907,49606,133880,145936,79364,141036,66495
06017,"El Dorado County, California",105982,74376,N,N,152126,63839,108232,45324,125218,130980,73804,122256,63679
06019,"Fresno County, California",69571,326981,40750,65146,82718,59705,84246,46398,74626,80677,51071,79394,40466
06023,"Humboldt County, California",57883,56785,117665,59306,N,61662,57546,39571,56084,68563,53884,83127,36706
06025,"Imperial County, California",57310,50877,55064,67569,98601,58825,47407,45500,61444,66903,36853,61522,34049
06029,"Kern County, California",66234,283510,54040,54407,102031,59409,74416,37145,71369,77497,45647,74021,35832
06031,"Kings County, California",64368,43646,42244,N,102306,56639,88402,43121,75147,68589,48335,71454,44643
06033,"Lake County, California",51259,27058,N,36449,N,44610,50992,68944,51551,55375,50238,64191,30650
06037,"Los Angeles County, California",82516,3415726,58576,74783,95764,71300,104421,51555,89747,93436,57838,92506,56192
06039,"Madera County, California",76920,45539,72434,92375,N,60208,85650,69232,75797,87910,70732,82654,43628
06041,"Marin County, California",136214,103285,88732,81566,171366,76687,150470,30250,132105,193231,107466,189632,70543
06045,"Mendocino County, California",65520,34998,-,N,50711,51926,69804,-,71266,77930,51429,85171,33594
06047,"Merced County, California",66164,87830,102599,79715,81584,63645,73295,73179,66212,80876,48243,73891,38916
06053,"Monterey County, California",92840,132411,60326,74524,116515,78628,109009,65101,88530,104108,79201,97233,56625
06055,"Napa County, California",100318,51025,101762,118875,97473,77565,107822,53399,115840,113103,80262,114011,68725
06057,"Nevada County, California",78401,44000,-,-,90155,75585,77939,-,110693,91934,59356,98136,48799
06059,"Orange County, California",106209,1085225,80529,78974,112423,89177,117943,54754,115687,124319,74774,121533,67582
06061,"Placer County, California",105445,160203,101174,N,153717,77486,106993,43295,126469,134904,73767,128332,57373
06065,"Riverside County, California",86748,769475,79871,82671,109847,82635,89845,57497,91358,104670,59696,96582,48121
06067,"Sacramento County, California",84211,572744,64024,92103,95538,73396,88866,52305,88130,99668,65115,100000,57274
06069,"San Benito County, California",111544,20610,N,N,"250,000+",103778,120984,57969,111591,133796,72813,110000,84085
06071,"San Bernardino County, California",79091,674191,59515,94299,96779,76998,84046,51336,83897,90926,53857,86613,44149
06073,"San Diego County, California",98928,1172343,70502,72984,119896,80170,108762,45125,106926,114316,74804,112574,67520
06075,"San Francisco County, California",136692,361912,48440,141031,117312,115885,171763,69176,182288,151411,68350,167861,102409
06077,"San Joaquin County, California",86056,241903,63548,67125,99694,75902,95348,54441,94710,100159,55859,97777,50036
06079,"San Luis Obispo County, California",90216,111713,72252,102885,97059,94480,92878,29507,113250,116035,74674,118262,49760
06081,"San Mateo County, California",145388,262122,78017,63799,174457,102568,157565,65317,178137,178196,93968,179788,91961
06083,"Santa Barbara County, California",90894,150851,70406,68485,103536,80073,101220,32033,100585,125046,68051,112156,55424
06085,"Santa Clara County, California",150839,656477,75357,95274,192078,91513,158151,81714,181862,173136,88686,173624,96262
06087,"Santa Cruz County, California",102146,96015,33242,92098,121809,78718,112400,47966,122282,118397,79672,119869,57096
06089,"Shasta County, California",68276,71213,-,N,77587,53385,71527,54930,84987,70655,57110,83888,36832
06095,"Solano County, California",92959,159294,78117,79214,120350,83569,95513,29461,94181,108751,68614,106644,55515
06097,"Sonoma County, California",96830,194698,93336,65938,129710,83181,102120,75174,101489,119425,74933,120930,62869
06099,"Stanislaus County, California",75886,177101,54019,83797,65580,66677,85467,42257,81005,94523,52401,85758,45479
06101,"Sutter County, California",65018,33732,55580,118653,96369,61474,65732,53667,66676,85507,53565,77410,43087
06103,"Tehama County, California",58884,24625,-,N,-,75593,57206,41449,77306,77943,41147,74450,28607
06107,"Tulare County, California",64722,143129,43241,101121,67064,60455,73398,35606,71207,68243,54834,67807,38992
06111,"Ventura County, California",102569,278631,109467,98832,149176,85362,107499,59597,107039,118902,81166,118272,58541
06113,"Yolo County, California",83875,77323,61450,N,73162,76142,100435,28231,97622,114299,64786,110202,47464
06115,"Yuba County, California",65052,29430,N,112172,N,73815,63761,58712,81866,76653,39409,77446,34189
08001,"Adams County, Colorado",91367,190647,76450,86544,84780,84135,97443,61495,97717,106828,62122,105346,58965
08005,"Arapahoe County, Colorado",93784,258450,62840,69381,109639,83771,101018,64211,96129,110813,69545,114342,60915
08013,"Boulder County, Colorado",96079,137786,61423,193802,86582,92331,99292,40633,103695,140051,73041,139747,58164
08014,"Broomfield County, Colorado",115833,31244,N,-,152860,100918,117111,34583,118750,162697,81065,157492,66176
08031,"Denver County, Colorado",88213,334942,53908,49216,106573,65303,102194,53664,103946,92812,52684,113051,66963
08035,"Douglas County, Colorado",140003,140100,96769,106821,178034,125678,139530,47672,151556,168361,87566,157200,76693
08041,"El Paso County, Colorado",82389,293070,63306,54596,96343,68837,87717,54908,88158,99999,66744,97991,54691
08059,"Jefferson County, Colorado",102731,241421,61094,N,110256,81550,106967,53345,115532,121038,73340,126387,66826
08069,"Larimer County, Colorado",88403,154391,N,111526,89082,73030,89521,34548,96206,108521,69390,111859,49690
08077,"Mesa County, Colorado",70711,66134,-,N,73027,70345,71836,61003,74674,80790,56284,81358,43654
08101,"Pueblo County, Colorado",58723,67840,39735,N,N,55147,64371,42484,69560,69786,43904,72447,37532
08123,"Weld County, Colorado",91565,123825,126062,49154,108235,79727,96736,49736,100805,107010,55300,107850,49908
09110,"Capitol Planning Region, Connecticut",84504,392357,52674,94350,110715,53257,98351,49743,94118,105221,63616,114519,49284
09120,"Greater Bridgeport Planning Region, Connecticut",81143,118390,52991,N,107593,64457,89909,9430,97139,92417,52313,108315,37567
09130,"Lower Connecticut River Valley Planning Region, Connecticut",99438,74514,79585,-,N,71228,102555,45015,105920,122003,70941,125607,57953
09140,"Naugatuck Valley Planning Region, Connecticut",81925,180339,66733,N,107739,55902,88278,44274,97631,96572,54317,100815,43659
09150,"Northeastern Connecticut Planning Region, Connecticut",80701,39334,N,41333,N,51662,83747,51577,85633,93580,54987,91222,55376
09160,"Northwest Hills Planning Region, Connecticut",86555,47947,109372,-,86039,83866,89156,47548,85880,99241,71430,104909,51379
09170,"South Central Connecticut Planning Region, Connecticut",85026,229921,51470,N,99615,60095,98953,52776,84213,107245,63467,109402,47316
09180,"Southeastern Connecticut Planning Region, Connecticut",80113,115607,62710,N,66152,37414,84045,29908,90021,95182,66456,99776,52244
09190,"Western Connecticut Planning Region, Connecticut",122234,235226,92579,52898,165478,84515,138094,74935,127399,153423,88221,155651,74495
10001,"Kent County, Delaware",72675,73497,61457,N,59445,71170,78998,36914,85950,80489,50879,86004,39508
10003,"New Castle County, Delaware",86020,223989,61445,77173,112297,74758,94966,40924,92180,101235,62424,106312,49560
10005,"Sussex County, Delaware",81792,104848,56707,18970,90104,57260,87501,58167,91531,99564,69737,99872,42076
11001,"District of Columbia, District of Columbia",101027,326970,60891,39075,119607,117945,151084,54733,116817,115765,55975,146477,82505
12001,"Alachua County, Florida",58354,116507,43991,41407,42531,49570,66754,27566,66686,88102,50404,91310,32273
12005,"Bay County, Florida",66245,79044,43230,-,51910,68655,71842,53330,68761,81039,56209,80865,44894
12009,"Brevard County, Florida",75320,255723,54902,67401,106382,77742,76404,51113,88398,95266,55068,93914,46939
12011,"Broward County, Florida",70978,753084,56354,88123,88459,69602,80772,39648,77735,84436,46149,83931,47587
12015,"Charlotte County, Florida",64860,90457,42422,-,N,71356,65087,56752,69326,71124,56835,73360,36818
12017,"Citrus County, Florida",51532,71493,N,N,N,48063,52538,48323,61060,57247,46663,62644,32413
12019,"Clay County, Florida",85594,85253,81290,163772,86717,87808,92246,43063,96818,98854,64397,95612,50248
12021,"Collier County, Florida",80815,166206,68855,67913,136452,62171,89547,40382,74992,90531,80141,98248,52005
12023,"Columbia County, Florida",53985,27963,28081,-,N,75936,55928,35181,51223,60681,56519,69363,28029
12031,"Duval County, Florida",70533,416112,53166,91682,100681,65276,78081,44906,76805,80528,51800,81593,48932
12033,"Escambia County, Florida",61924,133784,38509,N,75410,67205,70941,37136,64778,68920,53328,78923,37986
12035,"Flagler County, Florida",71211,54364,57466,-,54505,61787,75433,37953,82786,88177,61986,83501,42124
12053,"Hernando County, Florida",61462,80211,64666,85713,62861,66991,59896,95071,77105,74587,48499,69541,40087
12055,"Highlands County, Florida",52799,47706,42074,N,N,41502,54580,83356,62328,56281,44789,66485,26822
12057,"Hillsborough County, Florida",74308,582824,54293,73473,95752,63482,86638,42591,83400,89500,49886,88507,48023
12061,"Indian River County, Florida",67407,72199,38730,N,N,51585,69097,47909,59697,72076,61734,77942,44818
12069,"Lake County, Florida",67559,167485,55420,N,64019,70340,69226,65973,80561,75948,55161,83546,39364
12071,"Lee County, Florida",71072,339269,51536,32246,85896,59349,77756,56641,79337,80868,60760,83647,45080
12073,"Leon County, Florida",61297,120220,39876,N,75899,66328,75849,25082,65096,80629,70016,92950,36728
12081,"Manatee County, Florida",72108,176772,55739,88503,74766,57709,77469,42938,79136,88646,59438,88038,41902
12083,"Marion County, Florida",54190,163513,40678,-,89909,53816,55093,47181,65084,64917,43710,69459,31425
12085,"Martin County, Florida",80024,66871,42137,N,N,65651,82480,96425,93932,94585,68222,101394,44243
12086,"Miami-Dade County, Florida",67263,983509,50367,78639,96671,64867,100486,42401,77824,79179,38225,74762,40778
12087,"Monroe County, Florida",79420,34320,N,-,N,72825,81423,28044,77155,90323,62510,91861,63044
12089,"Nassau County, Florida",90883,41347,70992,-,63932,84760,91753,72507,96596,102672,70477,103133,48502
12091,"Okaloosa County, Florida",77830,86848,59389,51091,86613,59548,81919,54480,72736,92963,70795,90128,51019
12095,"Orange County, Florida",72324,545757,58146,65064,83923,63458,87990,41442,75150,87369,52509,85827,49798
12097,"Osceola County, Florida",63271,151618,61610,160829,94796,55947,75795,49425,71028,72288,43702,72870,42216
12099,"Palm Beach County, Florida",76592,607453,58138,N,101244,69671,84709,47798,85460,93722,56717,97993,46766
12101,"Pasco County, Florida",65999,240785,59775,64625,97522,71958,63838,45274,88339,76470,45795,83486,39660
12103,"Pinellas County, Florida",66472,425255,49774,31838,100683,64811,68218,51533,82161,81879,50852,91673,45116
12105,"Polk County, Florida",62051,291994,44262,46778,65429,60654,67414,46766,72273,74177,46961,71993,40872
12107,"Putnam County, Florida",46161,31087,24929,-,-,46115,49756,52060,42073,55114,46355,55632,25477
12109,"St. Johns County, Florida",103017,119515,122677,-,113600,105353,100376,45749,114363,130133,68395,117190,52485
12111,"St. Lucie County, Florida",62705,134215,55835,N,93027,68036,65482,25119,72761,72792,52085,75594,39935
12113,"Santa Rosa County, Florida",83672,73545,78925,N,89473,67939,86554,42976,90614,107528,61388,101744,44427
12115,"Sarasota County, Florida",78341,215125,57436,-,82964,66303,79767,57376,87481,93015,67322,93710,47590
12117,"Seminole County, Florida",80550,189482,63431,N,93755,74556,88849,36141,84931,103201,59101,99156,50487
12119,"Sumter County, Florida",73391,71378,N,-,75556,75784,73773,11898,87745,78625,72622,83165,45324
12127,"Volusia County, Florida",64857,241871,55598,44437,85462,61907,65884,57115,75353,76786,48170,77937,42385
12131,"Walton County, Florida",74629,36771,48681,124841,"250,000+",89676,73445,48597,64385,84583,71513,91039,54593
13013,"Barrow County, Georgia",78216,30950,89714,-,82247,70485,78454,68229,85282,84477,59666,82244,47933
13015,"Bartow County, Georgia",84590,40620,54254,-,N,76911,86454,71353,98398,106382,43934,91013,43587
13021,"Bibb County, Georgia",47625,62061,34781,-,53239,N,70820,34965,43955,62973,41759,64475,31708
13031,"Bulloch County, Georgia",47297,31804,38704,N,N,24777,56218,25593,52947,61554,50688,67016,37375
13045,"Carroll County, Georgia",72595,44841,69593,N,104363,50557,75105,38438,86013,74524,44180,81090,36873
13047,"Catoosa County, Georgia",67081,27083,69404,-,-,79235,69306,73010,71559,86304,48764,78342,27453
13051,"Chatham County, Georgia",64157,121527,46978,42281,71128,61813,81697,32413,61143,78928,57371,79961,43452
13057,"Cherokee County, Georgia",99234,103550,98895,56685,98261,76540,102115,49623,101225,124040,69193,112848,59056
13059,"Clarke County, Georgia",47171,53504,38293,-,33212,60203,55691,21227,58515,70752,44920,73762,33891
13063,"Clayton County, Georgia",58325,108274,57375,N,59620,55238,54417,30999,54594,70324,42445,68734,46179
13067,"Cobb County, Georgia",97084,298239,74789,N,114830,77123,108827,54787,101849,122414,68158,115346,61959
13073,"Columbia County, Georgia",93307,55346,95452,-,120099,56966,93847,26441,102119,106374,61991,109123,48906
13077,"Coweta County, Georgia",84747,56409,44655,-,N,67115,97842,60469,96557,108015,51384,93616,60189
13089,"DeKalb County, Georgia",77169,279861,63374,41441,90525,55812,120967,46916,83947,87593,58147,100207,54289
13095,"Dougherty County, Georgia",41425,34210,34914,-,N,N,52207,12274,35650,48766,40716,49533,27762
13097,"Douglas County, Georgia",80933,52654,84438,-,76250,75163,76392,"2,500-",80952,91106,70427,83810,54555
13103,"Effingham County, Georgia",89885,23911,81457,-,103036,N,91672,11938,101783,105651,55663,101166,46240
13113,"Fayette County, Georgia",108643,44353,106242,-,104049,84752,111436,52333,116335,139213,73330,122104,42299
13115,"Floyd County, Georgia",56420,38087,30393,-,-,45397,64873,46432,70023,68431,39842,69210,30543
13117,"Forsyth County, Georgia",129410,88874,96479,153555,185414,125816,126758,86955,140275,152396,74798,139505,67154
13121,"Fulton County, Georgia",90346,464061,62395,103191,134573,76339,127565,53973,96097,112121,55144,119589,66939
13127,"Glynn County, Georgia",63228,36147,48675,-,N,54385,71399,29168,68286,71170,60452,72185,29124
13135,"Gwinnett County, Georgia",83901,327019,78191,77583,86142,73963,94639,51988,83129,101854,61115,95542,49898
13139,"Hall County, Georgia",76888,74331,75334,72782,55607,76675,80176,57786,81526,91580,55492,87278,45866
13151,"Henry County, Georgia",81988,86344,80594,N,108296,79226,89772,47067,74857,101032,62122,90557,60462
13153,"Houston County, Georgia",71068,62653,46162,-,67635,67643,85112,36206,69858,98076,54970,86544,38059
13157,"Jackson County, Georgia",83843,28145,32827,-,85264,75732,86621,36770,96809,100722,53451,92381,40417
13179,"Liberty County, Georgia",61546,24023,62093,-,N,45163,70655,50893,62096,76763,51367,75283,39097
13185,"Lowndes County, Georgia",52307,46126,42556,-,152649,57932,63925,43309,59204,55688,51145,65689,34267
13215,"Muscogee County, Georgia",53750,80694,43583,86044,84770,48041,69324,35566,58426,59728,43736,62193,41353
13217,"Newton County, Georgia",73579,41348,77698,-,N,55573,68100,147526,76562,83110,47111,83370,46296
13223,"Paulding County, Georgia",86847,60903,79799,-,85538,85183,90788,91872,91905,102426,55445,95721,47756
13245,"Richmond County, Georgia",49915,75848,43858,N,59375,56000,64847,35278,53263,62039,42373,63654,31460
13247,"Rockdale County, Georgia",73998,33522,78319,-,-,73186,67128,-,77044,77133,70625,79134,60779
13255,"Spalding County, Georgia",54803,27205,34169,-,-,68338,73474,39910,44038,68998,45615,62697,33316
13285,"Troup County, Georgia",57988,27213,38267,-,N,51647,74977,40547,55615,84568,34661,82517,30190
13295,"Walker County, Georgia",52957,27195,N,-,-,N,54184,37407,51650,62957,37345,63408,31223
13297,"Walton County, Georgia",86240,36248,82649,33385,N,N,85744,95497,99304,96093,47570,95572,39715
13313,"Whitfield County, Georgia",61037,36757,32202,79000,-,60529,70425,21970,68552,72463,44115,68935,32426
15001,"Hawaii County, Hawaii",72568,74764,82074,81290,65276,80920,75989,100274,75876,84777,62809,91543,42885
15003,"Honolulu County, Hawaii",96580,338438,67769,73607,101199,82842,101453,53330,97920,113293,83430,113137,55451
15007,"Kauai County, Hawaii",87730,24237,N,N,72730,54578,95076,20382,93602,102396,73549,100881,58710
15009,"Maui County, Hawaii",94760,57355,162203,56040,110026,56528,91215,66978,88580,112360,82513,104390,56138
16001,"Ada County, Idaho",87774,201322,43484,45119,123472,73274,88584,55505,97854,105706,58035,104290,52769
16005,"Bannock County, Idaho",61452,34410,55982,34872,N,56777,63739,32429,74384,81723,42889,81965,34170
16019,"Bonneville County, Idaho",74154,43345,N,106947,N,76145,73890,55213,78105,89704,55810,82674,30714
16027,"Canyon County, Idaho",70818,86271,63750,87705,90216,61198,73445,53568,79894,82041,51791,78242,42042
16055,"Kootenai County, Idaho",75328,71309,-,80071,N,84783,77205,60502,86734,84025,58646,91649,40289
16083,"Twin Falls County, Idaho",63560,35150,-,-,43957,50644,69580,51118,76899,68866,40840,77409,35706
17019,"Champaign County, Illinois",60168,84713,29595,N,50328,61042,71243,19864,68184,81317,63293,95375,33828
17031,"Cook County, Illinois",76632,2110498,46045,71750,93283,69867,96468,45541,88276,87284,52571,95092,51952
17037,"DeKalb County, Illinois",68590,39136,24207,120758,N,47039,74925,10386,74180,90594,66733,87231,40349
17043,"DuPage County, Illinois",102152,351021,55708,92241,129216,80147,107106,57006,113631,128516,68946,130121,56217
17089,"Kane County, Illinois",93343,184247,75197,65372,109088,81345,103812,67342,95264,118404,64974,108676,55693
17091,"Kankakee County, Illinois",71416,40585,26722,138511,154480,68697,80908,59681,74534,87080,56513,96441,42895
17093,"Kendall County, Illinois",101447,45163,104095,-,123002,89646,102491,98285,111136,110923,57761,114285,62442
17097,"Lake County, Illinois",101442,260861,57503,69379,134942,73685,115838,47633,104742,121620,73942,122042,52649
17099,"LaSalle County, Illinois",63626,45208,47308,-,147917,55829,65203,51330,79997,79599,39730,78522,37866
17111,"McHenry County, Illinois",98907,118287,N,N,109569,78734,100883,54610,104935,117626,67710,117376,54648
17113,"McLean County, Illinois",70674,68879,24804,-,169195,53937,72918,33095,72526,94126,66115,103036,43009
17115,"Macon County, Illinois",60332,43718,37403,-,N,81375,64834,24124,67227,78277,45094,81882,36724
17119,"Madison County, Illinois",66996,110080,46104,73406,40352,50455,69234,40533,73075,85026,53400,84308,43766
17143,"Peoria County, Illinois",65301,78636,36266,N,84476,55256,72324,35084,84507,74580,48348,86343,36866
17161,"Rock Island County, Illinois",62086,62373,41101,31332,120181,51028,70936,53211,72949,77027,47741,77642,38058
17163,"St. Clair County, Illinois",67395,101870,48800,55721,62577,67951,75579,35169,71898,75916,53840,83055,39819
17167,"Sangamon County, Illinois",73784,82193,27972,N,132938,53057,81076,48183,77668,84315,61988,100265,42565
17179,"Tazewell County, Illinois",72930,54400,N,-,95237,52442,73781,56030,81406,84184,56088,87825,41122
17183,"Vermilion County, Illinois",51515,30967,31471,-,N,33327,56696,30523,51855,68686,44248,71206,37500
17197,"Will County, Illinois",96668,244188,70272,59231,139574,84541,104442,41480,101368,116068,65631,113519,53214
17199,"Williamson County, Illinois",67631,29168,126023,-,165178,76109,63448,20234,77474,70895,50652,89903,42483
17201,"Winnebago County, Illinois",62011,115061,35681,N,66566,65568,66567,37785,71235,78708,49332,80840,36763
18003,"Allen County, Indiana",65732,155681,44762,43726,57187,54192,71087,43006,74714,80374,48755,83028,42088
18005,"Bartholomew County, Indiana",65739,34436,25385,-,107086,68577,61782,26439,82309,84518,49242,88176,37917
18011,"Boone County, Indiana",102005,28756,-,-,207696,51587,100945,51344,121624,108616,56221,120283,58479
18019,"Clark County, Indiana",68350,51663,71742,-,N,49219,70105,40118,83782,77853,47373,80566,45054
18035,"Delaware County, Indiana",54087,47478,40384,-,82929,28216,56067,25614,69201,68235,44705,69088,32530
18039,"Elkhart County, Indiana",61922,74362,21824,-,73331,47773,71055,37869,69129,77466,43761,77194,36980
18043,"Floyd County, Indiana",73899,33343,35221,-,133800,56816,76229,46831,83903,83400,53160,103301,45200
18053,"Grant County, Indiana",50366,26560,29707,N,-,44961,51767,35728,51211,53462,46013,62060,32329
18057,"Hamilton County, Indiana",114807,135783,83900,-,144727,87434,113771,41585,123053,143194,72532,138795,60481
18059,"Hancock County, Indiana",86504,32810,N,154336,168166,56601,88983,60109,109302,100576,64334,107831,49082
18063,"Hendricks County, Indiana",93193,66564,78030,-,111533,N,94178,85977,101080,113539,56415,107802,50051
18067,"Howard County, Indiana",55297,35752,N,-,-,33584,56571,35967,56614,73183,49190,70052,34676
18081,"Johnson County, Indiana",81670,63117,N,-,95839,56321,82474,35274,88754,101117,58127,98305,43958
18085,"Kosciusko County, Indiana",68778,31651,-,-,N,101981,68244,54903,89178,85671,45172,85385,46470
18089,"Lake County, Indiana",66085,194191,44240,46609,77007,63818,76296,24949,73171,81611,51372,81123,41704
18091,"LaPorte County, Indiana",66659,43213,37732,80354,-,60373,70761,49527,73218,73313,50147,77066,45030
18095,"Madison County, Indiana",58937,53332,38702,40107,N,N,61209,27071,66225,74406,46390,77012,37977
18097,"Marion County, Indiana",62565,404259,42371,81622,78101,61470,74858,37635,70937,73563,45737,81077,41393
18105,"Monroe County, Indiana",65043,60117,N,-,24092,74536,70377,20199,73405,94595,75455,99969,36954
18109,"Morgan County, Indiana",75344,28534,-,-,75734,N,75317,51669,86598,100696,47468,88848,37054
18127,"Porter County, Indiana",83395,70116,98223,N,N,91319,83695,39747,95521,93461,54277,94469,44952
18141,"St. Joseph County, Indiana",60627,105616,40264,65000,61844,54250,66233,43936,63198,79294,44708,83825,38812
