GEO_ID,NAME,Median income (dollars)!!Estimate!!Households,Total!!Estimate!!Households,Median income (dollars)!!Estimate!!One race!!Black or African American,Median income (dollars)!!Estimate!!One race!!American Indian and Alaska Native,Median income (dollars)!!Estimate!!One race!!Asian,Median income (dollars)!!Estimate!!Hispanic or Latino origin (of any race),"Median income (dollars)!!Estimate!!White alone, not Hispanic or Latino",Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!15 to 24 years,Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!25 to 44 years,Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!45 to 64 years,Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!65 years and over,Median income (dollars)!!Estimate!!FAMILIES!!Families,Median income (dollars)!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households
18157,"Tippecanoe County, Indiana",54168,76043,36124,N,36770,44204,61991,25342,63117,81011,49728,78189,33547
18163,"Vanderburgh County, Indiana",57028,77854,33421,-,N,34772,62637,32085,64305,70337,46647,70792,36654
18167,"Vigo County, Indiana",51125,42883,N,-,N,N,52640,17279,61766,59955,38728,69476,29053
18173,"Warrick County, Indiana",79901,24881,77388,36603,N,N,82054,96272,106854,98819,55188,102656,44506
18177,"Wayne County, Indiana",49024,27536,N,-,-,75294,50538,34782,56868,70988,38679,66846,31825
19013,"Black Hawk County, Iowa",60529,54689,25756,97871,61625,60802,64588,41474,73794,67167,52307,77006,39324
19049,"Dallas County, Iowa",105132,42260,85397,-,164182,71769,106755,42250,113688,151021,68035,139812,54258
19061,"Dubuque County, Iowa",73671,40644,24082,-,133420,119658,75109,37438,80909,100741,56556,99788,41584
19103,"Johnson County, Iowa",74140,63337,28381,-,61711,54566,81173,24201,80052,97979,77165,107950,44108
19113,"Linn County, Iowa",72527,94976,36806,35899,145804,N,72990,45583,78822,90296,55230,94612,44987
19153,"Polk County, Iowa",77038,207290,39339,N,103911,65269,82463,42556,87291,96919,56786,102458,48553
19155,"Pottawattamie County, Iowa",68681,38132,N,-,N,51398,71712,53866,75853,82883,55605,86745,43722
19163,"Scott County, Iowa",66832,73525,36057,45246,107801,63091,68947,29355,67069,88135,53310,90579,40216
19169,"Story County, Iowa",66033,39531,N,63459,24471,64099,72417,27154,70207,119114,68988,113683,36847
19193,"Woodbury County, Iowa",67817,41191,79198,20015,92919,58089,70839,59102,71513,81261,53072,86045,39295
20015,"Butler County, Kansas",80853,25201,-,N,N,103015,80348,44506,99661,86363,55865,93103,43464
20045,"Douglas County, Kansas",65774,50248,N,29200,N,81783,65366,34484,82335,82028,60430,96056,40205
20091,"Johnson County, Kansas",98523,248469,68340,94084,122252,76534,101658,53046,113080,117266,69685,123697,57835
20103,"Leavenworth County, Kansas",77925,30271,N,-,116316,103750,81875,37889,90008,95955,50155,95808,42793
20161,"Riley County, Kansas",53043,27884,36431,-,73089,33311,54942,22970,62405,78548,51099,73875,32248
20173,"Sedgwick County, Kansas",64286,204815,39552,46293,78475,51884,69339,33530,72912,80879,51304,84272,39393
20177,"Shawnee County, Kansas",60544,75895,40514,86550,N,41282,67861,28294,73093,79368,51087,83781,36449
20209,"Wyandotte County, Kansas",59362,62255,46951,102568,67999,64896,62674,64915,66335,64750,40465,73425,34939
21015,"Boone County, Kentucky",89931,52041,81875,-,87486,64049,90736,38019,96834,115223,59256,105093,47236
21029,"Bullitt County, Kentucky",76810,32308,100625,-,-,N,75484,31591,91215,89182,54189,83359,39266
21037,"Campbell County, Kentucky",72967,39836,82910,-,81416,58276,72212,17188,86958,90467,50651,100088,39211
21047,"Christian County, Kentucky",60767,25454,40189,-,-,50039,65255,47227,66921,72565,34862,76567,36036
21059,"Daviess County, Kentucky",66837,41111,46750,-,211049,97231,66103,46023,77924,74669,46014,78431,33225
21067,"Fayette County, Kentucky",62908,140837,46661,N,86031,49382,66400,25140,65935,90537,56329,91666,40361
21093,"Hardin County, Kentucky",60878,44414,58201,46101,43371,49403,61690,53655,61281,81575,45188,74784,35744
21111,"Jefferson County, Kentucky",64619,336916,45614,43651,73945,67555,72628,38698,71197,75857,50886,88626,40708
21117,"Kenton County, Kentucky",77099,66791,43354,-,N,73235,79836,58407,87815,103417,48990,105038,43835
21145,"McCracken County, Kentucky",60935,26995,30042,-,-,58308,69228,25096,80122,88766,44088,91953,36422
21151,"Madison County, Kentucky",60685,37118,25882,-,N,N,60053,40528,70643,71619,51402,79351,37868
21185,"Oldham County, Kentucky",115187,22519,90981,-,N,N,117199,-,126238,118862,72511,126654,37242
21199,"Pulaski County, Kentucky",44649,27552,-,-,-,33038,46434,42994,52284,52213,34065,51312,26142
21227,"Warren County, Kentucky",59784,55234,40480,-,80734,38950,62554,33669,64301,67047,51675,81636,39628
22005,"Ascension Parish, Louisiana",79515,48462,61124,-,127304,53526,85820,77160,90740,99060,51479,102851,41260
22015,"Bossier Parish, Louisiana",62421,51316,41710,-,99301,78798,73457,53548,71795,69226,39858,81005,36413
22017,"Caddo Parish, Louisiana",46967,95772,34579,180107,80230,40352,63122,19638,52146,49009,42977,61437,26835
22019,"Calcasieu Parish, Louisiana",62197,78144,38889,44912,54973,85565,68758,37057,77332,71131,42840,74431,37616
22033,"East Baton Rouge Parish, Louisiana",61387,180749,42693,N,64940,54645,82161,42687,64086,74899,49360,76610,41438
22045,"Iberia Parish, Louisiana",43513,28039,28721,76929,90737,32995,52137,30046,43757,52387,37819,58464,26085
22051,"Jefferson Parish, Louisiana",61397,176925,45384,72046,64192,54647,71772,28806,67620,71166,50540,80170,39479
22055,"Lafayette Parish, Louisiana",56496,103581,39888,N,103419,64478,66049,29713,67600,73045,44963,80619,39008
22057,"Lafourche Parish, Louisiana",58593,38523,51516,N,N,74623,60277,39144,76352,60812,40020,71535,32642
22063,"Livingston Parish, Louisiana",73126,54424,73182,47074,N,52181,76256,61130,96391,79211,42134,85055,39080
22071,"Orleans Parish, Louisiana",52322,150880,34552,105461,61990,63114,91148,27004,63471,56599,40156,72477,37587
22073,"Ouachita Parish, Louisiana",45840,63192,30117,-,91500,68036,60893,37249,46798,47273,39252,62741,25376
22079,"Rapides Parish, Louisiana",58161,47887,40374,31350,84740,66719,72034,67232,72698,65599,39986,75235,35359
22097,"St. Landry Parish, Louisiana",41976,32021,29892,56543,-,47392,52076,32362,47826,44413,39197,52337,24873
22103,"St. Tammany Parish, Louisiana",76269,106109,55557,56358,92042,59701,80586,47839,84786,94615,48992,93740,40551
22105,"Tangipahoa Parish, Louisiana",55391,51689,29574,N,N,57447,62161,36185,71312,59065,38339,71909,24297
22109,"Terrebonne Parish, Louisiana",57299,40011,42901,32273,N,41257,68199,36554,69987,73894,43854,79538,34662
23001,"Androscoggin County, Maine",63438,46233,28602,-,40059,60193,66141,54815,69959,76519,45373,73029,40359
23003,"Aroostook County, Maine",51395,31319,N,60618,"2,500-",32335,52092,27175,67923,67215,35431,70167,28363
23005,"Cumberland County, Maine",89345,133103,54788,N,110533,69759,92420,65816,99159,110977,64032,116785,50467
23011,"Kennebec County, Maine",62943,54613,N,-,96500,N,63333,47173,75862,78099,45555,81970,38936
23019,"Penobscot County, Maine",61134,65940,74899,77511,52306,70274,61593,42273,68438,67823,47996,82784,31630
23031,"York County, Maine",81928,92767,57457,-,103619,N,82653,50547,90921,88258,60226,96537,49101
24001,"Allegany County, Maryland",46913,26246,N,-,N,51823,48387,42860,66972,44806,43732,75725,22967
24003,"Anne Arundel County, Maryland",113125,226285,86379,107470,101612,99505,124130,58447,118306,139443,82079,134692,68215
24005,"Baltimore County, Maryland",86526,337529,75953,49018,98569,64769,94057,41890,90913,112747,61847,107034,55374
24009,"Calvert County, Maryland",120097,33577,90210,-,-,180117,119255,-,117404,148843,100164,142834,63819
24013,"Carroll County, Maryland",104942,64437,N,-,125761,92010,105616,80012,119076,130720,72526,122764,58223
24015,"Cecil County, Maryland",86292,40707,54107,-,N,41114,89643,7397,103709,110324,65470,103993,41598
24017,"Charles County, Maryland",115880,62712,109012,41603,191014,152338,117371,90875,110191,136705,74829,135623,75529
24021,"Frederick County, Maryland",119122,104912,133614,102030,133697,127630,117946,58249,131420,152630,75776,138278,68745
24025,"Harford County, Maryland",100915,101437,89078,-,95993,64736,107851,60220,120547,128327,60445,122568,50730
24027,"Howard County, Maryland",133438,121423,95962,N,171667,84745,149464,73007,125838,181941,92341,170525,77055
24031,"Montgomery County, Maryland",118323,391297,86954,N,134880,84963,146333,61243,111829,145276,101515,149531,75131
24033,"Prince George's County, Maryland",94441,347207,96692,117583,94411,79227,105974,41672,88643,114073,78094,111899,61982
24037,"St. Mary's County, Maryland",113717,44392,82703,-,N,77479,123586,39937,121042,138998,75280,135547,63049
24043,"Washington County, Maryland",69244,59530,54532,-,N,N,73157,53185,86539,86847,44998,85646,40231
24045,"Wicomico County, Maryland",72198,40611,64500,-,N,69155,75792,49196,72027,92111,60324,88532,43106
24510,"Baltimore city, Maryland",55198,254707,45420,40753,71655,60030,85625,48118,64559,55465,41761,69089,41671
25001,"Barnstable County, Massachusetts",91438,107187,58128,160295,176223,95980,95348,72327,119107,112944,71578,115585,57521
25003,"Berkshire County, Massachusetts",74176,58370,40216,-,84201,42182,77494,48698,77747,91491,60063,95958,42027
25005,"Bristol County, Massachusetts",81551,233194,69696,N,110752,57253,86531,69140,95502,101269,51121,108033,41072
25009,"Essex County, Massachusetts",92413,314003,83561,125159,107482,62220,103071,56286,102828,119010,59868,118136,52397
25011,"Franklin County, Massachusetts",70306,32142,"2,500-",-,10411,N,72251,51259,72195,81718,53685,87668,35273
25013,"Hampden County, Massachusetts",63866,183441,48964,N,59198,40755,77470,34149,72865,79433,43943,83934,35088
25015,"Hampshire County, Massachusetts",82078,62178,N,-,91278,56189,85615,29610,98708,112920,56835,112771,46392
25017,"Middlesex County, Massachusetts",118800,638217,78690,152731,129523,91921,124061,73798,131678,147680,68265,150933,71771
25021,"Norfolk County, Massachusetts",115969,281839,95061,N,128641,96906,119655,72940,138822,140618,68627,153908,62310
25023,"Plymouth County, Massachusetts",103173,205217,83587,143967,100059,73871,107624,53585,121114,130700,67832,124842,52859
25025,"Suffolk County, Massachusetts",85358,330101,43964,83495,83337,61620,111478,39659,106801,87017,48177,100773,71375
25027,"Worcester County, Massachusetts",86258,338087,59143,130074,132927,54846,92495,46458,94408,109745,53688,107446,47494
26005,"Allegan County, Michigan",75901,45890,68617,-,N,64571,76857,72896,86442,82321,59176,86840,51336
26017,"Bay County, Michigan",55134,44664,N,-,-,61064,54646,54640,68511,66014,41966,75053,33619
26021,"Berrien County, Michigan",61333,63311,28716,N,149593,50791,66312,50320,57774,82875,48783,80686,37001
26025,"Calhoun County, Michigan",59522,53388,32011,N,85131,84861,62131,41400,62677,73010,45156,72675,37415
26037,"Clinton County, Michigan",78702,31010,80938,N,66981,84179,78758,39460,99188,85525,62064,100392,45245
26045,"Eaton County, Michigan",71013,44942,58266,104160,114356,104170,70407,40371,81981,79742,51442,84301,44419
26049,"Genesee County, Michigan",57003,167950,39125,N,N,52572,63745,42580,56158,66539,49628,73720,36599
26055,"Grand Traverse County, Michigan",74344,39581,-,-,N,45903,76004,43950,91134,77646,64904,93961,47453
26065,"Ingham County, Michigan",59823,118485,39845,N,57008,51433,66684,27791,63812,78976,53841,85469,40867
26067,"Ionia County, Michigan",75865,22878,-,-,89171,59605,75038,48794,81649,84667,64779,84665,41915
26075,"Jackson County, Michigan",59059,63368,34375,-,96552,71324,60141,28827,73289,65269,46441,79358,38316
26077,"Kalamazoo County, Michigan",69584,108397,37833,N,108212,61470,74004,26826,78039,93865,56795,96585,40045
26081,"Kent County, Michigan",77028,256173,41895,63882,85505,57788,82596,48512,85509,92814,50587,94797,51166
26087,"Lapeer County, Michigan",71551,35259,-,-,-,76611,70494,78839,79123,83443,54382,81816,41960
26091,"Lenawee County, Michigan",67267,38264,N,N,-,64246,67367,59407,75658,78036,51479,81390,32824
26093,"Livingston County, Michigan",100139,76620,75510,N,N,123125,99778,41774,122837,132111,63750,117583,45064
26099,"Macomb County, Michigan",73830,359089,57617,71778,83651,77134,77606,48235,85182,88852,53347,90721,45840
26103,"Marquette County, Michigan",61474,28633,N,58125,106731,62049,61924,43475,61935,78260,60172,81837,34754
26111,"Midland County, Michigan",78487,35325,-,-,137841,N,80136,48597,83732,96469,55844,99741,34001
26115,"Monroe County, Michigan",69563,62946,N,84464,-,67561,71068,32325,80366,97946,50914,90867,43202
26117,"Montcalm County, Michigan",61967,25218,-,40929,-,68709,59940,50250,81268,70062,43712,71600,37612
26121,"Muskegon County, Michigan",58074,67255,30831,63300,61749,53333,61716,53199,64245,65939,41868,69556,32420
26125,"Oakland County, Michigan",90594,530638,59993,101327,138679,77484,95342,51883,98885,116813,62741,119693,53352
26139,"Ottawa County, Michigan",85652,111425,53581,-,93132,78193,87361,48840,95645,104129,52093,96818,43947
26145,"Saginaw County, Michigan",53646,79275,32447,50901,103221,52226,61180,30212,54692,76179,43167,70491,33862
26147,"St. Clair County, Michigan",63510,69109,N,N,-,83451,62685,39477,73839,75717,49443,78062,33975
26155,"Shiawassee County, Michigan",61564,28629,-,N,-,82788,60610,48490,85496,66496,46171,75729,36879
26159,"Van Buren County, Michigan",60182,31239,67370,"2,500-",-,56056,59847,32523,63787,75731,45278,72150,31525
26161,"Washtenaw County, Michigan",79665,150945,42697,61361,109732,74221,86306,39931,80849,107659,66568,112532,44446
26163,"Wayne County, Michigan",55867,691389,38755,46058,90267,54724,71862,36128,60979,64156,44894,73239,36066
27003,"Anoka County, Minnesota",92133,138032,64391,110172,125010,72984,95194,54183,105948,106734,59746,105376,54158
27013,"Blue Earth County, Minnesota",68104,28182,N,-,79375,59460,70142,32637,78804,106852,52342,90235,38069
27019,"Carver County, Minnesota",116158,41063,N,-,111141,135625,116347,99076,131928,136650,73860,139494,61703
27027,"Clay County, Minnesota",81386,27301,100926,-,-,92935,79833,46394,92819,95276,56263,101349,42978
27035,"Crow Wing County, Minnesota",66568,28475,-,N,-,N,66142,72241,74740,83514,51014,82082,39037
27037,"Dakota County, Minnesota",97501,175139,80633,N,96456,77568,101345,76893,107528,122757,67444,122041,59188
27053,"Hennepin County, Minnesota",89399,542072,49307,45463,105492,70755,99564,38060,100059,114060,63947,124295,57479
27109,"Olmsted County, Minnesota",86976,68745,N,-,80321,59415,95637,47113,96326,124367,59240,111592,53718
27123,"Ramsey County, Minnesota",75113,221871,39729,N,81651,49886,83499,41727,80506,91743,58045,98017,50585
27131,"Rice County, Minnesota",76319,23616,26161,24071,"2,500-",22851,88731,70625,74023,102571,60774,95021,36213
27137,"St. Louis County, Minnesota",62704,87295,41506,23523,N,N,64102,26597,76039,82620,48840,86401,35204
27139,"Scott County, Minnesota",113311,54671,127536,99231,129195,104804,111864,78726,131351,130706,63646,133596,57808
27141,"Sherburne County, Minnesota",96889,35577,88632,-,88855,89887,98966,51785,117563,121189,52194,120214,51155
27145,"Stearns County, Minnesota",71880,62331,44217,20859,85927,86394,74327,53852,84435,86325,51511,91335,41712
27163,"Washington County, Minnesota",106509,106606,77127,N,138374,N,106470,60101,119717,136000,68196,127457,56276
27171,"Wright County, Minnesota",93602,54884,127807,-,124433,N,94301,70662,112546,109304,53309,113093,51686
28033,"DeSoto County, Mississippi",79747,69746,75680,-,60164,54229,87877,36254,79012,103042,55425,92483,39363
28035,"Forrest County, Mississippi",53464,30635,29596,-,-,47670,68565,34243,59248,53900,47060,70054,29175
28047,"Harrison County, Mississippi",56041,83711,37971,75406,37251,53439,63814,35750,59987,62730,46887,70005,33148
28049,"Hinds County, Mississippi",46672,88435,40124,175406,N,32186,77850,28653,42782,58626,43067,60028,30301
28059,"Jackson County, Mississippi",60966,58331,34668,-,63038,87007,68254,24359,68209,69613,46286,74881,32629
28067,"Jones County, Mississippi",59815,25249,37212,N,N,60156,64374,62733,70496,61403,38830,69755,17353
28073,"Lamar County, Mississippi",59560,24075,53291,-,-,N,60788,31339,65738,59470,49774,70322,37949
28075,"Lauderdale County, Mississippi",49904,29478,40157,-,N,N,64546,29805,59524,44672,39176,68729,21808
28081,"Lee County, Mississippi",57229,31064,41636,-,-,70984,63030,71605,63594,56477,48391,79209,26477
28089,"Madison County, Mississippi",76446,43293,42281,-,118369,73882,110969,31125,79375,106228,64931,105284,42090
28121,"Rankin County, Mississippi",72034,58602,57923,-,62104,N,76333,44283,86316,80672,54783,92162,41914
29019,"Boone County, Missouri",62561,77339,35246,N,84344,47976,68002,18791,70738,81181,59906,96782,37663
29021,"Buchanan County, Missouri",56386,34353,51534,82556,57011,53047,56845,37076,63432,60115,42325,69101,33537
29031,"Cape Girardeau County, Missouri",64679,33005,21988,-,N,N,70852,32414,71797,79685,50735,79933,37087
29037,"Cass County, Missouri",76601,43143,58128,N,103912,98269,76436,28406,81743,102337,51083,89813,44011
29043,"Christian County, Missouri",73047,35652,-,-,-,69314,73712,56298,76029,85677,55500,84163,37235
29047,"Clay County, Missouri",77612,102352,52342,118633,90461,67377,82529,45958,86946,89939,52354,97196,44151
29051,"Cole County, Missouri",70669,30702,21146,-,180009,57693,74807,53804,70089,89228,61910,96426,40680
29071,"Franklin County, Missouri",62694,43809,-,-,N,80873,62159,53923,80018,83854,46502,78569,36054
29077,"Greene County, Missouri",55098,130986,33833,65208,51753,41296,57424,31729,62662,71825,44177,73821,34886
29095,"Jackson County, Missouri",62422,309195,42205,73447,61997,56110,73008,41669,70713,71752,46269,81228,42662
29097,"Jasper County, Missouri",53486,48405,73176,44277,40675,38167,56165,37744,60109,61456,46530,68772,33709
29099,"Jefferson County, Missouri",78568,88478,47461,123240,63539,79462,78381,50991,97958,85746,57459,95263,41376
29165,"Platte County, Missouri",92386,43009,76954,-,100118,44625,93553,70907,102743,102923,59633,113946,49744
29183,"St. Charles County, Missouri",98831,163195,108791,87099,113895,65683,99682,75035,104615,125420,63824,116016,52016
29187,"St. Francois County, Missouri",46775,24466,-,-,"250,000+",-,46683,34481,63999,57315,35403,51337,35195
29189,"St. Louis County, Missouri",79440,413258,50269,N,107266,66690,93091,39394,87656,100734,62229,105469,47125
29510,"St. Louis city, Missouri",52847,148348,39688,76250,54413,49973,70631,33454,61653,55717,38181,74301,38199
30013,"Cascade County, Montana",58698,35343,N,N,N,57348,59333,42256,71560,73715,42030,80303,40959
30029,"Flathead County, Montana",65680,46044,-,26472,46194,33405,65926,66281,84240,79203,35512,83267,30165
30031,"Gallatin County, Montana",83064,52616,-,86389,N,54429,84680,43286,94051,98191,64211,102700,55835
30049,"Lewis and Clark County, Montana",72250,30541,-,-,89831,91556,71136,36661,83647,92964,56325,84798,50665
30063,"Missoula County, Montana",68305,53358,-,57840,N,53313,70703,37438,77086,93347,47606,84937,43497
30111,"Yellowstone County, Montana",79283,70060,N,N,N,96250,79394,29879,90033,89588,47548,96107,42046
31055,"Douglas County, Nebraska",74250,238829,38879,79407,80528,65405,82111,35829,78001,98381,55361,100598,43598
31109,"Lancaster County, Nebraska",66289,132670,76186,N,86838,43788,67265,39057,77906,84550,56013,96179,41558
31153,"Sarpy County, Nebraska",98603,75460,64107,91033,90036,88796,102877,61897,107131,118883,62704,117593,52132
32003,"Clark County, Nevada",70797,857362,48996,64581,79467,66347,78393,49034,75038,82891,54489,82737,46386
32031,"Washoe County, Nevada",80125,198684,62021,79660,78435,76846,81421,54077,82157,96788,65036,95144,50171
33005,"Cheshire County, New Hampshire",77757,31960,-,-,N,63083,80094,38496,81672,96872,56824,95574,49683
33009,"Grafton County, New Hampshire",82045,37847,-,-,190117,78782,80999,19861,86146,100030,56648,101880,49563
33011,"Hillsborough County, New Hampshire",96921,167816,65630,N,138480,69099,98351,79058,102717,123481,60511,118648,57463
33013,"Merrimack County, New Hampshire",84690,62024,56402,-,130792,68878,85442,51942,98356,112653,63355,108429,50169
33015,"Rockingham County, New Hampshire",107442,127290,75254,-,124718,90435,108317,76786,131857,136653,69085,140830,61460
33017,"Strafford County, New Hampshire",83119,51687,-,-,N,N,83614,54045,106914,94695,47712,112619,44921
34001,"Atlantic County, New Jersey",77248,106972,59342,83214,73661,60721,85782,99696,84529,88296,58895,94636,43563
34003,"Bergen County, New Jersey",114336,354937,101769,64415,128395,90163,122524,39671,128287,139624,73640,139313,58603
34005,"Burlington County, New Jersey",100478,176334,94995,61771,141694,102361,100716,57792,103547,121257,71199,117024,59937
34007,"Camden County, New Jersey",81768,203530,54284,N,107124,55406,96742,44825,90436,100061,59195,99479,46354
34009,"Cape May County, New Jersey",84870,48563,N,-,N,59265,92299,-,86703,104067,68109,105211,50254
34011,"Cumberland County, New Jersey",60755,54961,58793,82009,38727,52264,67519,33353,61644,71628,51275,71410,32528
34013,"Essex County, New Jersey",74994,321371,50141,70899,155263,61289,121370,29539,77205,88796,52423,99428,40166
34015,"Gloucester County, New Jersey",98301,111781,80201,N,122717,81591,100140,109884,114136,119103,61333,116850,52335
34017,"Hudson County, New Jersey",83056,304526,67182,N,144574,65236,107130,48995,118231,76547,45665,94394,66164
34019,"Hunterdon County, New Jersey",142518,50515,"250,000+",-,239605,123212,133130,104639,158596,161106,105195,162187,77026
34021,"Mercer County, New Jersey",95668,144989,45429,N,172459,81037,109584,82389,102642,121299,72418,118595,52583
34023,"Middlesex County, New Jersey",102400,306950,84155,81846,146540,78051,99598,48150,112692,128853,67224,125398,59297
34025,"Monmouth County, New Jersey",118194,253767,45317,N,140572,108084,121366,84022,130205,140904,79211,144772,60619
34027,"Morris County, New Jersey",131795,194141,118807,54150,166589,97014,134600,70053,149866,167041,82870,164984,71369
34029,"Ocean County, New Jersey",81101,241983,58943,153345,108430,79707,80992,34915,91753,109573,59038,102434,48810
34031,"Passaic County, New Jersey",79955,179292,50134,87109,124671,57243,103907,49247,77430,95992,56339,95001,41126
34033,"Salem County, New Jersey",77898,25221,49498,-,83886,66360,85155,105117,83809,93803,62703,92962,43137
34035,"Somerset County, New Jersey",135577,130178,112391,139027,196044,110916,127767,65424,148006,169761,84401,162618,76051
34037,"Sussex County, New Jersey",113640,58885,132568,-,175979,102418,113799,56337,116350,134225,81133,126322,69275
34039,"Union County, New Jersey",98028,202575,85245,57354,148110,77502,126288,58116,96963,119161,72182,116775,53646
34041,"Warren County, New Jersey",98867,45507,101203,-,119362,114602,97974,29024,101968,114154,63302,108379,51568
35001,"Bernalillo County, New Mexico",65075,286424,55488,52611,76789,58483,76918,32591,72007,81628,50849,81861,42136
35013,"Doña Ana County, New Mexico",51967,85746,N,78938,N,46126,63803,20364,51472,57460,56431,61930,30547
35025,"Lea County, New Mexico",58150,25580,64891,-,N,53629,83298,34533,75564,70045,45334,69523,41594
35031,"McKinley County, New Mexico",45636,21296,N,37251,110323,56452,94407,53085,50978,40882,39392,46938,27081
35035,"Otero County, New Mexico",54093,24963,41904,27261,118425,44273,61253,47328,52404,68651,43858,73989,41598
35043,"Sandoval County, New Mexico",83639,57614,87239,55270,230350,66984,95899,59710,86847,102651,65329,95050,54491
35045,"San Juan County, New Mexico",50264,41542,N,42114,N,44707,58569,43688,62767,49976,43986,58037,30525
35049,"Santa Fe County, New Mexico",72544,72302,N,42341,89083,60931,85183,36691,73397,82043,69359,86181,46648
35061,"Valencia County, New Mexico",48638,29080,-,36375,-,39076,68210,20825,60401,52549,41941,57605,31825
36001,"Albany County, New York",77049,133811,43161,N,101780,43993,85114,26985,93968,91646,65786,112536,49869
36005,"Bronx County, New York",45517,533035,48497,63817,66209,38661,70525,34380,49807,52440,31156,54583,27038
36007,"Broome County, New York",60616,82108,32471,N,57432,26857,62872,30629,62920,78360,50377,78587,38794
36009,"Cattaraugus County, New York",50508,32016,43386,N,155603,43057,51005,21818,62089,56005,41412,69613,32371
36011,"Cayuga County, New York",64031,32108,-,-,N,N,64777,"2,500-",74067,79601,43306,84194,42867
36013,"Chautauqua County, New York",55457,54431,40029,N,N,29070,57067,62513,53087,71489,45337,70173,39182
36015,"Chemung County, New York",55845,34319,61117,34300,85052,N,55977,32600,64267,61635,43065,71849,40741
36019,"Clinton County, New York",66152,33231,N,-,-,60336,68593,31382,85575,76765,51701,91394,35589
36027,"Dutchess County, New York",90889,117028,50729,92361,136080,57449,98024,62644,99581,114141,64960,115284,51599
36029,"Erie County, New York",70044,411422,35887,52605,54592,52431,77344,38053,82207,82554,51426,92431,42041
36045,"Jefferson County, New York",56423,46815,N,-,N,45643,59712,36173,66618,68469,45358,68855,32115
36047,"Kings County, New York",73951,1026361,61804,56376,78560,54789,99508,57719,96294,74069,41738,82936,56244
36053,"Madison County, New York",69986,27515,120433,N,93615,56964,69302,29181,70987,92094,55904,92966,40314
36055,"Monroe County, New York",67923,319346,34348,41796,76721,42224,77334,43257,72736,85893,51747,91866,42585
36059,"Nassau County, New York",136984,456149,132049,162564,161098,117156,138181,79411,161156,157813,91802,157674,62115
36061,"New York County, New York",95866,803844,42209,N,92258,48091,143822,57860,127425,98350,55100,133880,78193
36063,"Niagara County, New York",63441,94001,21737,93701,48914,54744,66574,28137,64918,90709,45491,83898,34845
36065,"Oneida County, New York",64316,98267,30319,-,55858,60292,67889,37161,73156,79178,52739,82590,41732
36067,"Onondaga County, New York",70968,200340,33975,61559,56885,62754,76389,34365,77125,85426,54591,94147,42677
36069,"Ontario County, New York",76424,48181,N,-,N,41904,76490,81891,84375,94164,55254,100433,50433
36071,"Orange County, New York",89037,139757,74469,84779,88945,94459,88786,38193,89644,118449,53228,102629,45654
36075,"Oswego County, New York",58984,48142,-,N,43875,61798,59378,19567,61722,72349,42330,73036,34258
36079,"Putnam County, New York",111102,36104,101880,-,115926,125878,109997,106361,135304,137926,63345,136029,58477
36081,"Queens County, New York",80557,839853,75781,80798,80426,71929,90741,54992,95880,87109,56089,89732,57749
36083,"Rensselaer County, New York",83109,66238,42621,-,68474,76754,90239,56629,94253,106679,58506,112819,55305
36085,"Richmond County, New York",93164,169946,64063,75000,83649,78165,105692,43585,104750,104372,64452,110820,44540
36087,"Rockland County, New York",100397,104003,79628,129185,128686,83191,109316,31494,104796,140648,76126,128202,57970
36089,"St. Lawrence County, New York",59683,41906,-,"2,500-",N,70026,60216,24033,68653,72539,44049,73505,35515
36091,"Saratoga County, New York",93301,101315,77659,N,179019,71828,92227,45357,105032,122028,65250,120252,53820
36093,"Schenectady County, New York",74765,65758,41105,66092,57419,63417,82167,40339,80851,94214,52433,98641,48059
36101,"Steuben County, New York",60204,40347,N,-,156379,78510,59789,50940,68506,75450,41228,79088,37696
36103,"Suffolk County, New York",119838,511964,104757,70199,127950,109340,123716,57606,135780,142361,77757,138208,62035
36105,"Sullivan County, New York",63777,32758,39238,N,N,52698,68486,36853,68512,80485,52087,86546,37377
36109,"Tompkins County, New York",74034,42108,N,-,48809,66763,76190,11678,76875,99046,75581,103822,44118
36111,"Ulster County, New York",80372,75187,63285,N,102758,40977,86592,28114,97969,96469,66538,110403,50914
36113,"Warren County, New York",69865,30646,-,-,88728,88991,71206,54979,81457,89191,51474,88246,33897
36117,"Wayne County, New York",71079,36958,N,36239,N,38387,74120,54451,80526,85195,50169,88562,35730
36119,"Westchester County, New York",108144,373505,66582,113306,164843,72369,134592,49735,115292,132825,75088,141360,57214
37001,"Alamance County, North Carolina",59919,70125,42200,-,84708,59249,66852,35169,67171,66835,48328,73366,34528
37019,"Brunswick County, North Carolina",72820,69478,85113,59030,91402,50351,75117,51119,71863,85815,66347,88581,45760
37021,"Buncombe County, North Carolina",68019,103428,21061,-,N,67032,70042,39702,73638,73404,59974,83296,42201
37023,"Burke County, North Carolina",62267,37296,N,51529,143292,61832,61908,26792,72982,73479,46287,74032,34496
37025,"Cabarrus County, North Carolina",78857,87195,67708,-,193212,63653,82504,40518,84526,91600,49608,97608,42737
