GEO_ID,NAME,Median income (dollars)!!Estimate!!Households,Total!!Estimate!!Households,Median income (dollars)!!Estimate!!One race!!Black or African American,Median income (dollars)!!Estimate!!One race!!American Indian and Alaska Native,Median income (dollars)!!Estimate!!One race!!Asian,Median income (dollars)!!Estimate!!Hispanic or Latino origin (of any race),"Median income (dollars)!!Estimate!!White alone, not Hispanic or Latino",Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!15 to 24 years,Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!25 to 44 years,Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!45 to 64 years,Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!65 years and over,Median income (dollars)!!Estimate!!FAMILIES!!Families,Median income (dollars)!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households
06097,"Sonoma County, California",59941,184348,59087,52696,65743,43069,64654,34788,59194,71795,49662,69920,42493
06099,"Stanislaus County, California",46405,167497,46190,35188,44600,40167,52907,25394,47935,55446,37076,50686,30880
06101,"Sutter County, California",47081,31259,95851,N,51528,37078,54221,21002,49989,60986,33726,58247,26464
06107,"Tulare County, California",40302,132614,19683,39130,50352,33013,51202,22613,42043,46900,31211,41810,25728
06111,"Ventura County, California",71517,267877,51156,60871,99204,54751,78457,41748,71377,90042,52996,81038,46297
06113,"Yolo County, California",50594,71568,34219,26863,42564,40311,65544,17619,53065,73333,41149,68568,32325
06115,"Yuba County, California",43545,24842,70489,N,56166,40289,45256,33083,54933,45726,34432,48593,29719
08001,"Adams County, Colorado",55863,153605,33427,45082,60974,43689,61577,34242,59366,63242,40183,61728,39040
08005,"Arapahoe County, Colorado",60443,226527,44203,41833,63790,41375,67671,26485,58882,70031,52266,72767,39020
08013,"Boulder County, Colorado",66989,121743,70536,N,105333,39117,71257,13628,74615,93140,50106,94476,38546
08031,"Denver County, Colorado",50488,270439,31329,30825,57252,34973,59983,28289,56735,56742,34927,62143,40064
08035,"Douglas County, Colorado",95324,105044,80932,32889,112145,82685,96537,44375,99828,107080,54974,107600,50672
08041,"El Paso County, Colorado",55217,238094,44013,52006,62214,40660,59618,31541,54887,70565,42163,69179,32395
08059,"Jefferson County, Colorado",67512,221457,44074,68481,76375,50206,70699,24758,72160,80450,46843,83154,40014
08069,"Larimer County, Colorado",55890,124031,N,N,37632,37355,57122,22472,61030,73166,41940,75316,29581
08077,"Mesa County, Colorado",45892,58779,90158,61619,"2,500-",33578,47436,47529,49579,55683,29678,54890,28356
08101,"Pueblo County, Colorado",41262,62388,26860,26626,N,31931,46539,19715,40878,48297,34188,50132,25874
08123,"Weld County, Colorado",55357,92447,37694,16162,64577,37400,62726,23794,60201,69307,39164,66124,30789
09001,"Fairfield County, Connecticut",79841,334255,41252,43078,108639,48968,97654,31038,80438,102633,51768,102114,41333
09003,"Hartford County, Connecticut",63536,346726,36848,N,90574,32163,74519,25919,67483,80245,38342,78791,37115
09005,"Litchfield County, Connecticut",67658,75593,40174,17578,61133,72472,68426,45565,70525,80462,40467,82678,38212
09007,"Middlesex County, Connecticut",74484,67386,N,-,70091,55348,76506,18879,79647,97549,37866,96188,41202
09009,"New Haven County, Connecticut",59271,330054,35529,39170,72250,33979,69617,21478,61361,78202,37689,76731,34158
09011,"New London County, Connecticut",66603,105801,46720,72472,69198,26534,71484,37155,68007,83795,45554,82712,38139
09013,"Tolland County, Connecticut",75238,54830,70347,-,N,29503,78908,32106,72478,100826,51148,95609,41030
09015,"Windham County, Connecticut",54098,43167,45870,58015,131828,14549,57819,37057,56605,66971,39955,68272,35981
10001,"Kent County, Delaware",52894,59499,43536,31238,46864,55549,57754,28982,61367,68781,43111,62843,36266
10003,"New Castle County, Delaware",62157,202814,49842,56098,92445,48348,69279,28356,70189,71440,43875,76481,39021
10005,"Sussex County, Delaware",49471,77995,36575,36250,N,30616,53496,41201,52728,60006,40194,60140,30641
11001,"District of Columbia, District of Columbia",66583,266662,39139,36904,104826,51460,110619,33841,81142,65365,46926,82268,55639
12001,"Alachua County, Florida",41669,93245,22737,N,51728,22621,51354,12745,47155,56142,44116,61954,22948
12005,"Bay County, Florida",46005,68653,28993,48058,46503,40685,48263,27073,49299,56621,36633,54998,30578
12009,"Brevard County, Florida",46162,218094,33006,N,57228,40642,47601,25237,48351,55348,36679,58851,27194
12011,"Broward County, Florida",49793,663905,39807,36292,62344,48199,55830,27426,52424,60544,32972,60119,35592
12015,"Charlotte County, Florida",45247,71811,34014,21287,68259,41496,46442,23403,50182,55411,39163,55521,26880
12017,"Citrus County, Florida",39322,58640,N,-,N,39348,39300,38045,48103,45245,33353,46003,25951
12019,"Clay County, Florida",54827,66918,35864,N,N,84578,56296,30399,55281,63392,42077,65640,32009
12021,"Collier County, Florida",54126,123714,26313,N,60765,37940,58507,28492,53653,56135,53605,63164,34131
12023,"Columbia County, Florida",36542,22636,35904,-,-,32932,37852,25246,43053,41768,26413,41331,25854
12031,"Duval County, Florida",43449,328225,30018,61608,67546,39201,51661,27688,44701,51203,35439,54213,28776
12033,"Escambia County, Florida",45009,114077,29899,N,34950,32568,50550,19873,48518,49518,39962,56106,27459
12035,"Flagler County, Florida",42856,36358,30011,-,65553,42899,43893,12420,45814,46270,38696,46761,31355
12053,"Hernando County, Florida",36515,69222,23858,N,64176,38897,36830,23508,35693,45836,31711,43300,23885
12055,"Highlands County, Florida",34733,39112,27058,N,N,20979,36423,11973,43135,40133,32585,42251,19179
12057,"Hillsborough County, Florida",46515,477259,31893,39477,60453,34515,56498,21398,48915,56265,34623,57269,31300
12061,"Indian River County, Florida",40413,58950,16667,-,83993,35688,43353,11404,36250,48075,38729,56085,24072
12069,"Lake County, Florida",41083,115026,33207,71355,78357,39395,41598,17521,43743,48212,36823,51033,25989
12071,"Lee County, Florida",46278,245100,33990,N,36072,32047,51340,29210,45581,51991,44022,54774,30331
12073,"Leon County, Florida",46443,108915,29811,N,53115,43038,56396,13218,48998,68869,47783,68985,25367
12081,"Manatee County, Florida",47474,130382,30873,N,60402,30519,51298,26602,51120,59154,37862,58405,27601
12083,"Marion County, Florida",37098,133910,32986,N,36195,25330,39428,21439,38625,42405,34357,44917,22566
12085,"Martin County, Florida",44821,60783,19844,108120,N,29065,46837,32537,38031,56458,40077,58608,25667
12086,"Miami-Dade County, Florida",41400,838772,30783,66742,53463,38509,66384,25077,46241,48452,26712,47382,26195
12087,"Monroe County, Florida",53637,29241,45899,11806,29019,31254,62250,42750,51267,60365,45950,66909,35710
12089,"Nassau County, Florida",53230,27334,61349,-,N,70955,52245,13927,55513,54094,52296,65483,35532
12091,"Okaloosa County, Florida",52787,75099,34338,51726,59187,45948,55296,27760,53241,64836,48222,64174,36154
12095,"Orange County, Florida",45624,423987,33468,42299,58536,36112,56806,21506,46285,54036,34741,55943,29952
12097,"Osceola County, Florida",42915,90822,39446,43199,61057,31865,51102,28377,43344,48073,30350,46762,26893
12099,"Palm Beach County, Florida",51278,522201,34450,46250,74505,38853,58623,31098,52061,60093,42772,61683,33503
12101,"Pasco County, Florida",42704,180612,44113,22412,52760,42696,42602,27119,52424,48391,32877,53206,23899
12103,"Pinellas County, Florida",44927,404856,28160,40963,52817,36597,47872,27225,52175,52723,35496,59690,30437
12105,"Polk County, Florida",41325,223507,29878,45302,60964,39434,44014,21642,43294,47531,34810,47783,26398
12107,"Putnam County, Florida",34025,28230,18789,N,N,27254,36826,29535,30854,36435,34326,40875,19106
12109,"St. Johns County, Florida",61288,78295,37569,N,N,58199,62270,30575,64665,76935,42225,78333,28978
12111,"St. Lucie County, Florida",41785,109526,31738,145921,41250,32475,46944,37359,41270,49004,38134,47207,29825
12113,"Santa Rosa County, Florida",61031,58336,38371,44018,N,56236,62993,38185,62085,73522,48702,66790,39140
12115,"Sarasota County, Florida",48035,172973,34857,N,57764,44543,49322,26037,52813,52389,43826,59469,30712
12117,"Seminole County, Florida",54986,148858,37820,63505,73207,36402,60910,23008,57161,61632,39691,64391,33301
12119,"Sumter County, Florida",45173,45122,21025,103223,30719,N,46928,35130,27140,43446,48182,53884,26086
12127,"Volusia County, Florida",40106,197599,26083,N,31237,34582,42091,17464,40332,46499,36410,49190,26207
13013,"Barrow County, Georgia",47582,24234,24724,"2,500-",61917,50539,49608,34284,52342,54919,29180,53963,30133
13015,"Bartow County, Georgia",46187,36079,34114,-,N,30263,52639,46266,50131,55655,24354,55054,22998
13021,"Bibb County, Georgia",36120,56034,26488,N,N,29236,52430,19048,36597,40589,33722,47703,20914
13031,"Bulloch County, Georgia",35856,26718,32732,-,N,36474,39714,15948,51388,42359,33154,49096,22966
13045,"Carroll County, Georgia",43134,39890,24215,-,37440,42934,47419,19084,46384,52819,33524,50165,23951
13047,"Catoosa County, Georgia",42251,22741,25396,-,52080,43378,42500,26042,59050,43353,32071,55168,20195
13051,"Chatham County, Georgia",42390,104634,30689,N,49679,34707,52121,18907,44077,52145,37566,53827,29114
13057,"Cherokee County, Georgia",66993,75774,69503,-,N,48233,69121,48733,83808,73595,41558,81623,42978
13059,"Clarke County, Georgia",32571,40788,24217,32928,38125,27349,40684,10361,35174,52224,43026,50453,19401
13063,"Clayton County, Georgia",36804,86800,38590,N,36258,26898,37642,17189,32825,44443,36512,43420,26789
13067,"Cobb County, Georgia",63069,265001,46143,31758,81144,36562,75936,25864,62581,77433,48431,74896,42724
13073,"Columbia County, Georgia",68118,44096,60074,N,83779,38760,71243,47908,61559,86521,50223,76820,39274
13077,"Coweta County, Georgia",61414,47878,42229,-,77152,N,64613,40462,61174,74995,42878,70168,34012
13089,"DeKalb County, Georgia",49093,261147,40298,N,49865,30511,75575,20811,49343,57839,38931,59750,36551
13095,"Dougherty County, Georgia",30532,35636,24449,-,N,41822,53903,12309,28377,36811,31706,37151,19460
13097,"Douglas County, Georgia",49981,45541,43499,-,64548,42224,57346,24190,47697,58554,41408,59886,33559
13113,"Fayette County, Georgia",77670,37101,79712,-,75496,N,78457,"2,500-",86576,100752,45382,94207,34364
13115,"Floyd County, Georgia",37841,34373,24250,-,24928,33495,42172,12542,39796,48601,27349,47276,21997
13117,"Forsyth County, Georgia",85494,58456,71409,-,122486,47204,85775,24187,101194,93012,43480,98816,49340
13121,"Fulton County, Georgia",55369,374091,34479,31432,91751,37797,87776,21622,60358,66537,40127,75665,39731
13127,"Glynn County, Georgia",44708,31621,23081,N,N,N,55855,26724,45469,49815,41042,55721,24634
13135,"Gwinnett County, Georgia",56423,270550,45524,21711,60726,37678,72877,24676,54176,68372,46200,62044,37373
13139,"Hall County, Georgia",49737,60500,27958,52333,58885,35571,57625,22053,42313,59417,44622,57665,27436
13151,"Henry County, Georgia",55695,69114,57168,-,N,48305,56741,27916,54450,65025,42448,61017,37216
13153,"Houston County, Georgia",54457,52832,46550,N,69910,N,60135,25309,50537,73144,40260,68258,36392
13179,"Liberty County, Georgia",42990,22518,49902,N,N,57937,38025,34414,45252,54120,34327,45248,36266
13185,"Lowndes County, Georgia",37165,40155,26241,-,29165,21198,47299,20121,36826,58295,34451,49335,21703
13215,"Muscogee County, Georgia",45178,71719,33058,70417,68431,51930,55610,20765,47034,50122,34845,55311,28295
13217,"Newton County, Georgia",48974,34195,46298,29553,60856,47212,50524,24479,50581,54167,40244,52393,33409
13223,"Paulding County, Georgia",57332,47476,66224,67581,35891,48487,56789,33234,61262,59564,37998,66508,35173
13245,"Richmond County, Georgia",37154,73031,30053,N,80307,43733,45685,24064,37015,38814,40540,46724,24360
13247,"Rockdale County, Georgia",50200,29427,46549,-,51819,34397,53039,31280,50251,56795,29275,53234,32628
13285,"Troup County, Georgia",36739,24539,22339,-,76333,42139,45245,17361,41632,50547,24922,50077,17376
13295,"Walker County, Georgia",35824,25781,36228,N,-,-,36526,30424,39117,40114,26852,43981,20158
13297,"Walton County, Georgia",48703,29455,35068,35118,77696,N,52385,32284,54772,60593,32625,58601,30360
13313,"Whitfield County, Georgia",34972,33891,34933,-,N,27583,40154,29223,30794,46900,28879,42410,23823
15001,"Hawaii County, Hawaii",50285,64925,50828,11514,51690,33750,56917,40310,53858,52441,42689,59247,27188
15003,"Honolulu County, Hawaii",71404,308072,60555,31277,75695,58161,73519,45522,69397,85591,63746,82557,42764
15007,"Kauai County, Hawaii",59238,22569,-,N,58408,42077,56529,45559,52714,67471,54238,70535,41236
15009,"Maui County, Hawaii",61207,52120,53435,61250,68148,38057,64210,40724,60275,67971,58530,71311,43743
16001,"Ada County, Idaho",53909,154725,52181,41116,58611,35740,55405,29297,55696,66864,37440,66376,32223
16005,"Bannock County, Idaho",42832,30593,11196,26985,N,44749,43395,19595,42024,58639,39481,58521,23476
16019,"Bonneville County, Idaho",49450,36076,67593,N,43255,34857,51437,27095,51180,57760,40194,60509,27505
16027,"Canyon County, Idaho",41555,63789,23922,27598,N,30408,43878,26063,42514,47151,34536,45888,26326
16055,"Kootenai County, Idaho",46870,55848,-,33072,N,42863,47239,28746,52480,57620,41040,55613,28972
16083,"Twin Falls County, Idaho",40745,27749,-,-,57427,33430,41302,24375,45579,50100,30132,45793,25573
17001,"Adams County, Illinois",46378,26675,26111,-,-,58940,46403,34281,51447,60146,35840,60443,30201
17019,"Champaign County, Illinois",46375,80050,22211,10754,26855,52001,50674,15688,51771,61569,42629,69132,26013
17031,"Cook County, Illinois",52174,1936001,32405,47699,66601,44783,66942,24535,59510,60927,34781,64075,36351
17037,"DeKalb County, Illinois",45901,38193,N,-,N,35306,52130,10060,44519,68674,42015,63253,24686
17043,"DuPage County, Illinois",78268,333950,41979,54893,95574,58425,81895,33519,80718,93553,47189,94593,43433
17089,"Kane County, Illinois",64638,170806,32541,31150,88265,44521,77078,31162,61025,82227,46267,73477,35736
17091,"Kankakee County, Illinois",51703,41267,26404,41036,N,32023,56860,16116,53192,60141,39145,64747,32141
17093,"Kendall County, Illinois",77361,39512,82178,-,44281,60523,81890,68779,82405,85179,43549,82966,51927
17097,"Lake County, Illinois",74334,241819,44036,46943,100408,44457,86159,30030,74496,93651,47762,88941,42347
17099,"LaSalle County, Illinois",49183,44793,N,N,N,32092,50062,23266,53643,60021,36117,60441,28001
17111,"McHenry County, Illinois",76683,108969,57214,53459,85220,52700,79426,41409,85322,85780,46457,87302,41130
17113,"McLean County, Illinois",62117,65744,30400,-,92276,46221,64678,20920,68092,83158,46615,79445,30177
17115,"Macon County, Illinois",44533,46336,20612,-,86021,N,47750,15536,52646,52211,37427,54087,26374
17119,"Madison County, Illinois",51688,107488,18924,N,46778,43197,54431,15774,60716,62952,36575,67028,26426
17143,"Peoria County, Illinois",46450,76268,23010,N,95052,64083,51994,10378,44257,63586,38062,65484,28670
17161,"Rock Island County, Illinois",50320,61513,30020,N,N,36385,52111,25564,51984,58969,37968,59441,30889
17163,"St. Clair County, Illinois",46505,100031,25971,N,66942,40188,60154,23851,44376,61744,36592,61858,29448
17167,"Sangamon County, Illinois",55498,82223,25670,N,N,N,60845,14820,53269,70996,44089,70515,33990
17179,"Tazewell County, Illinois",61339,54359,76203,N,76619,50375,61435,40440,65458,74734,38357,70333,30691
17183,"Vermilion County, Illinois",40311,31714,36612,-,N,33577,41315,12472,43502,44869,30591,50202,26472
17197,"Will County, Illinois",72180,220938,56688,65572,106841,60210,75855,36022,75555,85865,43965,83972,39760
17199,"Williamson County, Illinois",40658,26863,26869,-,68767,28750,41404,33697,43596,51518,29741,49966,22125
17201,"Winnebago County, Illinois",49144,112942,28197,N,66475,32619,54525,19851,51398,61108,36005,59633,26750
18003,"Allen County, Indiana",48962,138507,28227,40410,31273,41953,52704,30095,49426,58404,36375,58788,32408
18005,"Bartholomew County, Indiana",53671,29640,N,-,95702,41219,50586,40652,64672,62720,34765,62531,29874
18019,"Clark County, Indiana",50075,42802,43095,-,N,44253,51031,37233,54371,55682,34469,58074,29262
18035,"Delaware County, Indiana",37032,46572,33996,N,4861,N,38598,16045,41769,50575,30955,49139,19894
18039,"Elkhart County, Indiana",45315,70857,17354,61154,160974,41934,46169,27248,50922,51847,32169,50668,25624
18043,"Floyd County, Indiana",53990,29144,22048,7303,41314,N,56064,35045,61495,57128,40211,66023,25984
18053,"Grant County, Indiana",38877,26803,21929,N,-,N,41567,36532,40318,46110,27330,47097,25689
18057,"Hamilton County, Indiana",85567,105029,61519,78478,102056,120901,82209,43283,92128,97564,45561,99743,43611
18059,"Hancock County, Indiana",62794,25526,N,56056,86521,N,63912,41753,65972,76678,45321,73110,34908
18063,"Hendricks County, Indiana",70867,52547,55342,80811,47661,40903,71933,39911,78403,75927,41379,80716,36457
18067,"Howard County, Indiana",38849,33901,20792,"2,500-",52302,41365,40527,13226,35282,56933,34213,51557,25221
18081,"Johnson County, Indiana",61597,52658,76987,-,50032,N,61943,48768,65694,73360,41334,73040,37019
18085,"Kosciusko County, Indiana",49301,29592,-,-,N,30756,50782,40769,52042,57839,35715,58837,30914
18089,"Lake County, Indiana",48120,177540,26854,41168,68095,43661,59020,24124,48239,60429,35271,59502,28359
18091,"LaPorte County, Indiana",46048,43468,25285,N,-,46308,47235,24065,45836,56301,35641,52322,28775
18095,"Madison County, Indiana",42933,49124,30657,-,N,42752,44038,16095,46689,49307,36172,55144,24934
18097,"Marion County, Indiana",41409,363157,29224,25833,46929,29244,50561,21710,43353,49487,33657,51587,28306
18105,"Monroe County, Indiana",38435,53974,50243,-,23633,N,39322,11028,38797,58868,40279,59370,24810
18109,"Morgan County, Indiana",50519,26442,-,-,75503,89067,50418,31370,55487,57031,38883,60833,26913
18127,"Porter County, Indiana",63050,61661,49013,-,109088,60866,63885,20133,73727,77470,39163,75671,37597
18141,"St. Joseph County, Indiana",45225,101613,23525,22015,63924,32107,49568,20071,46567,54027,36436,55173,28474
18157,"Tippecanoe County, Indiana",42507,67977,21279,203542,24121,39511,46105,16378,44792,61960,42372,61433,25096
18163,"Vanderburgh County, Indiana",41445,74334,22044,10979,29766,57759,44270,19351,42873,54651,31536,56992,26330
18167,"Vigo County, Indiana",40646,40277,32544,N,N,24384,42011,16980,44733,51372,34121,53318,23460
18177,"Wayne County, Indiana",33385,27849,16189,-,92336,N,34334,17182,35683,39917,28825,43114,20864
19013,"Black Hawk County, Iowa",49086,51942,23187,-,70028,60128,51478,19507,57971,56938,37450,60942,31219
19049,"Dallas County, Iowa",70198,27428,N,-,71886,37460,70782,48766,79375,74902,34311,79328,40433
19061,"Dubuque County, Iowa",49793,37726,20630,"2,500-",41079,30332,50478,29522,61944,59270,31060,62395,29888
19103,"Johnson County, Iowa",52105,55354,24134,-,40888,47199,55040,16376,57723,80303,50180,78190,26435
