GEO_ID,NAME,Median income (dollars)!!Estimate!!Households,Total!!Estimate!!Households,Median income (dollars)!!Estimate!!One race!!Black or African American,Median income (dollars)!!Estimate!!One race!!American Indian and Alaska Native,Median income (dollars)!!Estimate!!One race!!Asian,Median income (dollars)!!Estimate!!Hispanic or Latino origin (of any race),"Median income (dollars)!!Estimate!!White alone, not Hispanic or Latino",Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!15 to 24 years,Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!25 to 44 years,Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!45 to 64 years,Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!65 years and over,Median income (dollars)!!Estimate!!FAMILIES!!Families,Median income (dollars)!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households
10003,"New Castle County, Delaware",63109,199167,52784,43606,75205,37345,69584,35629,66258,78627,42223,77662,37917
10005,"Sussex County, Delaware",50629,77851,40250,36010,50947,28882,53395,29395,55219,58143,44536,60220,29973
11001,"District of Columbia, District of Columbia",67572,271651,38124,67373,63218,50861,118402,24146,82903,64536,47632,72337,63192
12001,"Alachua County, Florida",38454,98247,25978,35074,51111,34177,45999,14856,43905,50508,39623,57592,26399
12005,"Bay County, Florida",45594,63558,35471,-,37015,41250,47650,31127,44366,52238,38874,53741,29337
12009,"Brevard County, Florida",46472,218325,31354,38465,57155,37275,48874,19853,48932,55860,38720,56845,29246
12011,"Broward County, Florida",50446,662488,40015,80200,64499,50199,56723,25269,51473,61535,34415,59352,33168
12015,"Charlotte County, Florida",43698,69035,29617,-,51303,28969,44877,32236,43080,50111,42247,51016,27842
12017,"Citrus County, Florida",40015,62131,35870,-,99167,N,40292,21367,47256,45212,34846,50992,21328
12019,"Clay County, Florida",57757,67630,56077,N,64336,59348,57084,42281,57785,66832,46606,64036,36500
12021,"Collier County, Florida",54406,130614,35044,N,101247,39285,60797,35714,52206,62534,50480,63980,36244
12023,"Columbia County, Florida",45220,23827,23036,-,156159,N,46788,15266,47687,51628,37958,56321,25934
12031,"Duval County, Florida",47906,333859,31911,N,68461,40261,55941,24008,48936,54930,38042,59147,32053
12033,"Escambia County, Florida",42877,113079,30388,88468,59262,45395,47302,27602,45614,47274,37221,54087,30471
12035,"Flagler County, Florida",46055,35509,26486,-,73816,64294,45188,60968,53515,47254,40467,51573,27150
12053,"Hernando County, Florida",39193,69373,25456,-,N,35363,40596,12034,41179,42336,33959,47137,21828
12055,"Highlands County, Florida",33811,40368,22243,-,N,26007,36274,17957,29736,49218,31961,42223,23661
12057,"Hillsborough County, Florida",49597,485230,33495,52131,70791,38676,61175,24203,52773,60525,37048,61448,31437
12061,"Indian River County, Florida",42401,57435,27176,"2,500-",40942,31506,46581,16250,43875,54661,37398,51490,26250
12069,"Lake County, Florida",44026,120523,32102,N,98430,41901,45343,37907,50551,52348,36983,55027,26851
12071,"Lee County, Florida",46383,241238,32277,86131,40587,33980,49633,30324,44926,55509,40977,54983,27874
12073,"Leon County, Florida",46859,111033,31017,30669,58376,47414,57595,12461,49071,66988,49255,67924,27423
12081,"Manatee County, Florida",48309,131890,40727,N,97005,31257,51713,32423,54710,54632,43025,59571,29665
12083,"Marion County, Florida",38695,133098,24475,-,39601,31488,41742,30506,38472,41431,37683,46240,22516
12085,"Martin County, Florida",49444,61546,23941,-,N,36595,56276,31013,52213,61441,40912,66714,30007
12086,"Miami-Dade County, Florida",41913,839491,32944,51589,62305,39674,64976,26944,46038,49576,25742,46904,26170
12087,"Monroe County, Florida",50838,26426,25998,-,N,33088,55338,34676,56837,56596,39450,70674,31130
12089,"Nassau County, Florida",54330,28272,28467,N,-,41622,57463,23862,50135,74623,51278,61532,33899
12091,"Okaloosa County, Florida",55139,73931,41875,72924,37847,60549,55876,34475,58343,62813,47182,62096,35114
12095,"Orange County, Florida",46716,424191,33985,58865,58464,39066,56952,24216,47475,54024,36480,55450,32311
12097,"Osceola County, Florida",41361,87201,39772,-,31209,35757,50688,40623,38006,54897,30148,45776,25379
12099,"Palm Beach County, Florida",51804,530459,38129,N,65520,42193,57249,23585,55609,62101,41471,63741,35629
12101,"Pasco County, Florida",45678,184123,48846,60158,59710,50070,44211,37493,59066,52489,31822,55699,25302
12103,"Pinellas County, Florida",43703,401197,27652,32500,55530,39603,46250,22156,47204,54802,33702,58100,30003
12105,"Polk County, Florida",42435,214500,29721,54063,66492,36327,46512,26994,47000,51776,35121,50443,26427
12107,"Putnam County, Florida",32295,25806,21994,-,-,27216,36894,9244,33842,37449,24251,43393,16743
12109,"St. Johns County, Florida",64862,77916,42500,138661,N,82154,64148,15438,71935,76805,43655,81476,32485
12111,"St. Lucie County, Florida",42504,104336,27899,N,48666,37705,46911,15694,45749,47168,40059,50175,25529
12113,"Santa Rosa County, Florida",54843,59584,51734,-,N,45922,56328,35345,58876,65785,45427,65043,24075
12115,"Sarasota County, Florida",48263,170628,18279,45625,63254,42197,50208,40729,53546,58314,41854,60990,30828
12117,"Seminole County, Florida",55058,148259,32404,N,56135,41604,62959,26424,59564,65353,37635,69138,35921
12119,"Sumter County, Florida",52891,49672,28222,-,-,29810,53833,20365,42691,48846,53646,60546,30182
12127,"Volusia County, Florida",40919,200107,32105,19311,45979,35657,42065,25150,42648,46488,35839,50118,26919
13013,"Barrow County, Georgia",56051,23626,40210,-,66705,N,59507,41339,64369,60547,40542,61584,26067
13015,"Bartow County, Georgia",45191,34649,30510,-,-,20558,48802,24904,49857,55036,38063,56632,23357
13021,"Bibb County, Georgia",36327,54441,24179,-,N,29126,53353,16807,35326,39405,39588,44668,26467
13031,"Bulloch County, Georgia",36153,25010,21065,-,46741,N,44055,11045,37451,45639,39558,48735,20805
13045,"Carroll County, Georgia",45682,40898,30874,-,N,31546,50919,21759,47429,51092,36062,55219,21901
13047,"Catoosa County, Georgia",51608,24808,N,-,-,N,51661,19622,58455,57685,36965,59343,21701
13051,"Chatham County, Georgia",45263,103748,33645,N,44904,39620,53979,20551,45991,53031,39622,59553,28641
13057,"Cherokee County, Georgia",64705,76627,65079,-,93142,53750,66162,62925,71611,70485,50168,75679,40492
13059,"Clarke County, Georgia",31551,44541,24740,-,13844,21659,38912,10849,34038,40000,42083,49764,22026
13063,"Clayton County, Georgia",40754,89106,41561,-,51925,33732,37399,16998,36743,50414,34951,44275,29890
13067,"Cobb County, Georgia",63086,266851,52592,N,86861,42422,73628,28574,62201,79464,45272,75099,40715
13073,"Columbia County, Georgia",72167,42147,77256,-,102783,51122,71367,22344,68811,86743,49778,79963,41894
13077,"Coweta County, Georgia",61351,47841,34955,-,N,62611,69573,33156,62240,80239,43612,71464,39165
13089,"DeKalb County, Georgia",49796,268239,39963,N,46722,36551,75622,24811,50981,56992,39102,57273,39490
13095,"Dougherty County, Georgia",30504,34219,26699,-,69766,28398,40698,13574,27454,40046,29948,33237,22196
13097,"Douglas County, Georgia",50281,46770,35971,-,N,37717,61689,23144,49220,55433,46576,60798,31723
13113,"Fayette County, Georgia",81394,37885,86366,63196,96482,48292,81510,51317,86335,97093,58365,92248,39624
13115,"Floyd County, Georgia",37296,33099,20960,-,49817,33549,42013,11672,45595,42304,33672,47355,21323
13117,"Forsyth County, Georgia",86052,64465,61250,-,111792,47484,88030,44123,97028,95676,51959,96766,39484
13121,"Fulton County, Georgia",55914,379281,35607,N,90879,36597,85833,20870,57581,70189,42522,74273,39561
13127,"Glynn County, Georgia",41502,31502,21702,-,N,39284,49094,13918,36442,47993,37621,49305,24498
13135,"Gwinnett County, Georgia",58917,269361,50672,90959,55507,39002,75667,30332,52568,70722,46801,62862,41444
13139,"Hall County, Georgia",44998,60937,32528,N,54199,35057,51432,31097,41729,57131,38710,51687,30493
13151,"Henry County, Georgia",59097,70852,54072,-,55950,48431,65608,40510,58906,70690,38134,65806,34967
13153,"Houston County, Georgia",49660,53186,36638,-,55127,35701,56171,30666,46816,60256,46575,57822,31801
13179,"Liberty County, Georgia",39140,22980,32391,67969,16518,40379,45024,21063,39556,46257,41228,45536,29880
13185,"Lowndes County, Georgia",35317,40848,21976,-,86531,24559,43829,20637,36277,48903,31456,49218,21871
13215,"Muscogee County, Georgia",40499,71861,28065,-,55229,29536,53132,22173,43485,41965,34853,49196,23540
13217,"Newton County, Georgia",54107,33490,54130,-,40181,N,58197,11877,54953,63583,35799,59244,39159
13223,"Paulding County, Georgia",56307,48447,59268,-,-,50635,56150,16762,64532,57492,38352,61776,35767
13245,"Richmond County, Georgia",35649,70968,29472,N,N,35097,43173,24423,30807,40985,39620,43609,25716
13247,"Rockdale County, Georgia",49767,29150,51979,-,67075,29564,48750,16262,47046,59862,39459,56685,40401
13285,"Troup County, Georgia",43642,24412,28560,-,N,48040,50985,9325,42192,54732,34736,50674,30069
13295,"Walker County, Georgia",42018,25077,15619,-,-,14333,44822,16190,51324,41614,32200,54645,20565
13297,"Walton County, Georgia",53233,28817,24280,-,86918,70541,56287,28149,53949,56929,36872,59910,18667
13313,"Whitfield County, Georgia",38126,33892,21277,-,43831,40849,39228,21961,38818,45559,27084,44099,22122
15001,"Hawaii County, Hawaii",48399,64929,19123,N,47489,51728,50212,8803,55952,51350,42718,56131,25415
15003,"Honolulu County, Hawaii",73388,308800,69903,N,77053,60962,77038,35566,72058,92411,59465,85608,46321
15007,"Kauai County, Hawaii",60155,22386,-,-,68536,52250,56138,11110,63949,70196,42324,72430,27807
15009,"Maui County, Hawaii",65558,53946,108079,63576,78799,62830,65000,63723,68355,72386,50955,79411,31936
16001,"Ada County, Idaho",52542,155434,N,26121,70651,50733,53401,20886,57470,67863,39297,66760,29268
16005,"Bannock County, Idaho",42174,30265,-,42129,N,21787,44257,20599,43238,61263,40189,59641,25689
16019,"Bonneville County, Idaho",49884,36806,-,-,56529,34682,50695,30548,49742,61804,35849,54709,31570
16027,"Canyon County, Idaho",41941,65923,75455,N,N,38681,42071,27193,43894,48678,33719,48812,22493
16055,"Kootenai County, Idaho",54919,55836,-,N,N,62125,55392,17717,56653,61645,40916,60858,29624
16083,"Twin Falls County, Idaho",47403,28811,38898,11351,31074,33168,51105,18977,53706,53836,37728,55154,21870
17001,"Adams County, Illinois",41327,27182,9481,-,-,-,42500,12481,47061,52120,32681,55713,19493
17019,"Champaign County, Illinois",45682,78521,24942,N,26003,32323,51882,11337,51457,65708,45201,67312,23993
17031,"Cook County, Illinois",53827,1939894,33067,41886,67916,42731,69098,25536,59562,63987,36124,65555,36715
17037,"DeKalb County, Illinois",52867,37526,15602,-,N,28362,57491,12483,55308,70925,55758,66475,32310
17043,"DuPage County, Illinois",76195,338778,50821,57703,97073,56356,80746,47768,79394,95944,49211,93880,42641
17089,"Kane County, Illinois",72108,171973,49858,51849,86269,48087,81217,38710,74493,85358,47191,82091,40420
17091,"Kankakee County, Illinois",49761,41822,33545,N,70946,42802,54755,27054,51589,65861,32728,58926,31580
17093,"Kendall County, Illinois",74859,37663,25730,-,76985,70551,83720,43940,72514,83186,61093,81070,60303
17097,"Lake County, Illinois",74869,244935,36668,51225,96704,47311,85002,25369,70602,95374,52188,90001,39420
17099,"LaSalle County, Illinois",48552,43647,11546,N,112552,52193,48634,25824,60633,59048,34089,61331,30578
17111,"McHenry County, Illinois",75449,109032,131300,-,86780,55596,76639,29752,77770,92827,41747,87863,34712
17113,"McLean County, Illinois",61846,65231,34803,N,90138,37237,63511,16418,68627,79925,47463,87033,31219
17115,"Macon County, Illinois",45957,44965,22681,N,113233,N,50089,19180,45486,59867,35623,57082,27516
17119,"Madison County, Illinois",54101,107186,31827,84634,N,63080,56418,26546,60145,67166,37803,66963,30069
17143,"Peoria County, Illinois",49391,75671,23729,-,83609,42254,58176,22329,52459,61216,40221,65181,29956
17161,"Rock Island County, Illinois",48159,59810,30366,40423,62048,38545,51966,23031,48834,61511,38815,62051,28163
17163,"St. Clair County, Illinois",48136,103920,26760,N,72746,41780,60381,27856,50227,59749,38350,60305,26388
17167,"Sangamon County, Illinois",55317,82761,24625,-,76064,32062,60591,20083,53716,66985,49282,72816,35298
17179,"Tazewell County, Illinois",56656,54161,N,-,120447,87609,55667,31557,62406,72528,36434,70738,32810
17183,"Vermilion County, Illinois",45089,31482,19225,-,128458,30784,47633,18475,52029,54274,34361,56695,24876
17197,"Will County, Illinois",74397,223508,56232,42150,125749,52814,80310,37947,80808,87362,42367,85236,38762
17199,"Williamson County, Illinois",44418,26724,13145,-,-,78235,44968,33621,51169,50287,34561,54265,25587
17201,"Winnebago County, Illinois",46946,113248,24444,-,51882,38480,51431,21869,50036,56376,36905,55064,29707
18003,"Allen County, Indiana",45006,142535,25635,N,34372,31122,50226,25873,46020,56467,37144,56639,30414
18005,"Bartholomew County, Indiana",52505,30359,N,-,79668,28799,51462,36729,65244,64213,38617,65981,36963
18019,"Clark County, Indiana",50760,42192,40467,-,-,50179,51158,25559,56713,58616,32430,62249,29703
18035,"Delaware County, Indiana",36402,46431,21800,55870,-,20069,37477,17947,41531,49006,34035,51079,21078
18039,"Elkhart County, Indiana",45387,71056,27275,-,73401,41490,47203,37456,44332,51836,36274,50939,28055
18043,"Floyd County, Indiana",57401,28343,25526,38591,102035,34788,61578,24394,68989,72496,42109,76563,30773
18053,"Grant County, Indiana",38665,27003,16646,-,-,39205,40705,14040,35638,48325,36268,49955,27654
18057,"Hamilton County, Indiana",81958,107904,67573,-,100453,62120,81869,29784,83125,101592,55006,102101,42001
18059,"Hancock County, Indiana",65421,26072,-,-,-,71250,62741,78081,85259,67632,43471,77784,26707
18063,"Hendricks County, Indiana",67535,55273,61835,-,37015,34668,68994,37161,72820,71802,51804,72900,43903
18067,"Howard County, Indiana",44265,34435,18750,25327,45705,62877,47122,30151,43942,53906,41644,59289,23941
18081,"Johnson County, Indiana",57245,52838,58024,-,63803,N,59060,31717,59056,75209,42661,67126,32171
18085,"Kosciusko County, Indiana",51221,28649,-,-,73719,47096,51498,36811,51530,65143,31420,63438,28141
18089,"Lake County, Indiana",48302,186553,31460,58208,65887,45645,59114,21137,48732,62330,34664,58571,30482
18091,"LaPorte County, Indiana",46506,42746,27530,33422,-,N,49755,21482,45435,61149,34031,57846,28988
18095,"Madison County, Indiana",40913,51877,27000,-,-,14349,42532,23774,42035,45731,37838,50075,22531
18097,"Marion County, Indiana",41345,361596,29609,36923,49314,26386,50334,26254,42158,49051,32758,50518,30403
18105,"Monroe County, Indiana",41972,53577,41016,-,19375,8730,44903,10351,47375,61695,42450,65914,23677
18109,"Morgan County, Indiana",56664,25704,N,-,-,N,57656,20724,67967,66460,34805,64427,28813
18127,"Porter County, Indiana",63806,62471,52548,N,N,48138,64356,22871,73688,76918,38006,76854,35985
18141,"St. Joseph County, Indiana",40528,103404,21264,26074,47482,36093,43446,18435,40949,55863,29751,51136,26946
18157,"Tippecanoe County, Indiana",47731,68442,19972,-,16435,44167,50511,16567,47858,71398,40000,64109,22836
18163,"Vanderburgh County, Indiana",41102,72659,16059,N,34980,31002,45817,16237,45125,55212,30351,54759,26671
18167,"Vigo County, Indiana",37930,39311,10441,-,N,N,38959,18438,40914,39599,32852,49776,20224
18177,"Wayne County, Indiana",34745,27425,N,-,N,N,36161,8760,40536,48688,28322,49044,20296
19013,"Black Hawk County, Iowa",45666,52312,22254,-,96250,33756,49308,27593,52350,61995,36707,63055,30209
19049,"Dallas County, Iowa",78837,27287,40871,-,128125,29981,81220,29246,82610,90940,46466,92423,41419
19061,"Dubuque County, Iowa",51735,36801,-,-,61571,N,52972,23472,55285,60848,45116,65633,30215
19103,"Johnson County, Iowa",51606,55807,24551,-,40399,39760,54652,23369,58401,78195,43308,84636,31850
19113,"Linn County, Iowa",56151,87137,30418,-,79484,N,57064,28943,67517,69048,37215,74204,32693
