GEO_ID,NAME,Median income (dollars)!!Estimate!!Households,Total!!Estimate!!Households,Median income (dollars)!!Estimate!!One race!!Black or African American,Median income (dollars)!!Estimate!!One race!!American Indian and Alaska Native,Median income (dollars)!!Estimate!!One race!!Asian,Median income (dollars)!!Estimate!!Hispanic or Latino origin (of any race),"Median income (dollars)!!Estimate!!White alone, not Hispanic or Latino",Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!15 to 24 years,Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!25 to 44 years,Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!45 to 64 years,Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!65 years and over,Median income (dollars)!!Estimate!!FAMILIES!!Families,Median income (dollars)!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households
02020,"Anchorage Municipality, Alaska",86654,109584,62390,72093,88149,56223,94648,39874,88540,99478,72078,109002,50173
02090,"Fairbanks North Star Borough, Alaska",72149,36426,52685,N,70469,58273,76010,31842,75629,93990,64938,87886,51972
02170,"Matanuska-Susitna Borough, Alaska",78856,40997,76545,65705,N,80387,81847,59006,84655,98482,60172,91942,47105
04001,"Apache County, Arizona",40628,19875,-,29625,-,68966,64347,19375,40118,45710,36302,49769,18120
04003,"Cochise County, Arizona",56600,49952,90018,54464,40647,48999,58558,34510,64217,67080,43280,69539,34598
04005,"Coconino County, Arizona",64533,55145,N,38316,117036,46656,77451,30004,80594,77451,62020,93699,35403
04013,"Maricopa County, Arizona",76247,1708034,55478,52457,98065,63266,83386,46493,80074,92991,58724,89467,50115
04015,"Mohave County, Arizona",46616,102398,N,56823,65488,37247,46735,47806,54446,54750,40982,58581,24781
04017,"Navajo County, Arizona",49449,40087,-,30373,-,47996,63096,36723,48338,50250,50954,57156,25858
04019,"Pima County, Arizona",60667,433148,53322,41768,57378,52738,67103,37994,68525,71644,53282,76635,37872
04021,"Pinal County, Arizona",70993,155161,60361,73143,87932,70905,71606,53403,85734,80275,55194,79149,38555
04025,"Yavapai County, Arizona",57230,112075,-,N,N,55153,58880,39723,63790,61183,53390,68417,36724
04027,"Yuma County, Arizona",57304,74981,N,56728,103723,53939,61849,38327,63142,68314,50421,62382,42731
05007,"Benton County, Arkansas",78691,106553,70874,60379,113972,67988,80470,48834,88237,91878,50331,87079,47434
05031,"Craighead County, Arkansas",50186,42186,22800,N,56819,N,55395,30009,65406,52389,41371,68477,23728
05045,"Faulkner County, Arkansas",55635,48497,54587,48493,74183,41516,57096,30898,74957,60925,33618,69933,30796
05051,"Garland County, Arkansas",47694,42077,24359,N,-,82600,49195,18825,51240,59816,38540,64610,26318
05069,"Jefferson County, Arkansas",48499,24319,45330,-,N,N,56421,23684,50599,54295,44453,66250,22748
05085,"Lonoke County, Arkansas",63641,27880,38919,-,N,78588,64671,34445,64896,76699,45682,76492,35883
05119,"Pulaski County, Arkansas",52479,172100,40072,54185,107788,33033,73667,45341,53050,65690,48733,72748,36779
05125,"Saline County, Arkansas",67345,49768,66069,-,-,78688,67382,45014,71240,70768,61110,80845,39472
05131,"Sebastian County, Arkansas",47874,51472,51250,N,46834,45298,47919,50132,44774,62016,39069,57141,27134
05143,"Washington County, Arkansas",65125,94220,N,94578,87674,59089,64631,36232,69983,74748,52169,78630,39516
05145,"White County, Arkansas",51402,29359,N,-,N,16202,52342,30472,71919,50442,43983,62105,31623
06001,"Alameda County, California",109729,589180,59817,56989,146259,82011,126060,45439,135967,119470,70844,136940,65916
06007,"Butte County, California",64738,81353,57410,49244,73054,47449,69995,22870,70055,74137,61308,81683,38577
06013,"Contra Costa County, California",111080,411560,72225,98709,133284,88361,125957,61448,120945,139458,80314,127209,66459
06017,"El Dorado County, California",87491,74909,N,79441,119278,67648,89321,35494,87169,129655,71106,118290,55979
06019,"Fresno County, California",63656,322646,47373,63735,74149,53082,77258,42164,65439,75222,47528,70829,40364
06023,"Humboldt County, California",54752,55184,21416,34739,53870,50500,58964,40232,54997,70611,50815,69499,39924
06025,"Imperial County, California",51809,47849,61490,78605,50414,50707,62507,32367,63248,67610,28851,60571,22006
06029,"Kern County, California",58217,282963,40038,66409,79347,51405,69635,40633,61497,71567,42863,64691,35396
06031,"Kings County, California",62155,43143,57895,N,83475,56240,73643,48764,62963,76645,51039,64683,39331
06033,"Lake County, California",61221,27472,65238,N,-,49922,62475,75309,64220,61801,52944,74707,28988
06037,"Los Angeles County, California",77456,3375587,51841,73385,90448,66929,95193,41592,83939,86620,56528,87562,51570
06039,"Madera County, California",63454,44048,11579,137746,113879,50659,74974,52004,61470,73820,53108,72733,25790
06041,"Marin County, California",118209,103378,N,230755,122444,76487,131427,78815,152253,149063,89107,165271,72901
06045,"Mendocino County, California",59444,34273,-,N,N,N,64760,12335,77215,66709,47991,79933,37318
06047,"Merced County, California",53992,84967,N,51083,77652,52236,55077,46772,60986,59150,34224,60114,31928
06053,"Monterey County, California",82163,133224,72827,80985,85364,75340,98176,51005,85429,96951,64237,89478,54320
06055,"Napa County, California",97213,49979,N,N,137288,85376,98875,43855,96921,125960,80610,115538,54840
06057,"Nevada County, California",79519,42679,-,-,145248,69871,78452,31001,99136,95780,62718,100312,42155
06059,"Orange County, California",100559,1077193,88536,81025,103291,81606,110482,52758,106747,117893,74048,113908,63192
06061,"Placer County, California",103659,155945,115366,115893,125449,89214,104988,37170,121641,125974,68339,119835,54476
06065,"Riverside County, California",79024,765673,72465,78514,93213,73561,81596,51775,83711,94797,55608,87589,41146
06067,"Sacramento County, California",80063,571949,57852,76909,90217,71698,85337,44663,86319,92530,58302,94655,52032
06069,"San Benito County, California",101923,20307,-,N,208424,95233,111500,-,107408,118605,75502,125002,51818
06071,"San Bernardino County, California",74846,675929,60999,73014,94059,71385,80927,49565,77566,86804,53961,81463,45423
06073,"San Diego County, California",91003,1162896,58098,64808,107183,72130,102315,51521,99437,104189,66704,104115,60923
06075,"San Francisco County, California",121826,350796,46163,53848,104573,75458,165332,63392,173521,120513,56248,150429,91445
06077,"San Joaquin County, California",80681,241760,64800,85393,89561,76195,88569,46092,81987,96504,59763,89393,42887
06079,"San Luis Obispo County, California",80615,107571,73160,N,76002,67093,82189,30417,94012,99415,67753,100804,51915
06081,"San Mateo County, California",131796,264135,86828,96080,154343,95259,146928,49196,160021,156178,81943,157287,74176
06083,"Santa Barbara County, California",84846,150550,85300,N,85954,74253,96358,31188,84054,106630,71051,95634,53681
06085,"Santa Clara County, California",141562,650593,85345,79304,181964,89201,147893,86532,168169,164845,77828,161586,92037
06087,"Santa Cruz County, California",93933,97353,167888,120276,101056,76250,107468,45958,109688,123961,76116,118352,62642
06089,"Shasta County, California",61125,71506,N,N,61128,67592,60303,37324,71932,74171,49093,77558,41491
06095,"Solano County, California",87770,157617,66064,67533,105871,76532,95373,41051,93986,101811,67950,100378,51421
06097,"Sonoma County, California",94295,190586,110279,62112,94928,79265,100360,58450,102359,114041,71231,114212,55120
06099,"Stanislaus County, California",73982,174209,39799,81366,94413,68348,81371,60398,73793,89313,59280,82514,45354
06101,"Sutter County, California",64251,33655,65475,44566,69145,54399,69365,36467,66783,65145,57248,69417,41618
06103,"Tehama County, California",48810,23950,36636,61573,N,60186,46478,23624,59055,54271,41257,61269,23326
06107,"Tulare County, California",58209,143541,55106,62815,65227,52179,70174,42169,60587,65669,46816,60316,39506
06111,"Ventura County, California",96454,279168,61163,63854,123690,77536,105999,63712,101411,112735,72955,110108,61029
06113,"Yolo County, California",78146,76844,38850,58765,76020,68049,84850,26677,88334,105535,53962,101639,39971
06115,"Yuba County, California",63303,27942,72981,68670,45927,58500,64462,50910,67330,62147,44860,63972,N
08001,"Adams County, Colorado",81258,183023,46410,62864,102730,70326,90408,51797,89683,89286,54027,93193,50667
08005,"Arapahoe County, Colorado",84386,250041,53677,59921,88063,65750,95866,47125,90375,99863,64898,109348,51680
08013,"Boulder County, Colorado",90168,135607,101951,88750,115739,70150,93665,35827,101337,123021,68439,128485,54445
08014,"Broomfield County, Colorado",107638,30161,146283,-,114965,90448,105188,46120,127017,131190,60598,129412,65208
08031,"Denver County, Colorado",81630,326634,55865,56129,82544,63771,93869,53494,91734,83946,54834,105365,63720
08035,"Douglas County, Colorado",129299,136238,84252,47099,142396,95186,131848,65640,136935,152390,89217,147897,80409
08041,"El Paso County, Colorado",79427,282904,69451,53360,71865,65121,84406,48971,80888,100646,62458,93669,50478
08059,"Jefferson County, Colorado",94549,239823,70801,51696,93442,71517,98387,51329,106061,113033,64068,116398,57162
08069,"Larimer County, Colorado",78109,152123,N,125227,70625,63740,80729,45126,88725,105697,61756,105824,49072
08077,"Mesa County, Colorado",64055,63796,-,112654,119472,48373,66218,37848,68168,83190,51496,81654,36965
08101,"Pueblo County, Colorado",56689,69078,63796,N,109241,55313,58012,25357,69483,63160,43119,73718,27359
08123,"Weld County, Colorado",85290,119502,N,61677,86541,64772,94773,54498,92739,101725,55813,97477,48316
09001,"Fairfield County, Connecticut",100810,357271,65387,88385,147344,61184,124236,52913,107575,127582,66567,127281,49975
09003,"Hartford County, Connecticut",80069,360140,58425,35428,120332,51303,92843,41391,88847,97476,53503,103601,46171
09005,"Litchfield County, Connecticut",84978,77106,N,-,126890,69711,86929,67108,89629,102572,63553,102262,50936
09007,"Middlesex County, Connecticut",94887,69789,38088,-,73819,90503,97426,36710,105455,108965,74235,117142,55705
09009,"New Haven County, Connecticut",75295,349089,55754,82418,67666,51361,88101,35329,79739,94652,57667,98813,40157
09011,"New London County, Connecticut",78828,110950,45448,N,107211,69778,80698,42442,84419,101868,60000,102023,50041
09013,"Tolland County, Connecticut",82778,58244,N,-,104731,46049,83990,21169,89926,122981,61584,107356,36476
09015,"Windham County, Connecticut",72068,45724,N,-,N,42157,76257,46197,67143,98539,58298,88942,39193
10001,"Kent County, Delaware",64308,70167,58155,N,N,57405,68902,47561,67091,77266,56540,76044,45159
10003,"New Castle County, Delaware",73854,220758,58948,N,116438,60277,81967,36328,79979,86408,57857,96197,45920
10005,"Sussex County, Delaware",70556,104731,41237,53796,101461,47055,75233,37063,68002,80050,67385,84329,44290
11001,"District of Columbia, District of Columbia",90088,319565,52812,N,110029,89612,145975,42297,110168,89183,60159,136184,76236
12001,"Alachua County, Florida",56445,108189,40052,37635,81543,56741,62303,21921,63044,75355,57478,86547,33100
12005,"Bay County, Florida",60557,79532,46015,61918,49895,61398,65674,61772,53290,68929,54812,70172,46693
12009,"Brevard County, Florida",65333,254314,46910,52116,76800,63054,67929,38309,73716,77538,48987,79906,39129
12011,"Broward County, Florida",65747,747715,53928,65060,93408,65073,72411,51156,72164,78898,42346,78917,42046
12015,"Charlotte County, Florida",59285,88988,30773,N,114386,39798,60500,36744,63462,67075,56248,68895,35517
12017,"Citrus County, Florida",47197,68269,40461,N,N,37477,48506,68750,63252,45715,43481,62890,33827
12019,"Clay County, Florida",76679,80459,69016,-,108690,94303,77855,19503,83828,80807,65750,85196,49690
12021,"Collier County, Florida",74215,163943,61416,N,64539,57356,87804,29734,63363,92014,75533,89814,49010
12023,"Columbia County, Florida",54077,27545,42725,-,N,N,62204,55953,55485,58166,49209,70523,36880
12031,"Duval County, Florida",59980,406301,41931,60143,77961,52494,71886,42792,61121,72768,48602,74128,41776
12033,"Escambia County, Florida",54228,126980,34290,70236,55144,61761,61577,45712,55583,65932,44751,65297,36302
12035,"Flagler County, Florida",62618,48187,37297,-,N,77188,64363,125702,75319,68211,55484,73684,37487
12053,"Hernando County, Florida",56868,81497,52188,75333,77544,49853,57149,34715,64595,70477,49369,68025,34134
12055,"Highlands County, Florida",48564,46166,29586,-,N,35026,54163,18896,69057,49969,43478,60068,25815
12057,"Hillsborough County, Florida",65905,578259,48820,38465,96049,54849,79824,36192,69659,81672,48153,81290,44396
12061,"Indian River County, Florida",58972,69974,52248,-,69405,50545,62681,24968,54018,61237,60140,70571,40512
12069,"Lake County, Florida",64795,156435,50700,-,78476,71775,65353,31845,72181,75551,51351,80282,33789
12071,"Lee County, Florida",66256,320466,48722,25971,74286,58776,70257,38603,70711,73239,58104,76566,37141
12073,"Leon County, Florida",58118,121423,39772,-,83838,67997,69173,31888,60682,81169,56004,85256,37637
12081,"Manatee County, Florida",68172,163520,46734,N,76988,60271,70779,34786,77380,83142,58580,86156,40647
12083,"Marion County, Florida",55161,157348,57360,N,53760,44047,55437,57892,60256,69680,46051,63914,31345
12085,"Martin County, Florida",64625,69719,35306,-,103667,41678,68822,32442,73771,81986,52636,81087,36542
12086,"Miami-Dade County, Florida",59044,963477,46496,54342,84575,57502,81630,39499,66635,68003,35561,66634,36007
12087,"Monroe County, Florida",68563,36078,89960,-,141587,59257,73401,41942,74701,75742,65246,86593,51868
12089,"Nassau County, Florida",75981,40276,67979,N,N,104191,78495,68208,73202,102706,62361,84073,52081
12091,"Okaloosa County, Florida",69823,84497,50128,N,42481,70121,79463,46079,74814,85520,59197,87924,45845
12095,"Orange County, Florida",64833,512496,45506,71359,85019,55125,87026,30188,67598,78253,47679,76210,43855
12097,"Osceola County, Florida",60585,133330,45831,-,70445,54053,70960,47560,56455,72670,44892,65586,39744
12099,"Palm Beach County, Florida",70002,595447,52098,46273,74075,63698,78442,31367,76407,81734,57606,87614,44434
12101,"Pasco County, Florida",59470,230060,67944,N,91892,72525,56185,50027,75778,68854,42209,77137,34236
12103,"Pinellas County, Florida",61947,419798,42502,58678,83976,54645,64968,37008,71078,77277,46967,84494,41288
12105,"Polk County, Florida",56379,276469,45678,54073,71120,54044,59961,41900,63160,69195,41810,66241,35198
12107,"Putnam County, Florida",33370,29765,18206,-,-,29743,38037,53630,41520,31992,30471,45070,23996
12109,"St. Johns County, Florida",91602,109147,90368,-,146976,89005,89740,37270,108003,117876,66916,110092,50698
12111,"St. Lucie County, Florida",62797,131235,52225,59571,66935,65442,66740,54026,67878,70647,49430,73435,35969
12113,"Santa Rosa County, Florida",82059,71722,90707,30561,103294,74122,83412,72816,84639,89685,62692,92360,48837
12115,"Sarasota County, Florida",71761,204018,61500,75372,54951,72861,72164,68791,80780,82089,62374,89518,45016
12117,"Seminole County, Florida",70236,188239,50385,N,120122,58077,77312,45538,76054,86142,52124,87954,47221
12119,"Sumter County, Florida",64608,68792,27207,-,N,65017,65378,6981,63001,69241,64802,80598,43920
12127,"Volusia County, Florida",58380,243344,43049,N,52239,56730,60212,41581,63907,69281,47275,70165,34951
12131,"Walton County, Florida",61787,33941,18013,-,-,N,60898,60903,43121,82321,46657,83567,41073
13013,"Barrow County, Georgia",65273,30194,69375,N,77631,57299,67045,82586,63715,75625,53387,75042,43905
13015,"Bartow County, Georgia",71523,38903,83242,-,N,58929,75174,61230,82569,82108,46267,83605,40159
13021,"Bibb County, Georgia",48176,57677,32349,-,44865,39702,74863,32658,42855,62566,43101,63420,32669
13031,"Bulloch County, Georgia",57656,29318,30575,-,N,34267,67430,42359,66260,58050,51025,66823,37291
13045,"Carroll County, Georgia",58473,43859,34392,-,67661,47023,66655,46010,51899,70195,50473,70998,34426
13047,"Catoosa County, Georgia",65576,26864,33818,-,N,N,65040,18911,67152,97383,39402,71886,36199
13051,"Chatham County, Georgia",61843,121028,53446,N,52773,50770,73994,50065,61328,80704,55002,75800,41916
13057,"Cherokee County, Georgia",96267,100023,73271,N,N,49066,103558,61758,101812,118941,64015,111783,57572
13059,"Clarke County, Georgia",50447,55332,45042,-,35255,55758,57141,29320,58103,69483,65006,78352,33042
13063,"Clayton County, Georgia",51233,106249,50367,22523,60270,55453,58850,36130,46848,63839,43963,60221,33038
13067,"Cobb County, Georgia",88029,292841,67283,N,110830,68865,102348,39637,97110,101671,63400,107256,55963
13073,"Columbia County, Georgia",84220,51178,81741,-,96667,59883,94077,38429,72259,124272,52571,106007,41507
13077,"Coweta County, Georgia",84788,55729,79572,-,121010,108486,86135,80906,86792,102445,56688,93187,39882
13089,"DeKalb County, Georgia",70985,273981,57374,N,90405,52457,103745,35990,72342,84773,51713,91456,51349
13095,"Dougherty County, Georgia",42067,34835,36815,-,83263,85167,49231,26553,42172,45968,40165,53280,30524
13097,"Douglas County, Georgia",65046,51441,62177,-,42628,107509,67496,19512,66169,77454,43752,80111,43191
13103,"Effingham County, Georgia",74460,23373,65512,-,-,87416,78543,27249,85580,87429,46250,88119,26246
13113,"Fayette County, Georgia",90806,43689,70771,-,79346,53688,98719,4446,97937,110483,68346,98150,42657
13115,"Floyd County, Georgia",60825,35417,24670,-,49983,68380,63797,45902,62331,62938,50570,71950,39891
13117,"Forsyth County, Georgia",118814,86475,96569,84211,159927,102202,112195,65524,130580,143389,68715,128963,61103
13121,"Fulton County, Georgia",83192,467735,52667,52201,120172,84091,118548,37818,85296,102846,57222,109159,61281
13127,"Glynn County, Georgia",61984,34137,42873,-,131309,29269,70074,46355,71045,67477,46201,66537,43020
13135,"Gwinnett County, Georgia",74622,323014,67395,49964,67404,56893,94150,44952,69036,93022,56156,85344,43882
13139,"Hall County, Georgia",66719,72454,50430,N,61214,63397,73656,31071,75504,73723,54547,77927,34821
13151,"Henry County, Georgia",74614,84978,74777,48276,92541,80526,71166,23766,79655,80813,52677,82817,52710
13153,"Houston County, Georgia",72848,60815,52904,87988,137639,71629,82647,25816,69090,83868,65253,79243,51067
13157,"Jackson County, Georgia",72116,25272,20243,-,165234,53999,79250,96088,83353,71628,60117,79829,27494
13179,"Liberty County, Georgia",48624,23883,46870,-,38993,48769,52113,34984,47138,72612,39381,51655,33531
13185,"Lowndes County, Georgia",42242,45139,23428,N,N,34355,61498,21899,50993,50440,44218,61500,24861
13215,"Muscogee County, Georgia",52734,82663,40267,-,96673,41389,70195,37059,48004,64088,48413,63810,34847
13217,"Newton County, Georgia",75589,41515,66163,-,N,41727,82121,27451,73370,89569,51136,85293,44442
13223,"Paulding County, Georgia",93815,58025,96043,-,150769,83442,94127,71000,97054,108367,56216,102124,57730
13245,"Richmond County, Georgia",48048,74476,42756,-,88839,78377,51841,35966,48073,52845,45378,52058,34874
13247,"Rockdale County, Georgia",66267,33141,73497,N,N,35679,66750,51513,60456,85085,49036,77680,48174
13255,"Spalding County, Georgia",54585,25696,35170,-,-,35638,63185,46243,54346,67571,45529,59671,28894
13285,"Troup County, Georgia",49187,26768,41813,-,N,N,55842,-,46413,60075,48617,62237,37500
13295,"Walker County, Georgia",43672,26315,40139,-,-,35749,44487,51032,60875,50972,32367,65158,25690
13297,"Walton County, Georgia",73151,35628,57123,-,39604,N,74997,36954,71121,100602,45299,81363,38545
13313,"Whitfield County, Georgia",55519,35746,36250,29014,28483,62751,53474,33702,62571,66161,34481,67852,25009
15001,"Hawaii County, Hawaii",69473,72194,N,76576,80828,57887,67987,77603,75406,73162,59960,80793,39171
15003,"Honolulu County, Hawaii",90704,338093,67769,N,93345,79080,93450,58827,91775,107415,79885,108251,53676
15007,"Kauai County, Hawaii",80582,23464,-,-,87061,72591,85090,34322,76973,82527,80048,91147,38673
15009,"Maui County, Hawaii",76273,56319,113009,19504,82665,75243,73189,48607,71182,86522,70935,94279,43592
16001,"Ada County, Idaho",79279,196255,58420,146023,102546,60898,81004,42043,87715,89722,55405,96322,49165
16005,"Bannock County, Idaho",60736,33557,70475,81745,N,44254,61838,33033,71908,71417,49017,80091,36038
16019,"Bonneville County, Idaho",68614,42905,-,57614,N,60948,74156,57232,71599,79028,56624,78549,51229
16027,"Canyon County, Idaho",64314,82667,65278,117849,115455,61292,70536,49831,66854,83704,44034,77460,33797
16055,"Kootenai County, Idaho",67593,67771,-,N,N,58592,69215,66898,75740,86056,49815,83672,39658
16083,"Twin Falls County, Idaho",52880,34311,-,N,47852,37935,59396,32929,65780,60630,41343,68017,28157
17019,"Champaign County, Illinois",56847,84248,37488,-,47742,33918,72271,15169,61972,78067,62536,86919,35965
17031,"Cook County, Illinois",72092,2072143,42555,53750,88984,64413,91362,40672,81379,82388,48567,90560,48005
17037,"DeKalb County, Illinois",65615,38916,21043,-,N,61931,71813,21863,66410,87008,58056,81187,36559
17043,"DuPage County, Illinois",99577,350639,49318,82275,117355,72357,106079,49059,106258,121713,70217,121894,57924
17089,"Kane County, Illinois",91336,183427,56328,81781,92597,73691,104394,47981,96276,112976,61449,107264,47489
17091,"Kankakee County, Illinois",63364,41020,27809,-,N,67939,69109,60974,65694,87797,45081,71080,37056
17093,"Kendall County, Illinois",91560,44208,72447,N,103464,90515,97048,-,79266,111847,55542,99799,60840
17097,"Lake County, Illinois",95796,254744,53288,75884,122447,71002,109054,33964,90221,121947,71427,116817,51566
17099,"LaSalle County, Illinois",64673,44972,N,-,80271,56918,66194,38526,70846,89082,44213,80179,33684
17111,"McHenry County, Illinois",91887,116768,37102,66482,101420,75630,93242,23307,96373,112723,59339,106025,46265
17113,"McLean County, Illinois",69612,69263,31844,81779,98532,65478,72742,17370,74775,94432,56353,102510,38592
17115,"Macon County, Illinois",46807,43914,22634,-,N,39334,57706,28901,47216,62327,42217,73254,33515
17119,"Madison County, Illinois",65663,109818,40235,100350,61679,58314,68827,39074,73495,78561,49171,84985,41424
17143,"Peoria County, Illinois",55949,79307,30447,-,N,47192,64062,16451,60756,62702,49767,73237,35106
17161,"Rock Island County, Illinois",57895,60187,40134,77661,68417,45795,62467,36250,52427,71730,51250,73717,35993
17163,"St. Clair County, Illinois",67530,98926,43933,147973,67375,71021,73045,24108,77028,72650,51547,85392,38530
17167,"Sangamon County, Illinois",68466,84414,16499,-,94169,64011,74329,30758,64413,81047,61184,89220,46596
17179,"Tazewell County, Illinois",63621,55208,-,-,N,41207,64228,40629,70287,82117,47444,83860,38521
17183,"Vermilion County, Illinois",49091,29007,27173,-,56218,68771,52443,36272,50984,59812,40823,63146,34908
17197,"Will County, Illinois",93752,242530,74496,80024,124126,68505,100799,44161,96525,115782,63637,107738,51954
17199,"Williamson County, Illinois",54859,27361,N,-,153651,N,56658,22262,73019,71756,38501,73930,33898
17201,"Winnebago County, Illinois",56132,115282,35763,88448,111957,44531,60473,32649,63634,68832,43446,73498,32722
18003,"Allen County, Indiana",62542,154866,34397,46763,62507,50984,67286,43121,66119,73083,51019,76384,40474
18005,"Bartholomew County, Indiana",73564,32518,92260,-,91094,67096,70922,47420,81821,99238,49882,84927,46108
18011,"Boone County, Indiana",98867,28048,218157,-,N,141280,96323,83028,109765,118367,61521,120184,61239
18019,"Clark County, Indiana",62231,50153,22319,N,38649,69693,64727,41852,71277,76417,43148,76271,36654
18035,"Delaware County, Indiana",50497,45977,23841,-,N,36814,51079,29304,55181,62773,42482,62517,29709
18039,"Elkhart County, Indiana",60143,69015,43010,67222,46199,59151,63725,41755,60784,70619,43482,71093,36892
18043,"Floyd County, Indiana",66596,30846,33852,-,N,32414,69651,83750,63994,79156,53893,81146,36291
18053,"Grant County, Indiana",49401,26342,N,-,-,N,50302,44809,50400,63307,40798,63359,29237
18057,"Hamilton County, Indiana",102452,132255,81815,-,147268,81456,102673,44252,112972,122863,59570,128699,54707
18059,"Hancock County, Indiana",79182,32661,-,-,-,132830,79315,36250,85391,92776,60059,86873,35070
18063,"Hendricks County, Indiana",89228,65751,77809,46393,128542,N,90953,60341,103530,108546,60204,104447,52554
18067,"Howard County, Indiana",55088,36530,29964,-,41076,43491,59611,37788,53955,67278,52583,72733,31937
18081,"Johnson County, Indiana",78697,62116,N,-,N,N,76790,47938,85409,98041,55936,89072,40654
18085,"Kosciusko County, Indiana",65540,31523,33951,-,106094,95250,63342,50792,64481,86904,43888,81783,36208
18089,"Lake County, Indiana",61443,192256,41472,65986,103865,59498,72816,31103,62547,81316,47744,76202,34133
18091,"LaPorte County, Indiana",63714,43445,41911,-,165391,59068,64910,60767,69036,74286,49175,73995,38585
18095,"Madison County, Indiana",53785,53910,N,77696,58816,66696,55318,41636,61681,64611,40778,67312,31189
18097,"Marion County, Indiana",58560,394717,45549,30248,82268,55162,66186,38378,62058,66575,46383,72485,43070
18105,"Monroe County, Indiana",51945,56714,37472,-,25288,43345,55423,12904,63320,68033,58794,86870,28138
18109,"Morgan County, Indiana",67848,26821,-,-,N,-,69277,60075,78244,74869,45192,75236,39373
18127,"Porter County, Indiana",80547,68266,N,93135,88432,41204,84313,31739,87326,94888,54368,92660,40338
18141,"St. Joseph County, Indiana",59189,107076,37882,N,71544,57313,62825,37065,66296,64865,44968,78896,34313
18157,"Tippecanoe County, Indiana",52617,73525,30801,25338,23862,57403,57295,20158,55855,74713,52429,79151,31859
18163,"Vanderburgh County, Indiana",53171,79215,36552,-,101141,34813,54345,38237,64521,61546,39293,69282,34708
18167,"Vigo County, Indiana",46802,42140,36336,-,69801,N,47418,20254,47923,60309,40022,63921,29795
