GEO_ID,NAME,Median income (dollars)!!Estimate!!Households,Total!!Estimate!!Households,Median income (dollars)!!Estimate!!One race!!Black or African American,Median income (dollars)!!Estimate!!One race!!American Indian and Alaska Native,Median income (dollars)!!Estimate!!One race!!Asian,Median income (dollars)!!Estimate!!Hispanic or Latino origin (of any race),"Median income (dollars)!!Estimate!!White alone, not Hispanic or Latino",Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!15 to 24 years,Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!25 to 44 years,Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!45 to 64 years,Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!65 years and over,Median income (dollars)!!Estimate!!FAMILIES!!Families,Median income (dollars)!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households
18177,"Wayne County, Indiana",50138,26452,N,-,64226,N,52600,49133,62102,54378,42654,62374,26900
19013,"Black Hawk County, Iowa",60264,53951,50231,45212,N,40720,61899,34880,68745,69271,50257,79879,35470
19049,"Dallas County, Iowa",90750,41681,N,-,172163,57580,97077,56706,92005,106602,68922,116401,44815
19061,"Dubuque County, Iowa",75590,40482,36346,-,127578,46167,76367,31416,91190,90131,49864,91991,40197
19103,"Johnson County, Iowa",67134,61301,34544,-,94707,49561,75202,27005,84479,94674,59322,115488,42904
19113,"Linn County, Iowa",69420,94884,51271,-,88112,35665,70703,39076,75835,75130,54200,86130,38849
19153,"Polk County, Iowa",73292,203390,46432,N,78515,56983,77082,46811,78904,88911,49270,91213,46299
19155,"Pottawattamie County, Iowa",66542,37930,47514,-,-,70682,68556,40210,69403,87991,48536,85321,39048
19163,"Scott County, Iowa",65566,72128,29563,N,N,41398,72099,41654,65385,94609,48648,86890,42141
19169,"Story County, Iowa",63774,38868,64150,15220,40813,34292,67205,27179,72465,101884,60909,108427,37404
19193,"Woodbury County, Iowa",59376,41327,34606,N,117257,59468,62594,49389,64576,71828,46544,73280,38579
20015,"Butler County, Kansas",71274,24545,-,N,-,51366,72050,20632,75179,102210,48434,87282,36333
20045,"Douglas County, Kansas",56576,49759,50153,74583,N,53160,61207,22241,57201,70683,52622,84321,34881
20091,"Johnson County, Kansas",92945,245646,52037,24274,123884,77265,94928,45960,102611,116653,64700,116673,53362
20103,"Leavenworth County, Kansas",83028,29963,95097,-,48716,53347,86235,40289,70822,97108,79699,96912,45013
20161,"Riley County, Kansas",57335,27866,N,N,N,57488,57667,22985,78716,56741,72271,88824,29492
20173,"Sedgwick County, Kansas",60364,203656,33203,N,72752,50105,64419,35315,63156,73808,46744,74480,33847
20177,"Shawnee County, Kansas",55499,74908,45984,N,103808,43818,61348,32446,65494,70265,41704,76863,35876
20209,"Wyandotte County, Kansas",55605,62538,42584,73750,82286,53124,65866,25328,65969,61735,41467,66241,34772
21015,"Boone County, Kentucky",83877,50728,67002,-,125038,69997,84444,59867,89414,104474,50860,100170,48757
21029,"Bullitt County, Kentucky",68269,30979,-,-,-,N,68864,40057,77860,78405,45699,76278,39799
21037,"Campbell County, Kentucky",71701,39048,26032,-,73663,81063,72231,46868,92608,87955,47773,98323,41615
21047,"Christian County, Kentucky",47754,25317,30844,-,-,70215,45138,31333,51752,50861,37579,54739,27454
21059,"Daviess County, Kentucky",59307,41246,76849,-,N,36042,59767,52706,75700,74401,42913,79302,36605
21067,"Fayette County, Kentucky",60942,139303,40481,N,84748,52997,66152,21766,68142,73476,55943,83918,38505
21093,"Hardin County, Kentucky",61089,42714,48684,-,64251,89504,62877,56032,69081,76690,44636,74485,44070
21111,"Jefferson County, Kentucky",60561,331104,38988,"2,500-",77579,42043,69629,35110,67188,72748,47931,77940,39705
21117,"Kenton County, Kentucky",70171,68073,52346,N,106892,44795,72851,42337,85576,73690,51884,83559,47935
21145,"McCracken County, Kentucky",64082,25531,30490,-,N,N,69292,50694,65439,81657,44452,74356,36998
21151,"Madison County, Kentucky",52425,36052,N,-,N,39895,52443,38385,55269,76011,46933,68073,26986
21185,"Oldham County, Kentucky",110041,22895,59131,-,N,N,113492,59464,122104,136172,65595,126113,40687
21199,"Pulaski County, Kentucky",44561,25509,-,-,-,-,44940,26082,57075,45964,28973,56433,17067
21227,"Warren County, Kentucky",59752,53093,26819,-,36365,39668,66159,25549,60835,71980,55272,70966,32340
22005,"Ascension Parish, Louisiana",72662,48129,41855,-,115756,58957,85133,41689,74801,106277,43825,85632,32498
22015,"Bossier Parish, Louisiana",59041,49418,37557,64008,28750,N,62175,48115,61455,75759,40649,78470,31209
22017,"Caddo Parish, Louisiana",44022,96369,32408,N,N,75938,60313,30912,43027,53999,40231,56128,32374
22019,"Calcasieu Parish, Louisiana",58020,71511,36161,-,N,73698,69870,30097,68880,78130,36375,72668,32566
22033,"East Baton Rouge Parish, Louisiana",51432,175731,38602,71394,67688,49201,75295,30718,52523,71452,46614,71197,36171
22045,"Iberia Parish, Louisiana",49447,25440,26899,-,50974,48186,59206,41442,69911,57889,36258,60427,27481
22051,"Jefferson Parish, Louisiana",56282,179775,40168,38460,66942,55396,63339,29995,57731,67013,45661,70741,34880
22055,"Lafayette Parish, Louisiana",59093,97877,31622,111185,72868,56250,70765,17301,65169,65730,45750,74340,33820
22057,"Lafourche Parish, Louisiana",59637,38111,16434,N,-,57043,65313,21754,76429,79196,28993,75490,22013
22063,"Livingston Parish, Louisiana",75682,51960,66033,-,-,N,82955,55203,100760,85657,42411,85235,42558
22071,"Orleans Parish, Louisiana",46942,158827,30292,57150,82313,60358,83727,20607,50734,56164,36658,68102,33243
22073,"Ouachita Parish, Louisiana",47400,61594,26987,N,43750,N,60208,16210,50147,59718,31199,55853,25337
22079,"Rapides Parish, Louisiana",45183,48405,29941,45233,N,47027,56695,32002,51943,51815,39981,54823,30650
22097,"St. Landry Parish, Louisiana",38599,32213,29858,-,N,N,50743,23179,48034,40899,28552,46746,21533
22103,"St. Tammany Parish, Louisiana",66582,103543,52849,N,45528,56484,72346,27275,70659,84598,50311,81191,40721
22105,"Tangipahoa Parish, Louisiana",52872,49915,33046,-,-,46145,64155,21696,64643,67971,40945,70043,25431
22109,"Terrebonne Parish, Louisiana",63100,43996,35131,77566,N,49391,70219,49058,69208,65847,41347,68004,31439
23001,"Androscoggin County, Maine",62958,46323,44150,-,34071,63736,63988,36973,73239,73082,41317,78238,39052
23003,"Aroostook County, Maine",52849,30220,-,50625,-,90663,53651,41142,58281,64952,38102,65208,30694
23005,"Cumberland County, Maine",80982,129977,30888,N,60162,83662,82346,59372,93035,94562,56124,108125,48101
23011,"Kennebec County, Maine",60528,53803,-,N,N,N,60468,45630,76725,76606,39500,72404,35685
23019,"Penobscot County, Maine",56250,65441,43080,88246,N,N,55531,27063,63842,68547,37741,78490,31008
23031,"York County, Maine",73875,90907,70404,-,132519,66402,74239,67715,89539,90658,50519,90182,43425
24001,"Allegany County, Maryland",48888,28535,50961,N,-,-,49969,21530,53612,54463,44589,69571,29300
24003,"Anne Arundel County, Maryland",107823,225064,93438,47016,96875,78230,118502,61180,112699,129673,78507,125459,71921
24005,"Baltimore County, Maryland",80453,332529,68813,N,96907,71565,89217,29870,86589,99326,57089,101657,50256
24009,"Calvert County, Maryland",122266,33994,82588,N,153325,182412,126919,66982,135512,146392,78971,140970,62653
24013,"Carroll County, Maryland",102476,64161,108095,N,91327,82736,104066,50525,120912,130494,65579,121321,51339
24015,"Cecil County, Maryland",75692,41000,52873,-,28787,63849,81663,83116,92294,88795,48627,84851,49572
24017,"Charles County, Maryland",105493,59481,116452,-,69942,101302,98365,91512,104632,120322,70298,121376,54805
24021,"Frederick County, Maryland",104780,103685,73492,-,142143,71337,112166,57172,111020,127494,72454,125767,60868
24025,"Harford County, Maryland",96328,101196,72331,-,127866,77976,99938,60697,106756,105401,71339,112614,53532
24027,"Howard County, Maryland",133267,120546,103477,-,153194,101511,146031,53300,128442,162729,102831,152247,77421
24031,"Montgomery County, Maryland",112854,388396,83194,108780,123183,86302,142695,46720,112362,135020,92882,139174,72305
24033,"Prince George's County, Maryland",90182,346127,87764,90849,105242,86888,104263,50245,84825,109441,72947,104899,60655
24037,"St. Mary's County, Maryland",108397,42078,70348,-,104664,114708,112139,49226,121440,135081,58986,127098,71363
24043,"Washington County, Maryland",65367,60215,36599,75571,65659,51820,69595,16176,72023,78134,51407,85355,37005
24045,"Wicomico County, Maryland",63333,40577,46631,-,N,67955,65690,49694,76194,74359,52866,83073,36503
24510,"Baltimore city, Maryland",54652,254370,42825,26331,55910,62500,84106,32486,64265,57402,35757,68178,42065
25001,"Barnstable County, Massachusetts",83537,104733,71132,45654,92170,85361,84745,42522,82518,115642,67050,110803,46743
25003,"Berkshire County, Massachusetts",60749,57765,40881,78659,63621,78060,60829,26683,63833,77932,46966,82500,31986
25005,"Bristol County, Massachusetts",73102,233531,76752,58196,104286,45872,78907,52831,84166,91660,45893,95399,38680
25009,"Essex County, Massachusetts",87433,309972,77350,67500,144318,53393,100026,72948,97719,102525,58950,107468,47932
25011,"Franklin County, Massachusetts",69771,30374,62930,-,N,88635,70283,80194,64601,86008,59482,87881,39458
25013,"Hampden County, Massachusetts",61747,184544,49755,105190,60901,29752,73469,41827,66756,73540,42280,77784,36281
25015,"Hampshire County, Massachusetts",77495,60870,N,124145,84042,60562,78045,53313,89223,101736,61708,104035,43415
25017,"Middlesex County, Massachusetts",112764,632831,75181,25478,141891,76788,117647,62477,131598,138283,66195,145784,68260
25021,"Norfolk County, Massachusetts",115357,280067,86335,-,116963,107413,118951,50146,128996,147210,70608,146764,63441
25023,"Plymouth County, Massachusetts",100082,202084,69026,56526,110570,82070,103577,36534,114074,126610,63851,122782,51803
25025,"Suffolk County, Massachusetts",78155,315257,57197,36364,61093,47030,104420,38467,102176,80504,38971,90804,63204
25027,"Worcester County, Massachusetts",84952,333435,77561,92043,103294,55514,89831,46782,89895,107999,52284,106425,45043
26005,"Allegan County, Michigan",74371,44479,N,55590,N,71164,75269,33393,78229,91240,56696,84582,36949
26017,"Bay County, Michigan",56911,45487,N,-,-,N,58019,46054,68771,62976,41351,73415,33689
26021,"Berrien County, Michigan",57535,65764,29050,63785,93125,62056,61869,31869,63808,70185,46171,76386,34727
26025,"Calhoun County, Michigan",55192,53482,31166,N,N,45764,59073,40235,61307,70491,47046,72379,32188
26037,"Clinton County, Michigan",76534,30952,47063,128884,N,91383,77961,23617,90144,82200,62595,93025,43215
26045,"Eaton County, Michigan",70133,45137,51926,41419,N,72629,71591,42500,74722,79507,60170,87255,40152
26049,"Genesee County, Michigan",52025,167895,35019,57254,72647,53492,57267,33699,54822,59390,45699,67951,34827
26055,"Grand Traverse County, Michigan",65651,40083,83389,N,N,N,65422,36521,79639,76732,48843,80145,41584
26065,"Ingham County, Michigan",57226,115752,34805,60679,82736,46070,63230,24378,62041,69402,51241,83194,34820
26067,"Ionia County, Michigan",65729,23531,-,-,-,55511,66176,46991,73795,72038,45718,73681,39066
26075,"Jackson County, Michigan",58254,61937,24196,N,90580,37679,62430,41345,59827,71421,46799,73737,37420
26077,"Kalamazoo County, Michigan",62128,105642,25084,N,50594,47294,66697,21486,66149,87903,53012,82216,37165
26081,"Kent County, Michigan",72021,253092,38489,51941,81864,61689,77916,50277,80653,84576,50373,87729,42673
26087,"Lapeer County, Michigan",71479,34447,-,79411,-,47352,72352,52318,75904,81788,49863,79429,39832
26091,"Lenawee County, Michigan",61257,38963,8546,-,"250,000+",40315,63652,24159,68218,79840,40392,74604,30355
26093,"Livingston County, Michigan",91344,75370,-,132628,N,90948,91729,45714,110314,107942,57140,107418,50881
26099,"Macomb County, Michigan",67527,358011,49767,62524,82170,67280,70646,41835,71875,85981,46986,84115,41594
26103,"Marquette County, Michigan",55301,27290,N,N,N,N,55744,25600,76377,72613,47611,78271,30106
26111,"Midland County, Michigan",67707,35453,N,59537,N,N,68126,27244,72841,75852,51622,84926,36191
26115,"Monroe County, Michigan",65512,61574,N,-,N,56000,66796,48333,78624,79025,47013,82012,35043
26117,"Montcalm County, Michigan",55832,23745,-,-,-,73009,56026,41879,70274,61537,39521,62609,35947
26121,"Muskegon County, Michigan",55462,67707,27965,45929,73505,77561,57691,29366,61447,63899,43088,64841,34527
26125,"Oakland County, Michigan",86523,530383,55762,N,120502,73334,90139,52773,96651,108808,59952,111734,51687
26139,"Ottawa County, Michigan",79116,110045,35832,74502,80887,70446,80442,38489,87274,96906,54655,94928,41197
26145,"Saginaw County, Michigan",50606,80146,27248,18765,N,46870,57044,30924,51345,63225,44935,61656,29360
26147,"St. Clair County, Michigan",60992,66324,N,-,N,78285,61800,51235,60769,79076,50402,72137,41385
26155,"Shiawassee County, Michigan",51959,28226,-,N,-,50954,52001,50764,66219,56078,45156,66626,36636
26159,"Van Buren County, Michigan",59081,28457,16328,40204,-,52627,62607,24129,62535,75580,44944,68746,29588
26161,"Washtenaw County, Michigan",76918,149133,45169,N,76064,63006,84566,31982,78727,111307,68415,110536,45073
26163,"Wayne County, Michigan",52605,695038,37067,42329,102338,50548,68147,31167,56312,63572,42763,68730,34323
27003,"Anoka County, Minnesota",88410,135265,61695,113389,121851,64987,89376,67011,98439,111153,55618,103572,52514
27013,"Blue Earth County, Minnesota",69858,27604,N,-,39398,79250,71104,39000,79535,82376,60267,83753,43209
27019,"Carver County, Minnesota",102694,40141,N,-,106658,62420,103691,51358,111383,144329,54088,123553,57035
27027,"Clay County, Minnesota",67539,26236,52159,-,N,81651,67858,22137,84045,73278,57000,99192,41391
27035,"Crow Wing County, Minnesota",63921,27753,-,31447,-,N,64092,63199,80193,79437,50664,79996,37423
27037,"Dakota County, Minnesota",93786,170696,75571,121813,111107,64654,94742,44724,103878,113976,60807,116042,53340
27053,"Hennepin County, Minnesota",84244,532149,46771,69354,95716,76889,93079,43329,97539,102125,59618,118339,54011
27109,"Olmsted County, Minnesota",83070,65122,45306,-,96396,62440,87485,41720,93999,100360,61751,109974,46964
27123,"Ramsey County, Minnesota",70518,218817,43834,25558,76478,52511,79425,40990,73667,89074,56620,93687,49353
27131,"Rice County, Minnesota",67267,23779,71914,-,N,60046,71681,63571,71458,86690,47207,82923,40587
27137,"St. Louis County, Minnesota",64959,85576,67397,61929,67292,81365,64794,43688,75943,76007,46935,84664,38330
27139,"Scott County, Minnesota",106987,55327,47648,224740,99316,87878,112338,64474,108541,131382,62749,115788,64908
27141,"Sherburne County, Minnesota",90638,34738,-,-,-,150695,90540,44695,108967,100901,53295,107328,41821
27145,"Stearns County, Minnesota",65742,62168,32647,49289,18589,62639,70300,34195,74259,87555,53094,87986,39423
27163,"Washington County, Minnesota",104935,102421,92083,N,113460,84093,108631,63994,123414,129129,68190,119909,58151
27171,"Wright County, Minnesota",99964,52260,"250,000+",-,99006,113371,99293,61052,109539,113387,52519,108136,55991
28033,"DeSoto County, Mississippi",70490,68966,52532,N,N,47031,79466,33091,71581,84086,53645,85477,36720
28035,"Forrest County, Mississippi",46226,30600,28696,-,-,50957,55877,21598,50648,48632,55896,66842,27592
28047,"Harrison County, Mississippi",55702,81224,41668,40456,N,61543,63165,34851,55659,60555,51947,64885,32080
28049,"Hinds County, Mississippi",40658,91067,34497,-,N,44241,65520,33544,37920,48683,40238,54260,23920
28059,"Jackson County, Mississippi",57383,56984,42445,-,N,42338,67032,42817,51393,82561,57087,76058,33685
28067,"Jones County, Mississippi",40116,23506,23825,-,-,32871,50901,40777,48437,57677,24211,59883,22212
28073,"Lamar County, Mississippi",65334,25688,39165,-,N,41005,78111,28195,70318,90359,46757,82947,30358
28075,"Lauderdale County, Mississippi",41174,28212,25166,-,-,29117,56622,57962,45815,47248,29075,52308,24990
28081,"Lee County, Mississippi",59274,32722,39027,-,N,34051,75252,19291,65503,73686,40868,76333,22803
28089,"Madison County, Mississippi",75678,42558,49958,-,71484,N,87738,33518,74462,83186,77730,84720,39921
28121,"Rankin County, Mississippi",71241,59894,67358,54154,182990,53246,72375,37976,67931,88861,62323,86242,45236
29019,"Boone County, Missouri",62296,75036,62039,N,43867,N,63538,23043,70001,86496,54713,92379,35426
29021,"Buchanan County, Missouri",50113,33334,41041,18452,N,51989,51572,28828,57342,60522,39226,65336,36216
29031,"Cape Girardeau County, Missouri",61330,32800,37440,32366,N,N,62409,39545,61425,84724,48941,79144,29325
29037,"Cass County, Missouri",79554,42361,N,48348,-,71587,80829,46447,84876,103955,51197,99348,40509
29043,"Christian County, Missouri",71343,34116,-,-,-,46215,73343,44309,81922,73818,50172,84149,43012
29047,"Clay County, Missouri",74728,100737,42912,40859,96947,52265,77274,41339,83149,84234,54043,89873,42297
29051,"Cole County, Missouri",63326,29522,38108,66417,114363,78250,64456,63014,65913,71796,47028,78972,40531
29071,"Franklin County, Missouri",68410,41301,59455,50667,153256,N,68690,47429,84523,74040,44432,83117,32183
29077,"Greene County, Missouri",53127,130986,39701,54555,50070,63648,53246,26868,56679,72440,45051,71681,31744
29095,"Jackson County, Missouri",63459,302965,40903,41357,81880,49360,74968,38551,68221,74950,48147,81626,41507
29097,"Jasper County, Missouri",52221,47864,41641,120884,N,53180,53225,48448,52066,61529,43808,62206,32728
29099,"Jefferson County, Missouri",67955,88806,66445,-,126403,N,70517,35764,74933,89645,46809,81276,40545
29165,"Platte County, Missouri",85157,43201,44436,N,114375,133109,86102,36527,87676,99287,67580,98326,46297
29183,"St. Charles County, Missouri",91601,157907,78709,N,82156,80618,92160,49340,100314,116465,59801,110211,48467
29187,"St. Francois County, Missouri",47682,25030,-,-,-,N,51454,24112,60669,58179,36250,70136,23276
29189,"St. Louis County, Missouri",72378,412833,45294,N,97309,54083,84279,35158,77181,90133,54928,94421,41993
29510,"St. Louis city, Missouri",49965,139736,31096,N,50136,52276,65111,24583,58544,50724,38460,63402,37063
30013,"Cascade County, Montana",57706,34303,67773,27423,N,N,59129,43288,55575,73859,47437,77134,35289
30029,"Flathead County, Montana",66126,42900,-,N,-,80381,65718,35787,71374,80256,51866,74987,45847
30031,"Gallatin County, Montana",80763,48796,-,N,58211,80398,80084,47342,96241,114471,48769,112730,56832
30049,"Lewis and Clark County, Montana",66686,31208,N,-,-,43484,70377,31725,72840,93999,48522,92849,41202
30063,"Missoula County, Montana",66803,51957,-,N,90769,63294,67695,35651,68846,91719,56592,89938,41441
30111,"Yellowstone County, Montana",69882,69001,16869,31545,-,46150,71256,38327,76270,83043,55112,84400,40692
31055,"Douglas County, Nebraska",69290,236106,41350,61250,83547,55601,76456,37505,74869,85171,51719,96354,40962
31109,"Lancaster County, Nebraska",64980,131417,55332,N,72433,56807,66990,35833,72281,81752,61359,90574,40362
31153,"Sarpy County, Nebraska",87979,72428,74006,74933,60237,65905,91484,53685,92347,108496,61901,107704,47975
32003,"Clark County, Nevada",63677,854289,41931,53581,72287,60354,71226,39988,64381,75381,50148,74829,41240
32031,"Washoe County, Nevada",76220,198018,41021,53678,81030,70096,80947,42135,81032,92593,59395,93097,50645
33005,"Cheshire County, New Hampshire",67344,28266,-,-,N,N,66990,36400,83670,77672,49391,99975,37433
33009,"Grafton County, New Hampshire",80866,35199,-,-,117311,N,80548,19658,94157,100820,58843,102624,50661
33011,"Hillsborough County, New Hampshire",91627,167899,81609,63750,118208,68070,92423,56382,100306,109664,62282,108563,56079
33013,"Merrimack County, New Hampshire",80918,58733,73418,N,N,N,81073,68377,90928,102735,58363,103376,41559
33015,"Rockingham County, New Hampshire",104664,127882,171093,-,104850,85067,104640,62277,123529,119523,67455,124626,61796
33017,"Strafford County, New Hampshire",95733,52067,140470,-,86722,101858,95716,49002,104770,112471,67220,113506,50431
34001,"Atlantic County, New Jersey",66388,112299,42254,58750,75020,41615,78826,53865,75764,75830,56599,87590,41085
34003,"Bergen County, New Jersey",105171,352030,95168,58185,127098,81641,110654,38059,113955,126337,75249,130460,54692
34005,"Burlington County, New Jersey",94397,175859,81214,N,113200,75924,99115,36268,95451,124528,66959,113306,55535
34007,"Camden County, New Jersey",78347,201158,62082,N,118529,51800,89748,45380,84738,98870,53380,99270,46482
34009,"Cape May County, New Jersey",78657,48860,N,-,N,34617,80023,30766,86099,92131,61988,92443,47500
34011,"Cumberland County, New Jersey",58389,53883,42085,41683,117164,51909,69859,38164,62710,73061,46883,67815,32255
34013,"Essex County, New Jersey",66198,322453,49764,83107,124454,52243,118288,40215,67876,79615,49363,86255,35349
34015,"Gloucester County, New Jersey",94412,112502,63210,"2,500-",105116,78372,100654,51235,103759,116598,63694,114823,48871
34017,"Hudson County, New Jersey",80329,292000,59448,N,136721,56717,103312,48398,103163,81970,39720,89985,64814
34019,"Hunterdon County, New Jersey",121982,51292,N,-,180977,113143,120718,-,129253,150587,80715,144737,55533
34021,"Mercer County, New Jersey",87662,143970,56062,57727,165020,62899,102083,46488,94898,102937,62249,115227,46245
34023,"Middlesex County, New Jersey",99427,307831,86430,82384,143898,74952,94442,48172,105958,122383,62280,114682,50942
34025,"Monmouth County, New Jersey",108000,250738,56992,N,155720,87390,115407,74352,121383,141583,70306,140606,51985
34027,"Morris County, New Jersey",122962,192847,95185,N,154679,88469,126108,58343,135928,150162,82071,149276,69995
34029,"Ocean County, New Jersey",75719,240736,75646,N,102833,66636,76222,54445,82780,106157,52298,95637,41223
34031,"Passaic County, New Jersey",75430,177063,48120,93173,86272,60448,100125,31019,77037,85791,61209,84922,41778
34033,"Salem County, New Jersey",69886,24973,43319,-,98580,52132,75544,27500,69982,84532,56584,90085,45161
34035,"Somerset County, New Jersey",124764,130939,76015,N,193835,85589,131610,73293,123982,149301,87179,151694,69637
34037,"Sussex County, New Jersey",99904,58767,156011,-,174674,98946,98470,54204,99160,127850,75212,119694,60175
34039,"Union County, New Jersey",86764,201392,74332,N,159895,64557,118468,45058,90068,103659,63036,109582,51604
34041,"Warren County, New Jersey",81159,46353,N,-,82796,52819,86080,22724,86630,103820,56270,103591,46478
35001,"Bernalillo County, New Mexico",59640,285185,42190,45546,68989,51414,71527,29908,67418,68123,51476,81258,40252
35013,"Doña Ana County, New Mexico",45178,85021,33516,N,N,39227,78777,20799,42193,54170,42224,53166,29441
35025,"Lea County, New Mexico",50725,24390,57916,N,94688,48038,53412,23644,62036,45769,34439,58084,34350
35031,"McKinley County, New Mexico",41643,20949,-,30651,N,59731,50068,30781,40625,41986,41784,49722,17343
35035,"Otero County, New Mexico",51214,24034,44578,42144,N,47148,58899,48963,48901,52736,53041,61757,38525
35043,"Sandoval County, New Mexico",72151,56655,86441,61859,80621,63700,77168,78486,85556,83835,55262,80737,48970
35045,"San Juan County, New Mexico",47819,40844,N,35475,"250,000+",42265,57142,36197,48646,61002,40393,54472,26997
35049,"Santa Fe County, New Mexico",67341,70152,6780,71250,76039,62545,72658,48872,63401,85371,65236,85272,48094
35061,"Valencia County, New Mexico",48188,28875,-,180343,-,44745,49320,32616,52902,49464,37785,51637,31127
36001,"Albany County, New York",75232,132171,45767,-,78311,60230,80769,27141,77733,88127,61624,99133,48706
36005,"Bronx County, New York",43011,533004,45178,52616,58419,37997,71593,34647,46893,47074,30390,50523,24314
36007,"Broome County, New York",55591,84452,32189,142554,82530,48133,58366,31587,59089,69916,49310,75364,35710
36009,"Cattaraugus County, New York",55153,32562,49019,43611,78727,N,55566,34525,68088,64758,41111,72546,28741
36011,"Cayuga County, New York",63511,32392,-,N,-,N,64715,50302,63551,79281,52206,78378,38255
36013,"Chautauqua County, New York",46661,53309,19446,N,35990,26641,49560,42857,46512,51235,42351,68015,27719
36015,"Chemung County, New York",60219,35407,62525,-,66261,N,60313,43532,67260,73650,40625,76861,36751
36019,"Clinton County, New York",60285,33860,N,-,N,32422,61630,35173,57365,73061,56267,80126,36367
36027,"Dutchess County, New York",88051,118175,65147,-,87321,68344,93857,30331,98673,106364,62213,111985,50967
36029,"Erie County, New York",63035,412870,38036,31734,48186,32845,69948,31561,72849,79311,46575,85020,40210
36045,"Jefferson County, New York",60398,48628,56605,143421,N,54456,62429,36215,60881,82412,54154,72619,39949
36047,"Kings County, New York",67567,1001868,52782,55249,69207,52137,89878,51439,88049,70325,38136,76020,51935
36053,"Madison County, New York",67495,25294,-,N,-,N,68001,35710,87093,77306,50160,81985,41032
36055,"Monroe County, New York",65957,318883,37987,70102,68438,46152,73276,38087,68771,81129,51569,87143,42105
36059,"Nassau County, New York",125696,459452,115464,48150,150727,109193,128600,67796,150601,148234,83286,148460,58907
36061,"New York County, New York",84435,737575,37187,65526,87649,45262,128395,57085,109193,89803,50993,109977,71363
36063,"Niagara County, New York",61340,90975,40054,16926,70871,32075,65513,42407,67937,78389,43008,77984,35393
36065,"Oneida County, New York",60215,93373,17130,N,86523,41159,64049,20635,70791,69334,44388,77807,35935
36067,"Onondaga County, New York",65541,198132,33057,N,69399,41605,70737,41783,70022,76910,50299,87080,40168
36069,"Ontario County, New York",77972,47607,N,-,N,81627,77730,46957,88771,95397,58397,92314,49643
36071,"Orange County, New York",90405,137561,79225,73972,84076,97002,88724,41588,99345,109947,59817,104053,43724
36075,"Oswego County, New York",59423,46924,-,-,N,16875,59404,42662,58182,76557,44444,70645,34148
36079,"Putnam County, New York",106871,35166,N,-,142148,93044,110217,31731,129244,125856,70235,131991,33053
36081,"Queens County, New York",73262,820686,72821,72631,69983,66052,81956,56648,84011,78825,52998,81980,50882
36083,"Rensselaer County, New York",75676,66431,29085,158750,62599,54958,80401,32726,73264,102235,59557,100528,46681
36085,"Richmond County, New York",86054,170762,56534,76598,83407,64978,96992,43208,91711,104435,57070,103824,45394
36087,"Rockland County, New York",99087,102609,108493,58329,149886,82199,96209,16647,96255,122685,72286,110998,56229
36089,"St. Lawrence County, New York",55775,42298,-,26004,N,N,55857,36456,64208,62759,48561,66497,31477
36091,"Saratoga County, New York",86804,100226,80341,-,185141,72581,88608,62977,91727,104374,67164,110348,51200
36093,"Schenectady County, New York",75284,66910,35473,N,91034,58378,75798,"2,500-",92142,87813,52654,97747,46412
36101,"Steuben County, New York",57378,39500,23662,-,N,26842,58156,20811,73565,74859,41049,79040,33042
36103,"Suffolk County, New York",113683,511951,94675,71299,134444,107701,115308,70969,124943,139125,72476,132580,61228
36105,"Sullivan County, New York",54276,32529,N,25015,N,33931,64409,42822,53785,65155,53792,75777,35264
36109,"Tompkins County, New York",66441,44469,N,-,40151,N,67081,27180,78251,92513,67750,99881,42489
36111,"Ulster County, New York",78938,75053,99253,-,130241,116481,78596,41114,106974,94976,53397,100244,43323
36113,"Warren County, New York",73028,29729,N,-,N,N,73694,58732,76618,88302,55669,89842,44409
36117,"Wayne County, New York",64993,38634,55728,-,-,N,65701,56322,62815,87005,46867,82102,35886
36119,"Westchester County, New York",110705,371736,77064,N,160961,79478,135266,36396,127727,127582,75819,143191,56278
37001,"Alamance County, North Carolina",58400,69343,45901,31250,114217,60522,60429,30045,65834,62651,46270,70258,35202
37019,"Brunswick County, North Carolina",65374,65337,56070,-,64031,61262,68361,64813,64895,70196,64003,80070,38571
37021,"Buncombe County, North Carolina",64532,97345,32346,N,N,37062,70389,46541,65290,76373,53592,83808,43061
37023,"Burke County, North Carolina",55529,35709,N,N,108352,N,57206,67912,63606,55150,44764,64763,31614
37025,"Cabarrus County, North Carolina",79672,73486,59069,-,132682,97880,81212,49340,84018,93678,52733,93400,40333
37027,"Caldwell County, North Carolina",41210,32600,N,N,-,60360,42079,18069,60051,44049,30426,61193,21646
37031,"Carteret County, North Carolina",62907,30589,N,N,N,45525,65525,26264,69077,69660,55583,71895,34721
37035,"Catawba County, North Carolina",59603,64302,43020,42760,67725,37208,61578,37284,66730,69049,45278,69683,34000
37037,"Chatham County, North Carolina",84555,31474,N,-,-,32135,111313,72650,83106,123106,64384,114418,32832
