GEO_ID,NAME,Population 18 to 24 years!!Bachelor's degree or higher,Population 25 to 34 years!!Bachelor's degree or higher,Population 35 to 44 years!!Bachelor's degree or higher,Population 45 to 64 years!!Bachelor's degree or higher,Population 65 years and over!!Bachelor's degree or higher
04015,"Mohave County, Arizona",1.7,13.4,14.9,12.7,12.4
04017,"Navajo County, Arizona",1.0,8.3,19.7,14.2,18.3
04019,"Pima County, Arizona",6.3,25.9,32.6,30.4,33.5
04021,"Pinal County, Arizona",1.5,11.4,19.1,17.7,18.9
04025,"Yavapai County, Arizona",5.7,24.7,23.5,23.8,28.2
04027,"Yuma County, Arizona",3.1,12.8,16.0,11.9,14.4
05007,"Benton County, Arkansas",9.5,35.7,34.7,27.7,21.0
05031,"Craighead County, Arkansas",6.6,24.5,22.8,26.3,21.5
05045,"Faulkner County, Arkansas",11.2,30.3,27.9,26.6,24.4
05051,"Garland County, Arkansas",1.8,20.8,26.9,15.8,28.2
05069,"Jefferson County, Arkansas",6.8,12.3,13.6,18.7,18.0
05085,"Lonoke County, Arkansas",4.5,21.8,25.1,19.1,12.5
05119,"Pulaski County, Arkansas",10.7,32.6,36.2,33.0,33.6
05125,"Saline County, Arkansas",8.5,28.6,21.0,21.7,15.6
05131,"Sebastian County, Arkansas",10.9,20.0,22.2,21.8,14.9
05143,"Washington County, Arkansas",12.0,31.6,35.9,28.0,20.1
05145,"White County, Arkansas",6.9,26.9,16.5,21.9,16.9
06001,"Alameda County, California",14.6,48.6,49.4,39.9,33.4
06007,"Butte County, California",7.4,21.7,33.1,26.4,28.5
06013,"Contra Costa County, California",10.2,38.0,43.9,38.9,38.7
06017,"El Dorado County, California",4.8,26.9,36.7,32.1,28.0
06019,"Fresno County, California",5.8,16.3,19.5,21.3,21.0
06023,"Humboldt County, California",7.6,24.8,31.0,26.3,31.2
06025,"Imperial County, California",2.4,18.2,16.2,14.6,10.0
06029,"Kern County, California",4.8,14.2,16.0,15.4,16.5
06031,"Kings County, California",2.5,12.1,8.4,11.6,14.6
06033,"Lake County, California",0.0,4.7,6.2,22.4,24.2
06037,"Los Angeles County, California",9.7,34.5,31.9,28.5,26.9
06039,"Madera County, California",1.5,7.8,13.1,11.7,16.8
06041,"Marin County, California",16.0,41.2,55.0,58.8,56.0
06045,"Mendocino County, California",5.3,17.6,16.6,22.6,34.6
06047,"Merced County, California",4.2,14.9,12.4,13.7,14.5
06053,"Monterey County, California",4.7,17.5,19.1,23.1,34.2
06055,"Napa County, California",8.2,31.9,33.0,33.7,35.6
06057,"Nevada County, California",5.4,31.4,33.4,38.9,32.7
06059,"Orange County, California",12.8,39.5,40.2,37.7,34.5
06061,"Placer County, California",10.3,34.9,44.1,37.0,31.4
06065,"Riverside County, California",4.7,18.7,18.7,21.0,24.2
06067,"Sacramento County, California",6.5,28.8,30.2,28.6,28.2
06071,"San Bernardino County, California",7.1,19.0,18.8,19.1,18.4
06073,"San Diego County, California",10.8,37.6,40.1,36.7,34.1
06075,"San Francisco County, California",29.7,70.7,63.1,45.2,34.6
06077,"San Joaquin County, California",6.2,14.5,20.4,18.6,19.8
06079,"San Luis Obispo County, California",8.5,28.2,28.5,35.5,38.4
06081,"San Mateo County, California",18.4,49.5,55.7,46.6,39.3
06083,"Santa Barbara County, California",8.1,29.9,29.2,31.8,36.6
06085,"Santa Clara County, California",18.4,54.8,54.1,45.8,38.6
06087,"Santa Cruz County, California",10.1,34.0,38.2,39.0,46.8
06089,"Shasta County, California",6.0,17.3,20.7,22.6,20.4
06095,"Solano County, California",5.7,22.1,23.9,26.5,25.5
06097,"Sonoma County, California",6.0,29.4,30.5,37.3,38.2
06099,"Stanislaus County, California",3.8,14.0,18.5,17.1,18.8
06101,"Sutter County, California",1.6,12.4,20.6,19.8,18.1
06107,"Tulare County, California",2.3,8.5,12.7,13.6,14.4
06111,"Ventura County, California",7.0,27.9,31.7,34.0,30.7
06113,"Yolo County, California",14.5,39.7,42.5,43.3,30.6
06115,"Yuba County, California",6.2,7.7,17.0,14.3,23.3
08001,"Adams County, Colorado",6.1,25.3,26.6,19.5,16.7
08005,"Arapahoe County, Colorado",13.0,39.1,44.2,41.8,37.5
08013,"Boulder County, Colorado",16.5,54.6,60.8,60.9,52.5
08031,"Denver County, Colorado",18.3,49.9,47.5,40.3,36.4
08035,"Douglas County, Colorado",12.9,56.8,62.8,56.2,46.8
08041,"El Paso County, Colorado",8.0,28.9,41.7,39.8,34.0
08059,"Jefferson County, Colorado",13.7,43.3,47.0,42.3,35.7
08069,"Larimer County, Colorado",13.0,42.7,52.5,39.1,40.4
08077,"Mesa County, Colorado",3.9,25.6,24.2,24.8,26.0
08101,"Pueblo County, Colorado",5.0,19.4,24.2,27.0,20.9
08123,"Weld County, Colorado",5.4,26.5,29.6,24.7,22.3
09001,"Fairfield County, Connecticut",19.5,44.9,54.0,49.5,36.3
09003,"Hartford County, Connecticut",11.7,40.4,40.6,38.4,27.9
09005,"Litchfield County, Connecticut",9.4,30.2,36.5,33.1,30.9
09007,"Middlesex County, Connecticut",14.8,47.2,50.0,37.2,33.2
09009,"New Haven County, Connecticut",15.8,42.3,38.8,33.5,26.5
09011,"New London County, Connecticut",9.5,32.4,34.7,30.9,31.9
09013,"Tolland County, Connecticut",7.4,42.8,44.7,38.8,30.4
09015,"Windham County, Connecticut",10.8,26.1,29.0,19.6,25.9
10001,"Kent County, Delaware",5.6,25.0,26.8,23.5,22.9
10003,"New Castle County, Delaware",10.4,39.7,42.8,34.4,27.9
10005,"Sussex County, Delaware",5.3,19.2,20.1,23.6,24.0
11001,"District of Columbia, District of Columbia",23.7,69.4,62.3,43.5,39.2
12001,"Alachua County, Florida",16.9,47.9,43.6,38.0,36.5
12005,"Bay County, Florida",9.5,17.2,24.7,23.3,20.3
12009,"Brevard County, Florida",6.5,27.9,30.8,27.7,24.4
12011,"Broward County, Florida",8.0,31.4,34.4,31.0,25.4
12015,"Charlotte County, Florida",7.9,13.2,17.6,18.4,25.6
12017,"Citrus County, Florida",6.3,8.0,17.3,17.4,19.9
12019,"Clay County, Florida",6.4,16.6,26.5,22.6,21.7
12021,"Collier County, Florida",2.7,24.3,24.0,36.2,40.7
12023,"Columbia County, Florida",0.0,11.5,19.8,17.1,20.2
12031,"Duval County, Florida",8.7,28.7,27.3,24.7,24.6
12033,"Escambia County, Florida",8.6,25.5,27.7,25.5,20.7
12035,"Flagler County, Florida",5.5,28.4,15.6,16.1,24.7
12053,"Hernando County, Florida",2.2,13.6,17.9,18.1,15.3
12055,"Highlands County, Florida",0.6,5.6,15.8,18.2,21.4
12057,"Hillsborough County, Florida",10.2,32.7,33.9,29.6,22.3
12061,"Indian River County, Florida",7.8,15.3,28.9,26.5,30.7
12069,"Lake County, Florida",6.7,14.8,20.2,19.4,21.9
12071,"Lee County, Florida",7.2,23.7,23.3,26.0,29.5
12073,"Leon County, Florida",12.0,45.0,49.4,42.2,39.1
12081,"Manatee County, Florida",6.6,23.0,27.8,28.0,34.0
12083,"Marion County, Florida",5.9,11.0,16.9,18.1,18.5
12085,"Martin County, Florida",11.9,30.4,22.4,36.7,30.6
12086,"Miami-Dade County, Florida",8.5,29.9,29.5,27.4,19.5
12087,"Monroe County, Florida",7.0,25.5,30.1,26.6,38.4
12089,"Nassau County, Florida",3.8,37.6,16.8,21.0,34.9
12091,"Okaloosa County, Florida",5.4,28.2,30.6,32.3,29.5
12095,"Orange County, Florida",8.9,34.2,35.6,29.7,25.7
12097,"Osceola County, Florida",5.1,17.5,20.4,21.5,13.3
12099,"Palm Beach County, Florida",9.2,31.2,34.2,32.9,33.6
12101,"Pasco County, Florida",5.6,26.3,29.1,20.7,18.0
12103,"Pinellas County, Florida",9.2,33.4,30.8,29.3,27.0
12105,"Polk County, Florida",4.6,18.9,22.7,20.2,17.6
12107,"Putnam County, Florida",0.9,11.9,13.5,11.1,16.7
12109,"St. Johns County, Florida",9.3,32.4,42.6,38.9,42.5
12111,"St. Lucie County, Florida",11.1,12.1,16.2,15.0,18.3
12113,"Santa Rosa County, Florida",4.3,22.8,28.0,31.5,27.8
12115,"Sarasota County, Florida",9.8,20.8,30.1,31.9,37.9
12117,"Seminole County, Florida",11.2,35.4,34.8,38.9,25.1
12119,"Sumter County, Florida",4.2,5.3,2.8,33.2,30.6
12127,"Volusia County, Florida",7.0,20.8,24.1,22.2,22.9
13013,"Barrow County, Georgia",3.7,18.0,18.4,15.5,10.0
13015,"Bartow County, Georgia",0.0,24.1,23.3,23.5,17.2
13021,"Bibb County, Georgia",4.5,22.3,30.4,26.1,23.2
13031,"Bulloch County, Georgia",9.4,37.9,29.5,28.1,20.7
13045,"Carroll County, Georgia",3.9,18.1,20.5,17.3,15.9
13047,"Catoosa County, Georgia",12.8,27.8,20.3,19.1,9.9
13051,"Chatham County, Georgia",7.6,30.1,37.2,31.1,34.7
13057,"Cherokee County, Georgia",7.5,28.6,36.9,32.5,24.0
13059,"Clarke County, Georgia",13.8,44.5,27.2,41.5,41.6
13063,"Clayton County, Georgia",3.7,20.1,20.2,19.7,14.0
13067,"Cobb County, Georgia",11.4,43.2,47.8,46.8,31.0
13073,"Columbia County, Georgia",10.5,42.3,37.9,34.5,25.0
13077,"Coweta County, Georgia",6.3,28.3,28.3,25.0,22.8
13089,"DeKalb County, Georgia",13.4,43.5,44.5,40.9,36.9
13095,"Dougherty County, Georgia",2.2,14.2,13.4,26.0,17.2
13097,"Douglas County, Georgia",3.4,28.4,31.2,21.3,11.9
13113,"Fayette County, Georgia",6.6,43.9,46.4,47.1,35.5
13115,"Floyd County, Georgia",10.1,18.0,27.0,20.9,18.7
13117,"Forsyth County, Georgia",13.2,45.7,58.0,47.4,30.4
13121,"Fulton County, Georgia",17.0,54.0,51.0,49.1,39.2
13127,"Glynn County, Georgia",7.2,22.5,32.6,27.5,32.4
13135,"Gwinnett County, Georgia",10.4,30.9,37.1,39.1,28.1
13139,"Hall County, Georgia",3.0,19.0,18.8,26.5,28.4
13151,"Henry County, Georgia",6.0,22.7,31.9,26.9,11.8
13153,"Houston County, Georgia",3.8,20.9,28.4,25.5,21.3
13179,"Liberty County, Georgia",1.7,20.4,17.6,19.2,14.5
13185,"Lowndes County, Georgia",4.9,23.5,32.4,25.5,20.5
13215,"Muscogee County, Georgia",4.7,22.2,29.7,25.1,26.4
13217,"Newton County, Georgia",6.6,15.2,29.1,16.1,13.1
13223,"Paulding County, Georgia",5.6,32.0,27.9,24.9,17.2
13245,"Richmond County, Georgia",10.9,25.0,20.8,16.4,16.8
13247,"Rockdale County, Georgia",6.9,26.2,26.7,28.9,15.4
13285,"Troup County, Georgia",6.3,14.2,20.0,17.3,19.2
13295,"Walker County, Georgia",4.1,17.3,12.8,13.9,9.7
13297,"Walton County, Georgia",10.5,17.1,14.3,16.9,12.9
13313,"Whitfield County, Georgia",7.4,15.1,19.3,16.8,13.1
15001,"Hawaii County, Hawaii",3.9,25.4,24.7,32.8,26.5
15003,"Honolulu County, Hawaii",8.6,31.1,39.6,33.4,27.5
15007,"Kauai County, Hawaii",4.1,27.0,33.2,25.9,35.2
15009,"Maui County, Hawaii",3.6,20.6,23.9,26.4,28.3
16001,"Ada County, Idaho",9.4,34.0,42.6,36.6,30.1
16005,"Bannock County, Idaho",7.6,29.5,27.6,26.6,23.4
16019,"Bonneville County, Idaho",0.9,27.3,25.9,32.2,23.2
16027,"Canyon County, Idaho",3.1,15.0,19.2,12.8,22.6
16055,"Kootenai County, Idaho",1.5,13.7,32.4,18.0,27.2
16083,"Twin Falls County, Idaho",4.1,16.4,22.3,21.5,20.8
17001,"Adams County, Illinois",8.5,26.8,28.0,20.2,14.1
17019,"Champaign County, Illinois",10.6,56.2,45.6,37.3,29.7
17031,"Cook County, Illinois",16.0,47.0,39.6,32.5,26.4
17037,"DeKalb County, Illinois",10.9,36.5,40.6,26.0,29.0
17043,"DuPage County, Illinois",19.5,51.0,52.3,50.1,36.3
17089,"Kane County, Illinois",9.5,32.6,34.3,34.1,27.4
17091,"Kankakee County, Illinois",6.1,29.8,19.8,19.6,16.1
17093,"Kendall County, Illinois",9.8,46.2,40.4,33.7,19.4
17097,"Lake County, Illinois",12.0,40.5,45.0,46.8,39.6
17099,"LaSalle County, Illinois",7.2,14.4,25.3,15.9,14.6
17111,"McHenry County, Illinois",12.6,33.4,38.7,30.7,24.2
17113,"McLean County, Illinois",13.0,55.7,52.3,38.6,33.2
17115,"Macon County, Illinois",5.6,28.6,30.9,23.5,18.1
17119,"Madison County, Illinois",12.7,28.4,30.4,24.3,20.9
17143,"Peoria County, Illinois",9.8,37.3,42.1,31.6,20.1
17161,"Rock Island County, Illinois",12.0,25.9,28.3,19.6,16.5
17163,"St. Clair County, Illinois",5.7,22.9,31.0,26.1,20.7
17167,"Sangamon County, Illinois",14.7,39.5,39.0,29.9,24.0
17179,"Tazewell County, Illinois",16.2,40.3,27.8,27.8,18.0
17183,"Vermilion County, Illinois",8.7,19.6,15.8,12.3,10.8
17197,"Will County, Illinois",9.7,33.8,40.6,32.9,23.0
17199,"Williamson County, Illinois",11.0,27.6,35.9,17.1,14.5
17201,"Winnebago County, Illinois",7.7,24.3,19.8,24.9,20.4
18003,"Allen County, Indiana",10.5,32.9,31.5,27.3,21.2
18005,"Bartholomew County, Indiana",10.1,42.1,31.1,30.8,17.9
18019,"Clark County, Indiana",8.2,26.4,25.1,17.8,16.6
18035,"Delaware County, Indiana",9.8,29.5,29.7,23.4,22.7
18039,"Elkhart County, Indiana",3.0,14.9,23.9,17.5,16.5
18043,"Floyd County, Indiana",7.4,20.2,31.7,29.8,24.1
18053,"Grant County, Indiana",7.0,20.7,18.4,19.7,10.9
18057,"Hamilton County, Indiana",24.9,61.3,65.8,55.7,37.6
18059,"Hancock County, Indiana",11.0,28.9,38.0,27.3,20.3
18063,"Hendricks County, Indiana",10.6,37.7,42.1,33.4,15.0
18067,"Howard County, Indiana",3.9,10.8,19.2,20.6,18.9
18081,"Johnson County, Indiana",10.7,31.5,29.2,27.0,22.8
18085,"Kosciusko County, Indiana",12.0,23.1,22.7,21.5,18.4
18089,"Lake County, Indiana",5.8,25.2,24.7,20.2,15.4
18091,"LaPorte County, Indiana",5.0,16.2,16.7,20.5,17.3
18095,"Madison County, Indiana",4.7,19.1,20.5,16.0,15.9
18097,"Marion County, Indiana",10.1,34.2,29.7,27.5,22.5
18105,"Monroe County, Indiana",15.1,55.3,42.5,48.8,41.3
18109,"Morgan County, Indiana",5.8,15.3,14.9,14.2,17.8
18127,"Porter County, Indiana",10.5,28.3,29.0,26.5,24.2
18141,"St. Joseph County, Indiana",10.7,32.8,31.5,27.4,22.9
18157,"Tippecanoe County, Indiana",12.4,43.4,36.0,32.8,33.8
18163,"Vanderburgh County, Indiana",8.6,26.8,33.6,23.2,18.7
18167,"Vigo County, Indiana",5.1,23.9,19.9,24.2,19.9
18177,"Wayne County, Indiana",2.5,21.3,16.4,20.6,16.4
19013,"Black Hawk County, Iowa",8.9,38.7,33.2,23.1,20.4
19049,"Dallas County, Iowa",15.0,60.5,52.0,42.3,33.5
19061,"Dubuque County, Iowa",14.0,40.5,42.1,22.1,21.7
19103,"Johnson County, Iowa",19.7,64.0,56.0,50.7,40.7
19113,"Linn County, Iowa",11.8,40.7,37.9,31.5,24.8
19153,"Polk County, Iowa",13.4,39.9,41.6,34.2,25.8
19155,"Pottawattamie County, Iowa",8.4,31.8,25.8,18.5,13.8
19163,"Scott County, Iowa",6.3,39.7,38.1,28.6,25.3
19169,"Story County, Iowa",8.8,46.2,58.8,46.2,43.5
19193,"Woodbury County, Iowa",3.7,24.9,26.3,21.3,16.8
20015,"Butler County, Kansas",8.8,22.9,35.5,31.9,13.5
20045,"Douglas County, Kansas",14.7,60.8,49.5,48.2,43.6
20091,"Johnson County, Kansas",19.4,53.1,58.0,54.5,43.3
20103,"Leavenworth County, Kansas",7.8,31.6,44.4,28.9,26.1
20161,"Riley County, Kansas",9.5,42.6,54.0,49.3,62.0
20173,"Sedgwick County, Kansas",9.5,35.0,33.9,29.7,24.7
20177,"Shawnee County, Kansas",9.1,27.3,35.9,29.2,24.4
20209,"Wyandotte County, Kansas",6.0,18.2,17.8,15.9,15.2
21015,"Boone County, Kentucky",20.7,35.6,40.8,27.8,22.7
21029,"Bullitt County, Kentucky",4.4,22.7,15.0,12.0,8.8
21037,"Campbell County, Kentucky",16.9,38.2,37.9,22.0,11.9
21047,"Christian County, Kentucky",1.4,17.8,28.0,15.9,8.4
21059,"Daviess County, Kentucky",9.9,28.4,18.5,22.6,17.7
21067,"Fayette County, Kentucky",16.5,49.6,41.5,39.2,30.7
21093,"Hardin County, Kentucky",8.8,33.1,25.9,24.1,21.5
21111,"Jefferson County, Kentucky",11.3,38.5,33.6,30.4,25.3
21117,"Kenton County, Kentucky",8.2,32.4,31.4,26.7,21.4
21145,"McCracken County, Kentucky",9.4,30.6,30.7,25.5,15.2
21151,"Madison County, Kentucky",7.0,33.7,31.1,31.9,23.2
21195,"Pike County, Kentucky",9.0,14.8,16.1,10.8,11.5
21227,"Warren County, Kentucky",7.7,31.2,27.8,22.8,23.1
22005,"Ascension Parish, Louisiana",5.2,31.1,40.1,25.8,17.0
22015,"Bossier Parish, Louisiana",9.1,30.3,24.0,21.3,20.9
22017,"Caddo Parish, Louisiana",3.7,20.9,29.4,20.3,22.9
22019,"Calcasieu Parish, Louisiana",6.2,20.6,19.5,20.6,21.8
22033,"East Baton Rouge Parish, Louisiana",11.7,37.8,37.4,32.6,29.8
22045,"Iberia Parish, Louisiana",2.6,11.7,16.6,10.1,16.4
22051,"Jefferson Parish, Louisiana",11.7,31.1,25.4,25.3,17.7
22055,"Lafayette Parish, Louisiana",7.8,37.1,32.1,27.9,26.2
22057,"Lafourche Parish, Louisiana",3.7,20.4,16.1,15.6,11.1
22063,"Livingston Parish, Louisiana",8.9,24.6,23.0,11.3,13.1
22071,"Orleans Parish, Louisiana",12.0,46.0,38.3,30.6,30.2
22073,"Ouachita Parish, Louisiana",2.4,20.8,32.5,26.2,24.5
22079,"Rapides Parish, Louisiana",6.1,14.3,20.6,18.3,20.3
22097,"St. Landry Parish, Louisiana",5.2,13.5,9.9,12.1,11.0
22103,"St. Tammany Parish, Louisiana",6.8,35.7,34.1,30.9,31.2
22105,"Tangipahoa Parish, Louisiana",4.8,28.9,18.7,14.8,19.3
22109,"Terrebonne Parish, Louisiana",4.2,14.3,18.6,11.0,11.9
23001,"Androscoggin County, Maine",9.7,33.3,28.9,18.8,17.7
23003,"Aroostook County, Maine",4.7,25.1,14.0,18.2,13.6
23005,"Cumberland County, Maine",18.2,47.9,51.4,47.6,37.7
23011,"Kennebec County, Maine",9.4,25.2,26.1,22.9,22.4
23019,"Penobscot County, Maine",11.6,31.7,26.3,26.6,16.3
23031,"York County, Maine",8.9,28.2,31.9,28.9,25.5
24001,"Allegany County, Maryland",1.5,15.2,25.6,17.3,14.7
24003,"Anne Arundel County, Maryland",11.8,46.0,43.8,35.5,33.1
24005,"Baltimore County, Maryland",13.9,38.7,44.4,37.6,29.5
24009,"Calvert County, Maryland",7.5,28.8,26.4,29.2,28.4
24013,"Carroll County, Maryland",10.5,40.8,43.8,31.6,21.1
24015,"Cecil County, Maryland",5.4,29.1,16.2,20.8,13.1
24017,"Charles County, Maryland",11.7,24.5,33.5,27.8,24.3
24021,"Frederick County, Maryland",13.4,45.7,50.3,38.0,28.1
24025,"Harford County, Maryland",14.3,35.3,41.6,35.0,23.4
24027,"Howard County, Maryland",20.6,60.9,67.3,61.5,46.9
24031,"Montgomery County, Maryland",19.3,57.3,59.5,60.5,54.6
24033,"Prince George's County, Maryland",9.2,33.9,30.6,31.5,26.4
24037,"St. Mary's County, Maryland",10.0,36.9,36.0,26.1,18.3
24043,"Washington County, Maryland",11.6,20.1,24.2,20.1,17.1
24045,"Wicomico County, Maryland",15.9,26.5,27.0,30.6,29.6
24510,"Baltimore city, Maryland",10.8,44.1,34.5,21.8,21.2
25001,"Barnstable County, Massachusetts",20.5,37.1,40.7,45.0,46.9
25003,"Berkshire County, Massachusetts",5.8,31.2,27.7,30.0,34.3
25005,"Bristol County, Massachusetts",9.7,30.9,29.7,26.9,16.5
25009,"Essex County, Massachusetts",11.5,39.7,45.1,41.4,28.9
25011,"Franklin County, Massachusetts",10.4,36.8,40.6,34.6,34.4
25013,"Hampden County, Massachusetts",10.8,30.3,29.5,27.9,23.3
25015,"Hampshire County, Massachusetts",6.7,48.7,46.3,41.9,36.6
25017,"Middlesex County, Massachusetts",24.9,63.1,60.7,50.8,35.6
25021,"Norfolk County, Massachusetts",24.0,62.5,63.3,51.3,35.3
25023,"Plymouth County, Massachusetts",16.4,34.9,41.1,34.7,27.1
25025,"Suffolk County, Massachusetts",18.2,62.0,40.4,31.7,24.6
25027,"Worcester County, Massachusetts",16.8,37.0,40.6,36.5,23.2
26005,"Allegan County, Michigan",7.6,20.6,29.4,21.0,21.8
26017,"Bay County, Michigan",10.9,23.0,17.0,20.3,14.8
26021,"Berrien County, Michigan",6.7,29.0,29.7,27.1,23.4
26025,"Calhoun County, Michigan",8.2,18.0,23.0,20.6,20.9
26037,"Clinton County, Michigan",15.0,40.9,34.8,31.8,20.6
26045,"Eaton County, Michigan",9.3,26.2,30.1,24.3,17.5
26049,"Genesee County, Michigan",4.4,23.5,24.2,20.5,14.4
26055,"Grand Traverse County, Michigan",13.2,33.6,29.9,31.7,39.4
26065,"Ingham County, Michigan",12.8,43.9,42.4,32.4,31.8
26073,"Isabella County, Michigan",5.9,34.0,29.0,28.1,21.1
26075,"Jackson County, Michigan",3.4,27.1,25.0,16.2,19.6
26077,"Kalamazoo County, Michigan",13.3,38.8,39.1,34.1,29.4
26081,"Kent County, Michigan",13.1,37.0,40.7,32.0,25.8
26087,"Lapeer County, Michigan",7.7,19.5,13.3,20.8,13.3
26091,"Lenawee County, Michigan",8.2,18.6,25.3,22.1,14.4
26093,"Livingston County, Michigan",7.7,34.4,41.8,32.7,24.1
26099,"Macomb County, Michigan",8.5,29.7,30.4,22.7,16.1
26103,"Marquette County, Michigan",8.6,26.2,32.0,28.5,24.5
26111,"Midland County, Michigan",13.7,39.7,34.6,29.1,20.2
26115,"Monroe County, Michigan",4.8,20.0,23.7,16.5,11.6
26121,"Muskegon County, Michigan",2.6,15.0,18.1,19.4,19.4
26125,"Oakland County, Michigan",16.7,49.3,51.7,44.8,35.4
26139,"Ottawa County, Michigan",10.0,42.5,40.5,30.6,20.0
26145,"Saginaw County, Michigan",3.4,27.1,27.8,21.2,16.5
26147,"St. Clair County, Michigan",6.9,22.8,22.9,18.3,17.8
26155,"Shiawassee County, Michigan",3.1,23.6,16.9,19.5,13.9
26159,"Van Buren County, Michigan",4.7,15.4,25.0,23.8,14.6
26161,"Washtenaw County, Michigan",16.6,61.6,56.3,50.3,45.5
26163,"Wayne County, Michigan",8.0,24.9,25.7,21.3,18.0
27003,"Anoka County, Minnesota",8.3,32.8,30.9,26.7,21.7
27013,"Blue Earth County, Minnesota",6.9,35.4,32.5,30.8,24.3
27019,"Carver County, Minnesota",16.8,51.1,61.0,46.3,25.8
27037,"Dakota County, Minnesota",14.4,44.5,48.9,40.3,30.0
27053,"Hennepin County, Minnesota",21.4,53.5,50.7,46.7,36.7
27109,"Olmsted County, Minnesota",22.6,49.5,50.9,38.6,34.5
27123,"Ramsey County, Minnesota",14.9,44.5,43.5,38.9,37.7
27131,"Rice County, Minnesota",3.4,20.5,30.8,28.6,26.3
27137,"St. Louis County, Minnesota",10.5,31.0,33.1,26.0,23.4
27139,"Scott County, Minnesota",9.7,47.8,41.7,35.5,25.2
27141,"Sherburne County, Minnesota",11.4,30.0,35.0,27.3,23.5
27145,"Stearns County, Minnesota",10.2,28.5,38.3,29.3,23.3
27163,"Washington County, Minnesota",16.1,44.2,49.2,43.5,33.0
27171,"Wright County, Minnesota",6.4,23.5,41.4,25.1,22.4
28033,"DeSoto County, Mississippi",7.2,24.8,31.1,18.6,14.4
28035,"Forrest County, Mississippi",10.9,27.9,24.4,24.8,28.5
28047,"Harrison County, Mississippi",2.6,21.0,24.9,17.0,21.6
28049,"Hinds County, Mississippi",7.2,34.3,32.5,26.9,26.4
28059,"Jackson County, Mississippi",5.6,27.4,29.1,15.3,27.2
28067,"Jones County, Mississippi",3.1,16.9,21.8,12.7,24.2
28075,"Lauderdale County, Mississippi",8.2,22.2,17.0,20.6,9.2
28081,"Lee County, Mississippi",6.6,24.6,23.3,19.0,28.1
28089,"Madison County, Mississippi",8.1,51.7,48.9,43.0,33.1
28121,"Rankin County, Mississippi",16.9,33.6,30.4,27.9,19.0
29019,"Boone County, Missouri",16.0,48.6,50.2,44.1,34.7
29021,"Buchanan County, Missouri",3.4,22.5,25.6,18.3,14.4
29031,"Cape Girardeau County, Missouri",4.9,37.9,30.3,28.6,26.5
29037,"Cass County, Missouri",3.5,27.2,35.7,23.6,12.6
29043,"Christian County, Missouri",6.0,35.5,34.4,25.8,16.1
29047,"Clay County, Missouri",13.0,37.2,36.2,27.8,22.8
29051,"Cole County, Missouri",10.5,38.9,26.6,31.6,28.6
29071,"Franklin County, Missouri",9.5,16.8,22.6,18.3,10.9
29077,"Greene County, Missouri",8.7,35.1,31.1,28.2,23.5
29095,"Jackson County, Missouri",14.0,36.0,34.1,27.2,22.2
29097,"Jasper County, Missouri",3.6,19.5,23.9,21.3,14.0
29099,"Jefferson County, Missouri",5.6,27.3,25.2,16.1,15.0
29165,"Platte County, Missouri",6.6,43.5,50.3,40.3,25.9
