GEO_ID,NAME,Population 18 to 24 years!!Bachelor's degree or higher,Population 25 to 34 years!!Bachelor's degree or higher,Population 35 to 44 years!!Bachelor's degree or higher,Population 45 to 64 years!!Bachelor's degree or higher,Population 65 years and over!!Bachelor's degree or higher
22055,"Lafayette Parish, Louisiana",6.4,30.6,30.0,34.0,31.5
22057,"Lafourche Parish, Louisiana",4.6,23.6,19.5,15.8,13.3
22063,"Livingston Parish, Louisiana",3.3,16.4,17.7,19.7,12.1
22071,"Orleans Parish, Louisiana",15.4,46.8,42.9,32.6,33.3
22073,"Ouachita Parish, Louisiana",8.2,17.7,22.8,21.0,22.3
22079,"Rapides Parish, Louisiana",1.3,21.3,22.3,23.2,16.8
22097,"St. Landry Parish, Louisiana",2.7,16.2,13.2,12.0,18.1
22103,"St. Tammany Parish, Louisiana",9.0,33.9,33.7,29.1,30.1
22105,"Tangipahoa Parish, Louisiana",3.4,20.5,19.2,22.3,16.7
22109,"Terrebonne Parish, Louisiana",2.7,14.3,22.0,13.5,11.3
23001,"Androscoggin County, Maine",10.4,30.4,29.1,18.6,15.0
23003,"Aroostook County, Maine",3.4,23.6,25.8,18.0,18.4
23005,"Cumberland County, Maine",16.4,48.1,50.0,46.2,39.6
23011,"Kennebec County, Maine",9.6,31.9,28.4,24.4,25.5
23019,"Penobscot County, Maine",5.5,32.6,29.1,23.0,19.8
23031,"York County, Maine",17.5,37.0,34.4,26.2,30.7
24001,"Allegany County, Maryland",12.0,11.6,22.6,19.0,17.9
24003,"Anne Arundel County, Maryland",13.6,43.5,49.6,41.5,35.9
24005,"Baltimore County, Maryland",13.1,38.4,45.7,38.3,31.9
24009,"Calvert County, Maryland",13.8,36.2,40.0,27.2,22.8
24013,"Carroll County, Maryland",18.1,40.0,45.4,33.7,23.0
24015,"Cecil County, Maryland",9.6,21.7,30.7,23.0,22.1
24017,"Charles County, Maryland",5.1,28.1,33.5,26.7,21.7
24021,"Frederick County, Maryland",13.2,43.0,50.7,40.2,30.9
24025,"Harford County, Maryland",8.8,40.7,46.0,33.9,29.7
24027,"Howard County, Maryland",18.2,61.6,69.0,63.5,51.1
24031,"Montgomery County, Maryland",23.1,60.6,59.1,59.3,57.8
24033,"Prince George's County, Maryland",13.5,33.5,34.3,31.8,27.7
24037,"St. Mary's County, Maryland",13.0,26.4,27.3,25.8,25.2
24043,"Washington County, Maryland",8.5,18.1,24.5,20.9,17.9
24045,"Wicomico County, Maryland",4.3,17.3,27.0,30.3,20.4
24510,"Baltimore city, Maryland",13.8,45.2,36.8,21.7,21.6
25001,"Barnstable County, Massachusetts",16.1,34.1,38.4,40.6,50.6
25003,"Berkshire County, Massachusetts",8.0,39.4,39.7,29.0,35.0
25005,"Bristol County, Massachusetts",11.6,31.7,36.4,28.9,22.5
25009,"Essex County, Massachusetts",14.9,38.7,41.2,40.0,33.2
25011,"Franklin County, Massachusetts",14.0,37.0,44.4,35.2,34.0
25013,"Hampden County, Massachusetts",9.5,28.0,29.4,25.9,23.6
25015,"Hampshire County, Massachusetts",11.2,46.7,53.0,47.3,38.6
25017,"Middlesex County, Massachusetts",24.6,65.6,63.2,52.4,41.9
25021,"Norfolk County, Massachusetts",23.1,63.5,64.5,51.3,37.8
25023,"Plymouth County, Massachusetts",13.0,35.2,45.4,35.7,31.2
25025,"Suffolk County, Massachusetts",21.2,64.9,44.2,33.1,27.3
25027,"Worcester County, Massachusetts",13.8,38.0,44.6,35.2,28.2
26005,"Allegan County, Michigan",6.9,21.1,23.8,20.1,23.8
26017,"Bay County, Michigan",4.9,22.6,21.5,18.9,10.8
26021,"Berrien County, Michigan",11.1,26.5,36.8,26.2,27.2
26025,"Calhoun County, Michigan",6.4,14.5,27.7,19.8,20.2
26037,"Clinton County, Michigan",9.3,28.4,46.6,32.5,26.3
26045,"Eaton County, Michigan",10.9,33.6,21.4,25.1,23.2
26049,"Genesee County, Michigan",8.1,20.2,22.7,19.7,18.8
26055,"Grand Traverse County, Michigan",9.1,31.5,35.0,31.2,34.8
26065,"Ingham County, Michigan",11.7,46.9,41.5,33.5,34.4
26073,"Isabella County, Michigan",8.2,28.1,43.0,29.5,24.7
26075,"Jackson County, Michigan",5.3,22.2,23.3,22.4,19.8
26077,"Kalamazoo County, Michigan",10.6,43.5,43.6,31.6,39.0
26081,"Kent County, Michigan",11.5,40.1,37.4,32.8,29.4
26087,"Lapeer County, Michigan",3.6,21.0,24.7,16.5,13.2
26091,"Lenawee County, Michigan",3.4,27.1,28.0,20.8,17.0
26093,"Livingston County, Michigan",10.8,31.2,43.1,34.9,28.0
26099,"Macomb County, Michigan",9.5,31.6,31.3,23.4,17.2
26103,"Marquette County, Michigan",8.5,33.4,41.3,32.5,29.3
26111,"Midland County, Michigan",12.4,33.7,42.2,31.5,31.4
26115,"Monroe County, Michigan",3.7,24.4,23.1,18.0,15.6
26121,"Muskegon County, Michigan",5.0,12.9,18.1,16.5,18.7
26125,"Oakland County, Michigan",17.4,52.5,54.4,45.9,35.3
26139,"Ottawa County, Michigan",11.0,30.9,40.4,30.4,28.2
26145,"Saginaw County, Michigan",5.9,24.9,32.1,22.4,16.3
26147,"St. Clair County, Michigan",4.0,17.8,19.8,15.3,15.3
26155,"Shiawassee County, Michigan",4.7,18.0,16.1,18.2,10.8
26159,"Van Buren County, Michigan",8.5,21.9,19.8,19.7,19.1
26161,"Washtenaw County, Michigan",20.6,60.5,61.0,51.7,48.8
26163,"Wayne County, Michigan",7.1,24.6,25.3,22.9,19.8
27003,"Anoka County, Minnesota",8.2,28.8,33.0,26.2,21.9
27013,"Blue Earth County, Minnesota",5.2,34.8,42.7,28.6,29.9
27019,"Carver County, Minnesota",16.4,52.3,57.0,48.3,30.7
27037,"Dakota County, Minnesota",15.3,42.2,46.5,41.8,32.3
27053,"Hennepin County, Minnesota",21.8,55.0,54.7,46.4,39.3
27109,"Olmsted County, Minnesota",19.6,54.1,49.9,39.1,31.3
27123,"Ramsey County, Minnesota",17.5,43.0,44.8,40.1,36.3
27131,"Rice County, Minnesota",5.8,30.5,30.9,24.9,25.5
27137,"St. Louis County, Minnesota",9.1,31.6,29.1,28.3,22.6
27139,"Scott County, Minnesota",11.0,37.1,50.6,40.5,25.5
27141,"Sherburne County, Minnesota",9.2,25.7,33.5,24.7,18.9
27145,"Stearns County, Minnesota",10.5,29.6,28.9,24.7,22.1
27163,"Washington County, Minnesota",17.5,48.3,47.9,41.0,32.3
27171,"Wright County, Minnesota",8.4,37.3,32.2,30.1,24.3
28033,"DeSoto County, Mississippi",3.1,23.3,35.5,22.8,18.7
28035,"Forrest County, Mississippi",7.2,31.6,21.6,24.5,20.8
28047,"Harrison County, Mississippi",3.2,18.8,22.5,20.0,20.1
28049,"Hinds County, Mississippi",8.1,30.2,24.8,29.1,34.9
28059,"Jackson County, Mississippi",3.6,30.0,27.1,18.9,19.2
28067,"Jones County, Mississippi",0.7,8.2,20.6,22.8,20.1
28075,"Lauderdale County, Mississippi",8.7,30.2,20.9,20.4,17.6
28081,"Lee County, Mississippi",4.7,25.6,32.2,23.7,14.7
28089,"Madison County, Mississippi",6.4,40.0,46.7,50.6,44.1
28121,"Rankin County, Mississippi",17.5,33.1,34.1,24.7,28.6
29019,"Boone County, Missouri",17.5,49.9,51.9,39.0,37.1
29021,"Buchanan County, Missouri",11.8,27.6,20.2,19.5,24.4
29031,"Cape Girardeau County, Missouri",13.9,26.3,39.0,31.1,27.0
29037,"Cass County, Missouri",4.4,19.2,32.7,21.6,25.4
29043,"Christian County, Missouri",4.1,35.1,23.3,24.3,23.1
29047,"Clay County, Missouri",14.9,36.5,45.1,32.5,22.8
29051,"Cole County, Missouri",6.1,26.4,29.6,40.0,31.0
29071,"Franklin County, Missouri",2.5,32.0,26.5,23.1,15.1
29077,"Greene County, Missouri",8.0,35.9,27.5,29.6,26.5
29095,"Jackson County, Missouri",11.3,40.6,32.0,29.1,23.8
29097,"Jasper County, Missouri",4.9,22.7,24.9,20.3,17.4
