GEO_ID,NAME,Population 18 to 24 years!!Bachelor's degree or higher,Population 25 to 34 years!!Bachelor's degree or higher,Population 35 to 44 years!!Bachelor's degree or higher,Population 45 to 64 years!!Bachelor's degree or higher,Population 65 years and over!!Bachelor's degree or higher
01003,"Baldwin County, Alabama",9.3,27.0,39.6,31.8,31.0
01015,"Calhoun County, Alabama",5.4,13.7,21.9,18.9,22.1
01043,"Cullman County, Alabama",7.3,16.9,24.8,13.1,12.7
01049,"DeKalb County, Alabama",3.8,15.9,16.8,10.3,11.1
01051,"Elmore County, Alabama",7.9,22.6,24.3,25.8,26.1
01055,"Etowah County, Alabama",2.4,8.9,28.8,17.4,15.3
01069,"Houston County, Alabama",2.5,19.3,23.7,23.5,23.3
01073,"Jefferson County, Alabama",13.8,40.8,40.0,32.3,28.4
01077,"Lauderdale County, Alabama",8.3,19.8,18.9,24.8,22.3
01081,"Lee County, Alabama",9.7,47.8,45.0,37.2,37.9
01083,"Limestone County, Alabama",9.5,26.6,28.9,24.4,23.9
01089,"Madison County, Alabama",11.3,45.3,42.9,45.8,40.7
01095,"Marshall County, Alabama",5.2,21.1,17.8,22.2,17.8
01097,"Mobile County, Alabama",6.3,23.1,25.4,23.2,20.5
01101,"Montgomery County, Alabama",10.1,35.0,36.5,38.5,30.1
01103,"Morgan County, Alabama",2.0,14.0,27.4,27.5,19.3
01115,"St. Clair County, Alabama",10.9,12.2,20.0,11.4,13.4
01117,"Shelby County, Alabama",14.3,42.2,49.1,47.4,37.7
01121,"Talladega County, Alabama",0.0,8.3,16.1,18.8,14.2
01125,"Tuscaloosa County, Alabama",7.3,37.2,32.9,30.8,25.9
01127,"Walker County, Alabama",3.0,4.4,14.0,15.4,10.7
02020,"Anchorage Municipality, Alaska",5.5,34.0,42.7,35.1,35.1
02090,"Fairbanks North Star Borough, Alaska",4.6,24.8,39.2,36.2,33.2
02170,"Matanuska-Susitna Borough, Alaska",3.3,17.6,25.6,26.8,25.1
04001,"Apache County, Arizona",2.5,9.2,11.2,11.7,14.5
04003,"Cochise County, Arizona",0.7,23.5,24.7,22.3,28.7
04005,"Coconino County, Arizona",6.3,38.7,45.6,35.2,42.9
04013,"Maricopa County, Arizona",12.4,32.7,34.8,33.1,33.8
04015,"Mohave County, Arizona",3.7,7.3,18.9,13.7,13.5
04017,"Navajo County, Arizona",2.0,4.3,21.2,11.5,15.7
04019,"Pima County, Arizona",10.0,27.5,36.2,30.3,36.6
04021,"Pinal County, Arizona",5.0,9.3,18.8,19.9,25.8
04025,"Yavapai County, Arizona",2.2,16.9,21.2,30.9,31.5
04027,"Yuma County, Arizona",3.6,9.4,19.9,14.5,14.1
05007,"Benton County, Arkansas",17.1,42.5,38.4,31.3,29.4
05031,"Craighead County, Arkansas",7.4,23.9,26.6,27.8,22.0
05045,"Faulkner County, Arkansas",11.8,31.3,35.6,25.3,27.8
05051,"Garland County, Arkansas",4.9,18.3,35.1,29.8,28.8
05069,"Jefferson County, Arkansas",6.9,17.3,9.6,22.3,19.2
05085,"Lonoke County, Arkansas",9.6,18.3,21.1,20.1,15.7
05119,"Pulaski County, Arkansas",20.7,35.2,40.0,32.7,33.9
05125,"Saline County, Arkansas",4.6,34.3,30.9,20.7,26.3
05131,"Sebastian County, Arkansas",4.6,30.8,27.8,21.3,24.0
05143,"Washington County, Arkansas",8.1,38.7,33.2,30.7,24.7
05145,"White County, Arkansas",6.8,23.8,16.7,12.6,16.1
06001,"Alameda County, California",17.1,58.5,58.6,47.2,38.9
06007,"Butte County, California",10.5,24.2,31.3,32.0,32.6
06013,"Contra Costa County, California",13.1,35.0,46.9,44.3,43.7
06017,"El Dorado County, California",10.8,29.1,41.3,39.6,29.0
06019,"Fresno County, California",7.1,22.9,22.7,20.5,22.8
06023,"Humboldt County, California",5.0,23.6,30.1,28.9,37.5
06025,"Imperial County, California",3.5,17.3,33.7,15.0,10.9
06029,"Kern County, California",4.3,18.0,17.8,14.8,19.3
06031,"Kings County, California",4.0,15.2,17.2,20.1,17.2
06033,"Lake County, California",0.0,11.8,16.8,15.4,16.7
06037,"Los Angeles County, California",13.0,40.0,37.1,30.4,29.4
