GEO_ID,NAME,Population 18 to 24 years!!Bachelor's degree or higher,Population 25 to 34 years!!Bachelor's degree or higher,Population 35 to 44 years!!Bachelor's degree or higher,Population 45 to 64 years!!Bachelor's degree or higher,Population 65 years and over!!Bachelor's degree or higher
01003,"Baldwin County, Alabama",3.7,19.3,30.8,32.3,29.4
01015,"Calhoun County, Alabama",5.9,17.3,16.7,15.5,19.3
01043,"Cullman County, Alabama",1.1,10.1,9.0,12.3,16.8
01049,"DeKalb County, Alabama",0.6,6.4,9.9,8.2,7.4
01051,"Elmore County, Alabama",8.6,21.9,23.0,22.3,13.5
01055,"Etowah County, Alabama",2.4,19.7,15.0,14.7,12.2
01069,"Houston County, Alabama",5.7,27.8,26.1,20.3,16.4
01073,"Jefferson County, Alabama",9.2,36.4,38.2,27.5,23.8
01077,"Lauderdale County, Alabama",4.6,22.1,24.9,18.9,22.8
01081,"Lee County, Alabama",13.1,39.3,41.3,28.5,22.4
01083,"Limestone County, Alabama",5.2,27.2,19.1,21.9,16.9
01089,"Madison County, Alabama",9.3,42.0,46.7,41.6,32.9
01095,"Marshall County, Alabama",4.0,15.0,14.9,17.6,15.7
01097,"Mobile County, Alabama",7.1,24.1,23.1,22.0,16.6
01101,"Montgomery County, Alabama",9.2,31.6,35.5,29.1,28.0
01103,"Morgan County, Alabama",6.4,21.2,19.8,24.7,17.8
01115,"St. Clair County, Alabama",8.5,17.9,25.0,16.3,8.1
01117,"Shelby County, Alabama",10.7,45.1,40.0,42.2,28.9
01121,"Talladega County, Alabama",1.1,8.1,10.7,11.5,10.2
01125,"Tuscaloosa County, Alabama",10.2,35.8,28.5,30.4,21.1
01127,"Walker County, Alabama",6.4,9.5,11.9,8.5,9.9
02020,"Anchorage Municipality, Alaska",4.9,27.6,37.5,36.2,30.0
02090,"Fairbanks North Star Borough, Alaska",12.0,25.9,40.4,30.2,31.3
02170,"Matanuska-Susitna Borough, Alaska",3.4,18.3,24.2,25.8,16.3
04001,"Apache County, Arizona",2.0,6.0,15.7,11.7,9.7
04003,"Cochise County, Arizona",4.4,15.6,23.1,26.5,25.8
04005,"Coconino County, Arizona",7.6,22.6,33.3,31.5,30.7
04013,"Maricopa County, Arizona",8.3,29.1,32.8,30.7,27.8
04015,"Mohave County, Arizona",2.5,8.2,12.6,10.2,13.1
04017,"Navajo County, Arizona",0.3,7.3,13.6,13.7,20.2
04019,"Pima County, Arizona",6.6,26.0,30.8,29.7,34.0
04021,"Pinal County, Arizona",3.2,12.6,23.0,19.7,22.8
04025,"Yavapai County, Arizona",6.6,16.4,21.5,29.3,28.2
04027,"Yuma County, Arizona",3.4,20.6,15.3,11.9,11.5
05007,"Benton County, Arkansas",11.5,29.1,35.5,28.3,25.4
05031,"Craighead County, Arkansas",12.6,23.3,26.5,27.5,15.7
05045,"Faulkner County, Arkansas",9.3,26.2,39.1,31.6,23.3
05051,"Garland County, Arkansas",5.1,19.0,20.5,25.1,22.8
05069,"Jefferson County, Arkansas",4.4,20.7,19.6,18.1,17.5
05085,"Lonoke County, Arkansas",7.2,28.0,26.1,18.7,11.0
05119,"Pulaski County, Arkansas",11.5,32.7,39.1,31.4,29.0
05125,"Saline County, Arkansas",5.1,36.3,33.7,21.2,13.3
05131,"Sebastian County, Arkansas",2.4,15.8,19.3,19.7,19.8
05143,"Washington County, Arkansas",11.3,28.5,32.0,30.8,22.1
05145,"White County, Arkansas",6.7,15.4,12.7,21.9,14.9
06001,"Alameda County, California",15.6,47.0,48.5,40.8,32.2
06007,"Butte County, California",7.9,21.2,25.4,25.8,22.6
06013,"Contra Costa County, California",10.7,33.4,42.9,41.4,37.0
06017,"El Dorado County, California",4.2,21.7,41.7,30.1,34.9
06019,"Fresno County, California",4.5,17.0,18.9,20.1,17.0
06023,"Humboldt County, California",2.1,26.8,28.9,27.2,23.9
06025,"Imperial County, California",4.1,13.2,17.9,12.3,8.2
06029,"Kern County, California",3.6,13.2,13.7,17.8,14.9
06031,"Kings County, California",1.9,14.0,12.5,11.2,9.7
06033,"Lake County, California",5.3,14.2,7.6,14.7,29.2
06037,"Los Angeles County, California",9.5,33.2,31.0,29.5,25.9
06039,"Madera County, California",3.2,6.5,12.8,16.0,12.1
06041,"Marin County, California",8.2,40.3,62.8,59.0,52.8
06045,"Mendocino County, California",5.0,8.5,22.4,27.1,26.2
06047,"Merced County, California",3.0,9.9,14.3,13.8,12.7
06053,"Monterey County, California",5.1,19.9,20.0,24.7,32.4
06055,"Napa County, California",4.2,19.5,30.3,33.7,32.3
06057,"Nevada County, California",0.0,22.8,30.4,37.6,29.3
06059,"Orange County, California",11.1,38.0,39.6,37.7,33.1
06061,"Placer County, California",8.2,30.0,43.4,34.9,31.0
06065,"Riverside County, California",3.8,18.2,20.2,20.7,23.0
06067,"Sacramento County, California",7.3,28.5,29.9,27.6,26.0
06071,"San Bernardino County, California",4.8,19.0,18.7,18.5,17.2
06073,"San Diego County, California",9.5,36.0,36.8,33.7,33.1
06075,"San Francisco County, California",26.2,72.1,63.1,42.4,34.3
06077,"San Joaquin County, California",4.8,16.7,18.1,21.4,16.8
06079,"San Luis Obispo County, California",11.7,33.1,33.2,32.5,35.9
06081,"San Mateo County, California",14.8,42.4,50.7,43.9,37.4
06083,"Santa Barbara County, California",9.1,26.0,27.8,31.8,33.7
06085,"Santa Clara County, California",15.4,50.7,53.3,45.3,38.4
06087,"Santa Cruz County, California",10.0,33.3,37.9,40.4,38.9
06089,"Shasta County, California",6.6,15.9,21.5,19.1,16.1
06095,"Solano County, California",6.4,18.4,24.1,26.6,24.7
06097,"Sonoma County, California",4.1,24.3,28.4,33.9,36.9
06099,"Stanislaus County, California",2.7,12.7,17.4,18.0,14.8
06101,"Sutter County, California",3.4,12.1,19.3,21.6,15.1
06107,"Tulare County, California",3.9,14.3,12.7,16.6,13.9
06111,"Ventura County, California",8.8,28.3,31.1,34.0,30.5
06113,"Yolo County, California",15.5,41.6,35.7,38.8,30.6
06115,"Yuba County, California",5.9,14.7,19.9,13.0,19.1
08001,"Adams County, Colorado",6.3,22.3,21.2,21.6,14.4
08005,"Arapahoe County, Colorado",13.5,36.6,37.0,42.3,38.7
08013,"Boulder County, Colorado",18.5,55.7,63.5,60.0,48.3
08031,"Denver County, Colorado",20.2,54.1,46.3,38.5,36.0
08035,"Douglas County, Colorado",7.5,57.2,59.0,56.8,38.9
08041,"El Paso County, Colorado",7.0,27.2,38.9,38.1,33.2
08059,"Jefferson County, Colorado",9.1,39.7,47.4,41.7,36.7
08069,"Larimer County, Colorado",9.5,51.5,49.2,43.6,35.4
08077,"Mesa County, Colorado",3.3,20.9,17.9,26.4,22.7
08101,"Pueblo County, Colorado",4.3,13.3,23.8,21.2,19.8
08123,"Weld County, Colorado",6.7,25.3,31.4,26.0,21.8
09001,"Fairfield County, Connecticut",15.5,47.1,51.5,48.9,35.3
09003,"Hartford County, Connecticut",14.7,40.5,40.7,35.2,26.5
09005,"Litchfield County, Connecticut",9.1,33.2,36.5,32.7,27.5
09007,"Middlesex County, Connecticut",10.7,46.2,53.2,41.1,31.2
09009,"New Haven County, Connecticut",11.9,37.3,36.4,33.6,24.2
09011,"New London County, Connecticut",12.2,25.9,36.7,32.8,26.4
09013,"Tolland County, Connecticut",11.4,46.7,42.6,37.0,33.8
09015,"Windham County, Connecticut",6.1,35.2,23.2,20.7,20.3
10001,"Kent County, Delaware",7.4,19.8,28.4,20.4,22.7
10003,"New Castle County, Delaware",10.1,39.5,38.4,34.3,25.1
10005,"Sussex County, Delaware",6.9,19.5,17.9,23.8,25.9
11001,"District of Columbia, District of Columbia",24.2,68.2,57.5,43.1,37.8
12001,"Alachua County, Florida",12.9,46.7,38.1,39.0,37.7
12005,"Bay County, Florida",6.2,19.7,23.6,26.2,21.4
12009,"Brevard County, Florida",7.3,22.3,29.7,28.7,24.9
12011,"Broward County, Florida",8.0,29.7,34.1,31.2,23.2
12015,"Charlotte County, Florida",2.8,19.3,18.1,21.5,23.0
12017,"Citrus County, Florida",5.2,13.4,18.1,17.8,12.7
12019,"Clay County, Florida",0.7,15.9,26.6,24.3,26.4
12021,"Collier County, Florida",6.3,21.1,25.2,29.8,37.7
12023,"Columbia County, Florida",1.2,14.6,13.2,13.6,12.9
12031,"Duval County, Florida",6.8,28.8,29.0,25.4,22.9
12033,"Escambia County, Florida",6.0,24.1,28.7,20.1,20.2
12035,"Flagler County, Florida",2.5,22.2,20.9,25.7,22.9
12053,"Hernando County, Florida",9.3,10.8,16.1,14.9,11.7
12055,"Highlands County, Florida",1.5,11.0,19.7,17.9,13.7
12057,"Hillsborough County, Florida",9.5,32.8,34.1,29.0,23.4
12061,"Indian River County, Florida",3.2,17.1,21.1,27.3,31.0
12069,"Lake County, Florida",6.7,15.4,20.0,21.3,22.3
12071,"Lee County, Florida",5.2,19.3,22.0,24.1,27.5
12073,"Leon County, Florida",12.8,44.8,50.2,46.7,36.4
12081,"Manatee County, Florida",4.7,18.7,30.8,29.4,25.1
12083,"Marion County, Florida",2.2,13.1,18.1,19.6,17.9
12085,"Martin County, Florida",5.2,20.5,26.7,33.8,30.7
