GEO_ID,NAME,Population 18 to 24 years!!Bachelor's degree or higher,Population 25 to 34 years!!Bachelor's degree or higher,Population 35 to 44 years!!Bachelor's degree or higher,Population 45 to 64 years!!Bachelor's degree or higher,Population 65 years and over!!Bachelor's degree or higher
01003,"Baldwin County, Alabama",8.5,30.9,40.1,35.4,28.6
01015,"Calhoun County, Alabama",6.0,15.6,22.6,18.9,20.4
01043,"Cullman County, Alabama",4.7,10.0,14.4,13.6,10.8
01049,"DeKalb County, Alabama",1.4,15.7,14.1,16.3,13.8
01051,"Elmore County, Alabama",7.2,17.8,26.0,27.1,25.7
01055,"Etowah County, Alabama",5.7,16.7,28.9,17.6,17.2
01069,"Houston County, Alabama",8.0,26.7,20.5,21.6,20.1
01073,"Jefferson County, Alabama",14.3,40.5,35.4,31.2,28.5
01077,"Lauderdale County, Alabama",6.3,26.4,31.7,20.7,22.6
01081,"Lee County, Alabama",6.9,31.3,34.4,31.5,38.8
01083,"Limestone County, Alabama",10.5,34.8,29.7,30.8,21.1
01089,"Madison County, Alabama",9.9,34.9,44.4,46.7,34.8
01095,"Marshall County, Alabama",2.4,15.4,16.5,20.1,25.1
01097,"Mobile County, Alabama",6.0,24.3,26.8,22.4,20.3
01101,"Montgomery County, Alabama",3.3,29.4,32.9,34.2,33.3
01103,"Morgan County, Alabama",1.5,15.8,19.7,23.8,17.0
01115,"St. Clair County, Alabama",2.9,12.2,23.3,19.9,8.2
01117,"Shelby County, Alabama",12.1,46.9,49.2,44.4,33.1
01121,"Talladega County, Alabama",1.7,3.2,20.2,14.9,16.9
01125,"Tuscaloosa County, Alabama",4.9,42.7,31.0,33.1,22.0
01127,"Walker County, Alabama",0.2,19.1,15.2,7.2,11.3
02020,"Anchorage Municipality, Alaska",7.5,31.0,37.4,35.8,36.9
02090,"Fairbanks North Star Borough, Alaska",8.8,21.7,35.3,30.4,36.8
02170,"Matanuska-Susitna Borough, Alaska",5.9,16.3,20.7,23.2,26.8
04001,"Apache County, Arizona",0.0,9.4,14.3,12.5,12.2
04003,"Cochise County, Arizona",2.4,22.0,26.7,22.5,27.9
04005,"Coconino County, Arizona",6.3,35.4,33.8,35.6,45.9
04013,"Maricopa County, Arizona",9.4,31.9,34.8,31.8,31.1
04015,"Mohave County, Arizona",2.3,11.7,17.1,12.0,14.4
04017,"Navajo County, Arizona",0.8,8.5,16.0,17.7,26.2
04019,"Pima County, Arizona",7.8,33.3,32.0,31.5,37.2
04021,"Pinal County, Arizona",3.3,16.4,19.7,19.0,22.0
04025,"Yavapai County, Arizona",2.9,18.9,18.3,20.9,29.2
04027,"Yuma County, Arizona",1.2,14.8,17.4,13.6,10.2
05007,"Benton County, Arkansas",10.0,37.2,37.2,32.4,29.5
05031,"Craighead County, Arkansas",16.8,33.7,30.1,25.8,21.1
05045,"Faulkner County, Arkansas",11.4,40.5,33.3,32.4,24.5
05051,"Garland County, Arkansas",1.6,15.8,19.2,18.2,22.9
05069,"Jefferson County, Arkansas",9.1,17.0,16.7,21.0,16.3
05085,"Lonoke County, Arkansas",14.1,23.4,25.7,24.8,18.6
05119,"Pulaski County, Arkansas",12.6,35.9,44.9,33.0,27.8
05125,"Saline County, Arkansas",9.5,24.4,30.9,26.6,21.3
05131,"Sebastian County, Arkansas",2.6,25.4,19.2,23.0,18.2
05143,"Washington County, Arkansas",12.3,41.4,33.2,25.2,34.8
05145,"White County, Arkansas",5.8,23.2,29.3,21.3,22.4
06001,"Alameda County, California",16.4,54.6,52.7,42.9,36.2
06007,"Butte County, California",8.2,22.8,23.5,25.9,32.2
06013,"Contra Costa County, California",11.0,36.6,44.5,44.1,41.2
06017,"El Dorado County, California",9.0,34.9,41.2,32.3,32.9
06019,"Fresno County, California",5.2,20.9,20.2,19.3,21.9
06023,"Humboldt County, California",3.7,26.3,43.3,30.0,36.6
06025,"Imperial County, California",3.6,22.8,15.3,13.1,9.3
06029,"Kern County, California",3.3,13.0,16.9,16.0,19.4
06031,"Kings County, California",3.6,11.1,13.9,14.3,13.6
06033,"Lake County, California",2.2,11.1,7.5,14.2,17.6
06037,"Los Angeles County, California",11.1,37.7,35.4,29.3,28.2
06039,"Madera County, California",3.0,9.0,15.4,18.7,15.9
06041,"Marin County, California",17.5,49.5,63.0,64.1,51.9
06045,"Mendocino County, California",1.8,16.7,27.2,20.3,37.9
06047,"Merced County, California",6.9,15.2,10.2,13.7,13.8
06053,"Monterey County, California",6.6,22.8,22.0,22.2,34.2
06055,"Napa County, California",9.5,34.3,36.0,35.6,38.3
06057,"Nevada County, California",5.8,25.7,42.2,37.5,38.1
06059,"Orange County, California",12.9,42.6,44.2,38.4,37.9
06061,"Placer County, California",9.7,32.5,44.3,38.6,33.1
06065,"Riverside County, California",6.1,20.0,22.1,21.4,25.8
06067,"Sacramento County, California",7.7,31.7,32.1,29.8,29.2
06071,"San Bernardino County, California",6.2,21.4,21.9,19.8,19.2
06073,"San Diego County, California",11.0,40.3,42.0,37.1,36.8
06075,"San Francisco County, California",34.0,75.2,68.6,47.1,37.8
06077,"San Joaquin County, California",4.8,17.9,21.1,18.6,18.2
06079,"San Luis Obispo County, California",11.0,31.4,33.1,33.1,39.1
06081,"San Mateo County, California",23.7,57.7,59.2,49.7,42.4
06083,"Santa Barbara County, California",10.4,33.1,33.5,34.5,39.7
06085,"Santa Clara County, California",23.1,60.5,57.2,48.1,42.0
06087,"Santa Cruz County, California",10.2,34.0,45.5,39.4,42.2
06089,"Shasta County, California",7.1,24.5,31.6,21.5,19.6
06095,"Solano County, California",8.0,24.3,27.3,25.9,29.5
06097,"Sonoma County, California",9.3,30.8,34.9,35.5,40.4
06099,"Stanislaus County, California",6.7,16.8,20.4,16.8,16.8
06101,"Sutter County, California",4.6,16.2,11.0,21.2,15.0
06107,"Tulare County, California",2.5,12.0,14.6,15.3,14.8
06111,"Ventura County, California",7.5,30.2,32.0,35.1,34.6
06113,"Yolo County, California",11.3,36.9,39.6,40.0,38.0
06115,"Yuba County, California",3.7,23.2,18.0,16.6,12.7
08001,"Adams County, Colorado",7.0,26.8,24.6,21.0,18.4
08005,"Arapahoe County, Colorado",15.7,44.0,45.4,42.7,43.5
08013,"Boulder County, Colorado",13.0,63.9,60.7,66.1,59.2
08014,"Broomfield County, Colorado",23.9,57.8,69.1,52.7,41.3
08031,"Denver County, Colorado",18.4,59.2,51.8,40.9,42.1
08035,"Douglas County, Colorado",17.6,58.7,65.5,58.5,49.1
08041,"El Paso County, Colorado",9.9,31.5,45.9,41.1,38.3
08059,"Jefferson County, Colorado",14.7,46.8,51.3,43.9,42.7
08069,"Larimer County, Colorado",19.7,44.1,53.4,50.3,43.5
08077,"Mesa County, Colorado",6.6,20.6,23.2,29.7,25.9
08101,"Pueblo County, Colorado",9.1,20.1,27.7,20.0,23.2
08123,"Weld County, Colorado",4.8,31.2,27.6,27.3,23.2
09001,"Fairfield County, Connecticut",21.4,46.6,49.3,50.6,39.4
09003,"Hartford County, Connecticut",18.3,42.4,44.7,36.8,30.6
09005,"Litchfield County, Connecticut",13.7,36.6,44.2,33.8,37.0
09007,"Middlesex County, Connecticut",15.2,43.4,48.2,39.0,34.1
09009,"New Haven County, Connecticut",15.6,42.8,39.3,31.7,27.8
09011,"New London County, Connecticut",16.9,33.9,36.1,34.2,30.1
09013,"Tolland County, Connecticut",11.5,47.2,51.2,35.6,35.5
09015,"Windham County, Connecticut",7.3,29.6,29.2,19.6,25.2
10001,"Kent County, Delaware",10.8,26.9,19.1,22.1,25.0
10003,"New Castle County, Delaware",9.5,34.3,40.3,37.0,28.7
10005,"Sussex County, Delaware",5.1,23.1,22.9,30.8,31.2
11001,"District of Columbia, District of Columbia",23.0,72.3,62.4,45.1,43.6
12001,"Alachua County, Florida",17.7,44.6,51.0,36.6,34.1
12005,"Bay County, Florida",6.9,25.9,26.1,20.4,25.4
