GEO_ID,NAME,Population 18 to 24 years!!Bachelor's degree or higher,Population 25 to 34 years!!Bachelor's degree or higher,Population 35 to 44 years!!Bachelor's degree or higher,Population 45 to 64 years!!Bachelor's degree or higher,Population 65 years and over!!Bachelor's degree or higher
01003,"Baldwin County, Alabama",11.6,25.9,23.4,28.7,35.1
01015,"Calhoun County, Alabama",5.7,13.8,14.1,16.7,14.0
01043,"Cullman County, Alabama",4.1,18.4,16.5,20.2,15.1
01049,"DeKalb County, Alabama",5.3,11.2,15.2,15.6,9.3
01051,"Elmore County, Alabama",12.7,11.5,15.1,21.6,19.5
01055,"Etowah County, Alabama",2.6,11.7,17.7,18.6,14.1
01069,"Houston County, Alabama",4.5,22.3,21.1,20.0,17.6
01073,"Jefferson County, Alabama",11.1,37.1,36.0,30.3,22.5
01077,"Lauderdale County, Alabama",7.3,21.6,14.4,21.5,11.2
01081,"Lee County, Alabama",9.5,38.0,40.3,37.4,35.7
01083,"Limestone County, Alabama",4.4,29.6,17.0,28.4,23.3
01089,"Madison County, Alabama",11.4,37.0,39.1,42.4,35.8
01095,"Marshall County, Alabama",9.3,14.1,19.6,18.2,10.9
01097,"Mobile County, Alabama",7.9,24.7,24.3,22.9,16.9
01101,"Montgomery County, Alabama",11.4,24.5,38.9,32.5,30.0
01103,"Morgan County, Alabama",3.4,19.9,25.8,21.4,21.9
01115,"St. Clair County, Alabama",5.2,15.4,21.5,15.2,11.7
01117,"Shelby County, Alabama",13.6,42.6,47.1,40.0,30.3
01121,"Talladega County, Alabama",5.0,7.2,16.9,13.8,18.3
01125,"Tuscaloosa County, Alabama",4.8,29.1,29.3,29.1,18.3
01127,"Walker County, Alabama",2.4,13.7,6.4,10.7,7.4
02020,"Anchorage Municipality, Alaska",7.3,31.2,36.9,31.9,34.5
02090,"Fairbanks North Star Borough, Alaska",2.5,32.1,36.4,30.1,35.5
02170,"Matanuska-Susitna Borough, Alaska",2.8,14.8,23.0,20.4,23.0
04001,"Apache County, Arizona",1.5,8.1,14.2,8.9,7.1
04003,"Cochise County, Arizona",3.5,30.4,18.6,23.4,25.1
04005,"Coconino County, Arizona",10.0,32.8,35.3,35.0,33.9
04013,"Maricopa County, Arizona",8.9,29.7,32.7,31.1,28.2
04015,"Mohave County, Arizona",3.4,10.3,7.6,11.2,13.1
04017,"Navajo County, Arizona",0.3,8.9,9.2,13.8,21.2
04019,"Pima County, Arizona",8.7,27.3,27.6,30.1,33.8
04021,"Pinal County, Arizona",1.2,12.1,15.3,16.4,21.1
04025,"Yavapai County, Arizona",4.9,16.0,25.1,23.9,27.2
04027,"Yuma County, Arizona",1.9,12.4,12.4,13.9,16.1
05007,"Benton County, Arkansas",7.7,35.4,34.8,26.2,23.5
05031,"Craighead County, Arkansas",13.6,32.9,40.6,20.7,21.3
05045,"Faulkner County, Arkansas",8.3,26.4,33.9,23.9,24.5
05051,"Garland County, Arkansas",3.9,10.7,27.3,22.4,21.7
05069,"Jefferson County, Arkansas",3.2,10.2,14.7,19.0,14.1
05085,"Lonoke County, Arkansas",2.8,23.0,17.4,17.3,9.7
05119,"Pulaski County, Arkansas",9.5,31.4,33.5,32.3,27.6
05125,"Saline County, Arkansas",5.3,26.1,23.7,22.8,21.7
05131,"Sebastian County, Arkansas",6.5,19.6,23.3,21.0,13.4
05143,"Washington County, Arkansas",11.3,34.8,31.0,31.4,19.6
05145,"White County, Arkansas",4.7,17.6,26.7,17.6,17.0
06001,"Alameda County, California",15.0,46.6,48.4,40.2,34.5
06007,"Butte County, California",10.0,27.4,24.6,27.6,26.0
06013,"Contra Costa County, California",10.3,33.6,41.2,41.5,36.8
06017,"El Dorado County, California",4.1,24.8,37.3,36.1,31.3
06019,"Fresno County, California",4.6,18.3,19.4,20.8,20.4
06023,"Humboldt County, California",7.7,28.7,31.7,26.2,29.0
06025,"Imperial County, California",3.5,11.9,16.7,13.0,8.8
06029,"Kern County, California",3.0,12.0,15.6,15.3,14.3
06031,"Kings County, California",3.2,9.8,13.8,11.9,19.7
06033,"Lake County, California",5.5,8.2,11.1,11.2,24.7
06037,"Los Angeles County, California",9.8,34.1,30.6,28.8,26.7
06039,"Madera County, California",2.3,7.5,11.2,16.0,15.2
06041,"Marin County, California",15.0,34.2,62.9,56.7,56.8
06045,"Mendocino County, California",2.2,19.0,13.7,24.5,40.9
06047,"Merced County, California",1.4,13.9,13.0,13.5,13.6
06053,"Monterey County, California",5.4,16.8,16.5,23.3,33.4
06055,"Napa County, California",3.5,23.4,32.5,34.1,35.6
06057,"Nevada County, California",4.9,18.2,29.9,31.0,38.9
06059,"Orange County, California",11.1,37.1,38.3,37.7,34.7
06061,"Placer County, California",5.6,30.1,45.3,35.5,32.4
06065,"Riverside County, California",4.6,19.0,21.3,20.6,23.4
06067,"Sacramento County, California",7.6,27.5,30.4,27.7,27.5
06071,"San Bernardino County, California",6.1,19.6,20.6,18.7,17.1
06073,"San Diego County, California",10.5,35.3,36.4,34.0,32.7
06075,"San Francisco County, California",28.5,69.6,62.5,43.8,33.1
06077,"San Joaquin County, California",4.6,14.5,15.8,18.4,19.3
06079,"San Luis Obispo County, California",6.3,22.9,33.5,32.3,34.7
06081,"San Mateo County, California",16.8,49.4,50.7,46.1,37.4
06083,"Santa Barbara County, California",10.6,29.7,28.3,33.7,35.0
06085,"Santa Clara County, California",17.3,52.7,51.7,46.2,38.4
06087,"Santa Cruz County, California",7.1,32.2,37.0,41.1,42.0
06089,"Shasta County, California",5.7,16.6,17.7,19.7,14.1
06095,"Solano County, California",4.8,21.4,26.4,24.3,26.6
06097,"Sonoma County, California",4.7,27.9,31.3,32.4,34.0
06099,"Stanislaus County, California",3.8,13.4,15.2,18.1,16.0
06101,"Sutter County, California",7.8,16.1,17.8,21.6,15.4
06107,"Tulare County, California",2.9,12.1,13.7,14.1,12.9
06111,"Ventura County, California",8.2,25.8,33.3,33.6,29.7
06113,"Yolo County, California",12.3,40.5,41.8,38.2,33.5
06115,"Yuba County, California",3.4,12.6,13.6,14.4,22.4
08001,"Adams County, Colorado",7.7,23.9,24.9,22.5,20.4
08005,"Arapahoe County, Colorado",11.7,38.7,39.3,40.2,38.7
08013,"Boulder County, Colorado",14.1,59.2,63.3,60.7,47.4
08031,"Denver County, Colorado",19.3,52.3,47.0,38.7,35.9
