GEO_ID,Label (Grouping),Total population,Male,Female,20 to 24 years,25 to 34 years,35 to 44 years,45 to 54 years,55 to 59 years,60 to 64 years,Median age (years),HISPANIC OR LATINO AND RACEHispanic or Latino (of any race),HISPANIC OR LATINO AND RACENot Hispanic or LatinoWhite alone,HISPANIC OR LATINO AND RACENot Hispanic or LatinoBlack or African American alone,HISPANIC OR LATINO AND RACENot Hispanic or LatinoAmerican Indian and Alaska Native alone,HISPANIC OR LATINO AND RACENot Hispanic or LatinoAsian alone,HISPANIC OR LATINO AND RACENot Hispanic or LatinoNative Hawaiian and Other Pacific Islander alone,Total housing units
01003,"Baldwin County, Alabama","208,563","100,902","107,661","10,454","24,663","23,384","28,689","14,891","14,739",42.4,"9,211","173,065","18,821","1,052",914,0,"110,607"
01015,"Calhoun County, Alabama","114,611","55,491","59,120","8,005","14,623","14,083","14,990","7,457","8,103",39.1,"4,100","83,235","24,124",197,"1,064",0,"53,337"
01043,"Cullman County, Alabama","82,471","40,699","41,772","5,221","10,351","10,056","11,146","5,507","5,325",40.4,"3,567","76,107","1,052",633,763,0,"37,265"
01049,"DeKalb County, Alabama","70,900","34,509","36,391","3,397","8,571","9,329","9,552","4,481","4,430",39.8,"10,109","57,183","1,051",862,74,87,"31,060"
01051,"Elmore County, Alabama","81,799","39,956","41,843","5,451","11,622","10,823","11,361","5,945","4,483",38.3,780,"60,050","19,718",0,446,0,"33,751"
01055,"Etowah County, Alabama","102,564","49,861","52,703","6,215","11,409","12,262","14,527","8,888","5,333",41.2,"3,894","79,978","15,742",446,858,0,"47,541"
01069,"Houston County, Alabama","104,056","50,015","54,041","5,914","13,593","12,681","13,861","7,748","6,083",39.5,"3,380","69,582","27,622",427,"1,054",0,"46,883"
01073,"Jefferson County, Alabama","659,521","310,913","348,608","42,627","95,118","83,165","83,696","46,027","41,225",38.0,"24,554","330,573","279,050",817,"8,366",323,"308,553"
01077,"Lauderdale County, Alabama","92,318","45,121","47,197","7,304","10,704","10,779","11,550","6,579","6,553",41.6,"2,374","78,261","9,474",132,720,60,"44,577"
01081,"Lee County, Alabama","158,991","79,257","79,734","21,850","23,465","17,921","19,720","9,102","7,212",31.0,"6,000","106,946","37,190",0,"6,319",0,"67,173"
01083,"Limestone County, Alabama","92,753","47,635","45,118","4,951","12,571","12,241","14,044","6,415","5,197",38.8,"5,361",N,N,N,N,N,"35,769"
01089,"Madison County, Alabama","356,967","174,569","182,398","24,816","48,747","44,813","50,994","27,223","20,615",38.8,"17,212","231,900","86,952","2,294","8,383",250,"159,087"
01095,"Marshall County, Alabama","95,157","46,338","48,819","5,153","12,517","11,469","12,204","6,539","5,671",38.0,"12,818","77,399","2,764",369,746,0,"40,344"
01097,"Mobile County, Alabama","414,836","197,818","217,018","27,817","57,734","49,476","52,835","28,339","26,534",37.4,"11,581","237,276","147,215","3,328","8,269",20,"182,640"
01101,"Montgomery County, Alabama","226,349","107,250","119,099","16,351","33,610","28,374","28,524","15,254","13,446",36.4,"7,571","78,434","129,882",129,"5,753",36,"104,618"
01103,"Morgan County, Alabama","119,012","59,211","59,801","6,138","13,931","15,726","16,746","8,615","7,025",40.7,"9,656","90,076","14,384",763,"1,076",0,"51,677"
01115,"St. Clair County, Alabama","88,019","44,199","43,820","5,110","11,539","11,032","13,041","6,208","5,164",40.3,"2,099",N,N,N,N,N,"36,014"
01117,"Shelby County, Alabama","210,622","101,886","108,736","11,248","25,994","31,160","29,997","13,921","13,096",38.9,"12,090","164,695","24,066",211,"4,535",197,"85,377"
01121,"Talladega County, Alabama","80,103","39,813","40,290","4,241","9,874","10,184","11,026","6,043","5,209",40.8,"1,758","50,449","26,589",70,548,23,"37,203"
01125,"Tuscaloosa County, Alabama","206,102","99,017","107,085","24,216","31,080","24,939","22,962","11,752","11,873",32.9,"7,229","127,909","65,974",34,"3,413",0,"89,748"
01127,"Walker County, Alabama","64,967","32,091","32,876","3,670","7,778","7,530","8,769","4,952","3,930",41.8,"1,598",N,N,N,N,N,"30,664"
02020,"Anchorage Municipality, Alaska","298,192","152,882","145,310","23,467","52,809","39,268","36,160","19,589","16,618",33.0,"26,907","174,472","14,891","21,923","26,187","7,669","115,539"
02090,"Fairbanks North Star Borough, Alaska","100,605","55,651","44,954","11,896","17,886","11,544","11,327","6,733","5,013",30.6,"7,949","70,475","4,274","7,377","3,524",407,"41,565"
02170,"Matanuska-Susitna Borough, Alaska","104,365","54,259","50,106","7,155","14,812","13,397","13,455","8,069","5,803",34.2,"4,983","82,792",773,"5,307","1,083",141,"41,491"
04001,"Apache County, Arizona","73,112","35,514","37,598","4,507","8,994","8,398","8,546","4,035","4,574",34.6,"4,306","13,172",112,"53,050",106,54,"32,798"
04003,"Cochise County, Arizona","125,770","63,326","62,444","7,052","16,154","13,584","14,883","6,754","9,911",40.8,"44,044","69,824","4,829","1,448","2,783",434,"60,871"
04005,"Coconino County, Arizona","140,908","70,483","70,425","17,864","17,194","15,174","15,893","9,026","7,932",30.9,"19,486","76,816","1,987","36,111","2,485",163,"65,278"
04013,"Maricopa County, Arizona","4,242,997","2,097,936","2,145,061","283,922","608,882","552,398","543,539","248,578","233,515",36.2,"1,302,419","2,373,045","221,266","66,973","165,037","9,181","1,711,390"
04015,"Mohave County, Arizona","205,249","103,278","101,971","8,980","21,037","18,042","24,481","16,295","16,476",50.6,"33,244","159,497","1,511","4,522","1,983",231,"113,817"
04017,"Navajo County, Arizona","110,026","55,099","54,927","6,037","14,279","11,511","12,347","7,231","7,061",36.3,"12,330","44,981",648,"47,705",897,0,"57,813"
04019,"Pima County, Arizona","1,016,206","499,791","516,415","90,201","125,100","113,791","115,628","61,688","66,979",38.3,"373,956","532,392","31,762","24,232","27,121","1,082","456,576"
04021,"Pinal County, Arizona","418,540","217,387","201,153","23,018","53,102","55,455","46,625","25,932","23,195",39.2,"123,040","241,497","16,976","19,155","8,189","1,240","170,708"
04025,"Yavapai County, Arizona","225,562","110,885","114,677","9,437","19,565","19,362","26,041","16,804","23,117",53.1,"32,369","182,201","1,130","3,303","2,258",207,"114,797"
04027,"Yuma County, Arizona","205,631","106,203","99,428","17,572","27,534","22,430","21,716","9,736","10,323",34.8,"129,159","65,374","3,048","1,841","2,459",172,"91,314"
05007,"Benton County, Arkansas","258,291","128,175","130,116","14,161","37,940","36,806","32,737","14,913","12,523",35.4,"42,298","190,977","3,803","2,479","9,285","1,350","102,133"
05031,"Craighead County, Arkansas","105,835","52,521","53,314","6,892","15,318","13,812","12,197","6,362","5,374",34.5,"5,191","81,157","15,243",0,"1,394",0,"44,394"
05045,"Faulkner County, Arkansas","122,227","59,273","62,954","13,510","17,224","15,527","14,504","6,829","5,927",33.1,"4,895","98,702","12,723",277,"1,404",739,"49,328"
05051,"Garland County, Arkansas","97,477","47,024","50,453","4,995","10,783","10,940","12,008","8,664","5,544",44.0,"5,302","80,326","8,471",989,"1,046",0,"50,573"
05069,"Jefferson County, Arkansas","70,016","34,819","35,197","5,349","8,113","8,505","8,942","5,227","4,614",39.0,"1,430","27,490","40,177",46,291,0,"33,240"
05085,"Lonoke County, Arkansas","72,228","35,917","36,311","4,390","10,190","9,399","9,691","4,380","4,388",36.4,"3,212","62,221","3,884",217,987,0,"29,163"
05119,"Pulaski County, Arkansas","393,250","188,529","204,721","25,771","57,408","48,680","51,115","25,485","25,869",36.8,"23,797","206,918","141,991",593,"8,604",33,"183,282"
05125,"Saline County, Arkansas","118,703","59,231","59,472","5,911","15,477","14,927","15,877","7,294","7,336",41.0,"5,386","101,427","8,289",887,"1,212",0,"47,867"
05131,"Sebastian County, Arkansas","127,793","61,949","65,844","7,520","17,553","16,070","16,922","9,163","6,923",37.8,"17,789","89,681","8,645","1,807","5,547",74,"56,552"
05143,"Washington County, Arkansas","228,049","113,146","114,903","25,027","33,502","28,949","25,758","11,125","10,875",31.5,"37,407","164,071","8,398","1,892","5,202","4,953","92,027"
05145,"White County, Arkansas","79,263","38,113","41,150","5,853","10,489","9,352","10,145","4,687","4,252",35.8,"3,335",N,N,N,N,N,"33,354"
06001,"Alameda County, California","1,647,704","809,120","838,584","103,650","272,967","243,462","226,475","107,374","93,487",37.4,"371,072","526,129","171,040","4,618","479,499","13,094","599,780"
06007,"Butte County, California","226,864","111,727","115,137","24,925","27,079","23,961","26,551","15,335","13,774",38.1,"36,282","164,262","3,563","2,041","10,478",487,"98,439"
06013,"Contra Costa County, California","1,135,127","554,517","580,610","68,400","144,333","151,293","165,527","78,053","70,123",39.5,"288,713","502,828","93,005","1,598","180,270","4,756","410,814"
06017,"El Dorado County, California","185,625","93,447","92,178","9,247","17,660","21,081","27,621","17,435","14,843",46.1,"23,699","144,295","1,787","1,825","8,904",393,"89,468"
06019,"Fresno County, California","979,915","489,186","490,729","73,215","148,909","119,815","112,412","55,294","46,457",32.1,"517,263","292,739","45,544","3,837","100,468",676,"327,812"
06023,"Humboldt County, California","136,646","67,540","69,106","13,704","17,593","17,010","15,368","9,896","8,894",37.9,"15,502","101,363",947,"6,184","3,620",0,"62,645"
06025,"Imperial County, California","180,883","92,611","88,272","14,055","26,063","21,409","20,350","9,411","9,055",32.5,"151,497","19,998","3,628",901,"2,648",18,"57,386"
06029,"Kern County, California","884,788","454,117","430,671","69,498","136,121","110,617","102,432","51,373","40,749",31.3,"467,575","306,536","43,845","4,290","39,938","1,395","295,240"
06031,"Kings County, California","149,785","82,378","67,407","13,125","24,398","19,366","19,731","7,708","6,503",31.8,"81,140","48,891","8,982",993,"5,012",402,"45,763"
06033,"Lake County, California","64,116","31,258","32,858","1,847","6,166","8,149","7,866","5,805","4,491",46.5,"12,800","45,586",914,"2,573",275,0,"35,664"
06037,"Los Angeles County, California","10,137,915","4,994,405","5,143,510","740,323","1,613,327","1,383,874","1,383,893","639,266","549,096",36.3,"4,918,830","2,667,102","793,213","18,045","1,456,307","24,215","3,520,811"
06039,"Madera County, California","154,697","74,406","80,291","11,706","21,397","18,625","18,155","9,580","7,788",33.6,"88,801","53,651","4,462","1,081","2,711",312,"50,205"
06041,"Marin County, California","260,651","126,528","134,123","11,813","21,624","33,876","40,903","20,643","19,333",46.1,"41,727","185,261","6,067",274,"13,738",397,"112,885"
06045,"Mendocino County, California","87,628","42,946","44,682","3,747","10,321","9,764","10,697","6,018","7,643",42.8,"21,866","57,124",412,"2,647","1,125",231,"40,842"
06047,"Merced County, California","268,672","135,524","133,148","21,168","38,805","32,870","30,404","13,594","13,390",30.9,"158,200","75,675","8,207","1,543","20,943",32,"84,432"
06053,"Monterey County, California","435,232","222,251","212,981","31,812","63,220","56,134","52,396","24,752","23,700",34.0,"253,843","130,756","10,820",831,"24,302","1,021","140,819"
06055,"Napa County, California","142,166","70,550","71,616","9,792","17,179","17,715","19,106","10,056","9,309",41.0,"48,247","75,119","2,718",561,"11,086",269,"55,535"
06057,"Nevada County, California","99,107","50,350","48,757","4,159","10,611","10,027","11,785","8,358","9,275",50.2,"9,368","84,528",197,178,"1,602",0,"53,538"
06059,"Orange County, California","3,172,532","1,565,562","1,606,970","218,622","453,741","413,720","458,469","208,077","182,491",37.7,"1,086,691","1,299,559","49,643","6,652","631,396","9,342","1,090,121"
06061,"Placer County, California","380,531","185,096","195,435","18,957","41,749","48,228","53,206","26,648","24,667",41.9,"52,567","278,316","5,328","1,052","26,173",392,"161,422"
06065,"Riverside County, California","2,387,741","1,187,627","1,200,114","170,753","329,408","301,969","305,302","145,226","121,151",35.3,"1,156,169","858,867","145,206","8,572","144,476","6,939","831,404"
06067,"Sacramento County, California","1,514,460","739,516","774,944","99,257","235,323","196,255","195,880","95,707","88,318",36.0,"347,638","683,607","144,128","6,248","226,750","16,108","565,813"
06071,"San Bernardino County, California","2,140,096","1,063,881","1,076,215","168,366","318,466","272,885","270,029","128,263","110,242",33.2,"1,129,893","624,308","173,558","5,362","147,672","5,547","714,364"
06073,"San Diego County, California","3,317,749","1,667,581","1,650,168","263,014","544,022","434,359","423,016","203,802","184,706",35.7,"1,112,325","1,523,776","155,477","13,231","381,057","12,918","1,202,397"
06075,"San Francisco County, California","870,887","443,777","427,110","49,511","203,463","137,227","117,988","50,841","50,840",38.0,"132,538","354,018","41,636","1,923","296,324","1,967","392,823"
06077,"San Joaquin County, California","733,709","365,605","368,104","51,240","101,966","93,623","92,936","42,697","38,486",34.3,"302,152","239,944","50,405","1,997","108,700","4,320","240,618"
06079,"San Luis Obispo County, California","282,887","142,925","139,962","29,347","32,508","30,078","32,864","19,155","19,991",38.8,"63,172","195,618","4,853","1,598","10,473",28,"120,866"
06081,"San Mateo County, California","764,797","377,751","387,046","41,544","111,731","109,407","110,073","51,834","48,035",39.5,"189,309","301,793","16,055",749,"212,583","10,612","275,947"
06083,"Santa Barbara County, California","446,170","223,041","223,129","49,569","59,548","50,648","49,971","25,759","24,813",33.8,"201,344","200,455","7,898","1,246","24,522",0,"155,962"
06085,"Santa Clara County, California","1,919,402","968,824","950,578","121,514","303,241","278,434","270,955","120,574","102,272",37.0,"497,340","617,233","44,281","3,116","679,686","7,226","665,098"
06087,"Santa Cruz County, California","274,673","136,118","138,555","27,423","31,610","32,347","36,188","19,583","18,467",37.4,"92,088","158,100","2,744",461,"13,357",43,"105,635"
06089,"Shasta County, California","179,631","88,646","90,985","10,442","21,921","19,101","22,076","12,618","13,999",42.1,"17,562","144,130","1,603","2,391","5,882",77,"78,303"
