GEO_ID,Label (Grouping),Total population,Male,Female,20 to 24 years,25 to 34 years,35 to 44 years,45 to 54 years,55 to 59 years,60 to 64 years,Median age (years),HISPANIC OR LATINO AND RACEHispanic or Latino (of any race),HISPANIC OR LATINO AND RACENot Hispanic or LatinoWhite alone,HISPANIC OR LATINO AND RACENot Hispanic or LatinoBlack or African American alone,HISPANIC OR LATINO AND RACENot Hispanic or LatinoAmerican Indian and Alaska Native alone,HISPANIC OR LATINO AND RACENot Hispanic or LatinoAsian alone,HISPANIC OR LATINO AND RACENot Hispanic or LatinoNative Hawaiian and Other Pacific Islander alone,Total housing units
01097,"Mobile County, Alabama","415,123","198,456","216,667","29,498","54,602","50,658","56,341","29,694","24,312",37.5,"11,520","239,892","146,051","2,343","8,596",47,"181,618"
01101,"Montgomery County, Alabama","226,189","107,696","118,493","18,499","32,585","28,325","28,592","14,415","12,987",35.7,"7,752","82,093","127,447",359,"5,623",0,"103,434"
01103,"Morgan County, Alabama","119,607","57,491","62,116","7,297","15,290","14,445","16,903","8,424","8,042",40.0,"9,497","91,565","15,715","1,700",415,0,"51,500"
01115,"St. Clair County, Alabama","86,697","43,430","43,267","4,847","10,899","11,625","12,707","5,671","5,393",40.0,"1,997","74,416","8,616",92,527,0,"35,850"
01117,"Shelby County, Alabama","206,655","101,079","105,576","11,660","26,226","30,525","29,163","13,349","12,887",38.2,"12,296","161,849","24,328",48,"4,162",0,"83,495"
01121,"Talladega County, Alabama","81,322","40,127","41,195","5,845","8,460","12,037","10,414","6,012","5,570",40.9,"1,854",N,N,N,N,N,"37,175"
01125,"Tuscaloosa County, Alabama","202,212","97,483","104,729","25,279","28,116","23,516","22,164","12,785","11,076",32.1,"6,613","127,416","62,379",325,"2,961",0,"87,795"
01127,"Walker County, Alabama","65,471","31,573","33,898","3,732","7,001","8,027","9,529","5,229","4,066",43.5,359,N,N,N,N,N,"30,673"
02020,"Anchorage Municipality, Alaska","301,010","153,176","147,834","27,725","50,955","38,536","38,969","20,830","13,793",32.1,"26,813","179,205","16,368","20,564","27,664","6,629","114,320"
02090,"Fairbanks North Star Borough, Alaska","99,357","54,819","44,538","12,637","17,248","12,003","10,829","6,231","5,035",30.1,"7,672","70,808","4,115","5,119","2,497",588,"41,690"
02170,"Matanuska-Susitna Borough, Alaska","97,882","51,396","46,486","6,546","13,732","12,898","13,091","6,278","6,291",34.4,"4,584","78,246",682,"4,758","1,749",181,"41,311"
04001,"Apache County, Arizona","71,828","35,228","36,600","4,736","7,873","8,518","8,927","4,455","4,160",34.3,"4,564","13,619",839,"51,753",350,0,"32,657"
04003,"Cochise County, Arizona","127,448","64,493","62,955","7,909","16,826","13,196","15,189","7,616","9,822",40.1,"44,034","71,552","4,243","1,144","2,420",61,"60,506"
04005,"Coconino County, Arizona","137,682","67,191","70,491","18,064","18,650","14,975","15,144","8,185","8,124",30.9,"19,128","74,950","1,908","35,499","2,958",106,"64,215"
04013,"Maricopa County, Arizona","4,087,191","2,019,956","2,067,235","286,925","579,981","543,218","527,566","240,516","211,728",35.7,"1,237,680","2,325,050","200,452","64,026","159,078","8,063","1,680,184"
04015,"Mohave County, Arizona","203,361","101,328","102,033","10,091","18,519","19,749","25,459","16,701","15,439",49.7,"32,105","158,639","2,078","5,393","2,462",8,"112,307"
04017,"Navajo County, Arizona","108,101","53,961","54,140","6,629","13,225","10,958","12,759","7,625","5,922",35.2,"12,018","45,656",643,"47,048",706,62,"57,407"
04019,"Pima County, Arizona","1,004,516","494,124","510,392","91,988","122,536","114,817","119,379","64,590","61,992",38.0,"362,438","534,711","31,208","24,893","25,974","1,687","448,835"
04021,"Pinal County, Arizona","401,918","211,515","190,403","21,996","53,408","55,274","45,035","22,321","25,175",38.4,"117,553","232,468","17,701","16,589","6,949","1,406","165,714"
04025,"Yavapai County, Arizona","218,844","106,764","112,080","10,734","19,058","19,643","25,914","17,698","21,301",52.0,"31,118","176,622","1,241","3,155","2,265",6,"112,534"
04027,"Yuma County, Arizona","203,247","104,020","99,227","17,126","27,871","21,867","22,031","10,336","8,733",34.0,"125,428","66,777","3,764","1,676","2,022",13,"89,909"
05007,"Benton County, Arkansas","242,321","120,768","121,553","13,426","35,321","33,750","32,313","13,847","11,450",35.4,"39,180","180,878","4,039","3,576","8,304",961,"97,543"
05031,"Craighead County, Arkansas","102,518","48,882","53,636","8,100","15,491","13,222","12,686","5,198","5,206",34.1,"4,780","80,005","13,400",147,"1,120",668,"43,308"
05045,"Faulkner County, Arkansas","120,768","58,642","62,126","13,923","16,905","15,952","14,362","6,205","6,325",32.0,"4,963","97,810","14,002",486,"1,315",0,"48,848"
05051,"Garland County, Arkansas","97,322","47,725","49,597","6,578","10,394","10,399","12,416","7,538","6,261",43.2,"5,188","80,647","8,226",269,788,45,"50,555"
05069,"Jefferson County, Arkansas","72,297","36,188","36,109","5,477","9,008","8,651","9,542","5,728","4,395",39.1,"1,409","29,038","40,678",30,710,0,"33,235"
05085,"Lonoke County, Arkansas","71,557","35,270","36,287","4,152","10,045","10,013","9,809","3,681","4,150",36.1,"2,861","62,060","4,407",206,224,0,"28,627"
05119,"Pulaski County, Arkansas","392,702","188,389","204,313","27,035","59,376","49,984","50,887","26,310","24,498",36.6,"23,451","211,742","139,826",571,"7,830",57,"181,434"
05125,"Saline County, Arkansas","115,719","56,547","59,172","6,165","14,595","17,208","14,137","7,081","6,827",38.1,"4,815",N,N,N,N,N,"46,697"
05131,"Sebastian County, Arkansas","126,776","62,793","63,983","9,542","14,813","17,560","16,210","8,877","7,433",37.5,"16,936","89,991","9,190","1,292","5,437",0,"56,039"
05143,"Washington County, Arkansas","220,792","109,681","111,111","24,786","31,467","27,842","26,185","11,645","10,685",31.6,"35,840","159,012","6,311","2,302","5,473","4,593","89,767"
05145,"White County, Arkansas","78,592","38,637","39,955","5,949","10,819","8,600","10,062","5,083","4,007",35.5,"3,318","69,481","3,463",0,490,152,"33,198"
06001,"Alameda County, California","1,610,921","789,220","821,701","108,623","256,936","239,675","225,738","103,477","90,926",37.1,"365,271","525,838","179,452","6,023","449,467","12,932","592,393"
06007,"Butte County, California","224,241","111,819","112,422","25,762","28,846","23,208","24,764","14,961","14,589",36.4,"34,649","163,905","3,224","1,504","9,265",305,"97,491"
06013,"Contra Costa County, California","1,111,339","541,302","570,037","68,872","139,841","150,067","164,692","75,825","67,046",38.8,"279,559","504,397","91,299","2,668","170,327","5,230","406,792"
06017,"El Dorado County, California","183,087","91,527","91,560","9,890","17,926","20,524","27,342","15,295","15,703",44.9,"23,205","143,835","1,361",868,"7,774",283,"88,871"
06019,"Fresno County, California","965,974","482,110","483,864","78,364","143,394","117,177","113,921","50,535","47,343",31.7,"501,771","295,864","45,026","4,001","94,339","1,488","324,158"
06023,"Humboldt County, California","134,809","66,780","68,029","13,250","18,730","16,146","16,146","9,102","10,807",37.3,"14,595","101,360","1,660","5,625","3,351",67,"62,329"
06025,"Imperial County, California","179,091","90,172","88,919","15,854","24,695","22,008","20,535","10,845","7,503",32.3,"147,348","21,854","3,365","2,127","2,537",122,"56,963"
06029,"Kern County, California","874,589","448,318","426,271","70,679","131,202","109,962","104,940","48,126","39,635",31.2,"450,826","314,827","43,164","3,708","38,769",925,"291,469"
06031,"Kings County, California","150,269","82,133","68,136","14,000","24,072","19,575","19,157","8,162","5,914",30.9,"79,929","50,390","8,987","1,375","5,293",279,"44,872"
06033,"Lake County, California","64,184","31,308","32,876","3,713","7,917","6,147","8,420","5,148","5,957",45.1,"12,233","46,166","1,438","2,565",590,0,"35,659"
06037,"Los Angeles County, California","10,116,705","4,982,772","5,133,933","780,397","1,574,478","1,408,930","1,390,056","625,868","518,873",35.8,"4,897,745","2,695,087","802,664","18,759","1,431,071","25,555","3,482,681"
06039,"Madera County, California","154,548","73,371","81,177","10,890","20,524","20,319","18,256","8,848","8,028",33.8,"86,766","54,732","5,154",785,"3,387",202,"49,893"
06041,"Marin County, California","260,750","127,673","133,077","11,616","23,482","34,314","41,619","21,271","19,549",45.4,"41,626","186,724","5,536",112,"15,868",203,"112,308"
06045,"Mendocino County, California","87,869","43,596","44,273","4,020","10,264","10,471","10,784","6,036","7,285",42.2,"21,175","58,197",517,"3,780","1,666",137,"40,719"
06047,"Merced County, California","266,353","134,395","131,958","21,997","37,095","33,281","31,162","15,748","9,627",31.0,"153,161","78,223","8,929",732,"19,293",242,"84,180"
06053,"Monterey County, California","431,344","220,023","211,321","33,472","63,802","55,891","52,963","24,910","22,771",33.7,"247,467","133,620","10,594","1,660","25,054","1,886","140,143"
06055,"Napa County, California","141,667","69,938","71,729","9,790","17,666","17,645","19,606","8,390","10,241",40.9,"47,707","76,015","3,115",0,"11,501",47,"55,322"
06057,"Nevada County, California","98,893","49,526","49,367","5,192","9,801","10,067","13,012","8,042","10,485",49.9,"9,057","84,462",158,716,"1,380",240,"53,083"
06059,"Orange County, California","3,145,515","1,553,937","1,591,578","229,920","441,771","426,960","457,645","207,294","162,324",37.2,"1,080,321","1,315,644","48,139","6,618","595,098","8,803","1,072,078"
06061,"Placer County, California","371,694","181,711","189,983","20,790","40,424","47,141","53,684","26,439","22,782",41.9,"50,173","275,456","5,586","1,481","26,567","1,149","157,477"
06065,"Riverside County, California","2,329,271","1,157,875","1,171,396","174,339","313,303","298,472","303,248","131,535","117,593",34.8,"1,104,970","864,029","136,749","9,456","143,805","4,841","820,011"
06067,"Sacramento County, California","1,482,026","725,000","757,026","105,414","223,515","193,538","196,680","92,721","83,326",35.7,"333,627","686,519","144,664","5,402","225,363","15,581","561,905"
06071,"San Bernardino County, California","2,112,619","1,051,007","1,061,612","176,018","306,971","273,309","273,283","127,873","98,728",32.7,"1,091,228","642,908","165,790","7,147","141,139","6,427","708,364"
06073,"San Diego County, California","3,263,431","1,639,959","1,623,472","272,244","526,628","429,612","426,577","197,192","175,138",35.3,"1,083,028","1,520,451","151,480","10,894","371,659","13,223","1,187,693"
06075,"San Francisco County, California","852,469","433,882","418,587","51,050","192,923","136,412","116,440","51,327","51,888",38.6,"130,275","348,131","44,419","1,440","287,291","3,474","386,610"
06077,"San Joaquin County, California","715,597","356,199","359,398","52,836","96,533","91,938","92,561","42,530","35,176",33.7,"289,466","241,977","49,039","1,710","106,707","4,233","237,547"
06079,"San Luis Obispo County, California","279,083","141,338","137,745","30,762","32,235","29,525","32,838","21,497","18,199",38.8,"61,521","193,646","5,412",975,"10,951",0,"119,138"
06081,"San Mateo County, California","758,581","372,768","385,813","42,242","107,650","111,465","110,647","51,122","46,803",39.4,"191,603","305,210","18,373","1,209","203,888","9,783","273,582"
06083,"Santa Barbara County, California","440,668","219,796","220,872","47,893","59,044","49,894","52,409","25,373","23,945",33.7,"195,856","202,058","6,886","1,115","20,658",636,"154,414"
06085,"Santa Clara County, California","1,894,605","952,685","941,920","120,629","287,030","284,115","273,513","117,027","97,791",37.0,"503,062","627,332","45,916","2,271","647,313","6,095","651,171"
06087,"Santa Cruz County, California","271,804","135,280","136,524","27,933","33,222","32,035","35,948","19,879","18,573",37.0,"90,312","157,915","2,111",326,"11,661",123,"105,251"
06089,"Shasta County, California","179,804","87,713","92,091","10,229","21,841","18,704","24,714","12,158","13,917",42.4,"16,921","145,084","2,049","2,828","3,789",147,"77,916"
06095,"Solano County, California","431,131","213,673","217,458","32,228","61,157","52,945","60,388","27,484","29,644",37.3,"110,522","169,832","58,230","1,436","66,592","3,265","154,997"
06097,"Sonoma County, California","500,292","245,269","255,023","31,968","67,002","59,895","69,259","37,213","36,880",41.1,"130,595","320,942","6,506","1,506","19,327","1,811","207,220"
06099,"Stanislaus County, California","531,997","263,516","268,481","38,643","74,165","68,110","67,430","32,376","25,817",33.8,"234,452","234,649","12,171","3,130","28,694","3,416","180,297"
06101,"Sutter County, California","95,847","47,232","48,615","5,983","13,094","12,066","12,070","5,084","5,315",35.8,"28,650","45,495","2,266",779,"13,766",635,"34,105"
06107,"Tulare County, California","458,198","229,545","228,653","35,438","63,753","56,637","52,332","24,495","19,604",30.4,"288,307","138,447","6,712","3,423","15,095",100,"145,500"
06111,"Ventura County, California","846,178","418,091","428,087","60,552","110,242","107,645","119,143","57,719","47,776",37.3,"355,251","393,872","12,711","2,723","59,264","1,098","284,527"
06113,"Yolo County, California","207,590","100,803","106,787","28,135","29,184","23,832","24,346","10,649","11,285",31.8,"65,297","99,913","5,373",529,"27,725",954,"76,736"
06115,"Yuba County, California","73,966","36,834","37,132","5,314","11,059","8,741","8,978","5,067","3,038",31.9,"20,121","41,861","1,629",457,"4,167",273,"28,009"
08001,"Adams County, Colorado","480,718","241,805","238,913","32,044","76,152","70,835","61,882","25,666","23,435",33.5,"186,465","249,156","13,801","2,828","19,095",181,"166,286"
08005,"Arapahoe County, Colorado","618,821","305,407","313,414","39,885","93,093","87,448","84,110","40,558","35,146",36.1,"116,053","382,759","62,579","2,135","32,576","1,240","243,734"
08013,"Boulder County, Colorado","313,333","157,429","155,904","34,204","40,936","41,944","42,184","19,508","20,341",36.4,"43,289","244,903","3,140",828,"14,089",236,"130,924"
08031,"Denver County, Colorado","663,862","332,182","331,680","44,479","146,145","102,611","77,264","37,021","32,494",34.2,"204,375","353,627","61,627","3,483","24,351",57,"298,880"
08035,"Douglas County, Colorado","314,638","156,424","158,214","15,470","32,124","50,918","51,477","20,558","16,038",37.8,"26,089","263,211","3,788",401,"12,019",163,"113,806"
08041,"El Paso County, Colorado","663,519","334,519","329,000","55,630","101,736","82,552","85,621","39,155","36,825",33.7,"107,866","464,914","36,319","1,675","18,869","1,444","262,160"
08059,"Jefferson County, Colorado","558,503","278,384","280,119","34,786","76,367","72,293","81,886","42,135","39,714",40.3,"84,798","439,428","5,575","3,628","14,693",280,"233,294"
08069,"Larimer County, Colorado","324,122","160,861","163,261","36,086","45,513","39,355","37,883","23,570","18,327",35.6,"36,038","269,875","2,768","1,477","5,877","1,354","138,540"
08077,"Mesa County, Colorado","148,255","73,427","74,828","10,848","19,108","16,987","18,469","10,659","10,032",38.3,"20,864","121,342",951,"1,151","1,234",198,"63,791"
08101,"Pueblo County, Colorado","161,875","79,412","82,463","11,846","19,888","18,474","20,083","10,626","11,109",38.3,"68,814","85,580","3,074",153,"1,204",0,"70,071"
08123,"Weld County, Colorado","277,670","140,239","137,431","19,194","40,680","37,075","35,109","17,715","14,002",33.9,"80,086","184,871","2,545",990,"3,048",48,"100,064"
09001,"Fairfield County, Connecticut","945,438","460,815","484,623","57,552","110,065","122,826","148,667","67,129","54,439",39.5,"176,896","600,732","98,698","1,515","48,130",203,"364,966"
09003,"Hartford County, Connecticut","897,985","435,273","462,712","58,122","116,645","110,756","132,683","68,154","51,918",39.9,"152,501","566,974","114,566","1,401","43,857",223,"374,723"
09005,"Litchfield County, Connecticut","184,993","91,152","93,841","9,522","18,085","21,329","31,028","17,934","13,250",47.0,"10,085","165,899","3,116",184,"3,485",0,"87,413"
09007,"Middlesex County, Connecticut","164,943","80,559","84,384","9,758","17,123","20,331","27,388","14,101","11,209",44.6,"9,514","139,606","8,095",173,"5,065",0,"75,276"
09009,"New Haven County, Connecticut","861,277","415,597","445,680","60,934","113,147","104,271","125,957","59,243","55,263",39.9,"144,731","556,851","103,251",759,"31,272",126,"362,307"
09011,"New London County, Connecticut","273,676","136,879","136,797","20,970","34,144","30,883","42,242","20,743","17,298",41.5,"27,180","208,191","15,713",663,"10,926",0,"121,263"
09013,"Tolland County, Connecticut","151,367","76,117","75,250","18,393","15,394","16,432","22,866","10,570","9,446",38.0,"7,543","130,149","3,771",0,"5,411",0,"58,526"
09015,"Windham County, Connecticut","116,998","57,724","59,274","8,948","13,818","14,593","18,246","9,485","7,189",41.7,"12,703","97,517","2,532",36,"1,422",78,"49,158"
10001,"Kent County, Delaware","171,987","83,161","88,826","12,896","21,948","19,885","23,044","12,136","8,420",37.3,"11,845","108,525","39,357",925,"4,224",0,"67,862"
10003,"New Castle County, Delaware","552,778","267,209","285,569","39,478","78,731","70,033","78,511","40,271","30,399",37.7,"51,848","327,986","131,661","1,073","29,382",216,"220,103"
10005,"Sussex County, Delaware","210,849","103,635","107,214","11,531","21,285","21,703","26,811","16,413","16,994",47.8,"19,633","157,977","26,745",819,"2,432",0,"129,448"
11001,"District of Columbia, District of Columbia","658,893","312,633","346,260","58,809","150,211","92,877","76,790","36,171","32,697",33.8,"68,356","235,433","314,473","1,218","24,540",137,"306,184"
12001,"Alachua County, Florida","256,380","123,429","132,951","39,143","37,047","27,354","26,315","14,842","14,396",31.2,"23,245","160,112","49,151",697,"14,435",242,"114,059"
12005,"Bay County, Florida","178,985","87,512","91,473","11,791","25,169","22,155","24,836","12,846","10,724",39.4,"10,212","138,921","17,859","1,821","3,792",263,"100,341"
12009,"Brevard County, Florida","556,885","271,678","285,207","30,743","59,964","57,820","81,478","45,590","39,147",46.9,"51,976","421,102","56,691","1,118","13,108",526,"272,283"
12011,"Broward County, Florida","1,869,235","907,994","961,241","117,402","250,905","250,661","280,895","128,827","108,813",39.9,"514,676","737,484","504,470","3,115","67,400","1,036","817,309"
12015,"Charlotte County, Florida","168,474","82,639","85,835","7,122","11,482","13,099","20,344","16,157","12,932",57.5,"11,214","142,392","8,768",71,"2,526",0,"101,363"
12017,"Citrus County, Florida","139,377","67,187","72,190","5,329","10,773","11,723","17,029","11,358","10,665",55.5,"7,252","123,433","4,005",469,"1,828",0,"77,717"
12019,"Clay County, Florida","199,798","97,754","102,044","11,783","25,637","24,925","30,157","13,913","11,406",38.6,"18,334","149,214","18,066",213,"6,304",160,"77,433"
12021,"Collier County, Florida","348,777","171,222","177,555","17,343","33,815","35,506","42,402","20,849","24,858",48.7,"93,231","224,027","24,085",486,"4,120",0,"203,099"
12023,"Columbia County, Florida","67,857","34,989","32,868","5,015","7,797","7,944","9,379","4,545","4,624",41.4,"3,781","49,477","12,226",45,371,69,"28,298"
12031,"Duval County, Florida","897,698","434,797","462,901","66,412","142,439","113,647","122,533","60,398","51,223",36.2,"77,064","491,254","264,170","1,738","40,160",288,"395,891"
12033,"Escambia County, Florida","310,659","155,803","154,856","28,718","43,086","33,117","39,286","21,590","18,050",37.2,"16,937","203,220","67,888","1,042","9,952",156,"138,619"
12035,"Flagler County, Florida","102,408","49,081","53,327","5,528","9,362","9,489","12,511","6,838","8,687",50.2,"9,989","77,068","11,043",0,"2,595",65,"49,574"
12053,"Hernando County, Florida","175,855","84,294","91,561","8,648","16,855","17,780","23,248","12,241","12,746",49.2,"20,335","140,621","9,263",143,"2,150",0,"84,618"
12055,"Highlands County, Florida","98,236","48,094","50,142","4,342","9,027","9,281","9,701","6,367","6,623",52.3,"18,121","67,516","8,797",383,"1,600",56,"54,894"
12057,"Hillsborough County, Florida","1,316,298","641,238","675,060","92,351","194,540","179,851","182,311","83,789","70,787",36.7,"349,185","673,604","204,699","2,555","49,174",689,"554,082"
12061,"Indian River County, Florida","144,755","69,316","75,439","6,429","12,334","14,259","17,479","8,784","12,350",51.1,"17,235","110,277","12,925",466,"1,723",0,"77,342"
12069,"Lake County, Florida","315,690","152,335","163,355","15,729","30,606","35,387","39,876","20,336","20,657",46.4,"43,584","228,038","30,622","1,117","6,404",128,"146,708"
12071,"Lee County, Florida","679,513","332,755","346,758","36,190","71,570","72,247","83,617","46,142","49,295",47.3,"132,908","468,836","57,360","1,186","10,506",72,"375,688"
12073,"Leon County, Florida","283,988","135,569","148,419","47,864","40,579","29,633","30,927","15,849","15,826",30.1,"17,446","163,023","89,350",367,"9,761",211,"126,736"
12081,"Manatee County, Florida","351,746","170,643","181,103","18,655","36,027","37,826","44,834","24,317","25,059",47.2,"55,232","252,841","30,685",131,"6,672","1,049","179,050"
12083,"Marion County, Florida","339,167","161,159","178,008","19,045","32,659","35,762","40,072","22,322","24,735",48.0,"40,502","242,378","39,722",989,"4,124",183,"163,560"
12085,"Martin County, Florida","153,392","75,376","78,016","6,768","14,419","14,737","21,277","11,047","12,231",50.9,"19,800","121,596","8,934",62,"1,503",0,"78,949"
12086,"Miami-Dade County, Florida","2,662,874","1,293,441","1,369,433","184,983","377,157","377,114","397,109","162,142","147,882",39.3,"1,762,598","391,027","444,290","2,050","41,449",664,"1,004,378"
12087,"Monroe County, Florida","77,136","40,465","36,671","5,013","8,422","9,099","11,725","6,427","6,018",46.1,"17,312","52,817","5,074",164,741,0,"52,927"
12089,"Nassau County, Florida","76,619","37,449","39,170","4,736","7,739","8,363","11,372","6,643","5,619",46.0,"2,902",N,N,N,N,N,"35,983"
12091,"Okaloosa County, Florida","196,512","99,142","97,370","15,652","29,831","23,896","24,915","13,312","10,594",36.5,"16,669","146,396","17,478","1,945","5,252",237,"95,058"
12095,"Orange County, Florida","1,253,001","616,363","636,638","106,593","204,941","175,876","171,966","74,344","61,414",34.5,"365,422","538,073","250,865","1,288","63,856",253,"508,097"
12097,"Osceola County, Florida","310,211","152,183","158,028","20,784","43,923","43,707","41,343","16,664","16,264",35.5,"154,186","111,342","29,504",0,"8,233","2,229","133,989"
12099,"Palm Beach County, Florida","1,397,710","676,324","721,386","81,448","163,583","163,181","191,740","91,752","85,404",44.3,"289,802","796,368","246,883","1,479","36,963",558,"674,880"
12101,"Pasco County, Florida","485,331","236,229","249,102","24,824","50,472","59,882","67,591","31,845","31,993",44.7,"65,080","374,539","23,586",769,"11,516",609,"232,385"
12103,"Pinellas County, Florida","938,098","449,118","488,980","50,477","107,802","104,602","138,702","76,062","68,391",47.3,"82,832","703,130","96,082","2,397","29,055",927,"504,695"
12105,"Polk County, Florida","634,638","310,685","323,953","40,215","77,825","75,076","79,289","36,846","41,138",40.5,"124,558","393,512","93,553","1,707","9,926",361,"282,748"
12107,"Putnam County, Florida","72,143","35,238","36,905","3,616","8,013","6,917","10,178","6,087","5,032",45.2,"6,929","51,575","12,064",154,468,0,"36,664"
12109,"St. Johns County, Florida","217,919","106,148","111,771","10,975","22,501","28,648","31,792","16,538","14,091",42.6,"13,347","183,012","11,920",559,"4,657",259,"96,909"
12111,"St. Lucie County, Florida","291,028","141,568","149,460","15,856","30,917","34,052","38,652","21,011","18,031",44.3,"51,116","173,023","55,563",513,"4,742",0,"137,349"
12113,"Santa Rosa County, Florida","163,422","83,268","80,154","10,798","22,677","20,477","24,676","12,058","8,923",39.0,"8,539","135,310","9,948",454,"3,909",332,"67,601"
12115,"Sarasota County, Florida","396,962","188,736","208,226","17,611","31,565","36,665","49,969","30,011","30,618",54.5,"34,463","332,161","18,415","1,038","6,321",69,"230,981"
12117,"Seminole County, Florida","442,516","216,023","226,493","30,312","60,988","59,312","65,519","30,064","26,791",39.3,"85,067","279,524","46,641",396,"17,968",118,"185,900"
12119,"Sumter County, Florida","114,350","58,168","56,182","2,314","6,688","7,155","9,022","6,776","12,284",66.0,"6,457",N,N,N,N,N,"64,503"
12127,"Volusia County, Florida","507,531","247,580","259,951","32,059","54,977","53,289","70,108","38,491","37,617",46.5,"62,111","373,475","52,155","1,653","8,953",109,"256,104"
13013,"Barrow County, Georgia","73,240","35,352","37,888","4,101","10,565","10,326","10,542","3,466","3,865",35.2,"7,040","53,738","8,768",0,"2,777",0,"26,828"
13015,"Bartow County, Georgia","101,736","50,481","51,255","6,154","13,425","14,513","14,857","6,282","6,511",37.6,"8,136","79,873","11,993",0,"1,186",0,"39,822"
13021,"Bibb County, Georgia","153,905","72,402","81,503","11,917","20,597","18,346","18,915","9,591","9,550",35.5,"4,881","61,951","81,613",0,"3,060",0,"70,302"
13031,"Bulloch County, Georgia","72,087","35,256","36,831","11,173","9,155","6,841","7,648","3,213","3,610",26.6,"2,648","46,289","20,667",145,"1,193",92,"29,766"
13045,"Carroll County, Georgia","114,093","54,449","59,644","11,753","13,721","13,809","14,999","6,159","6,175",33.5,"7,371","81,889","21,121",58,631,0,"44,758"
13047,"Catoosa County, Georgia","65,621","32,525","33,096","3,610","7,991","8,952","9,013","3,943","4,471",39.8,"1,823","59,983","1,452",61,"1,077",0,"26,804"
13051,"Chatham County, Georgia","283,379","137,020","146,359","25,912","46,185","33,553","34,446","18,523","14,329",34.3,"17,117","140,769","110,961",230,"7,962",432,"122,611"
13057,"Cherokee County, Georgia","230,985","113,989","116,996","13,293","30,154","35,404","34,371","14,479","12,402",37.2,"23,217","184,792","13,179",126,"4,591",0,"85,503"
13059,"Clarke County, Georgia","120,938","58,156","62,782","20,581","18,748","15,547","8,834","5,159","5,117",26.7,"13,046","67,582","33,053",0,"5,311",0,"51,787"
13063,"Clayton County, Georgia","267,542","126,834","140,708","21,521","39,055","38,159","35,617","14,770","12,512",32.4,"35,134","35,998","178,260",102,"13,958",0,"104,550"
13067,"Cobb County, Georgia","730,981","353,354","377,627","49,154","104,128","108,456","107,409","46,758","38,589",36.1,"93,012","392,686","193,103",196,"36,551",709,"292,887"
13073,"Columbia County, Georgia","139,257","67,231","72,026","8,780","18,099","19,190","20,277","6,933","9,757",36.4,"8,691","97,876","23,417",138,"5,195",0,"53,374"
13077,"Coweta County, Georgia","135,571","65,859","69,712","8,056","16,906","20,348","19,559","7,532","8,501",37.5,"9,060","97,440","24,156",0,"2,255",0,"52,004"
