GEO_ID,Label (Grouping),Total population,Male,Female,20 to 24 years,25 to 34 years,35 to 44 years,45 to 54 years,55 to 59 years,60 to 64 years,Median age (years),HISPANIC OR LATINO AND RACEHispanic or Latino (of any race),HISPANIC OR LATINO AND RACENot Hispanic or LatinoWhite alone,HISPANIC OR LATINO AND RACENot Hispanic or LatinoBlack or African American alone,HISPANIC OR LATINO AND RACENot Hispanic or LatinoAmerican Indian and Alaska Native alone,HISPANIC OR LATINO AND RACENot Hispanic or LatinoAsian alone,HISPANIC OR LATINO AND RACENot Hispanic or LatinoNative Hawaiian and Other Pacific Islander alone,Total housing units
01117,"Shelby County, Alabama","200,941","98,121","102,820","11,315","25,337","30,240","30,244","13,418","11,341",37.6,"11,975","159,110","22,456",512,"4,458",74,"81,979"
01121,"Talladega County, Alabama","81,762","39,822","41,940","5,139","9,649","10,866","11,644","6,102","5,096",40.4,789,N,N,N,N,N,"37,195"
01125,"Tuscaloosa County, Alabama","198,596","96,270","102,326","22,712","26,714","23,717","22,839","11,815","10,279",31.7,"6,351","127,405","60,302",240,"2,952",52,"86,097"
01127,"Walker County, Alabama","66,221","32,033","34,188","4,302","7,120","8,347","9,545","5,255","4,250",41.9,272,"59,459","3,401",166,141,0,"30,757"
02020,"Anchorage Municipality, Alaska","298,610","151,752","146,858","25,862","48,250","41,089","40,501","19,702","16,319",33.0,"24,593","182,044","17,309","18,835","27,303","5,800","113,639"
02090,"Fairbanks North Star Borough, Alaska","100,272","53,011","47,261","10,754","17,753","12,401","12,839","6,413","4,937",30.9,"6,789","72,708","4,854","6,005","2,429",476,"41,694"
02170,"Matanuska-Susitna Borough, Alaska","93,925","48,480","45,445","6,040","11,816","12,457","14,286","6,954","5,410",35.1,"3,859","76,732",932,"5,206","1,295",137,"41,326"
04001,"Apache County, Arizona","73,195","36,337","36,858","5,113","7,932","8,387","9,179","4,396","3,769",32.3,"4,503","14,302",245,"52,612",394,52,"32,600"
04003,"Cochise County, Arizona","132,088","67,821","64,267","8,157","17,488","13,466","17,006","8,105","8,572",40.1,"43,718","75,946","5,777",838,"1,922",49,"59,901"
04005,"Coconino County, Arizona","136,011","67,187","68,824","18,514","17,525","15,918","16,357","9,108","6,866",31.0,"18,572","75,031","2,122","35,360","2,057",82,"63,818"
04013,"Maricopa County, Arizona","3,942,169","1,950,229","1,991,940","285,305","557,141","532,404","513,078","224,583","201,984",35.3,"1,181,994","2,277,011","196,477","60,387","142,459","7,613","1,654,659"
04015,"Mohave County, Arizona","203,334","102,141","101,193","10,456","19,434","21,463","26,197","15,704","16,801",48.7,"31,351","159,332","2,385","1,866","1,988",364,"111,481"
04017,"Navajo County, Arizona","107,094","54,016","53,078","7,876","11,367","11,240","13,980","7,852","5,820",35.7,"11,639","46,279",600,"46,424",174,216,"57,249"
04019,"Pima County, Arizona","992,394","488,848","503,546","77,628","130,009","115,758","126,465","63,055","63,571",38.0,"351,799","538,133","33,801","23,087","24,850",978,"444,349"
04021,"Pinal County, Arizona","387,365","203,470","183,895","20,791","53,606","52,664","45,057","22,303","23,899",37.4,"112,145","224,675","16,725","21,787","6,505",286,"162,424"
04025,"Yavapai County, Arizona","212,637","104,052","108,585","11,287","18,690","19,327","27,327","17,424","20,686",51.0,"29,580","173,197","1,379","3,134","1,902",0,"111,258"
04027,"Yuma County, Arizona","200,022","101,245","98,777","17,280","25,244","22,341","22,483","9,995","9,002",33.6,"121,053","68,595","3,119","1,696","2,475","1,020","88,972"
05007,"Benton County, Arkansas","232,268","114,536","117,732","13,624","33,508","32,646","30,216","12,654","11,665",34.9,"36,846","175,558","2,764","3,080","7,381",195,"94,688"
05031,"Craighead County, Arkansas","99,735","48,756","50,979","9,090","14,856","12,188","13,093","5,299","5,582",33.6,"4,563","78,665","13,844",191,"1,337",0,"41,809"
05045,"Faulkner County, Arkansas","118,704","59,153","59,551","13,963","17,504","15,153","14,576","7,242","4,978",31.0,"4,707","97,118","12,899",587,"1,872",46,"48,093"
05051,"Garland County, Arkansas","96,903","46,618","50,285","5,235","10,337","10,516","13,680","7,843","6,259",44.7,"4,969","80,763","8,270",556,835,0,"50,531"
05069,"Jefferson County, Arkansas","74,723","36,576","38,147","5,262","9,453","8,717","10,390","5,205","4,809",37.8,"1,341","30,358","41,544",34,594,0,"33,099"
05085,"Lonoke County, Arkansas","69,839","34,452","35,387","4,931","9,613","9,799","9,493","3,716","3,917",35.4,"2,529",N,N,N,N,N,"27,811"
05119,"Pulaski County, Arkansas","388,953","186,689","202,264","28,129","58,031","50,977","51,502","24,948","24,187",36.2,"23,417","212,129","137,803","1,369","8,652",0,"178,706"
05125,"Saline County, Arkansas","111,845","55,380","56,465","6,567","14,050","15,234","15,712","7,099","6,271",39.2,"4,584","98,142","6,237",187,985,0,"45,966"
05131,"Sebastian County, Arkansas","127,304","62,891","64,413","8,170","17,794","15,763","17,750","8,843","6,666",36.4,"16,188","91,734","7,453","2,071","5,556",238,"55,409"
05143,"Washington County, Arkansas","211,411","104,734","106,677","21,483","32,517","27,971","25,165","11,105","9,120",31.5,"34,042","153,377","7,228","1,673","5,226","4,638","88,628"
05145,"White County, Arkansas","78,493","37,964","40,529","7,601","10,088","9,388","10,433","4,277","4,218",35.4,"3,100",N,N,N,N,N,"32,798"
06001,"Alameda County, California","1,554,720","762,552","792,168","111,341","237,031","231,233","223,332","101,252","84,355",36.9,"352,707","516,893","179,257","5,381","413,030","13,792","583,618"
06007,"Butte County, California","221,539","110,594","110,945","25,674","26,598","22,772","27,440","14,832","15,327",37.1,"32,875","164,755","3,384","1,424","9,952",20,"96,000"
06013,"Contra Costa County, California","1,079,597","527,504","552,093","64,768","133,249","148,823","164,485","74,031","63,436",38.7,"267,419","504,195","93,515","3,865","157,948","4,752","401,397"
06017,"El Dorado County, California","180,561","90,551","90,010","10,482","16,572","20,541","30,383","15,140","13,975",44.7,"22,083","143,665","1,294",682,"8,152",0,"88,109"
06019,"Fresno County, California","947,895","473,298","474,597","80,122","137,024","114,506","114,846","50,676","43,251",31.0,"485,394","300,442","46,362","4,460","91,015","1,187","318,451"
06023,"Humboldt County, California","134,827","67,616","67,211","11,894","19,306","16,987","16,678","10,910","8,697",38.1,"13,831","103,093","2,166","6,483","3,904",412,"61,659"
06025,"Imperial County, California","176,948","91,945","85,003","14,867","23,748","23,178","21,695","11,883","6,436",32.0,"143,738","23,155","4,691","1,100","2,072",198,"56,117"
06029,"Kern County, California","856,158","439,678","416,480","70,073","124,612","109,109","106,473","43,413","39,652",30.8,"430,807","320,390","43,715","6,337","38,735","1,367","285,867"
06031,"Kings County, California","151,364","84,124","67,240","12,282","25,752","21,891","19,677","8,221","5,103",31.7,"78,765","52,084","9,282",923,"5,384",44,"44,193"
06033,"Lake County, California","63,983","33,034","30,949","3,200","7,172","7,112","9,562","5,862","5,303",45.6,"11,521","46,903","1,509",994,838,514,"35,272"
06037,"Los Angeles County, California","9,962,789","4,913,397","5,049,392","786,503","1,511,122","1,416,988","1,370,540","595,346","486,489",35.2,"4,802,133","2,704,343","799,140","17,223","1,366,001","22,408","3,444,644"
06039,"Madera County, California","152,218","73,122","79,096","11,349","20,932","18,972","18,874","7,923","8,439",32.3,"84,063","56,104","4,662","1,783","3,161",104,"49,422"
06041,"Marin County, California","256,069","124,352","131,717","9,964","23,916","35,024","41,392","20,107","20,445",45.2,"40,121","185,361","5,869",513,"15,263",261,"111,083"
06045,"Mendocino County, California","87,428","43,667","43,761","5,232","8,640","10,854","11,688","6,543","7,830",43.0,"20,140","58,596",446,"2,389","1,839",322,"40,336"
06047,"Merced County, California","262,305","132,891","129,414","22,525","35,038","32,773","30,827","13,158","10,991",30.0,"147,210","79,926","8,467",666,"19,598","1,016","83,571"
06053,"Monterey County, California","426,762","219,690","207,072","33,519","63,982","54,964","52,911","23,480","22,310",33.0,"240,870","136,216","10,789",523,"26,830","1,889","138,871"
06055,"Napa County, California","139,045","68,873","70,172","9,063","16,743","17,658","19,816","9,766","8,658",40.7,"46,015","76,675","2,826",534,"10,625",170,"54,736"
06057,"Nevada County, California","98,292","49,110","49,182","4,526","9,001","10,242","15,127","8,618","9,787",49.0,"8,789","84,463",200,"1,007","1,316",3,"52,623"
06059,"Orange County, California","3,090,132","1,527,886","1,562,246","230,473","426,114","433,717","450,607","192,105","154,009",36.7,"1,055,225","1,323,800","44,050","5,583","570,584","8,929","1,052,535"
06061,"Placer County, California","361,682","177,580","184,102","20,021","40,130","47,268","53,074","25,595","21,147",40.8,"48,002","270,889","3,716","1,505","23,421",199,"154,382"
06065,"Riverside County, California","2,268,783","1,129,796","1,138,987","170,471","296,588","296,155","298,254","124,303","108,519",34.0,"1,055,510","871,815","134,585","10,835","130,057","6,050","805,050"
06067,"Sacramento County, California","1,450,121","709,996","740,125","107,712","214,249","191,746","197,489","89,216","78,109",35.2,"319,529","686,945","138,461","7,097","211,866","14,268","556,314"
06071,"San Bernardino County, California","2,081,313","1,035,344","1,045,969","173,284","294,337","271,955","275,587","114,747","98,920",32.2,"1,050,372","663,998","174,941","9,380","133,850","7,013","700,200"
06073,"San Diego County, California","3,177,063","1,596,686","1,580,377","276,781","495,765","423,229","427,163","196,687","157,115",34.9,"1,037,685","1,509,733","153,435","12,433","356,437","15,207","1,169,225"
06075,"San Francisco County, California","825,863","419,784","406,079","54,042","180,603","135,141","112,252","51,660","49,650",38.5,"126,876","342,637","44,316","1,313","271,745","3,243","376,899"
06077,"San Joaquin County, California","702,612","348,986","353,626","52,176","93,611","91,264","91,867","38,283","34,925",33.0,"279,104","244,786","47,868","2,633","98,064","3,802","234,605"
06079,"San Luis Obispo County, California","274,804","138,972","135,832","30,288","31,700","29,647","35,838","18,752","19,794",39.2,"58,998","192,630","4,373",462,"10,669",76,"117,552"
06081,"San Mateo County, California","739,311","364,079","375,232","40,549","103,547","109,966","110,588","52,444","42,545",39.6,"187,658","306,183","18,674",691,"189,981","9,953","270,714"
06083,"Santa Barbara County, California","431,249","216,658","214,591","46,408","57,436","50,449","53,249","25,872","21,681",33.8,"188,772","201,995","7,749","1,845","20,692",880,"152,699"
06085,"Santa Clara County, California","1,837,504","923,803","913,701","116,663","276,869","281,504","268,004","111,337","89,738",36.6,"494,226","627,982","44,592","4,140","603,952","6,776","636,293"
06087,"Santa Cruz County, California","266,776","132,544","134,232","26,239","32,299","33,149","36,656","21,713","15,814",37.0,"87,299","156,629","2,757",699,"10,685",521,"104,286"
06089,"Shasta County, California","178,586","88,736","89,850","11,195","19,759","20,288","25,585","13,166","12,746",42.7,"15,849","146,002","1,968","5,086","4,863",0,"77,308"
06095,"Solano County, California","420,757","209,423","211,334","31,238","57,768","52,734","62,074","29,976","25,201",37.2,"104,203","169,048","53,777","1,004","63,864","3,702","153,035"
06097,"Sonoma County, California","491,829","241,524","250,305","34,484","62,581","59,892","71,067","36,633","34,935",40.3,"125,660","319,689","6,962","2,477","19,531","1,486","204,760"
06099,"Stanislaus County, California","521,726","257,193","264,533","38,750","70,915","66,101","69,824","28,783","26,461",33.3,"224,498","237,445","13,227","2,353","26,954","3,681","179,199"
06101,"Sutter County, California","95,022","47,191","47,831","5,874","12,511","12,301","11,377","5,643","4,623",34.4,"27,878","46,358","1,412","1,162","13,813",51,"33,881"
06107,"Tulare County, California","451,977","227,060","224,917","34,439","64,261","54,966","51,716","22,504","19,119",30.0,"279,394","141,095","5,734","2,573","14,591",356,"143,458"
06111,"Ventura County, California","835,981","415,367","420,614","61,210","107,625","108,327","122,025","55,175","44,331",36.5,"344,470","396,882","13,418","1,580","55,500","1,261","281,700"
06113,"Yolo County, California","204,118","100,050","104,068","30,080","27,164","24,380","25,418","11,460","9,118",31.4,"63,340","99,667","4,993",808,"27,516",640,"75,265"
06115,"Yuba County, California","72,926","36,405","36,521","6,730","10,525","8,602","9,071","4,174","4,360",31.8,"19,128","42,093","2,402",337,"5,582",273,"27,608"
08001,"Adams County, Colorado","459,598","230,959","228,639","31,339","73,354","67,298","59,974","26,197","19,861",33.0,"176,496","241,721","13,424","1,941","16,879",289,"163,986"
08005,"Arapahoe County, Colorado","595,546","292,644","302,902","36,088","88,953","84,336","84,767","41,033","31,501",36.0,"110,700","374,299","59,070","2,227","31,409","1,177","239,685"
08013,"Boulder County, Colorado","305,318","153,777","151,541","32,709","39,960","41,736","42,627","21,305","17,087",35.7,"41,361","240,847","2,749",566,"14,208",19,"128,106"
08031,"Denver County, Colorado","634,265","317,233","317,032","44,195","135,555","95,341","74,089","34,697","31,586",33.7,"199,866","333,741","62,460","3,354","20,201",464,"288,191"
08035,"Douglas County, Colorado","298,215","148,183","150,032","11,802","32,567","51,389","49,374","18,870","15,035",37.5,"23,721","252,421","3,539",808,"12,212",153,"109,115"
08041,"El Paso County, Colorado","644,964","323,468","321,496","53,046","94,930","81,411","90,577","42,385","30,506",33.9,"100,691","458,512","38,019","2,719","16,616","1,080","256,058"
08059,"Jefferson County, Colorado","545,358","271,049","274,309","33,476","68,710","72,033","87,595","42,846","37,062",40.8,"81,279","431,527","6,060","3,156","13,188",69,"230,850"
08069,"Larimer County, Colorado","310,487","154,450","156,037","33,350","42,872","37,174","41,497","21,555","18,807",35.8,"33,597","259,764","2,520",881,"5,803",373,"134,704"
08077,"Mesa County, Colorado","147,848","74,858","72,990","10,137","19,223","17,086","19,752","10,412","9,853",38.6,"20,225","121,963",804,552,663,112,"63,161"
08101,"Pueblo County, Colorado","160,852","78,865","81,987","11,008","19,823","18,493","21,482","11,527","10,047",38.9,"67,578","86,078","3,013","1,238",649,0,"69,591"
08123,"Weld County, Colorado","263,691","131,970","131,721","19,930","36,844","35,239","34,517","16,113","13,118",33.5,"74,968","177,242","2,408","1,619","3,817",35,"97,525"
09001,"Fairfield County, Connecticut","933,835","455,046","478,789","50,522","109,788","126,632","150,521","64,236","50,203",39.8,"166,185","605,569","96,092","1,034","46,702",315,"361,427"
09003,"Hartford County, Connecticut","897,259","434,646","462,613","56,302","114,186","113,668","137,925","63,225","53,459",40.1,"145,127","580,862","108,628","1,018","39,509","1,731","373,876"
09005,"Litchfield County, Connecticut","187,530","92,847","94,683","8,847","17,623","22,597","33,686","16,105","13,486",45.6,"9,210","169,875","1,753",376,"3,687",0,"87,408"
09007,"Middlesex County, Connecticut","165,602","79,732","85,870","8,865","17,489","21,349","27,747","11,880","12,370",43.8,"8,625","141,689","8,166",115,"4,796",34,"75,006"
09009,"New Haven County, Connecticut","862,813","416,390","446,423","59,807","111,175","108,086","130,374","61,338","49,365",39.7,"137,422","570,830","103,890","2,120","32,023",111,"361,884"
09011,"New London County, Connecticut","274,170","137,078","137,092","20,667","33,387","33,302","43,589","19,528","17,542",40.8,"25,168","212,577","14,185","1,192","12,472",42,"120,993"
09013,"Tolland County, Connecticut","151,539","75,590","75,949","16,600","15,786","17,574","24,054","10,542","9,065",39.0,"6,988","131,842","4,105",51,"6,105",0,"58,268"
09015,"Windham County, Connecticut","117,599","58,477","59,122","8,785","13,175","14,833","19,157","8,152","7,755",40.3,"11,922","99,529","2,244",193,"1,407",0,"49,140"
10001,"Kent County, Delaware","167,626","81,197","86,429","12,537","20,487","20,889","23,785","10,019","9,427",37.8,"10,670","107,363","39,971","1,316","3,380",21,"66,555"
10003,"New Castle County, Delaware","546,076","264,659","281,417","42,705","73,621","70,164","80,979","37,764","29,106",37.0,"49,665","330,537","126,174",650,"25,085",80,"218,053"
10005,"Sussex County, Delaware","203,390","98,835","104,555","10,494","19,740","21,168","28,951","15,950","15,749",46.7,"18,478","151,742","25,113",577,"2,020",0,"125,700"
11001,"District of Columbia, District of Columbia","632,323","299,036","333,287","59,709","138,878","85,596","75,628","34,811","32,717",33.7,"62,726","222,975","308,286","1,566","21,717",54,"300,247"
12001,"Alachua County, Florida","251,417","122,253","129,164","43,440","36,502","25,985","28,099","15,380","13,991",30.5,"22,151","159,028","48,852",750,"13,072",254,"113,185"
12005,"Bay County, Florida","171,903","84,951","86,952","11,663","22,890","22,016","25,135","13,423","9,016",39.8,"8,856","134,735","17,427","1,010","3,220",103,"99,790"
12009,"Brevard County, Florida","547,307","267,809","279,498","30,933","56,359","58,078","86,757","45,067","34,490",46.3,"47,891","419,215","52,197","1,079","12,096","2,519","270,773"
12011,"Broward County, Florida","1,815,137","881,782","933,355","114,637","240,612","250,822","282,572","119,273","105,721",40.0,"480,524","755,005","475,124","3,328","59,222",913,"811,284"
12015,"Charlotte County, Florida","162,449","78,921","83,528","6,502","11,208","14,823","20,123","10,839","15,701",56.8,"10,638","137,683","6,723",322,"1,815",150,"100,918"
12017,"Citrus County, Florida","139,360","65,638","73,722","6,023","9,297","11,395","18,515","12,043","11,230",55.0,"6,834","124,257","4,297",97,"2,041",0,"77,913"
12019,"Clay County, Florida","194,345","96,039","98,306","12,398","21,676","28,422","28,917","11,107","13,694",39.9,"16,279","147,692","17,982",800,"5,929",0,"76,205"
12021,"Collier County, Florida","332,427","163,540","168,887","16,521","33,457","34,091","41,096","18,080","25,348",48.0,"87,123","215,542","21,066",772,"4,530",0,"199,397"
12023,"Columbia County, Florida","67,966","35,374","32,592","5,275","7,936","8,006","9,265","5,417","4,049",39.6,"3,521",N,N,N,N,N,"28,496"
12031,"Duval County, Florida","879,602","426,691","452,911","68,117","134,485","114,413","125,044","56,780","49,892",35.8,"71,665","490,333","249,529","2,303","37,275",823,"390,256"
12033,"Escambia County, Florida","302,715","150,190","152,525","25,887","39,906","33,768","42,137","21,597","16,922",37.5,"15,488","199,596","63,412","1,031","9,049",63,"137,706"
12035,"Flagler County, Florida","98,359","46,366","51,993","4,513","8,259","10,198","12,878","6,998","8,766",49.7,"9,078","74,621","10,708",0,"2,174",0,"48,918"
12053,"Hernando County, Florida","173,422","83,092","90,330","8,061","15,612","18,494","22,872","12,526","11,884",48.5,"18,959","140,619","8,979",184,"1,970",21,"84,669"
12055,"Highlands County, Florida","98,128","46,687","51,441","6,223","7,431","7,785","11,196","6,778","6,545",52.3,"17,794",N,N,N,N,N,"55,210"
12057,"Hillsborough County, Florida","1,277,746","624,242","653,504","95,275","184,520","175,384","182,489","82,335","66,258",36.4,"326,741","672,723","199,134","2,367","43,663",577,"542,376"
12061,"Indian River County, Florida","140,567","66,941","73,626","6,881","12,432","13,096","18,751","11,066","9,143",50.1,"16,433","107,909","12,579",0,"1,807",0,"76,734"
12069,"Lake County, Florida","303,186","146,695","156,491","15,703","28,133","35,550","38,760","19,598","20,599",46.3,"39,299","220,258","29,236",691,"4,525",267,"145,100"
12071,"Lee County, Florida","645,293","316,953","328,340","35,385","67,564","71,378","82,499","41,233","48,790",46.5,"122,086","451,520","51,679","1,538","10,322",10,"372,213"
12073,"Leon County, Florida","283,769","135,303","148,466","48,608","39,922","30,727","33,071","16,881","14,161",30.2,"17,730","164,251","86,357",355,"8,856",0,"125,012"
12081,"Manatee County, Florida","333,895","161,621","172,274","18,646","32,196","36,744","44,101","24,040","22,765",46.5,"50,927","242,306","28,764",908,"6,054",0,"174,677"
12083,"Marion County, Florida","335,125","161,203","173,922","19,164","31,149","34,279","42,240","20,991","26,232",48.0,"38,318","244,426","39,878","1,483","5,315",75,"163,729"
12085,"Martin County, Florida","148,817","72,850","75,967","7,764","12,894","14,243","21,024","11,750","10,381",50.4,"18,837","118,538","7,806",202,"1,552",36,"78,218"
12086,"Miami-Dade County, Florida","2,591,035","1,258,234","1,332,801","187,972","359,985","374,167","386,626","154,287","139,860",38.6,"1,666,528","416,607","443,328","2,615","39,775",562,"991,409"
12087,"Monroe County, Florida","74,809","39,952","34,857","4,302","7,927","9,861","12,359","7,330","6,034",46.7,"16,025","52,109","5,230",405,211,0,"52,827"
12089,"Nassau County, Florida","74,629","36,940","37,689","3,973","7,414","9,572","11,599","6,526","4,541",43.4,"2,696","65,173","5,047",66,502,0,"35,364"
12091,"Okaloosa County, Florida","190,083","95,655","94,428","15,429","29,480","22,766","26,340","11,815","10,871",36.3,"15,378","143,164","16,544",594,"6,249",242,"93,399"
12095,"Orange County, Florida","1,202,234","592,087","610,147","111,722","191,071","169,293","167,463","69,763","56,195",34.0,"339,202","534,602","239,219","1,735","56,658",100,"493,307"
12097,"Osceola County, Florida","287,416","142,450","144,966","21,987","37,953","40,467","40,206","16,182","15,002",35.5,"137,250","109,579","27,204",653,"7,409",0,"129,421"
12099,"Palm Beach County, Florida","1,356,545","656,209","700,336","79,883","153,752","161,970","189,343","84,736","83,163",43.6,"272,389","793,491","231,505","1,085","34,050","1,197","666,725"
12101,"Pasco County, Florida","470,391","229,474","240,917","24,299","49,108","59,361","66,016","30,168","32,092",44.3,"59,063","369,828","19,814","1,885","10,765",647,"230,658"
12103,"Pinellas County, Florida","921,319","441,894","479,425","49,981","102,718","106,234","141,742","72,896","66,620",46.8,"78,368","700,335","93,785","3,123","27,890",444,"502,155"
12105,"Polk County, Florida","616,158","301,825","314,333","39,998","73,312","73,423","79,504","36,349","39,474",40.2,"114,459","389,852","88,950","1,480","9,764",129,"281,407"
12107,"Putnam County, Florida","73,263","36,281","36,982","3,559","8,097","7,576","10,322","5,760","4,610",44.3,"6,940","52,640","12,223",176,357,84,"36,992"
12109,"St. Johns County, Florida","202,188","97,377","104,811","10,684","20,552","26,681","30,924","15,038","14,314",42.5,"11,477","171,382","10,537",319,"4,099",0,"92,356"
12111,"St. Lucie County, Florida","283,866","138,045","145,821","16,570","30,336","34,867","37,945","18,332","17,987",43.0,"48,651","170,844","53,388",161,"4,575",228,"137,097"
12113,"Santa Rosa County, Florida","158,512","80,588","77,924","10,329","19,658","20,218","26,560","11,493","8,809",40.0,"7,776","132,146","8,528",628,"3,101",164,"65,809"
12115,"Sarasota County, Florida","386,147","183,290","202,857","17,334","31,937","36,783","50,304","30,558","28,216",53.3,"32,571","322,820","17,710",909,"5,832",34,"228,884"
12117,"Seminole County, Florida","430,838","208,717","222,121","32,219","57,651","58,056","66,080","30,014","24,565",39.0,"78,568","280,018","46,346","1,326","17,996",58,"182,926"
12119,"Sumter County, Florida","101,620","52,430","49,190","2,820","6,756","6,868","7,528","6,202","11,240",64.9,"5,870","85,103","9,171",306,349,30,"58,035"
12127,"Volusia County, Florida","496,950","242,013","254,937","31,979","51,737","53,302","71,713","38,883","34,447",46.0,"58,790","369,682","51,108","1,534","7,726",239,"254,784"
13013,"Barrow County, Georgia","70,169","35,240","34,929","4,390","10,322","10,425","9,609","4,311","3,231",34.5,"6,629","51,997","8,124",70,"2,128",0,"26,450"
13015,"Bartow County, Georgia","100,661","50,700","49,961","5,790","13,883","15,845","13,150","6,534","5,286",37.2,"7,857",N,N,N,N,N,"39,825"
13021,"Bibb County, Georgia","156,462","73,947","82,515","11,433","21,348","18,539","20,607","11,253","7,819",35.2,"4,938","64,537","82,718",87,"2,700",144,"69,874"
13031,"Bulloch County, Georgia","72,694","36,241","36,453","13,225","8,798","8,178","7,189","3,537","3,046",25.7,"2,634","46,557","20,321",101,"1,088",0,"29,353"
13045,"Carroll County, Georgia","111,580","54,339","57,241","11,709","14,689","13,805","14,690","6,657","4,994",33.8,"7,173","80,883","18,220","1,401","1,043",0,"44,654"
13047,"Catoosa County, Georgia","65,046","31,545","33,501","4,033","7,563","9,140","9,184","4,109","3,847",39.1,"1,589",N,N,N,N,N,"26,679"
13051,"Chatham County, Georgia","276,434","133,782","142,652","26,221","44,623","32,327","34,640","17,201","14,699",33.9,"16,276","138,207","109,428",662,"7,171",212,"120,965"
13057,"Cherokee County, Georgia","221,315","109,834","111,481","11,908","27,767","33,646","34,605","13,419","11,928",37.0,"22,205","177,864","13,940",49,"3,362",0,"83,136"
13059,"Clarke County, Georgia","120,266","56,246","64,020","25,465","19,058","12,755","10,391","4,509","4,667",25.7,"12,835","67,943","32,428",30,"5,031",0,"51,128"
13063,"Clayton County, Georgia","265,888","126,170","139,718","19,405","39,452","39,953","35,511","13,258","13,622",32.3,"35,546","38,946","171,844",222,"13,256",0,"104,583"
13067,"Cobb County, Georgia","707,442","343,467","363,975","46,341","100,903","109,631","105,910","41,436","38,634",35.8,"89,409","391,396","178,444",364,"33,038",0,"288,506"
13073,"Columbia County, Georgia","131,627","63,749","67,878","7,271","19,210","18,434","18,633","7,940","8,422",36.9,"7,383","94,910","20,618",201,"5,656",0,"51,167"
13077,"Coweta County, Georgia","130,929","64,591","66,338","6,683","17,988","19,355","19,750","8,213","7,032",37.8,"8,952","93,817","24,333",0,"2,072",0,"50,785"
