GEO_ID,Label (Grouping),Total population,Male,Female,20 to 24 years,25 to 34 years,35 to 44 years,45 to 54 years,55 to 59 years,60 to 64 years,Median age (years),HISPANIC OR LATINO AND RACEHispanic or Latino (of any race),HISPANIC OR LATINO AND RACENot Hispanic or LatinoWhite alone,HISPANIC OR LATINO AND RACENot Hispanic or LatinoBlack or African American alone,HISPANIC OR LATINO AND RACENot Hispanic or LatinoAmerican Indian and Alaska Native alone,HISPANIC OR LATINO AND RACENot Hispanic or LatinoAsian alone,HISPANIC OR LATINO AND RACENot Hispanic or LatinoNative Hawaiian and Other Pacific Islander alone,Total housing units
05143,"Washington County, Arkansas","225,477","110,875","114,602","23,840","34,786","28,465","24,754","12,743","9,625",31.3,"36,878","161,648","7,840","1,238","5,454","5,059","90,781"
05145,"White County, Arkansas","79,161","39,004","40,157","6,286","11,012","8,703","10,518","5,128","3,985",35.5,"3,356",N,N,N,N,N,"33,281"
06001,"Alameda County, California","1,638,215","803,485","834,730","106,272","266,563","243,533","227,581","109,501","90,101",37.4,"370,046","529,915","175,498","4,657","470,685","14,032","595,871"
06007,"Butte County, California","225,411","111,540","113,871","26,374","27,916","23,777","25,109","15,605","14,357",37.2,"35,502","164,306","2,581","2,070","10,483",331,"98,040"
06013,"Contra Costa County, California","1,126,745","550,107","576,638","69,898","142,223","150,523","166,509","80,278","65,900",39.5,"285,026","505,074","97,762","2,537","180,649","6,122","408,783"
06017,"El Dorado County, California","184,452","92,422","92,030","10,442","18,154","19,912","27,596","16,905","14,254",45.4,"23,632","144,285","1,465","1,178","7,247",199,"89,005"
06019,"Fresno County, California","974,861","487,055","487,806","77,535","146,122","118,308","113,735","56,728","43,860",31.8,"510,801","295,164","45,164","5,024","97,488","1,248","326,015"
06023,"Humboldt County, California","135,727","67,375","68,352","13,865","17,698","17,359","14,628","9,553","9,413",37.4,"15,102","101,400","1,647","6,352","4,475",97,"62,567"
06025,"Imperial County, California","180,191","91,836","88,355","14,669","24,757","22,707","21,041","9,118","8,983",32.6,"148,969","21,390","3,888","1,358","2,578",104,"57,229"
06029,"Kern County, California","882,176","452,437","429,739","70,292","133,713","110,454","104,569","49,328","41,097",31.4,"460,239","312,308","47,823","3,241","39,729","1,174","293,589"
06031,"Kings County, California","150,965","83,916","67,049","12,043","25,043","20,891","18,624","7,295","6,603",31.8,"80,963","49,972","8,266","1,414","6,353",754,"45,251"
06033,"Lake County, California","64,591","33,045","31,546","3,363","6,866","7,621","7,547","4,842","5,934",44.9,"12,683","46,180",982,"2,201",440,230,"35,697"
06037,"Los Angeles County, California","10,170,292","5,009,327","5,160,965","762,452","1,600,503","1,403,151","1,395,987","632,998","542,677",36.1,"4,926,661","2,686,804","812,731","19,892","1,455,392","26,256","3,504,348"
06039,"Madera County, California","154,998","74,284","80,714","11,529","21,321","19,302","18,377","9,771","7,809",34.3,"87,884","54,449","4,879","1,049","2,785",126,"50,101"
06041,"Marin County, California","261,221","126,827","134,394","12,151","24,118","32,330","41,860","19,369","20,547",46.1,"41,891","186,350","6,800",566,"14,533",189,"112,673"
06045,"Mendocino County, California","87,649","44,158","43,491","5,124","9,649","10,466","10,836","6,449","7,451",43.1,"21,504","57,691",448,"2,888","2,274",159,"40,826"
06047,"Merced County, California","268,455","135,493","132,962","22,750","36,711","32,953","31,057","12,675","13,372",30.6,"156,110","77,568","7,434",575,"18,771",660,"84,338"
06053,"Monterey County, California","433,898","220,347","213,551","32,940","63,586","56,543","52,170","27,348","20,576",34.0,"250,912","132,788","10,038","1,073","23,734","1,917","140,491"
06055,"Napa County, California","142,456","70,773","71,683","9,619","17,238","18,614","18,941","10,579","8,028",40.1,"48,298","74,293","2,941",111,"11,900",252,"55,480"
06057,"Nevada County, California","98,877","48,034","50,843","4,498","10,106","9,903","12,713","8,996","9,490",50.0,"9,238","84,048",660,"1,193","1,448",82,"53,397"
06059,"Orange County, California","3,169,776","1,566,017","1,603,759","223,928","451,147","422,368","460,232","210,777","171,050",37.8,"1,089,056","1,307,946","50,825","7,017","617,866","9,432","1,081,042"
06061,"Placer County, California","375,391","183,496","191,895","20,515","40,831","47,673","53,386","24,506","25,868",41.8,"51,671","276,135","6,765",873,"25,701",650,"159,424"
06065,"Riverside County, California","2,361,026","1,174,625","1,186,401","172,367","322,502","300,455","305,006","139,357","119,495",35.1,"1,130,651","865,215","141,253","9,932","146,651","6,128","826,825"
06067,"Sacramento County, California","1,501,335","734,146","767,189","103,277","230,913","194,472","196,386","99,003","82,528",36.0,"341,449","688,269","143,601","5,008","230,223","16,401","563,670"
06071,"San Bernardino County, California","2,128,133","1,059,374","1,068,759","172,940","314,541","272,478","273,332","123,959","109,621",33.0,"1,110,637","635,325","168,536","7,937","146,083","6,606","711,715"
06073,"San Diego County, California","3,299,521","1,657,609","1,641,912","270,561","535,369","433,321","426,866","200,334","181,876",35.5,"1,102,256","1,518,174","160,385","10,330","379,566","13,579","1,194,494"
06075,"San Francisco County, California","864,816","439,752","425,064","50,990","200,061","136,398","117,869","51,351","51,464",38.3,"132,114","353,005","43,448","1,229","298,331","3,148","390,198"
06077,"San Joaquin County, California","726,106","361,548","364,558","52,928","99,355","92,584","93,649","42,285","37,660",34.1,"296,046","241,293","47,372","1,496","107,860","2,019","238,626"
06079,"San Luis Obispo County, California","281,401","142,412","138,989","29,391","33,266","29,642","33,315","19,311","20,648",38.7,"62,516","194,765","5,336","1,856","9,963",569,"120,134"
06081,"San Mateo County, California","765,135","376,653","388,482","42,322","108,527","111,261","111,696","53,348","45,841",39.8,"192,392","304,697","17,701",859,"209,352","10,292","274,850"
06083,"Santa Barbara County, California","444,769","222,959","221,810","50,015","58,502","49,950","51,879","27,241","22,434",34.0,"199,471","201,711","8,523","1,249","23,944",433,"155,143"
06085,"Santa Clara County, California","1,918,044","965,615","952,429","121,682","293,573","284,432","275,335","122,205","99,903",37.2,"505,076","625,303","45,222","3,758","663,666","6,981","660,622"
06087,"Santa Cruz County, California","274,146","135,904","138,242","28,716","34,200","31,738","35,253","18,497","19,258",36.9,"91,300","157,821","2,161",450,"11,975",116,"105,525"
06089,"Shasta County, California","179,533","87,843","91,690","10,431","22,235","18,737","23,714","13,708","12,887",43.0,"17,283","144,310","2,460","4,556","5,968",34,"78,112"
06095,"Solano County, California","436,092","216,242","219,850","30,743","63,272","53,732","59,311","29,786","28,327",37.6,"113,485","169,310","59,908",953,"64,735","3,603","155,637"
06097,"Sonoma County, California","502,146","245,658","256,488","30,476","66,986","60,940","67,707","35,938","37,493",41.2,"132,197","320,144","7,017","2,077","19,013","1,012","207,891"
06099,"Stanislaus County, California","538,388","267,076","271,312","37,987","75,830","67,934","68,024","33,378","26,915",34.0,"241,016","233,706","13,877","2,451","30,020","3,930","180,748"
06101,"Sutter County, California","96,463","48,053","48,410","7,306","13,253","11,964","11,461","6,319","4,497",35.4,"29,194","45,478","1,006",412,"15,054",339,"34,177"
06107,"Tulare County, California","459,863","230,113","229,750","35,001","64,437","56,521","52,629","23,501","21,278",30.6,"292,404","136,092","6,190","2,729","14,755",636,"146,554"
06111,"Ventura County, California","850,536","420,414","430,122","61,051","110,720","106,554","119,012","60,350","47,620",37.5,"360,162","390,996","13,621","2,216","61,183","1,938","285,889"
06113,"Yolo County, California","213,016","103,323","109,693","30,267","28,627","24,807","24,917","11,628","9,991",31.3,"67,163","101,266","5,504",402,"29,396",515,"76,966"
06115,"Yuba County, California","74,492","39,174","35,318","5,697","12,259","9,217","7,966","5,568","2,707",32.3,"20,511","41,694","2,375",300,"5,856",77,"28,215"
08001,"Adams County, Colorado","491,337","247,181","244,156","32,863","79,268","71,462","62,201","28,594","23,236",33.4,"192,653","251,648","14,924","2,222","17,654",533,"167,037"
08005,"Arapahoe County, Colorado","631,096","310,344","320,752","40,908","95,179","89,572","84,177","39,850","37,764",36.4,"119,266","387,631","62,390","1,551","33,539","1,413","244,502"
08013,"Boulder County, Colorado","319,372","161,239","158,133","34,972","42,288","40,898","42,351","20,548","19,993",36.0,"44,436","248,685","2,032",546,"14,443",92,"132,448"
08014,"Broomfield County, Colorado","65,065","31,755","33,310","3,073","10,424","9,554","9,316","4,966","2,631",36.8,"8,065","49,760",521,0,"4,411",0,"26,672"
08031,"Denver County, Colorado","682,545","341,137","341,408","43,949","152,706","106,710","78,767","33,532","36,546",34.1,"207,847","365,869","62,563","3,522","22,997",363,"304,015"
08035,"Douglas County, Colorado","322,387","159,954","162,433","14,753","31,980","53,278","51,982","21,175","17,326",38.4,"27,356","267,447","3,804",436,"13,345",551,"121,590"
08041,"El Paso County, Colorado","674,471","340,906","333,565","58,076","103,860","83,536","84,776","41,227","36,792",33.8,"111,671","468,704","41,936","1,905","19,374","2,813","269,000"
08059,"Jefferson County, Colorado","565,524","281,475","284,049","34,496","79,354","72,745","81,649","43,405","39,701",40.4,"86,572","442,111","5,956","2,152","14,756",82,"235,621"
08069,"Larimer County, Colorado","333,577","166,499","167,078","36,483","47,717","40,255","38,900","21,709","21,174",35.6,"37,321","277,293","3,527","1,132","6,824",391,"140,887"
08077,"Mesa County, Colorado","148,513","72,777","75,736","10,634","19,841","16,777","17,549","10,413","9,273",37.9,"21,312","121,102","1,130",194,701,"1,178","64,245"
08101,"Pueblo County, Colorado","163,591","81,450","82,141","11,206","20,188","19,351","20,064","11,059","11,179",38.9,"69,898","85,656","2,747","1,338","1,221",0,"70,142"
08123,"Weld County, Colorado","285,174","143,933","141,241","19,778","41,568","38,040","35,194","15,662","17,404",34.0,"82,786","189,478","2,717","1,595","4,093",61,"102,606"
09001,"Fairfield County, Connecticut","948,053","461,820","486,233","60,137","109,474","121,134","147,382","71,508","53,961",40.0,"180,834","593,110","100,185",675,"48,392",354,"366,129"
09003,"Hartford County, Connecticut","895,841","435,000","460,841","59,071","116,757","109,780","130,410","66,010","55,470",40.3,"155,578","560,249","117,322",729,"43,091",0,"374,963"
09005,"Litchfield County, Connecticut","183,603","90,606","92,997","9,164","19,039","19,507","30,309","15,852","15,606",47.0,"10,376","164,274","2,739",373,"3,548",68,"87,398"
09007,"Middlesex County, Connecticut","164,063","80,030","84,033","10,832","17,370","18,600","26,209","14,180","11,721",44.9,"9,994","137,877","7,851",0,"4,775",0,"75,374"
09009,"New Haven County, Connecticut","859,470","414,789","444,681","60,520","114,008","102,221","124,489","61,353","55,322",40.0,"148,257","551,654","107,323",944,"36,396",0,"362,707"
09011,"New London County, Connecticut","271,863","136,633","135,230","20,288","34,844","31,269","39,363","19,857","19,185",40.8,"27,917","205,997","13,477","1,408","10,892",0,"121,660"
09013,"Tolland County, Connecticut","151,420","75,842","75,578","18,337","15,911","15,762","21,407","11,563","9,067",37.6,"7,875","129,326","4,687",93,"7,032",0,"58,645"
09015,"Windham County, Connecticut","116,573","57,343","59,230","8,478","15,373","14,231","17,589","8,635","7,707",39.7,"12,952","97,309","1,885",13,"1,484",46,"49,180"
10001,"Kent County, Delaware","173,533","84,639","88,894","14,400","22,472","19,535","23,518","10,183","10,472",37.1,"12,064","108,988","42,261",876,"3,413",174,"68,693"
10003,"New Castle County, Delaware","556,779","269,265","287,514","37,994","80,025","69,394","78,668","39,843","32,816",37.7,"52,834","326,876","132,792",930,"29,840",91,"221,606"
10005,"Sussex County, Delaware","215,622","104,304","111,318","10,785","21,851","21,798","27,250","15,880","18,107",48.3,"20,408","160,511","25,380",591,"2,697",0,"131,435"
11001,"District of Columbia, District of Columbia","672,228","319,705","352,523","58,537","152,487","96,419","77,353","37,764","32,270",33.8,"71,129","241,855","312,914",959,"25,633",367,"309,596"
12001,"Alachua County, Florida","259,964","125,625","134,339","37,245","39,612","28,788","25,602","13,344","15,697",31.1,"23,895","161,443","51,131","1,059","16,280",136,"114,580"
12005,"Bay County, Florida","181,635","90,001","91,634","11,502","25,971","21,250","25,966","12,197","11,824",39.3,"10,959","139,984","20,105",353,"4,365",0,"100,707"
12009,"Brevard County, Florida","568,088","276,981","291,107","31,457","60,580","58,689","80,093","46,800","41,314",47.3,"54,828","427,777","55,793","1,842","12,817",995,"273,134"
12011,"Broward County, Florida","1,896,425","921,056","975,369","115,356","255,877","253,361","280,653","132,552","113,368",40.2,"531,735","731,646","520,587","2,887","67,004",863,"818,697"
12015,"Charlotte County, Florida","173,115","83,902","89,213","5,691","11,675","13,682","20,536","14,750","14,468",57.9,"11,796","146,247","9,405",461,"2,183",0,"101,781"
12017,"Citrus County, Florida","141,058","68,803","72,255","5,961","10,632","11,532","16,593","10,851","11,441",56.0,"7,531","124,719","3,974",272,"2,301",0,"77,726"
12019,"Clay County, Florida","203,967","99,848","104,119","11,270","24,623","26,076","30,481","15,518","11,287",39.6,"19,485","150,348","21,058",254,"6,792",340,"78,172"
12021,"Collier County, Florida","357,305","175,309","181,996","17,945","34,989","34,870","43,407","23,925","23,503",49.8,"95,894","228,367","23,716",725,"4,034",0,"206,384"
12023,"Columbia County, Florida","68,348","35,739","32,609","4,532","8,957","7,932","8,260","5,911","4,442",39.1,"3,913","49,804","12,364",133,832,0,"28,280"
12031,"Duval County, Florida","913,010","442,711","470,299","64,848","147,443","116,038","121,800","59,439","54,358",36.1,"81,462","497,072","264,789","1,089","41,098","1,121","398,563"
12033,"Escambia County, Florida","311,003","155,090","155,913","28,437","44,451","33,353","38,305","21,421","19,082",37.1,"17,316","202,588","64,340",836,"7,776",291,"139,055"
12035,"Flagler County, Florida","105,392","50,180","55,212","4,563","8,739","11,403","12,203","8,257","6,934",50.0,"10,682","78,795","11,048",325,"2,360",0,"50,061"
12053,"Hernando County, Florida","178,439","85,393","93,046","7,861","16,961","18,486","23,671","13,070","12,709",49.6,"21,458","141,267","9,438",111,"2,204",121,"84,802"
12055,"Highlands County, Florida","99,491","48,636","50,855","5,459","7,768","8,622","10,860","7,424","6,513",52.7,"18,669","68,190","9,604",142,"1,163",0,"54,819"
12057,"Hillsborough County, Florida","1,349,050","657,653","691,397","91,809","202,992","183,055","185,033","84,953","74,724",36.8,"363,767","685,256","209,476","1,468","51,885",875,"560,438"
12061,"Indian River County, Florida","147,919","69,705","78,214","8,755","12,512","13,254","17,583","10,056","12,169",52.3,"17,846","112,446","13,331",6,"1,862",0,"77,905"
12069,"Lake County, Florida","325,875","157,517","168,358","15,257","33,043","36,940","41,570","21,430","21,191",46.5,"47,055","232,464","31,361","1,166","5,719",0,"148,705"
12071,"Lee County, Florida","701,982","342,788","359,194","35,563","76,144","73,910","85,662","44,195","53,803",47.5,"139,759","482,149","58,184",354,"11,020",0,"379,060"
12073,"Leon County, Florida","286,272","135,665","150,607","49,101","39,982","30,382","30,192","15,302","15,859",30.4,"17,821","163,583","87,138",576,"9,430",101,"127,615"
12081,"Manatee County, Florida","363,369","175,962","187,407","18,497","36,905","38,806","45,918","25,674","26,585",47.2,"58,100","260,580","32,577",174,"7,155",0,"182,118"
12083,"Marion County, Florida","343,254","165,601","177,653","18,048","35,340","33,397","40,751","23,319","23,075",48.8,"41,785","246,157","43,816",342,"5,893",17,"163,801"
12085,"Martin County, Florida","156,283","76,619","79,664","6,707","13,183","14,732","20,572","13,230","10,675",51.4,"20,602","123,367","8,874",166,"2,377",0,"79,248"
12086,"Miami-Dade County, Florida","2,693,117","1,305,293","1,387,824","177,364","384,040","377,861","400,141","165,434","152,990",39.8,"1,800,281","381,160","448,936",811,"41,426",50,"1,010,631"
12087,"Monroe County, Florida","77,482","40,676","36,806","2,948","9,946","10,055","11,145","5,953","7,228",46.7,"17,523","52,892","5,118",110,521,0,"52,979"
12089,"Nassau County, Florida","78,444","38,819","39,625","3,654","8,867","10,078","10,374","5,556","6,174",43.8,"3,126",N,N,N,N,N,"36,455"
12091,"Okaloosa County, Florida","198,664","101,303","97,361","14,368","32,689","21,917","25,663","12,747","12,061",36.6,"17,175","147,620","21,131",307,"5,016",0,"95,502"
12095,"Orange County, Florida","1,288,126","632,151","655,975","107,252","215,114","180,496","174,959","76,126","65,107",34.7,"384,040","541,073","256,524","1,542","66,697",707,"516,538"
12097,"Osceola County, Florida","323,993","158,933","165,060","22,311","44,795","47,075","43,142","17,756","17,244",36.1,"165,344","111,965","31,545",87,"8,296",340,"137,104"
12099,"Palm Beach County, Florida","1,422,789","687,852","734,937","78,549","168,766","164,667","193,298","96,030","87,529",44.5,"300,776","798,955","254,637","1,382","36,187",339,"679,034"
12101,"Pasco County, Florida","497,909","241,436","256,473","25,299","52,537","60,775","67,931","33,630","32,434",44.7,"69,900","379,345","25,721","2,035","11,976",405,"234,461"
12103,"Pinellas County, Florida","949,827","455,387","494,440","50,043","110,965","104,760","136,814","77,013","71,347",47.6,"86,744","709,531","95,183","2,119","32,484",871,"505,381"
12105,"Polk County, Florida","650,092","318,741","331,351","40,642","81,168","76,521","80,071","40,375","40,680",40.1,"133,079","397,044","95,519","1,499","10,927",219,"284,364"
12107,"Putnam County, Florida","72,023","36,300","35,723","3,804","8,595","7,051","9,300","5,805","4,776",44.6,"6,947","51,605","12,126",130,369,0,"36,525"
12109,"St. Johns County, Florida","226,640","110,640","116,000","11,973","23,981","27,126","35,018","17,151","15,143",43.3,"14,404","189,151","11,832",699,"6,518",0,"99,486"
12111,"St. Lucie County, Florida","298,563","142,613","155,950","16,228","34,366","35,020","37,085","21,397","19,209",44.4,"53,323","176,048","56,823","1,109","6,434",0,"138,078"
12113,"Santa Rosa County, Florida","167,040","85,690","81,350","10,282","22,378","21,840","25,306","12,193","10,403",40.2,"9,000","137,624","7,902",488,"3,159",271,"68,580"
12115,"Sarasota County, Florida","405,549","191,781","213,768","17,892","33,336","34,784","49,521","26,906","35,858",55.1,"35,779","338,688","19,665",348,"5,691",70,"232,612"
12117,"Seminole County, Florida","449,144","217,115","232,029","29,296","61,986","61,828","65,041","29,712","28,482",39.3,"89,012","279,670","48,657",977,"18,754",356,"186,622"
12119,"Sumter County, Florida","118,891","60,403","58,488","1,510","5,353","8,431","8,338","7,534","10,910",66.5,"6,737","104,772","5,790",536,161,0,"66,838"
12127,"Volusia County, Florida","517,887","251,979","265,908","31,126","58,333","54,830","68,437","37,814","39,839",47.0,"65,746","378,698","54,828","1,210","9,120",477,"256,967"
13013,"Barrow County, Georgia","75,370","37,316","38,054","5,103","11,501","10,302","10,196","3,849","3,839",34.7,"7,521","54,976","8,006",55,"2,466",0,"27,230"
13015,"Bartow County, Georgia","102,747","51,146","51,601","6,931","12,757","13,580","15,142","9,149","3,499",36.7,"8,538","80,211","11,701",369,817,0,"39,948"
13021,"Bibb County, Georgia","153,721","71,929","81,792","10,898","20,817","17,858","19,063","10,704","8,895",36.0,"4,897","61,185","83,494",195,"2,839",0,"70,258"
13031,"Bulloch County, Georgia","72,651","35,533","37,118","11,970","8,784","7,810","7,610","3,786","3,038",27.6,"2,725","46,254","20,814",302,"1,568",0,"30,200"
13045,"Carroll County, Georgia","114,545","56,939","57,606","10,928","15,767","14,624","14,064","6,936","5,737",33.8,"7,649","81,459","21,957",0,772,53,"44,738"
13047,"Catoosa County, Georgia","66,050","32,407","33,643","5,161","7,834","8,213","9,561","3,858","4,465",38.9,441,N,N,N,N,N,"26,883"
13051,"Chatham County, Georgia","286,956","138,258","148,698","25,269","46,967","33,828","34,901","17,342","16,693",34.8,"17,695","141,494","111,653",540,"8,729",0,"123,677"
13057,"Cherokee County, Georgia","235,900","115,721","120,179","13,978","27,439","35,442","35,467","16,053","12,365",37.7,"23,827","187,650","15,254",342,"4,229",0,"87,483"
13059,"Clarke County, Georgia","123,912","58,021","65,891","25,733","18,835","13,620","10,728","5,639","5,288",26.6,"13,180","69,225","33,615",58,"4,998",0,"52,228"
13063,"Clayton County, Georgia","273,955","129,715","144,240","19,697","41,709","38,018","36,451","17,054","12,596",32.4,"35,500","34,666","182,336",190,"14,513",0,"104,731"
13067,"Cobb County, Georgia","741,334","358,391","382,943","49,416","106,287","108,739","108,464","47,502","39,737",36.3,"94,853","392,403","194,230",863,"37,592",496,"295,632"
13073,"Columbia County, Georgia","144,052","69,957","74,095","8,656","20,746","19,852","18,915","9,220","7,626",35.9,"9,434","99,786","23,404",0,"4,170",0,"54,563"
