GEO_ID,Label (Grouping),Total population,Male,Female,20 to 24 years,25 to 34 years,35 to 44 years,45 to 54 years,55 to 59 years,60 to 64 years,Median age (years),HISPANIC OR LATINO AND RACEHispanic or Latino (of any race),HISPANIC OR LATINO AND RACENot Hispanic or LatinoWhite alone,HISPANIC OR LATINO AND RACENot Hispanic or LatinoBlack or African American alone,HISPANIC OR LATINO AND RACENot Hispanic or LatinoAmerican Indian and Alaska Native alone,HISPANIC OR LATINO AND RACENot Hispanic or LatinoAsian alone,HISPANIC OR LATINO AND RACENot Hispanic or LatinoNative Hawaiian and Other Pacific Islander alone,Total housing units
01003,"Baldwin County, Alabama","203,709","100,230","103,479","10,338","23,734","25,431","27,309","12,895","14,388",42.6,"9,268","168,668","22,306","1,652",205,0,"108,580"
01015,"Calhoun County, Alabama","115,620","55,821","59,799","8,074","14,555","14,278","14,849","9,019","7,157",40.0,"4,179","83,797","22,496",176,"1,229",0,"53,323"
01043,"Cullman County, Alabama","82,005","40,271","41,734","4,733","10,062","10,225","10,919","5,756","5,064",39.9,"3,621","77,427",374,99,218,0,"37,180"
01049,"DeKalb County, Alabama","71,130","35,087","36,043","4,257","8,742","9,216","9,278","4,583","4,733",38.3,"10,053",N,N,N,N,N,"31,038"
01051,"Elmore County, Alabama","81,468","39,416","42,052","5,192","10,284","12,014","11,602","5,577","4,445",38.4,"2,292","59,646","17,847",0,207,0,"33,572"
01055,"Etowah County, Alabama","103,057","49,882","53,175","6,586","11,218","13,742","13,940","8,605","5,879",41.3,"3,827",N,N,N,N,N,"47,509"
01069,"Houston County, Alabama","104,173","49,975","54,198","6,107","13,774","12,901","13,965","7,456","6,320",40.1,"3,523","70,029","27,418",309,801,93,"46,706"
01073,"Jefferson County, Alabama","660,367","312,183","348,184","43,196","95,958","83,841","85,384","46,823","40,964",37.3,"25,040","333,633","280,720","1,179","10,861",711,"306,683"
01077,"Lauderdale County, Alabama","92,596","44,598","47,998","8,444","10,011","10,151","13,150","5,837","6,684",42.4,"2,327","78,378","9,585",462,492,0,"44,375"
01081,"Lee County, Alabama","156,993","76,952","80,041","21,823","20,248","19,698","18,113","10,441","6,946",31.6,"6,045","105,704","36,539",231,"5,714",0,"66,385"
01083,"Limestone County, Alabama","91,663","45,477","46,186","4,570","11,621","13,082","14,133","6,331","4,742",39.8,"5,553","70,385","12,126",839,"1,155",0,"35,606"
01089,"Madison County, Alabama","353,089","172,607","180,482","24,926","47,675","43,554","53,007","25,652","20,668",38.5,"16,915","229,734","84,890","1,595","8,881",286,"156,857"
01095,"Marshall County, Alabama","94,725","46,639","48,086","5,033","11,384","11,885","12,650","5,298","6,232",39.5,"12,331","77,571","2,604",213,46,73,"40,324"
01097,"Mobile County, Alabama","415,395","197,405","217,990","28,736","57,361","49,708","54,226","26,018","28,967",37.5,"11,512","238,827","144,931","3,332","8,444",0,"182,024"
01101,"Montgomery County, Alabama","226,519","107,826","118,693","17,628","32,913","28,793","27,967","14,618","13,723",35.7,"7,714","81,258","127,698",273,"4,889",84,"104,005"
01103,"Morgan County, Alabama","119,565","59,571","59,994","6,537","14,859","14,382","17,598","8,780","7,364",40.1,"9,523","91,228","15,163",276,"1,056",29,"51,586"
01115,"St. Clair County, Alabama","87,074","42,812","44,262","4,651","10,671","11,477","13,217","6,624","4,494",40.8,"2,039","74,662","8,725",215,689,0,"35,902"
01117,"Shelby County, Alabama","208,713","100,997","107,716","11,631","26,098","30,955","28,915","13,192","14,097",38.2,"12,126","163,169","25,849",455,"4,540",118,"84,361"
01121,"Talladega County, Alabama","80,862","39,185","41,677","4,347","9,782","10,530","11,237","6,512","4,866",41.6,622,N,N,N,N,N,"37,211"
01125,"Tuscaloosa County, Alabama","203,976","98,030","105,946","25,505","30,426","23,665","23,610","10,797","12,573",32.4,"6,767","127,814","63,340",288,"2,904",275,"89,081"
01127,"Walker County, Alabama","65,294","31,024","34,270","3,717","7,442","7,887","8,834","3,949","5,090",42.1,"1,575","58,213","3,948",63,305,0,"30,654"
02020,"Anchorage Municipality, Alaska","298,695","152,945","145,750","27,999","52,834","37,364","36,397","20,032","15,927",32.2,"27,261","175,448","17,373","19,090","28,285","5,135","114,911"
02090,"Fairbanks North Star Borough, Alaska","99,631","54,872","44,759","12,206","16,841","12,084","11,737","4,664","6,317",30.5,"7,996","70,299","4,133","5,263","2,821",96,"41,627"
02170,"Matanuska-Susitna Borough, Alaska","101,095","53,394","47,701","7,146","13,817","13,241","13,331","7,091","6,140",34.4,"4,893","80,132","1,233","4,564","1,383",291,"41,368"
04001,"Apache County, Arizona","71,474","35,099","36,375","5,164","8,863","7,999","8,615","4,419","3,869",33.8,"4,625",N,N,N,N,N,"32,746"
04003,"Cochise County, Arizona","126,427","62,976","63,451","7,290","16,220","13,667","14,623","8,323","9,410",42.1,"43,831","69,934","5,595",918,"2,729",110,"60,600"
04005,"Coconino County, Arizona","139,097","67,799","71,298","17,832","18,110","14,542","15,552","9,051","7,093",30.6,"19,371","76,033","1,316","36,334","2,187",183,"64,437"
04013,"Maricopa County, Arizona","4,167,947","2,059,938","2,108,009","284,969","594,791","548,668","537,317","247,837","220,865",36.1,"1,269,890","2,350,280","216,064","69,397","162,955","7,389","1,693,687"
04015,"Mohave County, Arizona","204,737","102,701","102,036","9,638","20,344","19,565","24,432","16,143","16,940",50.1,"33,111","158,047","2,219","5,440","2,479",130,"112,850"
04017,"Navajo County, Arizona","108,277","54,361","53,916","6,706","12,339","12,431","12,088","7,096","6,890",36.2,"12,153","45,266",875,"47,157",674,0,"57,644"
04019,"Pima County, Arizona","1,010,025","495,866","514,159","90,533","123,578","114,091","117,555","62,755","64,902",38.4,"367,375","533,024","33,712","24,603","28,290","1,259","452,104"
04021,"Pinal County, Arizona","406,584","211,383","195,201","21,682","53,156","53,918","46,472","21,830","25,293",38.5,"119,001","234,617","17,107","18,436","6,433",587,"166,426"
04025,"Yavapai County, Arizona","222,255","108,627","113,628","10,029","20,241","19,115","26,908","17,806","21,156",52.3,"32,023","178,997","1,015","2,529","1,954",31,"113,085"
04027,"Yuma County, Arizona","204,275","104,987","99,288","17,723","27,638","22,104","21,745","9,952","10,115",34.5,"126,569","66,557","4,103","2,152","2,064",198,"90,485"
05007,"Benton County, Arkansas","249,672","124,229","125,443","13,931","35,204","35,679","32,719","14,567","11,245",35.5,"40,834","185,212","4,698","2,938","8,876","1,003","99,882"
05031,"Craighead County, Arkansas","104,354","51,056","53,298","8,910","15,014","14,624","12,276","5,576","5,685",34.2,"5,071","80,488","13,170",364,"1,373",0,"43,974"
05045,"Faulkner County, Arkansas","121,552","59,843","61,709","12,954","16,947","16,530","14,473","7,033","5,285",32.4,"5,002","98,038","13,605",268,"1,863",0,"49,133"
05051,"Garland County, Arkansas","97,177","47,143","50,034","4,830","10,770","10,161","13,001","7,987","6,532",45.1,"5,216","80,141","7,439",337,479,0,"50,539"
05069,"Jefferson County, Arkansas","71,565","35,500","36,065","5,123","8,988","8,885","8,900","6,212","3,674",38.6,"1,457",N,N,N,N,N,"33,252"
05085,"Lonoke County, Arkansas","71,645","35,262","36,383","4,240","10,543","10,302","9,307","5,133","3,069",36.1,"2,991","61,977","4,248",552,469,260,"28,856"
05119,"Pulaski County, Arkansas","392,664","188,069","204,595","27,230","57,895","49,824","50,530","27,079","24,138",36.8,"23,561","209,165","142,485","1,535","9,016",141,"182,304"
05125,"Saline County, Arkansas","117,460","56,954","60,506","7,032","16,089","15,426","14,589","6,959","7,135",38.2,"5,027","100,831","8,105",453,"1,583",33,"47,003"
05131,"Sebastian County, Arkansas","127,780","63,064","64,716","8,223","16,673","15,472","17,854","7,903","7,875",36.9,"17,550","89,778","9,616","1,739","5,331",0,"56,379"
